store_number,name,ownership_type,slug,address,city,state,zip,country,timezone,latitude,longitude
56179-289924,Smith's Herriman 108,LS,smiths-herriman-108-5560-w-13400-s-herriman-ut-84096-us,5560 W 13400 S,Herriman,UT,84096,US,GMT-06:00 America/Denver,40.50921,-112.02381
61112-294917,126th and Park Ave,CO,126th-and-park-ave-2053-w-12600-s-riverton-ut-840657021-us,2053 W. 12600 S.,Riverton,UT,84065,US,GMT-06:00 America/Denver,40.52197,-111.9456
70743-305488,134th S and 5040 W,CO,134th-s-and-5040-w-5049-13400-s-riverton-ut-840966600-us,5049 13400 S,Riverton,UT,84096,US,GMT-06:00 America/Denver,40.5075,-112.01135
13277-104211,"9400 South & 1000 East, Sandy",CO,9400-south-1000-east-sandy-9354-s-village-shop-drive-sandy-ut-840947719-us,9354 S. Village Shop Drive,Sandy,UT,84094,US,GMT-06:00 America/Denver,40.58149,-111.86134
10881-102748,"134th South & Bangerter, River",CO,134th-south-bangerter-river-3728-west-13400-south-riverton-ut-840652331-us,3728 West 13400 South,Riverton,UT,84065,US,GMT-06:00 America/Denver,40.50848,-111.9797
50326-270824,Highland Dr and Fort Union Blv,CO,highland-dr-and-fort-union-blv-7025-s-highland-drive-cottonwood-heights-ut-841213,7025 S Highland Drive,Cottonwood Heights,UT,84121,US,GMT-06:00 America/Denver,40.62337,-111.83381
76304-90543,Target Upland 1834,LS,target-upland-1834-1931-n-campus-ave-upland-ca-917841667-us,1931 N Campus Ave,Upland,CA,91784,US,GMT-07:00 America/Los_Angeles,34.13297,-117.64065
51195-273704,Base Line & 210,CO,base-line-210-2129-w-baseline-rd-ste-100-upland-ca-91784-us,2129 W. Baseline Rd.,Upland,CA,91784,US,GMT-07:00 America/Los_Angeles,34.12207,-117.68983
27261-247044,Van Nuys & Hortense,CO,van-nuys-hortense-4550-van-nuys-blvd-suite-k-los-angeles-ca-91403284,4550 Van Nuys Blvd,Los Angeles,CA,91403,US,GMT-07:00 America/Los_Angeles,34.15442,-118.44778
5815-8729,Sherman Oaks Galleria,CO,sherman-oaks-galleria-15301-ventura-blvd-ste-p-11-sherman-oaks-ca-914035,15301 Ventura Blvd,Sherman Oaks,CA,91403,US,GMT-07:00 America/Los_Angeles,34.15579,-118.46706
62840-283790,Pavilions Sherman Oaks 2989,LS,pavilions-sherman-oaks-2989-14845-ventura-blvd-sherman-oaks-ca-91403-us,14845 Ventura Blvd,Sherman Oaks,CA,91403,US,GMT-07:00 America/Los_Angeles,34.15325,-118.45661
5552-796,Ventura & Noble,CO,ventura-noble-15030-ventura-blvd-1-a-sherman-oaks-ca-914032444-u,15030 Ventura Blvd.,Sherman Oaks,CA,91403,US,GMT-07:00 America/Los_Angeles,34.15269,-118.46034
19837-171185,Ralphs Sherman Oaks 222,LS,ralphs-sherman-oaks-222-14049-ventura-blvd-sherman-oaks-ca-91403-us,14049 Ventura Blvd,Sherman Oaks,CA,91403,US,GMT-07:00 America/Los_Angeles,34.14996,-118.43928
5777-16654,Ventura & Allot,CO,ventura-allot-13535-ventura-blvd-sherman-oaks-ca-914233876-us,13535 Ventura Blvd.,Sherman Oaks,CA,91423,US,GMT-07:00 America/Los_Angeles,34.14772,-118.42814
75494-107197,Univ. of Arkansas Brough Commo,LS,univ-of-arkansas-brough-commo-1021-west-dickson-street-fayetteville-ar-72701-us,1021 West Dickson Street,Fayetteville,AR,72701,US,GMT-05:00 America/Chicago,36.06646,-94.17512
67550-293658,Univ. Arkansas Student Success,LS,univ-arkansas-student-success-464-campus-drive-arku-fayetteville-ar-727014030-us,464 Campus Drive,Fayetteville,AR,72701,US,GMT-05:00 America/Chicago,36.06943,-94.17179
17955-176365,MLK & I-540,CO,mlk-i-540-2117-w-martin-luther-king-blvd-fayetteville-ar-727,2117 W Martin Luther King Blvd,Fayetteville,AR,72701,US,GMT-05:00 America/Chicago,36.05531,-94.19013
47062-256484,College & Township - Fayettevi,CO,college-township-fayettevi-2410-college-ave-1-fayetteville-ar-727033352-us,2410 College Ave,Fayetteville,AR,72703,US,GMT-05:00 America/Chicago,36.09611,-94.15205
24570-233804,Wedington and N Salem,CO,wedington-and-n-salem-3500-black-forrest-drive-1-fayetteville-ar-7270465,3500 Black Forrest Drive,Fayetteville,AR,72704,US,GMT-05:00 America/Chicago,36.07787,-94.21031
56266-288985,Target Fayetteville 1470,LS,target-fayetteville-1470-3545-n-shiloh-dr-fayetteville-ar-72703-us,3545 N Shiloh Dr,Fayetteville,AR,72703,US,GMT-05:00 America/Chicago,36.11664,-94.15583
10483-91426,College & Joyce,CO,college-joyce-3901-shiloh-drive-fayetteville-ar-727034427-us,3901 Shiloh Drive,Fayetteville,AR,72703,US,GMT-05:00 America/Chicago,36.12273,-94.14584
62913-296332,US-62 & Angus Lane,CO,us-62-angus-lane-297-w-main-st-farmington-ar-727302718-us,297 W. Main St,Farmington,AR,72730,US,GMT-05:00 America/Chicago,36.03903,-94.25392
64726-298661,Thompson St & Maple,CO,thompson-st-maple-408-s-thompson-st-springdale-ar-727644243-us,408 S Thompson St,Springdale,AR,72764,US,GMT-05:00 America/Chicago,36.18165,-94.13901
29087-251505,Sunset & Reiff,CO,sunset-reiff-4224-w-sunset-springdale-ar-727624806-us,4224 W Sunset,Springdale,AR,72762,US,GMT-05:00 America/Chicago,36.17542,-94.17716
65753-299937,Elm Springs & 48th Street,CO,elm-springs-48th-street-847-n-48th-street-springdale-ar-727624878-us,847 N. 48th Street,Springdale,AR,72762,US,GMT-05:00 America/Chicago,36.19308,-94.18288
59998-285644,Monroe & Bloomington,CO,monroe-bloomington-105-n-bloomington-lowell-ar-727459658-us,105 N. Bloomington,Lowell,AR,72745,US,GMT-05:00 America/Chicago,36.2543,-94.13647
10485-100878,I-540 & Pleasant Grove,CO,i-540-pleasant-grove-2605-w-pleasant-grove-road-rogers-ar-727585802-us,2605 W Pleasant Grove Road,Rogers,AR,72758,US,GMT-05:00 America/Chicago,36.28369,-94.15343
70343-138924,Target Rogers 2498,LS,target-rogers-2498-2404-promenade-blvd-rogers-ar-727589080-us,2404 Promenade Blvd,Rogers,AR,72758,US,GMT-05:00 America/Chicago,36.29935,-94.17265
18208-176368,Promenade & New Hope,CO,promenade-new-hope-2003-promenade-blvd-suite-101-rogers-ar-727589073-,2003 Promenade Blvd,Rogers,AR,72758,US,GMT-05:00 America/Chicago,36.31255,-94.17886
10422-100877,Walnut & 46th,CO,walnut-46th-4520-w-walnut-rogers-ar-727561473-us,4520 W Walnut,Rogers,AR,72756,US,GMT-05:00 America/Chicago,36.33469,-94.18044
13462-107100,Walton & J Street,CO,walton-j-street-913-se-walton-blvd-bentonville-ar-727126774-us,913 SE Walton Blvd,Bentonville,AR,72712,US,GMT-05:00 America/Chicago,36.33571,-94.20019
66388-299676,S Walton Blvd & Redbud St,CO,s-walton-blvd-redbud-st-1101-s-walton-blvd-bentonville-ar-727126238-us,1101 S Walton Blvd,Bentonville,AR,72712,US,GMT-05:00 America/Chicago,36.36132,-94.2169
27606-244627,14th and Greenhouse,CO,14th-and-greenhouse-1803-e-centerton-blvd-bentonville-ar-727129329-us,1803 E. Centerton Blvd,Bentonville,AR,72712,US,GMT-05:00 America/Chicago,36.35759,-94.25287
53377-284732,Hwy 412 & Progress - Siloam Sp,CO,hwy-412-progress-siloam-sp-3555-hwy-412-east-siloam-springs-ar-727617090-us,3555 Hwy 412 East,Siloam Springs,AR,72761,US,GMT-05:00 America/Chicago,36.18133,-94.50755
60628-100875,Hwy 71 & Peach Orchard,CO,hwy-71-peach-orchard-3811-us-hwy-71-bentonville-ar-727124579-us,3811 US Hwy 71,Bentonville,AR,72712,US,GMT-05:00 America/Chicago,36.4215,-94.22366
26672-244125,Fayetteville and Rena Rd,CO,fayetteville-and-rena-rd-2034-fayetteville-rd-van-buren-ar-729566537-us,2034 Fayetteville Rd,Van Buren,AR,72956,US,GMT-05:00 America/Chicago,35.46727,-94.35544
21675-208464,Univ. Arkansas Fort Smith Book,LS,univ-arkansas-fort-smith-book-5210-grand-ave-fort-smith-ar-72913-us,5210 Grand Ave,Fort Smith,AR,72913,US,GMT-05:00 America/Chicago,35.38389,-94.37575
7969-94774,I-540 & Rogers Ave,CO,i-540-rogers-ave-6203-rogers-ave-fort-smith-ar-729033905-us,6203 Rogers Ave,Fort Smith,AR,72903,US,GMT-05:00 America/Chicago,35.35925,-94.3633
29088-251507,Phoenix & 540,CO,phoenix-540-4601-phoenix-avenue-fort-smith-ar-729036007-us,4601 Phoenix Avenue,Fort Smith,AR,72903,US,GMT-05:00 America/Chicago,35.33915,-94.38259
76995-129147,Target Fort Smith 2284,LS,target-fort-smith-2284-4001-phoenix-ave-fort-smith-ar-729036099-us,4001 Phoenix Ave,Fort Smith,AR,72903,US,GMT-05:00 America/Chicago,35.33835,-94.38926
75317-101159,Univ. of Pennsylvania 1920 Com,LS,univ-of-pennsylvania-1920-com-3800-locust-walk-1920-commons-bldg-philadelphia-pa,3800 LOCUST WALK,Philadelphia,PA,19104,US,GMT-04:00 America/New_York,39.95247,-75.19936
28256-250587,3901 Walnut St,CO,3901-walnut-st-3901-walnut-st-philadelphia-pa-191043682-us,3901 Walnut St,Philadelphia,PA,19104,US,GMT-04:00 America/New_York,39.95394,-75.20032
25384-240828,Penn Medicine Perelman Center,CO,penn-medicine-perelman-center-3400-civic-center-boulevard-philadelphia-pa-191045,3400 Civic Center Boulevard,Philadelphia,PA,19104,US,GMT-04:00 America/New_York,39.94764,-75.19338
50042-262313,Hosp. of the Univ. of Pennsylv,LS,hosp-of-the-univ-of-pennsylv-3400-spruce-street-philadelphia-pa-191044229-us,3400 Spruce Street,Philadelphia,PA,19104,US,GMT-04:00 America/New_York,39.95011,-75.19392
54648-286666,Univ. of Pennsylvania Bookstor,LS,univ-of-pennsylvania-bookstor-3601-walnut-st-philadelphia-pa-19104-us,3601 Walnut St.,Philadelphia,PA,19104,US,GMT-04:00 America/New_York,39.9537,-75.19496
775-82881,Walnut & 34th,CO,walnut-34th-3401-walnut-st-philadelphia-pa-191046228-us,3401 WALNUT ST,Philadelphia,PA,19104,US,GMT-04:00 America/New_York,39.95306,-75.19221
8720-94165,Broad & Jackson,CO,broad-jackson-2201-2219-south-broad-street-philadelphia-pa-19148,2201-2219 South Broad Street,Philadelphia,PA,19148,US,GMT-04:00 America/New_York,39.9225,-75.16981
14764-130044,Upper Darby,CO,upper-darby-1891-south-state-road-upper-darby-pa-190825417-us,1891 South State Road,Upper Darby,PA,19082,US,GMT-04:00 America/New_York,39.9593,-75.28662
50533-269185,Target Philadelphia 1443,LS,target-philadelphia-1443-1-mifflin-st-philadelphia-pa-19148-us,1 Mifflin St.,Philadelphia,PA,19148,US,GMT-04:00 America/New_York,39.92418,-75.14631
53661-276650,Acme Philadelphia 2771,LS,acme-philadelphia-2771-29-snyder-avenue-philadelphia-pa-19148-us,29 Snyder Avenue,Philadelphia,PA,19148,US,GMT-04:00 America/New_York,39.92147,-75.14681
20282-197244,Giant Haverton 6442,LS,giant-haverton-6442-116-township-line-rd-havertown-pa-19083-us,116 Township Line Rd,Havertown,PA,19083,US,GMT-04:00 America/New_York,39.96776,-75.29607
785-8748,Bala Cynwyd,CO,bala-cynwyd-138-montogomery-ave-bala-cynwyd-pa-190042984-us,138 Montogomery Ave,Bala Cynwyd,PA,19004,US,GMT-04:00 America/New_York,40.00521,-75.23993
52021-280164,PHL Terminal C Gate C31,LS,phl-terminal-c-gate-c-31-8000-essington-ave-philadelphia-pa-19153-us,8000 Essington Ave,Philadelphia,PA,19153,US,GMT-04:00 America/New_York,39.87465,-75.24089
74667-94934,Giant Wynnewood 6506,LS,giant-wynnewood-6506-50-e-wynnewood-rd-wynnewood-pa-190962013-us,50 E Wynnewood Rd,Wynnewood,PA,19096,US,GMT-04:00 America/New_York,40.0011,-75.27223
22273-219073,Wynnewood,CO,wynnewood-31-a-east-wynnewood-ave-wynnewood-pa-190961919-us,31-A East Wynnewood Ave,Wynnewood,PA,19096,US,GMT-04:00 America/New_York,40.00227,-75.27467
67919-298261,Target Wynnewood 3389,LS,target-wynnewood-3389-250-e-lancaster-ave-wynnewood-pa-19096-us,250 E Lancaster Ave,Wynnewood,PA,19096,US,GMT-04:00 America/New_York,40.00304,-75.28291
19877-200964,Bayshore Landing,CO,bayshore-landing-2550-s-bayshore-drive-suite-101-coconut-grove-fl-3,2550 S Bayshore Drive,Coconut Grove,FL,33133,US,GMT-04:00 America/New_York,25.73262,-80.23286
62594-293500,SW 312th St & SW 152nd Ave,CO,sw-312-th-st-sw-152nd-ave-2925-ne-8th-st-homestead-fl-330335960-us,2925 NE 8th St,Homestead,FL,33033,US,GMT-04:00 America/New_York,25.47797,-80.4344
71250-301528,Target Homestead T-3424,LS,target-homestead-t-3424-2601-ne-9th-court-homestead-fl-33033-us,2601 NE 9th Court,Homestead,FL,33033,US,GMT-04:00 America/New_York,25.48025,-80.43813
13736-107277,Coral Way and SW 27 Ave,CO,coral-way-and-sw-27-ave-2645-sw-22nd-st-miami-fl-331453405-us,2645 SW 22nd St.,Miami,FL,33145,US,GMT-04:00 America/New_York,25.75055,-80.23803
9702-95196,US 1 & SW 312th St,CO,us-1-sw-312-th-st-1029-north-homestead-blvd-homestead-fl-330305028-u,1029 North Homestead Blvd,Homestead,FL,33030,US,GMT-04:00 America/New_York,25.48092,-80.46353
72626-32319,Target Dallas 1784,LS,target-dallas-1784-6419-skillman-st-dallas-tx-752317109-us,6419 Skillman St,Dallas,TX,75231,US,GMT-05:00 America/Chicago,32.86571,-96.74512
49312-267946,Walnut Hill Ln & Skillman St,CO,walnut-hill-ln-skillman-st-7190-skillman-road-110-dallas-tx-752315743-us,7190 Skillman Road,Dallas,TX,75231,US,GMT-05:00 America/Chicago,32.87737,-96.73444
20470-140411,Tom Thumb Dallas 3560,LS,tom-thumb-dallas-3560-8698-skillman-st-dallas-tx-752438265-us,8698 Skillman St,Dallas,TX,75243,US,GMT-05:00 America/Chicago,32.89621,-96.72063
3465-93156,Northwest Hwy & Shadybrook,CO,northwest-hwy-shadybrook-5905-e-northwest-highway-dallas-tx-752317416-us,5905 E. Northwest Highway,Dallas,TX,75231,US,GMT-05:00 America/Chicago,32.86597,-96.76348
6291-1072,Greenville & Caruth Haven,CO,greenville-caruth-haven-6123-greenville-ave-dallas-tx-752061910-us,6123 Greenville Ave,Dallas,TX,75206,US,GMT-05:00 America/Chicago,32.86057,-96.76831
6390-29235,Royal & Abrams,CO,royal-abrams-8520-abrams-rd-ste-100-dallas-tx-752437697-us,8520 Abrams Rd,Dallas,TX,75243,US,GMT-05:00 America/Chicago,32.89514,-96.73936
23558-230688,Shops at Park Lane,CO,shops-at-park-lane-8026-park-lane-100-dallas-tx-752315931-us,8026 Park Lane,Dallas,TX,75231,US,GMT-05:00 America/Chicago,32.8699,-96.76894
74612-90301,Tom Thumb Dallas 3608,LS,tom-thumb-dallas-3608-7700-w-northwest-hwy-dallas-tx-752252288-us,7700 W Northwest Hwy,Dallas,TX,75225,US,GMT-05:00 America/Chicago,32.86425,-96.77503
56680-290394,Macy's North Park Center 2nd F,LS,macys-north-park-center-2nd-f-8687-north-central-expressway-dallas-tx-75225-us,8687 North Central Expressway,Dallas,TX,75225,US,GMT-05:00 America/Chicago,32.86955,-96.77227
6249-253984,NorthPark Center Level 1,CO,north-park-center-level-1-8687-n-central-expressway-f-2-926-dallas-tx-752254,8687 N. Central Expressway,Dallas,TX,75225,US,GMT-05:00 America/Chicago,32.86862,-96.7732
48691-243986,S. Methodist Univ. Fondren Lib,LS,s-methodist-univ-fondren-lib-hillcrest-mockingbird-dallas-tx-75205-us,Hillcrest & Mockingbird,Dallas,TX,75205,US,GMT-05:00 America/Chicago,32.84433,-96.7835
690-1366,Snider Plaza,CO,snider-plaza-6733-hillcrest-avenue-dallas-tx-752051304-us,6733 Hillcrest Avenue,Dallas,TX,75205,US,GMT-05:00 America/Chicago,32.84835,-96.78714
72966-95132,Kroger Dallas 588,LS,kroger-dallas-588-9140-forest-lane-dallas-tx-752434202-us,9140 Forest Lane,Dallas,TX,75243,US,GMT-05:00 America/Chicago,32.90842,-96.74545
6391-277748,Jupiter & Buckingham,CO,jupiter-buckingham-2128-n-jupiter-rd-garland-tx-75044-us,2128 N Jupiter Rd.,Garland,TX,75044,US,GMT-05:00 America/Chicago,32.93283,-96.68222
77794-305247,Tom Thumb Dallas 2503,LS,tom-thumb-dallas-2503-4001-villanova-st-dallas-tx-75225-us,4001 Villanova St,Dallas,TX,75225,US,GMT-05:00 America/Chicago,32.86367,-96.80215
79079-307378,Target Elyria 1215,LS,target-elyria-1215-240-market-dr-elyria-oh-44035-us,240 Market Dr,Elyria,OH,44035,US,GMT-04:00 America/New_York,41.38872,-82.10917
3573-137531,Lorain County Community Colleg,LS,lorain-county-community-colleg-1005-n-abbe-rd-elyria-oh-440351613-us,1005 N Abbe Rd,Elyria,OH,44035,US,GMT-04:00 America/New_York,41.41342,-82.07392
56352-289709,Sheffield Village,CO,sheffield-village-5051-n-abbe-rd-sheffield-oh-440351455-us,5051 N. Abbe Rd,Sheffield,OH,44035,US,GMT-04:00 America/New_York,41.4249,-82.07667
75576-69581,OH Middle Ridge Plaza Westboun,LS,oh-middle-ridge-plaza-westboun-46401-ohio-turnpike-plaza-mile-post-140-amherst-oh,46401 Ohio Turnpike Plaza,Amherst,OH,44001,US,GMT-04:00 America/New_York,41.37977,-82.22316
75577-69580,OH TPKE Vermillion Valley Plaz,LS,oh-tpke-vermillion-valley-plaz-46402-ohio-turnpike-plaza-mile-post-140-amherst-oh,46402 Ohio Turnpike Plaza,Amherst,OH,44001,US,GMT-04:00 America/New_York,41.37755,-82.22483
20083-195684,Lorain,CO,lorain-4310-leavitt-road-d-lorain-oh-440532387-us,4310 Leavitt Road,Lorain,OH,44053,US,GMT-04:00 America/New_York,41.42949,-82.20335
63449-298037,North Ridgeville & Lorain Road,CO,north-ridgeville-lorain-road-32435-cook-rd-north-ridgeville-oh-440393464-us,32435 Cook Rd,North Ridgeville,OH,44039,US,GMT-04:00 America/New_York,41.38468,-81.97709
74034-305309,Oak Point Road,CO,oak-point-road-7420-oak-point-rd-suite-a-lorain-oh-44053-us,7420 Oak Point Rd,Lorain,OH,44053,US,GMT-04:00 America/New_York,41.41411,-82.23939
76838-111526,Target Amherst 2351,LS,target-amherst-2351-8000-oak-point-rd-amherst-oh-440019654-us,8000 Oak Point Rd,Amherst,OH,44001,US,GMT-04:00 America/New_York,41.41325,-82.2408
14999-155224,"Avon, OH",CO,avon-oh-35825-detroit-avenue-avon-oh-440113000-us,35825 Detroit Avenue,Avon,OH,44011,US,GMT-04:00 America/New_York,41.45817,-82.01646
19470-199298,Target Avon 1325,LS,target-avon-1325-35830-detroit-rd-avon-oh-44011-us,35830 Detroit Rd,Avon,OH,44011,US,GMT-04:00 America/New_York,41.45836,-82.01557
59265-291176,Meijer Avon 308,LS,meijer-avon-308-1810-nagel-rd-avon-oh-44011-us,1810 Nagel Rd,Avon,OH,44011,US,GMT-04:00 America/New_York,41.46115,-81.99145
27456-74435,Giant Eagle North Olmstead 635,LS,giant-eagle-north-olmstead-635-27264-lorain-rd-north-olmsted-oh-440704032-us,27264 Lorain Rd,North Olmsted,OH,44070,US,GMT-04:00 America/New_York,41.41717,-81.92623
2315-255990,Dover Center & Lorain Rd,CO,dover-center-lorain-rd-27178-lorain-road-north-olmsted-oh-440703214-us,27178 Lorain Road,North Olmsted,OH,44070,US,GMT-04:00 America/New_York,41.41646,-81.92306
47472-258424,"Crocker Park Cafe, Westlake",CO,crocker-park-cafe-westlake-269-main-street-n-a-westlake-oh-441458155-us,269 Main Street,Westlake,OH,44145,US,GMT-04:00 America/New_York,41.45656,-81.95129
58935-292606,Giant Eagle Westlake 1216,LS,giant-eagle-westlake-1216-30275-detroit-rd-westlake-oh-44145-us,30275 DETROIT RD.,Westlake,OH,44145,US,GMT-04:00 America/New_York,41.46184,-81.95627
21528-193546,SECURE ACCESS American Greetin,LS,secure-access-american-greetin-1-american-blvd-westlake-oh-44145-us,1 American Blvd,Westlake,OH,44145,US,GMT-04:00 America/New_York,41.4582,-81.95042
2580-268044,Westlake Promenade Shops,CO,westlake-promenade-shops-30225-detroit-road-westlake-oh-441451948-us,30225 Detroit Road,Westlake,OH,44145,US,GMT-04:00 America/New_York,41.46289,-81.95506
50412-266011,Giant Eagle Avon Lake 1284,LS,giant-eagle-avon-lake-1284-31990-walker-rd-avon-lake-oh-44012-us,31990 WALKER RD.,Avon Lake,OH,44012,US,GMT-04:00 America/New_York,41.49365,-81.98609
76415-96610,Target North Olmsted 2016,LS,target-north-olmsted-2016-24646-brookpark-rd-north-olmsted-oh-440703482-us,24646 Brookpark Rd,North Olmsted,OH,44070,US,GMT-04:00 America/New_York,41.42017,-81.8952
28181-250429,Cornerstone Plaza,CO,cornerstone-plaza-23420-lorain-road-north-olmsted-oh-440702272-us,23420 Lorain Road,North Olmsted,OH,44070,US,GMT-04:00 America/New_York,41.43437,-81.88106
54893-283826,Baldwin Wallace Univ. Front St,LS,baldwin-wallace-univ-front-st-106-front-street-berea-oh-44017-us,106 Front Street,Berea,OH,44017,US,GMT-04:00 America/New_York,41.36821,-81.85305
21273-209564,CLE Concourse A Gate A1,LS,cle-concourse-a-gate-a-1-5300-riverside-dr-cleveland-oh-44135-us,5300 Riverside Dr.,Cleveland,OH,44135,US,GMT-04:00 America/New_York,41.4074,-81.84213
24894-239195,Market District Rocky River 12,LS,market-district-rocky-river-12-22160-center-ridge-rd-rocky-river-oh-44116-us,22160 Center Ridge Rd,Rocky River,OH,44116,US,GMT-04:00 America/New_York,41.45857,-81.86428
21456-209565,CLE Concourse C Gate C22,LS,cle-concourse-c-gate-c-22-5300-riverside-dr-cleveland-oh-44135-us,5300 Riverside Dr.,Cleveland,OH,44135,US,GMT-04:00 America/New_York,41.412,-81.83846
25355-72805,Middleburg Heights,CO,middleburg-heights-17999-bagley-rd-cleveland-oh-441303404-us,17999 Bagley Rd,Cleveland,OH,44130,US,GMT-04:00 America/New_York,41.37151,-81.82642
76783-108116,Target Fairview Park 2266,LS,target-fairview-park-2266-20900-westgate-fairview-park-oh-441261320-us,20900 Westgate,Fairview Park,OH,44126,US,GMT-04:00 America/New_York,41.45827,-81.8507
61846-293804,Pearl Road Strongsville,CO,pearl-road-strongsville-8222-pearl-rd-strongsville-oh-441361602-us,8222 Pearl Rd,Strongsville,OH,44136,US,GMT-04:00 America/New_York,41.34802,-81.82318
22989-222127,Market District Strongsville 4,LS,market-district-strongsville-4-15919-pearl-rd-strongsville-oh-44136-us,15919 Pearl Rd,Strongsville,OH,44136,US,GMT-04:00 America/New_York,41.30176,-81.83519
13205-104538,"Westgate Mall, Route 113",CO,westgate-mall-route-113-20645-center-ridge-road-fairview-park-oh-441163402,20645 Center Ridge Road,Fairview Park,OH,44116,US,GMT-04:00 America/New_York,41.46261,-81.84946
76382-97125,Target Strongsville 985,LS,target-strongsville-985-18200-royalton-rd-strongsville-oh-441365187-us,18200 Royalton Rd,Strongsville,OH,44136,US,GMT-04:00 America/New_York,41.31667,-81.82839
2702-267194,"Strongsville, SR 82",CO,strongsville-sr-82-17180-royalton-road-strongsville-oh-441364421-us,17180 Royalton Road,Strongsville,OH,44136,US,GMT-04:00 America/New_York,41.31348,-81.82037
13960-88301,SouthPark Mall,CO,south-park-mall-500-southpark-mall-201-strongsville-oh-441369320-u,500 Southpark Mall,Strongsville,OH,44136,US,GMT-04:00 America/New_York,41.30886,-81.81999
2333-4740,Rocky River,CO,rocky-river-19555-detroit-road-rocky-river-oh-441161809-us,19555 Detroit Road,Rocky River,OH,44116,US,GMT-04:00 America/New_York,41.48008,-81.839
67644-301643,150th & Lorain,CO,150th-lorain-14911-lorain-ave-cleveland-oh-44111-us,14911 Lorain Ave,Cleveland,OH,44111,US,GMT-04:00 America/New_York,41.4529,-81.80106
55622-286307,"Lakewood, Detroit Ave.",CO,lakewood-detroit-ave-15027-detroit-road-lakewood-oh-441073913-us,15027 Detroit Road,Lakewood,OH,44107,US,GMT-04:00 America/New_York,41.48471,-81.80158
2791-256952,"Brunswick, North Market Plaza",CO,brunswick-north-market-plaza-3471-center-road-brunswick-oh-442123688-us,3471 Center Road,Brunswick,OH,44212,US,GMT-04:00 America/New_York,41.2388,-81.81001
60969-295180,Tiedeman Rd Brooklyn,CO,tiedeman-rd-brooklyn-10330-cascade-crossing-brooklyn-oh-441442300-us,10330 Cascade Crossing,Brooklyn,OH,44144,US,GMT-04:00 America/New_York,41.42421,-81.7599
76764-102487,Target Cleveland WEST 2226,LS,target-cleveland-west-2226-3100-w-117th-st-cleveland-oh-441111747-us,3100 W 117th St,Cleveland,OH,44111,US,GMT-04:00 America/New_York,41.46817,-81.77138
76535-99372,Target Parma 792,LS,target-parma-792-6850-ridge-rd-parma-oh-441295627-us,6850 Ridge Rd,Parma,OH,44129,US,GMT-04:00 America/New_York,41.37766,-81.73562
9309-96176,"Parma, Ridge Road",CO,parma-ridge-road-6780-ridge-road-parma-oh-441295625-us,6780 Ridge Road,Parma,OH,44129,US,GMT-04:00 America/New_York,41.38005,-81.7352
76571-101530,Target Medina 984,LS,target-medina-984-1015-n-court-st-medina-oh-442561582-us,1015 N Court St,Medina,OH,44256,US,GMT-04:00 America/New_York,41.15512,-81.86486
2316-246204,"W.117th, Clifton Blvd",CO,w-117th-clifton-blvd-11623-clifton-boulevard-cleveland-oh-441021319-us,11623 Clifton Boulevard,Cleveland,OH,44102,US,GMT-04:00 America/New_York,41.4872,-81.76826
10645-101967,Medina Shopping Center,CO,medina-shopping-center-897-north-court-street-medina-oh-442561718-us,897 North Court Street,Medina,OH,44256,US,GMT-04:00 America/New_York,41.15045,-81.86381
2509-290466,Ridge Park Square Brooklyn,CO,ridge-park-square-brooklyn-4752-ridge-road-brooklyn-oh-441443327-us,4752 Ridge Road,Brooklyn,OH,44144,US,GMT-04:00 America/New_York,41.42537,-81.73526
25041-239726,"Parma, Seven Hills",CO,parma-seven-hills-1086-west-pleasant-valley-road-unit-119-1-parma-oh,1086 West Pleasant Valley Road,Parma,OH,44134,US,GMT-04:00 America/New_York,41.36251,-81.68466
78695-307456,Buehler's Medina 11,LS,buehlers-medina-11-3626-medina-road-medina-oh-44256-us,3626 Medina Road,Medina,OH,44256,US,GMT-04:00 America/New_York,41.13483,-81.81703
61733-293080,Steelyard Commons,CO,steelyard-commons-3420-steelyard-drive-cleveland-oh-441092386-us,3420 Steelyard Drive,Cleveland,OH,44109,US,GMT-04:00 America/New_York,41.46007,-81.69162
76740-99373,Target Cleveland SOUTH 2228,LS,target-cleveland-south-2228-3465-steelyard-dr-cleveland-oh-441092385-us,3465 Steelyard Dr,Cleveland,OH,44109,US,GMT-04:00 America/New_York,41.45833,-81.68912
48528-262844,"Medina, Route 18",CO,medina-route-18-3070-medina-rd-a-medina-oh-442569826-us,3070 Medina Rd.,Medina,OH,44256,US,GMT-04:00 America/New_York,41.13546,-81.79704
2221-210164,Northwest Hwy & Elmhurst Rd,CO,northwest-hwy-elmhurst-rd-90-east-northwest-highway-mt-prospect-il-600563223,90 East Northwest Highway,Mt. Prospect,IL,60056,US,GMT-05:00 America/Chicago,42.06335,-87.93558
2470-260565,Route 83 & Rand Rd,CO,route-83-rand-rd-195-w-rand-rd-mt-prospect-il-600561129-us,195 W Rand Rd,Mt. Prospect,IL,60056,US,GMT-05:00 America/Chicago,42.08229,-87.93852
21358-211207,Arlington Heights & Golf Road,CO,arlington-heights-golf-road-1808-south-arlington-heights-road-arlington-height,1808 South Arlington Heights Road,Arlington Heights,IL,60005,US,GMT-05:00 America/Chicago,42.0526,-87.98237
