x,y,objectid,state,ccn,facility_name,street_address,city,zip_code,provider_subtype,days_at_100,percentage_required_fields,required_wed_only,days_total_beds,days_all_adult_hospital_beds,days_inpatient_beds,all_adult_hospital_inpatient,inpatient_beds_used,adult_hospital_inpatient_oc,total_icu_beds,total_staffed_adult_icu_beds,icu_beds_used,staffed_adult_icu_bed_occu,total_ventilators,ventilators_used,adult_hospitalized_conf_susp,adult_hospitalized_conf,pediatric_patients_conf_susp,pediatric_patients_conf,inpatient_ventilators_used,icu_adult_patients_conf_susp,icu_adult_patients_conf,hospital_onset_covid,overflow_covid,overflow_ventilators_used,deaths_covid,previous_day_admit_adult_conf,previous_day_admit_adult_susp,previous_day_admit_susp_all,previous_day_admit_conf_all,previous_day_admit_ped_conf,previous_day_admit_ped_susp,previous_day_total_ed_visits,previous_day_covid_ed_visits,previous_day_remdesivir_used,on_hand_supply_remdesivir,critical_staffing_shortage_to,critical_staffing_shortage_an,ppe_supply_management_source,on_hand_ventilator_supplies,n95_respirators_days_availabl,on_hand_supply_of_surgical_m,on_hand_supply_of_eye_protect,on_hand_supply_of_single_use,on_hand_supply_of_gloves,able_to_obtain_ventilator_s,able_to_obtain_ventilator_m,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protect,able_to_obtain_single_use_g,able_to_obtain_gloves,able_to_maintain_ventilator_s,able_to_maintain_ventilator_m,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical,able_to_maintain_eye_protect,able_to_maintain_single_use_g,able_to_maintain_gloves,able_to_maintain_lab_nasal_p,able_to_maintain_lab_nasal_s,able_to_maintain_lab_viral,reusable_isolation_gowns_used,reusable_paprs_or_elastomeric,reusable_n95_masks_used,latitude,longitude,last_updated,geometry,hospital,hospital_subtype,week,county,fips,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
-118.216799,34.2055300100001,6374,CA,050124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,91209,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.20553001,-118.216799,2020/11/30 21:07:00+00,POINT (-118.216799 34.20553001),Usc Verdugo Hills Hospital,Short Term,2020-12-25,Los Angeles,037,10.0,0.0,1.0,71.0,123.0,0.58,Southern California
-118.462751,34.1943840100001,6376,CA,050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,91406,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.19438401,-118.462751,2020/11/30 21:07:00+00,POINT (-118.462751 34.19438401),Valley Presbyterian Hospital,Short Term,2020-12-25,Los Angeles,037,21.0,5.0,0.81,105.0,188.0,0.56,Southern California
-118.105879,34.10080601,6381,CA,050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,91776,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.10080601,-118.105879,2020/11/30 21:07:00+00,POINT (-118.105879 34.10080601),San Gabriel Valley Medical Center,Short Term,2020-12-25,Los Angeles,037,9.0,2.0,0.88,59.0,87.0,0.68,Southern California
-118.325078,34.0963130100001,6383,CA,050135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,90028,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.09631301,-118.325078,2020/11/30 21:07:00+00,POINT (-118.325078 34.09631301),Southern California Hospital At Hollywood,Short Term,2020-12-25,Los Angeles,037,15.0,27.0,0.46,102.0,252.0,0.4,Southern California
-118.43084,34.2197339800001,6385,CA,050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,91402,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.21973398,-118.43084,2020/11/30 21:07:00+00,POINT (-118.43084 34.21973398),Kaiser Foundation Hospital - Panorama City,Short Term,2020-12-25,Los Angeles,037,32.0,3.0,0.92,131.0,188.0,0.7,Southern California
-118.295644,34.09832199,6386,CA,050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,90027,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.09832199,-118.295644,2020/11/30 21:07:00+00,POINT (-118.295644 34.09832199),Kaiser Foundation Hospital - Los Angeles,Short Term,2020-12-25,Los Angeles,037,34.0,17.0,0.81,187.0,288.0,0.65,Southern California
-118.128804,33.9175289900001,6387,CA,050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,90242,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.91752899,-118.128804,2020/11/30 21:07:00+00,POINT (-118.128804 33.91752899),Kaiser Foundation Hospital - Downey,Short Term,2020-12-25,Los Angeles,037,43.0,1.0,0.98,230.0,262.0,0.88,Southern California
-117.9725441,34.12964262,6390,CA,050146,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,1500 E DUARTE ROAD,DUARTE,91010,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.12964262,-117.9725441,2020/11/30 21:07:00+00,POINT (-117.9725441 34.12964262),City of Hope Helford Clinical Research Hospital,Short Term,2020-12-25,Los Angeles,037,1.0,4.0,0.78,11.0,178.0,0.06,Southern California
-118.2658,34.037462,6391,CA,050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.037462,-118.2658,2020/11/30 21:07:00+00,POINT (-118.2658 34.037462),California Hospital Medical Center LA,Short Term,2020-12-25,Los Angeles,037,39.0,1.0,0.98,152.0,264.0,0.58,Southern California
-118.487064,34.15744898,6394,CA,050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,91436,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.15744898,-118.487064,2020/11/30 21:07:00+00,POINT (-118.487064 34.15744898),Encino Hospital Medical Center,Short Term,2020-12-25,Los Angeles,037,2.0,0.0,1.0,20.0,71.0,0.28,Southern California
-118.049053,33.9693420200001,6398,CA,050169,PIH HEALTH HOSPITAL-WHITTIER,12401 WASHINGTON BLVD,WHITTIER,90602,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.96934202,-118.049053,2020/11/30 21:07:00+00,POINT (-118.049053 33.96934202),Pih Health Hospital-Whittier,Short Term,2020-12-25,Los Angeles,037,31.0,9.0,0.81,222.0,361.0,0.61,Southern California
-118.185853,33.779968,6402,CA,050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,90813,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.779968,-118.185853,2020/11/30 21:07:00+00,POINT (-118.185853 33.779968),St Mary Medical Center,Short Term,2020-12-25,Los Angeles,037,24.0,19.0,0.67,74.0,205.0,0.36,Southern California
-118.1445469,34.5839336700001,6407,CA,050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,93552,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.58393367,-118.1445469,2020/11/30 21:07:00+00,POINT (-118.1445469 34.58393367),Palmdale Regional Medical Center,Short Term,2020-12-25,Los Angeles,037,15.0,11.0,0.54,92.0,139.0,0.66,Southern California
-117.750628,34.0770920100001,6414,CA,050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,91767,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.07709201,-117.750628,2020/11/30 21:07:00+00,POINT (-117.750628 34.07709201),Pomona Valley Hospital Medical Center,Short Term,2020-12-25,Los Angeles,037,44.0,3.0,0.96,204.0,342.0,0.6,Southern California
-118.329367,34.15673099,6417,CA,050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,91505,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.15673099,-118.329367,2020/11/30 21:07:00+00,POINT (-118.329367 34.15673099),Providence Saint Joseph Medical Ctr,Short Term,2020-12-25,Los Angeles,037,32.0,5.0,0.9,138.0,268.0,0.51,Southern California
-118.042151,34.1340219800001,6419,CA,050238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,91006,Short Term,4,0.743,No,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34.13402198,-118.042151,2020/11/30 21:07:00+00,POINT (-118.042151 34.13402198),Methodist Hospital of Southern Ca,Short Term,2020-12-25,Los Angeles,037,17.0,1.0,0.95,104.0,211.0,0.49,Southern California
-118.230616,34.150779,6420,CA,050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,91206,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.150779,-118.230616,2020/11/30 21:07:00+00,POINT (-118.230616 34.150779),Glendale Adventist Medical Center,Short Term,2020-12-25,Los Angeles,037,29.0,1.0,0.97,178.0,292.0,0.61,Southern California
-118.44593799999998,34.06619499,6428,CA,050262,RONALD REAGAN U C L A MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES,90095,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.06619499,-118.44593799999998,2020/11/30 21:07:00+00,POINT (-118.445938 34.06619499),Ronald Reagan U C L A Medical Center,Short Term,2020-12-25,Los Angeles,037,39.0,7.0,0.94,115.0,377.0,0.31,Southern California
-118.460286,34.27917999,6431,CA,050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS,91346,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.27917999,-118.460286,2020/11/30 21:07:00+00,POINT (-118.460286 34.27917999),Providence Holy Cross Medical Center,Short Term,2020-12-25,Los Angeles,037,26.0,1.0,0.98,171.0,310.0,0.55,Southern California
-118.144098,34.0904849900001,6434,CA,050281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,91801,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.09048499,-118.144098,2020/11/30 21:07:00+00,POINT (-118.144098 34.09048499),Alhambra Hospital Medical Center,Short Term,2020-12-25,Los Angeles,037,7.0,0.0,1.0,43.0,65.0,0.66,Southern California
