x,y,objectid,state,ccn,facility_name,street_address,city,zip_code,provider_subtype,days_at_100,percentage_required_fields,required_wed_only,days_total_beds,days_all_adult_hospital_beds,days_inpatient_beds,all_adult_hospital_inpatient,inpatient_beds_used,adult_hospital_inpatient_oc,total_icu_beds,total_staffed_adult_icu_beds_x,icu_beds_used,staffed_adult_icu_bed_occu,total_ventilators,ventilators_used,adult_hospitalized_conf_susp,adult_hospitalized_conf,pediatric_patients_conf_susp,pediatric_patients_conf,inpatient_ventilators_used,icu_adult_patients_conf_susp,icu_adult_patients_conf,hospital_onset_covid,overflow_covid,overflow_ventilators_used,deaths_covid,previous_day_admit_adult_conf,previous_day_admit_adult_susp,previous_day_admit_susp_all,previous_day_admit_conf_all,previous_day_admit_ped_conf,previous_day_admit_ped_susp,previous_day_total_ed_visits,previous_day_covid_ed_visits,previous_day_remdesivir_used,on_hand_supply_remdesivir,critical_staffing_shortage_to,critical_staffing_shortage_an,ppe_supply_management_source,on_hand_ventilator_supplies,n95_respirators_days_availabl,on_hand_supply_of_surgical_m,on_hand_supply_of_eye_protect,on_hand_supply_of_single_use,on_hand_supply_of_gloves,able_to_obtain_ventilator_s,able_to_obtain_ventilator_m,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protect,able_to_obtain_single_use_g,able_to_obtain_gloves,able_to_maintain_ventilator_s,able_to_maintain_ventilator_m,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical,able_to_maintain_eye_protect,able_to_maintain_single_use_g,able_to_maintain_gloves,able_to_maintain_lab_nasal_p,able_to_maintain_lab_nasal_s,able_to_maintain_lab_viral,reusable_isolation_gowns_used,reusable_paprs_or_elastomeric,reusable_n95_masks_used,latitude,longitude,last_updated,geometry,hospital,hospital_subtype,week,county,fips,total_beds,total_staffed_adult_icu_beds_y,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
-117.082592,32.6843330200001,6321,CA,050024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,91950,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32.68433302,-117.082592,2020/11/30 21:07:00+00,POINT (-117.082592 32.68433302),Paradise Valley Hospital,Short Term,2021-03-19,San Diego,073,291.0,15.0,3.0,10.0,0.33,8.0,130.0,0.06,Southern California
-117.166669,32.7541779900001,6322,CA,050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,92103,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32.75417799,-117.166669,2020/11/30 21:07:00+00,POINT (-117.166669 32.75417799),Uc San Diego Health Hillcrest - Hillcrest Med Ctr,Short Term,2021-03-19,San Diego,073,830.0,101.0,9.0,17.0,0.83,29.0,565.0,0.05,Southern California
-117.007021,32.78144001,6323,CA,050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,91942,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32.78144001,-117.007021,2020/11/30 21:07:00+00,POINT (-117.007021 32.78144001),Grossmont Hospital,Short Term,2021-03-19,San Diego,073,512.0,75.0,17.0,16.0,0.79,31.0,387.0,0.08,Southern California
-124.09141,40.89629998,6324,CA,050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,95521,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40.89629998,-124.09141,2020/11/30 21:07:00+00,POINT (-124.09141 40.89629998),Mad River Community Hospital,Short Term,2021-03-19,Humboldt,023,41.0,6.0,1.0,4.0,0.33,5.0,17.0,0.29,Northern California
-121.541297,39.50696298,6325,CA,050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,95966,Short Term,5,0.992,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.50696298,-121.541297,2020/11/30 21:07:00+00,POINT (-121.541297 39.50696298),Oroville Hospital,Short Term,2021-03-19,Butte,007,172.0,10.0,1.0,1.0,0.9,2.0,114.0,0.02,Greater Sacramento
-119.006848,35.39196502,6326,CA,050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,93301,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35.39196502,-119.006848,2020/11/30 21:07:00+00,POINT (-119.006848 35.39196502),Bakersfield Memorial Hospital,Short Term,2021-03-19,Kern,029,299.0,25.0,1.0,2.0,0.92,21.0,195.0,0.11,San Joaquin Valley
-121.93421,37.3134200100001,6327,CA,050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.31342001,-121.93421,2020/11/30 21:07:00+00,POINT (-121.93421 37.31342001),Santa Clara Valley Medical Center,Short Term,2021-03-19,Santa Clara,085,696.0,88.0,3.0,30.0,0.66,15.0,462.0,0.03,Bay Area
-121.85029,39.7421609900001,6328,CA,050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,95926,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.74216099,-121.85029,2020/11/30 21:07:00+00,POINT (-121.85029 39.74216099),Enloe Medical Center,Short Term,2021-03-19,Butte,007,255.0,24.0,0.0,7.0,0.71,6.0,232.0,0.03,Greater Sacramento
-118.4471749,34.32623499,6329,CA,050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,91342,Short Term,6,0.873,No,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.32623499,-118.4471749,2020/11/30 21:07:00+00,POINT (-118.4471749 34.32623499),Lac/Olive View-Ucla Medical Center,Short Term,2021-03-19,Los Angeles,037,219.0,15.0,2.0,6.0,0.6,9.0,184.0,0.05,Southern California
-122.21934,40.14813,6330,CA,050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,96080,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40.14813,-122.21934,2020/11/30 21:07:00+00,POINT (-122.21934 40.14813),St Elizabeth Community Hospital,Short Term,2021-03-19,Tehama,103,106.0,8.0,0.0,3.0,0.62,5.0,36.0,0.14,Northern California
-122.263924,37.8193519800001,6331,CA,050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,94609,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.81935198,-122.263924,2020/11/30 21:07:00+00,POINT (-122.263924 37.81935198),Alta Bates Summit Medical Center,Short Term,2021-03-19,Alameda,001,296.0,36.0,1.0,18.0,0.5,6.0,179.0,0.03,Bay Area
-115.5685,32.78044000000001,6332,CA,050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,92243,Short Term,6,0.759,No,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,32.78044000000001,-115.5685,2020/11/30 21:07:00+00,POINT (-115.5685 32.78044000000001),El Centro Regional Medical Center,Short Term,2021-03-19,Imperial,025,118.0,12.0,2.0,4.0,0.67,7.0,73.0,0.1,Southern California
-122.421748,37.7858449900001,6333,CA,050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,94109,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.78584499,-122.421748,2020/11/30 21:07:00+00,POINT (-122.421748 37.78584499),California Pacific Medical Center- Van Ness Campus,Short Term,2021-03-19,San Francisco,075,304.0,36.0,0.0,8.0,0.78,3.0,206.0,0.01,Bay Area
-116.94577,33.93194498,6334,CA,050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,92220,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.93194498,-116.94577,2020/11/30 21:07:00+00,POINT (-116.94577 33.93194498),San Gorgonio Memorial Hospital,Short Term,2021-03-19,Riverside,065,107.0,16.0,0.0,9.0,0.44,2.0,23.0,0.09,Southern California
-122.4209501,37.7480131900001,6335,CA,050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.74801319,-122.4209501,2020/11/30 21:07:00+00,POINT (-122.4209501 37.74801319),California Pacific Medical Center - Mission Bernal,Short Term,2021-03-19,San Francisco,075,98.0,10.0,2.0,5.0,0.5,3.0,58.0,0.05,Bay Area
-118.1585632,34.6893541700001,6336,CA,050056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,93534,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.68935417,-118.1585632,2020/11/30 21:07:00+00,POINT (-118.1585632 34.68935417),Antelope Valley Hospital,Short Term,2021-03-19,Los Angeles,037,217.0,30.0,1.0,1.0,0.97,8.0,215.0,0.04,Southern California
-119.2960935,36.32742281,6337,CA,050057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,93291,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.32742281,-119.2960935,2020/11/30 21:07:00+00,POINT (-119.2960935 36.32742281),Kaweah Delta Medical Center,Short Term,2021-03-19,Tulare,107,518.0,39.0,5.0,13.0,0.67,31.0,310.0,0.1,San Joaquin Valley
-118.2577502,34.12840241,6338,CA,050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,91204,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.12840241,-118.2577502,2020/11/30 21:07:00+00,POINT (-118.2577502 34.12840241),Glendale Mem Hospital & Health Center,Short Term,2021-03-19,Los Angeles,037,334.0,12.0,2.0,0.0,1.0,9.0,112.0,0.08,Southern California
-119.783502,36.74312802,6339,CA,050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,93721,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.74312802,-119.783502,2020/11/30 21:07:00+00,POINT (-119.783502 36.74312802),Community Regional Medical Center,Short Term,2021-03-19,Fresno,019,647.0,78.0,12.0,5.0,0.94,64.0,555.0,0.12,San Joaquin Valley
-118.290582,34.09621801,6340,CA,050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,90027,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.09621801,-118.290582,2020/11/30 21:07:00+00,POINT (-118.290582 34.09621801),Hollywood Presbyterian Medical Center,Short Term,2021-03-19,Los Angeles,037,302.0,24.0,1.0,10.0,0.58,9.0,200.0,0.04,Southern California
-120.86091,37.7576330100001,6341,CA,050067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,95361,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.75763301,-120.86091,2020/11/30 21:07:00+00,POINT (-120.86091 37.75763301),Oak Valley Hospital District,Short Term,2021-03-19,Stanislaus,099,22.0,5.0,1.0,3.0,0.4,5.0,10.0,0.5,San Joaquin Valley
