id,name,lat,lon,address,city,state_abbr,zip,phone
1562,Round Rock 35,30.5220918,-97.6904033,1500 N. I-35,Round Rock,TX,78681,512-614-3156
537,Round Rock - Palm Valley,30.519125,-97.651913,"2150 E. Palm Valley Blvd., Ste. 100",Round Rock,TX,78665,(512) 381-0173
1563,Stonehill (Pflugerville),30.4691284,-97.59581589999999,18817 Limestone Commercial Drive Suite #100,Austin,TX,78660,512-687-7442
524,Chisholm Creek,35.602352,-97.548705,13002 N Pennsylvania Avenue,Oklahoma City,OK,73120,(405) 936-4264
2265,OKC Triangle,35.536803,-97.533067,"1144 NW 63rd St, Suite 1007",Oklahoma City,OK,73116,405-310-8323
523,Norman,35.242529,-97.481999,"2050 24th Ave NW, Suite 130",Norman,OK,73069,(405) 364-0286
942,Edmond,35.652657,-97.459961,1556 E. 2nd Street,Edmond,OK,73034,(405) 531-5201
548,Hulen,32.673768,-97.399978,5030 S. Hulen Street,Fort Worth,TX,76132,(817) 413-1180
3883,Burleson,32.52327398259108,-97.35197266094593,257 Northwest John Jones Drive,Burleson,TX,76028,682-882-4440
547,Fort Worth Midtown,32.734353,-97.35167,928 Northton St.,Fort Worth,TX,76104,(817) 289-8226
4263,Torchy's Tacos - Alliance,32.916178562200024,-97.30687306424984,"3330 Tracewood Way, Suite 120 ",Fort Worth,TX,76244,(682) 200-3550
1147,Denton,33.230367,-97.160247,2224 W. University Drive,Denton,TX,76201,(940) 999-5566
1148,Waco,31.550832,-97.125283,801 S 5th St,Waco,TX,76706,(254) 732-1445
553,Southlake,32.940314,-97.118915,"2175 E. Southlake Blvd., Ste. 160",Southlake,TX,76092,(817) 601-2880
2062,Mansfield,32.567634,-97.118552,1671 East Broad Street,Mansfield,TX,76063,(817) 500-9055
542,South Arlington,32.680282,-97.10734,"4000 Five Points Blvd., Suite 141",Arlington,TX,76018,(817) 466-7331
2067,Euless,32.8735224,-97.1007937,"2501 State Hwy 121, Suite 100",Euless,TX,76039,817-677-0773
541,North Arlington,32.763149,-97.096559,"1805 N. Collins Street, Ste. 151",Arlington,TX,76011,(682) 808-5596
549,Highland Village,33.074461,-97.083965,"1601 Village Parkway, Suite K110",Highland Village,TX,75077,(469) 771-1050
550,Las Colinas,32.912992,-96.95336,7855 Las Colinas Ridge,Irving,TX,75063,(214) 743-8565
3137,Frisco (Hollyhock),33.2176657,-96.8771778,"1555 US Highway 380, Suite 100",Frisco,TX,75034,(469) 200-6823
551,Plano,33.026079,-96.831062,"1855 Dallas Parkway, Suite #600",Plano,TX,75093,(972) 735-0310
3020,Frisco (Stonebriar),33.1035392,-96.8085278,2947 Preston Road,Frisco,TX,75034,(469) 777-4576
544,Forest Lane,32.909985,-96.805855,5921 Forest Ln. #200,Dallas,TX,75230,(972) 720-9200
545,Addison (Preston-Alexis),32.949144,-96.802796,"14760 Preston Rd., Ste. 124",Dallas,TX,75254,(214) 379-1550
546,SMU,32.841811,-96.771373,5600 SMU Blvd. #102,Dallas,TX,75206,(972) 993-8226
552,Richardson,32.976353,-96.722043,"300 West Campbell Road, Suite 160",Richardson,TX,75080,(972) 234-4391
543,Casa Linda,32.832067,-96.700681,"9440 Garland Road, Ste. 234",Dallas,TX,75218,(972) 354-8226
429,Allen,33.101347,-96.687274,1008 W. McDermott Dr. #600,Allen,TX,75013,(214) 383-8226
3665,Rockwall,32.90919066928014,-96.44822510792687,"2235 S. Goliad Street, Suite 120",Dallas,TX,75032,(469)769-5554
1146,College Station,30.622968,-96.328309,1037 Texas Ave South,College Station,TX,77840,(979) 329-6900
527,Tulsa,36.114567,-95.975952,3330 S. Peoria Ave,Tulsa,OK,74105,(918) 495-4073
563,Katy,29.74157,-95.775592,23501 Cinco Ranch Blvd. # N-100,Katy,TX,77494,(281) 394-7808
3240,Rosenberg,29.5434821,-95.7516223,"24401 Southwest Freeway, #100",Rosenberg,TX,77471,(281) 766-8100
3088,Richmond,29.6603871,-95.7186923,"4818 Waterview Town Center Drive, Ste. 500",Richmond,TX,77406,(832) 586-8811
558,Katy Green,29.784282,-95.702608,"19111 Katy Freeway, Ste. 100",Houston,TX,77094,(281) 829-4990
555,Cypress,29.92285,-95.686867,9975 Barker Cypress Road,Houston,TX,77433,(832) 745-5200
567,Sugarland,29.600689,-95.621511,"15810 Southwest Fwy., Ste. 600",Houston,TX,77478,(281) 313-5110
2844,Stafford,29.6419192,-95.5770831,11327 Current Lane,Stafford,TX,77477,(281) 557-6060
562,Westchase,29.735116,-95.571198,2675 Wilcrest Dr.,Houston,TX,77042,(713) 487-4991
561,Vintage,30.009501,-95.562758,10123 Louetta Rd. #1300,Houston,TX,77070,(281) 803-5300
2063,Memorial City,29.786095,-95.544891,"1035 Gessner Rd., Suite A",Houston,TX,77055,832-304-2700
568,The Woodlands,30.183914,-95.490008,4747 Research Forest Drive #475,The Woodlands,TX,77381,(281) 465-8918
2061,San Felipe,29.749392,-95.484275,5885 San Felipe Street,Houston,TX,77057,832-786-6653
1559,Conroe,30.2795376,-95.4659332,351 S. Loop 336 W,Conroe,TX,77304,936-647-2457
2521,Woodlands Mall,30.166735,-95.458914,"1555 Lake Woodlands Drive, Ste 435",The Woodlands,TX,77380,346-413-2501
566,Spring,30.083458,-95.449375,"2156 Spring Stuebner Rd., Suite 530",Spring,TX,77389,(346) 413-2215
1558,West U,29.722172,-95.440542,"5537 Weslayan St. Houston, TX 77005",Houston,TX,77005,832-397-5954
559,Rice Village,29.716969,-95.415127,2400 Times Blvd.,Houston,TX,77005,(713) 487-0067
560,Shepherd,29.744126,-95.410406,2411 S. Shepherd Dr.,Houston,TX,77019,(713) 595-8226
557,Houston Heights,29.802675,-95.40324,"350 W. 19th Street, Ste. A",Houston,TX,77008,(713) 595-8229
554,Tyler,32.303564,-95.295486,426 E. Southeast Loop 323,Tyler,TX,75701,(903) 581-3716
3933,Pearland Parkway,29.555024838749635,-95.26388870521505, 2800 E Broadway St # P,Pearland,TX,77581,
564,Kingwood,30.050988,-95.183883,"4529 Kingwood Dr, Suite 180",Houston,TX,77345,(346) 251-0742
556,Baybrook,29.543157,-95.138254,"19431 Gatebrook Dr, Suite 3",Houston,TX,77598,(281) 724-3508
2795,Olathe,38.91093,-94.76605,11919 S Strang Line Rd.,Olathe,KS,66062,(913)361-0131
3021,Overland Park,38.8833175,-94.6668374,6815 West 135th Street,Overland Park,KS,66223,(913) 340-9299
2306,Ward Parkway,38.9686,-94.6079,8815 State Line Road,Kansas City,MO,64114,816-844-3744
1983,Rogers,36.297286,-94.185439,4950 West Pauline Whitaker Parkway,Rogers,AR,72758,(479) 326-8507
1551,Fayetteville,36.0562844,-94.1836725,1541 M.L.K. Jr Blvd,Fayetteville,AR,72701,479-502-9143
2268,Shreveport,32.444504,-93.728349,"1384 E 70th St., Suite 900",Shreveport,LA,71105,(318) 381-8747
2269,Lake Charles,30.195985,-93.249416,3407 Nelson Road,Lake Charles,LA,70605,337-376-0020
2267,Baton Rouge - LSU,30.413395,-91.186828,"3658 Nicholson Drive, Unit 1A",Baton Rouge,LA,70802,(225) 289-4300
2883,Memphis,35.1116882,-89.8987761,719 South Mendenhall Road.,Memphis,TN,38117,(901) 343-8880
3381,Fishers,39.9566761,-86.0007538,"11595 Whistle Drive, Suite 101-A",Fishers,IN,46037,(317) 537-0914
2786,Jeffersonville,38.3284265,-85.7470507,1540 Veterans Pkwy,Jeffersonville,IN,47130,(812) 645-4800
4304,Liberty Township - Coming Soon!,39.370669917408065,-84.37019601445384,"7673 Blake Street, Suite 100",Liberty Township,OH,45069,(513) 712-6525
3965,Dublin - NOW OPEN,40.096229,-83.0891662,3726 West Dublin Granville Road,Columbus,OH,43017,380-204-6275
3515,Polaris,40.1492428,-82.9784142,1478 Gemini Place,Columbus,OH,43240,(380) 799-7775
4294,New Albany - NOW OPEN,40.082233672898454,-82.85092226136237,6042 N Hamilton Rd,Columbus,OH,43081,(380) 800-1440
3766,Tyrone - St. Petersburg,27.793011231729665,-82.72971296226186,2314 Tyrone Blvd. North,St. Petersburg,FL,33710,(727) 308-3332
4327,Winter Garden - Coming Soon!,28.52147052478742,-81.58795855865608,3310 Daniels Rd,Orlando,FL,34787,(321) 376-5056
4328,Vineland - Coming Soon!,28.394678332206862,-81.48371349885322,11757 Daryl Carter Parkway,Orlando,FL,32821,(321) 465-5900
3762,Altamonte Springs - NOW OPEN,28.684945469631856,-81.41817904417681,"999 N. State Road 434, Suite 1000",Altamonte Springs,FL,32714,(689) 207-0220
2796,Raleigh Midtown East,35.8215347,-78.6240772,"1110 Mercantile Drive, Building 6, Suite 120",Raleigh,NC,27609,(919) 439-1177
3970,Wake Forest,35.96613300164163,-78.53347287668672,"505 Dr. Calvin Jones Hwy., #110",Wake Forest,NC,27587,(984) 401-2330
3138,Charlottesville,38.0639634,-78.4944757,1951 Swanson Drive #110,Charlottesville,VA,22901,(434) 688-0070
3763,Short Pump ,37.65014315078219,-77.59933713125075,11120 West Broad Street,Glen Allen,VA,23060,(804) 554-5554
3764,Carytown,37.55566889525034,-77.48698298467369,3510 W Cary St.,Richmond,VA,23221,(804) 554-3335
3516,Camelback,33.5089481,-112.0436312,"1935 East Camelback Rd, # C-130",Phoenix,AZ,85016,(602) 855-9992
3664,Tatum & Shea,33.583711080367415,-111.97693480000001,10625 North Tatum Blvd. Suite 125 A,Phoenix,AZ,85028,(480) 712-4440
3962,Gilbert -  San Tan Village,33.30847173379226,-111.74754447677192,"2320 S. San Tan Village Pkwy, Suite 101",Gilbert,AZ,85295,(480) 712-9070
3722,Queen Creek,33.25432236442173,-111.639574085824,21386 South Ellsworth Loop Road,Queen Creek,AZ,85142,(480) 500-8522
1984,Boulder,40.022847,-105.25789,2805 Pearl Street,Boulder,CO,80301,720-617-4462
941,88th & Wads,39.856948,-105.07764,7159 W. 88th Avenue Suite 400,Denver,CO,80021,(303) 495-1115
522,Fort Collins,40.542406,-105.076519,"3280 S. College Ave, Suite 130",Fort Collins,CO,80525,(970) 223-6457
521,Highlands Ranch,39.554159,-105.007617,"1515 Park Central Dr., Suite C-200",Highlands Ranch,CO,80129,(720) 647-7420
431,Broadway,39.733496,-104.987818,1085 N Broadway,Denver,CO,80203,(303) 436-1704
3382,Lowry,39.7176543,-104.9044441,63 North Quebec Street,Denver,CO,80230,720-797-9997
519,Northfield,39.786074,-104.892207,8281 E Northfield Blvd.,Denver,CO,80238,(303) 375-1733
520,Arapahoe,39.595464,-104.891728,8505 E. Arapahoe,Greenwood Village,CO,80111,(303) 721-0060
3135,Colorado Springs,38.9909841,-104.8040846,1358 Interquest Parkway,Colorado Springs,CO,80921,(719) 235-5000
4302,Powers - NOW OPEN,38.875825176910645,-104.71915192437821,"3015 New Center Point, #150",Colorado Springs,CO,80922,(719) 425-8581
1982,Odessa,31.8496836,-102.3671001,306 E. 5th St,Odessa,TX,79761,(432) 308-5040
2266,West End,33.56521,-101.945007,3204 W Loop 289 Suite 100,Lubbock,TX,79414,(806) 412-5220
439,Amarillo,35.170263,-101.939429,3562 S Soncy Rd.,Amarillo,TX,79119,(806) 398-1111
565,Lubbock,33.586754,-101.868813,"2407 9th. St., Ste. 100",Lubbock,TX,79401,(806)368-8973
3930,New Braunfels ,29.73062019634436,-98.08078236103073,229 FM 306 Suite 101,New Braunfels,TX,78130,(830) 433-7224
1985,Hampden,39.654242,-104.91711,6325 E Hampden Avenue,Denver,CO,80222,720-866-7606
3964,Midlothian,37.50993479610436,-77.61283589944435,1315 Huguenot Road,Midlothian,VA,23113,
3963,Kyle,30.0304330834341,-97.84947150552404,19100 IH-35,Kyle,TX,78640,
