id,headline,city,state
/program/2200521050,Los Angeles County-Harbor-UCLA Medical Center Program,Torrance,CA
/program/2200731052,University of Colorado Program,Aurora,CO
/program/2200721051,Saint Joseph Hospital Program,Denver,CO
/program/2200811054,Bridgeport Hospital/Yale University Program,Bridgeport,CT
/program/2200821055,Danbury Hospital Program,Danbury,CT
/program/2200821355,University of Connecticut Program,Farmington,CT
/program/2200811059,St Francis Hospital and Medical Center Program,Hartford,CT
/program/2200821060,Yale-New Haven Medical Center Program,New Haven,CT
/program/2200811061,Stamford Hospital/Columbia University College of Physicians and Surgeons Program,Stamford,CT
/program/2201021064,George Washington University Program,Washington,DC
/program/2201021065,Howard University Program,Washington,DC
/program/2201031067,MedStar Health/Washington Hospital Center Program,Washington,DC
/program/2200911062,Christiana Care Health Services Program,Newark,DE
/program/2201100080,HCA Healthcare/USF Morsani College of Medicine GME/Brandon Regional Hospital Program,Brandon,FL
/program/2201111068,University of Florida Program,Gainesville,FL
/program/2201100078,University of Central Florida/HCA Healthcare GME (Gainesville) Program,Gainesville,FL
/program/2201121069,University of Florida College of Medicine Jacksonville Program,Jacksonville,FL
/program/2201100077,University of Central Florida/HCA Healthcare GME (Greater Orlando) Program,Kissimmee,FL
/program/2201100001,HCA Healthcare East Florida Division GME Program,Margate,FL
/program/2201121070,University of Miami/Jackson Health System Program,Miami,FL
/program/2201100081,Mount Sinai Medical Center of Florida Inc Program,Miami Beach,FL
/program/2201100002,AdventHealth Florida Program,Orlando,FL
/program/2201100002,AdventHealth Florida Program,Orlando,FL
/program/2201100083,Memorial Healthcare System (Hollywood Florida) Program,Pembroke Pines,FL
/program/2201100082,University of Central Florida/HCA Healthcare GME (Pensacola) Program,Pensacola,FL
/program/2201121073,University of Florida (Pensacola) Program,Pensacola,FL
/program/2201111074,Bayfront Health St Petersburg Program,St Petersburg,FL
/program/2201121075,University of South Florida Morsani Program,Tampa,FL
/program/2201221076,Emory University School of Medicine Program,Atlanta,GA
/program/2201221348,Morehouse School of Medicine Program,Atlanta,GA
/program/2201221078,Medical College of Georgia Program,Augusta,GA
/program/2201200351,Northeast Georgia Medical Center Program,Gainesville,GA
/program/2201211079,Atrium Health Navicent The Medical Center/Mercer University School of Medicine Program,Macon,GA
/program/2201200349,WellStar Kennestone Regional Medical Center Program,Marietta,GA
/program/2201211080,HCA Healthcare/Mercer University School of Medicine/Memorial Health-University Medical Center Program,Savannah,GA
/program/2201412007,Tripler Army Medical Center Program,Honolulu,HI
/program/2201431081,University of Hawaii Program,Honolulu,HI
/program/2201821102,University of Iowa Hospitals and Clinics Program,Iowa City,IA
/program/2201621085,Advocate Health Care/Advocate Illinois Masonic Medical Center Program,Chicago,IL
/program/2201621089,McGaw Medical Center of Northwestern University Program,Chicago,IL
/program/2201621090,Rush University Medical Center Program,Chicago,IL
/program/2201611088,Mount Sinai Hospital Medical Center of Chicago Program,Chicago,IL
/program/2201611091,AMITA Health/Saint Joseph Hospital (Chicago) Program,Chicago,IL
/program/2201611092,University of Chicago Program,Chicago,IL
/program/2201611093,University of Illinois College of Medicine at Chicago Program,Chicago,IL
/program/2201621094,AMITA Health/Saint Francis Program,Hoffman Estates,IL
/program/2201621095,Loyola University Medical Center Program,Maywood,IL
/program/2201621325,Advocate Health Care/Advocate Lutheran General Hospital Program,Park Ridge,IL
/program/2201611096,University of Illinois College of Medicine at Peoria Program,Peoria,IL
/program/2201621097,Southern Illinois University Program,Springfield,IL
/program/2201600001,Carle Foundation Hospital Program,Urbana,IL
/program/2201711101,Ascension St Vincent Hospital Indianapolis Program,Indianapolis,IN
/program/2201721099,Indiana University School of Medicine Program,Indianapolis,IN
/program/2201911103,University of Kansas School of Medicine Program,Kansas City,KS
/program/2201900105,HCA Healthcare Kansas City/Overland Park Regional Medical Center Program,Overland Park,KS
/program/2201911104,University of Kansas (Wichita) Program,Wichita,KS
/program/2202000107,University of Kentucky College of Medicine (Bowling Green) Program,Bowling Green,KY
/program/2202011105,University of Kentucky College of Medicine Program,Lexington,KY
/program/2202021106,University of Louisville School of Medicine Program,Louisville,KY
/program/2202113364,Louisiana State University (Baton Rouge) Program,Baton Rouge,LA
/program/2202121107,Louisiana State University Program,New Orleans,LA
/program/2202121108,Tulane University Program,New Orleans,LA
/program/2202122109,Ochsner Clinic Foundation Program,New Orleans,LA
/program/2202111110,Louisiana State University (Shreveport) Program,Shreveport,LA
/program/2202411123,Beth Israel Deaconess Medical Center Program,Boston,MA
/program/2202411125,Brigham and Women's Hospital/Massachusetts General Hospital Program,Boston,MA
/program/2202421124,Boston University Medical Center Program,Boston,MA
/program/2202421128,Tufts Medical Center Program,Boston,MA
/program/2202412129,UMass Chan-Baystate Program,Springfield,MA
/program/2202421130,UMass Chan Medical School Program,Worcester,MA
/program/2202300355,Anne Arundel Medical Center Program,Annapolis,MD
/program/2202312118,Sinai Hospital of Baltimore Program,Baltimore,MD
/program/2202321114,Johns Hopkins University Program,Baltimore,MD
/program/2202321121,University of Maryland Program,Baltimore,MD
/program/2201021354,National Capital Consortium Program,Bethesda,MD
/program/2202211111,Maine Medical Center Program,Portland,ME
/program/2202531132,University of Michigan Health System Program,Ann Arbor,MI
/program/2202500375,Henry Ford Macomb Hospital Program,Clinton Township,MI
/program/2202531133,Beaumont Health (Dearborn) Program,Dearborn,MI
/program/2202511136,Henry Ford Hospital Program,Detroit,MI
/program/2202511137,Ascension St John Hospital Program,Detroit,MI
/program/2202531358,Detroit Medical Center/Wayne State University Program,Detroit,MI
/program/2202500374,Beaumont Health (Farmington Hills) Program,Farmington Hills,MI
/program/2202531140,Hurley Medical Center/Michigan State University Program,Flint,MI
/program/2202500382,Garden City Hospital Program,Garden City,MI
/program/2202500371,Ascension Genesys Hospital Program,Grand Blanc,MI
/program/2202521141,Spectrum Health/Michigan State University Program,Grand Rapids,MI
/program/2202500380,Western Michigan University Homer Stryker MD School of Medicine Program,Kalamazoo,MI
/program/2202500378,McLaren Health Care/Greater Lansing/MSU Program,Lansing,MI
/program/2202531143,Sparrow Hospital/Michigan State University Program,Lansing,MI
/program/2202500376,McLaren Health Care/Macomb/MSU Program,Mount Clemens,MI
/program/2202500370,Mercy Health Program,Muskegon,MI
/program/2202500377,St Joseph Mercy-Oakland Program,Pontiac,MI
/program/2202511146,Beaumont Health (Royal Oak) Program,Royal Oak,MI
/program/2202521147,Central Michigan University College of Medicine Program,Saginaw,MI
/program/2202521148,Ascension Providence/MSUCHM Program,Southfield,MI
/program/2202500381,Beaumont Health (Trenton) Program,Trenton,MI
/program/2202500372,Ascension Macomb-Oakland Hospital Program,Warren,MI
/program/2202500373,Henry Ford Wyandotte Hospital Program,Wyandotte,MI
/program/2202500369,University of Michigan Health-West Program,Wyoming,MI
/program/2202531131,St Joseph Mercy Ann Arbor Program,Ypsilanti,MI
/program/2202621149,University of Minnesota Program,Minneapolis,MN
/program/2202621150,Mayo Clinic College of Medicine and Science (Rochester) Program,Rochester,MN
/program/2202811152,University of Missouri-Columbia Program,Columbia,MO
/program/2202821154,University of Missouri-Kansas City School of Medicine Program,Kansas City,MO
/program/2202821155,Washington University/B-JH/SLCH Consortium Program,St Louis,MO
/program/2202822157,Mercy Hospital (St Louis) Program,St Louis,MO
/program/2202822158,St Louis University School of Medicine Program,St Louis,MO
/program/2202711151,University of Mississippi Medical Center Program,Jackson,MS
/program/2203621340,Mountain Area Health Education Center Program,Asheville,NC
/program/2203621216,University of North Carolina Hospitals Program,Chapel Hill,NC
/program/2203631217,Carolinas Medical Center Program,Charlotte,NC
/program/2203621219,Duke University Hospital Program,Durham,NC
/program/2203600370,Campbell University Program,Fayetteville,NC
/program/2203631369,Womack Army Medical Center Program,Fort Bragg,NC
/program/2203621220,Vidant Medical Center/East Carolina University Program,Greenville,NC
/program/2203611218,New Hanover Regional Medical Center Program,Wilmington,NC
/program/2203621221,Wake Forest University School of Medicine Program,Winston-Salem,NC
/program/2203021160,Creighton University School of Medicine (Omaha) Program,Omaha,NE
/program/2203021161,University of Nebraska Medical Center College of Medicine Program,Omaha,NE
/program/2203212352,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program,Lebanon,NH
/program/2203311162,Cooper Medical School of Rowan University/Cooper University Hospital Program,Camden,NJ
/program/2203300369,Hackensack University Medical Center Program,Hackensack,NJ
/program/2203321324,Rutgers Health/Jersey City Medical Center Program,Jersey City,NJ
/program/2203312163,Rutgers Health/St Barnabas Medical Center Program,Livingston,NJ
/program/2203311164,Rutgers Health/Monmouth Medical Center Program,Long Branch,NJ
/program/2203331365,Atlantic Health System/Morristown Medical Center Program,Morristown,NJ
/program/2203312165,Jersey Shore University Medical Center Program,Neptune,NJ
/program/2203312362,Saint Peter's University Hospital/Rutgers Robert Wood Johnson Medical School Program,New Brunswick,NJ
/program/2203321167,Rutgers Health/Robert Wood Johnson Medical School Program,New Brunswick,NJ
/program/2203321321,Rutgers Health/Newark Beth Israel Medical Center Program,Newark,NJ
/program/2203331166,Rutgers Health/New Jersey Medical School Program,Newark,NJ
/program/2203321323,St Joseph's University Medical Center Program,Paterson,NJ
/program/2203300368,RowanSOM/Jefferson Health/Virtua Our Lady of Lourdes Hospital Program,Stratford,NJ
/program/2203300367,Inspira Health Network/Inspira Medical Center Vineland Program,Vineland,NJ
/program/2203300001,Virtua Program,Voorhees,NJ
/program/2203421169,University of New Mexico School of Medicine Program,Albuquerque,NM
/program/2203100319,HCA Healthcare Sunrise Health Graduate Medical Education Program,Las Vegas,NV
/program/2203121318,Kirk Kerkorian School of Medicine at UNLV Program,Las Vegas,NV
/program/2203521170,Albany Medical Center Program,Albany,NY
/program/2203500370,Zucker School of Medicine at Hofstra/Northwell at South Shore University Hospital Program,Bay Shore,NY
/program/2203521326,Lincoln Medical and Mental Health Center Program,Bronx,NY
/program/2203511180,BronxCare Health System Program,Bronx,NY
/program/2203521178,Montefiore Medical Center/Albert Einstein College of Medicine Program,Bronx,NY
/program/2203500366,Coney Island Hospital Program,Brooklyn,NY
/program/2203500368,Wyckoff Heights Medical Center Program,Brooklyn,NY
/program/2203531192,Maimonides Medical Center Program,Brooklyn,NY
/program/2203531192,Maimonides Medical Center Program,Brooklyn,NY
/program/2203531339,New York-Presbyterian Brooklyn Methodist Hospital Program,Brooklyn,NY
/program/2203512182,Brooklyn Hospital Center Program,Brooklyn,NY
/program/2203521171,University at Buffalo (Sisters of Charity) Program,Buffalo,NY
/program/2203521172,University at Buffalo Program,Buffalo,NY
/program/2203531174,Nassau University Medical Center Program,East Meadow,NY
/program/2203500369,St John's Episcopal Hospital-South Shore Program,Far Rockaway,NY
/program/2203511184,Flushing Hospital Medical Center Program,Flushing,NY
/program/2203521342,Icahn School of Medicine at Mount Sinai (NYC Health and Hospitals/Queens) Program,Jamaica,NY
/program/2203521186,Jamaica Hospital Medical Center Program,Jamaica,NY
/program/2203521190,Zucker School of Medicine at Hofstra/Northwell Program,Manhasset,NY
/program/2203512176,NYU Long Island School of Medicine Program,Mineola,NY
/program/2203521197,New York Presbyterian Hospital (Cornell Campus) Program,New York,NY
/program/2203521200,NYU Grossman School of Medicine Program,New York,NY
/program/2203521201,New York Presbyterian Hospital (Columbia Campus) Program,New York,NY
/program/2203511188,Zucker School of Medicine at Hofstra/Northwell at Lenox Hill Hospital Program,New York,NY
/program/2203511204,Icahn School of Medicine at Mount Sinai (West) Program,New York,NY
/program/2203521196,Icahn School of Medicine at Mount Sinai (Mount Sinai Hospital) Program,New York,NY
/program/2203521213,University of Rochester Program,Rochester,NY
/program/2203531343,Rochester General Hospital Program,Rochester,NY
/program/2203500367,Icahn School of Medicine at Mount Sinai (South Nassau) Program,Rockville Centre,NY
/program/2203511207,Zucker School of Medicine at Hofstra/Northwell at Staten Island University Hospital Program,Staten Island,NY
/program/2203512206,Richmond University Medical Center Program,Staten Island,NY
/program/2203521316,Stony Brook Medicine/University Hospital Program,Stony Brook,NY
/program/2203521215,SUNY Upstate Medical University Program,Syracuse,NY
/program/2203521199,Westchester Medical Center Program,Valhalla,NY
/program/2203500371,Good Samaritan Hospital Medical Center Program,West Islip,NY
/program/2203811224,Akron General Medical Center/NEOMED Program,Akron,OH
/program/2203821223,Summa Health System/NEOMED Program,Akron,OH
/program/2203821226,Aultman Hospital/NEOMED Program,Canton,OH
/program/2203811228,TriHealth (Bethesda North and Good Samaritan Hospitals) Program,Cincinnati,OH
/program/2203821229,University of Cincinnati Medical Center/College of Medicine Program,Cincinnati,OH
/program/2203821230,Case Western Reserve University/University Hospitals Cleveland Medical Center Program,Cleveland,OH
/program/2203821327,The MetroHealth System/Case Western Reserve University Program,Cleveland,OH
/program/2203821370,Cleveland Clinic Foundation Program,Cleveland,OH
/program/2203800371,OhioHealth/Doctors Hospital Program,Columbus,OH
/program/2203811234,Ohio State University/Mount Carmel Hospital Program,Columbus,OH
/program/2203832235,OhioHealth/Riverside Methodist Hospital Program,Columbus,OH
/program/2203800373,Kettering Health Network Program,Dayton,OH
/program/2203821236,Wright State University Program,Dayton,OH
/program/2203800374,Mercy St Vincent Medical Center Program,Toledo,OH
/program/2203822237,University of Toledo Program,Toledo,OH
/program/2203900242,St Anthony Hospital Program,Oklahoma City,OK
/program/2203911239,University of Oklahoma Health Sciences Center Program,Oklahoma City,OK
/program/2203900241,Oklahoma State University Center for Health Sciences Program,Tulsa,OK
/program/2203900243,Osteopathic Medical Education Consortium of Oklahoma Inc (OMECO) Program,Tulsa,OK
/program/2203921240,University of Oklahoma School of Community Medicine (Tulsa) Program,Tulsa,OK
/program/2204021241,Oregon Health & Science University Program,Portland,OR
/program/2204112242,Abington Memorial Hospital Program,Abington,PA
/program/2204111243,Lehigh Valley Health Network/University of South Florida College of Medicine Program,Allentown,PA
/program/2204131244,St Luke's University Hospital Program,Bethlehem,PA
/program/2204112245,Geisinger Health System Program,Danville,PA
/program/2204100368,UPMC Medical Education (Harrisburg) Program,Harrisburg,PA
/program/2204121246,Penn State Milton S Hershey Medical Center Program,Hershey,PA
/program/2204111252,Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,PA
/program/2204111256,University of Pennsylvania Health System Program,Philadelphia,PA
/program/2204121247,Albert Einstein Healthcare Network Program,Philadelphia,PA
/program/2204121254,Temple University Hospital Program,Philadelphia,PA
/program/2204121255,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH Program,Philadelphia,PA
/program/2204100369,Tower Health/Phoenixville Hospital Program,Phoenixville,PA
/program/2204111258,UPMC Medical Education Program,Pittsburgh,PA
/program/2204111261,Allegheny Health Network Medical Education Consortium (WPH) Program,Pittsburgh,PA
/program/2204112262,Tower Health/Reading Hospital Program,Reading,PA
/program/2204121367,Crozer-Chester Medical Center Program,Upland,PA
/program/2204111249,Main Line Health System/Lankenau Medical Center Program,Wynnewood,PA
/program/2204111263,Wellspan Health/York Hospital Program,York,PA
/program/2204221346,Hospital Episcopal San Lucas/Ponce School of Medicine Program,Ponce,PR
/program/2204211268,University of Puerto Rico Program,San Juan,PR
/program/2204212267,San Juan City Hospital Program,San Juan,PR
/program/2204321269,Women and Infants Hospital of Rhode Island/Brown University Program,Providence,RI
/program/2204521270,Medical University of South Carolina Program,Charleston,SC
/program/2204511271,Prisma Health/University of South Carolina School of Medicine Columbia (Columbia) Program,Columbia,SC
/program/2204511272,Prisma Health/University of South Carolina School of Medicine Greenville (Greenville) Program,Greenville,SC
/program/2204500001,HCA Healthcare/Mercer University School of Medicine Program,Summerville,SC
/program/2204721274,University of Tennessee College of Medicine at Chattanooga Program,Chattanooga,TN
/program/2204721341,East Tennessee State University/Quillen College of Medicine Program,Johnson City,TN
/program/2204711275,University of Tennessee Medical Center at Knoxville Program,Knoxville,TN
/program/2204721276,University of Tennessee Program,Memphis,TN
/program/2204700363,Baptist Memorial Medical Education Program,Memphis,TN
/program/2204700362,University of Tennessee College of Medicine (Nashville) Program,Nashville,TN
/program/2204721278,Vanderbilt University Medical Center Program,Nashville,TN
/program/2204723361,Meharry Medical College Program,Nashville,TN
/program/2204821320,Texas Tech University (Amarillo) Program,Amarillo,TX
/program/2204800364,HCA Medical City Healthcare UNT-TCU Graduate Medical Education Program,Arlington,TX
/program/2204812360,University of Texas at Austin Dell Medical School Program,Austin,TX
/program/2204800002,St David's Healthcare Graduate Medical Education Program,Austin,TX
/program/2204831280,Baylor University Medical Center Program,Dallas,TX
/program/2204831281,Methodist Health System Dallas Program,Dallas,TX
/program/2204831282,University of Texas Southwestern Medical Center Program,Dallas,TX
/program/2204800361,University of Texas RGV (DHR) Program,Edinburg,TX
/program/2204800362,HCA Healthcare Las Palmas del Sol Program,El Paso,TX
/program/2204811315,Texas Tech University HSC El Paso Program,El Paso,TX
/program/2204800365,Texas Tech University HSC El Paso-The Hospitals of Providence Transmountain Campus Program,El Paso,TX
/program/2204800001,Baylor All Saints Medical Center Fort Worth Program,Fort Worth,TX
/program/2204822284,John Peter Smith Hospital (Tarrant County Hospital District) Program,Fort Worth,TX
/program/2204821285,University of Texas Medical Branch Hospitals Program,Galveston,TX
/program/2204831288,Methodist Hospital (Houston) Program,Houston,TX
/program/2204800363,HCA Houston Healthcare (West)/University of Houston Program,Houston,TX
/program/2204821289,University of Texas Health Science Center at Houston Program,Houston,TX
/program/2204831286,Baylor College of Medicine Program,Houston,TX
/program/2204821356,San Antonio Uniformed Services Health Education Consortium Program,JBSA Ft Sam Houston,TX
/program/2204821290,Texas Tech University Health Sciences Center at Lubbock Program,Lubbock,TX
/program/2204821331,Texas Tech University (Permian Basin) Program,Odessa,TX
/program/2204821292,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine Program,San Antonio,TX
/program/2204821293,Texas A&M College of Medicine-Scott and White Medical Center (Temple) Program,Temple,TX
/program/2204921294,University of Utah Health Program,Salt Lake City,UT
/program/2205111296,University of Virginia Medical Center Program,Charlottesville,VA
/program/2205100301,Inova Fairfax Medical Campus Program,Falls Church,VA
/program/2205111297,Riverside Regional Medical Center Program,Newport News,VA
/program/2205121298,Eastern Virginia Medical School Program,Norfolk,VA
/program/2205111014,Naval Medical Center (Portsmouth) Program,Portsmouth,VA
/program/2205111299,Virginia Commonwealth University Health System Program,Richmond,VA
/program/2205131300,Carilion Clinic-Virginia Tech Carilion School of Medicine Program,Roanoke,VA
/program/2205021295,University of Vermont Medical Center Program,Burlington,VT
/program/2205400001,Swedish Medical Center Program,Seattle,WA
/program/2205421301,University of Washington Program,Seattle,WA
/program/2205412010,Madigan Army Medical Center Program,Tacoma,WA
/program/2205621306,University of Wisconsin Hospitals and Clinics Program,Madison,WI
/program/2205631307,Medical College of Wisconsin Affiliated Hospitals Program,Milwaukee,WI
/program/2205612308,Aurora Health Care Program,Milwaukee,WI
/program/2205511303,Charleston Area Medical Center/West Virginia University (Charleston Division) Program,Charleston,WV
/program/2205521344,Marshall University School of Medicine Program,Huntington,WV
/program/2205511304,West Virginia University Program,Morgantown,WV
