oshpd_id,FAC_NO,FAC_NAME,FAC_STR_ADDR,FAC_CITY,FAC_ZIP,FAC_OPERATED_THIS_YR,FAC_OP_PER_BEGIN_DT,FAC_OP_PER_END_DT,FAC_PAR_CORP_NAME,LICENSE_NO,LICENSE_EFF_DATE,LICENSE_EXP_DATE,LICENSE_STATUS,FACILITY_LEVEL,TRAUMA_CTR,TEACH_HOSP,TEACH_RURAL,LONGITUDE,LATITUDE,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LA_COUNTY_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LIC_CAT,LICEE_TOC,PRIN_SERVICE_TYPE,MED_SURG_LIC_BEDS,PERINATAL_LIC_BEDS,PED_LIC_BEDS,IC_LIC_BEDS,CORONARY_CARE_LIC_BEDS,RESP_CARE_LIC_BEDS,BURN_LIC_BEDS,IC_NEWBORN_LIC_BEDS,REHAB_CTR_LIC_BEDS,GAC_SUBTOT_LIC_BEDS,CHEMDEP_RECOVERY_LIC_BEDS,PSYCH_LIC_BEDS,SN_LIC_BEDS,INTERC_LIC_BEDS,IC_DEV_DIS_LIC_BEDS,TOT_LIC_BEDS,GAC_CDRS_LIC_BEDS,ACUTE_PSYCH_LIC_BEDS,NEWBORN_NURSERY_BASSINETS,GEN_ACUTE_CARE_SN_SWING_BEDS,PSYCH_PATS_LOCKED_ON_1231,PSYCH_PATS_OPEN_ON_1231,PSYCH_PATS_TOT_BY_UNIT_ON_1231,PSYCH_PATS_0_TO_17_ON_1231,PSYCH_PATS_18_TO_64_ON_1231,PSYCH_PATS_65_AND_UP_ON_1231,PSYCH_PATS_TOT_BY_AGE_ON_1231,PSYCH_PATS_MED_TRAD_ON_1231,PSYCH_PATS_MED_MC_ON_1231,PSYCH_PATS_MED_CAL_TRAD_ON_1231,PSYCH_PATS_MED_CAL_MC_ON_1231,PSYCH_PATS_COUNTY_INDIGENT_PROG,PSYCH_PATS_3RD_PARTIES_TRAD,PSYCH_PATS_3RD_PARTIES_MC,PSYCH_PATS_SHORT_DOYLE,PSYCH_PATS_OTHER_INDIGENT,PSYCH_PATS_OTHER_PAYERS,PSYCH_PATS_TOT_BY_PAYOR,SHORT_DOYLE_SVCS_OFFERED,INPATIENT_HOSPICE_PROG_OFFERED,BED_CLASS_GEN_ACUTE_CARE_SERVICE,BED_CLASS_SN_HOSPICE_SERVICE,BED_CLASS_IC_HOSPICE_SERVICE,IP_PAL_CARE_PROG_OFFERED,OP_PAL_CARE_SERV_OFFERED,MED_SURG_LIC_BED_DAYS,PERINATAL_LIC_BED_DAYS,PED_LIC_BED_DAYS,IC_LIC_BED_DAYS,CORONARY_CARE_LIC_BED_DAYS,RESP_CARE_LIC_BED_DAYS,BURN_LIC_BED_DAYS,IC_NEWBORN_LIC_BED_DAYS,REHAB_CTR_LIC_BED_DAYS,GAC_SUBTOT_LIC_BED_DAYS,CHEMDEP_RECOVERY_LIC_BED_DAYS,PSYCH_LIC_BED_DAYS,SN_LIC_BED_DAYS,INTERC_LIC_BED_DAYS,IC_DEV_DIS_LIC_BED_DAYS,TOT_LIC_BED_DAYS,MED_SURG_DISCHARGES,PERINATAL_DISCHARGES,PED_DISCHARGES,IC_DISCHARGES,CORONARY_CARE_DISCHARGES,RESP_CARE_DISCHARGES,BURN_DISCHARGES,IC_NEWBORN_DISCHARGES,REHAB_CTR_DISCHARGES,GAC_SUBTOT_DISCHARGES,CHEMDEP_RECOVERY_DISCHARGES,PSYCH_DISCHARGES,SN_DISCHARGES,INTERC_DISCHARGES,IC_DEV_DIS_DISCHARGES,TOT_DISCHARGES,GAC_CDRS_DISCHARGES,ACUTE_PSYCH_DISCHARGES,NEWBORN_NURSERY_INFANTS,IC_INTRA_TRANSFERS,CORONARY_CARE_INTRA_TRANSFERS,RESP_CARE_INTRA_TRANSFERS,BURN_INTRA_TRANSFERS,IC_NEWBORN_INTRA_TRANSFERS,SN_INTRA_TRANSFERS,MED_SURG_CEN_DAYS,PERINATAL_CEN_DAYS,PED_CEN_DAYS,IC_CEN_DAYS,CORONARY_CARE_CEN_DAYS,RESP_CARE_CEN_DAYS,BURN_CEN_DAYS,IC_NEWBORN_CEN_DAYS,REHAB_CTR_CEN_DAYS,GAC_SUBTOT_CEN_DAYS,CHEMDEP_RECOV_CEN_DAYS,PSYCH_CEN_DAYS,SN_CEN_DAYS,INTERC_CEN_DAYS,IC_DEV_DIS_CEN_DAYS,TOT_CEN_DAYS,GAC_CDRS_CEN_DAYS,ACUTE_PSYCH_CEN_DAYS,NEWBORN_NURSERY_CEN_DAYS,MED_SURG_ALOS_CY,PERINATAL_ALOS_CY,PED_ALOS_CY,IC_ALOS_CY,CORONARY_CARE_ALOS_CY,RESP_CARE_ALOS_CY,BURN_ALOS_CY,IC_NEWBORN_ALOS_CY,REHAB_CTR_ALOS_CY,GAC_SUBTOT_ALOS_CY,CHEMDEP_RECOV_ALOS_CY,PSYCH_ALOS_CY,SN_ALOS_CY,INTERC_ALOS_CY,IC_DEV_DIS_ALOS_CY,TOT_ALOS_CY,GAC_CDRS_ALOS_CY,ACUTE_PSYCH_CDRS_ALOS_CY,MED_SURG_ALOS_PY,PERINATAL_ALOS_PY,PED_ALOS_PY,IC_ALOS_PY,CORONARY_CARE_ALOS_PY,RESP_CARE_ALOS_PY,BURN_ALOS_PY,IC_NEWBORN_ALOS_PY,REHAB_CTR_ALOS_PY,GAC_SUBTOT_ALOS_PY,CHEMDEP_RECOV_ALOS_PY,PSYCH_ALOS_PY,SN_ALOS_PY,INTERC_ALOS_PY,IC_DEV_DIS_ALOS_PY,TOT_ALOS_PY,GAC_CDRS_ALOS_PY,ACUTE_PSYCH_CDRS_ALOS_PY,EMSA_TRAUMA_DESIGNATION,LIC_ED_LEV_BEGIN,EMS_VISITS_NON_URGENT_TOT,EMS_VISITS_URGENT_TOT,EMS_VISITS_MODERATE_TOT,EMS_VISITS_SEVERE_TOT,EMS_VISITS_CRITICAL_TOT,EMS_VISITS_TOT,ED_STATIONS_ON_1231,NON_EMER_VISITS_IN_ED,LWOBS,ED_AMBULANCE_DIV_HOURS,ED_HR_DIV_JAN,ED_HR_DIV_FEB,ED_HR_DIV_MAR,ED_HR_DIV_APR,ED_HR_DIV_MAY,ED_HR_DIV_JUN,ED_HR_DIV_JUL,ED_HR_DIV_AUG,ED_HR_DIV_SEP,ED_HR_DIV_OCT,ED_HR_DIV_NOV,ED_HR_DIV_DEC,ED_HR_DIV_TOT,EMSA_TRAUMA_DESIGNATION_PED,LIC_ED_LEV_END,EMS_VISITS_NON_URGENT_ADMITTED,EMS_VISITS_URGENT_ADMITTED,EMS_VISITS_MODERATE_ADMITTED,EMS_VISITS_SEVERE_ADMITTED,EMS_VISITS_CRITICAL_ADMITTED,ADMITTED_FROM_ED_TOT,ER_TRAFFIC_TOT,INPATIENT_SURG_OPER,OUTPATIENT_SURG_OPER,INPAT_OPER_RM,OUTPAT_OPER_RM,INPAT_OUTPAT_OPER_RM,OPER_RM_TOT,OFFER_AMBULATORY_SURG_PROG,LIVE_BIRTHS_TOT,LIVE_BIRTHS_LT_2500GM,LIVE_BIRTHS_LT_1500GM,OFFER_ALTERNATE_BIRTH_PROG,LIVE_BIRTHS_IN_ALT_SETTING,LIVE_BIRTHS_C_SECTION,LIC_CARDIOLOGY_CARDIO_SURG_SVCS,CARDIO_OPER_RM,CARDIO_SURG_OPER_PED_BYPASS_USED,CARDIO_SURG_OPER_ADLT_BYPASSUSED,CARDIO_SURG_OPER_BYPASS_USED_TOT,CABG_SURG,CARD_CATH_LAB_RM,CARD_CATH_PED_IP_DIAG_VST,CARD_CATH_PED_OP_DIAG_VST,CARD_CATH_ADLT_IP_DIAG_VISITS,CARD_CATH_ADLT_OP_DIAG_VISITS,CARD_CATH_DIAG_VISITS_TOT,DIAG_CARD_CATH_PROC,MYOCARDIAL_BIOPSY,PERM_PACEMAKER_IMPLANT,OTH_PERM_PACEMAKER_PROC,IMPLANABLE_CARDIO_DEFIB_IMPLANT,OTH_PROCEDURES,PCI_WITH_STENT,PCI_WO_STENT,ATHERECTOMY,THROMBOLYTIC_AGENTS,PTBV,DIAG_ELECTROPHYSIOLOGY_EP,CATH_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATH_BASED_VENT_ASSIST_DEV_INS,ALL_OTHER_CATH_PROC,CATH_PROC_TOT,INPATIENT_SURG_OPER_RM_MINS,OUTPATIENT_SURG_OPER_RM_MINS,CARDIO_SURG_OPER_PED_NOBYPASS,CARDIO_SURG_OPER_ADULT_NOBYPASS,CARDIO_SURG_OPER_NOBYPASS_TOT,CARD_CATH_PED_IP_THER_VST,CARD_CATH_PED_OP_THER_VST,CARD_CATH_ADULT_IP_THER_VIS,CARD_CATH_ADULT_OUTPAT_THER_VIS,CARD_CATH_THER_VIS_TOT,INPATIENT_AVG_PER_SURGERY,OUTPATIENT_AVG_PER_SURGERY,FAC_ACQUIRE_EQUIP_OVER_500K,resp_stat,MSSA_DESIGNATION,MSSA_NAME,Include_State_hospital,ALTERNATE_SETTING_LDRP1,ALTERNATE_SETTING_LDR1,ED_AMBULANCE_DIV_HOURS1,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_TOT,CRIT_TOT,UNK_ACUITY_NOT_ADM,UNK_ACUITY_ADM,UNKNOWN_SEV
106190500,106190500,CEDARS-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,Yes,01/01/2018,12/31/2018,Cedars-Sinai,930000096,11/19/2018,11/18/2019,Open,Parent Facility,,No,No,-118.43971,33.98125,District 62,District 26,District 33,06037275302,78.2j,West,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,91,0,0,12,0,0,0,0,0,103,0,30,0,0,0,133,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,No,33215,0,0,4380,0,0,0,0,0,37595,0,10950,0,0,0,48545,4299,,,270,,,,,,4569,,,,,,4569,0,0,0,290,,,,,,12453,,,2302,,,,,,14755,,,,,,14755,0,0,0,2.9,,,4.1,,,,,,3.2,,,,,,3.2,,,2.8,0,0,4.1,0,0,0,0,0,3.3,0,0,0,0,0,3.3,0,0,,Basic,655,10175,10086,9360,103,30379,18,0,571,Yes,119,54,73,47,37,38,68,49,30,26,29,55,625,,Basic,0,6,1916,1011,227,3160,33539,1892,2233,,,6,6,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,304560,204360,0,0,,0,0,0,0,,161,91.5,Yes,Respondent,Urban,BALDWIN HILLS/CULVER CITY SOUTH/FOX HILLS/LADERA HEIGHTS/MARINA DEL REY/VIEW PARK/WINDSOR HILLS,No,,,1,100 - 149,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33539,655,10181,12002,10371,330,0,0,0
106190517,106190517,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,Yes,01/01/2018,12/31/2018,Providence Health System-Southern California,930000097,11/19/2018,11/18/2019,Open,Parent Facility,,No,No,-118.532001,34.17067,District 45,District 27,District 30,06037139401,78.2yy,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,154,29,18,17,10,0,0,21,0,249,0,0,0,0,0,249,0,0,31,0,,,,,,,,,,,,,,,,,,,,Yes,X,,,Yes,Yes,56210,10585,6570,6205,3650,0,0,7665,0,90885,0,0,0,0,0,90885,7059,2609,1161,325,1285,0,0,274,0,12713,0,0,0,0,0,12713,0,0,2370,,,,,,,26491,6516,2448,3869,4419,0,0,3688,0,47431,0,0,0,0,0,47431,0,0,5360,3.8,2.5,2.1,11.9,3.4,,,13.5,,3.7,,,,,,3.7,,,4,2.6,2.3,10.1,3.4,0,0,12.7,0,4,0,0,0,0,0,4,0,0,,Basic,690,4575,18817,12792,5567,42441,15,0,307,Yes,35,1,2,1,0,0,3,6,1,3,1,1,54,,Basic,2,1,33,936,4281,5253,47694,2881,3896,,,10,10,Yes,2541,160,13,,0,894,Cardiovascular Surgery Services,2,0,40,40,36,2,0,0,361,731,1092,984,0,133,57,55,61,487,49,18,0,0,437,253,49,0,0,5,11,329,2928,442620,402555,0,5,5,0,0,276,560,836,153.6,103.3,,Respondent,Urban,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,No,,,1,200 - 299,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47694,692,4576,18850,13728,9848,0,0,0
106190521,106190521,MEMORIAL HOSPITAL OF GARDENA,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,Yes,01/01/2018,12/31/2018,"Avanti Hospitals, LLC",930000098,11/01/2018,10/31/2019,Open,Parent Facility,,No,No,-118.29493,33.89246,District 66,District 35,District 43,06037603004,78.2iiii,South Bay,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Investor - Partnership,General Medical / Surgical,70,23,0,5,5,0,0,0,0,103,0,0,69,0,0,172,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,25550,8395,0,1825,1825,0,0,0,0,37595,0,0,25185,0,0,62780,5360,699,,269,,,,,,6328,,,74,,,6402,,,613,741,,,,,76,18278,2133,,3076,,,,,,23487,,,24259,,,47746,,,1497,3.4,3,,3,,,,,,3.7,,,161.7,,,7.5,,,3.4,3.3,0,2.8,0,0,0,0,0,3.7,0,0,0,0,0,3.7,0,0,,Basic,542,10015,8863,9884,1990,31294,10,,500,Yes,311,137,145,111,25,22,27,25,43,35,46,137,1064,,Basic,0,7,25,191,3439,3662,34956,841,1249,,,4,4,,620,,,,326,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78010,87005,,,,,,,,,92.8,69.7,,Respondent,Urban,GARDENA SOUTHEAST/HARBOR GATEWAY CENTRAL/LAWNDALE SOUTH/MONETA/REDONDO BEACH NORTH/TORRANCE NORTH,No,,,1,150 - 199,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34956,542,10022,8888,10075,5429,0,0,0
106190522,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,Yes,01/01/2018,12/31/2018,Dignity Health,930000099,07/23/2018,12/31/2018,Open,Parent Facility,,No,No,-118.25769,34.1284,District 43,District 25,District 28,06037302401,78.2ee,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,180,24,0,12,12,0,0,13,14,255,0,49,30,0,0,334,0,0,31,0,22,,22,,22,,22,1,,21,,,,,,,,22,,,,,,Yes,No,65700,8760,0,4380,4380,0,0,4745,5110,93075,0,17885,10950,0,0,121910,5726,1689,,177,85,,,292,319,8288,,1409,3,,,9700,,,1389,606,261,,,15,,22093,4736,,2955,1065,,,2218,3631,36698,,6388,83,,,43169,,,3036,3.9,2.8,,3.8,3.1,,,7.2,11.4,4.4,,4.5,27.7,,,4.4,,,4,2.9,0,4,3.6,0,0,8.6,11.8,4.5,0,4.8,41.5,0,0,4.6,0,0,,Basic,2306,8318,14644,6090,898,32256,16,0,749,Yes,193,24,13,9,2,4,0,3,34,3,3,0,288,,Basic,1,5,17,1834,3716,5573,37829,1526,1853,,,8,8,Yes,1608,106,12,,,636,Cardiovascular Surgery Services,1,,135,135,114,3,,,520,670,1190,918,,21,,,97,188,23,8,,,88,186,559,538,,14,,677,3317,211907,142043,,15,15,,,286,373,659,138.9,76.7,Yes,Respondent,Urban,ATWATER VILLAGE/GLENDALE CENTRAL/GLENDALE SOUTHWEST/GRIFFITH PARK,No,,,1,300 - 499,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37829,2307,8323,14661,7924,4614,0,0,0
106190524,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,Yes,01/01/2018,12/31/2018,"Deanco Healthcare, LLC",930000101,07/12/2018,07/11/2019,Open,Parent Facility,,No,No,-118.45639,34.22138,District 46,District 18,District 29,06037120020,78.2zz,San Fernando Valley,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Investor - Limited Liability Company,General Medical / Surgical,75,0,0,5,5,0,0,0,0,85,0,60,0,0,0,145,0,0,0,0,42,,42,0,40,2,42,13,1,28,,,,,,,,42,,,,,,,No,27375,0,0,1825,1825,0,0,0,0,31025,0,21900,0,0,0,52925,5596,,,163,46,,,,,5805,,3241,,,,9046,0,0,0,576,151,,,,,23286,,,1251,348,,,,,24885,,19828,,,,44713,0,0,0,4.2,,,1.7,1.8,,,,,4.3,,6.1,,,,4.9,,,4.5,0,0,2.3,2.4,0,0,0,0,4.7,0,6.1,0,0,0,5.3,0,0,,Basic,2351,5919,4991,1716,127,15104,8,0,662,Yes,5,37,12,0,0,6,3,6,3,1,2,5,80,,Basic,0,1,15,3309,1077,4402,19506,1194,486,0,0,4,4,,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,157486,40789,0,0,,0,0,0,0,,131.9,83.9,,Respondent,Urban,NORTHRIDGE SOUTH/RESEDA NORTH,No,,,1,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19506,2351,5920,5006,5025,1204,0,0,0
106190525,106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,Yes,01/01/2018,12/31/2018,Memorial Health Services,930000102,06/04/2018,02/28/2019,Open,Parent Facility,Level II & Level II - Ped,Yes,No,-118.1852,33.80801,District 70,District 33,District 47,06037572202,78.2lll,South Bay,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,309,0,0,60,0,0,0,0,42,411,0,0,42,0,0,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,112785,0,0,21900,0,0,0,0,15330,150015,0,0,15330,0,0,165345,20080,,,603,,,,,488,21171,,,,,,21171,,,,3427,,,,,,81722,,,14146,,,,,7139,103007,,,,,,103007,,,,4.1,,,3.5,,,,,14.6,4.9,,,,,,4.9,,,4.2,0,0,3.7,0,0,0,0,13.2,5,0,0,0,0,0,5,0,0,Level II,Basic,6921,27234,39705,14048,4034,91942,64,0,819,Yes,437,261,391,196,171,151,286,233,299,234,193,215,3067,Level II,Basic,37,7,103,7951,7433,15531,107473,6928,4266,,,22,22,Yes,,,,,,,Cardiovascular Surgery Services,3,,266,266,106,5,,16,873,419,1308,1473,0,164,48,73,28,491,52,15,0,8,287,218,322,134,0,24,16,446,3799,1149180,416520,,72,72,,10,914,380,1304,165.9,97.6,Yes,Respondent,Urban,BIXBY KNOLLS/LONG BEACH CENTRAL,No,,,1,300 - 499,Non-Profit,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,107473,0,0,0,6958,27241,39808,21999,11467,0,0,0
106190529,106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,Yes,01/01/2018,12/31/2018,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,930000103,05/01/2018,04/30/2019,Open,Parent Facility,,No,No,-118.03879,34.13603,District 49,District 22,District 27,06037430721,78.2xxx,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,228,24,0,29,10,10,0,17,30,348,0,0,0,0,0,348,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,No,83220,8760,0,10585,3650,3650,0,6205,10950,127020,0,0,0,0,0,127020,12717,1491,0,175,164,153,0,134,644,15478,0,0,0,0,0,15478,0,0,1334,393,416,334,0,103,0,53472,4014,0,3042,2496,2581,0,1097,7900,74602,0,0,0,0,0,74602,0,0,3034,4.2,2.7,,5.4,4.3,5.3,,4.6,12.3,4.8,,,,,,4.8,,,4.1,2.6,0,5.5,5.3,6.2,0,4.5,12.8,4.6,0,0,0,0,0,4.6,0,0,,Basic,2830,4435,11167,21305,1412,41149,26,207,696,Yes,224,103,190,85,33,13,24,6,16,7,3,16,720,,Basic,13,0,121,5909,742,6785,47934,3769,1832,0,0,12,12,,1428,96,11,,0,509,Cardiovascular Surgery Services,2,0,40,40,62,3,0,0,333,389,722,528,0,172,3,67,3,286,15,0,0,1,8,118,72,126,14,4,3,449,1869,505078,161257,0,29,29,0,0,670,477,1147,134,88,,Respondent,Urban,ARCADIA CENTRAL AND NORTHEAST/BRADBURY/MONROVIA/SIERRA MADRE,No,,,1,300 - 499,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47934,2843,4435,11288,27214,2154,0,0,0
106190534,106190534,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BLVD,LOS ANGELES,90036,Yes,01/01/2018,12/31/2018,"Alectio Healthcare Services, LLC",930000105,12/01/2018,11/30/2019,Open,Parent Facility,,No,No,-118.36008,34.05754,District 50,District 26,District 37,06037216300,78.2x,Metro,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Investor - Limited Liability Company,General Medical / Surgical,192,0,0,6,6,0,0,0,0,204,0,0,0,0,0,204,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,70080,0,0,2190,2190,0,0,0,0,74460,0,0,0,0,0,74460,4573,,,59,58,,,,,4690,,,,,,4690,,,,85,84,,,,,21656,,,981,979,,,,,23616,,,,,,23616,,,,4.7,,,6.8,6.9,,,,,5,,,,,,5,,,4.7,0,0,6.8,6.8,0,0,0,0,5,0,0,0,0,0,5,0,0,,Basic,216,1951,8356,10025,825,21373,16,0,0,Yes,32,7,0,34,0,4,0,7,0,9,12,0,105,,Basic,0,4,16,69,3955,4044,25417,890,1098,,,8,8,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157683,106096,,,,,,,,,177.2,96.6,,Respondent,Urban,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,No,,,1,200 - 299,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25417,216,1955,8372,10094,4780,0,0,0
106190541,106190541,MONROVIA MEMORIAL HOSPITAL,323 SOUTH HELIOTROPE AVENUE,MONROVIA,91016,Yes,01/01/2018,12/31/2018,,930000107,11/03/2018,11/02/2019,Open,Parent Facility,,No,No,-117.992205,34.149086,District 41,District 25,District 32,06037431001,78.2xxx,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Investor - Limited Liability Company,General Medical / Surgical,45,0,0,4,0,0,0,0,0,49,0,0,0,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,16425,0,0,1460,0,0,0,0,0,17885,0,0,0,0,0,17885,499,,,48,,,,,,547,,,,,,547,,,,106,,,,,,10283,,,1455,,,,,,11738,,,,,,11738,,,,20.6,,,9.4,,,,,,21.5,,,,,,21.5,,,21.2,0,0,10.1,0,0,0,0,0,22,0,0,0,0,0,22,0,0,,,0,0,0,0,0,0,,,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,279,13,0,0,2,2,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26316,163,,,,,,,,,94.3,12.5,,Respondent,Urban,ARCADIA CENTRAL AND NORTHEAST/BRADBURY/MONROVIA/SIERRA MADRE,No,,,,1 - 49,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106190547,106190547,MONTEREY PARK HOSPITAL,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754-4780,Yes,01/01/2018,12/31/2018,AHMC Healthcare Inc.,930000108,12/01/2018,11/30/2019,Open,Parent Facility,,No,No,-118.13665,34.05308,District 49,District 22,District 27,06037482102,78.2nn,San Gabriel Valley,11 - Los Angeles,Los Angeles,General Acute Care Hospital,Investor - Partnership,General Medical / Surgical,83,8,6,4,0,0,0,0,0,101,0,0,0,0,0,101,,,24,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,No,30295,2920,2190,1460,0,0,0,0,0,36865,0,0,0,0,0,36865,3443,1288,173,91,,,,,,4995,,,,,,4995,0,0,1282,229,,,,,,14269,3084,364,1203,,,,,,18920,,,,,,18920,0,0,2653,4.1,2.4,2.1,3.8,,,,,,3.8,,,,,,3.8,,,3.8,2.3,2.3,3.4,0,0,0,0,0,3.5,0,0,0,0,0,3.5,0,0,,Basic,180,6607,8557,7048,865,23257,6,0,57,Yes,36,3,8,5,0,0,1,0,0,0,3,0,56,,Basic,1,2,2,131,2375,2511,25768,1636,1410,,,3,3,,1278,25,1,,0,534,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,153265,111845,0,0,,0,0,0,0,,93.7,79.3,,Respondent,Urban,MONTEBELLO NORTH/MONTEREY PARK/SOUTH SAN GABRIEL,No,,,1,100 - 149,Investor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25768,181,6609,8559,7179,3240,0,0,0
106190552,106190552,MOTION PICTURE AND TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,WOODLAND HILLS,91364,Yes,01/01/2018,12/31/2018,,930000109,11/01/2018,10/31/2019,Open,Parent Facility,,No,No,-118.63605,34.1584,District 45,District 27,District 30,06037137402,78.2yy,San Fernando Valley,11 - Los Angeles,Los Angeles,Acute Psychiatric Hospital,Non-Profit Corporation (including church-related),Long-Term Care (SN / IC),0,0,0,0,0,0,0,0,0,,0,12,110,0,0,122,,,0,,6,0,6,0,1,5,6,4,1,0,1,0,0,0,0,0,0,6,,,,,,Yes,Yes,0,0,0,0,0,0,0,0,0,,0,4380,40150,0,0,44530,,,,,,,,,,,,153,30,,,183,,,,,,,,,,,,,,,,,,,,,1580,21456,,,23036,,,,,,,,,,,,,,,10.3,715.2,,,125.9,,,0,0,0,0,0,0,0,0,0,0,0,10.1,950,0,0,205.6,0,0,,,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,Respondent,Urban,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,No,,,,100 - 149,Non-Profit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
