store_id,store_no,longitude,latitude,address,city,state,zipcode,opened,timezone,tags,url
U0126,58,-94.38811610796928,39.07728206846524,16007 E. 23rd St.,Independence,MO,64055,4/19/1990,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/independence/16007-e-23rd-st
U0935,69,-94.68215958913788,38.956371936550475,8333 W 95th,Overland Park,KS,66212,7/28/2003,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/overland-park/8333-w-95th
U2221,26,-94.6503473,39.2570388,8780 N. Ambassador Drive,Kansas City,MO,64154,12/15/2016,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/kansas-city/8780-n-ambassador-drive
U1156,32,-94.46595288298795,39.24252854766757,8251 Oxford Ave.,Kansas City,MO,64158,4/16/2007,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/kansas-city/8251-oxford-ave
U0881,52,-94.76179464162882,39.006793435051314,15105 W 67th,Shawnee,KS,66217,10/24/2002,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/shawnee/15105-w-67th
U1124,64,-94.50705528259277,38.93423245216319,10475 Blue Ridge Blvd,Kansas City,MO,64134,10/10/2005,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/kansas-city/10475-blue-ridge-blvd
U0821,53,-94.76896562062848,38.969698784514975,15751 W 87th Street Prkwy,Lenexa,KS,66219,5/15/2019,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/lenexa/15751-w-87th-street-prkwy
U2851,13,-94.83440192870553,39.127363247257534,1945 N 110th St,Kansas City,KS,66111,4/1/2021,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/kansas-city/1945-n-110th-st
U2996,6,-94.39289711200131,38.925609929886726,560 NW Chipman Rd,Lee's Summit,MO,64086,6/25/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/lee-39-s-summit/560-nw-chipman-rd
U0874,51,-94.68557349066032,38.88451496223434,8640 W 135th Street,Overland Park,KS,66223,12/19/2002,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/overland-park/8640-w-135th-street
U2533,95,-94.7630701485777,38.91497740307743,15290 W 119th St,Olathe,KS,66062,6/30/1995,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/olathe/15290-w-119th-st
U2764,81,-94.27091373472727,39.01325960744691,530 S. 7 Hwy,Blue Springs,MO,64014,11/11/2005,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/blue-springs/530-s-7-hwy
U0922,57,-94.36253203664911,38.901307318552625,600 SE Oldham Parkway,Lee's Summit,MO,64081,6/30/2003,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/lee-39-s-summit/600-se-oldham-parkway
U2882,8,-94.66595456292825,38.8406861107795,15891 Metcalf Ave,Overland Park,KS,66223,2019-10-31,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/overland-park/15891-metcalf-ave
U2906,7,-94.8357909,38.8897856,600 North Millridge Street,Olathe,KS,66061,6/11/2020,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/olathe/600-north-millridge-street
U1054,55,-94.51780454954132,38.81300697294512,1011 E. North Avenue,Belton,MO,64012,11/1/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/belton/1011-e-north-avenue
U0908,98,-94.90085977805853,39.26817217996306,1217 N Main,Lansing,KS,66043,1/13/2003,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/lansing/1217-n-main
U0933,94,-94.8197928071022,38.85052039820374,20250 W. 154th Street,Olathe,KS,66062,10/02/2003,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/olathe/20250-w-154th-street
U2769,56,-94.26527585590013,39.33357122868712,2351 Vintage Ct,Excelsior Springs,MO,64024,4/23/1987,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/excelsior-springs/2351-vintage-ct
U2915,2,-94.36258950000001,38.65431359999999,1801 West Mechanic St,Harrisonville,MO,64701,6/23/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/harrisonville/1801-west-mechanic-st
U2612,86,-95.26136487722391,38.929172741790566,3025 Iowa Street,Lawrence,KS,66046,6/21/2018,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/lawrence/3025-iowa-street
U2801,16,-94.7998286,39.7360231,3201 South Belt Hwy,St. Joseph,MO,64503,7/11/2019,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/st.-joseph/3201-south-belt-hwy
U1948,70,-93.73666800000001,38.78242727414703,1115 N Simpson Dr,Warrensburg,MO,64093,11/15/1989,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/warrensburg/1115-n-simpson-dr
U1705,77,-94.81671503527483,39.80735946339212,4132 N. Belt Hwy.,St. Joseph,MO,64506,5/02/2012,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/st.-joseph/4132-n-belt-hwy
U2868,9,-95.67786699999999,39.091778,2320 NW Clay Street,Topeka,KS,66618,10/29/2020,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/topeka/2320-nw-clay-street
U1055,83,-95.68274394438959,39.01401974493581,105 SW 29th Street,Topeka,KS,66611,5/03/2004,America/Chicago,"['Parking Lot', 'Beer', 'Delivery']",https://stores.aldi.us/ks/topeka/105-sw-29th-street
U0770,54,-95.76638321593859,39.03920116740962,1530 S.W. Arvonia,Topeka,KS,66615,11/15/2017,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/topeka/1530-s-w-arvonia
U1377,87,-93.75630126256567,38.36371458766313,611 Pawnee St,Clinton,MO,64735,9/27/2008,America/Chicago,"['Parking Lot', 'Beer', 'Wine']",https://stores.aldi.us/mo/clinton/611-pawnee-st
U1430,68,-93.2126037,39.1098281,975 W. College Ave.,Marshall,MO,65340,10/21/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/mo/marshall/975-w-college-ave
U0771,88,-93.27539540319088,38.71106122614388,3701 W. Broadway,Sedalia,MO,65301,1/30/2001,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/sedalia/3701-w-broadway
U2689,90,-96.2183545866693,38.426388366566556,2331 Industrial Rd,Emporia,KS,66801,2/13/2006,America/Chicago,"['Parking Lot', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/emporia/2331-industrial-rd
U0569,96,-96.55454532941803,39.17981751817166,140 E. Poyntz,Manhattan,KS,66502,1/05/1996,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/manhattan/140-e-poyntz
U0165,89,-94.70622271299356,37.439709975335624,3109 N. Broadway,Pittsburg,KS,66762,11/11/2020,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/pittsburg/3109-n-broadway
U0469,82,-92.4311230404552,39.44109301529672,400 Hwy. 24 East,Moberly,MO,65270,2/02/2012,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/moberly/400-hwy-24-east
U1645,84,-92.348901629448,38.96685531267557,807 Business Loop 70 West,Columbia,MO,65203,2/02/2012,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/columbia/807-business-loop-70-west
U2953,102,-96.8214505,39.0224714,520 East Chestnut Street,Junction City,KS,66441,2019-09-12,America/Chicago,"['Parking Lot', 'Beer', 'Delivery']",https://stores.aldi.us/ks/junction-city/520-east-chestnut-street
U2574,86,-92.32656191289834,38.91231987820932,1000 East Green Meadows Rd.,Columbia,MO,65201,2019-09-12,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/columbia/1000-east-green-meadows-rd
U1432,80,-93.40568661689758,37.59313460211468,700 E. San Martin,Bolivar,MO,65613,10/18/2008,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/bolivar/700-e-san-martin
U4106,70,-92.29469893825458,38.957968415488324,2901 E. Business Loop 70,Columbia,MO,65201,01/11/2023,America/Chicago,"['Parking Lot', 'Beer', 'Wine']",https://stores.aldi.us/mo/columbia/2901-e-business-loop-70
U4012,72,-92.6133169515726,38.17737191973963,800 Kestrel Ln,Lake Ozark,MO,65049,11/11,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside']",https://stores.aldi.us/mo/lake-ozark/800-kestrel-ln
U0514,74,-92.58377628168091,40.214054683351684,2115 N. Baltimore,Kirksville,MO,63501,11/3/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/kirksville/2115-n-baltimore
U2912,85,-92.2150898263893,38.58039303874439,2413 Missouri Blvd,Jefferson City,MO,65109,2/02/2012,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/jefferson-city/2413-missouri-blvd
U1431,65,-94.30903532944775,37.145988023570986,2442 Grand Ave,Carthage,MO,64836,10/7/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/mo/carthage/2442-grand-ave
U1712,97,-94.47562492865472,37.070035678828276,3205 E. 20th St.,Joplin,MO,64801,11/08/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/mo/joplin/3205-e-20th-st
U2916,35,-94.53262593986378,37.06114633081413,2630 McClelland Blvd,Joplin,MO,64804,11/12/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/joplin/2630-mcclelland-blvd
U1840,15,-92.65641337913324,37.67598980963135,668 S. Jefferson,Lebanon,MO,65536,11/15/2013,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/lebanon/668-s-jefferson
U1337,83,-91.89165070652962,39.146682520731446,2875 S. Clark Street,Mexico,MO,65265,6/16/2022,America/Chicago,"['Parking Lot', 'Beer', 'Wine']",https://stores.aldi.us/mo/mexico/2875-s-clark-street
U0163,72,-93.26393767062659,37.24099586574041,1645 E Kearney,Springfield,MO,65803,1/18/1999,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/springfield/1645-e-kearney
U2447,33,-93.45647116962266,37.13211712014386,1434 US Hwy 60 E,Republic,MO,65738,6/15/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/republic/1434-us-hwy-60-e
U0889,67,-93.29033182701096,37.160932101158814,421 E. Battlefield,Springfield,MO,65807,4/28/2003,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/springfield/421-e-battlefield
U2972,101,-93.2380626969416,37.181676107711965,2847 E. Sunshine Street,Springfield,MO,65804,2019-10-17,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/springfield/2847-e-sunshine-street
U2462,34,-94.39379723867512,36.84250068117399,2551 Lusk Dr,Neosho,MO,64850,2019-10-17,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/neosho/2551-lusk-dr
U2131,36,-93.30459663252354,37.04629373128569,310 N Old Wilderness Rd,Nixa,MO,65714,9/23/2015,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/nixa/310-n-old-wilderness-rd
U1843,27,-96.68175925908517,40.723945622438734,8701 S. 28th Street,Lincoln,NE,68516,9/23/2015,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/lincoln/8701-s-28th-street
U0892,40,-95.94357030233368,41.159977420116746,2112 Cornhusker,Bellevue,NE,68123,11/21/2002,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/bellevue/2112-cornhusker
U1856,25,-96.6066918,40.814052,8350 O Street,Lincoln,NE,68510,11/21/2002,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/lincoln/8350-o-street
U0553,74,-95.84654565264827,41.228884524348125,3135 Manawa Centre Dr.,Council Bluffs,IA,51501,12/01/1995,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/council-bluffs/3135-manawa-centre-dr
U1231,41,-95.95798686907983,41.21445366657325,4525 Dahlman Ave.,Omaha,NE,68107,8/22/2022,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/ne/omaha/4525-dahlman-ave
U2679,60,-97.61223736033457,38.79738366750384,2403 South 9th St,Salina,KS,67401,8/22/2022,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/salina/2403-south-9th-st
U2605,48,-96.02225665461226,41.252061315896626,885 S 72nd St,Omaha,NE,68114,8/22/2022,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/omaha/885-s-72nd-st
U4031,42,-96.12081049190148,41.23263776737815,13215 West Center Road,Omaha,NE,68144,8/22/2022,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/omaha/13215-west-center-road
U1304,43,-95.9559953212738,41.30243176006516,4801 N. 30th St.,Omaha,NE,68111,10/31/2009,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/ne/omaha/4801-n-30th-st
U0570,75,-96.05189612726463,41.290931749491925,3433 N. 90th Street,Omaha,NE,68134,4/17/1996,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/omaha/3433-n-90th-street
U3106,10,-96.2162075,41.2348202,19261 Gold Street,Omaha,NE,68130,9/1/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/omaha/19261-gold-street
U4076,58,-91.77505531993091,37.94315909645674,500 MO-72,Rolla,MO,65401,2/01/1993,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/rolla/500-mo-72
U0164,82,-97.25822120904922,37.72198120788344,6835 E. 21st Street,Wichita,KS,67206,10/13/1997,America/Chicago,"['Parking Lot', 'Beer', 'Delivery']",https://stores.aldi.us/ks/wichita/6835-e-21st-street
U2094,46,-96.1853560429916,41.291479275602214,17240 Evans St,Omaha,NE,68116,5/26/2016,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/omaha/17240-evans-st
U0277,73,-92.43769994596988,41.01405965777126,940 Quincy Avenue,Ottumwa,IA,52501,2/03/1992,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/ottumwa/940-quincy-avenue
U3014,1,-97.24317468526746,37.67785594145695,8011 E Kellogg Dr,Wichita,KS,67207,5/6/2020,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/wichita/8011-e-kellogg-dr
U1758,40,-93.79246652126312,41.558341051577955,6050 Mills Civic Parkway,West Des Moines,IA,50266,12/12/2013,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/west-des-moines/6050-mills-civic-parkway
U0242,20,-91.39481894709827,39.72235654979989,4419 McMasters Avenue,Hannibal,MO,63401,1/03/1990,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/hannibal/4419-mcmasters-avenue
U1757,29,-93.59758408167167,41.53432507978143,5512 Southeast 14th Street,Des Moines,IA,50320,11/25/2013,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/des-moines/5512-southeast-14th-street
U2856,36,-93.85470382692867,41.61422279674791,1030 East Hickman Road,Waukee,IA,50263,2019-11-21,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/waukee/1030-east-hickman-road
U1378,66,-97.36386166652665,37.725498174750825,2323 N. Amidon,Wichita,KS,67204,6/05/2008,America/Chicago,"['Parking Lot', 'Beer', 'Delivery']",https://stores.aldi.us/ks/wichita/2323-n-amidon
U4121,116,-93.71539592537376,41.59973608187242,7100 University Ave,Windsor Heights,IA,50324,12/16/22,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/windsor-heights/7100-university-ave
U2179,85,-97.24525613988115,37.56460800000001,1719 N. Rock Road,Derby,KS,67037,12/10/2015,America/Chicago,"['Parking Lot', 'Beer', 'Delivery']",https://stores.aldi.us/ks/derby/1719-n-rock-road
U0575,34,-93.73306268832926,41.62834909154224,8400 Douglas Avenue,Urbandale,IA,50322,11/01/1995,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/urbandale/8400-douglas-avenue
U0259,38,-93.56876212848425,41.59991980981703,2543 East University,Des Moines,IA,50317,3/02/1988,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/des-moines/2543-east-university
U0971,47,-97.3513966135215,37.64319362478178,2826 S. Seneca,Wichita,KS,67217,5/10/2004,America/Chicago,"['Parking Lot', 'Beer', 'Delivery']",https://stores.aldi.us/ks/wichita/2826-s-seneca
U0930,22,-95.93621134757996,36.711220128276096,2553 SE Washington Blvd,Bartlesville,OK,74006,5/29/2019,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ok/bartlesville/2553-se-washington-blvd
U2204,28,-91.35973916218973,39.935652726036864,3511 Broadway,Quincy,IL,62301,10/08/1986,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/il/quincy/3511-broadway
U0896,3,-93.60130390743507,41.63252311194253,3940 East 14th Street,Des Moines,IA,50313,10/15/2002,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/des-moines/3940-east-14th-street
U2947,3,-93.23049569634725,36.67359853761245,1231 Branson Hills Prkwy,Branson,MO,65616,11/05/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/branson/1231-branson-hills-prkwy
U2975,109,-93.76868449999999,41.6884151,2055 East 1st Street,Grimes,IA,50111,6/17/2020,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/grimes/2055-east-1st-street
U0884,50,-97.46354297564721,37.69625628147232,765 N Maize Rd,Wichita,KS,67212,11/07/2002,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/wichita/765-n-maize-rd
U2986,110,-93.50216764579876,41.64664097336927,611 34th Ave SW,Altoona,IA,50009,11/07/2002,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/altoona/611-34th-ave-sw
U1694,63,-91.13844917854294,38.82476205995043,531 Anwijo Way,Warrenton,MO,63383,5/02/2012,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/warrenton/531-anwijo-way
U2794,11,-96.45035839384842,41.45059080783845,3650 E Elk Ln,Fremont,NE,68025,11/15/2018,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ne/fremont/3650-e-elk-ln
U2718,35,-93.59972582587467,41.74925553373224,2075 N. Ankeny Boulevard,Ankeny,IA,50023,2/28/2019,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/ankeny/2075-n-ankeny-boulevard
U2763,38,-94.22415896751116,36.35777735849443,1006 SW 14th St,Bentonville,AR,72712,10/18/2018,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ar/bentonville/1006-sw-14th-st
U1810,15,-91.40613706994057,40.41925887804527,3379 Main Street,Keokuk,IA,52632,12/16/2013,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ia/keokuk/3379-main-street
U0447,73,-94.13594649871811,36.33309595338043,1316 West Walnut,Rogers,AR,72756,3/28/1997,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ar/rogers/1316-west-walnut
U0608,71,-97.89801919705269,38.074111216003296,1711 N Waldron St,Hutchinson,KS,67502,10/16/1996,America/Chicago,"['Parking Lot', 'Beer', 'Curbside', 'Delivery']",https://stores.aldi.us/ks/hutchinson/1711-n-waldron-st
U1278,35,-90.98081375600938,38.98529791599395,#6 The Plaza,Troy,MO,63379,8/27/2007,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/troy/-6-the-plaza
U1695,16,-91.15690605822883,38.22077572273927,320 Park Ridge Road,Sullivan,MO,63080,9/24/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/sullivan/320-park-ridge-road
U4105,5,-90.98076013988113,38.53473732106982,3142 Phoenix Center Dr,Washington,MO,63090,03/29/2023,America/Chicago,['Parking Lot'],https://stores.aldi.us/mo/washington/3142-phoenix-center-dr
U2491,24,-90.87723700347851,38.81098789961174,150 Crossroads South Dr,Wentzville,MO,63385,3/01/2017,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/mo/wentzville/150-crossroads-south-dr
U3182,61,-90.96770842794456,38.432069385932515,1631 Denmark Road,Union,MO,63084,01/11/2023,America/Chicago,"['Parking Lot', 'Beer', 'Wine']",https://stores.aldi.us/mo/union/1631-denmark-road
U1590,39,-94.51313715212848,36.18004052486627,2802 Hwy. 412 East,Siloam Springs,AR,72761,8/02/2010,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/ar/siloam-springs/2802-hwy-412-east
U4274,106,-94.1855281,36.1928508,5001 Elm Springs Rd,Springdale,AR,72762,12/20/2023,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ar/springdale/5001-elm-springs-rd
U3113,12,-95.62790406134224,36.29229762400901,1700 S Scissortail Ave,Claremore,OK,74017,6/16/2021,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ok/claremore/1700-s-scissortail-ave
U0227,77,-91.31475448608398,40.63121836717361,927 Avenue G,Fort Madison,IA,52627,5/14/1976,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Delivery']",https://stores.aldi.us/ia/fort-madison/927-avenue-g
U0140,79,-94.1424572467804,36.16557058767107,2009 S. Thompson,Springdale,AR,72764,5/22/2019,America/Chicago,"['Parking Lot', 'Beer', 'Wine', 'Curbside', 'Delivery']",https://stores.aldi.us/ar/springdale/2009-s-thompson
