,geoid,tract,state,county,place_name,state_name,universe,white_alone,white_pct,black_alone,black_pct,asian_alone,asian_pct,latino_alone,latino_pct,white_alone_moe,black_alone_moe,asian_alone_moe,latino_alone_moe
3596,06037501803,501803,06,037,Los Angeles County,California,4877,441,9.042,0,0.0,124,2.543,4193,85.975,358.0,132.0,135.0,452.0
3603,06037111302,111302,06,037,Los Angeles County,California,4410,2053,46.553,386,8.753,1121,25.42,726,16.463,367.0,256.0,320.0,215.0
3605,06037204600,204600,06,037,Los Angeles County,California,4638,56,1.207,9,0.194,0,0.0,4564,98.404,44.0,15.0,132.0,504.0
3606,06037910201,910201,06,037,Los Angeles County,California,4042,1067,26.398,413,10.218,145,3.587,2187,54.107,173.0,226.0,142.0,495.0
3610,06037139503,139503,06,037,Los Angeles County,California,4919,3927,79.833,193,3.924,166,3.375,576,11.71,466.0,123.0,89.0,202.0
3611,06037532101,532101,06,037,Los Angeles County,California,6456,154,2.385,0,0.0,343,5.313,5959,92.302,115.0,132.0,182.0,497.0
3612,06037650502,650502,06,037,Los Angeles County,California,4600,2368,51.478,85,1.848,1150,25.0,765,16.63,484.0,73.0,214.0,334.0
3615,06037106111,106111,06,037,Los Angeles County,California,4829,1310,27.128,383,7.931,155,3.21,2913,60.323,250.0,215.0,128.0,427.0
3620,06037212306,212306,06,037,Los Angeles County,California,3363,82,2.438,22,0.654,1432,42.581,1827,54.326,81.0,35.0,191.0,403.0
3623,06037276604,276604,06,037,Los Angeles County,California,4245,2526,59.505,467,11.001,537,12.65,561,13.216,395.0,232.0,186.0,192.0
3630,06037209403,209403,06,037,Los Angeles County,California,3843,44,1.145,150,3.903,675,17.564,2940,76.503,32.0,141.0,143.0,398.0
3632,06037134306,134306,06,037,Los Angeles County,California,3430,753,21.953,115,3.353,737,21.487,1488,43.382,203.0,109.0,189.0,607.0
3639,06037401202,401202,06,037,Los Angeles County,California,4507,2374,52.674,61,1.353,398,8.831,1568,34.79,326.0,51.0,274.0,316.0
3645,06037191500,191500,06,037,Los Angeles County,California,5613,1090,19.419,90,1.603,985,17.549,3448,61.429,269.0,86.0,320.0,575.0
3647,06037430701,430701,06,037,Los Angeles County,California,5503,1838,33.4,146,2.653,2656,48.265,559,10.158,263.0,169.0,411.0,228.0
3649,06037406102,406102,06,037,Los Angeles County,California,6022,1945,32.298,268,4.45,402,6.676,3242,53.836,293.0,216.0,142.0,535.0
3650,06037267800,267800,06,037,Los Angeles County,California,2919,2215,75.882,48,1.644,415,14.217,82,2.809,273.0,38.0,95.0,71.0
3656,06037535606,535606,06,037,Los Angeles County,California,2064,0,0.0,0,0.0,0,0.0,2064,100.0,132.0,132.0,132.0,177.0
3657,06037542800,542800,06,037,Los Angeles County,California,3292,0,0.0,1636,49.696,0,0.0,1629,49.484,132.0,501.0,132.0,373.0
3664,06037143902,143902,06,037,Los Angeles County,California,2717,2006,73.831,82,3.018,32,1.178,471,17.335,283.0,91.0,29.0,300.0
3665,06037534404,534404,06,037,Los Angeles County,California,3965,198,4.994,0,0.0,0,0.0,3739,94.3,121.0,132.0,132.0,437.0
3672,06037119001,119001,06,037,Los Angeles County,California,4084,479,11.729,20,0.49,788,19.295,2712,66.405,150.0,34.0,170.0,362.0
3675,06037121600,121600,06,037,Los Angeles County,California,2882,1121,38.897,34,1.18,706,24.497,974,33.796,211.0,50.0,125.0,330.0
3688,06037311400,311400,06,037,Los Angeles County,California,2423,1866,77.012,0,0.0,93,3.838,344,14.197,335.0,132.0,59.0,105.0
3689,06037119900,119900,06,037,Los Angeles County,California,4798,757,15.777,9,0.188,1097,22.864,2897,60.379,177.0,15.0,381.0,367.0
3690,06037577602,577602,06,037,Los Angeles County,California,3281,2258,68.82,221,6.736,467,14.233,286,8.717,316.0,127.0,224.0,140.0
3693,06037271701,271701,06,037,Los Angeles County,California,5356,3269,61.034,58,1.083,1477,27.577,341,6.367,453.0,66.0,340.0,157.0
3696,06037620521,620521,06,037,Los Angeles County,California,4336,2175,50.161,365,8.418,547,12.615,1092,25.185,440.0,204.0,259.0,356.0
3700,06037542200,542200,06,037,Los Angeles County,California,6981,46,0.659,1778,25.469,0,0.0,4984,71.394,34.0,298.0,132.0,821.0
3704,06037800203,800203,06,037,Los Angeles County,California,5606,4342,77.453,286,5.102,324,5.78,608,10.846,339.0,389.0,101.0,246.0
3708,06037218500,218500,06,037,Los Angeles County,California,3278,55,1.678,893,27.242,28,0.854,2281,69.585,37.0,194.0,44.0,354.0
3716,06037534203,534203,06,037,Los Angeles County,California,3635,53,1.458,0,0.0,19,0.523,3563,98.019,39.0,132.0,30.0,351.0
3717,06037533107,533107,06,037,Los Angeles County,California,3435,17,0.495,0,0.0,47,1.368,3371,98.137,29.0,132.0,74.0,315.0
3721,06037134423,134423,06,037,Los Angeles County,California,3648,2767,75.85,155,4.249,469,12.856,169,4.633,306.0,221.0,171.0,162.0
3729,06037104103,104103,06,037,Los Angeles County,California,3526,314,8.905,640,18.151,391,11.089,2110,59.841,139.0,177.0,159.0,359.0
3730,06037119700,119700,06,037,Los Angeles County,California,4331,1054,24.336,70,1.616,977,22.558,2078,47.98,342.0,82.0,321.0,507.0
3731,06037910715,910715,06,037,Los Angeles County,California,6730,1263,18.767,1052,15.632,313,4.651,4029,59.866,369.0,414.0,232.0,496.0
3738,06037574800,574800,06,037,Los Angeles County,California,2823,2051,72.653,102,3.613,386,13.673,260,9.21,231.0,85.0,164.0,134.0
3743,06037121210,121210,06,037,Los Angeles County,California,2665,203,7.617,12,0.45,212,7.955,2238,83.977,106.0,19.0,100.0,352.0
3747,06037123204,123204,06,037,Los Angeles County,California,3180,554,17.421,92,2.893,231,7.264,2231,70.157,258.0,102.0,193.0,389.0
3755,06037231600,231600,06,037,Los Angeles County,California,7844,44,0.561,2377,30.303,22,0.28,5212,66.446,48.0,485.0,84.0,936.0
3758,06037532304,532304,06,037,Los Angeles County,California,4969,438,8.815,347,6.983,228,4.588,3939,79.271,223.0,283.0,238.0,625.0
3760,06037400304,400304,06,037,Los Angeles County,California,6495,3614,55.643,181,2.787,907,13.965,1682,25.897,415.0,187.0,471.0,437.0
3761,06037267600,267600,06,037,Los Angeles County,California,2771,1114,40.202,212,7.651,996,35.944,388,14.002,324.0,207.0,340.0,200.0
3766,06037275311,275311,06,037,Los Angeles County,California,5017,2250,44.848,140,2.791,1074,21.407,1301,25.932,369.0,108.0,272.0,483.0
3769,06037291210,291210,06,037,Los Angeles County,California,4535,191,4.212,781,17.222,619,13.649,2858,63.021,196.0,362.0,242.0,550.0
3777,06037535605,535605,06,037,Los Angeles County,California,4210,48,1.14,27,0.641,0,0.0,4135,98.219,38.0,44.0,132.0,341.0
3778,06037460800,460800,06,037,Los Angeles County,California,3500,2588,73.943,95,2.714,428,12.229,320,9.143,305.0,82.0,91.0,172.0
3781,06037433102,433102,06,037,Los Angeles County,California,4795,55,1.147,42,0.876,1960,40.876,2728,56.893,48.0,54.0,374.0,467.0
3786,06037405500,405500,06,037,Los Angeles County,California,6930,1397,20.159,272,3.925,1447,20.88,3791,54.704,368.0,205.0,635.0,553.0
3794,06037208904,208904,06,037,Los Angeles County,California,3961,89,2.247,27,0.682,220,5.554,3625,91.517,75.0,30.0,52.0,441.0
3795,06037262200,262200,06,037,Los Angeles County,California,4239,3484,82.189,62,1.463,463,10.922,154,3.633,254.0,52.0,148.0,92.0
3797,06037123103,123103,06,037,Los Angeles County,California,4086,895,21.904,90,2.203,258,6.314,2693,65.908,140.0,68.0,117.0,414.0
3799,06037402600,402600,06,037,Los Angeles County,California,8795,1464,16.646,384,4.366,332,3.775,6495,73.849,167.0,102.0,138.0,1157.0
3800,06037601801,601801,06,037,Los Angeles County,California,3812,90,2.361,132,3.463,0,0.0,3590,94.176,85.0,111.0,132.0,458.0
3801,06037186404,186404,06,037,Los Angeles County,California,2648,121,4.569,0,0.0,233,8.799,2276,85.952,85.0,132.0,161.0,561.0
3804,06037920112,920112,06,037,Los Angeles County,California,4161,3128,75.174,168,4.037,243,5.84,447,10.743,281.0,170.0,99.0,199.0
3808,06037195600,195600,06,037,Los Angeles County,California,3440,776,22.558,77,2.238,634,18.43,1573,45.727,138.0,90.0,121.0,382.0
3809,06037106641,106641,06,037,Los Angeles County,California,2322,1343,57.838,0,0.0,466,20.069,491,21.146,266.0,132.0,141.0,264.0
3810,06037123510,123510,06,037,Los Angeles County,California,4623,1780,38.503,148,3.201,309,6.684,2359,51.027,202.0,128.0,90.0,442.0
3817,06037208620,208620,06,037,Los Angeles County,California,4604,200,4.344,305,6.625,1858,40.356,2209,47.98,109.0,169.0,394.0,463.0
3818,06037310702,310702,06,037,Los Angeles County,California,6788,4409,64.953,119,1.753,994,14.643,1054,15.527,395.0,73.0,349.0,254.0
3820,06037702600,702600,06,037,Los Angeles County,California,6030,3331,55.24,173,2.869,1136,18.839,935,15.506,429.0,109.0,324.0,360.0
3829,06037602402,602402,06,037,Los Angeles County,California,5766,1522,26.396,517,8.966,430,7.458,3188,55.29,450.0,274.0,282.0,743.0
3831,06037301501,301501,06,037,Los Angeles County,California,1875,1507,80.373,0,0.0,222,11.84,126,6.72,268.0,132.0,96.0,137.0
3833,06037602002,602002,06,037,Los Angeles County,California,2931,234,7.984,314,10.713,268,9.144,2115,72.16,172.0,179.0,228.0,467.0
3836,06037572301,572301,06,037,Los Angeles County,California,3616,96,2.655,310,8.573,1123,31.056,1842,50.94,77.0,200.0,433.0,392.0
3840,06037131400,131400,06,037,Los Angeles County,California,5466,1519,27.79,256,4.683,745,13.63,2849,52.122,298.0,172.0,179.0,562.0
3841,06037267700,267700,06,037,Los Angeles County,California,3362,1021,30.369,111,3.302,1362,40.512,756,22.487,225.0,81.0,205.0,216.0
3850,06037670001,670001,06,037,Los Angeles County,California,2962,1462,49.359,11,0.371,512,17.286,940,31.735,224.0,17.0,135.0,251.0
3851,06037480903,480903,06,037,Los Angeles County,California,3142,257,8.18,22,0.7,1691,53.819,1159,36.887,113.0,71.0,185.0,175.0
3852,06037430102,430102,06,037,Los Angeles County,California,4312,562,13.033,122,2.829,223,5.172,3383,78.455,183.0,96.0,73.0,494.0
3853,06037501400,501400,06,037,Los Angeles County,California,4222,314,7.437,103,2.44,51,1.208,3754,88.915,145.0,91.0,47.0,299.0
3854,06037502302,502302,06,037,Los Angeles County,California,2708,65,2.4,38,1.403,15,0.554,2583,95.384,68.0,44.0,36.0,499.0
3855,06037930401,930401,06,037,Los Angeles County,California,2520,1736,68.889,200,7.937,62,2.46,312,12.381,356.0,164.0,61.0,181.0
3859,06037183220,183220,06,037,Los Angeles County,California,3865,688,17.801,24,0.621,464,12.005,2608,67.477,244.0,32.0,242.0,528.0
3861,06037231100,231100,06,037,Los Angeles County,California,2587,48,1.855,292,11.287,0,0.0,2247,86.857,53.0,149.0,132.0,393.0
3866,06037570301,570301,06,037,Los Angeles County,California,6865,365,5.317,1332,19.403,353,5.142,4583,66.759,140.0,321.0,152.0,762.0
3869,06037401002,401002,06,037,Los Angeles County,California,3738,2619,70.064,67,1.792,302,8.079,642,17.175,311.0,98.0,203.0,222.0
3871,06037123901,123901,06,037,Los Angeles County,California,4523,1856,41.035,425,9.396,287,6.345,1955,43.224,404.0,468.0,164.0,509.0
3880,06037117510,117510,06,037,Los Angeles County,California,4097,150,3.661,157,3.832,228,5.565,3539,86.38,86.0,89.0,116.0,493.0
3884,06037238000,238000,06,037,Los Angeles County,California,6416,61,0.951,4572,71.259,98,1.527,1673,26.075,54.0,472.0,142.0,774.0
3885,06037531701,531701,06,037,Los Angeles County,California,5910,58,0.981,0,0.0,0,0.0,5831,98.663,44.0,132.0,132.0,510.0
3891,06037481714,481714,06,037,Los Angeles County,California,2654,21,0.791,0,0.0,2377,89.563,245,9.231,36.0,132.0,259.0,66.0
3895,06037275602,275602,06,037,Los Angeles County,California,5946,3058,51.43,764,12.849,943,15.859,589,9.906,458.0,284.0,262.0,210.0
3898,06037407601,407601,06,037,Los Angeles County,California,4385,65,1.482,0,0.0,367,8.369,3953,90.148,47.0,132.0,122.0,399.0
3899,06037575901,575901,06,037,Los Angeles County,California,3246,366,11.275,583,17.961,302,9.304,1896,58.41,116.0,154.0,169.0,401.0
3900,06037197410,197410,06,037,Los Angeles County,California,3697,1609,43.522,59,1.596,451,12.199,1543,41.737,220.0,57.0,156.0,416.0
3902,06037550500,550500,06,037,Los Angeles County,California,7533,1512,20.072,147,1.951,660,8.761,5115,67.901,264.0,145.0,254.0,559.0
3913,06037226410,226410,06,037,Los Angeles County,California,3524,0,0.0,192,5.448,109,3.093,3223,91.459,132.0,171.0,116.0,387.0
3926,06037433503,433503,06,037,Los Angeles County,California,3547,138,3.891,0,0.0,788,22.216,2597,73.217,172.0,132.0,216.0,487.0
3927,06037901008,901008,06,037,Los Angeles County,California,3283,1457,44.38,571,17.393,331,10.082,910,27.719,373.0,360.0,139.0,279.0
3934,06037128220,128220,06,037,Los Angeles County,California,3147,1539,48.904,66,2.097,213,6.768,1329,42.231,198.0,59.0,217.0,240.0
3935,06037543502,543502,06,037,Los Angeles County,California,4636,982,21.182,177,3.818,967,20.858,2422,52.243,247.0,152.0,254.0,486.0
3940,06037541605,541605,06,037,Los Angeles County,California,4645,23,0.495,1349,29.042,0,0.0,3120,67.169,29.0,359.0,132.0,716.0
3945,06037237202,237202,06,037,Los Angeles County,California,5010,301,6.008,1124,22.435,68,1.357,3455,68.962,342.0,345.0,103.0,814.0
3946,06037552700,552700,06,037,Los Angeles County,California,7078,929,13.125,81,1.144,832,11.755,5198,73.439,244.0,56.0,311.0,533.0
3947,06037601501,601501,06,037,Los Angeles County,California,3800,10,0.263,375,9.868,0,0.0,3387,89.132,16.0,143.0,132.0,356.0
3954,06037121222,121222,06,037,Los Angeles County,California,5038,368,7.304,198,3.93,408,8.098,4021,79.813,172.0,155.0,251.0,745.0
3959,06037600801,600801,06,037,Los Angeles County,California,2869,0,0.0,2351,81.945,0,0.0,351,12.234,132.0,360.0,132.0,188.0
3961,06037221401,221401,06,037,Los Angeles County,California,3379,340,10.062,1210,35.809,140,4.143,1581,46.789,121.0,285.0,104.0,483.0
3962,06037231210,231210,06,037,Los Angeles County,California,3274,64,1.955,552,16.86,184,5.62,2465,75.29,75.0,164.0,172.0,604.0
3963,06037461300,461300,06,037,Los Angeles County,California,6188,4094,66.16,437,7.062,331,5.349,1048,16.936,388.0,334.0,118.0,431.0
3971,06037980020,980020,06,037,Los Angeles County,California,0,0,,0,,0,,0,,132.0,132.0,132.0,132.0
3973,06037572002,572002,06,037,Los Angeles County,California,4277,1668,38.999,572,13.374,1128,26.374,698,16.32,326.0,172.0,367.0,251.0
3976,06037128910,128910,06,037,Los Angeles County,California,3676,2619,71.246,148,4.026,262,7.127,557,15.152,405.0,114.0,138.0,179.0
3977,06037570902,570902,06,037,Los Angeles County,California,3656,2388,65.317,117,3.2,317,8.671,725,19.83,369.0,110.0,135.0,340.0
3979,06037212620,212620,06,037,Los Angeles County,California,4650,200,4.301,312,6.71,2190,47.097,1856,39.914,86.0,154.0,404.0,446.0
3981,06037650702,650702,06,037,Los Angeles County,California,4810,2771,57.609,43,0.894,1338,27.817,508,10.561,329.0,68.0,280.0,153.0
3982,06037670701,670701,06,037,Los Angeles County,California,6901,3824,55.412,222,3.217,939,13.607,1695,24.562,434.0,217.0,305.0,470.0
3983,06037294820,294820,06,037,Los Angeles County,California,3143,103,3.277,39,1.241,0,0.0,3001,95.482,58.0,59.0,132.0,506.0
3992,06037211320,211320,06,037,Los Angeles County,California,3704,192,5.184,331,8.936,1122,30.292,1990,53.726,167.0,200.0,420.0,504.0
3995,06037433305,433305,06,037,Los Angeles County,California,4579,87,1.9,12,0.262,843,18.41,3637,79.428,103.0,20.0,208.0,541.0
3996,06037231500,231500,06,037,Los Angeles County,California,4166,25,0.6,2211,53.072,103,2.472,1749,41.983,38.0,442.0,66.0,324.0
3997,06037535902,535902,06,037,Los Angeles County,California,7018,289,4.118,0,0.0,35,0.499,6640,94.614,116.0,132.0,43.0,488.0
4002,06037301300,301300,06,037,Los Angeles County,California,2146,1782,83.038,0,0.0,108,5.033,228,10.624,218.0,132.0,128.0,108.0
4004,06037533002,533002,06,037,Los Angeles County,California,2601,0,0.0,34,1.307,0,0.0,2561,98.462,132.0,53.0,132.0,410.0
4005,06037900102,900102,06,037,Los Angeles County,California,991,383,38.648,0,0.0,0,0.0,599,60.444,134.0,132.0,132.0,421.0
4006,06037535701,535701,06,037,Los Angeles County,California,6351,222,3.496,0,0.0,137,2.157,5992,94.347,201.0,132.0,220.0,488.0
4007,06037980030,980030,06,037,Los Angeles County,California,0,0,,0,,0,,0,,132.0,132.0,132.0,132.0
4009,06037265301,265301,06,037,Los Angeles County,California,7084,2359,33.3,304,4.291,2996,42.292,1056,14.907,387.0,113.0,517.0,230.0
4012,06037551300,551300,06,037,Los Angeles County,California,5391,771,14.302,37,0.686,267,4.953,4220,78.279,241.0,26.0,157.0,537.0
4014,06037408631,408631,06,037,Los Angeles County,California,5321,629,11.821,77,1.447,1281,24.074,3053,57.376,323.0,76.0,307.0,558.0
4015,06037651001,651001,06,037,Los Angeles County,California,5721,2313,40.43,359,6.275,1517,26.516,1312,22.933,228.0,302.0,242.0,341.0
4020,06037701302,701302,06,037,Los Angeles County,California,4632,4177,90.177,13,0.281,304,6.563,76,1.641,335.0,22.0,129.0,70.0
4022,06037107020,107020,06,037,Los Angeles County,California,5327,398,7.471,0,0.0,451,8.466,4359,81.828,212.0,132.0,161.0,690.0
4025,06037117408,117408,06,037,Los Angeles County,California,3123,101,3.234,79,2.53,95,3.042,2689,86.103,75.0,94.0,98.0,350.0
4026,06037276603,276603,06,037,Los Angeles County,California,5337,3250,60.896,503,9.425,755,14.147,612,11.467,329.0,298.0,191.0,217.0
4028,06037192410,192410,06,037,Los Angeles County,California,3653,1727,47.276,106,2.902,838,22.94,913,24.993,211.0,78.0,178.0,293.0
4031,06037405101,405101,06,037,Los Angeles County,California,4898,299,6.105,0,0.0,496,10.127,4071,83.116,149.0,132.0,162.0,639.0
4033,06037137504,137504,06,037,Los Angeles County,California,1901,1773,93.267,57,2.998,0,0.0,11,0.579,154.0,78.0,132.0,17.0
4037,06037481500,481500,06,037,Los Angeles County,California,4623,455,9.842,0,0.0,2967,64.179,1184,25.611,90.0,132.0,283.0,351.0
4038,06037106406,106406,06,037,Los Angeles County,California,4982,979,19.651,133,2.67,553,11.1,3192,64.071,241.0,119.0,285.0,822.0
4042,06037670405,670405,06,037,Los Angeles County,California,2622,1405,53.585,169,6.445,824,31.426,108,4.119,187.0,138.0,167.0,59.0
4047,06037216401,216401,06,037,Los Angeles County,California,3826,3267,85.389,100,2.614,233,6.09,140,3.659,570.0,95.0,113.0,85.0
4054,06037300600,300600,06,037,Los Angeles County,California,8269,4987,60.31,88,1.064,1942,23.485,954,11.537,478.0,88.0,381.0,205.0
4066,06037139801,139801,06,037,Los Angeles County,California,2993,2602,86.936,116,3.876,156,5.212,39,1.303,398.0,158.0,111.0,40.0
4067,06037400604,400604,06,037,Los Angeles County,California,3045,874,28.703,281,9.228,270,8.867,1597,52.447,211.0,176.0,162.0,508.0
4069,06037535400,535400,06,037,Los Angeles County,California,3600,8,0.222,600,16.667,0,0.0,2992,83.111,16.0,292.0,132.0,485.0
4070,06037550000,550000,06,037,Los Angeles County,California,1071,252,23.529,169,15.78,131,12.232,511,47.712,153.0,150.0,132.0,221.0
4074,06037134424,134424,06,037,Los Angeles County,California,3016,1870,62.003,320,10.61,357,11.837,342,11.34,388.0,268.0,93.0,261.0
4076,06037404503,404503,06,037,Los Angeles County,California,3324,235,7.07,262,7.882,659,19.826,2158,64.922,103.0,213.0,244.0,357.0
4082,06037481402,481402,06,037,Los Angeles County,California,7607,308,4.049,30,0.394,5544,72.88,1725,22.676,137.0,47.0,682.0,490.0
4087,06037301702,301702,06,037,Los Angeles County,California,6341,4182,65.952,82,1.293,991,15.628,1086,17.127,441.0,99.0,310.0,216.0
4099,06037404901,404901,06,037,Los Angeles County,California,5991,117,1.953,0,0.0,734,12.252,5140,85.795,96.0,132.0,154.0,628.0
4100,06037462001,462001,06,037,Los Angeles County,California,5387,716,13.291,919,17.06,141,2.617,3404,63.189,467.0,531.0,151.0,496.0
4108,06037191301,191301,06,037,Los Angeles County,California,2655,380,14.313,280,10.546,372,14.011,1566,58.983,159.0,238.0,189.0,325.0
4109,06037240010,240010,06,037,Los Angeles County,California,3114,92,2.954,698,22.415,0,0.0,2303,73.956,80.0,220.0,132.0,487.0
4110,06037127910,127910,06,037,Los Angeles County,California,5678,1108,19.514,114,2.008,227,3.998,4197,73.917,273.0,102.0,145.0,517.0
4111,06037227020,227020,06,037,Los Angeles County,California,2602,0,0.0,142,5.457,0,0.0,2420,93.005,132.0,98.0,132.0,506.0
4112,06037543305,543305,06,037,Los Angeles County,California,2735,662,24.205,1056,38.611,155,5.667,841,30.75,135.0,263.0,100.0,274.0
4115,06037430501,430501,06,037,Los Angeles County,California,4365,3041,69.668,10,0.229,501,11.478,573,13.127,283.0,16.0,156.0,238.0
4118,06037135203,135203,06,037,Los Angeles County,California,7442,5235,70.344,14,0.188,865,11.623,1132,15.211,692.0,24.0,281.0,260.0
4121,06037301601,301601,06,037,Los Angeles County,California,6625,4759,71.834,190,2.868,248,3.743,1418,21.404,684.0,159.0,208.0,699.0
4135,06037265410,265410,06,037,Los Angeles County,California,1503,1205,80.173,0,0.0,62,4.125,104,6.919,120.0,132.0,39.0,88.0
4136,06037293307,293307,06,037,Los Angeles County,California,2636,354,13.429,328,12.443,257,9.75,1477,56.032,124.0,199.0,71.0,368.0
4137,06037603600,603600,06,037,Los Angeles County,California,3997,1177,29.447,360,9.007,1354,33.875,934,23.368,283.0,217.0,358.0,341.0
4140,06037183101,183101,06,037,Los Angeles County,California,4112,949,23.079,33,0.803,382,9.29,2636,64.105,194.0,50.0,142.0,448.0
4141,06037910301,910301,06,037,Los Angeles County,California,4020,3108,77.313,235,5.846,108,2.687,475,11.816,458.0,195.0,68.0,237.0
4144,06037226420,226420,06,037,Los Angeles County,California,5537,11,0.199,206,3.72,44,0.795,5276,95.286,18.0,121.0,37.0,596.0
4147,06037104620,104620,06,037,Los Angeles County,California,3017,62,2.055,0,0.0,0,0.0,2933,97.216,47.0,132.0,132.0,390.0
4149,06037554511,554511,06,037,Los Angeles County,California,4176,543,13.003,108,2.586,3161,75.694,253,6.058,205.0,92.0,280.0,188.0
4150,06037407502,407502,06,037,Los Angeles County,California,3831,195,5.09,13,0.339,139,3.628,3446,89.95,147.0,20.0,184.0,530.0
4156,06037294701,294701,06,037,Los Angeles County,California,3354,29,0.865,253,7.543,76,2.266,2996,89.326,36.0,164.0,82.0,427.0
4163,06037533106,533106,06,037,Los Angeles County,California,1772,16,0.903,0,0.0,0,0.0,1756,99.097,26.0,132.0,132.0,280.0
4166,06037533203,533203,06,037,Los Angeles County,California,2161,14,0.648,0,0.0,0,0.0,2130,98.565,24.0,132.0,132.0,335.0
4167,06037572700,572700,06,037,Los Angeles County,California,6282,239,3.805,518,8.246,2843,45.256,2436,38.777,121.0,163.0,519.0,463.0
4168,06037602900,602900,06,037,Los Angeles County,California,4225,155,3.669,864,20.45,225,5.325,2945,69.704,89.0,238.0,127.0,467.0
4172,06037920036,920036,06,037,Los Angeles County,California,3436,1050,30.559,64,1.863,121,3.522,2118,61.641,256.0,63.0,136.0,308.0
4180,06037231800,231800,06,037,Los Angeles County,California,5141,119,2.315,686,13.344,31,0.603,4296,83.564,192.0,254.0,47.0,604.0
4182,06037920106,920106,06,037,Los Angeles County,California,3216,969,30.131,66,2.052,47,1.461,2000,62.189,204.0,75.0,41.0,497.0
4189,06037222700,222700,06,037,Los Angeles County,California,4902,2493,50.857,279,5.692,1307,26.663,713,14.545,885.0,184.0,411.0,591.0
4190,06037980021,980021,06,037,Los Angeles County,California,0,0,,0,,0,,0,,132.0,132.0,132.0,132.0
4203,06037106642,106642,06,037,Los Angeles County,California,3324,1768,53.189,255,7.671,448,13.478,663,19.946,304.0,218.0,101.0,207.0
4206,06037201700,201700,06,037,Los Angeles County,California,5554,542,9.759,362,6.518,742,13.36,3804,68.491,174.0,153.0,209.0,502.0
4210,06037550902,550902,06,037,Los Angeles County,California,5526,763,13.807,495,8.958,600,10.858,3589,64.948,233.0,434.0,358.0,530.0
4212,06037500900,500900,06,037,Los Angeles County,California,5257,314,5.973,10,0.19,134,2.549,4775,90.831,96.0,15.0,121.0,476.0
4217,06037670324,670324,06,037,Los Angeles County,California,5195,4473,86.102,0,0.0,425,8.181,192,3.696,459.0,132.0,232.0,138.0
4219,06037530700,530700,06,037,Los Angeles County,California,2067,30,1.451,0,0.0,19,0.919,1980,95.791,49.0,132.0,27.0,435.0
4222,06037462301,462301,06,037,Los Angeles County,California,4966,871,17.539,398,8.014,532,10.713,3109,62.606,296.0,212.0,203.0,622.0
4232,06037402903,402903,06,037,Los Angeles County,California,4364,141,3.231,452,10.357,719,16.476,3049,69.867,77.0,332.0,382.0,478.0
4234,06037238320,238320,06,037,Los Angeles County,California,3664,75,2.047,955,26.064,0,0.0,2559,69.842,121.0,438.0,132.0,582.0
4235,06037543702,543702,06,037,Los Angeles County,California,6843,457,6.678,115,1.681,2361,34.502,3841,56.13,116.0,69.0,333.0,484.0
4246,06037620601,620601,06,037,Los Angeles County,California,5304,3016,56.863,121,2.281,742,13.989,1013,19.099,487.0,102.0,345.0,457.0
4256,06037183510,183510,06,037,Los Angeles County,California,2909,246,8.457,0,0.0,210,7.219,2421,83.224,109.0,132.0,100.0,398.0
4263,06037141400,141400,06,037,Los Angeles County,California,4493,3169,70.532,89,1.981,388,8.636,571,12.709,275.0,74.0,129.0,331.0
