record_id,date_reported,date_occurred,time_occurred,division,division_name,reporting_district,part_type,crime_code,crime_code_description,modus_operandi_code,victim_age,victim_sex,victim_descent,premises_code,premises_description,weapon_code,weapon_description,status_code,status_code_description,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,address,cross_street,latitude,longitude,division,year,quarter,day,month,weekday,monthname,descent_description,hour,minute
120401251,2012-11-06,2012-11-06,1600,,Hollenbeck,497,1,110,Criminal homicide,0554 1402 1100 0430,29,male,H,501,Single family dwelling,104.0,Shotgun,AA,adult_arrest,110,998,,,3300    HUNTER                       ST,,34.021,-118.208,4.0,2012,4,6,11,1,November,hispanic,16,00
120412745,2012-07-29,2012-07-28,2340,,Hollenbeck,489,1,110,Criminal homicide,0411 1409 1402 0416,39,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",207.0,Other knife,AA,adult_arrest,110,998,,,2900    THE MALL,,34.0239,-118.2144,4.0,2012,3,28,7,5,July,hispanic,23,40
120401328,2012-12-24,2012-12-24,1700,,Hollenbeck,439,1,110,Criminal homicide,1407 0430 0371 1100 0906 1218 0202 0342 1402 1309,35,male,H,213,Warehouse,102.0,Hand gun,IC,invest_cont,110,998,,,5300    VALLEY                       BL,,34.0745,-118.1681,4.0,2012,4,24,12,0,December,hispanic,17,00
120413235,2012-08-12,2012-08-12,0115,,Hollenbeck,471,1,110,Criminal homicide,0411 1218 1402,57,female,W,101,Street,500.0,Unknown weapon/other weapon,IC,invest_cont,110,998,,,RIO                          ST,7TH                          ST,34.0345,-118.2243,4.0,2012,3,12,8,6,August,white,01,15
120408060,2012-04-03,2012-04-03,2202,,Hollenbeck,461,1,110,Criminal homicide,1409 1407 1402 0430 0302 1411 1100 0342 0906,27,male,H,108,Parking lot,106.0,Unknown firearm,IC,invest_cont,110,998,,,GLESS                        ST,4TH                          ST,34.0429,-118.2227,4.0,2012,2,3,4,1,April,hispanic,22,02
120417513,2012-11-26,2012-11-26,1556,,Hollenbeck,404,1,110,Criminal homicide,0408 0907 0913 0440 1402 1409,30,male,H,501,Single family dwelling,509.0,Rope/ligature,AO,adult_other,110,998,,,500    KENDALL                      AV,,34.1014,-118.1871,4.0,2012,4,26,11,0,November,hispanic,15,56
120409340,2012-05-05,2012-05-05,2149,,Hollenbeck,461,1,110,Criminal homicide,1402 1100 0430 0906 1407 0302,20,male,H,101,Street,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,1ST                          ST,GLESS,34.0474,-118.2229,4.0,2012,2,5,5,5,May,hispanic,21,49
120400797,2012-05-13,2012-05-13,0135,,Hollenbeck,421,1,110,Criminal homicide,1100 0430 0302 1407 1409 1416 1251 1402 0906,22,male,B,146,Patio*,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,600    MOULTON                      AV,,34.066,-118.2189,4.0,2012,2,13,5,6,May,black,01,35
120400799,2012-05-13,2012-05-13,1920,,Hollenbeck,439,1,110,Criminal homicide,1100 0302 1309 0430 1407 1310 1306 1402 1419 0906,41,male,H,101,Street,104.0,Shotgun,AO,adult_other,110,998,,,5200    BORLAND                      RD,,34.0719,-118.1711,4.0,2012,2,13,5,6,May,hispanic,19,20
120411964,2012-07-10,2012-07-10,1130,,Hollenbeck,423,1,110,Criminal homicide,0302 1100 0429 0430 1407 0906,18,male,H,104,Driveway,102.0,Hand gun,IC,invest_cont,110,998,,,2600 N  MAIN                         ST,,34.066,-118.2154,4.0,2012,3,10,7,1,July,hispanic,11,30
120410681,2012-06-07,2012-06-07,1520,,Hollenbeck,462,1,110,Criminal homicide,0302 1100 0430 1407 1402 0906,29,male,H,102,Sidewalk,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,400 S  BOYLE                        AV,,34.0431,-118.2196,4.0,2012,2,7,6,3,June,hispanic,15,20
120412406,2012-07-20,2012-07-20,0815,,Hollenbeck,441,1,110,Criminal homicide,0430 0342 0326 0309 1100 1309 1402 1407,23,male,H,102,Sidewalk,102.0,Hand gun,IC,invest_cont,110,998,,,500 N  MISSION                      RD,,34.0543,-118.2258,4.0,2012,3,20,7,4,July,hispanic,08,15
120400990,2012-08-04,2012-08-04,1920,,Hollenbeck,408,1,110,Criminal homicide,0430 0302 1402 1407 1100 0906,19,male,H,119,"Porch, residential",109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,3600    LOCKE                        AV,,34.0871,-118.1799,4.0,2012,3,4,8,5,August,hispanic,19,20
120415216,2012-09-29,2012-09-29,1552,,Hollenbeck,437,1,110,Criminal homicide,1407 0302 0202 1309 1402 0430 1100 0906,29,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,4600    VALLEY                       BL,,34.0626,-118.1841,4.0,2012,3,29,9,5,September,hispanic,15,52
130407060,2013-03-18,2013-03-18,1123,,Hollenbeck,427,1,110,Criminal homicide,0302 1309 1100 0309 0430 1402 1407 1409,20,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,4500    FERNTOP                      DR,,34.0821,-118.1899,4.0,2013,1,18,3,0,March,hispanic,11,23
130411837,2013-07-23,2013-07-22,2231,,Hollenbeck,455,1,110,Criminal homicide,1100 0430 0371 0906 1402 1409 1407,42,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,2000    SHERIDAN                     ST,,34.0526,-118.2111,4.0,2013,3,22,7,0,July,hispanic,22,31
130412302,2013-08-13,2013-08-06,1540,,Hollenbeck,463,1,110,Criminal homicide,1402 1407 0430 1100 0906,18,male,H,103,Alley,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,2000    PENNSYLVANIA                 AV,,34.0464,-118.2144,4.0,2013,3,6,8,1,August,hispanic,15,40
130407453,2013-03-28,2013-03-28,1831,,Hollenbeck,489,1,110,Criminal homicide,0202 0302 0342 0430 1100 1313 1309 0906,36,male,H,119,"Porch, residential",102.0,Hand gun,IC,invest_cont,110,nan,,,3100    AINTREE                      LN,,34.0234,-118.2101,4.0,2013,1,28,3,3,March,hispanic,18,31
130404757,2013-01-19,2013-01-19,2216,,Hollenbeck,429,1,110,Criminal homicide,0312 0302 0319 1100 1309 0906 0342 1816 0334 0430,27,male,H,102,Sidewalk,102.0,Hand gun,AA,adult_arrest,110,nan,,,5100    HUNTINGTON DR,,34.089,-118.1718,4.0,2013,1,19,1,5,January,hispanic,22,16
130410358,2013-06-15,2013-06-15,1525,,Hollenbeck,424,1,110,Criminal homicide,0309 1407 0430 1100 1309 0906,28,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,3600 N  BROADWAY,,34.0738,-118.2026,4.0,2013,2,15,6,5,June,hispanic,15,25
130408098,2013-04-14,2013-04-14,1218,,Hollenbeck,416,1,110,Criminal homicide,0430 1270 0906 1100 1313 0302 1309 1402 1407 1409,21,male,H,102,Sidewalk,102.0,Hand gun,AO,adult_other,110,998,,,2400    EASTLAKE                     AV,,34.0738,-118.2078,4.0,2013,2,14,4,6,April,hispanic,12,18
130410643,2013-06-24,2013-06-22,2255,,Hollenbeck,443,1,110,Criminal homicide,1409 1100 1402 0430,21,male,H,121,Yard (residential/business),101.0,Revolver,IC,invest_cont,110,998,,,1100 N  CHICAGO                      ST,,34.056,-118.206,4.0,2013,2,22,6,5,June,hispanic,22,55
130410106,2013-06-07,2013-06-07,2255,,Hollenbeck,438,1,110,Criminal homicide,1100 0430 0906 1402 1407,43,male,H,101,Street,106.0,Unknown firearm,IC,invest_cont,110,998,,,2900    VAQUERO                      AV,,34.0786,-118.1693,4.0,2013,2,7,6,4,June,hispanic,22,55
130412099,2013-07-29,2013-07-29,1005,,Hollenbeck,469,1,110,Criminal homicide,1816 1100 0430 1409 1410 1407 0345 0906 1402,20,male,H,102,Sidewalk,106.0,Unknown firearm,AA,adult_arrest,110,998,,,3500    LANFRANCO                    ST,,34.0301,-118.195,4.0,2013,3,29,7,0,July,hispanic,10,05
130408358,2013-04-22,2013-04-22,0710,,Hollenbeck,407,1,110,Criminal homicide,1407 1409 1309 1310 1100 0430 1402 1240,46,male,H,101,Street,106.0,Unknown firearm,IC,invest_cont,110,998,,,HUNTINGTON D,COLLIS,34.0881,-118.1877,4.0,2013,2,22,4,0,April,hispanic,07,10
130416791,2013-12-02,2013-12-01,0200,,Hollenbeck,466,1,110,Criminal homicide,0411 1402,26,male,H,119,"Porch, residential",207.0,Other knife,IC,invest_cont,110,998,,,2400    MICHIGAN                     AV,,34.0453,-118.2088,4.0,2013,4,1,12,6,December,hispanic,02,00
130407056,2013-03-19,2013-03-18,1930,,Hollenbeck,413,1,110,Criminal homicide,0342 0430 0216 1100 1402 1407 0906 1409 0302,23,male,H,119,"Porch, residential",102.0,Hand gun,IC,invest_cont,110,998,,,3300    SMITH                        ST,,34.0831,-118.2127,4.0,2013,1,18,3,0,March,hispanic,19,30
130404479,2013-01-14,2013-01-13,1938,,Hollenbeck,407,1,110,Criminal homicide,1259 1402 1100 0430 1416 1310 0906,17,male,H,101,Street,106.0,Unknown firearm,AA,adult_arrest,110,998,,,BOUNDARY                     AV,VICTORINE                    ST,34.0866,-118.1929,4.0,2013,1,13,1,6,January,hispanic,19,38
130407306,2013-03-26,2013-03-24,1650,,Hollenbeck,471,1,110,Criminal homicide,1822 1100 1300 0430 1402 0906,36,male,H,108,Parking lot,102.0,Hand gun,IC,invest_cont,110,998,,,7TH                          ST,MISSION                      BL,34.0344,-118.2257,4.0,2013,1,24,3,6,March,hispanic,16,50
130411540,2013-07-15,2013-07-15,0010,,Hollenbeck,459,1,110,Criminal homicide,1402 1100 1820 0430 1419 1407 1416,37,male,H,501,Single family dwelling,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,3200    FOLSOM                       ST,,34.0434,-118.1954,4.0,2013,3,15,7,0,July,hispanic,00,10
130407007,2013-03-17,2013-03-17,2020,,Hollenbeck,421,1,110,Criminal homicide,0302 0430 1100 0906 1402 1407,24,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,400 S  AVENUE 19,,34.0686,-118.2195,4.0,2013,1,17,3,6,March,hispanic,20,20
140409751,2014-05-29,2014-05-29,1030,,Hollenbeck,478,1,110,Criminal homicide,1309 1100 0430 0906,27,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,nan,,,3000    ATLANTIC                     ST,,34.0276,-118.2093,4.0,2014,2,29,5,3,May,hispanic,10,30
140408375,2014-04-22,2014-04-22,1700,,Hollenbeck,404,1,110,Criminal homicide,0430 1100 1407 1816,52,male,H,102,Sidewalk,102.0,Hand gun,AA,adult_arrest,110,998,,,PASADENA                     FY,AVENUE 60,34.1077,-118.1861,4.0,2014,2,22,4,1,April,hispanic,17,00
140417184,2014-11-23,2014-11-23,1550,,Hollenbeck,499,1,110,Criminal homicide,1409 1402 1300 1309 1316 1317 0330,19,male,H,101,Street,307.0,Vehicle,JA,juv_arrest,110,998,,,PICO,ESPERANZA,34.018,-118.20100000000001,4.0,2014,4,23,11,6,November,hispanic,15,50
140411793,2014-07-18,2014-07-18,1115,,Hollenbeck,438,1,110,Criminal homicide,1100 1309 2004 0302 0430 1409 1402 1407 1419,34,male,H,203,Other business,102.0,Hand gun,AA,adult_arrest,110,998,,,5300    ALHAMBRA                     AV,,34.0754,-118.1702,4.0,2014,3,18,7,4,July,hispanic,11,15
140417606,2014-12-06,2014-12-05,2357,,Hollenbeck,448,1,110,Criminal homicide,1100 1310 1240 0430 1402 0906 1409,31,male,H,108,Parking lot,103.0,Rifle,IC,invest_cont,110,998,,,1500 N  EVERGREEN                    AV,,34.0596,-118.1934,4.0,2014,4,5,12,4,December,hispanic,23,57
140413830,2014-09-06,2014-09-06,0020,,Hollenbeck,439,1,110,Criminal homicide,1402 1100 0430 1309 0371 0906 0319 0202 0216,21,male,H,102,Sidewalk,102.0,Hand gun,AO,adult_other,110,998,,,5300    VALLEY                       BL,,34.0745,-118.1681,4.0,2014,3,6,9,5,September,hispanic,00,20
140404702,2014-01-17,2014-01-17,1725,,Hollenbeck,457,1,110,Criminal homicide,1402 1407 1100 0430 0906 1416,25,male,H,119,"Porch, residential",109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,600 N  FICKETT                      ST,,34.0486,-118.2041,4.0,2014,1,17,1,4,January,hispanic,17,25
140406371,2014-03-01,2014-03-01,2236,,Hollenbeck,422,1,110,Criminal homicide,1100 0302 0430 0906,18,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",103.0,Rifle,IC,invest_cont,110,998,,,2200    GRIFFIN                      AV,,34.0702,-118.2116,4.0,2014,1,1,3,5,March,hispanic,22,36
140412734,2014-08-10,2014-08-10,0015,,Hollenbeck,422,1,110,Criminal homicide,1402 0302 1100 0430 1310 1300 3101 3401 3701 3011,40,male,H,103,Alley,106.0,Unknown firearm,IC,invest_cont,110,998,,,2200    THOMAS                       ST,,34.0703,-118.2051,4.0,2014,3,10,8,6,August,hispanic,00,15
140407378,2014-03-26,2014-03-26,1510,,Hollenbeck,489,1,110,Criminal homicide,0430 1100 0906 0216 1407 1402 0342 0371 0302,26,male,H,102,Sidewalk,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,2800    WYNWOOD                      LN,,34.025999999999996,-118.2162,4.0,2014,1,26,3,2,March,hispanic,15,10
140407604,2014-04-02,2014-04-02,1620,,Hollenbeck,422,1,110,Criminal homicide,0302 0906 0430 1100 1407,23,male,H,101,Street,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,2800    MANITOU                      AV,,34.0719,-118.213,4.0,2014,2,2,4,2,April,hispanic,16,20
140414167,2014-09-14,2014-09-14,2230,,Hollenbeck,465,1,110,Criminal homicide,0302 1100 0430 1266 0913 1407 1402,43,male,H,104,Driveway,102.0,Hand gun,AA,adult_arrest,110,998,,,500 S  BERNAL                       AV,,34.0328,-118.1993,4.0,2014,3,14,9,6,September,hispanic,22,30
140400725,2014-04-19,2014-04-19,0023,,Hollenbeck,497,1,110,Criminal homicide,1100 0430 0906,25,male,H,108,Parking lot,104.0,Shotgun,IC,invest_cont,110,nan,,,2900    GLENN                        AV,,34.0235,-118.2152,4.0,2014,2,19,4,5,April,hispanic,00,23
140410809,2014-06-25,2014-06-25,1356,,Hollenbeck,421,1,110,Criminal homicide,1100 0430 0906 1402 1407,48,male,H,101,Street,106.0,Unknown firearm,AA,adult_arrest,110,998,,,200 S  AVENUE 19,,34.0721,-118.2213,4.0,2014,2,25,6,2,June,hispanic,13,56
140400553,2014-02-03,2014-02-03,0055,,Hollenbeck,455,1,110,Criminal homicide,1100 0302 0430 1419 1402,20,male,H,102,Sidewalk,102.0,Hand gun,JA,juv_arrest,110,998,,,2100 E  CESAR E CHAVEZ               AV,,34.0485,-118.2115,4.0,2014,1,3,2,0,February,hispanic,00,55
140400761,2014-05-03,2014-05-03,2340,,Hollenbeck,448,1,110,Criminal homicide,0302 1100 0430 0906 1816 1805 1407 1402,25,male,H,108,Parking lot,102.0,Hand gun,AA,adult_arrest,110,998,,,1600 N  SOTO                         ST,,34.0623,-118.198,4.0,2014,2,3,5,5,May,hispanic,23,40
150405773,2015-02-10,2015-02-10,0536,,Hollenbeck,455,1,110,Criminal homicide,1100 0430 1251 0906,20,male,H,104,Driveway,109.0,Semi-automatic pistol,AA,adult_arrest,110,nan,,,2100    SHERIDAN                     ST,,34.0516,-118.2095,4.0,2015,1,10,2,1,February,hispanic,05,36
150401081,2015-08-27,2015-08-27,1455,,Hollenbeck,438,1,110,Criminal homicide,1100 0302 0430 0906 0309 1309 1402 1407 1419,22,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,LOMBARDY                     BL,LA CALANDRIA                 DR,34.0758,-118.1737,4.0,2015,3,27,8,3,August,hispanic,14,55
150413331,2015-08-14,2015-08-14,1700,,Hollenbeck,424,1,110,Criminal homicide,1402 0411,50,male,H,109,Park/playground,500.0,Unknown weapon/other weapon,IC,invest_cont,110,998,,,3700 N  MISSION                      RD,,34.0685,-118.2011,4.0,2015,3,14,8,4,August,hispanic,17,00
150408538,2015-04-08,2015-04-08,2220,,Hollenbeck,467,1,110,Criminal homicide,1100 0353 0605 0430 0906,29,male,H,108,Parking lot,102.0,Hand gun,AO,adult_other,110,nan,,,SOTO                         ST,4TH                          ST,34.0406,-118.2117,4.0,2015,2,8,4,2,April,hispanic,22,20
150410165,2015-05-22,2015-05-22,1700,,Hollenbeck,415,1,110,Criminal homicide,1402 1409 1258 0411,17,male,H,102,Sidewalk,207.0,Other knife,AA,adult_arrest,110,998,,,2900 N  BROADWAY,,34.0762,-118.2119,4.0,2015,2,22,5,4,May,hispanic,17,00
150417864,2015-12-08,2015-12-08,2023,,Hollenbeck,455,1,110,Criminal homicide,1100 0430 0906 1402 1407 1409 1410,20,male,H,101,Street,106.0,Unknown firearm,IC,invest_cont,110,998,,,700    CORNWELL                     ST,,34.0523,-118.2068,4.0,2015,4,8,12,1,December,hispanic,20,23
150416351,2015-10-28,2015-10-28,1414,,Hollenbeck,407,1,110,Criminal homicide,0400 0906,0,female,H,109,Park/playground,302.0,Blunt instrument,JA,juv_arrest,110,nan,,,4200    MONTEREY                     RD,,34.0881,-118.1877,4.0,2015,4,28,10,2,October,hispanic,14,14
150407618,2015-03-21,2015-03-21,1853,,Hollenbeck,415,1,110,Criminal homicide,0302 1100 0430 1240 1310 1402 1407 1419 0906,37,male,H,101,Street,103.0,Rifle,AA,adult_arrest,110,998,,,2500    EASTLAKE                     AV,,34.0762,-118.2119,4.0,2015,1,21,3,5,March,hispanic,18,53
150414683,2015-09-20,2015-09-20,1335,,Hollenbeck,412,1,110,Criminal homicide,0430 1100 0906 1407,17,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,BARRANCA                     ST,AVENUE 28,34.0804,-118.2168,4.0,2015,3,20,9,6,September,hispanic,13,35
150416350,2015-10-28,2015-10-28,1414,,Hollenbeck,407,1,110,Criminal homicide,0400 1402 1415 0906 1100 0430,19,female,H,109,Park/playground,106.0,Unknown firearm,AA,adult_arrest,110,998,,,4200    MONTEREY                     RD,,34.0881,-118.1877,4.0,2015,4,28,10,2,October,hispanic,14,14
150401393,2015-11-28,2015-11-28,2315,,Hollenbeck,407,1,110,Criminal homicide,1402 1407 1100 1309 0302 0906 0430,25,male,H,101,Street,107.0,Other firearm,AA,adult_arrest,110,998,,,4400    MERCURY                      AV,,34.0859,-118.1929,4.0,2015,4,28,11,5,November,hispanic,23,15
150413708,2015-08-25,2015-08-25,0140,,Hollenbeck,438,1,110,Criminal homicide,0906 1407 1100 0302 0430,28,male,H,102,Sidewalk,102.0,Hand gun,IC,invest_cont,110,998,,,ITHACA                       AV,HAVEN                        ST,34.0765,-118.1703,4.0,2015,3,25,8,1,August,hispanic,01,40
160412786,2016-07-22,2016-07-22,2130,,Hollenbeck,477,1,110,Criminal homicide,2004 0906 1407 1402 1100 0430 1218,25,male,H,109,Park/playground,102.0,Hand gun,IC,invest_cont,110,998,,,900 S  MOTT                         ST,,34.0332,-118.213,4.0,2016,3,22,7,4,July,hispanic,21,30
160401151,2016-09-24,2016-09-24,0425,,Hollenbeck,461,1,110,Criminal homicide,1100 1407 0302 0430 0906,53,male,H,102,Sidewalk,106.0,Unknown firearm,AA,adult_arrest,110,998,,,100 S  PECAN                        ST,,34.0474,-118.2217,4.0,2016,3,24,9,5,September,hispanic,04,25
160414666,2016-09-04,2016-09-04,0112,,Hollenbeck,489,1,110,Criminal homicide,1402 1407 1409 1100 0430 0906,34,male,H,511,Project/tenement/public housing,106.0,Unknown firearm,IC,invest_cont,110,998,,,2800    THE MALL,,34.0248,-118.2158,4.0,2016,3,4,9,6,September,hispanic,01,12
160404725,2016-01-18,2016-01-18,1534,,Hollenbeck,463,1,110,Criminal homicide,1407 1402 1409 1100 0430 0906,37,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,2000 E  2ND                          ST,,34.0446,-118.2155,4.0,2016,1,18,1,0,January,hispanic,15,34
160416727,2016-10-24,2016-10-24,1430,,Hollenbeck,422,1,110,Criminal homicide,0430 1100 1310 0906 1402 1409,25,male,O,101,Street,106.0,Unknown firearm,AA,adult_arrest,110,998,,,2900 N  BROADWAY,,34.0737,-118.2117,4.0,2016,4,24,10,0,October,other,14,30
160414053,2016-08-21,2016-08-21,2030,,Hollenbeck,461,1,110,Criminal homicide,1100 0906 0430 1407,26,male,H,101,Street,106.0,Unknown firearm,AA,adult_arrest,110,998,,,GLESS                        ST,1ST                          ST,34.0452,-118.223,4.0,2016,3,21,8,6,August,hispanic,20,30
160409364,2016-05-03,2016-05-03,1115,,Hollenbeck,437,1,110,Criminal homicide,0906 1402 0411 1300 0345,35,male,H,101,Street,207.0,Other knife,AA,adult_arrest,110,998,,,4100    VALLEY                       BL,,34.0689,-118.1878,4.0,2016,2,3,5,1,May,hispanic,11,15
160407119,2016-03-13,2016-03-13,2135,,Hollenbeck,437,1,110,Criminal homicide,1100 0302 0430 1407 1402 0906 1419,43,male,H,101,Street,106.0,Unknown firearm,AA,adult_arrest,110,998,,,INDIANA                      ST,WORTH                        ST,34.0631,-118.1927,4.0,2016,1,13,3,6,March,hispanic,21,35
160418123,2016-11-28,2016-11-28,1925,,Hollenbeck,407,1,110,Criminal homicide,1409 1407 1100 0430 0906,24,male,H,104,Driveway,106.0,Unknown firearm,IC,invest_cont,110,998,,,4400    SINOVA                       ST,,34.0915,-118.1911,4.0,2016,4,28,11,0,November,hispanic,19,25
160405713,2016-02-09,2016-02-09,0213,,Hollenbeck,422,1,110,Criminal homicide,1402 1300 0430 1100 0906 1310,36,male,H,101,Street,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,BROADWAY,GRIFFIN                      AV,34.0737,-118.2117,4.0,2016,1,9,2,1,February,hispanic,02,13
160405653,2016-02-07,2016-02-07,1100,,Hollenbeck,453,1,110,Criminal homicide,0430 1300 1309 1310 1100 1402 1407 0906,19,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,ECHANDIA                     ST,N  CESAR E CHAVEZ               AV,34.0517,-118.2188,4.0,2016,1,7,2,6,February,hispanic,11,00
160412334,2016-07-11,2016-07-11,1545,,Hollenbeck,478,1,110,Criminal homicide,0430 0906 1100 1402 1407 1409 1419,54,male,H,707,Garage/carport,102.0,Hand gun,AA,adult_arrest,110,998,,,900 S  LORENA                       ST,,34.0278,-118.20100000000001,4.0,2016,3,11,7,0,July,hispanic,15,45
160417049,2016-11-01,2016-11-01,0811,,Hollenbeck,499,1,110,Criminal homicide,1309 1100 0906 0430 0302 1402,38,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,3500    EMERY                        ST,,34.0143,-118.2027,4.0,2016,4,1,11,1,November,hispanic,08,11
160418484,2016-12-07,2016-12-07,1935,,Hollenbeck,427,1,110,Criminal homicide,0430 0906 1100 1407,25,male,H,119,"Porch, residential",109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,4700    GREY                         DR,,34.0841,-118.1829,4.0,2016,4,7,12,2,December,hispanic,19,35
170408627,2017-04-15,2017-04-15,0001,,Hollenbeck,412,1,110,Criminal homicide,1100 0430 0906 1407 0302 1402 1218,35,female,H,101,Street,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,BARRANCA                     ST,AVENUE 28,34.0798,-118.21700000000001,4.0,2017,2,15,4,5,April,hispanic,00,01
170406457,2017-02-25,2017-02-25,1430,,Hollenbeck,448,1,110,Criminal homicide,1100 0906 1309 0302 0430 1419,23,male,H,102,Sidewalk,106.0,Unknown firearm,IC,invest_cont,110,998,,,1300    MURCHISON                    ST,,34.0562,-118.1985,4.0,2017,1,25,2,5,February,hispanic,14,30
170411189,2017-06-09,2017-06-09,2310,,Hollenbeck,489,1,110,Criminal homicide,1402 1409 0906 1100 0430 0216 0444 0312,30,male,H,108,Parking lot,102.0,Hand gun,IC,invest_cont,110,998,,,2800    CAMULOS                      PL,,34.0257,-118.21700000000001,4.0,2017,2,9,6,4,June,hispanic,23,10
170408519,2017-04-13,2017-04-13,0036,,Hollenbeck,469,1,110,Criminal homicide,1409 0906 0430 1100 1402 1407,21,male,H,101,Street,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,3500    LANFRANCO                    ST,,34.0301,-118.195,4.0,2017,2,13,4,3,April,hispanic,00,36
170415204,2017-09-07,2017-09-07,2045,,Hollenbeck,402,1,110,Criminal homicide,1100 0430 0906 1309 1407,44,male,O,101,Street,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,5300    MONTEREY                     RD,,34.0923,-118.1978,4.0,2017,3,7,9,3,September,other,20,45
170418619,2017-11-22,2017-11-22,1949,,Hollenbeck,423,1,110,Criminal homicide,1100 0906 1309 0430 0302 0309 1402,30,male,H,119,"Porch, residential",106.0,Unknown firearm,IC,invest_cont,110,998,,,1900    SICHEL                       ST,,34.066,-118.2129,4.0,2017,4,22,11,2,November,hispanic,19,49
170400538,2017-01-09,2017-01-07,1620,,Hollenbeck,477,1,110,Criminal homicide,0906 1100 0430 0302 2000 1814 1310 0312 1402,25,female,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,600 S  EVERGREEN                    AV,,34.0343,-118.2065,4.0,2017,1,7,1,5,January,hispanic,16,20
170416954,2017-10-17,2017-10-17,0134,,Hollenbeck,469,1,110,Criminal homicide,1100 0430 1407 1402 0906 0910,21,male,H,102,Sidewalk,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,200 S  INDIANA                      ST,,34.0338,-118.1924,4.0,2017,4,17,10,1,October,hispanic,01,34
170407422,2017-03-20,2017-03-20,0700,,Hollenbeck,488,1,110,Criminal homicide,1309 1316 0309 1100 0430 1402,31,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,8TH                          ST,FRESNO,34.0233,-118.2085,4.0,2017,1,20,3,0,March,hispanic,07,00
170413357,2017-07-30,2017-07-29,2159,,Hollenbeck,455,1,110,Criminal homicide,0906 1100 0430 1402 1407,21,male,H,122,"Vehicle, passenger/truck",106.0,Unknown firearm,IC,invest_cont,110,998,,,1900    BAILEY                       ST,,34.0527,-118.2135,4.0,2017,3,29,7,5,July,hispanic,21,59
170405138,2017-01-27,2017-01-27,1655,,Hollenbeck,409,1,110,Criminal homicide,1100 0430 0906 1402 1407 1419,42,male,H,102,Sidewalk,102.0,Hand gun,AA,adult_arrest,110,998,,,5300    ALMONT                       ST,,34.0916,-118.166,4.0,2017,1,27,1,4,January,hispanic,16,55
170411029,2017-06-06,2017-06-06,1453,,Hollenbeck,423,1,110,Criminal homicide,1100 0906 0302 0430 1402 1407 1218,35,male,H,102,Sidewalk,102.0,Hand gun,IC,invest_cont,110,998,,,1800    JOHNSTON                     ST,,34.0645,-118.2102,4.0,2017,2,6,6,1,June,hispanic,14,53
170419097,2017-12-05,2017-12-05,1250,,Hollenbeck,479,1,110,Criminal homicide,1218 1100 0906 1309 0302 0334 0430 1407 1402 1419,25,male,H,103,Alley,102.0,Hand gun,AA,adult_arrest,110,998,,,3500 E  6TH                          ST,,34.0296,-118.1961,4.0,2017,4,5,12,1,December,hispanic,12,50
170408190,2017-04-05,2017-04-05,1120,,Hollenbeck,471,1,110,Criminal homicide,1100 0430 0906 1407 1402,31,male,H,102,Sidewalk,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,2200    WHITTIER                     BL,,34.0381,-118.2262,4.0,2017,2,5,4,2,April,hispanic,11,20
170416405,2017-10-05,2017-10-05,0107,,Hollenbeck,453,1,110,Criminal homicide,1402 1407 1419 1409 1100 0906 0302 0342 0430,37,male,H,102,Sidewalk,102.0,Hand gun,AO,adult_other,110,998,,,1600    PENNSYLVANIA                 AV,,34.0487,-118.2192,4.0,2017,4,5,10,3,October,hispanic,01,07
