county,mail_returned,mail_rejected,rejected_pct,state,fips
Cherokee County,4056.0,2.0,0.0493096646942801,Iowa,19
Allegan,26528.0,13.0,0.0490048250904704,Michigan,26
ELBERT,2055.0,1.0,0.048661800486618,Georgia,13
Fremont County,2059.0,1.0,0.0485672656629432,Iowa,19
Clinton,22879.0,11.0,0.0480790244328861,Michigan,26
MURRAY,2080.0,1.0,0.0480769230769231,Georgia,13
Clare,6367.0,3.0,0.047117951939689,Michigan,26
Shelby County,4291.0,2.0,0.0466091820088557,Iowa,19
Lake,2166.0,1.0,0.0461680517082179,Michigan,26
BRADFORD,6585.0,3.0,0.0455580865603645,Pennsylvania,42
Livingston,61614.0,28.0,0.0454442172233583,Michigan,26
TIOGA,4597.0,2.0,0.0435066347618012,Pennsylvania,42
Washtenaw,130156.0,56.0,0.043025292725652295,Michigan,26
Missaukee,2544.0,1.0,0.0393081761006289,Michigan,26
POLK,2583.0,1.0,0.0387146728610143,North Carolina,37
Fayette County,5438.0,2.0,0.036778227289444604,Iowa,19
Arenac,2878.0,1.0,0.0347463516330785,Michigan,26
Winneshiek County,8811.0,3.0,0.034048348655090196,Iowa,19
Huron,6067.0,2.0,0.032965221691115904,Michigan,26
Berrien,36795.0,12.0,0.0326131267835304,Michigan,26
DAWSON,3085.0,1.0,0.0324149108589951,Georgia,13
TROUP,6461.0,2.0,0.030954960532425302,Georgia,13
Appanoose County,3235.0,1.0,0.0309119010819165,Iowa,19
PUTNAM,3299.0,1.0,0.030312215822976697,Georgia,13
Hillsdale,6604.0,2.0,0.0302846759539673,Michigan,26
Jackson,33272.0,10.0,0.0300553017552296,Michigan,26
Barry,13402.0,4.0,0.0298462915982689,Michigan,26
Ionia,10180.0,3.0,0.0294695481335953,Michigan,26
Jasper County,10932.0,3.0,0.0274423710208562,Iowa,19
WASHINGTON,37232.0,10.0,0.0268586162440911,Pennsylvania,42
McKEAN,4081.0,1.0,0.024503798088703697,Pennsylvania,42
CENTRE,33149.0,8.0,0.0241334580228665,Pennsylvania,42
PENDER,4332.0,1.0,0.023084025854109,North Carolina,37
HUNTINGDON,4617.0,1.0,0.0216590859865714,Pennsylvania,42
Cass,9883.0,2.0,0.0202367702114742,Michigan,26
CUMBERLAND,53175.0,10.0,0.0188058298072402,Pennsylvania,42
INDIANA,10683.0,2.0,0.018721332958906697,Pennsylvania,42
ALLEGHENY,349247.0,65.0,0.018611469819354198,Pennsylvania,42
SCHUYLKILL,16324.0,3.0,0.0183778485665278,Pennsylvania,42
BEDFORD,5630.0,1.0,0.0177619893428064,Pennsylvania,42
Otsego,5669.0,1.0,0.0176397953783736,Michigan,26
Gladwin,5689.0,1.0,0.0175777816839515,Michigan,26
NORTHAMPTON,74061.0,13.0,0.017553098121818503,Pennsylvania,42
UNION,6132.0,1.0,0.0163078930202218,Pennsylvania,42
CLAYTON,31537.0,4.0,0.012683514601896201,Georgia,13
BUTLER,33047.0,4.0,0.0121039731291797,Pennsylvania,42
CLEARFIELD,8581.0,1.0,0.0116536534203473,Pennsylvania,42
LYCOMING,13023.0,1.0,0.00767872226061583,Pennsylvania,42
FAYETTE,18839.0,1.0,0.00530813737459525,Georgia,13
FRANKLIN,21144.0,1.0,0.00472947408248203,Pennsylvania,42
CHEROKEE,37783.0,1.0,0.0026466929571500398,Georgia,13
WASHINGTON,0.0,0.0,0.0,North Carolina,37
ALLEGHANY,0.0,0.0,0.0,North Carolina,37
ASHE,0.0,0.0,0.0,North Carolina,37
MADISON,0.0,0.0,0.0,North Carolina,37
GATES,0.0,0.0,0.0,North Carolina,37
Esmeralda,167.0,0.0,0.0,Nevada,32
BLADEN,0.0,0.0,0.0,North Carolina,37
CHOWAN,0.0,0.0,0.0,North Carolina,37
TYRRELL,0.0,0.0,0.0,North Carolina,37
JONES,0.0,0.0,0.0,North Carolina,37
WARREN,0.0,0.0,0.0,North Carolina,37
CURRITUCK,0.0,0.0,0.0,North Carolina,37
PERQUIMANS,0.0,0.0,0.0,North Carolina,37
MACON,0.0,0.0,0.0,North Carolina,37
APPLING,1533.0,0.0,0.0,Georgia,13
YORK,0.0,0.0,0.0,Pennsylvania,42
RANDOLPH,680.0,0.0,0.0,Georgia,13
LAMAR,1769.0,0.0,0.0,Georgia,13
LANIER,563.0,0.0,0.0,Georgia,13
LAURENS,5122.0,0.0,0.0,Georgia,13
LINCOLN,1085.0,0.0,0.0,Georgia,13
MITCHELL,2208.0,0.0,0.0,Georgia,13
MONROE,2475.0,0.0,0.0,Georgia,13
MONTGOMERY,668.0,0.0,0.0,Georgia,13
MUSCOGEE,24777.0,0.0,0.0,Georgia,13
PICKENS,2913.0,0.0,0.0,Georgia,13
PULASKI,683.0,0.0,0.0,Georgia,13
QUITMAN,231.0,0.0,0.0,Georgia,13
RABUN,2613.0,0.0,0.0,Georgia,13
ROCKDALE,12631.0,0.0,0.0,Georgia,13
WYOMING,0.0,0.0,0.0,Pennsylvania,42
SCHLEY,317.0,0.0,0.0,Georgia,13
SCREVEN,1309.0,0.0,0.0,Georgia,13
STEPHENS,2194.0,0.0,0.0,Georgia,13
TALBOT,1190.0,0.0,0.0,Georgia,13
THOMAS,4127.0,0.0,0.0,Georgia,13
TURNER,528.0,0.0,0.0,Georgia,13
TWIGGS,1057.0,0.0,0.0,Georgia,13
UPSON,2786.0,0.0,0.0,Georgia,13
WARREN,739.0,0.0,0.0,Georgia,13
WAYNE,2127.0,0.0,0.0,Georgia,13
WEBSTER,351.0,0.0,0.0,Georgia,13
WHITFIELD,6526.0,0.0,0.0,Georgia,13
JONES,3009.0,0.0,0.0,Georgia,13
JOHNSON,759.0,0.0,0.0,Georgia,13
JEFFERSON,1708.0,0.0,0.0,Georgia,13
JEFF DAVIS,819.0,0.0,0.0,Georgia,13
BANKS,1387.0,0.0,0.0,Georgia,13
BRANTLEY,897.0,0.0,0.0,Georgia,13
BURKE,2522.0,0.0,0.0,Georgia,13
CANDLER,745.0,0.0,0.0,Georgia,13
CARROLL,9499.0,0.0,0.0,Georgia,13
CHATTAHOOCHEE,302.0,0.0,0.0,Georgia,13
CHATTOOGA,1792.0,0.0,0.0,Georgia,13
CLINCH,362.0,0.0,0.0,Georgia,13
DADE,1034.0,0.0,0.0,Georgia,13
DODGE,1307.0,0.0,0.0,Georgia,13
DOOLY,745.0,0.0,0.0,Georgia,13
DOUGLAS,19736.0,0.0,0.0,Georgia,13
ECHOLS,158.0,0.0,0.0,Georgia,13
EFFINGHAM,4976.0,0.0,0.0,Georgia,13
FANNIN,3459.0,0.0,0.0,Georgia,13
FLOYD,8732.0,0.0,0.0,Georgia,13
FRANKLIN,2044.0,0.0,0.0,Georgia,13
GLASCOCK,262.0,0.0,0.0,Georgia,13
HABERSHAM,4272.0,0.0,0.0,Georgia,13
HARALSON,2498.0,0.0,0.0,Georgia,13
HARRIS,4266.0,0.0,0.0,Georgia,13
