brand,location_name,phone,street,city,state,zip,latitude,longitude,url
Chili's,Tempe,(480) 967-2082,400 W. University Dr.,Tempe,AZ,85281,33.4221723,-111.9445498,https://www.chilis.com/locations/us/arizona/tempe/tempe/
Chili's,Dobson,(480) 969-0515,1025 N. Dobson Rd.,Mesa,AZ,85201,33.4345019,-111.8657818,https://www.chilis.com/locations/us/arizona/mesa/dobson/
Chili's,Gilbert Gateway,(480) 716-8660,5016 South Power Rd.,Gilbert,AZ,85212,33.325035,-111.687433,https://www.chilis.com/locations/us/arizona/gilbert/gilbert-gateway/
Chili's,Superstition Springs,(480) 807-6003,1435 S. Power Rd.,Mesa,AZ,85206,33.3893407,-111.6843233,https://www.chilis.com/locations/us/arizona/mesa/superstition-springs/
Chili's,McKellips Road,(480) 325-7582,6648 E. McKellips Road,Mesa,AZ,85215,33.4523695,-111.6870797,https://www.chilis.com/locations/us/arizona/mesa/mckellips-road/
Chili's,Talking Stick,(480) 750-2299,8991 East Talking Stick Way,Scottsdale,AZ,85250,33.538342,-111.888872,https://www.chilis.com/locations/us/arizona/scottsdale/talking-stick/
Chili's,Signal Butte,(480) 380-7264,1951 S Signal Butte Rd,Mesa,AZ,85209,33.3795859,-111.6012351,https://www.chilis.com/locations/us/arizona/mesa/signal-butte/
Chili's,Paradise Valley,(602) 494-1330,12660 N. Tatum,Phoenix,AZ,85032,33.6027156,-111.9792557,https://www.chilis.com/locations/us/arizona/phoenix/paradise-valley/
Chili's,Desert Sky,(623) 849-8847,2612 N. 75th Ave.,Phoenix,AZ,85035,33.4767917,-112.2211727,https://www.chilis.com/locations/us/arizona/phoenix/desert-sky/
Chili's,Metro Center,(602) 997-4600,10237 N. Metro Pkwy. W.,Phoenix,AZ,85051,33.5798588,-112.122116,https://www.chilis.com/locations/us/arizona/phoenix/metro-center/
Chili's,Flagstaff,(928) 774-4546,1500 S. Milton Rd.,Flagstaff,AZ,86001,35.185015,-111.660919,https://www.chilis.com/locations/us/arizona/flagstaff/flagstaff/
Chili's,Palm Valley,(623) 535-4222,1371 N. Litchfield Rd.,Goodyear,AZ,85338,33.4619899,-112.3574658,https://www.chilis.com/locations/us/arizona/goodyear/palm-valley/
Chili's,Surprise,(623) 975-1433,13765 West Bell Road,Surprise,AZ,85374,33.6380311,-112.3562505,https://www.chilis.com/locations/us/arizona/surprise/surprise/
Chili's,Arrowhead,(623) 979-5850,7717 W. Bell Rd.,Peoria,AZ,85382,33.6377498,-112.2250357,https://www.chilis.com/locations/us/arizona/peoria/arrowhead/
Chili's,Happy Valley,(623) 572-0107,10040 W. Happy Valley Rd,Peoria,AZ,85383,33.7126155,-112.2755544,https://www.chilis.com/locations/us/arizona/peoria/happy-valley/
Chili's,Deer Valley,(623) 587-9100,3039 W Agua Fria Frwy,Phoenix,AZ,85027,33.6677601,-112.1240616,https://www.chilis.com/locations/us/arizona/phoenix/deer-valley/
Chili's,Phoenix Bell,(602) 863-1093,513 E. Bell Rd.,Phoenix,AZ,85022,33.6391217,-112.0664826,https://www.chilis.com/locations/us/arizona/phoenix/phoenix-bell/
Chili's,Kingman,(928) 681-3444,3840 N. Stockton Hill Road,Kingman,AZ,86409,35.234255,-114.036832,https://www.chilis.com/locations/us/arizona/kingman/kingman/
Chili's,Lake Havasu,(928) 854-5450,120 Swanson Avenue,Lake Havasu City,AZ,86403,34.470357,-114.342839,https://www.chilis.com/locations/us/arizona/lake-havasu-city/lake-havasu/
Chili's,Oro Valley,(520) 219-5479,11065 N. Oracle Rd.,Oro Valley,AZ,85737,32.407046,-110.9468387,https://www.chilis.com/locations/us/arizona/oro-valley/oro-valley/
Chili's,Cortaro,(520) 572-9065,5975 W. Arizona Pavilions Dr.,Tucson,AZ,85743,32.3544522,-111.0923048,https://www.chilis.com/locations/us/arizona/tucson/cortaro/
Chili's,Tucson,(520) 747-3330,5150 E. Broadway Blvd.,Tucson,AZ,85711,32.2212627,-110.8820295,https://www.chilis.com/locations/us/arizona/tucson/tucson/
Chili's,Valencia,(520) 573-1809,1640 W. Valencia Rd.,Tucson,AZ,85746,32.1343884,-111.001356,https://www.chilis.com/locations/us/arizona/tucson/valencia/
Chili's,Payson,(928) 468-7036,900 South Beeline Highway,Payson,AZ,85541,34.2296276,-111.3270472,https://www.chilis.com/locations/us/arizona/payson/payson/
Chili's,Carefree,(623) 580-4100,34710 N. North Valley Pkwy,Phoenix,AZ,85086,33.7999302,-112.1300348,https://www.chilis.com/locations/us/arizona/phoenix/carefree/
Chili's,Prescott Valley,(928) 775-6918,7281 Pav Way,Prescott Valley,AZ,86314,34.5845264,-112.338628,https://www.chilis.com/locations/us/arizona/prescott-valley/prescott-valley/
Chili's,Sierra Vista,(520) 439-4800,4001 E. Highway 90,Sierra Vista,AZ,85635,31.555247,-110.256577,https://www.chilis.com/locations/us/arizona/sierra-vista/sierra-vista/
Chili's,Yuma,(928) 782-1444,1331 S. Yuma Palms Parkway,Yuma,AZ,85365,32.703048,-114.60394,https://www.chilis.com/locations/us/arizona/yuma/yuma/
Chili's,Benton,(501) 776-0370,20725 Interstate-30,Benton,AR,72015,34.6055045,-92.5323667,https://www.chilis.com/locations/us/arkansas/benton/benton/
Chili's,Little Rock,(501) 404-9700,12505 W. Markham St.,Little Rock,AR,72211,34.7538,-92.4119,https://www.chilis.com/locations/us/arkansas/little-rock/little-rock/
Chili's,Little Rock AP,(501) 753-3333,1 Airport Road,Little Rock,AR,72202,34.7302394,-92.2197064,https://www.chilis.com/locations/us/arkansas/little-rock/little-rock-ap/
Chili's,N. Little Rock,(501) 753-3333,4000 McCain Blvd,N Little Rock,AR,72116,34.7902998,-92.2290053,https://www.chilis.com/locations/us/arkansas/n-little-rock/n-little-rock/
Chili's,Conway,(501) 730-0225,1111 E. Oak,Conway,AR,72032,35.0907187,-92.4142528,https://www.chilis.com/locations/us/arkansas/conway/conway/
Chili's,HWY 67,(501) 241-1800,1800 W. Main,Jacksonville,AR,72076,34.8680396,-92.128952,https://www.chilis.com/locations/us/arkansas/jacksonville/hwy-67/
Chili's,Fayetteville,(479) 521-9921,772 E. Millsap St.,Fayetteville,AR,72703,36.115481,-94.1464549,https://www.chilis.com/locations/us/arkansas/fayetteville/fayetteville/
Chili's,Rogers,(479) 936-9990,420 N. 46th St.,Rogers,AR,72756,36.3389505,-94.1799566,https://www.chilis.com/locations/us/arkansas/rogers/rogers/
Chili's,Ft. Smith,(479) 452-6800,6720 Rogers Ave.,Ft. Smith,AR,72903,35.3555518,-94.3586077,https://www.chilis.com/locations/us/arkansas/ft-smith/ft-smith/
Chili's,Van Buren,(479) 471-8445,2024 Fayetteville Road,Van Buren,AR,72956,35.4667975,-94.3554269,https://www.chilis.com/locations/us/arkansas/van-buren/van-buren/
Chili's,Poteau,(918) 647-0507,4103 N. Broadway,Poteau,OK,74953,35.09684,-94.633095,https://www.chilis.com/locations/us/oklahoma/poteau/poteau/
Chili's,Hot Springs,(501) 520-0431,3815 Central Avenue,Hot Springs,AR,71913,34.4627495,-93.0607275,https://www.chilis.com/locations/us/arkansas/hot-springs/hot-springs/
Chili's,Jonesboro,(870) 268-6805,1900 Stadium,Jonesboro,AR,72401,35.8223707,-90.6682222,https://www.chilis.com/locations/us/arkansas/jonesboro/jonesboro/
Chili's,Paragould,(870) 240-0476,2515 W Kings Hwy,Paragould,AR,72450,36.0600049,-90.518036,https://www.chilis.com/locations/us/arkansas/paragould/paragould/
Chili's,Mountain Home,(870) 492-4294,2785 Highway 62 East,Mountain Home,AR,72653,36.357462,-92.340684,https://www.chilis.com/locations/us/arkansas/mountain-home/mountain-home/
Chili's,Pine Bluff,(870) 534-9763,5511 Olive St.,Pine Bluff,AR,71603,34.1736967,-92.0058396,https://www.chilis.com/locations/us/arkansas/pine-bluff/pine-bluff/
Chili's,Russellville,(479) 498-4431,107 N. Elmira Ave.,Russellville,AR,72802,35.278534,-93.103086,https://www.chilis.com/locations/us/arkansas/russellville/russellville/
Chili's,Searcy,(501) 305-3222,3705 E. Race Avenue,Searcy,AR,72143,35.2498228,-91.6838686,https://www.chilis.com/locations/us/arkansas/searcy/searcy/
Chili's,Antioch,(925) 754-5880,5809 Lone Tree Way,Antioch,CA,94531,37.9620081,-121.7364314,https://www.chilis.com/locations/us/california/antioch/antioch/
Chili's,Somersville,(925) 755-8805,4330 Century Blvd,Pittsburg,CA,94565,38.0062851,-121.8418248,https://www.chilis.com/locations/us/california/pittsburg/somersville/
Chili's,Concord,(925) 676-4062,1501 Concord Ave.,Concord,CA,94520,37.9789372,-122.0413054,https://www.chilis.com/locations/us/california/concord/concord/
Chili's,Livermore,(925) 371-8977,4261 1st Street,Livermore,CA,94550,37.69531,-121.745072,https://www.chilis.com/locations/us/california/livermore/livermore/
Chili's,Pleasanton,(925) 734-0911,4801 Hopyard Rd,Pleasanton,CA,94588,37.6925878,-121.9029696,https://www.chilis.com/locations/us/california/pleasanton/pleasanton/
Chili's,Tracy,(209) 835-0687,2030 W. Grant Line Rd.,Tracy,CA,95377,37.7537241,-121.4537914,https://www.chilis.com/locations/us/california/tracy/tracy/
Chili's,Stockton,(209) 474-9004,5756 Pacific Ave Ste 95,Stockton,CA,95207,38.0016678,-121.3163414,https://www.chilis.com/locations/us/california/stockton/stockton/
Chili's,Bakersfield,(661) 588-5872,8950 Rosedale Highway,Bakersfield,CA,93312,35.3840347,-119.1017379,https://www.chilis.com/locations/us/california/bakersfield/bakersfield/
Chili's,Gosford Village,(661) 663-4083,5443 Gosford Rd,Bakersfield,CA,93313,35.3053986,-119.092646,https://www.chilis.com/locations/us/california/bakersfield/gosford-village/
Chili's,Barstow,(760) 253-3700,2808 Lenwood Rd,Barstow,CA,92311,34.8492626,-117.0849671,https://www.chilis.com/locations/us/california/barstow/barstow/
Chili's,Highland Springs,(951) 849-0218,1490 E. 2nd St.,Beaumont,CA,92223,33.9236098,-116.9551102,https://www.chilis.com/locations/us/california/beaumont/highland-springs/
Chili's,Hemet,(951) 652-2777,2100 W. Florida Avenue,Hemet,CA,92545,33.7477303,-116.9937389,https://www.chilis.com/locations/us/california/hemet/hemet/
Chili's,Stoneridge,(951) 242-3357,27050 Fir Ave,Moreno Valley,CA,92555,33.9360209,-117.1893727,https://www.chilis.com/locations/us/california/moreno-valley/stoneridge/
Chili's,Moreno Valley,(951) 653-1814,12525 Frederick St,Moreno Valley,CA,92553,33.9384698,-117.2618707,https://www.chilis.com/locations/us/california/moreno-valley/moreno-valley/
Chili's,Redlands,(909) 307-2913,10020 Alabama St.,Redlands,CA,92374,34.0716049,-117.2092332,https://www.chilis.com/locations/us/california/redlands/redlands/
Chili's,San Bernardino,(909) 885-6167,475 E. Hospitality Ln.,San Bernardino,CA,92408,34.0658839,-117.2745547,https://www.chilis.com/locations/us/california/san-bernardino/san-bernardino/
Chili's,Mission Village,(951) 776-0952,499 Alessandro Blvd.,Riverside,CA,92508,33.9157959,-117.3219648,https://www.chilis.com/locations/us/california/riverside/mission-village/
Chili's,Buena Park,(714) 252-9050,8376 La Palma Avenue,Buena Park,CA,90620,33.8463654,-117.9903227,https://www.chilis.com/locations/us/california/buena-park/buena-park/
Chili's,LA Cypress,(714) 229-0478,10643 Valley View,Cypress,CA,90630,33.8084112,-118.0289327,https://www.chilis.com/locations/us/california/cypress/la-cypress/
Chili's,La Habra,(562) 690-7491,1600 W. Imperial Highway,La Habra,CA,90631,33.9169486,-117.9636844,https://www.chilis.com/locations/us/california/la-habra/la-habra/
Chili's,Orange,(714) 771-4071,1411 W. Katella Ave.,Orange,CA,92867,33.8092936,-117.8674393,https://www.chilis.com/locations/us/california/orange/orange/
Chili's,Whittier,(562) 693-7300,13580 Whittier Blvd.,Whittier,CA,90605,33.9611534,-118.029874,https://www.chilis.com/locations/us/california/whittier/whittier/
Chili's,Candlewood,(562) 602-1808,4931 Candlewood,Lakewood,CA,90712,33.8540834,-118.135499,https://www.chilis.com/locations/us/california/lakewood/candlewood/
Chili's,Downey,(562) 803-9151,12030 Lakewood Blvd.,Downey,CA,90242,33.9274982,-118.1282836,https://www.chilis.com/locations/us/california/downey/downey/
Chili's,Yorba Linda,(714) 524-8162,18380 Yorba Linda Blvd.,Yorba Linda,CA,92886,33.8881473,-117.813558,https://www.chilis.com/locations/us/california/yorba-linda/yorba-linda/
Chili's,Puente Hills,(626) 581-4769,17588 Castleton St,City of Industry,CA,91748,33.9935732,-117.9203021,https://www.chilis.com/locations/us/california/city-of-industry/puente-hills/
Chili's,Pico Rivera,(562) 948-1876,8890 Washington Blvd.,Pico Rivera,CA,90660,33.9835003,-118.0984855,https://www.chilis.com/locations/us/california/pico-rivera/pico-rivera/
Chili's,Long Beach,(562) 590-5103,30 Shoreline Drive West,Long Beach,CA,90802,33.7628756,-118.1943224,https://www.chilis.com/locations/us/california/long-beach/long-beach/
Chili's,Diamond Bar,(909) 396-1222,707 Grand Avenue,Diamond Bar,CA,91765,34.0061091,-117.821928,https://www.chilis.com/locations/us/california/diamond-bar/diamond-bar/
Chili's,Irvine,(949) 250-8636,3745 Alton Pkwy.,Irvine,CA,92606,33.6828251,-117.8153716,https://www.chilis.com/locations/us/california/irvine/irvine/
Chili's,Rancho Dominguez,(310) 516-1180,20760 S. Avalon Blvd.,Carson,CA,90746,33.842215,-118.2621425,https://www.chilis.com/locations/us/california/carson/rancho-dominguez/
Chili's,West Covina,(626) 915-8809,2929 E Eastland Ctr Dr,West Covina,CA,91791,34.072421,-117.882954,https://www.chilis.com/locations/us/california/west-covina/west-covina/
Chili's,Chino Hills,(909) 364-9098,3670 Grand Ave.,Chino Hills,CA,91709,34.001511,-117.7265488,https://www.chilis.com/locations/us/california/chino-hills/chino-hills/
Chili's,Monrovia,(626) 303-1604,630 W. Huntington Dr.,Monrovia,CA,91016,34.1397256,-118.0127077,https://www.chilis.com/locations/us/california/monrovia/monrovia/
Chili's,Glendora,(909) 599-8300,1371 E. Gladstone St.,Glendora,CA,91740,34.1161804,-117.8352007,https://www.chilis.com/locations/us/california/glendora/glendora/
Chili's,Inglewood,(310) 674-2505,3490 West Century Blvd.,Inglewood,CA,90303,33.9451654,-118.33237,https://www.chilis.com/locations/us/california/inglewood/inglewood/
Chili's,Torrance,(310) 792-9012,21835 Hawthorne Blvd.,Torrance,CA,90503,33.8291552,-118.3526381,https://www.chilis.com/locations/us/california/torrance/torrance/
Chili's,Capitola Mall,(831) 462-1813,1855 41st Avenue,Capitola,CA,95010,36.9760514,-121.9663821,https://www.chilis.com/locations/us/california/capitola/capitola-mall/
Chili's,Blossom Hill,(408) 266-4800,5650 Almaden Expwy.,San Jose,CA,95118,37.2499407,-121.8746548,https://www.chilis.com/locations/us/california/san-jose/blossom-hill/
Chili's,Morgan Hill,(408) 779-4152,1039 Cochrane Road,Morgan Hill,CA,95037,37.155154,-121.6499701,https://www.chilis.com/locations/us/california/morgan-hill/morgan-hill/
Chili's,Gilroy,(408) 842-4000,850 Renz Lane,Gilroy,CA,95020,37.0045643,-121.5531726,https://www.chilis.com/locations/us/california/gilroy/gilroy/
Chili's,Boronda Crossings,(831) 444-9113,1940 N Davis Rd,Salinas,CA,93907,36.7197281,-121.6669026,https://www.chilis.com/locations/us/california/salinas/boronda-crossings/
Chili's,Manhattan Beach,(310) 546-5847,"2620 N. Sepulveda Blvd,",Manhattan Beach,CA,90266,33.8953898,-118.3942446,https://www.chilis.com/locations/us/california/manhattan-beach/manhattan-beach/
Chili's,Chico,(530) 345-1687,1908 E. 20th St.,Chico,CA,95928,39.728122,-121.808645,https://www.chilis.com/locations/us/california/chico/chico/
Chili's,Montclair,(909) 626-0171,9393 Monte Vista Ave,Montclair,CA,91763,34.0835261,-117.6977451,https://www.chilis.com/locations/us/california/montclair/montclair/
Chili's,La Verne,(909) 596-1666,1912 Foothill Blvd.,La Verne,CA,91750,34.1141207,-117.7689421,https://www.chilis.com/locations/us/california/la-verne/la-verne/
Chili's,Upland,(909) 932-1051,1191 E. 19th St.,Upland,CA,91784,34.1333603,-117.6347337,https://www.chilis.com/locations/us/california/upland/upland/
Chili's,Rancho Cucamonga,(909) 948-5955,10598 Foothill Blvd.,Rancho Cucamonga,CA,91730,34.1069402,-117.5735553,https://www.chilis.com/locations/us/california/rancho-cucamonga/rancho-cucamonga/
Chili's,Corona,(951) 734-7275,3579 Grand Oaks,Corona,CA,92881,33.8232872,-117.5133929,https://www.chilis.com/locations/us/california/corona/corona/
Chili's,Fontana,(909) 646-7779,15252 Summit Avenue,Fontana,CA,92336,34.1505908,-117.4745242,https://www.chilis.com/locations/us/california/fontana/fontana/
Chili's,Otay Ranch,(619) 482-5551,"2015 Birch Rd., Ste.2400",Chula Vista,CA,91915,32.6230551,-116.9662409,https://www.chilis.com/locations/us/california/chula-vista/otay-ranch/
Chili's,Rancho del Rey,(619) 656-2910,800 Paseo Del Rey,Chula Vista,CA,91910,32.6364856,-117.028775,https://www.chilis.com/locations/us/california/chula-vista/rancho-del-rey/
Chili's,La Mesa,(619) 589-9890,8285 Fletcher Pkwy.,La Mesa,CA,91942,32.7769561,-117.0183297,https://www.chilis.com/locations/us/california/la-mesa/la-mesa/
Chili's,Mission Valley,(619) 280-7996,4252 Camino Del Rio N.,San Diego,CA,92108,32.779699,-117.103315,https://www.chilis.com/locations/us/california/san-diego/mission-valley/
Chili's,Santee,(619) 258-5811,9804 Mission Gorge Road,Santee,CA,92071,32.8390361,-116.981925,https://www.chilis.com/locations/us/california/santee/santee/
Chili's,Sports Arena,(619) 223-1107,3494 Sports Arena Blvd.,San Diego,CA,92110,32.7538998,-117.2110751,https://www.chilis.com/locations/us/california/san-diego/sports-arena/
Chili's,Clairemont Town Sqr,(858) 273-3058,4060 Clairemont Mesa Blvd,San Diego,CA,92117,32.8296214,-117.2021637,https://www.chilis.com/locations/us/california/san-diego/clairemont-town-sqr/
Chili's,Scripps Gateway,(858) 566-2096,10184 Scripps Highland Drive,San Diego,CA,92131,32.9371215,-117.1095923,https://www.chilis.com/locations/us/california/san-diego/scripps-gateway/
Chili's,San Leandro,(510) 317-0323,"15555 E 14th St, Suite 366",San Leandro,CA,94578,37.7026938,-122.1256128,https://www.chilis.com/locations/us/california/san-leandro/san-leandro/
Chili's,Lake Elsinore,(951) 245-5101,29233 Central Ave,Lake Elsinore,CA,92532,33.6959293,-117.3350267,https://www.chilis.com/locations/us/california/lake-elsinore/lake-elsinore/
Chili's,Mission Viejo,(949) 364-2207,27407 Bellogente,Mission Viejo,CA,92691,33.5644438,-117.6626821,https://www.chilis.com/locations/us/california/mission-viejo/mission-viejo/
Chili's,EL Centro,(760) 352-2116,3303 S. Dogwood Road,El Centro,CA,92243,32.763785,-115.534361,https://www.chilis.com/locations/us/california/el-centro/el-centro/
Chili's,Elk Grove,(916) 478-2478,7410 Laguna Blvd.,Elk Grove,CA,95758,38.4231306,-121.4167262,https://www.chilis.com/locations/us/california/elk-grove/elk-grove/
Chili's,Sacramento,(916) 905-2480,2029 Arden Way,Sacramento,CA,95825,38.5965515,-121.4181097,https://www.chilis.com/locations/us/california/sacramento/sacramento/
Chili's,Rancho Cordova,(916) 635-1621,3199 Zinfandel Drive,Rancho Cordova,CA,95670,38.5841495,-121.2849683,https://www.chilis.com/locations/us/california/rancho-cordova/rancho-cordova/
Chili's,Natomas,(916) 285-8703,3870 Truxel Rd.,Sacramento,CA,95834,38.6384049,-121.5037491,https://www.chilis.com/locations/us/california/sacramento/natomas/
Chili's,Fair Oaks,(916) 962-0404,5303 Sunrise Blvd.,Fair Oaks,CA,95628,38.6624858,-121.2725133,https://www.chilis.com/locations/us/california/fair-oaks/fair-oaks/
Chili's,Folsom,(916) 351-1118,161 Iron Point Rd.,Folsom,CA,95630,38.6434425,-121.190876,https://www.chilis.com/locations/us/california/folsom/folsom/
Chili's,Lodi,(209) 369-1808,2745 W. Kettleman Lane,Lodi,CA,95242,38.1160916,-121.3101171,https://www.chilis.com/locations/us/california/lodi/lodi/
Chili's,Encino,(818) 906-8469,17240 Ventura Blvd,Encino,CA,91316,34.1604272,-118.5089698,https://www.chilis.com/locations/us/california/encino/encino/
Chili's,Northridge,(818) 886-2191,9200 Reseda Blvd.,Northridge,CA,91324,34.237635,-118.535478,https://www.chilis.com/locations/us/california/northridge/northridge/
Chili's,West Hills,(818) 704-9537,6775 Fallbrook Ave.,West Hills,CA,91307,34.1925075,-118.6237304,https://www.chilis.com/locations/us/california/west-hills/west-hills/
Chili's,Golden Valley Ranch,(661) 299-2588,19071 Golden Valley Rd,Santa Clarita,CA,91387,34.3943268,-118.4624296,https://www.chilis.com/locations/us/california/santa-clarita/golden-valley-ranch/
Chili's,Santa Clarita,(661) 260-3620,25970 The Old Rd,Santa Clarita,CA,91381,34.3931068,-118.5738527,https://www.chilis.com/locations/us/california/santa-clarita/santa-clarita/
Chili's,Simi Valley,(805) 527-0377,25 W. Cochran,Simi Valley,CA,93065,34.2822717,-118.7950825,https://www.chilis.com/locations/us/california/simi-valley/simi-valley/
Chili's,Newbury Park,(805) 214-9947,1700 Newbury Road,Thousand Oaks,CA,91320,34.1836497,-118.9167532,https://www.chilis.com/locations/us/california/thousand-oaks/newbury-park/
Chili's,Escondido,(760) 737-5101,1105 W. Valley Pkwy.,Escondido,CA,92025,33.1160855,-117.0970038,https://www.chilis.com/locations/us/california/escondido/escondido/
Chili's,Vista,(760) 639-1958,255 Vista Village Drive,Vista,CA,92083,33.1975348,-117.2482814,https://www.chilis.com/locations/us/california/vista/vista/
Chili's,Oceanside,(760) 967-1064,2627 Vista Way,Oceanside,CA,92054,33.1829329,-117.3310381,https://www.chilis.com/locations/us/california/oceanside/oceanside/
Chili's,West Roseville,(916) 780-1907,10585 Fairway Dr.,Roseville,CA,95678,38.7954649,-121.292088,https://www.chilis.com/locations/us/california/roseville/west-roseville/
Chili's,Victorville,(760) 244-1786,11910 Amargosa Rd.,Victorville,CA,92392,34.4663887,-117.3505238,https://www.chilis.com/locations/us/california/victorville/victorville/
Chili's,Fremont,(510) 792-2800,39131 Fremont Blvd.,Fremont,CA,94538,37.547057,-121.986063,https://www.chilis.com/locations/us/california/fremont/fremont/
Chili's,Union City,(510) 675-9810,32120 Dyer Street,Union City,CA,94587,37.5993892,-122.0701204,https://www.chilis.com/locations/us/california/union-city/union-city/
Chili's,Mountain View,(650) 941-2227,2560 W. El Camino Real,Mountain View,CA,94040,37.4010476,-122.1109462,https://www.chilis.com/locations/us/california/mountain-view/mountain-view/
Chili's,Santa Clara,(408) 554-9578,3591 El Camino Real,Santa Clara,CA,95051,37.3528898,-121.9953001,https://www.chilis.com/locations/us/california/santa-clara/santa-clara/
Chili's,Downtown San Jose,(408) 275-9340,543 Coleman Avenue,San Jose,CA,95110,37.3404058,-121.9057682,https://www.chilis.com/locations/us/california/san-jose/downtown-san-jose/
Chili's,Eastridge Mall,(408) 532-6727,2185 Eastridge Loop,San Jose,CA,95122,37.3233775,-121.8124473,https://www.chilis.com/locations/us/california/san-jose/eastridge-mall/
Chili's,San Bruno,(650) 952-2692,899 El Camino Real,San Bruno,CA,94066,37.6304176,-122.4181853,https://www.chilis.com/locations/us/california/san-bruno/san-bruno/
Chili's,Fresno,(559) 432-3711,7010 N. Fresno,Fresno,CA,93720,36.8378131,-119.7804754,https://www.chilis.com/locations/us/california/fresno/fresno/
Chili's,W. Fresno,(559) 271-4055,3585 W. Shaw Avenue,Fresno,CA,93711,36.8078947,-119.8577807,https://www.chilis.com/locations/us/california/fresno/w-fresno/
Chili's,Goleta,(805) 968-8585,6950 Market Place Drive,Goleta,CA,93117,34.4297256,-119.8705608,https://www.chilis.com/locations/us/california/goleta/goleta/
Chili's,Hanford,(559) 589-1077,119 N. 12th Ave.,Hanford,CA,93230,36.3231278,-119.6725054,https://www.chilis.com/locations/us/california/hanford/hanford/
Chili's,Visalia,(559) 749-0213,4015 S. Mooney Blvd,Visalia,CA,93277,36.2942765,-119.3145528,https://www.chilis.com/locations/us/california/visalia/visalia/
Chili's,Tulare,(559) 686-4475,1292 E. Prosperity Ave,Tulare,CA,93274,36.2263659,-119.3270784,https://www.chilis.com/locations/us/california/tulare/tulare/
Chili's,Murrieta,(951) 698-8003,41070 California Oaks Rd.,Murrieta,CA,92562,33.5642372,-117.2040762,https://www.chilis.com/locations/us/california/murrieta/murrieta/
Chili's,Temecula,(951) 694-0099,27645 Ynez Rd.,Temecula,CA,92591,33.5028088,-117.1500318,https://www.chilis.com/locations/us/california/temecula/temecula/
Chili's,Edwards,(661) 945-1502,43510 10th St W,Lancaster,CA,93534,34.6732965,-118.1473983,https://www.chilis.com/locations/us/california/lancaster/edwards/
Chili's,Antelope Valley,(661) 267-1581,1021 West Rancho Vista Blvd,Palmdale,CA,93551,34.6031608,-118.148734,https://www.chilis.com/locations/us/california/palmdale/antelope-valley/
