fips,place,state,total_reg_voters,mail_ballots_sent,poll_place_elect_day,poll_place_early,total_votes_cast,year
0503500000,CRITTENDEN COUNTY,AR,31886.0,1327.0,22.0,2.0,16684.0,2020
0503700000,CROSS COUNTY,AR,10310.0,396.0,1371.0,5159.0,6986.0,2020
0503900000,DALLAS COUNTY,AR,4541.0,119.0,5.0,1.0,2666.0,2020
0504100000,DESHA COUNTY,AR,7143.0,383.0,8.0,,4156.0,2020
0504300000,DREW COUNTY,AR,11608.0,739.0,8.0,2.0,7000.0,2020
0504500000,FAULKNER COUNTY,AR,77681.0,4774.0,21.0,8.0,54534.0,2020
0504700000,FRANKLIN COUNTY,AR,9749.0,407.0,6.0,2.0,7074.0,2020
0504900000,FULTON COUNTY,AR,7595.0,435.0,6.0,1.0,5151.0,2020
0505100000,GARLAND COUNTY,AR,66198.0,,16.0,,44407.0,2020
0505300000,GRANT COUNTY,AR,12095.0,496.0,9.0,1.0,8210.0,2020
0505500000,GREENE COUNTY,AR,22061.0,1080.0,9.0,,16186.0,2020
0505700000,HEMPSTEAD COUNTY,AR,10291.0,704.0,10.0,1.0,6869.0,2020
0505900000,HOT SPRING COUNTY,AR,18209.0,1125.0,5.0,2.0,12588.0,2020
0506100000,HOWARD COUNTY,AR,7359.0,-88.0,4.0,,4846.0,2020
0506300000,INDEPENDENCE COUNTY,AR,22010.0,991.0,12.0,2.0,14466.0,2020
0506500000,IZARD COUNTY,AR,9008.0,555.0,10.0,3.0,5159.0,2020
0506700000,JACKSON COUNTY,AR,7908.0,280.0,9.0,,5155.0,2020
0506900000,JEFFERSON COUNTY,AR,44193.0,2217.0,39.0,1.0,25253.0,2020
0507100000,JOHNSON COUNTY,AR,16806.0,780.0,13.0,1.0,9391.0,2020
0507300000,LAFAYETTE COUNTY,AR,4402.0,,,,,2020
0507500000,LAWRENCE COUNTY,AR,8502.0,351.0,4835.0,,5208.0,2020
0507700000,LEE COUNTY,AR,5035.0,0.0,3.0,,2875.0,2020
0507900000,LINCOLN COUNTY,AR,6422.0,304.0,12.0,1.0,3893.0,2020
0508100000,LITTLE RIVER COUNTY,AR,7201.0,290.0,1051.0,,5200.0,2020
0508300000,LOGAN COUNTY,AR,12214.0,408.0,8.0,2.0,8225.0,2020
0508500000,LONOKE COUNTY,AR,49741.0,2082.0,13.0,6.0,30399.0,2020
0508700000,MADISON COUNTY,AR,10274.0,730.0,5.0,1.0,7379.0,2020
0508900000,MARION COUNTY,AR,10723.0,868.0,6.0,3.0,7531.0,2020
0509100000,MILLER COUNTY,AR,24640.0,846.0,13.0,5.0,16443.0,2020
0509300000,MISSISSIPPI COUNTY,AR,20601.0,554.0,18.0,4.0,11355.0,2020
0509500000,MONROE COUNTY,AR,4297.0,174.0,1023.0,-88.0,2817.0,2020
0509700000,MONTGOMERY COUNTY,AR,5074.0,347.0,5.0,1.0,3879.0,2020
0509900000,NEVADA COUNTY,AR,5834.0,,,,,2020
0510100000,NEWTON COUNTY,AR,6628.0,,11.0,,4013.0,2020
0510300000,OUACHITA COUNTY,AR,15973.0,1190.0,7.0,,9357.0,2020
0510500000,PERRY COUNTY,AR,6406.0,257.0,10.0,2.0,4668.0,2020
0510700000,PHILLIPS COUNTY,AR,10673.0,588.0,14.0,1.0,5956.0,2020
0510900000,PIKE COUNTY,AR,5662.0,267.0,4.0,2.0,4244.0,2020
0511100000,POINSETT COUNTY,AR,12357.0,356.0,8.0,3.0,7548.0,2020
0511300000,POLK COUNTY,AR,12130.0,713.0,9.0,1.0,8438.0,2020
0511500000,POPE COUNTY,AR,35220.0,2126.0,7.0,4.0,24505.0,2020
0511700000,PRAIRIE COUNTY,AR,4981.0,156.0,10.0,2.0,3503.0,2020
0511900000,PULASKI COUNTY,AR,256192.0,27213.0,116.0,11.0,170870.0,2020
0512100000,RANDOLPH COUNTY,AR,10623.0,463.0,15.0,2.0,6833.0,2020
0512300000,ST. FRANCIS COUNTY,AR,11609.0,499.0,16.0,1.0,7136.0,2020
0512500000,SALINE COUNTY,AR,78265.0,4717.0,25.0,4.0,57185.0,2020
0512700000,SCOTT COUNTY,AR,5169.0,187.0,12.0,1.0,3542.0,2020
0512900000,SEARCY COUNTY,AR,5220.0,219.0,1.0,,,2020
0513100000,SEBASTIAN COUNTY,AR,73401.0,4397.0,31.0,6.0,47291.0,2020
0513300000,SEVIER COUNTY,AR,7466.0,330.0,6.0,1.0,5231.0,2020
0513500000,SHARP COUNTY,AR,11377.0,617.0,9.0,,7600.0,2020
0513700000,STONE COUNTY,AR,8870.0,401.0,9.0,1.0,5932.0,2020
0513900000,UNION COUNTY,AR,27974.0,1721.0,19.0,1.0,16608.0,2020
0514100000,VAN BUREN COUNTY,AR,10751.0,723.0,4.0,1.0,7838.0,2020
0514300000,WASHINGTON COUNTY,AR,141842.0,12585.0,41.0,12.0,94783.0,2020
0514500000,WHITE COUNTY,AR,44997.0,2252.0,32.0,,30970.0,2020
0514700000,WOODRUFF COUNTY,AR,4545.0,130.0,6.0,1.0,2479.0,2020
0514900000,YELL COUNTY,AR,10382.0,390.0,1860.0,4551.0,6815.0,2020
0600100000,ALAMEDA COUNTY,CA,1084410.0,1002763.0,101.0,101.0,783181.0,2020
0600300000,ALPINE COUNTY,CA,982.0,836.0,1.0,1.0,749.0,2020
0600500000,AMADOR COUNTY,CA,29251.0,28072.0,3.0,4.0,22620.0,2020
0600700000,BUTTE COUNTY,CA,148013.0,132562.0,10.0,9.0,104151.0,2020
0600900000,CALAVERAS COUNTY,CA,36532.0,32928.0,4.0,4.0,27523.0,2020
0601100000,COLUSA COUNTY,CA,10070.0,10081.0,11.0,-99.0,8050.0,2020
0601300000,CONTRA COSTA COUNTY,CA,735818.0,724540.0,154.0,18.0,590503.0,2020
0601500000,DEL NORTE COUNTY,CA,17789.0,16566.0,19.0,0.0,11624.0,2020
0601700000,EL DORADO COUNTY,CA,147198.0,140648.0,13.0,13.0,117102.0,2020
0601900000,FRESNO COUNTY,CA,573873.0,520826.0,54.0,54.0,369131.0,2020
0602100000,GLENN COUNTY,CA,15025.0,15451.0,2.0,2.0,11455.0,2020
0602300000,HUMBOLDT COUNTY,CA,102265.0,88156.0,14.0,10.0,69914.0,2020
0602500000,IMPERIAL COUNTY,CA,108397.0,84475.0,42.0,-99.0,57366.0,2020
0602700000,INYO COUNTY,CA,12037.0,11290.0,6.0,0.0,9624.0,2020
0602900000,KERN COUNTY,CA,477886.0,440645.0,152.0,9.0,309143.0,2020
0603100000,KINGS COUNTY,CA,69084.0,63099.0,6.0,7.0,44274.0,2020
0603300000,LAKE COUNTY,CA,46177.0,38437.0,23.0,-88.0,29265.0,2020
0603500000,LASSEN COUNTY,CA,15414.0,15278.0,2.0,2.0,12122.0,2020
0603700000,LOS ANGELES COUNTY,CA,7122542.0,6067822.0,811.0,811.0,4263059.0,2020
0603900000,MADERA COUNTY,CA,80595.0,74690.0,8.0,3.0,54370.0,2020
0604100000,MARIN COUNTY,CA,188059.0,179405.0,30.0,30.0,158031.0,2020
0604300000,MARIPOSA COUNTY,CA,12946.0,13083.0,4.0,32.0,10482.0,2020
0604500000,MENDOCINO COUNTY,CA,56493.0,54390.0,18.0,0.0,44272.0,2020
0604700000,MERCED COUNTY,CA,144364.0,128116.0,-99.0,-99.0,94843.0,2020
0604900000,MODOC COUNTY,CA,6751.0,3931.0,4.0,-99.0,4403.0,2020
0605100000,MONO COUNTY,CA,8788.0,8320.0,7.0,-88.0,6753.0,2020
0605300000,MONTEREY COUNTY,CA,226045.0,215892.0,87.0,-88.0,165976.0,2020
0605500000,NAPA COUNTY,CA,88300.0,90944.0,9.0,9.0,73269.0,2020
0605700000,NEVADA COUNTY,CA,84137.0,77437.0,8.0,7.0,65007.0,2020
0605900000,ORANGE COUNTY,CA,2061672.0,1840954.0,168.0,170.0,1545838.0,2020
0606100000,PLACER COUNTY,CA,290409.0,280976.0,28.0,0.0,241614.0,2020
0606300000,PLUMAS COUNTY,CA,13704.0,13617.0,1.0,0.0,11422.0,2020
0606500000,RIVERSIDE COUNTY,CA,1463308.0,1386589.0,130.0,4.0,1016896.0,2020
0606700000,SACRAMENTO COUNTY,CA,1049495.0,918404.0,85.0,19.0,729569.0,2020
0606900000,SAN BENITO COUNTY,CA,38975.0,37731.0,5.0,1.0,29207.0,2020
0607100000,SAN BERNARDINO COUNTY,CA,1294038.0,1165484.0,211.0,6.0,850876.0,2020
0607300000,SAN DIEGO COUNTY,CA,2437272.0,1948032.0,236.0,236.0,1627753.0,2020
0607500000,SAN FRANCISCO COUNTY,CA,616670.0,563893.0,589.0,-99.0,450262.0,2020
0607700000,SAN JOAQUIN COUNTY,CA,416153.0,425746.0,35.0,35.0,299311.0,2020
0607900000,SAN LUIS OBISPO COUNTY,CA,204736.0,192835.0,23.0,23.0,162504.0,2020
0608100000,SAN MATEO COUNTY,CA,554665.0,484868.0,49.0,49.0,380203.0,2020
0608300000,SANTA BARBARA COUNTY,CA,268594.0,255422.0,38.0,38.0,203479.0,2020
0608500000,SANTA CLARA COUNTY,CA,1243464.0,1093144.0,100.0,100.0,863964.0,2020
0608700000,SANTA CRUZ COUNTY,CA,210731.0,191588.0,20.0,0.0,146857.0,2020
0608900000,SHASTA COUNTY,CA,136598.0,113922.0,61.0,-99.0,102882.0,2020
0609100000,SIERRA COUNTY,CA,2472.0,2324.0,1.0,0.0,1964.0,2020
0609300000,SISKIYOU COUNTY,CA,35949.0,30828.0,17.0,-99.0,23796.0,2020
0609500000,SOLANO COUNTY,CA,338764.0,276655.0,101.0,1.0,209002.0,2020
0609700000,SONOMA COUNTY,CA,300586.0,322915.0,30.0,30.0,272244.0,2020
0609900000,STANISLAUS COUNTY,CA,356744.0,299701.0,28.0,28.0,217185.0,2020
0610100000,SUTTER COUNTY,CA,58285.0,55054.0,5.0,5.0,43270.0,2020
0610300000,TEHAMA COUNTY,CA,40241.0,38531.0,31.0,0.0,29078.0,2020
0610500000,TRINITY COUNTY,CA,8948.0,8603.0,1.0,-99.0,6387.0,2020
0610700000,TULARE COUNTY,CA,230719.0,231673.0,23.0,19.0,148648.0,2020
0610900000,TUOLUMNE COUNTY,CA,37998.0,37337.0,5.0,-99.0,30705.0,2020
0611100000,VENTURA COUNTY,CA,594523.0,557851.0,48.0,48.0,429978.0,2020
0611300000,YOLO COUNTY,CA,149469.0,132871.0,13.0,13.0,97389.0,2020
0611500000,YUBA COUNTY,CA,53193.0,40668.0,19.0,0.0,30201.0,2020
0800100000,ADAMS COUNTY,CO,316308.0,295133.0,20.0,20.0,240147.0,2020
0800300000,ALAMOSA COUNTY,CO,10936.0,10039.0,1.0,1.0,7968.0,2020
0800500000,ARAPAHOE COUNTY,CO,459641.0,421720.0,29.0,29.0,357102.0,2020
0800700000,ARCHULETA COUNTY,CO,12024.0,10764.0,1.0,1.0,9310.0,2020
0800900000,BACA COUNTY,CO,2965.0,2683.0,1.0,1.0,2252.0,2020
0801100000,BENT COUNTY,CO,3339.0,2834.0,1.0,1.0,2306.0,2020
0801300000,BOULDER COUNTY,CO,254616.0,241586.0,20.0,20.0,211481.0,2020
0801400000,BROOMFIELD COUNTY,CO,57100.0,53820.0,4.0,4.0,47421.0,2020
0801500000,CHAFFEE COUNTY,CO,17052.0,15681.0,3.0,3.0,13953.0,2020
0801700000,CHEYENNE COUNTY,CO,1428.0,1296.0,1.0,1.0,1153.0,2020
0801900000,CLEAR CREEK COUNTY,CO,8594.0,7755.0,1.0,1.0,6666.0,2020
0802100000,CONEJOS COUNTY,CO,5570.0,5337.0,1.0,1.0,4414.0,2020
0802300000,COSTILLA COUNTY,CO,3026.0,2742.0,1.0,1.0,2145.0,2020
0802500000,CROWLEY COUNTY,CO,2361.0,2186.0,1.0,1.0,1778.0,2020
0802700000,CUSTER COUNTY,CO,4469.0,4134.0,1.0,1.0,3717.0,2020
0802900000,DELTA COUNTY,CO,23861.0,22644.0,2.0,3.0,19685.0,2020
0803100000,DENVER COUNTY,CO,522663.0,483640.0,36.0,41.0,402469.0,2020
0803300000,DOLORES COUNTY,CO,1915.0,1706.0,1.0,1.0,1465.0,2020
0803500000,DOUGLAS COUNTY,CO,277366.0,263610.0,20.0,11.0,235874.0,2020
0803700000,EAGLE COUNTY,CO,38014.0,35605.0,4.0,4.0,29911.0,2020
0803900000,ELBERT COUNTY,CO,22676.0,21440.0,3.0,1.0,19281.0,2020
0804100000,EL PASO COUNTY,CO,516745.0,465649.0,35.0,32.0,387908.0,2020
0804300000,FREMONT COUNTY,CO,33168.0,30585.0,3.0,1.0,25905.0,2020
0804500000,GARFIELD COUNTY,CO,40723.0,37646.0,3.0,2.0,31496.0,2020
0804700000,GILPIN COUNTY,CO,5656.0,4938.0,1.0,1.0,4272.0,2020
0804900000,GRAND COUNTY,CO,13198.0,12102.0,3.0,1.0,10085.0,2020
0805100000,GUNNISON COUNTY,CO,14479.0,13347.0,3.0,2.0,11494.0,2020
0805300000,HINSDALE COUNTY,CO,793.0,712.0,1.0,1.0,644.0,2020
0805500000,HUERFANO COUNTY,CO,5792.0,5463.0,1.0,1.0,4476.0,2020
0805700000,JACKSON COUNTY,CO,1272.0,1037.0,1.0,1.0,895.0,2020
0805900000,JEFFERSON COUNTY,CO,459282.0,436747.0,32.0,32.0,384256.0,2020
0806100000,KIOWA COUNTY,CO,1080.0,1035.0,1.0,1.0,913.0,2020
0806300000,KIT CARSON COUNTY,CO,5087.0,4635.0,1.0,1.0,3904.0,2020
0806500000,LAKE COUNTY,CO,5919.0,4841.0,1.0,1.0,4045.0,2020
0806700000,LA PLATA COUNTY,CO,48741.0,42178.0,5.0,5.0,36312.0,2020
0806900000,LARIMER COUNTY,CO,280782.0,261736.0,18.0,12.0,228713.0,2020
0807100000,LAS ANIMAS COUNTY,CO,11670.0,10064.0,1.0,1.0,8093.0,2020
0807300000,LINCOLN COUNTY,CO,3432.0,3129.0,1.0,1.0,2678.0,2020
0807500000,LOGAN COUNTY,CO,13343.0,12409.0,3.0,1.0,10652.0,2020
0807700000,MESA COUNTY,CO,119045.0,107941.0,8.0,5.0,91914.0,2020
0807900000,MINERAL COUNTY,CO,937.0,895.0,1.0,1.0,775.0,2020
0808100000,MOFFAT COUNTY,CO,9723.0,8540.0,1.0,1.0,7106.0,2020
0808300000,MONTEZUMA COUNTY,CO,21282.0,19230.0,4.0,2.0,15722.0,2020
0808500000,MONTROSE COUNTY,CO,31197.0,29214.0,3.0,2.0,25307.0,2020
0808700000,MORGAN COUNTY,CO,18306.0,17049.0,3.0,1.0,13925.0,2020
0808900000,OTERO COUNTY,CO,13074.0,12219.0,3.0,10.0,9755.0,2020
0809100000,OURAY COUNTY,CO,4908.0,4604.0,1.0,1.0,4107.0,2020
0809300000,PARK COUNTY,CO,16225.0,14482.0,3.0,2.0,12507.0,2020
0809500000,PHILLIPS COUNTY,CO,3397.0,2949.0,1.0,1.0,2512.0,2020
0809700000,PITKIN COUNTY,CO,15207.0,14443.0,3.0,1.0,12397.0,2020
0809900000,PROWERS COUNTY,CO,7708.0,7189.0,1.0,1.0,5623.0,2020
0810100000,PUEBLO COUNTY,CO,119536.0,111803.0,8.0,8.0,89575.0,2020
0810300000,RIO BLANCO COUNTY,CO,4762.0,4308.0,2.0,2.0,3728.0,2020
0810500000,RIO GRANDE COUNTY,CO,8572.0,7687.0,1.0,1.0,6405.0,2020
0810700000,ROUTT COUNTY,CO,21491.0,20076.0,3.0,2.0,17280.0,2020
0810900000,SAGUACHE COUNTY,CO,4733.0,4237.0,1.0,1.0,3460.0,2020
0811100000,SAN JUAN COUNTY,CO,772.0,673.0,1.0,1.0,580.0,2020
0811300000,SAN MIGUEL COUNTY,CO,6664.0,6155.0,3.0,1.0,5273.0,2020
0811500000,SEDGWICK COUNTY,CO,1910.0,1704.0,1.0,1.0,1474.0,2020
0811700000,SUMMIT COUNTY,CO,25608.0,22602.0,3.0,1.0,18983.0,2020
0811900000,TELLER COUNTY,CO,22031.0,19408.0,3.0,1.0,17246.0,2020
0812100000,WASHINGTON COUNTY,CO,3682.0,3395.0,1.0,1.0,3037.0,2020
0812300000,WELD COUNTY,CO,217500.0,203078.0,14.0,8.0,169638.0,2020
0812500000,YUMA COUNTY,CO,6172.0,5892.0,2.0,1.0,5039.0,2020
0900104720,BETHEL TOWN,CT,14123.0,5044.0,5.0,-88.0,11277.0,2020
0900108070,BRIDGEPORT TOWN,CT,81605.0,16772.0,24.0,-88.0,55551.0,2020
0900108980,BROOKFIELD TOWN,CT,13601.0,4934.0,2.0,-88.0,10860.0,2020
0900118500,DANBURY TOWN,CT,46777.0,14522.0,7.0,-88.0,32524.0,2020
0900118850,DARIEN TOWN,CT,16085.0,7457.0,6.0,-88.0,13254.0,2020
0900123890,EASTON TOWN,CT,6278.0,2259.0,1.0,-88.0,5073.0,2020
0900126620,FAIRFIELD TOWN,CT,46929.0,18339.0,10.0,-88.0,35810.0,2020
0900133620,GREENWICH TOWN,CT,45514.0,19782.0,12.0,-88.0,36594.0,2020
0900148620,MONROE TOWN,CT,14441.0,4782.0,4.0,-88.0,12109.0,2020
0900150580,NEW CANAAN TOWN,CT,16142.0,6553.0,3.0,-88.0,12706.0,2020
0900150860,NEW FAIRFIELD TOWN,CT,11518.0,3645.0,2.0,-88.0,8683.0,2020
0900152980,NEWTOWN TOWN,CT,20883.0,9058.0,6.0,-88.0,17503.0,2020
0900156060,NORWALK TOWN,CT,59910.0,20900.0,13.0,-88.0,43780.0,2020
0900163480,REDDING TOWN,CT,7832.0,3263.0,2.0,-88.0,6048.0,2020
0900163970,RIDGEFIELD TOWN,CT,21020.0,9450.0,4.0,-88.0,16447.0,2020
0900168170,SHELTON TOWN,CT,29719.0,9900.0,5.0,-88.0,24167.0,2020
0900168310,SHERMAN TOWN,CT,2935.0,785.0,1.0,-88.0,2354.0,2020
0900173070,STAMFORD TOWN,CT,80915.0,30163.0,22.0,-88.0,60205.0,2020
0900174190,STRATFORD TOWN,CT,38864.0,11734.0,13.0,-88.0,28439.0,2020
0900177200,TRUMBULL TOWN,CT,28664.0,10314.0,5.0,-88.0,22414.0,2020
0900183430,WESTON TOWN,CT,8261.0,3834.0,2.0,-88.0,6611.0,2020
0900183500,WESTPORT TOWN,CT,21981.0,11718.0,7.0,-88.0,17828.0,2020
0900186370,WILTON TOWN,CT,14436.0,6452.0,3.0,-88.0,11929.0,2020
0900302060,AVON TOWN,CT,15113.0,6905.0,3.0,-88.0,12082.0,2020
0900304300,BERLIN TOWN,CT,15912.0,5477.0,5.0,-88.0,13015.0,2020
0900305910,BLOOMFIELD TOWN,CT,16758.0,7634.0,5.0,-88.0,12980.0,2020
