fips,place,state,total_reg_voters,mail_ballots_sent,poll_place_elect_day,poll_place_early,total_votes_cast,year,place_type,place_clean
0110300000,MORGAN COUNTY,AL,85651.0,3202.0,39.0,1.0,53905.0,2020,County,Morgan
0110500000,PERRY COUNTY,AL,8206.0,987.0,12.0,1.0,5258.0,2020,County,Perry
0110700000,PICKENS COUNTY,AL,14424.0,499.0,19.0,1.0,9686.0,2020,County,Pickens
0110900000,PIKE COUNTY,AL,23664.0,625.0,33.0,1.0,13895.0,2020,County,Pike
0111100000,RANDOLPH COUNTY,AL,18406.0,,26.0,1.0,10873.0,2020,County,Randolph
0111300000,RUSSELL COUNTY,AL,42721.0,1781.0,17.0,1.0,21394.0,2020,County,Russell
0111500000,ST. CLAIR COUNTY,AL,68132.0,2473.0,30.0,1.0,44551.0,2020,County,St. Clair
0111700000,SHELBY COUNTY,AL,165412.0,9175.0,44.0,1.0,115128.0,2020,County,Shelby
0111900000,SUMTER COUNTY,AL,10063.0,486.0,13.0,1.0,6324.0,2020,County,Sumter
0112100000,TALLADEGA COUNTY,AL,59072.0,1966.0,26.0,1.0,35779.0,2020,County,Talladega
0112300000,TALLAPOOSA COUNTY,AL,32074.0,1206.0,26.0,1.0,21068.0,2020,County,Tallapoosa
0112500000,TUSCALOOSA COUNTY,AL,150175.0,7888.0,54.0,1.0,90421.0,2020,County,Tuscaloosa
0112700000,WALKER COUNTY,AL,49226.0,1148.0,45.0,1.0,31287.0,2020,County,Walker
0112900000,WASHINGTON COUNTY,AL,13784.0,385.0,19.0,1.0,8918.0,2020,County,Washington
0113100000,WILCOX COUNTY,AL,9192.0,978.0,34.0,1.0,5935.0,2020,County,Wilcox
0113300000,WINSTON COUNTY,AL,17155.0,,18.0,1.0,11313.0,2020,County,Winston
0200000000,ALASKA,AK,646093.0,121223.0,420.0,164.0,361400.0,2020,Other,Alaska
6000000000,AMERICAN SAMOA,AS,16341.0,911.0,41.0,1.0,11944.0,2020,Other,American Samoa
0400100000,APACHE COUNTY,AZ,55792.0,30830.0,44.0,5.0,35776.0,2020,County,Apache
0400300000,COCHISE COUNTY,AZ,94283.0,56051.0,17.0,1.0,60963.0,2020,County,Cochise
0400500000,COCONINO COUNTY,AZ,104736.0,65520.0,46.0,11.0,73968.0,2020,County,Coconino
0400700000,GILA COUNTY,AZ,37806.0,25265.0,17.0,9.0,28057.0,2020,County,Gila
0400900000,GRAHAM COUNTY,AZ,22659.0,12350.0,9.0,1.0,15113.0,2020,County,Graham
0401100000,GREENLEE COUNTY,AZ,5321.0,3423.0,5.0,1.0,3723.0,2020,County,Greenlee
0401200000,LA PAZ COUNTY,AZ,13553.0,6696.0,8.0,1.0,7522.0,2020,County,La Paz
0401300000,MARICOPA COUNTY,AZ,2863040.0,2258790.0,175.0,91.0,2089563.0,2020,County,Maricopa
0401500000,MOHAVE COUNTY,AZ,155904.0,97524.0,36.0,3.0,105440.0,2020,County,Mohave
0401700000,NAVAJO COUNTY,AZ,81425.0,47322.0,39.0,12.0,52490.0,2020,County,Navajo
0401900000,PIMA COUNTY,AZ,689973.0,510197.0,232.0,14.0,526214.0,2020,County,Pima
0402100000,PINAL COUNTY,AZ,263199.0,178468.0,90.0,4.0,186340.0,2020,County,Pinal
0402300000,SANTA CRUZ COUNTY,AZ,30935.0,20829.0,13.0,5.0,19807.0,2020,County,Santa Cruz
0402500000,YAVAPAI COUNTY,AZ,181031.0,142240.0,25.0,2.0,144911.0,2020,County,Yavapai
0402700000,YUMA COUNTY,AZ,128452.0,74081.0,11.0,1.0,70594.0,2020,County,Yuma
0500100000,ARKANSAS COUNTY,AR,10300.0,347.0,4.0,2.0,6314.0,2020,County,Arkansas
0500300000,ASHLEY COUNTY,AR,11384.0,724.0,11.0,2.0,7956.0,2020,County,Ashley
0500500000,BAXTER COUNTY,AR,30115.0,2540.0,13.0,3.0,21156.0,2020,County,Baxter
0500700000,BENTON COUNTY,AR,170807.0,16162.0,46.0,,120444.0,2020,County,Benton
0500900000,BOONE COUNTY,AR,25032.0,1416.0,13.0,0.0,17157.0,2020,County,Boone
0501100000,BRADLEY COUNTY,AR,5328.0,321.0,6.0,,3654.0,2020,County,Bradley
0501300000,CALHOUN COUNTY,AR,3473.0,133.0,4.0,,2094.0,2020,County,Calhoun
0501500000,CARROLL COUNTY,AR,16958.0,2031.0,6.0,,11948.0,2020,County,Carroll
0501700000,CHICOT COUNTY,AR,6259.0,603.0,3.0,1.0,4125.0,2020,County,Chicot
0501900000,CLARK COUNTY,AR,12302.0,984.0,9.0,1.0,8431.0,2020,County,Clark
0502100000,CLAY COUNTY,AR,8028.0,287.0,3.0,2.0,5206.0,2020,County,Clay
0502300000,CLEBURNE COUNTY,AR,18023.0,938.0,17.0,1.0,12725.0,2020,County,Cleburne
0502500000,CLEVELAND COUNTY,AR,4627.0,213.0,13.0,1.0,3590.0,2020,County,Cleveland
0502700000,COLUMBIA COUNTY,AR,13163.0,808.0,7.0,,8460.0,2020,County,Columbia
0502900000,CONWAY COUNTY,AR,11739.0,935.0,14.0,,8736.0,2020,County,Conway
0503100000,CRAIGHEAD COUNTY,AR,58028.0,3516.0,15.0,2.0,38751.0,2020,County,Craighead
0503300000,CRAWFORD COUNTY,AR,35524.0,2152.0,14.0,2.0,23920.0,2020,County,Crawford
0503500000,CRITTENDEN COUNTY,AR,31886.0,1327.0,22.0,2.0,16684.0,2020,County,Crittenden
0503700000,CROSS COUNTY,AR,10310.0,396.0,1371.0,5159.0,6986.0,2020,County,Cross
0503900000,DALLAS COUNTY,AR,4541.0,119.0,5.0,1.0,2666.0,2020,County,Dallas
0504100000,DESHA COUNTY,AR,7143.0,383.0,8.0,,4156.0,2020,County,Desha
0504300000,DREW COUNTY,AR,11608.0,739.0,8.0,2.0,7000.0,2020,County,Drew
0504500000,FAULKNER COUNTY,AR,77681.0,4774.0,21.0,8.0,54534.0,2020,County,Faulkner
0504700000,FRANKLIN COUNTY,AR,9749.0,407.0,6.0,2.0,7074.0,2020,County,Franklin
0504900000,FULTON COUNTY,AR,7595.0,435.0,6.0,1.0,5151.0,2020,County,Fulton
0505100000,GARLAND COUNTY,AR,66198.0,,16.0,,44407.0,2020,County,Garland
0505300000,GRANT COUNTY,AR,12095.0,496.0,9.0,1.0,8210.0,2020,County,Grant
0505500000,GREENE COUNTY,AR,22061.0,1080.0,9.0,,16186.0,2020,County,Greene
0505700000,HEMPSTEAD COUNTY,AR,10291.0,704.0,10.0,1.0,6869.0,2020,County,Hempstead
0505900000,HOT SPRING COUNTY,AR,18209.0,1125.0,5.0,2.0,12588.0,2020,County,Hot Spring
0506100000,HOWARD COUNTY,AR,7359.0,,4.0,,4846.0,2020,County,Howard
0506300000,INDEPENDENCE COUNTY,AR,22010.0,991.0,12.0,2.0,14466.0,2020,County,Independence
0506500000,IZARD COUNTY,AR,9008.0,555.0,10.0,3.0,5159.0,2020,County,Izard
0506700000,JACKSON COUNTY,AR,7908.0,280.0,9.0,,5155.0,2020,County,Jackson
0506900000,JEFFERSON COUNTY,AR,44193.0,2217.0,39.0,1.0,25253.0,2020,County,Jefferson
0507100000,JOHNSON COUNTY,AR,16806.0,780.0,13.0,1.0,9391.0,2020,County,Johnson
0507300000,LAFAYETTE COUNTY,AR,4402.0,,,,,2020,County,Lafayette
0507500000,LAWRENCE COUNTY,AR,8502.0,351.0,4835.0,,5208.0,2020,County,Lawrence
0507700000,LEE COUNTY,AR,5035.0,0.0,3.0,,2875.0,2020,County,Lee
0507900000,LINCOLN COUNTY,AR,6422.0,304.0,12.0,1.0,3893.0,2020,County,Lincoln
0508100000,LITTLE RIVER COUNTY,AR,7201.0,290.0,1051.0,,5200.0,2020,County,Little River
0508300000,LOGAN COUNTY,AR,12214.0,408.0,8.0,2.0,8225.0,2020,County,Logan
0508500000,LONOKE COUNTY,AR,49741.0,2082.0,13.0,6.0,30399.0,2020,County,Lonoke
0508700000,MADISON COUNTY,AR,10274.0,730.0,5.0,1.0,7379.0,2020,County,Madison
0508900000,MARION COUNTY,AR,10723.0,868.0,6.0,3.0,7531.0,2020,County,Marion
0509100000,MILLER COUNTY,AR,24640.0,846.0,13.0,5.0,16443.0,2020,County,Miller
0509300000,MISSISSIPPI COUNTY,AR,20601.0,554.0,18.0,4.0,11355.0,2020,County,Mississippi
0509500000,MONROE COUNTY,AR,4297.0,174.0,1023.0,-88.0,2817.0,2020,County,Monroe
0509700000,MONTGOMERY COUNTY,AR,5074.0,347.0,5.0,1.0,3879.0,2020,County,Montgomery
0509900000,NEVADA COUNTY,AR,5834.0,,,,,2020,County,Nevada
0510100000,NEWTON COUNTY,AR,6628.0,,11.0,,4013.0,2020,County,Newton
0510300000,OUACHITA COUNTY,AR,15973.0,1190.0,7.0,,9357.0,2020,County,Ouachita
0510500000,PERRY COUNTY,AR,6406.0,257.0,10.0,2.0,4668.0,2020,County,Perry
0510700000,PHILLIPS COUNTY,AR,10673.0,588.0,14.0,1.0,5956.0,2020,County,Phillips
0510900000,PIKE COUNTY,AR,5662.0,267.0,4.0,2.0,4244.0,2020,County,Pike
0511100000,POINSETT COUNTY,AR,12357.0,356.0,8.0,3.0,7548.0,2020,County,Poinsett
0511300000,POLK COUNTY,AR,12130.0,713.0,9.0,1.0,8438.0,2020,County,Polk
0511500000,POPE COUNTY,AR,35220.0,2126.0,7.0,4.0,24505.0,2020,County,Pope
0511700000,PRAIRIE COUNTY,AR,4981.0,156.0,10.0,2.0,3503.0,2020,County,Prairie
0511900000,PULASKI COUNTY,AR,256192.0,27213.0,116.0,11.0,170870.0,2020,County,Pulaski
0512100000,RANDOLPH COUNTY,AR,10623.0,463.0,15.0,2.0,6833.0,2020,County,Randolph
0512300000,ST. FRANCIS COUNTY,AR,11609.0,499.0,16.0,1.0,7136.0,2020,County,St. Francis
0512500000,SALINE COUNTY,AR,78265.0,4717.0,25.0,4.0,57185.0,2020,County,Saline
0512700000,SCOTT COUNTY,AR,5169.0,187.0,12.0,1.0,3542.0,2020,County,Scott
0512900000,SEARCY COUNTY,AR,5220.0,219.0,1.0,,,2020,County,Searcy
0513100000,SEBASTIAN COUNTY,AR,73401.0,4397.0,31.0,6.0,47291.0,2020,County,Sebastian
0513300000,SEVIER COUNTY,AR,7466.0,330.0,6.0,1.0,5231.0,2020,County,Sevier
0513500000,SHARP COUNTY,AR,11377.0,617.0,9.0,,7600.0,2020,County,Sharp
0513700000,STONE COUNTY,AR,8870.0,401.0,9.0,1.0,5932.0,2020,County,Stone
0513900000,UNION COUNTY,AR,27974.0,1721.0,19.0,1.0,16608.0,2020,County,Union
0514100000,VAN BUREN COUNTY,AR,10751.0,723.0,4.0,1.0,7838.0,2020,County,Van Buren
0514300000,WASHINGTON COUNTY,AR,141842.0,12585.0,41.0,12.0,94783.0,2020,County,Washington
0514500000,WHITE COUNTY,AR,44997.0,2252.0,32.0,,30970.0,2020,County,White
0514700000,WOODRUFF COUNTY,AR,4545.0,130.0,6.0,1.0,2479.0,2020,County,Woodruff
0514900000,YELL COUNTY,AR,10382.0,390.0,1860.0,4551.0,6815.0,2020,County,Yell
0600100000,ALAMEDA COUNTY,CA,1084410.0,1002763.0,101.0,101.0,783181.0,2020,County,Alameda
0600300000,ALPINE COUNTY,CA,982.0,836.0,1.0,1.0,749.0,2020,County,Alpine
0600500000,AMADOR COUNTY,CA,29251.0,28072.0,3.0,4.0,22620.0,2020,County,Amador
0600700000,BUTTE COUNTY,CA,148013.0,132562.0,10.0,9.0,104151.0,2020,County,Butte
0600900000,CALAVERAS COUNTY,CA,36532.0,32928.0,4.0,4.0,27523.0,2020,County,Calaveras
0601100000,COLUSA COUNTY,CA,10070.0,10081.0,11.0,-99.0,8050.0,2020,County,Colusa
0601300000,CONTRA COSTA COUNTY,CA,735818.0,724540.0,154.0,18.0,590503.0,2020,County,Contra Costa
0601500000,DEL NORTE COUNTY,CA,17789.0,16566.0,19.0,0.0,11624.0,2020,County,Del Norte
0601700000,EL DORADO COUNTY,CA,147198.0,140648.0,13.0,13.0,117102.0,2020,County,El Dorado
0601900000,FRESNO COUNTY,CA,573873.0,520826.0,54.0,54.0,369131.0,2020,County,Fresno
0602100000,GLENN COUNTY,CA,15025.0,15451.0,2.0,2.0,11455.0,2020,County,Glenn
0602300000,HUMBOLDT COUNTY,CA,102265.0,88156.0,14.0,10.0,69914.0,2020,County,Humboldt
0602500000,IMPERIAL COUNTY,CA,108397.0,84475.0,42.0,-99.0,57366.0,2020,County,Imperial
0602700000,INYO COUNTY,CA,12037.0,11290.0,6.0,0.0,9624.0,2020,County,Inyo
0602900000,KERN COUNTY,CA,477886.0,440645.0,152.0,9.0,309143.0,2020,County,Kern
0603100000,KINGS COUNTY,CA,69084.0,63099.0,6.0,7.0,44274.0,2020,County,Kings
0603300000,LAKE COUNTY,CA,46177.0,38437.0,23.0,-88.0,29265.0,2020,County,Lake
0603500000,LASSEN COUNTY,CA,15414.0,15278.0,2.0,2.0,12122.0,2020,County,Lassen
0603700000,LOS ANGELES COUNTY,CA,7122542.0,6067822.0,811.0,811.0,4263059.0,2020,County,Los Angeles
0603900000,MADERA COUNTY,CA,80595.0,74690.0,8.0,3.0,54370.0,2020,County,Madera
0604100000,MARIN COUNTY,CA,188059.0,179405.0,30.0,30.0,158031.0,2020,County,Marin
0604300000,MARIPOSA COUNTY,CA,12946.0,13083.0,4.0,32.0,10482.0,2020,County,Mariposa
0604500000,MENDOCINO COUNTY,CA,56493.0,54390.0,18.0,0.0,44272.0,2020,County,Mendocino
0604700000,MERCED COUNTY,CA,144364.0,128116.0,-99.0,-99.0,94843.0,2020,County,Merced
0604900000,MODOC COUNTY,CA,6751.0,3931.0,4.0,-99.0,4403.0,2020,County,Modoc
0605100000,MONO COUNTY,CA,8788.0,8320.0,7.0,-88.0,6753.0,2020,County,Mono
0605300000,MONTEREY COUNTY,CA,226045.0,215892.0,87.0,-88.0,165976.0,2020,County,Monterey
0605500000,NAPA COUNTY,CA,88300.0,90944.0,9.0,9.0,73269.0,2020,County,Napa
0605700000,NEVADA COUNTY,CA,84137.0,77437.0,8.0,7.0,65007.0,2020,County,Nevada
0605900000,ORANGE COUNTY,CA,2061672.0,1840954.0,168.0,170.0,1545838.0,2020,County,Orange
0606100000,PLACER COUNTY,CA,290409.0,280976.0,28.0,0.0,241614.0,2020,County,Placer
0606300000,PLUMAS COUNTY,CA,13704.0,13617.0,1.0,0.0,11422.0,2020,County,Plumas
0606500000,RIVERSIDE COUNTY,CA,1463308.0,1386589.0,130.0,4.0,1016896.0,2020,County,Riverside
0606700000,SACRAMENTO COUNTY,CA,1049495.0,918404.0,85.0,19.0,729569.0,2020,County,Sacramento
0606900000,SAN BENITO COUNTY,CA,38975.0,37731.0,5.0,1.0,29207.0,2020,County,San Benito
0607100000,SAN BERNARDINO COUNTY,CA,1294038.0,1165484.0,211.0,6.0,850876.0,2020,County,San Bernardino
0607300000,SAN DIEGO COUNTY,CA,2437272.0,1948032.0,236.0,236.0,1627753.0,2020,County,San Diego
0607500000,SAN FRANCISCO COUNTY,CA,616670.0,563893.0,589.0,-99.0,450262.0,2020,County,San Francisco
0607700000,SAN JOAQUIN COUNTY,CA,416153.0,425746.0,35.0,35.0,299311.0,2020,County,San Joaquin
0607900000,SAN LUIS OBISPO COUNTY,CA,204736.0,192835.0,23.0,23.0,162504.0,2020,County,San Luis Obispo
0608100000,SAN MATEO COUNTY,CA,554665.0,484868.0,49.0,49.0,380203.0,2020,County,San Mateo
0608300000,SANTA BARBARA COUNTY,CA,268594.0,255422.0,38.0,38.0,203479.0,2020,County,Santa Barbara
0608500000,SANTA CLARA COUNTY,CA,1243464.0,1093144.0,100.0,100.0,863964.0,2020,County,Santa Clara
0608700000,SANTA CRUZ COUNTY,CA,210731.0,191588.0,20.0,0.0,146857.0,2020,County,Santa Cruz
0608900000,SHASTA COUNTY,CA,136598.0,113922.0,61.0,-99.0,102882.0,2020,County,Shasta
0609100000,SIERRA COUNTY,CA,2472.0,2324.0,1.0,0.0,1964.0,2020,County,Sierra
0609300000,SISKIYOU COUNTY,CA,35949.0,30828.0,17.0,-99.0,23796.0,2020,County,Siskiyou
0609500000,SOLANO COUNTY,CA,338764.0,276655.0,101.0,1.0,209002.0,2020,County,Solano
0609700000,SONOMA COUNTY,CA,300586.0,322915.0,30.0,30.0,272244.0,2020,County,Sonoma
0609900000,STANISLAUS COUNTY,CA,356744.0,299701.0,28.0,28.0,217185.0,2020,County,Stanislaus
0610100000,SUTTER COUNTY,CA,58285.0,55054.0,5.0,5.0,43270.0,2020,County,Sutter
0610300000,TEHAMA COUNTY,CA,40241.0,38531.0,31.0,0.0,29078.0,2020,County,Tehama
0610500000,TRINITY COUNTY,CA,8948.0,8603.0,1.0,-99.0,6387.0,2020,County,Trinity
0610700000,TULARE COUNTY,CA,230719.0,231673.0,23.0,19.0,148648.0,2020,County,Tulare
0610900000,TUOLUMNE COUNTY,CA,37998.0,37337.0,5.0,-99.0,30705.0,2020,County,Tuolumne
0611100000,VENTURA COUNTY,CA,594523.0,557851.0,48.0,48.0,429978.0,2020,County,Ventura
0611300000,YOLO COUNTY,CA,149469.0,132871.0,13.0,13.0,97389.0,2020,County,Yolo
0611500000,YUBA COUNTY,CA,53193.0,40668.0,19.0,0.0,30201.0,2020,County,Yuba
0800100000,ADAMS COUNTY,CO,316308.0,295133.0,20.0,20.0,240147.0,2020,County,Adams
0800300000,ALAMOSA COUNTY,CO,10936.0,10039.0,1.0,1.0,7968.0,2020,County,Alamosa
0800500000,ARAPAHOE COUNTY,CO,459641.0,421720.0,29.0,29.0,357102.0,2020,County,Arapahoe
0800700000,ARCHULETA COUNTY,CO,12024.0,10764.0,1.0,1.0,9310.0,2020,County,Archuleta
0800900000,BACA COUNTY,CO,2965.0,2683.0,1.0,1.0,2252.0,2020,County,Baca
0801100000,BENT COUNTY,CO,3339.0,2834.0,1.0,1.0,2306.0,2020,County,Bent
0801300000,BOULDER COUNTY,CO,254616.0,241586.0,20.0,20.0,211481.0,2020,County,Boulder
0801400000,BROOMFIELD COUNTY,CO,57100.0,53820.0,4.0,4.0,47421.0,2020,County,Broomfield
0801500000,CHAFFEE COUNTY,CO,17052.0,15681.0,3.0,3.0,13953.0,2020,County,Chaffee
0801700000,CHEYENNE COUNTY,CO,1428.0,1296.0,1.0,1.0,1153.0,2020,County,Cheyenne
0801900000,CLEAR CREEK COUNTY,CO,8594.0,7755.0,1.0,1.0,6666.0,2020,County,Clear Creek
0802100000,CONEJOS COUNTY,CO,5570.0,5337.0,1.0,1.0,4414.0,2020,County,Conejos
0802300000,COSTILLA COUNTY,CO,3026.0,2742.0,1.0,1.0,2145.0,2020,County,Costilla
0802500000,CROWLEY COUNTY,CO,2361.0,2186.0,1.0,1.0,1778.0,2020,County,Crowley
0802700000,CUSTER COUNTY,CO,4469.0,4134.0,1.0,1.0,3717.0,2020,County,Custer
0802900000,DELTA COUNTY,CO,23861.0,22644.0,2.0,3.0,19685.0,2020,County,Delta
0803100000,DENVER COUNTY,CO,522663.0,483640.0,36.0,41.0,402469.0,2020,County,Denver
0803300000,DOLORES COUNTY,CO,1915.0,1706.0,1.0,1.0,1465.0,2020,County,Dolores
0803500000,DOUGLAS COUNTY,CO,277366.0,263610.0,20.0,11.0,235874.0,2020,County,Douglas
0803700000,EAGLE COUNTY,CO,38014.0,35605.0,4.0,4.0,29911.0,2020,County,Eagle
0803900000,ELBERT COUNTY,CO,22676.0,21440.0,3.0,1.0,19281.0,2020,County,Elbert
0804100000,EL PASO COUNTY,CO,516745.0,465649.0,35.0,32.0,387908.0,2020,County,El Paso
0804300000,FREMONT COUNTY,CO,33168.0,30585.0,3.0,1.0,25905.0,2020,County,Fremont
0804500000,GARFIELD COUNTY,CO,40723.0,37646.0,3.0,2.0,31496.0,2020,County,Garfield
0804700000,GILPIN COUNTY,CO,5656.0,4938.0,1.0,1.0,4272.0,2020,County,Gilpin
0804900000,GRAND COUNTY,CO,13198.0,12102.0,3.0,1.0,10085.0,2020,County,Grand
0805100000,GUNNISON COUNTY,CO,14479.0,13347.0,3.0,2.0,11494.0,2020,County,Gunnison
0805300000,HINSDALE COUNTY,CO,793.0,712.0,1.0,1.0,644.0,2020,County,Hinsdale
0805500000,HUERFANO COUNTY,CO,5792.0,5463.0,1.0,1.0,4476.0,2020,County,Huerfano
0805700000,JACKSON COUNTY,CO,1272.0,1037.0,1.0,1.0,895.0,2020,County,Jackson
0805900000,JEFFERSON COUNTY,CO,459282.0,436747.0,32.0,32.0,384256.0,2020,County,Jefferson
0806100000,KIOWA COUNTY,CO,1080.0,1035.0,1.0,1.0,913.0,2020,County,Kiowa
0806300000,KIT CARSON COUNTY,CO,5087.0,4635.0,1.0,1.0,3904.0,2020,County,Kit Carson
0806500000,LAKE COUNTY,CO,5919.0,4841.0,1.0,1.0,4045.0,2020,County,Lake
0806700000,LA PLATA COUNTY,CO,48741.0,42178.0,5.0,5.0,36312.0,2020,County,La Plata
0806900000,LARIMER COUNTY,CO,280782.0,261736.0,18.0,12.0,228713.0,2020,County,Larimer
0807100000,LAS ANIMAS COUNTY,CO,11670.0,10064.0,1.0,1.0,8093.0,2020,County,Las Animas
0807300000,LINCOLN COUNTY,CO,3432.0,3129.0,1.0,1.0,2678.0,2020,County,Lincoln
0807500000,LOGAN COUNTY,CO,13343.0,12409.0,3.0,1.0,10652.0,2020,County,Logan
0807700000,MESA COUNTY,CO,119045.0,107941.0,8.0,5.0,91914.0,2020,County,Mesa
0807900000,MINERAL COUNTY,CO,937.0,895.0,1.0,1.0,775.0,2020,County,Mineral
0808100000,MOFFAT COUNTY,CO,9723.0,8540.0,1.0,1.0,7106.0,2020,County,Moffat
0808300000,MONTEZUMA COUNTY,CO,21282.0,19230.0,4.0,2.0,15722.0,2020,County,Montezuma
0808500000,MONTROSE COUNTY,CO,31197.0,29214.0,3.0,2.0,25307.0,2020,County,Montrose
0808700000,MORGAN COUNTY,CO,18306.0,17049.0,3.0,1.0,13925.0,2020,County,Morgan
0808900000,OTERO COUNTY,CO,13074.0,12219.0,3.0,10.0,9755.0,2020,County,Otero
0809100000,OURAY COUNTY,CO,4908.0,4604.0,1.0,1.0,4107.0,2020,County,Ouray
0809300000,PARK COUNTY,CO,16225.0,14482.0,3.0,2.0,12507.0,2020,County,Park
