Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,4,TREAS,Department of the Treasury,143,OIA,Office of International Affairs,7,Multilateral,Multilateral - Regional Development Banks,17,4000120,European Bank for Reconstruction and Development,5,Economic Growth,321,Industry,32130,Small and medium-sized enterprises (SME) development,,,30,Private Sector Competitiveness,32,20x0088,European Bank for Reconstruction and Development,4,Department of the Treasury,TREAS,1,Economic,2,Core contributions,35507,Contribution to European Bank for Reconstruction and Development (EBRD): Small Business Impact Fund - Deposit Basis,Poverty Reduction and Economic Growth (MDBs) - Contribution to European Bank for Reconstruction and Development (EBRD): Small Business Impact Fund.,EBRD,,2021-12-28,2,Obligations,2022,2000000,1931061
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,23,EE,Bureau for Europe and Eurasia,3,NGO,NGO - International,6,3990211,NGO - International Redacted,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,,,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,169611,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",72012121CA00001,,2026-06-30,2,Obligations,2022,1700000,1641402
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,23,EE,Bureau for Europe and Eurasia,3,NGO,NGO - United States,5,3990201,NGO - United States Redacted,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,,,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,162026,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",AID-121-C-17-00004,2017-09-01,2023-08-31,2,Obligations,2022,1650000,1593125
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,,,51,Humanitarian Assistance - General,20,97x0819,"Department of Defense, Overseas Humanitarian, Disaster, and Civic Aid",7,Department of Defense,DOD,1,Economic,3,Project-Type,25022,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,1622000,1566091
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000670,"Development Alternatives, Inc.",5,Economic Growth,240,Banking and Financial Services,24010,Financial policy and administrative management,,,27,Financial Sector,76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,169576,Business Egypt Activity,Business support activity.,72026322CA00002,,2026-11-09,2,Obligations,2022,1500000,1448296
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,154339,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,1462093,1411696
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,154339,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,1313226,1267961
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,153,CPS,Bureau for Conflict Prevention and Stabilization,8,Enterprises,Enterprises - United States,19,3990208,Enterprise - United States Redacted,3,Governance,152,"Conflict, Peace, and Security",15220,"Civilian peace-building, conflict prevention and resolution",,,6,Conflict Mitigation and Reconciliation,76,72x1027,"Agency for International Development, International Assistance Program, Transition Initiatives",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,162375,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,"This program supports Ukraine's transformation to a modern, unified, and stable European democracy.",AID-OAA-TO-17-00009,2014-02-06,2022-04-09,2,Obligations,2022,1291888,1247357
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,23,EE,Bureau for Europe and Eurasia,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,154339,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,1061256,1024676
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - United States,19,4000670,"Development Alternatives, Inc.",4,Infrastructure,220,Communications,22040,Information and communication technology (ICT),,,28,Infrastructure,76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,169576,Business Egypt Activity,Business support activity.,72026322CA00002,,2026-11-09,2,Obligations,2022,1000000,965531
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,23,EE,Bureau for Europe and Eurasia,3,NGO,NGO - United States,5,3990201,NGO - United States Redacted,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,,,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,162040,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",AID-121-A-17-00001,2017-09-27,2022-09-26,2,Obligations,2022,900000,868978
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,7,Multilateral,Multilateral - Other,18,4000230,International Food Policy Research Institute,6,Agriculture,310,Agriculture,31191,Agricultural services,,,41,Direct Administrative Costs,76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,4,Technical Assistance,157724,Impact Evaluation for Agriculture and Health Activities,"This award is a component of the Mission's agriculture/Feed the Future strategy. Rigorous impact evaluation is an important part of USAID's Feed the Future Initiative. Through this PIO grant, The International Food Policy Research Institute (IFPRI) will: 1) comprehensively evaluate the impact of USAID/Egypt's food security and nutrition education activity interventions in Egypt from 2015 to 2019; and, 2) strengthen M&E and policy analysis capacity within the Ministry of Agriculture and Land Reclamation. Ultimately, this activity will document the activities that have the largest impact on poverty reduction and improving nutrition. The funds for this year will be used for:-Analysis of the Women's Empowerment in Agriculture Index (WEAI) mid-term results. This will include technical assistance to the implementer of FAS: Phase 1 to conduct the survey.-Provide recommendations about the influence of interventions on female empowerment.-Ongoing data collection for impact evaluation in ZOI. . Technical assistance to the implementers so that their intervention areas do not compromise the experimental design.",AID-263-IO-15-00001,2015-07-01,2024-03-29,2,Obligations,2022,867137,837248
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,16,PC,Peace Corps,107,EMA,"Europe, Mediterranean, and Asia",1,Government,Government - United States,1,1000012,U.S. Government - Peace Corps,1,Education,111,"Education, Level Unspecified",11110,Education policy and administrative management,,,22,"Policies, Regulations, and Systems",44,11x0100,Peace Corps,16,Peace Corps,PC,1,Economic,4,Technical Assistance,57577,U.S. Peace Corps Overseas Program Support,"Overseas program support costs in Ukraine. Includes overseas staff salaries and benefit costs, leases, staff travel, communications, conferences, supplies, equipment and International Cooperative Administrative Support Services (ICASS).  Excludes costs for training, medical and security.",,,,2,Obligations,2022,827475,798952
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,23,EE,Bureau for Europe and Eurasia,3,NGO,NGO - United States,5,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12264,COVID-19 control,,,14,Pandemic Influenza and Other Emerging Threats (PIOET),76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,162026,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",AID-121-C-17-00004,2017-09-01,2023-08-31,2,Obligations,2022,800000,772424
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,7,Multilateral,Multilateral - United Nations,12,4000421,United Nations Children's Fund,3,Governance,151,Government and Civil Society,15160,Human rights,,,7,Rule of Law and Human Rights,76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,160976,Creating an Enabling Environment for Adolescent Girls in Egypt,"USAID is supporting a comprehensive effort to eliminate Female Genital Mutilation/Cutting (FGM/C) in Egypt.  This activity supports the Egyptian government's efforts to combat FGM/C through an integrated set of interventions designed to change perceptions of girls' roles in the family and society at large while improving the enforcement of laws protecting girls.  The activity creates an environment that focuses on the protection and development needs of adolescent girls.  The activity will rely on community dialogue and family engagement through Youth Centers, Sports Days, screening of digital media addressing women's empowerment issues, promotion of inter-generational activities and discussions around women and girl's empowerment.  It empowers girls by equipping them with key life skills, values, and increased employability in preparation for their transition to adulthood.  The activity will work directly with policymakers through meetings, participation in key events, dissemination of good practices from other countries, provision of technical assistance, etc. to facilitate dialogues, review of laws, and policies related to FGM/C.  By strengthening Egypt's policy and legal frameworks as well as child protection mechanisms, this activity is also improving the enforcement of FGM/C laws and enhancing the capacity of prosecutors, local lawyers, social workers, and community outreach workers to address FGM/C.",72026318IO00001,2017-12-05,2022-09-30,2,Obligations,2022,769297,742780
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,23,EE,Bureau for Europe and Eurasia,8,Enterprises,Enterprises - United States,19,3990208,Enterprise - United States Redacted,2,Health and Population,122,Basic Health,12264,COVID-19 control,,,14,Pandemic Influenza and Other Emerging Threats (PIOET),76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,168126,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",72012120C00003,,2025-06-30,2,Obligations,2022,600000,579318
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,154493,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,540363,521736
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - United States,1,1000004,U.S. Government - Department of State,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,153970,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,524232,506162
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x8342,Foreign National Employees Separation Liability Fund,1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,154339,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,513996,496279
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,2,Universities and Research Institutes,Universities and Research Institutes - United States,3,4012412,University of Chicago,3,Governance,160,Other Social Infrastructure and Services,16010,Social Protection,,,22,"Policies, Regulations, and Systems",76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,157251,Award to the Oriental Institute of the University of Chicago (Chicago House),The project contributes to the achievement of the SITE sub-purpose 1 which is to improve the cultural heritage sites that tourists visit while providing employment.,AID-263-G-15-00002,2015-10-01,2023-09-30,2,Obligations,2022,495951,478856
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - Non United States,20,3990207,Enterprise - Non United States Redacted,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x4513,"International Assistance Program, Working Capital Fund,",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,154031,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,464972,448945
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,23,EE,Bureau for Europe and Eurasia,8,Enterprises,Enterprises - Non United States,20,3990207,Enterprise - Non United States Redacted,2,Health and Population,122,Basic Health,12263,Tuberculosis control,,,12,Tuberculosis,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,170148,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",HL.2.4,,,2,Obligations,2022,400000,386212
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,1,Government,Government - United States,1,1000004,U.S. Government - Department of State,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,,,47,Health - General,34,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,38968,U.S. Centers for Disease Control and Prevention: Contractual Services,U.S. Centers for Disease Control and Prevention: Contractual Services,,,2021-12-31,2,Obligations,2022,333455,321961
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,92,OAPA,Office of Afghanistan and Pakistan Affairs,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,154339,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,330902,319496
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,28,ME,Bureau for Middle East,8,Enterprises,Enterprises - Non United States,20,3990207,Enterprise - Non United States Redacted,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x4513,"International Assistance Program, Working Capital Fund,",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,153710,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,316886,305963
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,23,EE,Bureau for Europe and Eurasia,8,Enterprises,Enterprises - Non United States,20,3990207,Enterprise - Non United States Redacted,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,153624,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,285465,275625
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,92,OAPA,Office of Afghanistan and Pakistan Affairs,8,Enterprises,Enterprises - United States,19,3990208,Enterprise - United States Redacted,4,Infrastructure,230,Energy,23110,Energy policy and administrative management,,,28,Infrastructure,76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,134736,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,AID-306-I-09-06-00517,2007-05-09,2010-05-31,2,Obligations,2022,281186,271493
