Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,18,DTRA,Defense Threat Reduction Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",1520010,Disarmament of Weapons of Mass Destruction (WMD),,,2,Combating Weapons of Mass Destruction (WMD),17,97x0134,"Department of Defense, Cooperative Threat Reduction Account",7,Department of Defense,DOD,2,Military,3,Project-Type,20104,Cooperative Threat Reduction Program: Global Nuclear Security [non-ODA],"The Global Nuclear Security (GNS) program supports the security of the global community through cooperative engagement to secure nuclear weapons, nuclear material, and high-threat radiological material in storage and transit.",,,2020-09-30,2,Obligations,2020,6992000,6992000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852670,Global Train and Equip Program - Global Train and Equip (GTE) National Defense Authorization Act (NDAA) Section 333,To conduct or support programs providing training and equipment to national security forces of foreign countries for the purpose of building capacity of partner nations. The Defense Security Cooperation Agency (DSCA) provides program management. Country teams work through DoD geographic Combatant Commands (COCOMs).,,,2020-09-30,2,Obligations,2020,5634841,5634841
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,115,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853230,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2020-09-30,2,Obligations,2020,3145489,3145489
400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2020,2789990,2789990
706,SOM,Somalia,5,Sub-Saharan Africa,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852670,Global Train and Equip Program - Global Train and Equip (GTE) National Defense Authorization Act (NDAA) Section 333,To conduct or support programs providing training and equipment to national security forces of foreign countries for the purpose of building capacity of partner nations. The Defense Security Cooperation Agency (DSCA) provides program management. Country teams work through DoD geographic Combatant Commands (COCOMs).,,,2020-09-30,2,Obligations,2020,2632765,2632765
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2020,2222160,2222160
368,IRQ,Iraq,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,18,DTRA,Defense Threat Reduction Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",1520010,Disarmament of Weapons of Mass Destruction (WMD),,,2,Combating Weapons of Mass Destruction (WMD),17,97x0134,"Department of Defense, Cooperative Threat Reduction Account",7,Department of Defense,DOD,2,Military,3,Project-Type,20091,Cooperative Threat Reduction Program: Chemical Weapons Destruction [non-ODA],"Chemical Weapons Destruction (CWD) Program works with partner nations to reduce the threat from chemical weapons by securing and eliminating chemical weapon stockpiles and chemical agent research and production facilities, and mitigating proliferation risk of chemical weapon materials and expertise.",,,2020-09-30,2,Obligations,2020,1400000,1400000
706,SOM,Somalia,5,Sub-Saharan Africa,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852669,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-12-31,2,Obligations,2020,1334947,1334947
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,115,97x0118,"Department of Defense, Overseas Contingency Operations Transfer Fund",7,Department of Defense,DOD,2,Military,3,Project-Type,853230,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2020-09-30,2,Obligations,2020,783205,783205
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852669,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-12-31,2,Obligations,2020,695674,695674
368,IRQ,Iraq,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2020,623518,623518
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2020,540950,540950
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,115,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853225,Ministry of Defense Advisors Program (MODA),The Ministry of Defense Advisors (MoDA) program partners senior Department of Defense (DoD) civilian experts with foreign counterparts to improve ministerial capacity. A MoDA is assisting the Ukrainian Ministry of Defense with military medical reform initiatives.,,,2020-09-30,2,Obligations,2020,324752,324752
706,SOM,Somalia,5,Sub-Saharan Africa,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2020,288043,288043
400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852670,Global Train and Equip Program - Global Train and Equip (GTE) National Defense Authorization Act (NDAA) Section 333,To conduct or support programs providing training and equipment to national security forces of foreign countries for the purpose of building capacity of partner nations. The Defense Security Cooperation Agency (DSCA) provides program management. Country teams work through DoD geographic Combatant Commands (COCOMs).,,,2020-09-30,2,Obligations,2020,184221,184221
400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,31,NAVY,Department of the Navy,999,,not applicable,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,112,17x1804,"Department of the Navy, Operation and Maintenance",31,Department of the Navy,NAVY,2,Military,3,Project-Type,853112,Service Academy Foreign Student Program - U.S. Naval Academy,"The U.S. Department of Defense's three service academies' (the U.S. Military Academy, the U.S. Naval Academy, the U.S. Air Force Academy) Foreign Student Program allows up to 60 foreign students to attend each Service Academy at any one time as actual members of an Academy class (e.g., as full-time, four-year degree candidates).  These activities expose future foreign leaders, at the beginning of their careers, to their U.S. peers in an environment that is designed to promote military professionalism and appreciation of democratic values and civil society.",,,2020-09-30,2,Obligations,2020,164470,164470
400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,8,ARMY,Department of the Army,999,,not applicable,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,112,21x2020,"Department of the Army, Operations and Maintenance",8,Department of the Army,ARMY,2,Military,3,Project-Type,853107,Service Academy Foreign Student Program - U.S. Military Academy,"The U.S. Department of Defense's three service academies' (the U.S. Military Academy, the U.S. Naval Academy, the U.S. Air Force Academy) Foreign Student Program allows up to 60 foreign students to attend each Service Academy at any one time as actual members of an Academy class (e.g., as full-time, four-year degree candidates).  These activities expose future foreign leaders, at the beginning of their careers, to their U.S. peers in an environment that is designed to promote military professionalism and appreciation of democratic values and civil society.",,,2019-09-30,2,Obligations,2020,160555,160555
400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,8,ARMY,Department of the Army,999,,not applicable,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,112,21x2020,"Department of the Army, Operations and Maintenance",8,Department of the Army,ARMY,2,Military,3,Project-Type,853108,Service Academy Foreign Student Program - U.S. Military Academy,"The U.S. Department of Defense's three service academies' (the U.S. Military Academy, the U.S. Naval Academy, the U.S. Air Force Academy) Foreign Student Program allows up to 60 foreign students to attend each Service Academy at any one time as actual members of an Academy class (e.g., as full-time, four-year degree candidates).  These activities expose future foreign leaders, at the beginning of their careers, to their U.S. peers in an environment that is designed to promote military professionalism and appreciation of democratic values and civil society.",,,2020-09-30,2,Obligations,2020,160555,160555
368,IRQ,Iraq,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853921,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Iraq - Strategic Planning #1",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-10-18,2,Obligations,2020,127000,127000
368,IRQ,Iraq,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853922,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Iraq - Strategic Planning / Force Structure #2",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-10-24,2,Obligations,2020,123000,123000
400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853927,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Jordan - Logistics/Capabilities-Based Assessment #2 and Capabilities-Based Assessment Manual",Institutional Capacity Building (ICB). Jordanian Armed Forces,,,2019-12-12,2,Obligations,2020,117000,117000
400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853926,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Jordan - Logistics/Capabilities-Based Assessment #1",Institutional Capacity Building (ICB). Jordanian Armed Forces,,,2019-11-01,2,Obligations,2020,109000,109000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853967,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - National Command & Control Project # 1",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-08,2,Obligations,2020,103000,103000
368,IRQ,Iraq,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852883,Counter Terrorism and Irregular Warfare Fellowship Program (CTIWFP),Formerly known as the Combating Terrorism Fellowship Program (CTFP). The purpose of the Combating Terrorism and Irregular Warfare Fellowship Program (CTIWFP) is to: (1) Educate and train mid- and senior-level partner defense and security officials; (2) Build and strengthen a global network of Combating Terrorism (CbT) and Irregular Warfare (IW) experts and practitioners at the operational and strategic levels; (3) Build and reinforce the CbT and IW capabilities of partner nations through operational and strategic level education; (4) Contribute to efforts to counter ideological support to terrorism; (5) Provide a flexible and proactive program to respond to emerging CbT and IW requirements.,,,2020-09-30,2,Obligations,2020,87287,87287
400,JOR,Jordan,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853929,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Jordan - Royal Jordanian Air Force Implementation Workshop #1",Institutional Capacity Building (ICB). Jordanian Armed Forces,,,2019-11-21,2,Obligations,2020,87000,87000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853965,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Capability Development Workshop # 1",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-10-29,2,Obligations,2020,86000,86000
