,id,reportid,lastmodified,attackdate,versionid,attacktime,country,countryiso2code,countryiso3code,attacktimestamp,classificationid,classification,attacktype,attacktypeid,victimstotalinjured,victimstotaldeath,hcfacilities,hctransport,hcpersonnel,hcsuppliesassets,hcwarehousestorage,hcpatients,hcother,typeoffacility,facilityother,hwabducton,hwarrest,hwdetention,patientabduction,patientarrest,patientdetention
52,7217,UKR007217,2022-09-08T18:11:47.437,2022-07-14,1,Time Unknown,Ukraine,UA,UKR,2022-07-14T11:10:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
53,7102,UKR007102,2022-08-12T05:26:29.773,2022-07-14,1,10:30,Ukraine,UA,UKR,2022-07-14T10:30:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,9,6,YES,Unknown,YES,YES,Unknown,YES,,Other,Center of Diagnostics,0,0,0,0,0,0
54,6994,UKR006994,2022-07-16T10:22:44.227,2022-07-13,1,Time Unknown,Ukraine,UA,UKR,2022-07-13T16:55:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,and Primary,0,0,0,0,0,0
55,6993,UKR006993,2022-07-16T10:20:57.613,2022-07-12,1,Time Unknown,Ukraine,UA,UKR,2022-07-12T16:45:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Other,Rehabilitation,0,0,0,0,0,0
56,7016,UKR007016,2022-07-27T04:33:29.917,2022-07-12,1,Time Unknown,Ukraine,UA,UKR,2022-07-12T14:05:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,Unknown,NO,NO,,Secondary,,0,0,0,0,0,0
57,6988,UKR006988,2022-07-15T10:38:18.677,2022-07-12,1,Time Unknown,Ukraine,UA,UKR,2022-07-12T12:00:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,Unknown,NO,NO,,Primary,,0,0,0,0,0,0
58,7371,UKR007371,2022-10-13T17:08:15.083,2022-07-08,1,Time Unknown,Ukraine,UA,UKR,2022-07-08T19:00:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
59,7291,UKR007291,2022-10-06T03:48:28.757,2022-07-06,1,Time Unknown,Ukraine,UA,UKR,2022-07-06T12:25:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
60,7189,UKR007189,2022-09-02T09:56:06.467,2022-07-06,1,12:10,Ukraine,UA,UKR,2022-07-06T12:10:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
61,7282,UKR007282,2022-10-06T03:52:07.997,2022-07-05,1,Time Unknown,Ukraine,UA,UKR,2022-07-05T22:40:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,YES,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
62,7011,UKR007011,2022-09-02T09:57:21.517,2022-07-05,1,Time Unknown,Ukraine,UA,UKR,2022-07-05T21:00:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
63,6980,UKR006980,2022-07-12T03:36:31.02,2022-07-05,1,Time Unknown,Ukraine,UA,UKR,2022-07-05T19:35:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
64,6976,UKR006976,2022-07-13T06:18:00.523,2022-07-05,1,Time Unknown,Ukraine,UA,UKR,2022-07-05T19:05:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
65,7277,UKR007277,2022-10-06T03:55:41.09,2022-07-03,1,Time Unknown,Ukraine,UA,UKR,2022-07-03T22:05:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
66,6970,UKR006970,2022-07-09T04:46:43.387,2022-07-03,1,Time Unknown,Ukraine,UA,UKR,2022-07-03T20:25:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
67,7278,UKR007278,2022-10-06T03:55:19.217,2022-07-01,1,Time Unknown,Ukraine,UA,UKR,2022-07-01T22:10:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
68,7290,UKR007290,2022-10-06T03:50:38.5,2022-07-01,1,Time Unknown,Ukraine,UA,UKR,2022-07-01T12:15:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
69,6967,UKR006967,2022-07-09T04:51:52.883,2022-07-01,1,00:35,Ukraine,UA,UKR,2022-07-01T00:35:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,5,1,YES,NO,YES,Unknown,NO,NO,,Other,Rehabilitation Center,0,0,0,0,0,0
70,7252,UKR007252,2022-09-15T17:11:52.727,2022-06-30,1,Time Unknown,Ukraine,UA,UKR,2022-06-30T22:35:00,4,Confirmed, Psychological violence/threat of violence/intimidation,11,0,0,NO,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
71,7251,UKR007251,2022-10-06T04:03:44.15,2022-06-30,1,Time Unknown,Ukraine,UA,UKR,2022-06-30T22:30:15,4,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",2,0,0,NO,YES,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
72,6953,UKR006953,2022-07-05T16:31:07.857,2022-06-30,1,Time Unknown,Ukraine,UA,UKR,2022-06-30T15:55:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
73,7214,UKR007214,2022-09-07T08:25:31.897,2022-06-28,1,Time Unknown,Ukraine,UA,UKR,2022-06-28T23:00:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
74,7125,UKR007125,2022-08-13T05:10:02.477,2022-06-28,1,Time Unknown,Ukraine,UA,UKR,2022-06-28T19:25:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,20,0,YES,Unknown,YES,Unknown,NO,Unknown,,Secondary,,0,0,0,0,0,0
75,7015,UKR007015,2022-07-27T04:43:14.657,2022-06-28,1,Time Unknown,Ukraine,UA,UKR,2022-06-28T13:55:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
76,7014,UKR007014,2022-07-22T11:38:06.713,2022-06-27,1,Time Unknown,Ukraine,UA,UKR,2022-06-27T13:35:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,and Primary,0,0,0,0,0,0
77,7013,UKR007013,2022-07-22T11:37:49.747,2022-06-27,1,Time Unknown,Ukraine,UA,UKR,2022-06-27T13:25:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
78,7256,UKR007256,2022-09-15T17:10:08.85,2022-06-26,1,Time Unknown,Ukraine,UA,UKR,2022-06-26T15:55:00,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
79,7268,UKR007268,2022-10-06T04:00:08.79,2022-06-25,1,Time Unknown,Ukraine,UA,UKR,2022-06-25T23:05:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
80,6962,UKR006962,2022-07-06T20:15:43.153,2022-06-25,1,Time Unknown,Ukraine,UA,UKR,2022-06-25T14:40:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,Unknown,NO,NO,,Primary,,0,0,0,0,0,0
81,7281,UKR007281,2022-10-06T03:52:29.047,2022-06-23,1,Time Unknown,Ukraine,UA,UKR,2022-06-23T22:35:45,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
82,7124,UKR007124,2022-08-13T05:09:49.21,2022-06-23,1,Time Unknown,Ukraine,UA,UKR,2022-06-23T19:15:30,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,3,NO,NO,YES,Unknown,NO,NO,,Secondary,,0,0,0,0,0,0
83,7273,UKR007273,2022-10-06T03:59:30.477,2022-06-22,1,Time Unknown,Ukraine,UA,UKR,2022-06-22T18:10:15,4,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",5,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
