Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2020,1010120,1010120
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,115,97x0118,"Department of Defense, Overseas Contingency Operations Transfer Fund",7,Department of Defense,DOD,2,Military,3,Project-Type,853230,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2020-09-30,2,Obligations,2020,783205,783205
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852669,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-12-31,2,Obligations,2020,695674,695674
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2020,540950,540950
792,TUR,Turkey,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,98,11x1081,International Military Education and Training,2,Department of State,STATE,2,Military,4,Technical Assistance,197042,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2020,518988,518988
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,31,NAVY,Department of the Navy,999,,not applicable,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,112,17x1804,"Department of the Navy, Operation and Maintenance",31,Department of the Navy,NAVY,2,Military,3,Project-Type,853112,Service Academy Foreign Student Program - U.S. Naval Academy,"The U.S. Department of Defense's three service academies' (the U.S. Military Academy, the U.S. Naval Academy, the U.S. Air Force Academy) Foreign Student Program allows up to 60 foreign students to attend each Service Academy at any one time as actual members of an Academy class (e.g., as full-time, four-year degree candidates).  These activities expose future foreign leaders, at the beginning of their careers, to their U.S. peers in an environment that is designed to promote military professionalism and appreciation of democratic values and civil society.",,,2020-09-30,2,Obligations,2020,493408,493408
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,115,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853225,Ministry of Defense Advisors Program (MODA),The Ministry of Defense Advisors (MoDA) program partners senior Department of Defense (DoD) civilian experts with foreign counterparts to improve ministerial capacity. A MoDA is assisting the Ukrainian Ministry of Defense with military medical reform initiatives.,,,2020-09-30,2,Obligations,2020,324752,324752
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,8,ARMY,Department of the Army,999,,not applicable,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,112,21x2020,"Department of the Army, Operations and Maintenance",8,Department of the Army,ARMY,2,Military,3,Project-Type,853107,Service Academy Foreign Student Program - U.S. Military Academy,"The U.S. Department of Defense's three service academies' (the U.S. Military Academy, the U.S. Naval Academy, the U.S. Air Force Academy) Foreign Student Program allows up to 60 foreign students to attend each Service Academy at any one time as actual members of an Academy class (e.g., as full-time, four-year degree candidates).  These activities expose future foreign leaders, at the beginning of their careers, to their U.S. peers in an environment that is designed to promote military professionalism and appreciation of democratic values and civil society.",,,2019-09-30,2,Obligations,2020,240833,240833
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,8,ARMY,Department of the Army,999,,not applicable,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,112,21x2020,"Department of the Army, Operations and Maintenance",8,Department of the Army,ARMY,2,Military,3,Project-Type,853108,Service Academy Foreign Student Program - U.S. Military Academy,"The U.S. Department of Defense's three service academies' (the U.S. Military Academy, the U.S. Naval Academy, the U.S. Air Force Academy) Foreign Student Program allows up to 60 foreign students to attend each Service Academy at any one time as actual members of an Academy class (e.g., as full-time, four-year degree candidates).  These activities expose future foreign leaders, at the beginning of their careers, to their U.S. peers in an environment that is designed to promote military professionalism and appreciation of democratic values and civil society.",,,2020-09-30,2,Obligations,2020,240833,240833
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853967,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - National Command & Control Project # 1",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-08,2,Obligations,2020,103000,103000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853965,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Capability Development Workshop # 1",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-10-29,2,Obligations,2020,86000,86000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853756,"U.S. Department of Defense, Institutional Capacity Building Programs: Computer Network Exploitation (CNE) - Sea Breeze 20 IPC",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-20,2,Obligations,2020,80941,80941
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853972,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Strategic Defense Review # 4",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-15,2,Obligations,2020,66000,66000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853902,"U.S. Department of Defense, Institutional Capacity Building Programs: George C. Marshall European Center for Security Studies - SLP HDP I",Institutional Capacity Building (ICB). UKR Senior Governmental Leaders,,,2019-11-15,2,Obligations,2020,65078,65078
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853969,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Strategic Defense Review # 1",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-10-18,2,Obligations,2020,60000,60000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853808,"U.S. Department of Defense, Institutional Capacity Building Programs: Defense Governance Management Team (DGMT) - DIB Coordinator Salary",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-09-30,2,Obligations,2020,54440,54440
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853810,"U.S. Department of Defense, Institutional Capacity Building Programs: Defense Governance Management Team (DGMT) - Translator/Interpreter Salary",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-09-30,2,Obligations,2020,52440,52440
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854242,"U.S. Department of Defense, Institutional Capacity Building Programs: U.S. European Command (USEUCOM) ECJ5 Directorate - PfP Coordinator Salaries FY20",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-09-30,2,Obligations,2020,42500,42500
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853970,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Strategic Defense Review # 2",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-10-22,2,Obligations,2020,23000,23000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853811,"U.S. Department of Defense, Institutional Capacity Building Programs: Defense Institute of International Legal Studies - Assessment and Planning Visit w/r/t International and Operational Law and Operational Legal Advisor Capability","Institutional Capacity Building (ICB). Ministry of Defense, Armed Forces General Staff, and Service Department Headquarter Staffs",,,2019-12-09,2,Obligations,2020,21244,21244
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854223,"U.S. Department of Defense, Institutional Capacity Building Programs: RC & O+M - GCMC - GCMC - UKR - SEMINAR ON REGIONAL SECURITY (SRS) - GCMC - 342 - RC & O+M - GCMC - FY20Q2",Institutional Capacity Building (ICB). Ukraine General Staff National Institute for Strategic Studies Ministry of Defense,,,2020-02-07,2,Obligations,2020,20483,20483
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854241,"U.S. Department of Defense, Institutional Capacity Building Programs: U.S. European Command (USEUCOM) ECJ2 Directorate - BSIF #8",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-21,2,Obligations,2020,20057,20057
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853964,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Air Force Strategy Development # 9",Institutional Capacity Building (ICB). Ukrainian Air Force,,,2019-12-05,2,Obligations,2020,20000,20000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853973,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Strategic Defense Review # 5",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-12-20,2,Obligations,2020,19000,19000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853761,"U.S. Department of Defense, Institutional Capacity Building Programs: Counter Narcotics O&M - GCMC - UKR - ENGLISH LANGUAGE ENHANCEMENT COURSE (ELEC) - GCMC - 342 - Counter Narcotics O&M - FY20Q2",Institutional Capacity Building (ICB). State Customs Service Ukraine Security,,,2020-03-16,2,Obligations,2020,14636,14636
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854348,"U.S. Department of Defense, Institutional Capacity Building Programs: WIF - United States Army Europe (USAREUR) - UKR - COMBINED RESOLVE XIII - United States Army Europe (USAREUR) - 321 - WIF - FY20Q2",Institutional Capacity Building (ICB). Ministry of Defense,,,2020-02-05,2,Obligations,2020,14200,14200
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853974,"U.S. Department of Defense, Institutional Capacity Building Programs: Institute for Security Governance - Ukraine - Sustainment Planning Workshop # 1",Institutional Capacity Building (ICB). Ministry of Defense,,,2019-11-22,2,Obligations,2020,14000,14000
