player_id,name,position,weight,height,country,country_id,number,picture,dob,age,country_name,position_desc
299617,Aaron Ramsey,2,70.0,178.0,WAL,43974,10,https://digitalhub.fifa.com/transform/bc4d38db-13a7-49ee-b4f7-c58a75b8ca55/1441998552,1990-12-26,31.98,Wales,Midfielder
390267,Christian  Pulisic,3,72.0,179.0,USA,43921,10,https://digitalhub.fifa.com/transform/4c947748-ad14-4972-ae99-b78ddbf6cba4/1441721640,1998-09-18,24.25,USA,Striker
404319,Ajdin Hrustic,2,70.0,180.0,AUS,43976,10,https://digitalhub.fifa.com/transform/1902b759-15e7-46a3-9377-3dddc86ed62f/Australia-Portraits-FIFA-World-Cup-Qatar-2022,1996-07-05,26.46,Australia,Midfielder
390525,Lee Jaesung,2,70.0,180.0,KOR,43822,10,https://digitalhub.fifa.com/transform/d922c344-4a89-423b-8de2-794b3e9fbd7e/1442190053,1992-08-10,30.36,Korea Republic,Midfielder
321716,Christian Eriksen,2,76.0,181.0,DEN,43941,10,https://digitalhub.fifa.com/transform/e454f07e-015d-4787-81b0-512a6f032c46/1442267640,1992-02-14,30.85,Denmark,Midfielder
298698,Dusan Tadic,3,76.0,181.0,SRB,1902465,10,https://digitalhub.fifa.com/transform/d6f6b0ce-15ab-4388-8787-2a1a99fb6c0e/1443089559,1988-11-20,34.08,Serbia,Striker
364669,Wahbi Khazri,3,76.0,182.0,TUN,43888,10,https://digitalhub.fifa.com/transform/ac013426-94cc-480d-8232-b98c9d22bbd4/1442513861,1991-02-08,31.86,Tunisia,Striker
311558,Granit Xhaka,2,82.0,183.0,SUI,43971,10,https://digitalhub.fifa.com/transform/6e96ca24-1db5-420a-ae84-2c3fec06e475/1441890746,1992-09-27,30.23,Switzerland,Midfielder
330659,Karim Ansarifard,3,80.0,186.0,IRN,43817,10,https://digitalhub.fifa.com/transform/d0a1b57b-7304-416a-bcba-e7b2667c9113/1441897828,1990-04-03,32.71,IR Iran,Striker
269735,Grzegorz Krychowiak,2,83.0,186.0,POL,43962,10,https://digitalhub.fifa.com/transform/2cd38eae-9e40-42b6-975c-ed280ff22b98/1442524550,1990-01-29,32.89,Poland,Midfielder
214876,Bryan Ruiz,2,75.0,187.0,CRC,43901,10,https://digitalhub.fifa.com/transform/839f9485-02b6-4c60-8031-cff7781af6da/1442777538,1985-08-18,37.34,Costa Rica,Midfielder
