incident_id,incident_date,state,city_or_county,address,no_killed,no_injured,total,year,ap_state,postal_state,full_address
2334359,2022-06-18,Texas,San Antonio,2500 block of Patron Dr,2,5,7,2022,Texas,TX,"2500 Patron Dr, San Antonio, TX"
2333154,2022-06-16,California,Oakland,316 14th St,1,4,5,2022,Calif.,CA,"316 14th St, Oakland, CA"
2328374,2022-06-12,California,Los Angeles,3300 block of E 14th St,3,4,7,2022,Calif.,CA,"3300 E 14th St, Los Angeles, CA"
2328265,2022-06-12,Indiana,Gary,1700 Grant St,2,4,6,2022,Ind.,IN,"1700 Grant St, Gary, IN"
2328342,2022-06-12,Colorado,Denver,4600 block of Colorado Ave,2,4,6,2022,Colo.,CO,"4600 Colorado Ave, Denver, CO"
2327645,2022-06-11,Illinois,Chicago,8600 block of S Damen Ave,1,4,5,2022,Ill.,IL,"8600 S Damen Ave, Chicago, IL"
2328108,2022-06-11,Tennessee,Antioch,660 Bell Rd,2,2,4,2022,Tenn.,TN,"660 Bell Rd, Antioch, TN"
2327247,2022-06-10,Georgia,Decatur,2801 Candler Rd,1,3,4,2022,Ga.,GA,"2801 Candler Rd, Decatur, GA"
2325498,2022-06-09,Maryland,Smithsburg,12912 Bikle Rd,3,3,6,2022,Mass.,MD,"12912 Bikle Rd, Smithsburg, MD"
2323642,2022-06-07,Virginia,Portsmouth,1628 Maple Ave,4,0,4,2022,Va.,VA,"1628 Maple Ave, Portsmouth, VA"
2324435,2022-06-07,Maryland,Baltimore,5500 block of Plainfield Ave,2,2,4,2022,Mass.,MD,"5500 Plainfield Ave, Baltimore, MD"
2321693,2022-06-05,Michigan,Grand Rapids,Pearl St NW and Ottawa Ave NW,1,3,4,2022,Mich.,MI,"Pearl St NW and Ottawa Ave NW, Grand Rapids, MI"
2321532,2022-06-05,Tennessee,Chattanooga,2125 McCallie Ave,2,12,14,2022,Tenn.,TN,"2125 McCallie Ave, Chattanooga, TN"
2321440,2022-06-05,Arizona,Mesa,1457 W Southern Ave,2,2,4,2022,Ariz.,AZ,"1457 W Southern Ave, Mesa, AZ"
2321772,2022-06-05,Michigan,Saginaw,300 block of S 11th St,3,2,5,2022,Mich.,MI,"300 S 11th St, Saginaw, MI"
2321593,2022-06-04,South Carolina,Summerton,4193 St Paul Rd,1,7,8,2022,S.C.,SC,"4193 St Paul Rd, Summerton, SC"
2321500,2022-06-04,Georgia,Macon,300 Block of Jones Ave,1,3,4,2022,Ga.,GA,"300 Block of Jones Ave, Macon, GA"
2321266,2022-06-04,Pennsylvania,Philadelphia,200 block of South St,3,11,14,2022,Pa.,PA,"200 South St, Philadelphia, PA"
2320618,2022-06-04,Arizona,Phoenix,N 10th Ave and W Hatcher Rd,1,8,9,2022,Ariz.,AZ,"N 10th Ave and W Hatcher Rd, Phoenix, AZ"
2321698,2022-06-04,New York,Hempstead,77 Terrace Ave,1,3,4,2022,N.Y.,NY,"77 Terrace Ave, Hempstead, NY"
2320862,2022-06-03,Nebraska,Omaha,2931 T St,1,3,4,2022,Neb.,NE,"2931 T St, Omaha, NE"
2320361,2022-06-03,Virginia,Chester,10960 block of Stepney Rd,1,5,6,2022,Va.,VA,"10960 Stepney Rd, Chester, VA"
2319567,2022-06-02,Texas,Centerville,1696 TX-7 W,6,0,6,2022,Texas,TX,"1696 TX-7 W, Centerville, TX"
2318310,2022-06-01,Oklahoma,Tulsa,6161 S Yale Ave,5,0,5,2022,Okla.,OK,"6161 S Yale Ave, Tulsa, OK"
2316616,2022-05-30,Michigan,Benton Harbor,999 Pipestone St,1,6,7,2022,Mich.,MI,"999 Pipestone St, Benton Harbor, MI"
2315903,2022-05-30,Pennsylvania,Philadelphia,N Delaware Ave and E Tioga St,2,2,4,2022,Pa.,PA,"N Delaware Ave and E Tioga St, Philadelphia, PA"
2315892,2022-05-29,Illinois,Chicago,4400 block of W Walton St,1,4,5,2022,Ill.,IL,"4400 W Walton St, Chicago, IL"
2315150,2022-05-29,Oklahoma,Taft,104 Elm St,1,7,8,2022,Okla.,OK,"104 Elm St, Taft, OK"
2315605,2022-05-29,Arizona,Phoenix,N 58th St and W Windsor Ave,1,5,6,2022,Ariz.,AZ,"N 58th St and W Windsor Ave, Phoenix, AZ"
2315338,2022-05-28,California,Fresno,2233 N 1st St,1,3,4,2022,Calif.,CA,"2233 N 1st St, Fresno, CA"
2315333,2022-05-28,California,Merced,2600 block of Cowden Ave,1,3,4,2022,Calif.,CA,"2600 Cowden Ave, Merced, CA"
2315190,2022-05-28,Colorado,Colorado Springs,3800 block of E Pikes Pike Ave,1,3,4,2022,Colo.,CO,"3800 E Pikes Pike Ave, Colorado Springs, CO"
2313970,2022-05-27,Michigan,Stanwood,10711 185th Ave,4,1,5,2022,Mich.,MI,"10711 185th Ave, Stanwood, MI"
2310278,2022-05-24,Texas,Uvalde,715 Old Carrizo Rd,22,17,39,2022,Texas,TX,"715 Old Carrizo Rd, Uvalde, TX"
2308096,2022-05-21,Indiana,Goshen,1204 Rosemare Ct,2,3,5,2022,Ind.,IN,"1204 Rosemare Ct, Goshen, IN"
2307813,2022-05-20,Louisiana,New Orleans,St. Claude Ave and Forstall St,1,3,4,2022,La.,LA,"St. Claude Ave and Forstall St, New Orleans, LA"
2307631,2022-05-20,Florida,Kissimmee,2331 Old Dixie Hwy,1,3,4,2022,Fla.,FL,"2331 Old Dixie Hwy, Kissimmee, FL"
2308017,2022-05-20,California,Highland,3606 Highland Ave,1,8,9,2022,Calif.,CA,"3606 Highland Ave, Highland, CA"
2307044,2022-05-19,Illinois,Chicago,800 block of N State St,2,7,9,2022,Ill.,IL,"800 N State St, Chicago, IL"
2305208,2022-05-17,California,Palo Alto (East Palo Alto),2500 block of Fordham St,1,3,4,2022,Calif.,CA,"2500 Fordham St, Palo Alto (East Palo Alto), CA"
2302847,2022-05-15,California,Laguna Woods,24301 El Toro Rd,1,5,6,2022,Calif.,CA,"24301 El Toro Rd, Laguna Woods, CA"
2302740,2022-05-15,Texas,Houston,8729 Airline Dr,2,3,5,2022,Texas,TX,"8729 Airline Dr, Houston, TX"
2303337,2022-05-15,Texas,Amarillo,1003 N Fillmore St,1,4,5,2022,Texas,TX,"1003 N Fillmore St, Amarillo, TX"
2301751,2022-05-14,New York,Buffalo,1275 Jefferson Ave,10,3,13,2022,N.Y.,NY,"1275 Jefferson Ave, Buffalo, NY"
2300713,2022-05-12,Arkansas,Hot Springs National Park (Hot Springs),134 Convention Blvd,1,4,5,2022,Ark.,AR,"134 Convention Blvd, Hot Springs National Park (Hot Springs), AR"
2300830,2022-05-11,New Jersey,Paterson,36 Essex St,1,4,5,2022,N.J.,NJ,"36 Essex St, Paterson, NJ"
2299793,2022-05-11,Missouri,Saint Louis,5000 block of N Kingshighway Blvd,1,3,4,2022,Mo.,MO,"5000 N Kingshighway Blvd, Saint Louis, MO"
2299176,2022-05-10,Texas,Brookshire,Purdy and 4th St,1,3,4,2022,Texas,TX,"Purdy and 4th St, Brookshire, TX"
2298591,2022-05-10,Maryland,Baltimore,700 block of N Rose St,1,3,4,2022,Mass.,MD,"700 N Rose St, Baltimore, MD"
2298836,2022-05-10,Illinois,Chicago,4800 block of S Ada St,1,4,5,2022,Ill.,IL,"4800 S Ada St, Chicago, IL"
2297261,2022-05-08,Georgia,Clarkston,6500 block of Old Hampton Dr,3,3,6,2022,Ga.,GA,"6500 Old Hampton Dr, Clarkston, GA"
2296191,2022-05-07,Kentucky,Lexington,1560 LaSalle Rd,2,3,5,2022,Ky.,KY,"1560 LaSalle Rd, Lexington, KY"
2296808,2022-05-07,Texas,Garland,800 block of Magnolia Dr,2,2,4,2022,Texas,TX,"800 Magnolia Dr, Garland, TX"
2296037,2022-05-06,Louisiana,New Orleans,4800 block of Alcee Fortier Blvd,2,4,6,2022,La.,LA,"4800 Alcee Fortier Blvd, New Orleans, LA"
2292613,2022-05-01,South Carolina,North Charleston,US-52 and Ashley Phosphate Rd,1,3,4,2022,S.C.,SC,"US-52 and Ashley Phosphate Rd, North Charleston, SC"
2291578,2022-05-01,Ohio,Springfield,Clifton Ave and Rice St,1,4,5,2022,Ohio,OH,"Clifton Ave and Rice St, Springfield, OH"
2291618,2022-04-30,Georgia,Atlanta,445 Cleveland Ave SE,1,4,5,2022,Ga.,GA,"445 Cleveland Ave SE, Atlanta, GA"
2291470,2022-04-30,Mississippi,Jackson,1207 Mississippi Street,1,5,6,2022,Miss.,MS,"1207 Mississippi Street, Jackson, MS"
2291185,2022-04-29,Tennessee,Jackson,310 North Pkwy,2,2,4,2022,Tenn.,TN,"310 North Pkwy, Jackson, TN"
2290026,2022-04-28,Alabama,Bessemer,1800 block of Berkley Ave,1,3,4,2022,Ala.,AL,"1800 Berkley Ave, Bessemer, AL"
2288842,2022-04-27,Mississippi,Biloxi,2688 Beach Blvd,4,0,4,2022,Miss.,MS,"2688 Beach Blvd, Biloxi, MS"
2289308,2022-04-27,Louisiana,Opelousas,700 block of Mia St,2,3,5,2022,La.,LA,"700 Mia St, Opelousas, LA"
2287581,2022-04-25,Alabama,Birmingham,821 3rd Ave W,1,3,4,2022,Ala.,AL,"821 3rd Ave W, Birmingham, AL"
2286363,2022-04-24,South Carolina,Myrtle Beach,12th Ave N and Withers Alley,1,3,4,2022,S.C.,SC,"12th Ave N and Withers Alley, Myrtle Beach, SC"
2286061,2022-04-24,Indiana,Lafayette,2905 Westchester Ln W,2,4,6,2022,Ind.,IN,"2905 Westchester Ln W, Lafayette, IN"
2286089,2022-04-23,California,San Bernardino,1036 W Highland Ave,1,4,5,2022,Calif.,CA,"1036 W Highland Ave, San Bernardino, CA"
2285772,2022-04-23,Illinois,Chicago,2000 block of W 51st St,2,2,4,2022,Ill.,IL,"2000 W 51st St, Chicago, IL"
2285158,2022-04-22,Virginia,Petersburg,200 block of Holly Hill Dr,1,5,6,2022,Va.,VA,"200 Holly Hill Dr, Petersburg, VA"
2284819,2022-04-22,District of Columbia,Washington,2900 block of Van Ness St NW,1,4,5,2022,,DC,"2900 Van Ness St NW, Washington, DC"
2285267,2022-04-21,Arkansas,Mountain View,646 Northcutt Rd,4,0,4,2022,Ark.,AR,"646 Northcutt Rd, Mountain View, AR"
2283535,2022-04-20,Minnesota,Duluth,715 E 12th St,5,0,5,2022,Minn.,MN,"715 E 12th St, Duluth, MN"
2281541,2022-04-17,Oregon,Portland,16150 SE Stark St,1,3,4,2022,Ore.,OR,"16150 SE Stark St, Portland, OR"
2281483,2022-04-17,Florida,Miami,15020 South River Dr,1,3,4,2022,Fla.,FL,"15020 South River Dr, Miami, FL"
2280711,2022-04-17,Pennsylvania,Pittsburgh,900B Madison Ave,2,9,11,2022,Pa.,PA,"900B Madison Ave, Pittsburgh, PA"
2281164,2022-04-17,California,Sacramento,7200 block of Franklin Blvd,1,3,4,2022,Calif.,CA,"7200 Franklin Blvd, Sacramento, CA"
2280495,2022-04-16,Maryland,Baltimore,5300 block of Maple Ave,1,3,4,2022,Mass.,MD,"5300 Maple Ave, Baltimore, MD"
2281410,2022-04-16,Texas,Daingerfield,FM 144 and Edwards Rd,1,6,7,2022,Texas,TX,"FM 144 and Edwards Rd, Daingerfield, TX"
2280017,2022-04-16,New York,Syracuse,300 block of S Clinton St,1,4,5,2022,N.Y.,NY,"300 S Clinton St, Syracuse, NY"
2280504,2022-04-15,California,Stockton,300 block of Coventry Dr,2,2,4,2022,Calif.,CA,"300 Coventry Dr, Stockton, CA"
2277011,2022-04-12,New York,Bronx,2825 Olinville Ave,1,3,4,2022,N.Y.,NY,"2825 Olinville Ave, Bronx, NY"
2275283,2022-04-10,California,Willowbrook,Blakley Ave and E 122nd Pl,2,5,7,2022,Calif.,CA,"Blakley Ave and E 122nd Pl, Willowbrook, CA"
2274790,2022-04-10,Iowa,Cedar Rapids,415 3rd St SE,2,10,12,2022,Iowa,IA,"415 3rd St SE, Cedar Rapids, IA"
2274783,2022-04-10,Indiana,Indianapolis,4270 W 38th St,1,5,6,2022,Ind.,IN,"4270 W 38th St, Indianapolis, IN"
2274803,2022-04-10,Illinois,Elgin,958 Congdon Ave,2,4,6,2022,Ill.,IL,"958 Congdon Ave, Elgin, IL"
2272394,2022-04-06,Pennsylvania,Philadelphia,Griscom St and Arrott St,1,4,5,2022,Pa.,PA,"Griscom St and Arrott St, Philadelphia, PA"
2270578,2022-04-04,Connecticut,Hartford,Bedford St and Mather St,1,3,4,2022,Conn.,CT,"Bedford St and Mather St, Hartford, CT"
2269745,2022-04-03,California,San Francisco,670 Brunswick St,2,2,4,2022,Calif.,CA,"670 Brunswick St, San Francisco, CA"
2269100,2022-04-03,Texas,Dallas,5050 Cleveland Rd,1,16,17,2022,Texas,TX,"5050 Cleveland Rd, Dallas, TX"
2269082,2022-04-03,California,Sacramento,J St and 10th St,6,12,18,2022,Calif.,CA,"J St and 10th St, Sacramento, CA"
2268762,2022-04-02,Louisiana,Monroe,100 Sterlington Rd,1,5,6,2022,La.,LA,"100 Sterlington Rd, Monroe, LA"
2269034,2022-04-02,Louisiana,Shreveport,2025 Marshall St,1,3,4,2022,La.,LA,"2025 Marshall St, Shreveport, LA"
2268723,2022-04-02,North Carolina,Shelby,1851 E Dixon Blvd,1,3,4,2022,N.C.,NC,"1851 E Dixon Blvd, Shelby, NC"
2264094,2022-03-26,California,Hollister,Rustic St and Roble St,2,3,5,2022,Calif.,CA,"Rustic St and Roble St, Hollister, CA"
2263608,2022-03-25,Colorado,Colorado Springs,820 Citadel Dr E,2,2,4,2022,Colo.,CO,"820 Citadel Dr E, Colorado Springs, CO"
2260129,2022-03-22,California,Stockton,1800 West Lane,1,3,4,2022,Calif.,CA,"1800 West Lane, Stockton, CA"
2259413,2022-03-21,Illinois,Chicago,1650 E 79th St,2,2,4,2022,Ill.,IL,"1650 E 79th St, Chicago, IL"
2258224,2022-03-20,Texas,Houston,2955 S Sam Houston Pkwy E,1,3,4,2022,Texas,TX,"2955 S Sam Houston Pkwy E, Houston, TX"
2257674,2022-03-19,Virginia,Madison Heights,351 Old Wright Shop Rd,1,4,5,2022,Va.,VA,"351 Old Wright Shop Rd, Madison Heights, VA"
2258182,2022-03-19,Texas,Dallas,5214 Botham Jean Blvd,1,9,10,2022,Texas,TX,"5214 Botham Jean Blvd, Dallas, TX"
2258012,2022-03-19,North Carolina,Fayetteville,1707 Owen Dr,3,3,6,2022,N.C.,NC,"1707 Owen Dr, Fayetteville, NC"
2257316,2022-03-19,Virginia,Norfolk,320 Granby St,3,2,5,2022,Va.,VA,"320 Granby St, Norfolk, VA"
2257739,2022-03-19,Arkansas,Dumas,611 Highway 65 S,1,26,27,2022,Ark.,AR,"611 Highway 65 S, Dumas, AR"
2256453,2022-03-18,Texas,Fort Worth,1600 block of NW Loraine St,1,3,4,2022,Texas,TX,"1600 NW Loraine St, Fort Worth, TX"
2255816,2022-03-17,Florida,Fort Lauderdale,1300 W Broward Blvd,2,2,4,2022,Fla.,FL,"1300 W Broward Blvd, Fort Lauderdale, FL"
2255832,2022-03-16,New Jersey,Irvington,800 block of 18th Ave,1,3,4,2022,N.J.,NJ,"800 18th Ave, Irvington, NJ"
2256080,2022-03-16,New Jersey,Irvington,862 18th Ave,1,3,4,2022,N.J.,NJ,"862 18th Ave, Irvington, NJ"
2253714,2022-03-14,Pennsylvania,Reading,1300 block of Meade St,1,3,4,2022,Pa.,PA,"1300 Meade St, Reading, PA"
2252500,2022-03-13,New York,Rochester,471 State St,2,2,4,2022,N.Y.,NY,"471 State St, Rochester, NY"
2252792,2022-03-13,South Carolina,Columbia,810 Pulaski St,1,4,5,2022,S.C.,SC,"810 Pulaski St, Columbia, SC"
2252719,2022-03-12,Maryland,Baltimore,Gwynn Oak Ave and Liberty Heights Ave,3,1,4,2022,Mass.,MD,"Gwynn Oak Ave and Liberty Heights Ave, Baltimore, MD"
2253654,2022-03-12,Alabama,Autaugaville,200 block of N Pickett St,1,3,4,2022,Ala.,AL,"200 N Pickett St, Autaugaville, AL"
2251416,2022-03-11,Ohio,Columbus,1644 E Dublin-Granville Rd,2,2,4,2022,Ohio,OH,"1644 E Dublin-Granville Rd, Columbus, OH"
2250540,2022-03-09,Colorado,Aurora,3300 N Ouray St,1,4,5,2022,Colo.,CO,"3300 N Ouray St, Aurora, CO"
2250151,2022-03-08,Florida,Jacksonville,Duval Station Rd and Starratt Rd,1,4,5,2022,Fla.,FL,"Duval Station Rd and Starratt Rd, Jacksonville, FL"
2247617,2022-03-06,Minnesota,Minneapolis,2720 Blaisdell Ave,1,3,4,2022,Minn.,MN,"2720 Blaisdell Ave, Minneapolis, MN"
2248066,2022-03-06,Pennsylvania,Hazleton,182 S  Wyoming St,1,4,5,2022,Pa.,PA,"182 S  Wyoming St, Hazleton, PA"
2247622,2022-03-06,South Carolina,Chester,Powell Dr and Harvey Neely Rd,2,3,5,2022,S.C.,SC,"Powell Dr and Harvey Neely Rd, Chester, SC"
2247747,2022-03-05,Arizona,Glendale,4810 W Glendale Ave,1,3,4,2022,Ariz.,AZ,"4810 W Glendale Ave, Glendale, AZ"
2246387,2022-03-03,Nevada,Las Vegas,4055 S University Center Dr,1,6,7,2022,Nev.,NV,"4055 S University Center Dr, Las Vegas, NV"
2245620,2022-03-02,Maryland,Baltimore,Walbrook Ave and N Dukeland St,1,3,4,2022,Mass.,MD,"Walbrook Ave and N Dukeland St, Baltimore, MD"
2243861,2022-02-28,California,Sacramento,2041 Wyda Way,5,0,5,2022,Calif.,CA,"2041 Wyda Way, Sacramento, CA"
2242153,2022-02-26,Nevada,Las Vegas,953 E Sahara Ave,1,14,15,2022,Nev.,NV,"953 E Sahara Ave, Las Vegas, NV"
2242345,2022-02-26,South Carolina,North Charleston,2622 S Allen Dr,1,3,4,2022,S.C.,SC,"2622 S Allen Dr, North Charleston, SC"
2241857,2022-02-25,Louisiana,Baton Rouge,6401 Bluebonnet Blvd,2,2,4,2022,La.,LA,"6401 Bluebonnet Blvd, Baton Rouge, LA"
2238575,2022-02-21,Minnesota,Saint Paul,488 Humboldt Ave,1,3,4,2022,Minn.,MN,"488 Humboldt Ave, Saint Paul, MN"
2238312,2022-02-20,Mississippi,Mccomb,Minnesota Ave and 6th St,1,3,4,2022,Miss.,MS,"Minnesota Ave and 6th St, Mccomb, MS"
2238403,2022-02-20,Oregon,Portland,SE Foster Rd and 128th Ave,1,3,4,2022,Ore.,OR,"SE Foster Rd and 128th Ave, Portland, OR"
2237593,2022-02-19,Missouri,Charleston,106 S Franklin St,2,14,16,2022,Mo.,MO,"106 S Franklin St, Charleston, MO"
2237058,2022-02-19,North Carolina,Durham,1400 E Cornwallis Rd,2,2,4,2022,N.C.,NC,"1400 E Cornwallis Rd, Durham, NC"
2237697,2022-02-19,Oregon,Portland,NE 55th Ave and NE Hassalo St,1,6,7,2022,Ore.,OR,"NE 55th Ave and NE Hassalo St, Portland, OR"
2236857,2022-02-18,Maryland,Temple Hills (Marlow Heights),4200 block of 28th Ave,2,2,4,2022,Mass.,MD,"4200 28th Ave, Temple Hills (Marlow Heights), MD"
2235366,2022-02-16,Florida,Miami,NW 99th St and NW 21st Ave,1,3,4,2022,Fla.,FL,"NW 99th St and NW 21st Ave, Miami, FL"
2234868,2022-02-15,Illinois,Joliet,700 block of Francis St,1,3,4,2022,Ill.,IL,"700 Francis St, Joliet, IL"
2232854,2022-02-13,Wisconsin,Racine,7th St and Park Ave,1,5,6,2022,Wis.,WI,"7th St and Park Ave, Racine, WI"
2232476,2022-02-12,Arkansas,Little Rock,200 block of E 7th St,1,3,4,2022,Ark.,AR,"200 E 7th St, Little Rock, AR"
2232351,2022-02-12,Tennessee,Murfreesboro,1644 Middle Tennessee Blvd,1,4,5,2022,Tenn.,TN,"1644 Middle Tennessee Blvd, Murfreesboro, TN"
2231371,2022-02-11,Arizona,Phoenix,5405 W Warner St,2,9,11,2022,Ariz.,AZ,"5405 W Warner St, Phoenix, AZ"
2228510,2022-02-06,California,Fresno,S Clara Ave and E Lorena Ave,2,2,4,2022,Calif.,CA,"S Clara Ave and E Lorena Ave, Fresno, CA"
2227187,2022-02-05,New Mexico,Las Cruces,1900 block of Gladys Dr,1,3,4,2022,N.M.,NM,"1900 Gladys Dr, Las Cruces, NM"
2227058,2022-02-05,Texas,Corsicana,2919 W 2nd Ave,6,2,8,2022,Texas,TX,"2919 W 2nd Ave, Corsicana, TX"
2227035,2022-02-04,Virginia,Blacksburg,109 N Main St,1,4,5,2022,Va.,VA,"109 N Main St, Blacksburg, VA"
2225493,2022-02-02,California,Oroville,410 Oro Dam Blvd E,1,4,5,2022,Calif.,CA,"410 Oro Dam Blvd E, Oroville, CA"
2224013,2022-01-31,North Carolina,Raleigh,3120 New Bern Ave,1,3,4,2022,N.C.,NC,"3120 New Bern Ave, Raleigh, NC"
2222953,2022-01-30,Florida,Winter Haven,Buckeye Loop Rd and MLK Blvd NE,1,4,5,2022,Fla.,FL,"Buckeye Loop Rd and MLK Blvd NE, Winter Haven, FL"
2223019,2022-01-30,Georgia,Augusta,2623 Deans Bridge Rd,1,3,4,2022,Ga.,GA,"2623 Deans Bridge Rd, Augusta, GA"
2222557,2022-01-29,Missouri,Saint Louis,4900 block of Cote Brilliante,3,1,4,2022,Mo.,MO,"4900 Cote Brilliante, Saint Louis, MO"
2222383,2022-01-29,Georgia,Atlanta,899 Martin Luther King Jr Dr NW,1,3,4,2022,Ga.,GA,"899 Martin Luther King Jr Dr NW, Atlanta, GA"
2220985,2022-01-27,District of Columbia,Washington,4400 Connecticut Ave,1,4,5,2022,,DC,"4400 Connecticut Ave, Washington, DC"
2217882,2022-01-23,California,Inglewood,1300 block of North Park Ave,4,1,5,2022,Calif.,CA,"1300 North Park Ave, Inglewood, CA"
2218159,2022-01-23,Wisconsin,Milwaukee,2505 N 21st St,6,0,6,2022,Wis.,WI,"2505 N 21st St, Milwaukee, WI"
2215955,2022-01-19,Maryland,Baltimore,E Monument St and N Montford Ave,3,1,4,2022,Mass.,MD,"E Monument St and N Montford Ave, Baltimore, MD"
2214013,2022-01-18,Florida,Miami,10702 NW 7th Ave,1,4,5,2022,Fla.,FL,"10702 NW 7th Ave, Miami, FL"
2214306,2022-01-17,Texas,San Antonio,400 block of Spriggsdale Ave,1,4,5,2022,Texas,TX,"400 Spriggsdale Ave, San Antonio, TX"
2213456,2022-01-16,Georgia,Savannah,1100 Graydon St,1,3,4,2022,Ga.,GA,"1100 Graydon St, Savannah, GA"
2212018,2022-01-15,Georgia,Brunswick,2717 Glynn Ave,1,5,6,2022,Ga.,GA,"2717 Glynn Ave, Brunswick, GA"
2210480,2022-01-13,New York,Brooklyn,1014 E 92nd St,1,3,4,2022,N.Y.,NY,"1014 E 92nd St, Brooklyn, NY"
2207931,2022-01-09,California,Los Angeles,W 35th St and S Hill St,2,4,6,2022,Calif.,CA,"W 35th St and S Hill St, Los Angeles, CA"
2207469,2022-01-09,Alabama,Montgomery,3020 Atlanta Hwy,1,6,7,2022,Ala.,AL,"3020 Atlanta Hwy, Montgomery, AL"
2207406,2022-01-09,Colorado,Colorado Springs,1960 Chelton Rd,2,3,5,2022,Colo.,CO,"1960 Chelton Rd, Colorado Springs, CO"
2206813,2022-01-08,Texas,Houston,7136 Clarewood Dr,1,3,4,2022,Texas,TX,"7136 Clarewood Dr, Houston, TX"
2205024,2022-01-04,Mississippi,Jackson,3207 W Capitol St,1,3,4,2022,Miss.,MS,"3207 W Capitol St, Jackson, MS"
2202976,2022-01-02,Texas,Corsicana,1100 block of S 29th St,2,2,4,2022,Texas,TX,"1100 S 29th St, Corsicana, TX"
2202727,2022-01-02,Texas,San Antonio,427 Montrose,2,2,4,2022,Texas,TX,"427 Montrose, San Antonio, TX"
2201677,2022-01-01,Colorado,Denver,1919 Blake St,2,2,4,2022,Colo.,CO,"1919 Blake St, Denver, CO"
2201641,2022-01-01,Wisconsin,Kenosha,1708 52nd St,1,3,4,2022,Wis.,WI,"1708 52nd St, Kenosha, WI"
2202001,2022-01-01,Illinois,Peoria,2000 block of SW Adams St,2,2,4,2022,Ill.,IL,"2000 SW Adams St, Peoria, IL"
2201629,2022-01-01,Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,1,4,5,2022,Pa.,PA,"1600 Cecil B Moore Ave, Philadelphia, PA"
2201716,2021-12-31,Mississippi,Gulfport,1200 block of Lewis Ave,4,3,7,2021,Miss.,MS,"1200 Lewis Ave, Gulfport, MS"
2201052,2021-12-30,Missouri,Kirksville,700 block of E Dodson St,3,1,4,2021,Mo.,MO,"700 E Dodson St, Kirksville, MO"
2198521,2021-12-27,Colorado,Denver,56 Broadway,6,2,8,2021,Colo.,CO,"56 Broadway, Denver, CO"
