,stock_number,item,quantity,value,year
139,1615-01-270-2982,"HUB,ROTOR,HELICOPTER",2,49769.0,2017
270,5855-01-422-5413,"GOGGLES,NIGHTVISIO",18,49464.0,36312
125,1615-00-918-2676,"GEAR BOX ASSEMBLY,T",2,39961.0,2018
272,5855-01-464-3150,"SIGHT,THERMAL",3,37536.0,6051
275,5855-01-474-8904,"SIGHT,NIGHT VISION SNIPERSCOPE",7,37198.0,14119
321,6230-01-439-3732,"FLOODLIGHT SET,ELECTRIC",5,36000.0,6057
157,2320-DS-PIC-KUP0,PICKUP,2,31180.0,4038
154,2320-00-889-2171,"TRUCK,STAKE",1,28829.0,2019
155,2320-01-090-7835,"TRUCK,CARRYALL",1,28000.0,2019
152,2310-DS-SED-AN00,SEDAN,1,27315.0,2019
140,1615-01-362-0406,"MAST ASSY,MAIN ROTO",1,25749.0,2019
189,3930-DS-FOR-KLIF,FORKLIFT,1,25000.0,2019
311,6115-01-462-0290,"GENERATOR SET,DIESEL ENGINE",1,24334.0,2019
151,1940-DS-BOA-T000,SMALL CRAFT BOAT,3,23227.0,6059
387,8115-01-220-9527,"CONTAINER,CARGO",4,21340.0,4040
324,6230-01-563-5725,"LIGHT UNIT,PORTABLE",1,21211.0,2019
54,1240-01-504-2221,"RANGE FINDER,LASER",4,20501.0,2017
280,5855-01-526-4703,"SIGHT,NIGHT VISION SNIPERSCOPE",2,20200.0,4038
69,1367-01-561-5279,"CAPABILITIES SET,NON-LETHAL",1,19145.0,2018
277,5855-01-523-7713,"SIGHT,THERMAL",2,18824.0,4034
153,2310-DS-VAN-0000,VAN,1,18545.0,2020
175,2995-01-008-7763,"ACTUATOR ASSEMBLY,I",3,18334.0,6056
162,2340-DS-CAR-T000,"CART, MOTORIZED",2,18000.0,4038
273,5855-01-464-3152,"SIGHT,THERMAL",1,17591.0,2017
360,6720-01-568-2071,"CAMERA SYSTEM,RECONNAISSANCE",2,16900.0,4034
137,1615-01-072-5670,"DRIVE SHAFT ASSEMBLY,ROTARY WING",4,16380.0,2019
218,4240-01-581-7274,"RESCUE AND SALVAGING KIT,HYDRAULIC",1,16308.0,2020
45,1095-01-543-2189,"FIRING DEVICE,NON-LETHAL",180,16303.0,34300
274,5855-01-468-4169,"ILLUMINATOR,INFRARED",22,16179.0,44374
326,6230-DS-LIG-HT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",18,16177.0,6059
161,2340-DS-ATV-4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",1,15000.0,2019
73,1385-01-115-5823,"LOCATOR,FERROUS",2,14707.0,2017
193,4210-01-213-7310,"IMAGER KIT,THERMAL",1,14383.0,2017
76,1385-01-487-8701,"TOOL KIT,EXPLOSIVE ORDNANCE DISPOSAL",1,14000.0,2017
356,6695-01-519-2472,"DETECTING AND TRACING SET,METAL",1,13750.0,2019
160,2340-01-513-5988,ALL TERRAIN VEHICLE WHEELED,1,13259.0,2019
276,5855-01-506-5920,"SIGHT,NIGHT VISION SNIPERSCOPE",11,13036.0,22198
66,1240-01-610-4844,"SIGHT,INFINITY",9,12605.0,10092
89,1560-00-221-5691,"LINK ASSEMBLY,LIFT TRANSMISSION",4,12225.0,4034
298,5895-01-629-4310,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",30,12090.0,12107
106,1615-00-225-5111,"PARTS KIT,ROTOR CON",8,11875.0,6053
133,1615-01-008-2798,"SHAFT ASSEMBLY,TAIL",1,11872.0,2019
269,5855-01-363-7491,"IMAGE INTENSIFIER,NIGHT VISION",8,11712.0,4034
295,5895-01-568-2004,"WORK STATION,COMPUTER GRAPHICS",1,11500.0,2020
104,1615-00-111-3623,"YOKE ASSEMBLY,ROTOR",2,11176.0,2019
278,5855-01-523-7715,"SIGHT,THERMAL",1,10508.0,2017
354,6650-01-541-6718,"CASE,OPTICAL INSTRUMENT",4,10419.0,2020
190,3930-DS-WHS-ETRA,"WAREHOUSE TRUCKS AND TRACTORS, SELF-PROP",1,10312.0,2019
123,1615-00-893-3442,"CASE,TRANSMISSION",2,10066.0,4034
82,1385-01-574-4707,"UNMANNED VEHICLE,GROUND",1,10000.0,2018
284,5855-01-534-5931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",132,9570.0,22192
359,6720-01-553-7118,"CAMERA SYSTEM,RECONNAISSANCE",1,9073.0,2017
174,2540-01-557-6140,"BUMPER,VEHICULAR",1,8845.0,2017
371,7025-DS-FLA-TPAN,FLAT PANEL MONITOR,1,8698.0,2020
370,7025-DS-FIN-GERP,FINGERPRINTING MACHINE,1,8157.0,2019
61,1240-01-575-1105,"RANGE FINDER,LASER",8,7974.0,2018
261,5820-01-549-6407,"RECEIVER-TRANSMITTER,RADIO",26,7520.0,4034
352,6650-01-336-8197,FIBERSCOPE,2,7500.0,2017
75,1385-01-483-4575,"TOOL KIT,EXPLOSIVE ORDNANCE DISPOSAL",3,7251.0,2017
260,5820-01-533-4346,"RECEIVER-TRANSMITTER,RADIO",18,6425.0,2017
48,1240-01-411-1265,"SIGHT,REFLEX",167,6420.0,40357
266,5855-01-017-7366,NIGHT VISION SIGHT ASSEMBLY,2,6414.0,4034
281,5855-01-528-2743,"IMAGE INTENSIFIER,NIGHT VISION",4,6392.0,2017
315,6130-01-208-7802,"BATTERY,CHARGER-ANA",1,6371.0,2020
135,1615-01-029-4913,"STABILIZER TUBE,ROTARY WING",2,6309.0,2017
131,1615-00-996-7491,"CASE ASSEMBLY,TRANS",2,6242.0,2017
138,1615-01-210-6454,"GRIP,ASSEMBLY",5,6099.0,4034
319,6210-01-329-3302,"FIXTURE,LIGHTING",2,5969.0,2020
205,4220-01-584-7592,"VEST,DIVER'S SUIT",6,5838.0,4038
105,1615-00-201-3782,"SHIELD ASSEMBLY,MAIN ROTOR",8,5827.0,8070
309,6115-00-725-1790,"GENERATOR,DIRECT CURRENT",1,5730.0,2019
163,2340-DS-MTR-CYCL,MOTORCYCLE,2,5549.0,2019
117,1615-00-815-6683,"CONTROL ASSEMBLY,QUILL",3,5480.0,4038
128,1615-00-972-2736,"SLEEVE ASSEMBLY,TAI",3,5470.0,4034
81,1385-01-574-1677,"REMOTE HANDLING SET,EXPLOSIVE ORDNANCE DISPOSAL",4,5363.0,2018
245,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",5,5340.0,6057
310,6115-01-435-1565,"GENERATOR SET,DIESEL ENGINE",2,5262.0,2019
364,6760-DS-LEN-S001,"LENS, CAMERA",14,5195.0,22209
306,5975-01-191-0294,"CABINET,ELECTRICAL EQUIPMENT",1,5181.0,2020
23,1005-01-502-9979,RAIL ADAPTER SYSTEM,3,5096.0,2017
286,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",30,5070.0,10090
68,1240-DS-OPT-SIGH,OPTICAL SIGHTING AND RANGING EQUIPMENT,18,5005.0,10088
313,6115-DS-GEN-ERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",1,5000.0,2019
204,4220-01-561-2259,"MASK,UNDERWATER",6,4884.0,2019
291,5855-DS-IMI-NTEN,IMAGE INTENSIFIER,1,4698.0,2019
184,3615-DS-SHR-EDD0,SHREDDER,2,4566.0,2020
357,6720-01-486-5919,"CAMERA SYSTEM,DIGITAL",1,4549.0,2020
308,6105-00-669-6434,"MOTOR,DIRECT CURRENT",1,4526.0,2019
263,5820-01-600-9530,"RECEIVER-TRANSMITTER,RADIO",42,4386.0,4034
246,5180-01-495-2869,"TOOL KIT,FIBER OPTIC SYSTEM",1,4364.0,2018
87,1385-99-695-2988,"TOOL AND EQUIPMENT KIT,EXPLOSIVE ORDNANCE DISPOSAL",3,4352.0,2017
49,1240-01-480-0292,"TELESCOPE,STRAIGHT",15,4162.0,2017
173,2540-01-556-3692,"SEAT,VEHICULAR",3,4106.0,2017
248,5180-DS-TOO-LKIT,"SETS, KITS, AND OUTFITS OF HAND TOOLS",3,3941.0,4038
79,1385-01-524-6956,HOOK AND LINE SET,4,3600.0,2017
98,1560-01-095-4337,"RECEIVER,REFUELING",1,3558.0,2019
107,1615-00-400-7300,"HEATSHIELD,DRIVE SH",2,3459.0,4034
259,5820-01-212-7691,PORTABLE RADIO,18,3406.0,2018
225,4920-00-251-2509,GRIP SPACING AND BA,1,3374.0,2017
86,1385-99-131-9703,"TOOL KIT,EXPLOSIVE ORDNANCE DISPOSAL",3,3199.0,2017
179,3040-00-765-2408,"SHAFT,SHOULDERED",14,3163.0,4034
244,5180-01-387-5455,"TOOL KIT,VEHICULAR,SPECIAL PURPOSE",6,3032.0,4039
293,5895-00-138-7715,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",1,3030.0,2019
202,4220-01-539-7252,"LIFE PRESERVER,VEST",84,2985.0,6055
369,7025-01-662-7823,"PRINTER,AUTOMATIC DATA PROCESSING",4,2608.0,8080
397,8405-00-889-3683,"LINER,WET WEATHER PONCHO",3274,2588.0,141400
57,1240-01-540-3690,"SIGHT,REFLEX",49,2568.0,16145
314,6130-01-151-8257,"CHARGER,BATTERY",1,2537.0,2019
65,1240-01-599-9400,"SIGHT,INFINITY",2,2531.0,2019
119,1615-00-829-6855,"UNIVERSAL,CONTROL L",5,2506.0,4036
111,1615-00-701-4142,COUPLING DRIVESHAFT,4,2458.0,2019
323,6230-01-519-0393,"CASE,LIGHT SET",14,2435.0,4038
243,5180-01-355-1976,"TOOL KIT,TIMING AND FUEL SETTING",1,2413.0,2019
317,6130-01-495-2839,"CHARGER,BATTERY",1,2411.0,2019
60,1240-01-562-9459,"RANGE FINDER,LASER",13,2399.0,12103
408,8415-01-485-3106,"HELMET,FLIGHT DECK CREWMANS",2,2309.0,2019
296,5895-01-598-4531,"INTERFACE UNIT,COMMUNICATION EQUIPMENT",23,2291.0,6058
208,4220-DS-MAR-LIFD,MARINE LIFESAVING AND DIVING EQUIPMENT,33,2268.0,4040
100,1615-00-051-3646,CROSSHEAD ASSEMBLY,2,2147.0,2017
201,4220-01-520-6429,"DRY SUIT,DIVERS",1,2098.0,2019
289,5855-01-571-1258,"ILLUMINATOR,INTEGRATED,SMALL ARMS",18,2098.0,4038
164,2340-DS-MUL-E000,MULE,2,2000.0,4038
416,8415-01-629-5837,"SUIT,RIOT TRAINING",1,1985.0,2019
227,4920-00-835-1364,"FIXTURE,TEST",1,1974.0,2017
178,3040-00-055-1997,"SHAFT,SHOULDERED",2,1959.0,2017
304,5965-01-572-7829,HEADSET-MICROPHONE,28,1955.0,4040
118,1615-00-829-6845,QUILL ASSEMBLY,2,1901.0,2019
39,1005-20-002-4811,"MODIFICATION KIT,GUN,WEAPON",49,1894.0,10085
120,1615-00-830-9750,"LINK ASSEMBLY,SWASHPLATE",4,1845.0,2019
112,1615-00-765-2417,"COUPLING,HANGER",6,1831.0,2019
144,1620-00-969-9210,"SHOE,ASSY,SKID",2,1823.0,2017
241,5140-DS-TOO-LBXD,TOOL AND HARDWARE BOXES,1,1800.0,2019
283,5855-01-533-0555,"ILLUMINATOR,INFRARED",1,1800.0,2017
35,1005-01-585-5664,"SUPPRESSOR,SMALL ARMS WEAPON",2,1799.0,4034
361,6720-DS-CAM-ERA2,"CAMERA, STILL PICTURE",23,1797.0,10099
124,1615-00-898-0048,"SPACER,MAIN ROTOR GRIP",5,1773.0,4035
463,9905-01-551-7980,"MARKING KIT,HAZARDO",1,1750.0,2020
247,5180-01-506-8287,"TOOL KIT,SMALL ARMS",1,1711.0,2019
94,1560-00-967-1751,"TRIPOD ASSEMBLY,ENGINE",1,1703.0,2019
285,5855-01-535-6166,"ILLUMINATOR,INTEGRATED,SMALL ARMS",11,1696.0,4035
290,5855-01-645-0531,"ILLUMINATOR,INFRARED",20,1662.0,2018
46,1095-01-651-6953,"FIRING DEVICE,NON-LETHAL",14,1600.0,4034
367,7021-DS-NOT-EBO1,NOTEBOOK COMPUTER,5,1589.0,2019
239,5140-DS-CAB-INE0,"CABINET, TOOL",1,1556.0,2020
28,1005-01-543-2187,"KIT,TACTICAL TRIPOD",6,1495.0,2017
226,4920-00-474-0569,"FIXTURE,HOLDING,TRA",2,1485.0,2017
459,8470-DS-PSH-IELD,"SHIELD,PERSONAL PROTECTIVE",1,1460.0,2018
42,1005-DS-SWE-PASC,WEAPON ACCESSORIES,21,1437.0,6057
365,6760-DS-PHO-TACC,PHOTOGRAPHIC EQUIPMENT AND ACCESSORIES,4,1434.0,4038
92,1560-00-903-1018,"MOUNT,IDLER,PYLON",2,1427.0,2019
355,6675-01-411-4533,"TARGET SET,SURVEYING",1,1400.0,2017
58,1240-01-551-5736,"SIGHT,INFINITY",54,1374.0,4036
93,1560-00-966-7517,"HORN,ELEVATOR",2,1367.0,2018
64,1240-01-592-9079,"TELESCOPE,STRAIGHT",2,1363.0,2017
132,1615-01-008-2797,"SHAFT ASSEMBLY,TAIL",2,1332.0,2018
288,5855-01-550-2780,"ILLUMINATOR,INTEGRATED,SMALL ARMS",46,1306.0,2019
134,1615-01-021-6150,"HANGER,TAIL ROTOR D",9,1253.0,6055
207,4220-20-007-0218,DIVERS DRESS,4,1247.0,2019
368,7025-01-625-1997,"PROCESSOR,GATEWAY",4,1237.0,2020
127,1615-00-970-1259,"HUB ASSEMBLY,COLLEC",2,1208.0,2017
56,1240-01-533-0941,"SIGHT,REFLEX",70,1200.0,6051
282,5855-01-529-4726,"ILLUMINATOR,INTEGRATED,SMALL ARMS",20,1200.0,2018
216,4240-01-574-0491,LOCK REMOVAL DEVICE,13,1177.0,8076
52,1240-01-490-7308,"SIGHT,REFLEX",10,1171.0,2017
353,6650-01-504-8456,"SPOTTING INSTRUMENT,OPTICAL",1,1161.0,2018
102,1615-00-070-6821,PLATE ASSEMBLY,2,1157.0,2017
141,1620-00-967-1803,"SHOE,ASSY,SKID",4,1138.0,2017
206,4220-01-608-4520,DIVER'S SUIT,6,1123.0,2019
63,1240-01-585-3100,MARK 4 SIGHT,10,1111.0,2017
407,8415-01-470-0978,"TRAINING SUIT,FULL,DEFENSIVE TACTICS SIMULATION",5,1110.0,2019
177,3020-01-048-3468,"CHAIN,ROLLER",4,1100.0,2017
362,6720-DS-DIG-ITA0,"CAMERA, DIGITAL",4,1084.0,8078
224,4810-00-068-6712,"VALVE,SOLENOID",2,1071.0,2017
301,5965-01-150-3400,HEADSET-MICROPHONE,3,1037.0,2019
236,5130-DS-TOO-L000,"HAND TOOLS, POWER DRIVEN",4,1031.0,4038
136,1615-01-036-4594,"PLATE,OUTER",3,1025.0,4035
380,7110-DS-TAB-LE02,"TABLE, OFFICE",12,1020.0,4040
242,5180-00-754-0643,"TOOL KIT,BODY AND FENDER",1,1019.0,2019
329,6510-01-270-8848,"TOWEL PACK,SURGICAL",6,1019.0,6057
271,5855-01-447-8992,"ILLUMINATOR,INFRARED",6,991.0,2018
30,1005-01-548-1381,"ADAPTER RAIL,WEAPON MOUNTED",59,948.0,6051
316,6130-01-364-5388,"CHARGER,BATTERY",1,924.0,2019
126,1615-00-925-4143,"ADAPTER ASSEMBLY,DA",1,910.0,2019
78,1385-01-498-2182,"PARTS KIT,EXPLOSIVE ORDNANCE DISPOSAL",3,900.0,4034
62,1240-01-576-6134,"SIGHT,REFLEX",25,892.0,4034
338,6515-01-530-8906,"VACUUM CLEANER,PLASTER",1,892.0,2019
305,5965-25-152-3036,"FILTER,ACOUSTICAL",10,847.0,4038
457,8465-01-622-7510,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",2,845.0,2019
257,5340-DS-LOC-K000,"LOCK, COMMERCIAL",68,837.0,4038
7,1005-01-233-8529,BARREL AND FRONT SIGHT ASSEMBLY,30,819.0,14125
114,1615-00-780-2661,"CAP ASSEMBLY,THRUST",7,807.0,6053
55,1240-01-533-0939,"SIGHT,BORE,OPTICAL",5,800.0,2017
297,5895-01-623-9736,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",6,797.0,2019
40,1005-99-132-2616,"KIT,CONVERSION,M16-",19,794.0,4037
121,1615-00-856-3919,"SUPPORT ASSEMBLY,SW",4,761.0,2017
221,4310-DS-COM-PRE1,"COMPRESSOR, AIR",2,749.0,4038
16,1005-01-454-0395,UPPER RECEIVER AND BARREL ASSEMBLY,40,722.0,4038
90,1560-00-839-6863,"DAMPER,PYLON,SUPPORT",2,703.0,2017
343,6520-01-446-2596,"STOOL,LABORATORY,DENTAL",1,697.0,2019
451,8465-01-609-3133,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",4,693.0,4039
456,8465-01-614-1582,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",5,693.0,4039
441,8465-01-525-0578,RIFLEMAN SET,2,670.0,4038
4,1005-00-999-1871,"STOCK,GUN,SHOULDER",3,670.0,2017
96,1560-01-057-7307,"COVER,RADIO INTERFERENCE,FUEL PUMP",1,650.0,2019
197,4220-00-272-3307,"SHOES,DIVERS'",6,644.0,2019
229,4933-01-394-7781,"BORE LIGHT SYSTEM,LASER",1,642.0,2019
115,1615-00-791-6073,"COUPLING,MALE SPHERICAL",2,637.0,2019
264,5836-DS-TVF-LTSC,TV FLAT SCREEN,2,625.0,4038
143,1620-00-967-1806,"SHOE,ASSY,SKID",2,613.0,2017
50,1240-01-484-7213,"RANGE FINDER,LASER",4,610.0,2019
254,5340-01-054-7470,"CAP,FILLER OPENING",2,608.0,4038
393,8340-00-753-6438,TARPAULIN,10,603.0,2019
268,5855-01-246-6804,FACEMASK,17,598.0,4036
358,6720-01-494-1727,"CAMERA SYSTEM,DIGITAL",1,595.0,2019
302,5965-01-521-5365,HEADSET KIT,20,593.0,2017
223,4730-00-773-2615,"COUPLING HALF,QUICK DISCONNECT",3,586.0,2019
18,1005-01-457-4015,"CONVERSION KIT,RIFLE",4,584.0,2019
287,5855-01-549-3144,"MASK,FACE,NIGHT VISION",1,556.0,2017
200,4220-01-483-4390,"LIFE PRESERVER,VEST",19,553.0,2020
240,5140-DS-TOO-LBOX,TOOLBOX,10,550.0,8076
379,7110-DS-FIL-ECA0,FILE CABINET,7,550.0,6057
222,4720-01-110-5440,"HOSE ASSEMBLY,NONMETALLIC",1,543.0,2019
176,3010-00-957-6866,"CLAMP,COUPLING",3,541.0,2019
146,1650-01-121-5282,"PARTSKIT,DAMPER",2,525.0,2019
350,6545-01-572-9963,MEDICAL EQUIPMENT SET COMBAT LIFESAVER,1,524.0,2019
262,5820-01-555-4233,"RECEIVER-TRANSMITTER SET,RADIO",15,522.0,2018
376,7110-01-653-7595,"WORK SURFACE,ADJUSTABLE",2,518.0,2019
101,1615-00-069-3312,"JET LUBRICATOR,TRANSMISSION",6,513.0,4035
385,7730-DS-DVD-0001,DVD PLAYER,1,500.0,2019
363,6760-DS-FLA-SH00,"FLASH, CAMERA",3,500.0,4038
265,5836-DS-VID-EORE,VIDEO RECORDING AND REPRODUCING EQUIPMEN,1,500.0,2019
77,1385-01-498-2180,"PARTS KIT,EXPLOSIVE ORDNANCE DISPOSAL",2,498.0,2017
171,2540-01-426-1367,"CASE,TRAILER DISCONNECT",2,494.0,2017
339,6515-01-539-0600,"PAD,ELECTRODE,DEFIBRILLATOR",2,493.0,4038
180,3110-01-030-4306,"BEARING,BALL,ANNULAR",2,477.0,2019
249,5210-DS-MEA-STOO,"MEASURING TOOLS, CRAFTMEN'S",1,468.0,2019
95,1560-01-057-7306,"VALVE,SHUTOFF,FUEL",2,454.0,4038
51,1240-01-485-0441,"SIGHT,HOLOGRAPHIC",20,453.0,2017
67,1240-01-623-4086,"SIGHT,REFLEX",18,445.0,2018
29,1005-01-547-2624,"ADAPTER RAIL,WEAPON MOUNTED",3,443.0,2020
97,1560-01-091-5960,"SUPPORT,LANDING GEAR",2,443.0,2017
336,6515-01-521-7976,"TOURNIQUET,NONPNEUMATIC",1391,415.0,20190
142,1620-00-967-1804,"SHOE,ASSY,SKID",2,407.0,2017
238,5140-01-579-3313,"TOOL BOX,PORTABLE",1,405.0,2019
345,6530-01-325-6590,"BED,ADJUSTABLE",2,401.0,2019
53,1240-01-495-1385,"SIGHT,REFLEX",5,401.0,2019
72,1375-01-577-1660,"SIMULATOR,PIPE BOMB",2,400.0,2017
10,1005-01-416-1089,"RETAINER,GUN COMPONENT",6,397.0,2020
349,6545-01-539-6450,"BAG,MEDICAL AID",4,372.0,2020
88,1385-DS-ROB-TEOD,EOD ROBOT,3,369.0,6054
170,2530-01-491-2681,"PUMP ASSEMBLY,POWER STEERING,VEHICULAR",1,365.0,2019
294,5895-01-537-6057,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",1,355.0,2020
203,4220-01-543-2953,"RING BUOY,LIFESAVING",16,352.0,8076
452,8465-01-609-3134,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",1,347.0,2019
348,6545-01-539-2732,"FIRST AID KIT,INDIVIDUAL",20,347.0,2019
454,8465-01-609-3148,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",1,347.0,2020
453,8465-01-609-3143,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",4,347.0,2020
455,8465-01-614-0175,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",3,347.0,2020
13,1005-01-452-6771,"ADAPTER RAIL,WEAPON MOUNTED,M5",17,343.0,6055
279,5855-01-526-4180,"ADAPTER,GOGGLES,NIGHT VISION",6,342.0,2017
234,5120-01-536-8859,"SCREWDRIVER SET,CROSS TIP",1,340.0,2019
198,4220-01-251-9123,"SUIT,IMMERSION",10,337.0,2020
116,1615-00-798-3642,"SHAFT,OIL PUMP",2,335.0,2017
462,9390-00-481-3424,"TAPE,REFLECTIVE",4,333.0,4038
20,1005-01-471-5456,"BARREL,CARBINE",43,323.0,6056
59,1240-01-551-5762,"SIGHT,REFLEX",15,322.0,2019
33,1005-01-566-5283,"ADAPTER RAIL,WEAPON MOUNTED",2,316.0,2017
12,1005-01-452-3527,"ADAPTER RAIL,WEAPON MOUNTED,M4",11,313.0,8070
382,7290-DS-WAS-HER4,WASHING MACHINE,1,300.0,2019
438,8465-01-518-6493,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",2,298.0,2019
437,8465-01-515-1156,"STRAP,INVOLUNTARY,RESTRAINT",16,286.0,6057
231,5120-00-996-3942,"JAW,PULLER",1,275.0,2019
172,2540-01-544-9232,"MOUNT,DOVETAIL",5,270.0,2019
99,1615-00-030-7199,"RETAINER,MAIN ROTOR,TRUNNION",4,244.0,4036
122,1615-00-886-5998,"CONTROL TUBE,TAIL ROTOR",2,241.0,2017
344,6530-00-935-4109,"SUPPORT,LITTER",2,239.0,2019
70,1375-01-421-2763,"CASE,DEMOLITION CHARGE",16,238.0,2017
237,5140-01-387-1309,"TOOL BOX,PORTABLE",2,237.0,2019
44,1095-01-524-0426,"CASE,SMALL ARMS",2,234.0,2019
91,1560-00-891-1391,BUSHING ASSEMBLY PYLON MOUNT,1,233.0,2017
351,6650-00-670-2514,BINOCULAR,1,228.0,2019
250,5306-00-738-8384,"BOLT,ISOLATION MOUN",4,227.0,4038
378,7110-DS-CHA-IR02,"CHAIR, OFFICE",24,226.0,2020
390,8145-01-235-1111,"SHIPPING AND STORAGE CONTAINER,SMALL ARM",3,226.0,2019
460,8475-01-037-2010,"COVERALLS,ANTI-G",3,223.0,2018
228,4920-00-851-9070,"TELESCOPE,ROTOR BLA",1,217.0,2019
417,8430-00-655-5535,"BOOTS,EXTREME COLD WEATHER",8,217.0,2019
418,8430-00-655-5563,"BOOTS,EXTREME COLD WEATHER",6,217.0,2019
419,8430-00-655-5564,"BOOTS,EXTREME COLD WEATHER",1,217.0,2019
21,1005-01-472-3902,"BIPOD,FOLDING",12,207.0,4034
194,4210-01-361-5003,"NOZZLE,FIRE EQUIPMENT",2,203.0,2019
38,1005-01-652-7541,"BIPOD,RIFLE",5,200.0,2019
113,1615-00-775-3846,"CONE SET,TAIL ROTOR",1,199.0,2017
196,4220-00-074-9851,"SHEPHERDS CROOK,RES",2,183.0,4038
399,8415-01-074-6211,"COVERALLS,COMBAT VEHICLE CREWMEMBERS",2,180.0,2019
391,8145-01-540-9694,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,177.0,2019
253,5340-00-865-7927,TURNBUCKLE BODY,2,177.0,2019
209,4240-01-186-9769,RIOT CONTROL SHIELD,5,176.0,2019
230,5120-00-878-5932,"INTRENCHING TOOL,HAND",3,173.0,4038
210,4240-01-300-9401,"RESPIRATOR,AIR FILTERING",10,172.0,2019
346,6545-00-920-7125,"FIRST AID KIT,GUN CREW",11,170.0,2019
195,4210-01-406-5003,"BRACKET,FIRE EXTINGUISHER",4,169.0,4038
392,8145-DS-CAS-E004,SHIPPING CASE,5,166.0,2019
108,1615-00-497-1959,"INBOARD COVER,BLADE",2,156.0,2017
375,7105-DS-COT-0000,COT,80,155.0,2020
303,5965-01-539-2029,"HORN,LOUDSPEAKER",1,154.0,2020
150,1680-00-830-9745,"LEVER,REMOTE CONTROL",2,154.0,2018
396,8345-00-656-1438,"FLAG,NATIONAL",1,151.0,2019
458,8470-01-472-1906,"HELMET COVER,BALLIS",10,150.0,2017
420,8430-01-563-6887,"BOOTS,COLD WEATHER",12,149.0,2020
373,7045-01-557-4593,"CASE,COMPUTER",4,148.0,2019
181,3120-00-839-0971,"BEARING,PLAIN,ROD END",2,147.0,2019
255,5340-01-603-4827,"STRAP,RETAINING",5,143.0,2019
320,6220-01-549-4203,LIGHT SPECIAL PURPO,5,140.0,2020
431,8430-01-619-3490,"BOOTS,COLD WEATHER",2,140.0,2019
430,8430-01-619-3473,"BOOTS,COLD WEATHER",1,138.0,2019
