,stock_number,item,quantity,value,year
69,1385-DS-ROB-TEOD,EOD ROBOT,2,22608.0,4035
226,4920-01-573-4591,"CPU-LAPTOP,RUGGEDIZ",2,22354.0,2018
320,5820-01-600-9530,"RECEIVER-TRANSMITTER,RADIO",10,21930.0,20170
293,5180-01-389-7560,"TOOL KIT,VEHICULAR,SPECIAL PURPOSE",11,19440.0,12119
111,2330-00-899-7528,"SEMITRAILER,LOW BED",1,18235.0,2019
463,6720-01-553-7118,"CAMERA SYSTEM,RECONNAISSANCE",2,18146.0,4034
225,4910-DS-VEH-MAIN,MOTOR VEHICLE MAINTENANCE AND REPAIR,2,17500.0,4039
121,2340-DS-SCO-OTER,SCOOTER,2,17132.0,4040
334,5855-01-383-6558,"SIGHT,THERMAL",2,17000.0,2017
169,3815-01-213-4658,"BUCKET,FRONT,LOADER",1,14809.0,2019
391,6130-01-417-2165,"CHARGER,BATTERY",5,13983.0,2019
120,2340-DS-MUL-E000,MULE,7,13500.0,12114
216,4320-01-337-7538,"PUMPING ASSEMBLY,FLAMMABLE LIQUID,BULK TRANSFER",1,12947.0,2019
379,6115-01-274-7387,"GENERATOR SET,DIESEL ENGINE",2,12798.0,2019
586,8145-01-465-4146,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,12793.0,2019
177,3930-DS-FOR-KLIF,FORKLIFT,1,12784.0,2019
115,2340-00-585-7495,"SCOOTER,MOTOR",2,12200.0,4038
526,7110-DS-FIL-ECA0,FILE CABINET,12,11995.0,12117
736,9905-DS-SIG-N000,"SIGNS, AD DISPLAYS, AND ID PLATES",1,11624.0,2019
116,2340-01-574-6673,ALL TERRAIN VEHICLE WHEELED,1,11365.0,2017
399,6210-DS-LIG-HTSE,LIGHT SET,3,11200.0,4039
500,7025-01-570-5879,"PROCESSOR,FILE SERVER",1,10853.0,2017
468,6720-DS-DIG-ITA0,"CAMERA, DIGITAL",22,10791.0,14136
381,6115-01-275-5061,"GENERATOR SET,DIESEL ENGINE",1,10700.0,2020
578,8115-00-151-9953,"CONTAINER,CARGO",1,10670.0,2020
295,5180-01-498-1507,"TOOL KIT,GENERAL MECHANICS",1,10399.0,2019
43,1240-01-411-1265,"SIGHT,REFLEX",373,9951.0,62555
562,7830-DS-REC-GYME,RECREATIONAL AND GYMNASTIC EQUIPMENT,8,9950.0,16152
338,5855-01-471-3162,"SIGHT,NIGHT VISION SNIPERSCOPE",1,9938.0,2017
503,7025-20-003-0121,ELECTRONIC WHITEBOARD,1,9415.0,2020
347,5855-01-553-1162,THERMAL IMAGING SYSTEM,2,9225.0,2019
512,7035-DS-ADP-SUPP,ADP SUPPORT EQUIPMENT,4,9199.0,6059
294,5180-01-447-2200,"TOOL KIT,CARPENTERS",5,9077.0,6057
345,5855-01-533-0555,"ILLUMINATOR,INFRARED",110,9000.0,10086
215,4310-DS-COM-PRE1,"COMPRESSOR, AIR",4,8966.0,8079
329,5836-DS-VID-EORE,VIDEO RECORDING AND REPRODUCING EQUIPMEN,7,8898.0,4039
346,5855-01-534-5931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",127,8700.0,20180
464,6720-01-568-2071,"CAMERA SYSTEM,RECONNAISSANCE",1,8450.0,2019
323,5820-DS-RAD-TELE,"RADIO, TV COMM EQUIP, EXCEPT AIRBORNE",23,7950.0,4036
110,2330-00-331-2307,"CHASSIS,TRAILER",1,7788.0,2019
406,6230-01-273-2567,FLOODLIGHT ASSEMBLY,2,7650.0,2018
208,4240-01-605-2398,EXTRICATION TOOL,2,7599.0,2019
144,2541-01-555-4876,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",3,7457.0,4035
499,7025-01-546-1566,"INTERFACE UNIT,AUTOMATIC DATA PROCESSING",3,7117.0,2020
33,1080-01-564-1690,"CAMOUFLAGE NET SYSTEM,RADAR TRANSPARENT",2,7098.0,2017
221,4910-01-135-4380,GUN SIMULATOR,1,7034.0,2018
412,6230-DS-LIG-HT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",18,7000.0,6059
152,2805-01-385-0998,"OUTBOARD MOTOR,GASOLINE",1,6777.0,2019
353,5855-01-614-5237,"VIEWER,NIGHT VISION",1,6693.0,2017
213,4240-DS-SAF-ERES,SAFETY AND RESCUE EQUIPMENT,3,6543.0,4040
489,7010-DS-WOR-KST0,COMPUTER WORKSTATION,13,6392.0,16152
359,5895-01-532-4036,"COMPUTER,LAPTOP",25,6366.0,2017
201,4240-01-518-4626,"BARRIER,VEHICLE ARRESTING,PORTABLE",3,6227.0,2018
219,4540-01-582-0429,"SHREDDER,PAPER",4,6092.0,2019
292,5180-01-387-5455,"TOOL KIT,VEHICULAR,SPECIAL PURPOSE",18,6064.0,8079
326,5836-01-647-4551,"CAMERA,TELEVISION",5,5866.0,2019
71,1940-DS-KAY-AK00,KAYAK,2,5826.0,2019
579,8115-01-241-7524,"CONTAINER,CARGO",2,5457.0,2019
151,2805-01-267-5047,"OUTBOARD MOTOR,GASOLINE",1,5283.0,2019
161,3431-01-397-4362,"WELDING MACHINE,INV",1,5217.0,2019
491,7021-DS-ADP-CPDD,"ADP CPU, DIGITAL, DEMIL REQ",17,5172.0,6054
559,7830-DS-CLI-MBER,CLIMBER,2,5160.0,4038
263,5120-DS-HAN-DTOO,"HAND TOOLS, NONEDGED, NONPOWERED",14,5113.0,10096
658,8415-01-583-4908,"HELMET,COMBAT VEHICLE CREWMANS",4,5037.0,6054
85,2320-01-164-4815,"TRUCK,CARGO",1,5000.0,2019
415,6310-DS-TRA-FFIC,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,4,5000.0,2019
590,8145-DS-SHI-PCON,SPECIALIZED SHIPPING AND STORAGE CONTAIN,4,5000.0,2019
108,2330-00-204-6976,"TRAILER,RECOVERY",1,5000.0,2019
344,5855-01-532-3606,"TELESCOPE,NON-INVERTING INFRARED",2,4991.0,4034
441,6530-01-562-6008,"THERMAL GUARD,ABSORBENT PATIENT LITTER S",6,4887.0,4038
408,6230-01-519-0393,"CASE,LIGHT SET",27,4871.0,8078
484,7010-01-616-7730,TOUGHBOOK LAPTOP,5,4827.0,2019
356,5855-14-529-4080,"MASK,FACE,NIGHT VISION",2,4769.0,2017
167,3750-DS-LAN-DSCP,GARDENING IMPLEMENTS AND TOOLS,1,4500.0,2019
129,2510-01-502-8840,"CAP,TRUCK,MOUNTING",1,4310.0,2019
78,2320-00-752-9289,"TRUCK,CARGO",1,4202.0,2019
477,6760-DS-PHO-TACC,PHOTOGRAPHIC EQUIPMENT AND ACCESSORIES,4,4200.0,6057
309,5411-01-132-1269,"SHELTER,NONEXPANDABLE",3,4169.0,2019
318,5820-01-549-3286,"RECEIVER SUBASSEMBLY,RADIO",7,4143.0,4034
450,6625-00-436-4883,WATTMETER,1,4131.0,2019
384,6115-01-473-2303,"PARTS KIT,ELECTRICAL GENERATOR",1,4068.0,2020
361,5895-01-629-4310,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",7,4030.0,4036
70,1940-DS-BOA-T000,SMALL CRAFT BOAT,1,3950.0,2019
53,1240-01-540-3690,"SIGHT,REFLEX",147,3852.0,24209
32,1005-DS-SWE-PASC,WEAPON ACCESSORIES,481,3849.0,10090
112,2330-01-079-4053,"TRAILER,LOW BED",1,3816.0,2019
395,6150-01-208-9751,"DISTRIBUTING SYSTEM,ELECTRICAL",2,3638.0,2019
469,6730-01-546-0179,"PROJECTOR,MULTIMEDIA",4,3616.0,4038
296,5180-01-504-5663,"TOOL KIT,SMALL ARMS",1,3600.0,2019
299,5180-DS-TOO-LKIT,"SETS, KITS, AND OUTFITS OF HAND TOOLS",6,3350.0,8077
490,7021-01-612-3103,"COMPUTER,DIGITAL",2,3315.0,2018
336,5855-01-450-1080,"ILLUMINATOR,INFRARED",4,3308.0,2019
132,2530-01-497-0440,WHEEL AND TIRE ASSY,6,3201.0,2020
319,5820-01-572-6748,"RECEIVER-TRANSMITTER,RADIO",25,3180.0,2019
493,7021-DS-NOT-EBO1,NOTEBOOK COMPUTER,25,3178.0,4038
461,6720-01-537-4472,"CAMERA,RECONNAISSANCE SYSTEM",3,3177.0,2017
580,8115-01-474-7089,"BOX,SHIPPING",2,3126.0,2019
79,2320-00-965-1039,"TRUCK,CARGO",1,3123.0,2019
41,1240-01-165-2183,"TELESCOPE,STRAIGHT",4,3112.0,4036
160,3415-01-056-1811,"GRINDING AND BUFFING MACHINE,UTILITY",1,3109.0,2019
465,6720-01-569-7723,"CAMERA SYSTEM,DIGITAL",1,3070.0,2020
63,1240-DS-OPT-SIGH,OPTICAL SIGHTING AND RANGING EQUIPMENT,5,3031.0,6055
119,2340-DS-MTR-CYCL,MOTORCYCLE,1,3000.0,2019
456,6650-01-593-3671,BORESCOPE KIT,3,3000.0,4038
182,4110-01-111-2006,"REFRIGERATOR,MATERIALS STORAGE",1,2760.0,2019
136,2540-01-420-5985,"COVER,FITTED,VEHICULAR BODY",1,2746.0,2019
156,2920-01-420-9968,"GENERATOR,ENGINE ACCESSORY",2,2745.0,2020
563,7830-DS-TRE-ADM1,TREADMILL,1,2735.0,2019
258,5120-01-476-1438,"JACK KIT,HYDRAULIC,HAND",1,2700.0,2020
436,6515-DS-DEF-IBRI,DEFIBRULATOR,2,2674.0,4038
556,7830-01-256-9914,"EXERCISE MACHINE,STATIONARY BICYCLE",2,2666.0,2020
376,6110-01-411-2905,DISTRIBUTION BOX,2,2633.0,4036
186,4210-01-567-0137,"EXTINGUISHER,FIRE",10,2609.0,2019
157,2920-DS-GEN-ERA0,GENERATOR,1,2599.0,2019
138,2540-01-627-6540,"GUARD,BRUSH,VEHICULAR",3,2588.0,2019
229,4933-01-394-7781,"BORE LIGHT SYSTEM,LASER",4,2568.0,8069
285,5140-DS-CAB-INE0,"CABINET, TOOL",4,2550.0,4039
470,6730-DS-OVE-RHEA,OVERHEAD PROJECTOR,3,2508.0,4038
327,5836-DS-MON-IT01,"MONITOR, TELEVISION",1,2500.0,2019
328,5836-DS-TVF-LTSC,TV FLAT SCREEN,1,2500.0,2019
170,3825-DS-NOW-BLOW,SNOW BLOWER,1,2500.0,2019
200,4240-01-515-6935,"LADDER,TACTICAL ASSAULT",19,2496.0,4038
155,2920-01-407-0532,"GENERATOR,ENGINE ACCESSORY",2,2493.0,2017
368,5965-25-152-2479,HEADSET-MICROPHONE,20,2490.0,2019
483,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",20,2485.0,4034
231,4940-01-378-9105,"SHOP EQUIPMENT,UTILITY",1,2453.0,2020
330,5840-00-474-7697,"RADAR HAND SET,TRAFFIC",1,2385.0,2017
321,5820-99-958-9234,"CAMERA,TELEVISION",9,2383.0,2019
50,1240-01-492-5264,"SIGHT,HOLOGRAPHIC",25,2350.0,8070
185,4110-DS-REF-RIG0,REFRIGERATOR,4,2331.0,4038
289,5180-00-699-5273,"TOOL KIT,GENERAL MECHANICS",2,2309.0,2020
61,1240-01-589-9332,"SIGHT,INFINITY",3,2307.0,2020
561,7830-DS-PRE-SS00,BENCH PRESS,1,2300.0,2019
220,4910-00-289-7233,"JACK,DOLLY TYPE,HYDRAULIC",1,2281.0,2019
42,1240-01-386-2771,"TELESCOPE,STRAIGHT",4,2160.0,2018
277,5130-DS-SAW-0002,"SAW, POWER",6,2137.0,10097
10,1005-01-233-8529,BARREL AND FRONT SIGHT ASSEMBLY,31,2106.0,36313
531,7125-DS-CAB-INE6,"CABINET, STORAGE",21,2090.0,12117
476,6760-DS-LEN-S001,"LENS, CAMERA",6,2050.0,8076
290,5180-00-754-0643,"TOOL KIT,BODY AND FENDER",4,2038.0,4038
389,6130-01-085-2462,POWER SUPPLY SUBASSEMBLY,1,2020.0,2020
367,5965-01-572-7829,HEADSET-MICROPHONE,5,1955.0,4040
558,7830-DS-BIC-YCL1,BICYCLE,2,1934.0,2019
142,2541-01-555-4873,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",2,1924.0,2017
494,7021-DS-SER-VER2,NETWORK SERVER,2,1919.0,2019
557,7830-DS-BIC-YCEE,"BICYCLE, EXERCISE",4,1900.0,8076
374,5998-01-653-4247,PROCESSOR SMART BACKUP,2,1821.0,2019
386,6115-66-089-9505,"GENERATOR SET,GASOLINE ENGINE",1,1800.0,2019
460,6720-01-497-3247,"BODY,CAMERA,STILL PICTURE",3,1795.0,2019
147,2590-01-485-8343,"WINCH,DRUM,VEHICLE MOUNTING",1,1771.0,2019
457,6650-DS-BIN-OCUL,BINOCULARS,15,1769.0,10096
350,5855-01-577-7174,"ILLUMINATOR,INFRARED",9,1768.0,4034
297,5180-01-548-7634,"TOOL KIT,GENERAL MECHANICS",1,1762.0,2020
734,9905-01-551-7980,"MARKING KIT,HAZARDO",25,1750.0,2020
288,5180-00-357-7770,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",1,1711.0,2019
331,5840-00-552-1186,"LIGHT GUN,RADAR TARGET",1,1700.0,2017
498,7025-01-536-6572,PRINTER STATION,1,1668.0,2020
354,5855-01-645-0531,"ILLUMINATOR,INFRARED",15,1662.0,2018
291,5180-00-955-5623,"TOOL KIT,JO-BOLT,HAND",2,1633.0,2019
363,5965-01-385-7811,"HEADSET,ELECTRICAL",20,1606.0,2018
280,5136-00-357-7504,"DIE AND TAP SET,THREAD CUTTING",3,1567.0,4040
187,4210-DS-FFE-QUIP,FIRE FIGHTING EQUIPMENT,6,1540.0,4040
143,2541-01-555-4874,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",2,1537.0,2017
508,7025-DS-MON-IT08,"MONITOR, COMPUTER",9,1505.0,6059
397,6150-DS-EEP-WRMS,MISC ELECTRIC POWER AND DISTRIBUTION,1,1500.0,2017
481,6920-01-567-9833,"TARGET,ELECTRONIC,A",1,1500.0,2018
360,5895-01-591-5586,RUGGEDISED WORKSTATION CONSOLE,8,1495.0,2018
485,7010-01-625-2886,"COMPUTER SYSTEM,DIGITAL",35,1485.0,2017
317,5820-01-545-0334,RADIO SET,25,1470.0,2019
514,7035-DS-SWI-TCH6,"SWITCH, NETWORK",4,1436.0,2020
459,6675-01-411-4533,"TARGET SET,SURVEYING",1,1400.0,2018
173,3920-01-499-5780,"TRUCK,LIFT,HAND",1,1393.0,2019
316,5820-01-530-2019,"MONITOR SET,TELEVISION",1,1367.0,2019
2,1005-00-554-6001,BASE,6,1353.0,2017
140,2541-01-435-9690,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",2,1344.0,4035
398,6150-DS-UPS-0003,UNIVERSAL POWER SUPPLY,2,1299.0,2019
145,2541-01-560-7677,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,1276.0,2017
325,5830-01-412-2012,PUBLIC ADDRESS SET,1,1273.0,2019
595,8340-01-648-0113,"FLOOR,TENT",5,1271.0,2019
146,2541-01-560-7680,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,1266.0,2017
154,2920-00-909-2483,"GENERATOR,ENGINE ACCESSORY",6,1245.0,6058
357,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",12,1230.0,24204
343,5855-01-529-4726,"ILLUMINATOR,INTEGRATED,SMALL ARMS",4,1200.0,2017
235,5110-00-224-7058,"CUTTER,WIRE ROPE,HAND OPERATED",1,1200.0,2019
504,7025-DS-CON-TRO5,CONTROLLER,2,1182.0,2019
188,4220-01-251-6466,"SUIT,SURVIVAL,COLD",53,1177.0,8080
313,5640-01-566-7387,"TAPE,DUCT",7,1172.0,4036
49,1240-01-490-7308,"SIGHT,REFLEX",2,1171.0,2018
276,5130-DS-DRI-LL02,"DRILL, POWER",12,1151.0,14136
230,4940-00-269-8283,MAINTENANCE PLATFORM,1,1118.0,2019
495,7025-01-211-3620,"PRINTER,AUTOMATIC DATA PROCESSING",1,1103.0,2017
530,7110-DS-SAF-E000,SAFE,7,1100.0,4039
440,6530-01-515-9963,"TRAMPOLINE,PHYSICAL THERAPY",1,1073.0,2020
58,1240-01-574-6591,SIGHT UNIT,5,1060.0,2017
153,2910-01-434-8597,"PUMP,FUEL,METERING AND DISTRIBUTING",1,1056.0,2020
348,5855-01-571-1258,"ILLUMINATOR,INTEGRATED,SMALL ARMS",12,1049.0,2019
287,5180-00-177-7033,"TOOL KIT,GENERAL MECHANICS",16,1044.0,2019
529,7110-DS-POD-IUM0,PODIUM,1,1036.0,2020
279,5130-DS-WRE-NCHP,"WRENCH, POWER",3,1031.0,4038
582,8115-DS-CAS-E003,CASE,31,1025.0,10098
373,5998-01-626-4536,PC DELL OPTIPLEX 90,33,1020.0,2019
509,7025-DS-PRI-NT05,PRINTER,2,1000.0,4038
335,5855-01-447-8992,"ILLUMINATOR,INFRARED",3,991.0,2017
38,1095-01-543-2189,"FIRING DEVICE,NON-LETHAL",6,959.0,2018
56,1240-01-553-8413,"SIGHT,WEAPON",3,958.0,2018
525,7110-DS-CHA-IR02,"CHAIR, OFFICE",51,912.0,12115
109,2330-00-215-4211,"TRAILER,MAINTENANCE",1,903.0,2019
39,1095-01-565-2809,"RACK,STORAGE,SMALL ARMS",1,901.0,2019
76,2310-DS-SED-AN00,SEDAN,1,900.0,2019
471,6760-01-164-7696,"LENS,CAMERA,GENERAL PHOTOGRAPHIC",3,886.0,6057
451,6650-00-530-0960,"TELESCOPE,STRAIGHT",5,884.0,4034
35,1095-00-407-0674,"RACK,STORAGE,SMALL ARMS",7,872.0,4038
266,5130-00-542-3230,"WRENCH,IMPACT,PNEUMATIC",1,853.0,2019
272,5130-01-547-2690,"GRINDER,BENCH",1,844.0,2019
135,2540-01-418-5575,"BOX,ACCESSORIES STOWAGE",1,843.0,2020
437,6515-DS-MED-SUPB,MEDICAL SUPPLIES,46,823.0,14140
44,1240-01-411-6350,"TELESCOPE,STRAIGHT",12,814.0,2017
486,7010-01-655-4167,"COMPUTER SYSTEM,DIGITAL",1,806.0,2020
515,7045-01-544-4109,"CASE,COMPUTER",2,803.0,2019
733,9535-01-611-9020,ARMOR PLATE,2,787.0,2019
564,7910-00-267-1205,"CLEANER,VACUUM,ELECTRIC",4,783.0,4038
402,6220-01-564-0484,"PARTS KIT,VEHICULAR LIGHTING",3,768.0,2020
567,7910-DS-VAC-UUM1,VACUUM,10,750.0,6057
174,3920-DS-PAL-LETJ,PALLET JACK,3,750.0,4038
488,7010-DS-LAP-TOPS,COMPUTER SYSTEMS LAPTOP,16,742.0,2019
375,6030-01-568-3828,"MEDIA CONVERTER,FIBER",2,725.0,2019
137,2540-01-434-8600,"COVER,FITTED,VEHICULAR CAB",1,710.0,2019
522,7110-00-267-1999,"DESK,FIELD",4,703.0,2019
482,7010-01-588-5985,"COMPUTER SYSTEM,DIGITAL",14,700.0,4034
445,6545-01-539-2732,"FIRST AID KIT,INDIVIDUAL",100,695.0,4038
709,8465-01-524-5250,ASSAULT PACK,181,694.0,18173
141,2541-01-435-9693,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,677.0,2018
438,6530-01-260-1222,"RESCUE AND TRANSPORT SYSTEM,PATIENT",1,668.0,2019
150,2610-01-563-8328,"TIRE,PNEUMATIC,VEHICULAR",4,659.0,4038
502,7025-01-662-7823,"PRINTER,AUTOMATIC DATA PROCESSING",1,652.0,2019
286,5140-DS-TOO-LBOX,TOOLBOX,6,650.0,4038
267,5130-00-596-1062,"ETCHER,ELECTRIC",1,641.0,2019
60,1240-01-587-9345,"SIGHT,REFLEX",18,639.0,2017
165,3615-DS-SHR-EDD0,SHREDDER,7,630.0,8077
633,8415-01-538-6308,"PARKA,EXTREME COLD WEATHER",8,620.0,10100
632,8415-01-538-6300,"PARKA,EXTREME COLD WEATHER",13,620.0,10099
444,6545-01-530-0929,"FIRST AID KIT,UNIVERSAL",31,619.0,12115
46,1240-01-484-7213,"RANGE FINDER,LASER",2,610.0,2020
545,7490-01-523-1175,"PRINTING MACHINE,LABEL",1,589.0,2017
17,1005-01-457-4015,"CONVERSION KIT,RIFLE",2,584.0,2018
731,9515-01-362-4564,"PLATE,METAL",5,582.0,2019
130,2530-01-333-8263,"CALIPER ASSEMBLY,DISC BRAKE",1,577.0,2020
364,5965-01-522-4232,LOUDSPEAKER ASSEMBLY,5,568.0,2019
284,5140-01-367-3936,"CHEST,TOP,MOBILE TOOL CABINET",1,566.0,2019
40,1240-00-930-3833,BINOCULAR,3,556.0,4037
180,3990-01-575-8784,"TIE DOWN,CARGO,VEHICLE",1,551.0,2019
466,6720-01-571-4627,"CAMERA SYSTEM,DIGITAL",30,542.0,6051
403,6220-01-670-4342,HEADLIGHT,18,534.0,4040
473,6760-01-483-5609,"FLASH UNIT,PHOTOGRAPHIC,REPEATING",1,528.0,2019
708,8465-01-523-6276,"FIELD PACK,LARGE,SET",15,525.0,4038
446,6545-01-572-9963,MEDICAL EQUIPMENT SET COMBAT LIFESAVER,1,524.0,2020
377,6110-01-542-7901,"CONTROL,REMOTE SWITCHING",4,501.0,4040
369,5965-DS-SPE-AKE1,"SPEAKERS, COMMUNICATIONS, PAIR",3,500.0,2019
730,8470-01-550-3157,"VEST,SMALL ARMS PROTECTIVE BODY ARMOR",1,500.0,2018
352,5855-01-601-7005,"ILLUMINATOR,INTEGRATED,SMALL ARMS",5,500.0,2017
631,8415-01-538-6289,"PARKA,EXTREME COLD WEATHER",7,496.0,8079
268,5130-00-903-2510,"SAW,BAND,ELECTRIC,PORTABLE",1,489.0,2019
