,stock_number,item,quantity,value,year
86,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",6,3000.0,12102
153,7110-DS-SAF-E000,SAFE,3,2856.0,6057
34,2590-01-173-0094,"BOOM,SHIPPER,PIVOT",1,2805.0,2019
44,3825-DS-NOW-BLAD,SNOW PLOW BLADE,1,2500.0,2019
65,4910-DS-PRE-SSUR,PRESSURE WASHER,1,2300.0,2019
82,5855-01-468-4169,"ILLUMINATOR,INFRARED",3,2206.0,6060
40,3615-DS-SHR-EDD0,SHREDDER,4,2100.0,4038
31,2541-01-555-4873,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,1924.0,2017
183,8460-DS-LUG-GAGE,LUGGAGE,7,1920.0,12114
151,7010-01-532-7461,"COMPUTER SYSTEM,DIGITAL",2,1700.0,2017
32,2541-01-555-4874,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",1,1537.0,2017
179,8415-01-470-0978,"TRAINING SUIT,FULL,DEFENSIVE TACTICS SIMULATION",2,1110.0,2019
92,6130-20-000-3771,"INVERTER,POWER,STATIC",1,1055.0,2019
135,6545-01-539-2732,"FIRST AID KIT,INDIVIDUAL",5,1042.0,6057
74,5180-00-754-0643,"TOOL KIT,BODY AND FENDER",1,1019.0,2019
142,6665-01-464-9652,"DETECTOR,GAS",1,999.0,2019
9,1240-01-540-3690,"SIGHT,REFLEX",35,963.0,6053
7,1240-01-411-1265,"SIGHT,REFLEX",89,963.0,6053
141,6665-01-462-7914,RADIACMETER,2,915.0,2019
47,4020-01-338-3307,"ROPE ASSEMBLY,INSERTION AND EXTRACTION",1,899.0,2020
143,6675-00-968-0938,"LEVEL,SURVEYING",1,884.0,2019
161,7830-DS-BIC-YCEE,"BICYCLE, EXERCISE",1,735.0,2019
1,1005-01-454-0395,UPPER RECEIVER AND BARREL ASSEMBLY,30,722.0,4038
127,6530-01-260-1222,"RESCUE AND TRANSPORT SYSTEM,PATIENT",4,668.0,2019
91,6130-01-451-3810,POWER SUPPLY,3,661.0,2019
68,5120-00-223-1951,"VISE,BENCH AND PIPE",1,637.0,2019
136,6625-01-585-9211,MULTIMETER,6,600.0,2019
147,6760-01-628-6105,CAMERA ROBOT,1,600.0,2017
48,4110-DS-FRE-EZER,FREEZER,1,600.0,2019
64,4910-DS-JAC-K000,JACK,4,600.0,2019
140,6665-01-190-7159,TOXIC GAS-VAPOR DETECTOR KIT,1,598.0,2019
87,5965-01-498-8113,"HEADSET,ELECTRICAL",1,580.0,2019
75,5180-00-754-0661,"TOOL KIT,WELDERS",3,549.0,2019
185,8465-01-523-6276,"FIELD PACK,LARGE,SET",4,525.0,4038
72,5130-DS-SAW-0002,"SAW, POWER",1,500.0,2019
6,1005-DS-SWE-PASC,WEAPON ACCESSORIES,3,500.0,2017
37,3413-01-054-1306,"DRILL PRESS,PEDESTAL TYPE",1,475.0,2019
12,1240-01-594-3103,"SIGHT,REFLEX",15,457.0,2019
11,1240-01-576-6134,"SIGHT,REFLEX",6,446.0,2018
70,5130-01-556-9718,"SAW,CUT-OFF,ELECTRIC,PORTABLE",1,441.0,2019
129,6530-01-537-2692,"INSERT SYSTEM,MEDICAL BACKPACK",10,427.0,2019
123,6515-01-557-1136,"OXIMETER,PULSE",8,410.0,2019
10,1240-01-562-9459,"RANGE FINDER,LASER",12,400.0,2018
188,8465-01-598-7693,FIELD PACK,5,397.0,2019
148,6910-01-609-5853,"TRAINING SET,WEAPON AND AMMUNITION",24,385.0,2019
35,2610-01-333-7632,"TIRE,PNEUMATIC,VEHICULAR",4,368.0,2019
94,6150-01-022-6004,"CABLE ASSEMBLY,POWER,ELECTRICAL",2,342.0,2019
27,2340-DS-ATV-PART,ATV PARTS,8,339.0,2019
41,3740-01-462-4040,"RIFLE,TRANQUILIZER,POWDER RIFE",1,315.0,2019
120,6515-01-521-5730,"SPLINT,LEG",17,307.0,4038
152,7025-DS-PRI-NT05,PRINTER,2,300.0,2020
8,1240-01-517-1751,"SIGHT,HOLOGRAPHIC",6,273.0,2017
128,6530-01-490-2487,SPINEBOARD,2,268.0,2019
190,8465-01-640-8206,"CARRIER,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",9,264.0,2019
134,6545-01-522-1031,"BAG,MEDICAL SUPPLIES",1,253.0,2019
149,6910-DS-TRA-INAI,TRAINING AIDS,2,250.0,2019
186,8465-01-524-5250,ASSAULT PACK,18,231.0,6057
144,6680-01-183-9784,"REGULATOR,OXYGEN",1,229.0,2019
101,6510-01-456-2000,"ADHESIVE,MOLESKIN",1,218.0,2019
79,5210-01-357-6370,"TAPE,MEASURING",3,194.0,2019
171,8340-01-519-2701,TARPAULIN,4,185.0,4038
178,8415-01-074-7024,"COVERALLS,COMBAT VEHICLE CREWMEMBERS",2,180.0,2020
177,8415-01-074-6257,"COVERALLS,COMBAT VEHICLE CREWMEMBERS",2,180.0,2020
5,1005-01-542-2740,"CASE,RIFLE",8,179.0,2019
106,6515-01-061-7812,"RESUSCITATOR,HAND OPERATED",1,178.0,2019
124,6515-01-560-0290,"SUPPORT,PELVIC",15,176.0,2019
119,6515-01-519-6343,"GLOVES,SURGEONS'",14,173.0,2020
167,8145-DS-CAS-E004,SHIPPING CASE,25,170.0,6057
52,4240-01-527-4051,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",43,159.0,8076
176,8415-01-043-8397,"COVERALLS,FLYERS",2,156.0,2019
145,6720-DS-CAM-ERA2,"CAMERA, STILL PICTURE",10,150.0,2019
146,6730-DS-SCR-EEN0,PROJECTION SCREEN,1,150.0,2020
191,8470-DS-PSH-IELD,"SHIELD,PERSONAL PROTECTIVE",18,150.0,6054
150,6920-DS-TRA-INE0,ARMAMENT TRAINING DEVICES,15,149.0,2019
139,6665-01-190-0044,"BAG,TOXIC GAS-VAPOR DETECTOR KIT",1,132.0,2019
170,8315-01-358-3555,"FASTENER TAPE,HOOK",1,130.0,2019
45,3920-99-650-2333,"SLED,SCOW TYPE",2,127.0,2019
181,8415-01-538-6308,"PARKA,EXTREME COLD WEATHER",1,124.0,2019
57,4240-01-550-3256,"CURTAIN,SAFETY,WELDING",6,119.0,2019
122,6515-01-532-8056,HYPOTHERMIA MANAGEMENT KIT,5,117.0,2019
182,8430-DS-BOO-TS00,"BOOT, MEN'S,",8,109.0,2019
100,6510-01-408-1920,"DRESSING,CHEST SEAL WOUND",1,102.0,2019
93,6140-01-510-0884,"BATTERY,STORAGE",1,102.0,2019
17,2050-DS-BUO-YS00,BUOYS,14,100.0,2019
155,7240-DS-TRA-SHCA,TRASH CAN,1,100.0,2019
3,1005-01-460-3249,"COMPENSATOR,SMALL ARMS",2,89.0,2017
175,8340-01-600-4809,TARPAULIN,1,79.0,2019
174,8340-01-600-4807,TARPAULIN,6,79.0,2019
110,6515-01-368-2874,"DETECTOR,END-TIDAL,CARBON DIOXIDE",1,75.0,2019
125,6515-01-572-8345,SPHYGMOMANOMETER,2,72.0,2019
169,8305-DS-TEX-TIL1,TEXTILE FABRICS,20,69.0,2019
107,6515-01-121-6480,"CUFF,SPHYGMOMANOMETER",1,68.0,2019
117,6515-01-516-2554,"SUCTION KIT,EASY,FIELD",20,68.0,2019
131,6530-01-619-1954,"STRAP,LITTER",3,64.0,4038
115,6515-01-510-4342,SPHYGMOMANOMETER,1,56.0,2019
56,4240-01-547-6218,"GOGGLES,INDUSTRIAL",18,56.0,2019
2,1005-01-454-9880,"RECEIVER,UPPER",8,55.0,2017
133,6545-01-094-8412,"FIRST AID KIT,INDIVIDUAL",2,53.0,4038
59,4240-01-583-5742,"SPECTACLES,INDUSTRIAL",15,51.0,2019
81,5345-DS-DSK-STNE,"DISKS AND STONES, ABRASIVE",50,50.0,2019
154,7220-DS-FLO-ORCO,FLOOR COVERINGS,25,50.0,2019
60,4240-01-591-6244,"MASK,CHEMICAL-BIOLOGICAL",10,50.0,2019
160,7810-DS-ATH-SPOR,ATHLETIC AND SPORTING EQUIPMENT,29,50.0,4038
132,6532-01-524-6932,"BLANKET,SURVIVAL",30,47.0,2019
138,6640-01-508-8340,"PAD,ABSORBANT LABORATORY",1,45.0,2019
105,6515-00-338-2900,"FORCEPS,HEMOSTATIC",3,45.0,2019
67,5110-01-416-7827,"AX,SINGLE BIT",23,44.0,2019
53,4240-01-534-3386,"PROTECTOR,HEARING",3,44.0,4038
111,6515-01-461-5798,"TOURNIQUET,NONPNEUMATIC",2,43.0,4038
193,9320-01-658-2717,"TAPE,ADHESIVE,RUBBER",5,41.0,2019
109,6515-01-306-1745,"CUFF,SPHYGMOMANOMETER",1,41.0,2019
130,6530-01-598-9595,EXTRACTION DEVICE,30,40.0,2019
108,6515-01-129-5437,"AIRWAY,NASOPHARYNGEAL",2,38.0,2019
55,4240-01-547-5933,"RESCUE HOOK,SURVIVAL",15,36.0,2019
4,1005-01-520-5992,"MAGAZINE,CARTRIDGE",89,36.0,2019
99,6510-01-304-6489,"BANDAGE,GAUZE,SELF-ADHERENT",2,31.0,2019
158,7520-00-285-5416,"BASKET,WASTEPAPER",2,30.0,2019
164,8040-DS-ADH-ESDS,ADHESIVES AND DEBRIS SOLID,8,30.0,2019
118,6515-01-519-3612,"RESUSCITATOR KIT,HAND OPERATED",4,29.0,4038
159,7520-01-467-1841,"MARKER ASSORTMENT,TUBE TYPE",1,29.0,2019
95,6230-01-281-3775,FLASHLIGHT,1,28.0,2019
189,8465-01-599-7047,KNEE AND ELBOW PAD SYSTEM,24,28.0,2019
97,6510-00-105-5806,"BANDAGE,ELASTIC",5,27.0,2019
43,3770-01-484-2010,DOG MUZZLE SET,4,27.0,2019
54,4240-01-543-9618,"HOOK KNIFE,RESCUE",1,26.0,2019
165,8115-DS-CAS-E003,CASE,10,25.0,2019
71,5130-DS-IMP-ACT0,"IMPACT DRILL, POWER",4,25.0,2019
58,4240-01-570-0319,"STRAP CUTTER,RESCUE HOOK",70,24.0,2019
73,5130-DS-TOO-L000,"HAND TOOLS, POWER DRIVEN",11,24.0,2019
112,6515-01-461-8933,"GLOVE,PATIENT EXAMINING",1,22.0,2019
51,4235-DS-HAZ-SUIT,HAZMAT CHEM PROTECTIVE SUITS,30,20.0,2019
187,8465-01-581-5571,"PADS,TACTICAL PROTECTIVE,ASSAULT",1,20.0,2019
184,8465-01-416-4634,"SPECTACLES,BALLISTIC AND LASER PROTECTIVE",24,20.0,2017
121,6515-01-521-7511,"GLOVES,TACTICAL EXAM",15,19.0,2019
180,8415-01-530-2350,"PAD,KNEE",2,18.0,2019
113,6515-01-461-8950,"GLOVE,PATIENT EXAMINING",10,16.0,2020
69,5120-00-293-3336,"SHOVEL,HAND",27,15.0,2019
0,1005-00-921-5004,"MAGAZINE,CARTRIDGE",80,14.0,2018
104,6510-01-532-6656,"BANDAGE KIT,ELASTIC,ABDOMINAL WOUND",301,14.0,2019
114,6515-01-494-1951,"SPLINT,UNIVERSAL",20,14.0,2019
88,5970-00-933-1406,"TAPE,INSULATION,ELECTRICAL",20,12.0,2019
126,6515-01-614-4641,"SPLINT,UNIVERSAL",2,12.0,2019
166,8140-00-960-1699,"CHEST,AMMUNITION",20,11.0,2019
156,7310-DS-MIC-ROW0,MICROWAVE,1,10.0,2020
102,6510-01-519-8421,"DRESSING,OCCLUSIVE,ADHESIVE",1,9.0,2019
98,6510-00-913-7909,"BANDAGE,ADHESIVE",3,8.0,2019
192,8540-01-514-1385,"TOWEL,PAPER",5,6.0,2019
80,5342-01-017-8696,CLIP RESCUE HOIST,26,5.0,2019
137,6625-DS-TES-TEQU,LAB INSTRUMENT TEST EQUIPMENT,12,4.0,2019
116,6515-01-515-5470,"SHEARS,EMS",12,3.0,2019
103,6510-01-525-3965,"BANDAGE,TRIANGULAR",22,1.0,2019
