,stock_number,item,quantity,value,year
27,1005-01-559-7993,"SIGHT,HOLOGRAPHIC",23,971.0,4036
576,8415-01-546-0019,"TROUSERS,EXTREME COLD WEATHER",22,956.0,18174
7,1005-01-233-8529,BARREL AND FRONT SIGHT ASSEMBLY,68,936.0,16148
402,6545-01-545-6291,"CASE,MEDICAL INSTRUMENT AND SUPPLY SET",1,917.0,2020
403,6545-01-545-6369,"CASE,MEDICAL INSTRUMENT AND SUPPLY SET",1,907.0,2020
181,5855-01-246-6815,"DEVICE,PURGE",1,893.0,2020
47,1095-01-528-6893,"CARTRIDGE,ELECTRICAL IMPULSE",24,872.0,4036
21,1005-01-471-5456,"BARREL,CARBINE",54,860.0,16158
593,8415-01-573-6428,"ACCESSORY KIT,GHILLIE SUIT",1,854.0,2019
129,4240-01-528-9294,"AMPLIFIER,AUDIO",39,853.0,10099
535,8415-01-538-6707,"TROUSERS,EXTREME COLD WEATHER",18,850.0,16158
242,5855-01-535-6166,"ILLUMINATOR,INTEGRATED,SMALL ARMS",2,848.0,2020
721,8465-01-622-7557,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",2,829.0,2019
724,8465-01-622-7814,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",1,829.0,2019
31,1005-01-572-6202,"STOCK,GUN,SHOULDER",25,828.0,2018
390,6530-01-515-7651,"PANEL,MODULAR,HANGING TRAUMA",3,814.0,2020
682,8465-01-574-8499,FIELD PACK,36,808.0,8076
61,1240-01-562-9459,"RANGE FINDER,LASER",7,800.0,4038
108,2920-DS-GEN-ERA0,GENERATOR,1,800.0,2020
205,5855-01-451-7389,"MOUNT,VIEWER",50,792.0,10093
164,5220-00-070-7814,"GAGE,HEADSPACE",1,771.0,2020
647,8465-01-515-1156,"STRAP,INVOLUNTARY,RESTRAINT",18,762.0,16152
524,8415-01-513-8143,"VEST,SURVIVAL",10,755.0,2019
530,8415-01-538-6312,"PARKA,EXTREME COLD WEATHER",16,743.0,12116
199,5855-01-440-1765,"BATTERY COMPARTMENT,NIGHT VISION VIEWER",79,736.0,8077
14,1005-01-452-3527,"ADAPTER RAIL,WEAPON MOUNTED,M4",98,705.0,18164
69,1240-01-587-9178,"SIGHT,REFLEX",68,704.0,2020
258,5855-01-566-5320,"MOUNTING LOCKING MECHANISM,GOGGLES,NIGHT VISION",39,698.0,2019
261,5855-01-569-7816,"MOUNT,VIEWER",6,673.0,2019
454,7490-01-647-7168,"PRINTER,LABEL,DESKTOP",1,649.0,2019
116,4220-01-520-8216,WATERPROOF BAG SYSTEM RECON VARIANT,6,643.0,2020
542,8415-01-538-6754,"JACKET,COLD WEATHER",33,621.0,20192
526,8415-01-538-6278,"PARKA,EXTREME COLD WEATHER",6,620.0,10100
531,8415-01-538-6315,"PARKA,EXTREME COLD WEATHER",8,620.0,10097
53,1240-01-484-7213,"RANGE FINDER,LASER",6,610.0,2020
324,6230-DS-LIG-HT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",49,609.0,12120
686,8465-01-580-0481,RIFLEMAN SET,2,606.0,4040
188,5855-01-380-5102,"EYEPIECE ASSEMBLY,OPTICAL INSTRUMENT",22,605.0,8073
383,6530-01-380-7309,"LITTER,FOLDING,RIGID POLE",14,599.0,4040
221,5855-01-501-9842,"EYEPIECE ASSEMBLY,OPTICAL INSTRUMENT",25,596.0,2018
469,8145-01-338-0615,"SHIPPING AND STORAGE CONTAINER,SMALL ARM",3,596.0,2019
704,8465-01-585-1512,RUCKSACK MEDIUM (OEF) PATTERN 2,15,594.0,10098
197,5855-01-437-6161,"LENS ASSEMBLY,FOCUSING",15,590.0,2018
353,6515-01-466-0971,"OXIMETER,PULSE",20,573.0,2019
541,8415-01-538-6752,"JACKET,COLD WEATHER",13,559.0,18173
146,4240-DS-SAF-ERES,SAFETY AND RESCUE EQUIPMENT,8,550.0,4038
262,5855-01-569-7959,"MOUNT,VIEWER",1,538.0,2020
387,6530-01-490-2487,SPINEBOARD,4,536.0,4040
311,6220-01-549-4174,LIGHT SPECIAL PURPO,58,528.0,8079
328,6510-00-058-3047,"BANDAGE,GAUZE",5,526.0,10095
49,1095-01-533-1733,"CARTRIDGE,ELECTRICA",2,521.0,2020
397,6545-01-530-0929,"FIRST AID KIT,UNIVERSAL",28,516.0,10098
133,4240-01-540-5585,"GOGGLES,INDUSTRIAL",22,513.0,16155
235,5855-01-530-1493,"BATTERY COMPARTMENT,NIGHT VISION VIEWER",20,513.0,2020
339,6510-01-562-3325,"BANDAGE,GAUZE,IMPREGNATED",369,513.0,24234
423,6760-01-500-9632,"CASE,PHOTOGRAPHIC EQUIPMENT",8,509.0,4040
316,6230-01-583-8453,FLOODLIGHT ASSEMBLY,1,500.0,2020
440,7025-DS-INK-JETP,"PRINTER, INK JET",4,500.0,2020
176,5825-01-600-9549,"NAVIGATION SET,SATELLITE SIGNALS",1,496.0,2020
275,5855-01-593-6422,"MOUNTING LOCKING MECHANISM,GOGGLES,NIGHT VISION",20,495.0,2017
672,8465-01-547-2694,SLEEPING BAG,37,494.0,10099
115,4220-01-474-5157,"LIFE PRESERVER,VEST",3,489.0,2019
685,8465-01-576-5389,FIELD PACK,28,477.0,2019
301,5995-01-585-0496,"CABLE ASSEMBLY,RADIO FREQUENCY,BRANCHED",80,468.0,8076
193,5855-01-423-0817,MAGNIFIER LENS ASSE,10,467.0,2018
676,8465-01-557-1570,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",5,465.0,2019
568,8415-01-545-8642,"PARKA,EXTREME COLD WEATHER",6,465.0,8079
690,8465-01-580-0981,ASSAULT PACK,22,462.0,12115
48,1095-01-533-1732,"PROJECTILE,NON-LETHAL",5,455.0,2018
395,6532-01-592-8530,"GOWN,OPERATING,SURGICAL",4,447.0,4040
407,6650-00-530-0960,"TELESCOPE,STRAIGHT",6,442.0,2019
44,1095-00-407-0674,"RACK,STORAGE,SMALL ARMS",1,436.0,2020
630,8460-DS-LUG-GAGE,LUGGAGE,15,436.0,4040
409,6650-01-438-4117,BINOCULAR,1,434.0,2019
325,6240-01-532-4184,"LAMP,INCANDESCENT",25,427.0,2020
711,8465-01-594-6465,FIELD PACK,3,425.0,2020
452,7330-01-582-6606,"FOOD CONTAINER,INSULATED",1,418.0,2020
363,6515-01-521-7976,"TOURNIQUET,NONPNEUMATIC",364,415.0,20193
114,4110-01-579-1002,"CHEST,ICE STORAGE",3,410.0,2019
377,6515-01-618-7475,"TOURNIQUET KIT,JUNCTIONAL COMPRESSION",1,401.0,2019
276,5855-01-593-7303,"MOUNTING LOCKING MECHANISM,GOGGLES,NIGHT VISION",1,401.0,2020
10,1005-01-416-1089,"RETAINER,GUN COMPONENT",30,397.0,2019
127,4240-01-527-4051,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",147,397.0,20197
283,5855-01-610-9312,"MOUNT,VIEWER",17,397.0,2019
584,8415-01-546-7536,"JACKET,COLD WEATHER",30,394.0,12116
463,8120-01-526-8414,"ADAPTER,FILL STATIO",1,394.0,2019
206,5855-01-457-2953,"MOUNT,VIEWER",50,389.0,8073
288,5860-01-471-2091,"BORELIGHT SYSTEM,LA",1,388.0,2020
259,5855-01-566-6748,"MOUNT,VIEWER",85,385.0,6057
22,1005-01-484-8000,"SIGHT,REAR",181,385.0,14130
501,8415-01-394-7698,"ACCESSORY KIT,GHILLIE SUIT",1,378.0,2019
539,8415-01-538-6742,"JACKET,COLD WEATHER",31,373.0,12116
540,8415-01-538-6747,"JACKET,COLD WEATHER",41,373.0,12117
73,1240-01-594-7615,"SPOTTING INSTRUMENT,OPTICAL",2,371.0,2017
68,1240-01-587-1372,"MAGNIFIER,WEAPON SIGHT",7,366.0,2020
34,1005-01-616-2719,WEAPON TRIPOD CRADLE,1,364.0,2019
17,1005-01-454-0395,UPPER RECEIVER AND BARREL ASSEMBLY,3,361.0,2019
202,5855-01-448-5464,"ILLUMINATOR,INFRARED",20,359.0,2020
74,1240-01-600-5067,BINOCULAR,6,359.0,2019
716,8465-01-610-5633,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",1,351.0,2020
573,8415-01-545-9582,"PARKA,EXTREME COLD WEATHER",12,349.0,6059
128,4240-01-527-4052,"SHIELD WITH NOSEPIECE,CLEAR,REPLACEMENT,REVISION EYEWEAR REGULAR",20,339.0,6060
394,6532-01-524-6932,"BLANKET,SURVIVAL",161,332.0,14137
642,8465-01-398-0687,SLEEPING BAG,46,328.0,10097
582,8415-01-546-7444,"JACKET,COLD WEATHER",20,328.0,10097
315,6230-01-571-1331,FLASHLIGHT,243,328.0,10098
674,8465-01-547-2757,MODULAR SLEEPING BAG SYSTEM,1,322.0,2019
537,8415-01-538-6720,"TROUSERS,EXTREME COLD WEATHER",6,319.0,6060
307,6150-01-633-1410,"POWER STRIP,ELECTRICAL OUTLET",1,312.0,2020
543,8415-01-538-6768,"JACKET,COLD WEATHER",9,310.0,10097
644,8465-01-416-8517,BIVY COVER,26,304.0,4039
319,6230-01-590-1422,SEARCHLIGHT,1,300.0,2019
462,8115-DS-CAS-E003,CASE,1,300.0,2019
180,5855-01-246-6804,FACEMASK,1,299.0,2020
253,5855-01-551-4525,"MOUNT,VIEWER",56,298.0,6057
726,8465-01-641-3485,RIFLEMAN SET,2,296.0,2019
139,4240-01-574-0491,LOCK REMOVAL DEVICE,3,294.0,2019
561,8415-01-542-7643,"JACKET,EXTREME COLD WEATHER",6,289.0,4038
410,6650-01-444-1212,"LENS,OPTICAL INSTRUMENT",9,288.0,4037
640,8465-01-395-1154,MODULAR SLEEP SYSTE,10,281.0,4038
136,4240-01-547-6218,"GOGGLES,INDUSTRIAL",13,278.0,10099
