,stock_number,item,quantity,value,year
117,5855-01-535-6166,"ILLUMINATOR,INTEGRATED,SMALL ARMS",35,848.0,2020
172,6650-01-641-2291,"TELESCOPE,STRAIGHT",1,839.0,2019
128,5965-01-521-0941,HEADSET-MICROPHONE,22,817.0,2017
15,1240-01-533-0939,"SIGHT,BORE,OPTICAL",3,800.0,2018
18,1240-01-562-9459,"RANGE FINDER,LASER",5,800.0,4034
49,2940-01-627-3977,KIT SERVICE 10KW,1,783.0,2020
204,7810-DS-ATH-SPOR,ATHLETIC AND SPORTING EQUIPMENT,2,776.0,2019
196,7125-DS-CAB-INSH,"CABINETS, LOCKERS, BINS, AND SHELVING",5,745.0,2019
158,6515-01-250-8936,"SPLINT,TRACTION-EXTRICATION",1,741.0,2019
169,6545-DS-MED-SETK,"REPLENISHABLE FIELD MEDICAL SETS, KITS",80,740.0,8080
17,1240-01-551-5762,"SIGHT,REFLEX",11,644.0,4036
70,4933-01-394-7781,"BORE LIGHT SYSTEM,LASER",1,642.0,2018
148,6230-DS-LIG-HT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",30,600.0,4038
171,6625-01-585-9211,MULTIMETER,10,600.0,2019
209,7830-DS-REC-GYME,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,600.0,2019
13,1240-01-492-5264,"SIGHT,HOLOGRAPHIC",5,588.0,2017
279,8465-01-445-6274,MODULAR SLEEP SYSTEM,8,525.0,4039
101,5825-01-554-9032,"NAVIGATION SET,SATELLITE SIGNALS",6,518.0,2018
175,6720-01-680-2811,"CAMERA SYSTEM,DIGITAL",1,510.0,2020
60,4140-DS-FAN-0000,FAN,1,507.0,2019
41,2340-DS-MTR-CYCL,MOTORCYCLE,2,500.0,4038
104,5835-DS-SOU-NDEQ,SOUND RECORDING AND REPRODUCING EQUIP,1,500.0,2019
193,7110-01-653-5903,"WORK SURFACE,ADJUSTABLE",1,493.0,2019
234,8415-01-010-1910,"JACKET,FLYERS",4,477.0,4038
183,7010-DS-WOR-KST0,COMPUTER WORKSTATION,1,461.0,2019
266,8415-01-565-1753,"JACKET,COLD WEATHER",1,452.0,2019
267,8415-01-565-2032,"JACKET,COLD WEATHER",1,452.0,2019
268,8415-01-565-2036,"JACKET,COLD WEATHER",1,452.0,2019
179,6760-DS-FLA-SH00,"FLASH, CAMERA",4,450.0,2019
96,5340-DS-LOC-K000,"LOCK, COMMERCIAL",20,419.0,2019
58,4110-01-579-1002,"CHEST,ICE STORAGE",1,410.0,2019
218,8115-DS-CAS-E003,CASE,1,400.0,2019
264,8415-01-565-0013,"TROUSERS,COLD WEATHER",2,396.0,2019
265,8415-01-565-0736,"TROUSERS,COLD WEATHER",2,396.0,2019
263,8415-01-565-0005,"TROUSERS,COLD WEATHER",1,396.0,2019
292,8465-01-582-1946,FIELD PACK,1,394.0,2020
162,6515-01-527-8068,"HEADLAMP,MEDICAL,NVG GREEN LENS",23,393.0,14133
124,5860-01-471-2091,"BORELIGHT SYSTEM,LA",1,388.0,2018
126,5965-01-446-1483,HEADSET-MICROPHONE,2,386.0,2019
135,6110-01-568-6312,"CONTROLLER,WINCH",4,377.0,4040
190,7105-DS-CAB-INE4,"CABINET, HOUSEHOLD",1,370.0,2020
227,8340-01-521-6438,"SHELTER,ICS IMPROVED COMBAT SHELTER",2,363.0,2019
4,1005-01-454-0395,UPPER RECEIVER AND BARREL ASSEMBLY,15,361.0,2019
177,6760-01-491-2816,"CASE,PHOTOGRAPHIC EQUIPMENT",3,358.0,4039
186,7025-DS-FIN-GERP,FINGERPRINTING MACHINE,2,350.0,2019
216,8115-01-177-7272,"BOX,PLASTIC",12,350.0,2020
71,4933-DS-WEP-SMAI,WEAPONS MAINTENANCE AND REPAIR,5,345.0,2017
284,8465-01-524-7632,MEDIC SET,11,345.0,4038
76,5120-00-165-3910,"CRIMPING TOOL,TERMINAL,HAND",1,322.0,2019
228,8340-01-628-8855,TENT,7,320.0,2020
221,8145-01-479-1329,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",8,319.0,2019
64,4240-01-545-6722,"STROP,QUICK",3,303.0,2019
178,6760-01-491-2830,"CASE,PHOTOGRAPHIC EQUIPMENT",6,303.0,4040
207,7830-DS-DUM-BBEL,DUMBELL,12,300.0,2019
14,1240-01-517-1751,"SIGHT,HOLOGRAPHIC",12,273.0,2017
8,1005-01-587-7166,"MOUNT,RIFLE",8,257.0,2018
93,5220-00-912-3409,"GAGE,BARREL EROSION",1,249.0,2018
102,5825-01-608-0748,"NAVIGATION SET,SATELLITE SIGNALS",2,240.0,4038
27,1730-00-671-8030,LOAD BINDER ASSY,2,240.0,2019
235,8415-01-010-1911,"JACKET,FLYERS",4,238.0,2019
185,7025-DS-BAR-CODE,BARCODE READER,1,237.0,2019
274,8415-DS-MIT-TENS,"Mittens, cold weather",3,221.0,4038
297,8475-01-518-7341,"SHIELD,MAXILLOFACIAL,FLYERS HELMET",5,214.0,2020
69,4520-DS-HEA-TER0,SPACE AND WATER HEATING EQUIPMENT,2,214.0,2019
197,7210-00-282-7950,"BLANKET,BED",490,213.0,10095
127,5965-01-507-3576,LOUDSPEAKER-MICROPHONE,10,212.0,2020
168,6545-01-530-0929,"FIRST AID KIT,UNIVERSAL",8,206.0,4039
1,1005-01-354-9976,"STOCK,GUN,SHOULDER",4,203.0,2018
46,2530-01-568-4597,"WHEEL,PNEUMATIC TIRE",8,200.0,4038
184,7021-01-474-8202,COMPUTER MONITOR,7,200.0,2019
56,4030-DS-FIT-TCAB,"FITTING FOR ROPE, CABLE, CHAIN",1,200.0,2019
222,8145-01-556-1243,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,195.0,2019
261,8415-01-558-5560,"GLOVES,COLD WEATHER",1,191.0,2019
145,6220-01-547-9043,HEADLIGHT,2,190.0,4038
250,8415-01-538-6754,"JACKET,COLD WEATHER",14,186.0,6058
226,8340-01-519-2701,TARPAULIN,25,185.0,4039
73,5110-00-224-7064,"CUTTER,BOLT",34,176.0,6057
276,8430-DS-BOO-TS01,"BOOTS, MEN'S, PAIR",1,176.0,2019
143,6150-DS-UPS-0003,UNIVERSAL POWER SUPPLY,2,175.0,2019
205,7830-01-457-9090,DIP ABDOMINAL,1,170.0,2020
133,5965-DS-HHM-ISPE,"HAND, HEADSETS, MICS AND SPEAKERS",16,169.0,2019
262,8415-01-558-5597,"MITTEN SHELLS,EXTREME COLD WEATHER",1,164.0,2019
79,5120-00-640-6364,"WRENCH,TORQUE",1,160.0,2019
270,8415-01-660-3248,"GLOVES,DISPOSABLE",46,159.0,6060
109,5855-01-451-7389,"MOUNT,VIEWER",10,158.0,2017
237,8415-01-043-8387,"COVERALLS,FLYERS",1,156.0,2020
238,8415-01-043-8392,"COVERALLS,FLYERS",2,156.0,2019
239,8415-01-043-8396,"COVERALLS,FLYERS",1,156.0,2019
240,8415-01-043-9529,"COVERALLS,FLYERS",4,156.0,2019
84,5180-00-313-9496,"PULLER KIT,UNIVERSAL",1,138.0,2019
299,9930-01-331-6244,"POUCH,HUMAN REMAINS",196,133.0,6057
249,8415-01-538-6747,"JACKET,COLD WEATHER",10,124.0,4039
285,8465-01-524-7635,MEDIC BAG,1,124.0,2019
257,8415-01-546-0370,"SHIRT,COLD WEATHER",60,117.0,6057
3,1005-01-452-6771,"ADAPTER RAIL,WEAPON MOUNTED,M5",6,114.0,2017
188,7025-DS-MOU-SE00,MOUSE,1,114.0,2019
95,5340-01-663-1029,"STRAP,WEBBING",70,111.0,4040
103,5825-01-608-8750,"NAVIGATION SET,SATELLITE SIGNALS",7,106.0,2019
6,1005-01-526-7354,"CLEANING KIT,GUN",3,105.0,2020
165,6530-DS-HOS-PCAB,HOSPITAL CABINET,1,100.0,2020
155,6510-DS-BUR-NBLA,BURN BLANKETS,2,100.0,4040
201,7340-DS-CUT-LERY,CUTLERY AND FLATWARE,1,100.0,2019
290,8465-01-571-5231,"BAG,COMBAT",4,99.0,2019
2,1005-01-448-8513,"CLEANING KIT,GUN",10,96.0,2020
97,5345-00-243-6087,"STONE,SHARPENING",1,93.0,2019
286,8465-01-529-1512,"VEST,RHOD,REC,GN",12,88.0,2020
189,7105-00-935-0422,"COT,FOLDING",20,85.0,2019
243,8415-01-457-1563,"GLOVES,COLD WEATHER",1,85.0,2019
271,8415-01-661-2338,"COVERALLS,UTILITY",10,84.0,2020
272,8415-01-661-2711,"COVERALLS,UTILITY",10,84.0,2020
217,8115-01-539-0058,"CASE SET,TRANSPORT AND STORAGE",1,82.0,2019
283,8465-01-524-5250,ASSAULT PACK,10,77.0,2020
291,8465-01-580-0981,ASSAULT PACK,1,77.0,2019
202,7530-01-398-2652,"PAPER,COPYING,XEROGRAPHIC PROCESS",1,77.0,2019
187,7025-DS-MON-IT08,"MONITOR, COMPUTER",6,75.0,2020
229,8405-00-889-3683,"LINER,WET WEATHER PONCHO",16,74.0,4038
287,8465-01-531-1753,HYDRATION SYSTEM,3,72.0,2020
269,8415-01-580-1355,"JACKET,COLD WEATHER",2,67.0,2019
55,4010-01-250-5428,"CHAIN ASSEMBLY,SINGLE LEG",2,66.0,2019
258,8415-01-546-7504,"JACKET,COLD WEATHER",12,66.0,2019
259,8415-01-546-7536,"JACKET,COLD WEATHER",10,66.0,2019
294,8465-01-600-7830,"PACK,ASSAULT",4,65.0,2020
296,8465-01-612-4152,MEDICAL ASSAULT PACK,1,65.0,2020
295,8465-01-606-8756,"MAT,SLEEPING",13,65.0,6058
74,5110-01-346-5341,"MULTI-TOOL,FOLDING,POCKET",1,63.0,2019
251,8415-01-538-6768,"JACKET,COLD WEATHER",1,62.0,2020
244,8415-01-461-8337,"SHIRT,COLD WEATHER",8,60.0,2020
245,8415-01-461-8341,"SHIRT,COLD WEATHER",8,60.0,2020
246,8415-01-461-8356,"SHIRT,COLD WEATHER",7,60.0,2020
9,1005-01-625-4470,"SLING,SMALL ARMS",10,58.0,2019
144,6210-01-483-1944,STROBE LIGHT,3,58.0,2020
275,8415-DS-SPC-LOTA,"CLOTHING, SPECIAL PURPOSE, DEMIL A",11,57.0,2020
230,8405-01-607-1111,"LINER,WET WEATHER PONCHO",9,57.0,2019
164,6515-01-652-6821,"HEADLAMP,MEDICAL",40,55.0,2019
199,7240-00-282-8411,"CAN,FLAMMABLE WASTE",3,54.0,2020
278,8465-01-328-8268,"GOGGLES,SUN,WIND AND DUST",200,53.0,4038
167,6545-00-922-1200,"FIRST AID KIT,UTILITY",4,52.0,2019
232,8415-00-935-0572,"TROUSERS,SNOW CAMOUFLAGE",1,49.0,2019
233,8415-00-935-0574,"TROUSERS,SNOW CAMOUFLAGE",3,49.0,2019
82,5120-01-476-7556,"INTRENCHING TOOL,HAND",1,49.0,2020
146,6230-01-381-3292,FLASHLIGHT,1,46.0,2019
282,8465-01-516-8433,"CARRIER,BREACHER TOOL",4,46.0,2019
200,7240-01-337-5269,"CAN,MILITARY",20,44.0,2019
247,8415-01-472-6915,"OVERALLS,COLD WEATHER",5,43.0,2020
149,6260-01-209-4434,"LIGHT,CHEMILUMINESCENT",20,42.0,2019
161,6515-01-521-7976,"TOURNIQUET,NONPNEUMATIC",50,41.0,2019
65,4240-01-630-8327,"SPECTACLES,INDUSTRIAL",60,41.0,2019
256,8415-01-546-0128,"SHIRT,COLD WEATHER",10,40.0,2019
255,8415-01-538-8705,"SHIRT,COLD WEATHER",10,38.0,2019
156,6515-01-129-5437,"AIRWAY,NASOPHARYNGEAL",2,38.0,2019
151,6510-00-105-5807,"BANDAGE,ELASTIC",1,34.0,2019
214,8105-01-517-1355,"BAG,PLASTIC",5,32.0,2019
231,8415-00-268-7860,"GLOVES,WELDERS'",2,32.0,2020
81,5120-01-335-1322,"WRENCH,RATCHET",4,31.0,2020
252,8415-01-538-8474,"DRAWERS,COLD WEATHER",47,29.0,4038
78,5120-00-595-9551,"PLIERS,RETAINING RING",5,28.0,2020
298,9150-01-260-2534,"LUBRICANT,SOLID FILM",6,26.0,2019
273,8415-DS-GLO-VEWP,"Gloves, Cold Weather",10,26.0,2020
241,8415-01-074-9432,"GLOVES,COMBAT",110,25.0,2019
236,8415-01-029-0116,"GLOVES,FLYERS'",1,24.0,2020
281,8465-01-516-8426,"POUCH,40MM GRENADE,SINGLE",22,23.0,4038
198,7240-00-089-3827,"CAN,MILITARY",10,21.0,2019
134,5999-01-540-3645,CONNECTOR-SWITCH,51,21.0,2019
150,6310-DS-TRA-FFIC,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,7,19.0,2019
77,5120-00-264-3796,"WRENCH,ADJUSTABLE",5,19.0,2020
280,8465-01-516-8382,"POUCH,SMOKE GRENADE",6,17.0,2019
260,8415-01-547-8698,"DRAWERS,COLD WEATHER",25,17.0,2019
7,1005-01-576-5164,"MAGAZINE,CARTRIDGE",14,16.0,2017
289,8465-01-558-5167,"POUCH,DOUBLE-SINGLE",20,15.0,2019
254,8415-01-538-8482,"DRAWERS,COLD WEATHER",32,14.0,2019
253,8415-01-538-8477,"DRAWERS,COLD WEATHER",25,14.0,2019
288,8465-01-558-4476,"POUCH,SHOTGUN",1,13.0,2019
80,5120-01-115-1151,"SOCKET SET,SOCKET WRENCH",2,11.0,2019
159,6515-01-491-5719,"GLOVE,PATIENT EXAMINING",1,11.0,2019
220,8140-00-960-1699,"CHEST,AMMUNITION",50,11.0,2019
242,8415-01-434-1781,"GLOVES,DISPOSABLE",4,10.0,2020
94,5340-01-112-5151,PADLOCK,45,8.0,4038
63,4240-01-160-5618,"FIRE STARTING TOOL,MAGNESIUM",30,8.0,2019
154,6510-01-619-3322,"DRESSING,BURN",60,4.0,2019
219,8140-00-828-2938,"CHEST,AMMUNITION",50,4.0,2019
248,8415-01-517-0948,"BELT,RIGGERS",10,4.0,2020
152,6510-01-444-6429,"BANDAGE,ELASTIC",2,0.0,2019
223,8145-01-560-0476,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",3,0.0,2020
166,6545-00-664-5313,"FIRST AID KIT,MOTOR VEHICLE",2,0.0,4038
