OSHPD ID,OSHPD Provider Name,Designated NICU as Defined by DHCS,DPH,NDPH,OSHPD Rural Hospital,DHCS Designated Remote Rural,"SFY 
2019-20 Cost-to-Charge Ratio %",FFY 2019 Wage Index Value,FFY 2019 Wage Index Value (Adjusted for CA Neutrality Factor),"SFY 
2019-20 Unadjusted Statewide Base Rate","SFY 
2019-20 Wage Adjusted Statewide Base Rate","SFY 
2019-20 Rehab Rate",SFY 2019-20 Admin 2 190 Rate,SFY 2019-20 Admin 2 199 Rate
106231396,ADVENTIST HEALTH UKIAH VALLEY,No,No,No,Yes,Yes,0.33409,1.25,1.2164,14615,16775,0,1074.41,990.88
106190878,ADVENTIST HEALTH WHITE MEMORIAL,No,No,No,No,No,0.15706,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,No,No,No,No,No,0.15157,1.2603,1.2264,6584,7602,0,1074.41,990.88
106010735,ALAMEDA HOSPITAL,No,Yes,No,No,No,0.29407,1.6923,1.6468,6584,9493,0,0,0
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.20875,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106010937,ALTA BATES SUMMIT MEDICAL CENTER,No,No,No,No,No,0.27363,1.6923,1.6468,6584,9493,1488,1074.41,990.88
106013626,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT CAMPUS,No,No,No,No,No,0.27363,1.6923,1.6468,6584,9493,1488,1074.41,990.88
106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,No,No,No,No,No,0.38035,1.6923,1.6468,6584,9493,1488,1074.41,990.88
106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,No,No,No,No,No,0.38035,1.6923,1.6468,6584,9493,1488,1074.41,990.88
106370652,ALVARADO HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.24241,1.25,1.2164,6584,7557,1185,1074.41,990.88
106374063,ALVARADO HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.24241,1.25,1.2164,6584,7557,1185,1074.41,990.88
106301188,ANAHEIM GLOBAL MEDICAL CENTER,No,No,No,No,No,0.35731,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190034,ANTELOPE VALLEY HOSPITAL,No,No,Yes,No,No,0.24172,1.2827,1.2482,6584,7700,0,1074.41,990.88
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,No,Yes,No,No,No,0.38778,1.2603,1.2264,6584,7602,0,0,0
106154101,BAKERSFIELD HEART HOSPITAL,No,No,No,No,No,0.15931,1.25,1.2164,6584,7557,0,1074.41,990.88
106150722,BAKERSFIELD MEMORIAL HOSPITAL,No,No,No,No,No,0.23874,1.25,1.2164,6584,7557,0,1074.41,990.88
106364121,BALLARD REHABILITATION HOSPITAL,No,No,No,No,No,0.56091,1.25,1.2164,1,1,1385,1074.41,990.88
106184008,BANNER LASSEN MEDICAL CENTER,No,No,No,Yes,Yes,0.51981,1.25,1.2164,14615,16775,0,1074.41,990.88
106190052,BARLOW RESPIRATORY HOSPITAL,No,No,No,No,No,0.17834,1.2827,1.2482,6584,7700,0,1074.41,990.88
106364430,BARSTOW COMMUNITY HOSPITAL,No,No,No,Yes,Yes,0.20422,1.2603,1.2264,14615,16875,0,1074.41,990.88
106090793,BARTON MEMORIAL HOSPITAL,No,No,No,Yes,Yes,0.27279,1.5862,1.5435,14615,20040,0,1074.41,990.88
106361110,BEAR VALLEY COMMUNITY HOSPITAL,No,No,Yes,Yes,Yes,0.5435,1.25,1.2164,14615,16775,0,1074.41,990.88
106190081,BEVERLY HOSPITAL,No,No,No,No,No,0.357,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,No,No,No,No,No,0.23102,1.4349,1.3963,6584,8366,0,1074.41,990.88
106380777,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,Yes,No,No,No,No,0.29183,1.7282,1.6817,6584,9650,0,1074.41,990.88
106380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,No,No,No,No,No,0.29183,1.7282,1.6817,6584,9650,1513,1074.41,990.88
106380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Yes,No,No,No,No,0.29183,1.7282,1.6817,6584,9650,0,1074.41,990.88
106380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,No,No,No,No,No,0.50743,1.7282,1.6817,6584,9650,0,1074.41,990.88
106190155,"CALIFORNIA REHABILITATION INSTITUTE, LLC",No,No,No,No,No,0.213,1.2827,1.2482,1,1,1207,1074.41,990.88
106190137,CASA COLINA HOSPITAL,No,No,No,No,No,0.37271,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106190045,CATALINA ISLAND MEDICAL CENTER,No,No,No,Yes,Yes,1,1.2827,1.2482,14615,17093,0,1074.41,990.88
106190555,CEDARS SINAI MEDICAL CENTER,Yes,No,No,No,No,0.1578,1.4349,1.3963,6584,8366,1311,1074.41,990.88
106190148,CENTINELA HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.20269,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,No,No,No,No,No,0.10226,1.25,1.2164,6584,7557,0,1074.41,990.88
106301140,CHAPMAN GLOBAL MEDICAL CENTER,No,No,No,No,No,0.24079,1.2603,1.2264,6584,7602,0,1074.41,912.9
106010776,CHILDRENS HOSPITAL AND RESEARCH CENTER AT OAKLAND,Yes,No,No,No,No,0.32951,1.69,1.6445,6584,9482,2651,1074.41,990.88
106304113,CHILDREN'S HOSPITAL AT MISSION,No,No,No,No,No,0.21029,1.25,1.2164,6584,7557,0,1074.41,990.88
106190170,CHILDREN'S HOSPITAL OF LOS ANGELES,Yes,No,No,No,No,0.30935,1.2827,1.2482,6584,7700,2153,1074.41,990.88
106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Yes,No,No,No,No,0.21281,1.25,1.2164,6584,7557,0,1074.41,990.88
106434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,No,No,No,No,No,0.62141,1.7827,1.7347,6584,9888,0,1074.41,990.88
106382715,CHINESE HOSPITAL,No,No,No,No,No,0.45841,1.7282,1.6817,6584,9650,0,1074.41,990.88
106361144,CHINO VALLEY MEDICAL CENTER,No,No,No,No,No,0.25119,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,No,No,No,No,No,0.3259,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,Yes,No,No,No,No,0.3259,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,No,No,No,No,No,0.25561,1.2827,1.2482,6584,7700,0,1074.41,990.88
106100005,CLOVIS COMMUNITY MEDICAL CENTER,No,No,No,No,No,0.28103,1.25,1.2164,6584,7557,0,1074.41,990.88
106100697,COALINGA REGIONAL MEDICAL CENTER,No,No,Yes,Yes,Yes,1,1.25,1.2164,14615,16775,0,1074.41,990.88
106190766,COAST PLAZA HOSPITAL,No,No,No,No,No,0.18018,1.2827,1.2482,6584,7700,0,1074.41,990.88
106301155,COLLEGE HOSPITAL COSTA MESA,No,No,No,No,No,0.44843,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190587,COLLEGE MEDICAL CENTER,No,No,No,No,No,0.25786,1.2827,1.2482,6584,7700,0,1074.41,990.88
106361458,COLORADO RIVER MEDICAL CENTER,No,No,No,Yes,Yes,0.41645,1.25,1.2164,14615,16775,0,1074.41,990.88
106060870,COLUSA MEDICAL CENTER,No,No,No,Yes,Yes,0.99882,1.25,1.2164,14615,16775,0,1074.41,990.88
106190475,COMMUNITY HOSPITAL LONG BEACH,No,No,No,No,No,0.21459,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,No,No,No,No,No,0.14354,1.2827,1.2482,6584,7700,0,1074.41,990.88
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,No,No,No,No,No,0.29387,1.2603,1.2264,6584,7602,0,1074.41,890.12
106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,No,No,No,No,No,0.30763,1.7986,1.7502,6584,9958,1561,1074.41,990.88
106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,No,No,No,No,No,0.29648,1.4349,1.3963,6584,8366,0,1074.41,990.88
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Yes,No,No,No,No,0.20547,1.25,1.2164,6584,7557,1607,1074.41,872.94
106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,No,Yes,No,No,No,0.51263,1.69,1.6445,6584,9482,0,0,0
106331145,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,No,No,No,No,No,0.29991,1.25,1.2164,6584,7557,0,1074.41,888.85
106331152,CORONA REGIONAL MEDICAL CENTER-MAIN,No,No,No,No,No,0.29991,1.25,1.2164,6584,7557,0,1074.41,990.88
106390846,DAMERON HOSPITAL,No,No,No,No,No,0.19267,1.4493,1.4103,6584,8429,0,1074.41,990.88
106150706,DELANO REGIONAL MEDICAL CENTER,No,No,No,No,No,0.44207,1.25,1.2164,6584,7557,0,1074.41,757.8
106331164,DESERT REGIONAL MEDICAL CENTER,No,No,No,No,No,0.13616,1.25,1.2164,6584,7557,1405,1074.41,990.88
106364144,DESERT VALLEY HOSPITAL,No,No,No,No,No,0.18244,1.2603,1.2264,6584,7602,0,1074.41,990.88
106392287,DOCTORS HOSPITAL OF MANTECA,No,No,No,No,No,0.12363,1.4493,1.4103,6584,8429,0,1074.41,990.88
106500852,DOCTORS MEDICAL CENTER,No,No,No,No,No,0.10724,1.2891,1.2544,6584,7728,0,1074.41,990.88
106070904,DOCTORS MEDICAL CENTER - SAN PABLO,No,No,Yes,No,No,0.35867,1.69,1.6445,6584,9482,0,1074.41,990.88
106440755,DOMINICAN HOSPITAL,No,No,No,No,No,0.18649,1.9025,1.8513,6584,10412,1632,1074.41,990.88
106196168,EARL AND LORAINE MILLER CHILDRENS HOSPITAL,Yes,No,No,No,No,0.27711,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190256,EAST LOS ANGELES DOCTORS HOSPITAL,No,No,No,No,No,0.16437,1.2827,1.2482,6584,7700,0,1074.41,990.88
106320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,No,No,Yes,Yes,Yes,0.4655,1.25,1.2164,14615,16775,0,1074.41,990.88
106014233,EDEN MEDICAL CENTER,No,No,No,No,No,0.27774,1.6923,1.6468,6584,9493,0,1074.41,990.88
106331168,EISENHOWER MEDICAL CENTER,No,No,No,No,No,0.1598,1.25,1.2164,6584,7557,0,1074.41,990.88
106430763,EL CAMINO HOSPITAL,No,No,Yes,No,No,0.25546,1.9025,1.8513,6584,10412,1632,1074.41,990.88
106430743,EL CAMINO HOSPITAL LOS GATOS,No,No,Yes,No,No,0.25546,1.9025,1.8513,6584,10412,1632,1074.41,990.88
106130699,EL CENTRO REGIONAL MEDICAL CENTER,No,No,Yes,No,No,0.26806,1.25,1.2164,6584,7557,0,1074.41,990.88
106500867,EMANUEL MEDICAL CENTER,No,No,No,No,No,0.12314,1.2891,1.2544,6584,7728,0,1074.41,990.88
106190280,ENCINO HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.1405,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106040962,ENLOE MEDICAL CENTER- ESPLANADE,No,No,No,No,No,0.17188,1.25,1.2164,6584,7557,1349,1074.41,990.88
106044011,ENLOE REHABILITATION CENTER,No,No,No,No,No,0.17188,1.25,1.2164,6584,7557,1349,1074.41,990.88
106474007,FAIRCHILD MEDICAL CENTER,No,No,No,Yes,Yes,0.44054,1.25,1.2164,14615,16775,0,1074.41,990.88
106010811,FAIRMONT HOSPITAL,No,Yes,No,No,No,0.28722,1.69,1.6445,6584,9482,0,0,0
106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,No,No,No,No,No,0.31151,1.2827,1.2482,6584,7700,0,1074.41,990.88
106301357,FOOTHILL REGIONAL MEDICAL CENTER,No,No,No,No,No,0.42938,1.2603,1.2264,6584,7602,0,1074.41,990.88
106301175,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,No,No,No,No,No,0.17967,1.2603,1.2264,6584,7602,0,1074.41,990.88
106304039,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - WARNER,No,No,No,No,No,0.17967,1.2603,1.2264,6584,7602,0,1074.41,990.88
106230949,FRANK R HOWARD MEMORIAL HOSPITAL,No,No,No,Yes,Yes,0.40465,1.25,1.2164,14615,16775,0,1074.41,990.88
106400480,FRENCH HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.2348,1.2805,1.2461,6584,7691,0,1074.41,990.88
106105029,FRESNO HEART AND SURGICAL HOSPITAL,No,No,No,No,No,0.20547,1.25,1.2164,6584,7557,1607,1074.41,872.94
106104047,FRESNO SURGICAL HOSPITAL,No,No,No,No,No,0.283,1.25,1.2164,6584,7557,0,1074.41,990.88
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,No,No,No,No,No,0.25962,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190315,GARFIELD MEDICAL CENTER,No,No,No,No,No,0.14231,1.2827,1.2482,6584,7700,1379,1074.41,990.88
106120981,"GENERAL HOSPITAL, THE",No,No,No,No,No,0.2221,1.3647,1.328,6584,8059,1476,1074.41,990.88
106270777,GEORGE L MEE MEMORIAL HOSPITAL,No,No,No,Yes,Yes,0.42838,1.7986,1.7502,14615,22104,0,1074.41,990.88
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,No,No,No,No,No,0.22785,1.4349,1.3963,6584,8366,1311,1074.41,990.88
106190328,GLENDORA COMMUNITY HOSPITAL,No,No,No,No,No,0.26274,1.2827,1.2482,6584,7700,0,1074.41,990.88
106110889,GLENN MEDICAL CENTER,No,No,No,Yes,Yes,0.94667,1.25,1.2164,14615,16775,0,1074.41,990.88
106420483,GOLETA VALLEY COTTAGE HOSPITAL,No,No,No,No,No,0.3697,1.3666,1.3298,6584,8067,0,1074.41,990.88
106150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,No,No,No,No,No,0.23838,1.25,1.2164,6584,7557,0,1074.41,990.88
106190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,No,No,No,No,No,0.24214,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Yes,No,No,No,No,0.14448,1.7827,1.7347,6584,9888,1550,1074.41,990.88
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,No,No,No,No,No,0.16714,1.2827,1.2482,6584,7700,0,1074.41,990.88
106370714,GROSSMONT HOSPITAL,No,No,No,No,No,0.18063,1.25,1.2164,6584,7557,1185,1074.41,990.88
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,No,No,Yes,Yes,Yes,0.37113,1.7827,1.7347,14615,21949,0,1074.41,990.88
106490964,HEALDSBURG DISTRICT HOSPITAL,No,No,Yes,Yes,Yes,1,1.6085,1.5652,14615,20257,0,1074.41,974.82
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,No,No,No,No,No,0.16324,1.25,1.2164,6584,7557,2113,1074.41,990.88
106154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,No,No,No,No,No,0.52268,1.25,1.2164,1,1,1342,1074.41,990.88
106504079,HEALTHSOUTH REHABILITATION HOSPITAL OF MODESTO,No,No,No,No,No,0.67211,1.25,1.2164,1,1,1185,1074.41,990.88
106304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,No,No,No,No,No,0.60474,1.25,1.2164,1,1,1185,1074.41,990.88
106331194,HEMET VALLEY MEDICAL CENTER,No,No,No,No,No,0.1887,1.25,1.2164,6584,7557,0,1074.41,990.88
106190949,HENRY MAYO NEWHALL HOSPITAL,No,No,No,No,No,0.29726,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106362041,HI-DESERT MEDICAL CENTER,No,No,No,Yes,Yes,0.39789,1.2603,1.2264,14615,16875,0,1074.41,747.99
106010846,HIGHLAND HOSPITAL,No,Yes,No,No,No,0.28722,1.6923,1.6468,6584,9493,0,0,0
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,No,No,No,No,No,0.36432,1.2603,1.2264,6584,7602,1192,1074.41,990.88
106304460,HOAG ORTHOPEDIC INSTITUTE,No,No,No,No,No,0.25718,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,No,No,No,No,No,0.32983,1.2827,1.2482,6584,7700,1207,1074.41,943.9
106301209,HUNTINGTON BEACH HOSPITAL,No,No,No,No,No,0.20636,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190400,HUNTINGTON MEMORIAL HOSPITAL,Yes,No,No,No,No,0.20254,1.4349,1.3963,6584,8366,1311,1074.41,990.88
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,No,No,Yes,Yes,Yes,0.95215,1.25,1.2164,14615,16775,0,1074.41,990.88
106220733,JOHN C FREMONT HEALTHCARE DISTRICT,No,No,Yes,Yes,Yes,0.44898,1.25,1.2164,14615,16775,0,1074.41,990.88
106331216,JOHN F KENNEDY MEMORIAL HOSPITAL,No,No,No,No,No,0.18244,1.25,1.2164,6584,7557,0,1074.41,990.88
106071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,No,No,No,No,No,0.14609,1.69,1.6445,6584,9482,0,1074.41,990.88
106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,No,No,No,No,No,0.1432,1.69,1.6445,6584,9482,1486,1074.41,990.88
106301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,Yes,No,No,No,No,0.42772,1.2603,1.2264,6584,7602,0,1074.41,990.88
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,No,No,No,No,No,0.53773,1.69,1.6445,6584,9482,0,1074.41,990.88
106196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,No,No,No,No,No,0.41385,1.2827,1.2482,6584,7700,0,1074.41,990.88
106196403,KAISER FOUNDATION HOSPITAL - DOWNEY,Yes,No,No,No,No,0.39863,1.2827,1.2482,6584,7700,0,1074.41,990.88
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,Yes,No,No,No,No,0.39735,1.2603,1.2264,6584,7602,1192,1074.41,990.88
106014132,KAISER FOUNDATION HOSPITAL - FREMONT,No,No,No,No,No,0.40404,1.6923,1.6468,6584,9493,0,1074.41,990.88
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,No,No,No,No,No,0.44976,1.25,1.2164,6584,7557,0,1074.41,990.88
106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,Yes,No,No,No,No,0.4242,1.2827,1.2482,6584,7700,0,1074.41,990.88
106394009,KAISER FOUNDATION HOSPITAL - MANTECA,No,No,No,No,No,0.40339,1.4493,1.4103,6584,8429,0,1074.41,990.88
106504042,KAISER FOUNDATION HOSPITAL - MODESTO,No,No,No,No,No,0.40339,1.4493,1.4103,6584,8429,0,1074.41,990.88
106334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,No,No,No,No,No,0.41635,1.25,1.2164,6584,7557,0,1074.41,990.88
106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,Yes,No,No,No,No,0.44501,1.6923,1.6468,6584,9493,0,1074.41,990.88
106364265,KAISER FOUNDATION HOSPITAL - ONTARIO,Yes,No,No,No,No,0.39735,1.2603,1.2264,6584,7602,1192,1074.41,990.88
106304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,Yes,No,No,No,No,0.42772,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,No,No,No,No,No,0.37102,1.4349,1.3963,6584,8366,0,1074.41,990.88
106410804,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,No,No,No,No,No,0.46459,1.7301,1.6836,6584,9658,0,1074.41,990.88
106074093,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,Yes,No,No,No,No,0.44501,1.6923,1.6468,6584,9493,0,1074.41,990.88
106334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,No,No,No,No,No,0.4594,1.25,1.2164,6584,7557,0,1074.41,990.88
106314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,Yes,No,No,No,No,0.34323,1.5862,1.5435,6584,9028,0,1074.41,990.88
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,No,No,No,No,No,0.36455,1.5862,1.5435,6584,9028,0,1074.41,990.88
106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION,Yes,No,No,No,No,0.42149,1.25,1.2164,6584,7557,0,1074.41,990.88
106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,No,No,No,No,No,0.46529,1.7282,1.6817,6584,9650,0,1074.41,990.88
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,No,No,No,No,No,0.52298,1.7827,1.7347,6584,9888,0,1074.41,990.88
106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,No,No,No,No,No,0.39553,1.6923,1.6468,6584,9493,0,1074.41,990.88
106210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,No,No,No,No,No,0.49248,1.7538,1.7066,6584,9761,0,1074.41,990.88
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,Yes,No,No,No,No,0.44951,1.7827,1.7347,6584,9888,0,1074.41,990.88
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,No,No,No,No,No,0.56977,1.6738,1.6288,6584,9412,0,1074.41,990.88
106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,No,No,No,No,No,0.42222,1.2827,1.2482,6584,7700,0,1074.41,990.88
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,No,No,No,No,No,0.35492,1.5862,1.5435,6584,9028,0,1074.41,990.88
106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,No,No,No,No,No,0.42132,1.7301,1.6836,6584,9658,0,1074.41,990.88
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,No,No,No,No,No,0.40103,1.703,1.6572,6584,9539,0,1074.41,990.88
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,No,No,No,No,No,0.37069,1.69,1.6445,6584,9482,0,1074.41,990.88
106190434,KAISER FOUNDATION HOSPITAL - WEST LA,No,No,No,No,No,0.47149,1.2827,1.2482,6584,7700,0,1074.41,990.88
106191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,No,No,No,No,No,0.50054,1.4349,1.3963,6584,8366,0,1074.41,990.88
106480989,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,No,No,No,No,No,0.51027,1.703,1.6572,6584,9539,2593,1074.41,990.88
106540734,KAWEAH DELTA MEDICAL CENTER,No,No,Yes,No,No,0.31423,1.25,1.2164,6584,7557,1185,1074.41,814.65
106544075,KAWEAH DELTA REHABILITATION HOSPITAL,No,No,Yes,No,No,0.31423,1.25,1.2164,6584,7557,1185,1074.41,814.65
106194219,KECK HOSPITAL OF USC,No,No,No,No,No,0.28471,1.4349,1.3963,6584,8366,1311,1074.41,990.88
106210993,KENTFIELD HOSPITAL,No,No,No,No,No,0.63136,1.7538,1.7066,6584,9761,1530,1074.41,990.88
106384238,KENTFIELD HOSPITAL SAN FRANCISCO,No,No,No,No,No,0.63136,1.7538,1.7066,6584,9761,0,1074.41,990.88
106150736,KERN MEDICAL CENTER,No,Yes,No,No,No,0.39185,1.25,1.2164,6584,7557,0,0,0
106150737,KERN VALLEY HEALTHCARE DISTRICT,No,No,Yes,Yes,Yes,0.3966,1.25,1.2164,14615,16775,0,1074.41,990.88
106190049,KINDRED HOSPITAL - BALDWIN PARK,No,No,No,No,No,0.16781,1.2827,1.2482,6584,7700,0,1074.41,990.88
106301127,KINDRED HOSPITAL - BREA,No,No,No,No,No,0.25389,1.25,1.2164,6584,7557,0,1074.41,990.88
106190449,KINDRED HOSPITAL - LA MIRADA,No,No,No,No,No,0.20447,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106190305,KINDRED HOSPITAL - LOS ANGELES,No,No,No,No,No,0.14711,1.2827,1.2482,6584,7700,0,1074.41,990.88
106361274,KINDRED HOSPITAL - ONTARIO,No,No,No,No,No,0.18582,1.25,1.2164,6584,7557,0,1074.41,990.88
106364188,KINDRED HOSPITAL - RANCHO,No,No,No,No,No,0.15618,1.25,1.2164,6584,7557,0,1074.41,990.88
106332172,KINDRED HOSPITAL - RIVERSIDE,No,No,No,No,No,0.19785,1.25,1.2164,6584,7557,0,1074.41,990.88
106370721,KINDRED HOSPITAL - SAN DIEGO,No,No,No,No,No,0.34634,1.25,1.2164,6584,7557,0,1074.41,990.88
