datetime,date,time,result,balance,fee,hash,ver,vin_sz,vout_sz,size,weight,tx_index,block_index,block_height
2022-01-06 18:01:25,2022-01-06,18:01:25,-70223,177923,456483,88a3514fd3c48b3fa38e20ac95e62068300d8aa45e1e86785da33cdb225cc6a5,2,471,2,70001,278267,5832683772667796,717466,717466
2022-01-06 16:01:26,2022-01-06,16:01:26,-1194469,248146,164063,98136d0886e29a3cc2c391b059548850000db8e7e5b8e7654cab741d1d4f8c52,2,179,2,26660,105455,2904402438631061,717461,717461
2022-01-06 17:05:49,2022-01-06,17:05:49,139941,1442615,1383,b2f5719b14031a06b40dc4f32f63c91e86cb06df2e5fe9cd35587759c499770f,2,2,1,342,720,544203369819883,717460,717460
2022-01-06 14:01:28,2022-01-06,14:01:28,-70759,1302674,226451,f044efdfcd70de72f1d8adddf8cae9214101701134c807df516c48e1395d0cd3,2,256,2,38099,150662,7425601828563213,717449,717449
2022-01-06 10:01:27,2022-01-06,10:01:27,-814196,1373433,357993,8085f4d0801b7423d78767c936f0d9dce2e6f9bce7856c5ba9c656381d710bc7,2,304,2,45213,178659,7003262601857752,717423,717423
2022-01-06 07:38:22,2022-01-06,07:38:22,814196,2187629,8322,68e87fc5b0ed7c6b314ec86e642aa6efdd7ce00e19cd8f6ea229848851aef9a7,2,2,2,372,1488,5910106024775813,717410,717410
2022-01-06 07:14:49,2022-01-06,07:14:49,1194469,1373433,4045,1e95943897ca8c06df3ddd6bbc4b7971251f3e085e0d6464ad69b2154323408d,2,3,1,492,993,4969811488716365,717407,717407
2022-01-05 12:03:11,2022-01-05,12:03:11,-83120,178964,396077,beca72e9a741c13f5894cde29f9b07841add702bd54a069fc8ff2b66adf8f197,2,526,2,77648,310592,5346096480830847,717295,717295
2022-01-05 08:02:52,2022-01-05,08:02:52,-833227,262084,421965,8b10df44d06831da3479264cd78af4ac65d2676d8545971d7939451814659eb7,2,560,2,83241,330960,6460509713008807,717273,717273
2022-01-05 06:07:21,2022-01-05,06:07:21,734819,1095311,1152,f9752173b11eca36d9f612c3c6532c51aa0562ef0094197bd749c45f6244a9fe,2,5,2,819,1659,8960094407227529,717254,717254
2022-01-05 06:04:38,2022-01-05,06:04:38,-197505,360492,424747,54d1dbbd359b12c4f57f2dbf42405a50d99405894ba965c1c17c37de9b4613d9,2,564,2,83274,333096,7637657991235311,717254,717254
2022-01-03 22:01:22,2022-01-03,22:01:22,-865268,557997,37907,ccd4344dc14e73896609eb5c46db90b1f76cc39b0730b8979396d7a83e8a6503,2,103,2,15269,61076,119508670159602,717085,717085
2022-01-03 15:28:57,2022-01-03,15:28:57,865268,1423265,1230,88e99d2cac43e12a70f6a077f6a51c5b7b3d6f692e3ede9736db0aeeef490687,2,1,2,226,574,4750754560459099,717027,717027
2022-01-03 14:02:45,2022-01-03,14:02:45,-229471,557997,95576,f3c84b5165735690689f99ce9f4984b905b54b34241419ba9a7b110710c56221,2,321,2,47729,189305,1174659093553711,717018,717018
2022-01-02 08:02:53,2022-01-02,08:02:53,-323633,787468,181049,bced36a32dce22296d43ef0ff6c31472190a3336136f02e55c3948589b2ec48d,2,121,2,18050,71510,4987959521249543,716828,716828
2022-01-01 22:01:12,2022-01-01,22:01:12,-655627,1111101,167579,6957b1cd3981a7b9cfbc20a0ed234063d9f13e62b0da7703f7b4adfd569222fe,2,112,2,16699,66136,8941582000567734,716763,716763
2022-01-01 17:27:04,2022-01-01,17:27:04,548,1766728,334,69f2f1258774106daa41c19dca10c8c770c2b5321a3073c4bc71ce78ff3d948f,1,1,2,250,670,5051739458705870,716728,716728
2022-01-01 16:41:42,2022-01-01,16:41:42,229471,1766180,516,41d240d951c906eaa04b01d7597d04a5c2f82310c48405113c5cf4460ba35e99,1,2,2,422,1034,5396215724826251,716727,716727
2021-12-31 21:30:13,2021-12-31,21:30:13,330220,1536709,1356,0088fcfda73c57ce85cc53e43b477e4bd74eb6ab76b886e6edd234d3cdcca2e6,2,6,2,966,1929,8114780644206234,716578,716578
2021-12-31 19:35:24,2021-12-31,19:35:24,323633,1206489,2707,3c7bd07da644d2043ed1a85cf8383551716fb6e86074e17426e08d66e1afeae2,2,2,1,343,721,7983923232297404,716567,716567
2021-12-31 15:02:20,2021-12-31,15:02:20,83120,882856,336,764cea42658f7c2897a87f28fa980d153f33261455168d87de7c886daf0f914f,1,1,1,194,449,2799502464233743,716545,716545
2021-12-31 10:12:06,2021-12-31,10:12:06,325407,799736,26876,cd86819861610598cdd2c0d0619ec16a8aa3c2eb9f185628ba11bebec995dded,1,1,62,2143,8242,8369150610626498,716513,716513
2021-12-31 08:01:24,2021-12-31,08:01:24,-430834,474329,691581,3bc646fd61df34f0ad712b9ea7f5cb3f85376550162b9b3a1381b1ba931df24b,2,380,2,56481,224142,2672104012469808,716496,716496
2021-12-31 06:59:12,2021-12-31,06:59:12,430834,905163,1575,bac21a2c2e048f1e1bb1a86d4842ab80d6f3ff40dc91a52bdb93bb7c8b9f4881,2,1,1,194,449,4548765259110258,716489,716489
2021-12-29 20:01:20,2021-12-29,20:01:20,-1053640,474329,91122,0f8ce38ef0c7f11c056c4bc6d26f742530801307ca46f2facd142ced8c57d539,2,63,2,9362,37448,2034830709466498,716305,716305
2021-12-27 20:01:23,2021-12-27,20:01:23,-518267,1527969,933277,be5b6fd5b901601a9eb48d04c3a39b49d4bb007720081eeb6359bef489a7c697,2,654,2,97218,385944,5340143044958155,716025,716025
2021-12-27 15:22:39,2021-12-27,15:22:39,1053640,2046236,2075,d879823b487aeff0673888f2fe0d8491cc1179f985f9d32ec7e68cca2b3bc8aa,2,2,1,343,721,6008862813016476,716000,716000
2021-12-27 09:49:02,2021-12-27,09:49:02,-167919,992596,58506,5dbcd25a38b2d865993f8693f20afd1f6ea572d32b90a6cf6e18fea94993f11d,2,146,2,21758,86267,1053548652871619,715972,715972
2021-12-27 09:48:55,2021-12-27,09:48:55,-173168,1160515,114879,508f99938cce529956a5e373fc4274398265bdeda9b065d3e03b4601716c4dae,2,287,2,42710,169334,6132721761921223,715969,715969
2021-12-24 08:53:15,2021-12-24,08:53:15,-1394997,1333683,252454,d01471c3a64f7510f572fdab2ec05879a7face2c631ae22fdc48854b4e42f23f,2,664,2,98019,392076,2249911266013353,715657,715657
2021-12-24 08:53:13,2021-12-24,08:53:13,-650108,2728680,222440,7f2251754a012d601e302334fee6a0ff97ade583f7e9e685ed038a228e502dd7,2,585,2,86364,345456,7570867999756608,715657,715657
2021-12-24 08:53:11,2021-12-24,08:53:11,-350322,3378788,200785,c961bc8040f028d0485b6e78d03f4ee13efc2224921ba767dda1badd596fe9ee,2,528,2,77951,311804,8405963614435156,715647,715647
2021-12-24 08:53:13,2021-12-24,08:53:13,-5162219,3729110,150688,6fe89b35556ef48e255c622bd6925ef6f3cc4f720c8fb163d3f68dbbf8671188,2,396,2,58878,234000,4787466885624254,715644,715644
2021-12-24 08:31:32,2021-12-24,08:31:32,-4398838,8891329,79517,334a31f67b1c5b5380cb62bcbca5c0b80eea268033eef08538a3cab505b726a2,2,209,2,31107,123474,5705189217974612,715640,715640
2021-12-24 18:01:36,2021-12-24,18:01:36,-332857,13290167,320359,7a47d2ef1eb8fce2143153f4198d89a3fc2d9dbc80118be99b70ea18a96c4fa1,2,559,2,83071,330283,5675599920307534,715585,715585
2021-12-24 14:02:05,2021-12-24,14:02:05,-340153,13623024,316150,1ba686ff8e2f28f990f30f20f3b62bb031bca102b1859a42cf87de12d3a61cf3,2,585,2,86955,345417,8553740271508432,715555,715555
2021-12-24 12:04:13,2021-12-24,12:04:13,-614094,13963177,110087,5846814e6fb8a302b8c47c6c7248695891ea0d59ba6fdc7040c72e26f947eb61,2,185,2,27544,109294,3445220887021016,715541,715541
2021-12-23 12:27:07,2021-12-23,12:27:07,212823,14577271,9554,bc425fd4f93f280bf7f1fb8230fb666c3fcb0424bb6de711b13a59cfe767c492,1,1,56,1998,7668,5163912143694631,715398,715398
2021-12-23 07:31:08,2021-12-23,07:31:08,432226,14364448,8689,dfc17dd05902f2b9059edf63e3f393b6bfb253c020aef4f23e28c3cbb40d555e,1,1,50,1782,6801,3319020645873765,715366,715366
2021-12-22 10:48:05,2021-12-22,10:48:05,4398838,13932222,4628,92ec65dc8eae2aff72167177d3db9e65f68d24bebef396d671ff4f94dd12811c,2,13,1,1977,3708,1002902171847167,715236,715236
2021-12-21 19:15:23,2021-12-21,19:15:23,350322,9533384,336,c0faf2904d8baaf83195e9f8c540ba08b5cb8c02664523c7dc047d3c363c7bf1,2,1,2,226,574,8496370990682016,715138,715138
2021-12-21 18:55:00,2021-12-21,18:55:00,618142,9183062,1796,894921cf77d1ece51fb96bc9cff3dd92ff3d7f173c81df86c3ac0a475ad4dd72,2,2,2,375,846,4041506432803157,715136,715136
2021-12-21 16:54:33,2021-12-21,16:54:33,1437332,8564920,671,fd7b5f35c48d6b6a4f85a7465b2bc160727bbb82a07a9166fe8fc2b806e189d0,2,1,2,225,573,7337299341154385,715118,715118
2021-12-20 19:21:36,2021-12-20,19:21:36,1482992,7127588,1361,94916a07e1ae92a2396a4b0e8ea41335c96c031b90dd245c5bc58c766660bc3d,2,1,1,195,450,2172136975159704,714986,714986
2021-12-20 16:06:37,2021-12-20,16:06:37,348318,5644596,559,c09927040c919ea31ff9fe2020e675dda7f7b61058189a67edb1e1e2246d225b,2,1,2,225,573,3206509380787254,714965,714965
2021-12-20 11:14:43,2021-12-20,11:14:43,769430,5296278,1258,a0391d456f85f6aa2310c8260059412fd1fedd23400709812adef08d72faf5a1,2,2,2,374,845,5698490907868699,714938,714938
2021-12-18 14:38:10,2021-12-18,14:38:10,854323,4526848,336,d25e4ea06b23a49df8b829d22a1fb7f49f2c9ee9ed3e9f26e736ea7368863e6f,2,1,2,225,573,3914058676731206,714671,714671
2021-12-18 13:28:04,2021-12-18,13:28:04,650108,3672525,541,ec4cdb6857355bf33703d0054b12517ef57da334fb2141f4e876cad263a6856c,2,2,1,342,720,3818280896321870,714664,714664
2021-12-17 10:56:08,2021-12-17,10:56:08,-3273391,3022417,428601,efdd9cbbc489238d5908bf7359d12ff3f780d5ebac86b78afec29abbcaac2150,2,581,2,86390,343493,2819378019529560,714610,714610
2021-12-17 11:01:20,2021-12-17,11:01:20,-1771168,6295808,269853,13d5c4db3e46bce01041da0e3189737f00425e712e5c880b3db3983137535e9e,2,366,2,54055,216220,5572094727697174,714596,714596
2021-12-17 11:01:22,2021-12-17,11:01:22,-235555,8066976,317852,a7fff801860488c7e404311a2882ffce801254023ec716941d266ecbaf7f82c5,2,431,2,64076,254687,6949256916725188,714589,714589
2021-12-17 16:20:46,2021-12-17,16:20:46,614094,8302531,1895,dc31b2d8e3129c2b0c2d14fb6eb1c5596cbeb6df5f5fb82722808c14d6636e48,2,4,1,639,1263,2548446674456976,714551,714551
2021-12-17 16:33:08,2021-12-17,16:33:08,401630,7688437,18004,c3e9a018bd69ed26c80df7a93cc1f20f4ed1c2a48a462e12f9ac65f414a70bb2,1,1,76,2661,10317,6264419761687733,714550,714550
2021-12-17 11:01:20,2021-12-17,11:01:20,-3725168,7286807,171075,0a11cb2b869f2a1cb4c6c4ba74fd39fb5a0360f7fa547d09f1a362fabfd17ac4,2,232,2,34518,137052,6913017090362452,714547,714547
2021-12-17 11:01:20,2021-12-17,11:01:20,-1728601,11011975,456874,48276c2d6d5393c0566ca06f8f3d19a4cbac20f6271f02c6b70208fcbdf4d143,2,620,2,91495,365980,2386209066156288,714534,714534
2021-12-17 11:01:20,2021-12-17,11:01:20,-764003,12740576,196960,f3117e0e4f3d985360d67413bdda7f8f14fa4e38bb7a7b5e4f9ff385a0918e2a,2,267,2,39438,157752,1497338142047859,714532,714532
2021-12-17 09:17:05,2021-12-17,09:17:05,1174326,13504579,1485,6eaa553dc2e77300c45368120daa61e81db7e6a2b1fd06f5eb378111fc7c94ee,2,3,2,523,1117,8394288622874662,714503,714503
2021-12-16 09:50:08,2021-12-16,09:50:08,1021259,12330253,540,c605d6b8b7496b60b71ea534223cdf0219c9c7e0bcaa7e286ffd931ae6d3a629,2,2,2,374,845,1465487884243583,714382,714382
2021-12-16 09:28:28,2021-12-16,09:28:28,2252132,11308994,1485,7ad4d5a68947b374153a89ddf251baadbce33a68be1bc7107ef6df1bfbf457a9,2,3,2,522,1116,5958247595080702,714379,714379
2021-12-14 12:18:12,2021-12-14,12:18:12,1051937,9056862,894,cffc8192ca898bc982654c8c5d1f52b299f75f1804135336d5a4e90460f9a124,2,1,2,226,574,1288898948930868,714111,714111
2021-12-14 06:08:37,2021-12-14,06:08:37,302416,8004925,541,8ef920085159dd1c0c7bf483cd756b85cc7bd7548dc81ed66364b564bc644672,2,2,1,343,721,4020693227050668,714075,714075
2021-12-14 05:51:06,2021-12-14,05:51:06,312974,7702509,11106,c0edbf3b26da20682b5a7b15fae3a8c82fc77fae0886b7f9c1fbea24a75cc0f7,1,1,46,1684,6406,8716977927658847,714074,714074
2021-12-13 14:42:06,2021-12-13,14:42:06,895781,7389535,15310,fbc806958cee3cbae7ace31cb3b19d680e1788058ab8b51cf2f7ef25f9b986b2,1,1,51,1815,6933,6281334895197694,713979,713979
2021-12-13 06:46:59,2021-12-13,06:46:59,70759,6493754,772,aae196a913c6aad4fb837620aeea5ba42f2598fc2ff8820ec48787ae42a37c80,1,1,2,383,767,4520729707401456,713943,713943
2021-12-12 16:48:28,2021-12-12,16:48:28,829387,6422995,338,2e8ef3637dcf30ba510c921bfd3a85d65b317dbf19d19346bbf776332fd9fa69,2,1,1,194,449,3728835407671006,713855,713855
2021-12-12 10:27:09,2021-12-12,10:27:09,2000000,5593608,4573,ea87f9ae6e00af0e546094aca36d8c51e5b2b782147737d9e2c82c0abb8d30c0,1,1,38,1393,5245,6762072601871769,713814,713814
2021-12-12 06:05:23,2021-12-12,06:05:23,99691,3593608,540,72e6fca97fa33c5c5838e550e5123509e79832dfb10d8ba3ac40322cbc5be602,1,2,1,342,720,102028953355848,713785,713785
2021-12-11 10:05:06,2021-12-11,10:05:06,596842,3493917,3158,edf7233d4ff09d18d5842109fd13ef08817da978a7ab6a331b809259809066f4,2,4,1,639,1263,8599083141509712,713666,713666
2021-12-08 14:30:02,2021-12-08,14:30:02,-835798,2897075,49298,aee9f469be39cfc89975853fc9996f4cae1fc6fbdc1737cc05f5f74e684f22b3,2,253,2,37405,149620,6302718159871742,713390,713390
2021-12-09 16:08:34,2021-12-09,16:08:34,461587,3732873,338,74c3d6e427f980e6f0efae0b622aff5c4240fee6cae721bfbab1ac2bdbc01607,2,1,1,195,450,249417800447382,713390,713390
2021-12-08 14:30:40,2021-12-08,14:30:40,-2329915,3271286,76744,dcca14cb18c39809c2c9e1b86933c764b4da5107a200862d69eacb6634292b4b,2,394,2,58592,232862,2644759903263101,713363,713363
2021-12-08 14:30:40,2021-12-08,14:30:40,-2869139,5601201,90380,f68eedaf4146f019cec6a974026612a366dbbae461e1d3dd7d22af3ae21c5543,2,464,2,68984,274217,2369050747819492,713356,713356
2021-12-08 14:21:20,2021-12-08,14:21:20,-4604597,8470340,83331,d0ded2d0c4466f275e2a5b5f7431bb419437aad94556774b9433c84c3fa24b30,2,428,2,63202,252808,1699244887611654,713343,713343
2021-12-08 14:30:36,2021-12-08,14:30:36,-866973,13074937,110362,b9332d58de5540e3937e9e543a5ab2e7c2768d184e4ee11be5ecfe9a84bfffe9,2,567,2,83688,334752,8233108450271197,713322,713322
2021-12-09 05:44:08,2021-12-09,05:44:08,70223,13941910,5138,289ef636443d86b07a84c723ddc427c869e0ebd7fcab79252f1ad65a700a9598,1,1,42,1551,5877,5368508565904067,713319,713319
2021-12-09 05:42:35,2021-12-09,05:42:35,120375,13871687,7735,4924973c22fde20c4d903cf21c38bda1f0404f44c207174764f96c42455cf574,2,19,127,7352,23303,4115109243276703,713319,713319
2021-12-08 14:21:17,2021-12-08,14:21:17,-3956394,13751312,49882,e847ae5e972c7767faf3362fa35c438decf81e8ca41da41f7a50ba832acbfdc4,2,256,2,37826,151304,6931018058594122,713317,713317
2021-12-09 02:01:39,2021-12-09,02:01:39,-347557,17707706,4377,3622449b88ce4018609e7911751863b644db8c2178de9a566f29b1ca3a8d18b3,2,8,2,1253,5012,6301376960878117,713298,713298
2021-12-09 00:09:00,2021-12-09,00:09:00,363690,18055263,450,1704a681d864d6a2f1aadf7049c4cbfd23ce202104c067b899438f750ab61cdd,2,1,1,195,450,7779692254769640,713287,713287
2021-12-08 22:01:25,2021-12-08,22:01:25,-693411,17691573,89122,5f3c6f6b883d33e6a1b3a6dd3845a84906c75e5ce0ee832f884477bcfc8be887,2,179,2,26469,105876,4781851224280808,713279,713279
2021-12-08 19:40:39,2021-12-08,19:40:39,693411,18384984,19049,bc43310818ec7fe06d42b65a97e440b07b3832e91a7be9c592477b89999a32f2,1,1,10,522,2088,8521572993281896,713261,713261
2021-12-08 18:01:34,2021-12-08,18:01:34,-2336133,17691573,283765,d10c42d41c35d7ba93aa6eeebce63de01180778551a64a52f4811939e98a65c5,2,617,2,91083,364332,6945277213090608,713258,713258
2021-12-08 14:30:52,2021-12-08,14:30:52,-1270845,20027706,61161,80139ea538242f3fc195cb78bcb5716e7934b4f6909e75ee220f5caf32c89332,2,314,2,46398,185592,1779529611078529,713238,713238
2021-12-08 09:10:05,2021-12-08,09:10:05,496932,21298551,3072,07aa91be2188d5933f7f7a0c2bb01ef47e5595c56fc3b7155ce8543bada3d1e4,1,1,35,1325,4970,8050849450781341,713185,713185
2021-12-08 06:58:08,2021-12-08,06:58:08,592100,20801619,4679,4e68a3142dcf044582c105ca0a0e9b695ed98fb808d607f76060416a46d6e884,1,1,55,1976,7574,4676337990977580,713172,713172
2021-12-07 21:21:37,2021-12-07,21:21:37,1055733,20209519,541,fb4f06c6e58af5cc365a0109480e501eec172958828709e78861f3a8c013fd2d,2,2,1,344,722,1618079403810412,713104,713104
2021-12-07 16:30:10,2021-12-07,16:30:10,1666388,19153786,11245,46bedd9794ccf60a7cfed37e7f7d6d13ed3d508449c2159283a8c9d2278e61b1,1,1,79,2743,10645,6241041757395253,713064,713064
2021-12-07 09:31:01,2021-12-07,09:31:01,1921254,17487398,745,6c742784cfae27b6cd56c30fe0237302d1365d0dfe491a1675a3285dd2a19d13,1,3,1,491,992,690167862764820,713015,713015
2021-12-07 09:05:23,2021-12-07,09:05:23,2035140,15566144,338,63c485763d5de79bd4c32354527de408cc3d2fa86502da1e8c8b68922d5d2715,2,1,1,194,449,744281957616913,713013,713013
2021-12-07 07:17:22,2021-12-07,07:17:22,97814,13531004,540,53cec7da7caa99d8ec4abf1bee3411fbfb18fff27b95fa8c85836e7bdaa25297,2,2,2,374,845,5324197610876368,713003,713003
2021-12-07 06:56:44,2021-12-07,06:56:44,1516320,13433190,338,bdaefd337abb6f2a9e6f119e1767053dce04b2fc24c39252b95a3576356fe071,2,1,1,195,450,4006680076404395,713000,713000
2021-12-06 00:15:46,2021-12-06,00:15:46,307609,11916870,338,cc3d48c8007c85b5dbe3b2411fd724a9e9c86af4e54f3c70c366179c12f3d382,2,1,1,194,449,4603098489389804,712794,712794
2021-12-05 21:17:10,2021-12-05,21:17:10,493321,11609261,338,17e7c5502d6dc219077a9c3b1eea436f00df8d48f278024c40ffe12513b1cd49,2,1,1,195,450,2596729214254143,712776,712776
2021-12-05 16:08:07,2021-12-05,16:08:07,124833,11115940,53010,408ef61dfc2435aa07debd7a587478f9c2618a02915aa470e3036309241bff1b,1,1,78,2709,10509,985039550622816,712740,712740
2021-12-05 13:59:54,2021-12-05,13:59:54,235952,10991107,338,b90c0950f771bfcd70d0ba959e2b3072ae382d52a774f74c3215271cd09db9b6,2,1,1,194,449,6429066651731170,712725,712725
2021-12-05 07:36:24,2021-12-05,07:36:24,973941,10755155,3646,c873388b55a400284c1eb86af9f6924ca73fb00d7b930759fe476c255adc2171,2,1,1,194,449,3980487832153480,712676,712676
2021-12-05 00:32:05,2021-12-05,00:32:05,307576,9781214,2363,54c0cf315a8894ed3b1069babc14a20faae842ce3dec4c04f417d55e701c59ee,2,1,1,195,450,8386127892044450,712628,712628
2021-12-04 17:21:33,2021-12-04,17:21:33,1058603,9473638,338,33ba4a7f0273fda15d38c1025313a41fc78bb95a9beb3f81ec3c61e560810e7b,2,1,1,194,449,4329671371828263,712593,712593
2021-12-04 11:46:08,2021-12-04,11:46:08,172969,8415035,18039,bdddf074457b402bc066e76729ed44020ab464148c83e533524f6d75abc2134f,1,1,58,2046,7857,2782281247665577,712558,712558
2021-12-04 08:37:07,2021-12-04,08:37:07,280359,8242066,541,91e5f3a8a02a3fb6c15e851b3175fa3ba6dd66afea9d2f90f858b4ee51d4c903,2,2,1,343,721,133292334372491,712529,712529
2021-12-04 08:28:13,2021-12-04,08:28:13,608022,7961707,1220,c0ffc5ec37362b446c765dad81e015626053f406b3bc1f6869904d19a3d1958f,2,1,1,194,449,5051956160833970,712527,712527
2021-12-03 17:02:13,2021-12-03,17:02:13,169312,7353685,8136,e72aa74e991dcf85743be36fde2609b152ca08a9baba8033fe8b983dbd39002c,1,1,2,225,900,1548143370416913,712424,712424
2021-12-03 15:36:12,2021-12-03,15:36:12,235969,7184373,1463,2dccf8f77dd3c777e63451acebcb7c6a551ee2a483dec0c1ddd6d02cf220c59b,2,1,1,195,450,5480670835350042,712411,712411
2021-12-02 19:47:17,2021-12-02,19:47:17,269564,6948404,338,530f30d099f5320249f3d1f10f3f351527de8b57b89fd62651c11d26e81d3420,2,1,1,195,450,1133062788531128,712284,712284
2021-12-02 06:41:48,2021-12-02,06:41:48,639301,6678840,541,4a30df1a1c12a1fb06853a80ed69a0f864f04283844a04f4d9a4cd86e4d76415,2,2,1,344,722,752731615713716,712201,712201
2021-12-01 07:30:57,2021-12-01,07:30:57,-4707606,6039539,791887,806cbe04e93011b7e1b8cf8158a29c6e544f324ca5bafedce7ccda60491567a1,2,670,2,98906,395624,5678851546684249,712177,712177
