updated_date,updated_time,story_headline,story_copy,image_caption,image_url,more_news,story_url
2022-04-18,6:56 AM PT,Biden abandons woke policies as poll numbers plummet,"Biden abandons woke policies as poll numbers plummetOAN NewsroomUPDATED 6:56 AM PT – Monday, April 18 2022President Joe Biden ramps up domestic travel this week as he prepares to head out to the Pacific Northwest to continue addressing high inflation. One America’s Daniel Baldwin has more in Washington.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png, Trump-Backed PAC Releases Ad On Ga. Voter FraudTOPICS:Daniel BaldwinECONOMYelectioninflationJoe BidennewsOANOANNpoliticspoll numbersVOTINGwokewokeness TWEETPIN ,https://www.oann.com/biden-abandons-woke-policies-as-poll-numbers-plummet/
2022-04-18,12:23 PM PT,"Business owners, residents sue Philadelphia over mask mandate","Business owners, residents sue Philadelphia over mask mandateFILE – A sign requiring masks as a precaution against the spread of the coronavirus on a store front in Philadelphia, is seen Feb. 16, 2022. Philadelphia is reinstating its indoor mask mandate after reporting a sharp increase in coronavirus infections. (AP Photo/Matt Rourke, File)OAN NewsroomUPDATED 12:23 PM PT – Monday, April 18 2022A group of business owners and several residents in Philadelphia are pushing back against the city’s indoor mask mandate. The group filed a lawsuit over the weekend claiming the city does not have the authority to reimpose a mandate, which went into effect Monday.This comes after city officials reinstated masks for public indoor spaces while citing a rise in new COVID cases. The suit claims the city is not following CDC standards, which does not recommend mandating masks.“People have just generally had enough of this, sort of, government overreach and this investing of rules and regulations to get into everybody lives on a continuing basis,” stated Thomas W. King III, attorney for the petitioners.The City’s current COVID Response Level is Level 2: Mask Precautions. During this time:😷 Masks are required in all indoor settings.Learn more ➡️ https://t.co/WIveGAH9Wu pic.twitter.com/kefDTXFIyz— City of Philadelphia (@PhiladelphiaGov) April 18, 2022Philadelphia is the first major US city to reinstate masks after dropping the mandate back in March. Starting Monday, masks will be required in all indoor public spaces in the city, including, schools, businesses, restaurants and government buildings.","FILE – A sign requiring masks as a precaution against the spread of the coronavirus on a store front in Philadelphia, is seen Feb. 16, 2022. Philadelphia is reinstating its indoor mask mandate after reporting a sharp increase in coronavirus infections. (AP Photo/Matt Rourke, File)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/AP22101714612018.jpg, Calif. Delays Vaccine Mandate For Public School StudentsTOPICS:buisnessCDCCOVIDCOVID-19face masklawsuitmandatesmask mandatenewsOANOANNpoliticspoltiicsThomas W. King III TWEETPIN ,https://www.oann.com/business-owners-residents-sue-philadelphia-over-mask-mandate/
2022-04-18,9:03 AM PT,J.D. Vance releases new ad touting Trump endorsement,"J.D. Vance releases new ad touting Trump endorsementFILE – J.D. Vance, a Republican running for an open U.S. Senate seat in Ohio, speaks to reporters following a debate with other Republicans at Central State University in Wilberforce, Ohio, March 28, 2022. Former President Donald Trump is endorsing “Hillbilly Elegy” author JD Vance in Ohio’s competitive Republican Senate primary, ending months of jockeying in a race where his backing could be pivotal. (AP Photo/Paul Vernon, File)OAN NewsroomUPDATED 9:03 AM PT – Monday, April 18 2022Ohio Senate candidate J.D. Vance released a new campaign ad highlighting 45th President Donald Trump’s recent endorsement. The ad, which was released Monday, is part of a seven-figure ad buy the campaign is conducting in the final two weeks of the primary.In his recent endorsement, Trump said Vance is the most qualified candidate and that he believes he can beat Democrat Senate candidate Tim Ryan. Trump’s endorsement could help tip the scales for Vance amid recent polling showing a very competitive race for the nomination.﻿","FILE – J.D. Vance, a Republican running for an open U.S. Senate seat in Ohio, speaks to reporters following a debate with other Republicans at Central State University in Wilberforce, Ohio, March 28, 2022. Former President Donald Trump is endorsing “Hillbilly Elegy” author JD Vance in Ohio’s competitive Republican Senate primary, ending months of jockeying in a race where his backing could be pivotal. (AP Photo/Paul Vernon, File)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/AP22105609649616.jpg, National Taxpayers Union President: Trump Tax Changes Helped Skew Tax Burden To WealthyTOPICS:Donald TrumpelectionGOPj.d. vanceOANOANNOhiosenateVOTING TWEETPIN ,https://www.oann.com/j-d-vance-releases-new-ad-touting-trump-endorsement/
2022-04-18,2:16 PM PT,Iran President Raisi warns Israel against military action,"Iran President Raisi warns Israel against military actionIn this photo released by the official website of the office of the Iranian Presidency, President Ebrahim Raisi reviews the army troops parade commemorating National Army Day in front of the mausoleum of the late revolutionary founder Ayatollah Khomeini Monday, April 18, 2022, outside Tehran, Iran. Raisi warned that Israel will be targeted by his country’s armed forces if it makes “the tiniest move” against Iran. (Iranian Presidency Office via AP)OAN NewsroomUPDATED 2:16 PM PT – Monday, April 18 2022Iranian President Ebrahim Raisi is warning Israel against military escalation amid ongoing mutual tensions. While speaking at a military parade in Tehran Monday, he warned of possible strikes against “the heart of Israel in case of an armed escalation.”The Iranian president then stressed, his nation’s armed forces would respond to any military move by Israel. His remarks came after Israeli officials reportedly discussed strikes on Iran’s nuclear objects if the Islamic Republic reinstates a nuclear deal with the Biden administration.Watch: #Iran’s armed forces will target #Israel’s heart if it makes “the slightest move” against the Islamic Republic, President Ebrahim Raisi tells a miilitary parade. https://t.co/CSKyYgZZoX pic.twitter.com/yvCggZeZAx— Al Arabiya English (@AlArabiya_Eng) April 18, 2022The Iranian President also issued a warning to the Biden administration directly.“I speak to the Americans: What the White House spokesman announced in front of the world that they have been disgracefully defeated in all of their sanctions in the maximum pressure campaign against the Islamic Republic of Iran,” he stated. “This is the destiny of those who want to challenge the sacred order of the Islamic Republic.”Raisi also claimed that Iran defeated the government of Saddam Hussein in Iraq back in the 1980s and he claimed the same could happen to Israel.","In this photo released by the official website of the office of the Iranian Presidency, President Ebrahim Raisi reviews the army troops parade commemorating National Army Day in front of the mausoleum of the late revolutionary founder Ayatollah Khomeini Monday, April 18, 2022, outside Tehran, Iran. Raisi warned that Israel will be targeted by his country’s armed forces if it makes “the tiniest move” against Iran. (Iranian Presidency Office via AP)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/AP22108203808631.jpg, Retired Veterans Step Up To Run For CongressTOPICS:Biden AdministrationEbrahim RaisiIranIraqIsraelmilitarynewsOANOANNpoliticsSaddam HusseinTehranWar TWEETPIN ,https://www.oann.com/iran-president-raisi-warns-israel-against-military-action/
2022-04-18,7:16 AM PT,Calif. Delays Vaccine Mandate for Public School Students,"Calif. Delays Vaccine Mandate for Public School StudentsOAN NewsroomUPDATED 7:16 AM PT – Monday, April 18 2022California Governor Gavin Newsom (D) has a change of tune towards having children fully vaccinated in order to attend public school. One America’s Jake Yingling has more.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png, Project Veritas’ R.C. Maxwell Discusses Weaponization Of DOJTOPICS:CaliforniaeducationGavin NewsomJake YinglingmandatesOANNONAschoolsvaccine mandatesVaccines TWEETPIN ,https://www.oann.com/calif-delays-vaccine-mandate-for-public-school-students/
2022-04-17,12:00 PM PT,American Teens Becoming Border Coyotes with Congressional Candidate Casey Wardynski,"American Teens Becoming Border Coyotes with Congressional Candidate Casey WardynskiOAN NewsroomUPDATED 12:00 PM PT – Sunday, April 17, 2022Casey Wardynski, Republican candidate for congress in Alabama’s 5th District, gives “The Real Story” on how American teenagers are being exploited by human smugglers courtesy of Team Biden’s badly botched border debacle.TOPICS:AlabamaCasey Wardynski TWEETPIN ",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png,,https://www.oann.com/american-teens-becoming-border-coyotes-congressional-candidate-casey-wardynski/
2022-04-17,8:00 AM PT,The Duty to Care for Our Veterans with Marjorie Eastman,"The Duty to Care for Our Veterans with Marjorie EastmanOAN NewsroomUPDATED 8:00 AM PT – Sunday, April 17, 2022TOPICS:Marjorie EastmanmilitarynewsOANOANNpoliticsVeterans TWEETPIN ",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png,,https://www.oann.com/the-duty-to-care-for-our-veterans-with-marjorie-eastman/
2022-04-16,12:00 PM PT,Rep. Ralph Norman Weighs Putin Price Hike v. Bidenflation,"Rep. Ralph Norman Weighs Putin Price Hike v. BidenflationOAN NewsroomUPDATED 12:00 PM PT – Saturday, April 16, 2022Rep. Ralph Norman, congressman serving South Carolina’s 5th District, gives us “The Real Story” on why Joe Biden keeps blaming our economic disaster on Putin’s so-called “price hike.”TOPICS:BidenflationECONOMYinflationOANOANNPutin Price HikeRalph Norman TWEETPIN ",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png,,https://www.oann.com/rep-ralph-norman-weighs-putin-price-hike-v-bidenflation/
2022-04-16,8:00 AM PT,Project Veritas’ R.C. Maxwell Discusses Weaponization of DOJ,"Project Veritas’ R.C. Maxwell Discusses Weaponization of DOJOAN NewsroomUPDATED 8:00 AM PT – Saturday, April 16, 2022TOPICS:DOJnewsOANOANNpoliticsProject VeritasR.C. Maxwell TWEETPIN ",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png,,https://www.oann.com/project-veritas-r-c-maxwell-discusses-weaponization-of-doj/
2022-04-15,12:45 PM PT,Calif. State Senate pulls bill mandating COVID-19 vaccine for school children,"Calif. State Senate pulls bill mandating COVID-19 vaccine for school childrenOAN NewsroomUPDATED 12:45 PM PT – Friday, April 15, 2022In a big win for California parents, COVID-19 vaccine mandates for schoolchildren has been paused. California Senate Bill 871 would have mandated all California schoolchildren to get the vaccine to attend school and would get rid of any exemptions. One America’s Stella Escobedo caught up with one California parent who’s been fighting the mandates.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png, State Dept. Says Helping Americans Detained Abroad A Top PriorityTOPICS:CaliforniacoronavirusCOVIDCOVID-19educationnewsOANOANNpoliticsschoolStella Escobedovaccine mandateVaccines TWEETPIN ,https://www.oann.com/calif-state-senate-pulls-bill-mandating-covid-19-vaccine-for-school-children/
2022-04-15,1:11 PM PT,Sen. Johnson holds roundtable with parents on education,"Sen. Johnson holds roundtable with parents on educationFILE – Sen. Ron Johnson, R-Wis., speaks at the U.S. Capitol in Washington, on March 3, 2021. Johnson, one of former President Donald Trump’s most vocal supporters, has decided to seek reelection to a third term, two Republicans with knowledge of the plan told The Associated Press on Friday, Jan. 7, 2022. (Greg Nash/The Hill via AP, Pool, File)OAN NewsroomUPDATED 1:11 PM PT – Friday, April 15, 2022Sen. Ron Johnson (R-Wis.) recently met with his constituents to talk about the problems in children’s education. During a recent roundtable with parents on Friday, the Wisconsin lawmaker said he wanted to hear about the ideas or theories being taught that are of concern.A major topic discussed was the response to COVID-19 and what was being taught online with parents raising worries that their children will fall behind. Critical race theory and other ideological ideas being taught in schools has been a major issue for parents across the country and Johnson said the only way to combat that is for parents to find their voice.Wisconsin parents want a say in their children’s education.I recently hosted a roundtable to hear more about their concerns. pic.twitter.com/vTLh1ZAXXz— Senator Ron Johnson (@SenRonJohnson) April 14, 2022Attendees said it was good to see the show of support not only from Johnson, but from like-minded parents. They said it’s time to take action like their kids’ lives depend on it.","FILE – Sen. Ron Johnson, R-Wis., speaks at the U.S. Capitol in Washington, on March 3, 2021. Johnson, one of former President Donald Trump’s most vocal supporters, has decided to seek reelection to a third term, two Republicans with knowledge of the plan told The Associated Press on Friday, Jan. 7, 2022. (Greg Nash/The Hill via AP, Pool, File)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/01/AP22007827981542.jpg, US Lawmakers Pledge Support For Taiwan During MeetingTOPICS:Ron Johnson TWEETPIN ,https://www.oann.com/sen-johnson-holds-roundtable-with-parents-on-education/
2022-04-15,10:25 AM PT,"New Yorkers on edge after mass shooting, suspect being held without bail","New Yorkers on edge after mass shooting, suspect being held without bailLaw enforcement officials lead subway shooting suspect Frank R. James, 62, right, away from a police station and into a vehicle, in New York, Wednesday, April 13, 2022. James, made his first appearance in federal court and was ordered held without bail. (AP Photo/John Minchillo)OAN NewsroomUPDATED 10:25 AM PT – Friday, April 15, 2022The man accused of opening fire on commuters in a New York City subway is being held without bail. During his first court appearance on Thursday, 62-year-old Frank James did not enter a plea as he was formally charged with terrorism among other federal counts.Prosecutors said James released a smoke bomb then opened fire on a crowded subway in Brooklyn in a premeditated and carefully planned attack. A total of 29 people were hurt in the incident Tuesday, including 10 who were shot.James was captured Wednesday and will be held on permanent detention as his attorneys ask for a psychiatric evaluation. He faces up to life in prison if convicted. Meanwhile, people living in New York are still on edge in the wake of the mass shooting. One America’s Caitlin Sinclair has more.","Law enforcement officials lead subway shooting suspect Frank R. James, 62, right, away from a police station and into a vehicle, in New York, Wednesday, April 13, 2022. James, made his first appearance in federal court and was ordered held without bail. (AP Photo/John Minchillo)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/AP22103807998350.jpg, Democrat Rep. Slotkin Against Ending Title 42TOPICS:Caitlin SinclaircrimeKeechant SewellNew YorkNew York CityNew York City subwayNew York Fire Department snewsNYCNYFDNYPDOANOANNpolicepoliticsshootingsubway TWEETPIN ,https://www.oann.com/10-shot-in-brooklyn-subway-manhunt-underway-for-suspect/
2022-04-15,9:48 AM PT,Fla. Gov. DeSantis signs pro-life bill banning abortion after 15-weeks,"Fla. Gov. DeSantis signs pro-life bill banning abortion after 15-weeksOAN NewsroomUPDATED 9:48 AM PT – Friday, April 15, 2022Florida Governor Ron DeSantis (R) signed a new pro-life bill. One America’s Stefan Kleinhenz has more from Florida.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png," Inflation Continues To Skyrocket, Biden Shifts Blame To PutinTOPICS:abortioneducationFloridanewsOANOANNpoliticspro-lifepro-life billRon DesantisStefan Kleinhenz TWEETPIN ",https://www.oann.com/fla-gov-desantis-signs-pro-life-bill-banning-abortion-after-15-weeks/
2022-04-15,9:39 AM PT,US lawmakers pledge support for Taiwan during meeting,"US lawmakers pledge support for Taiwan during meetingIn this photo released by the Taiwan Presidential Office, Sen. Lindsey Graham, R-S.C., left, speaks as Taiwan’s President Tsai Ing-wen, right, listens during a meeting at the Presidential Office in Taipei, Taiwan, Friday, April 15, 2022. U.S. lawmakers visiting Taiwan have made a pointed and public declaration of their support for the self-governing island democracy while also issuing a warning to China. (Taiwan Presidential Office via AP)OAN NewsroomUPDATED 9:39 AM PT – Friday, April 15, 2022Senators Lindsey Graham (R-S.C.) and Bob Menendez (D-N.Y.) pledged US support for Taiwan during their recent visit. While speaking with Taiwan’s president Friday, Menendez pointed to the global significance of Taiwan as one of the world’s leading producers of high-end semiconductor products.The New York lawmaker then said it should be understood that the security of Taiwan has a global impact for those who would wish it ill. Meanwhile, Graham promised the US would start holding China accountable.“So, here’s my promise to you and the Taiwanese people:  We’re going to start making China pay a greater price for what they’re doing all over the world,” stated the Republican.… & democracy-loving countries. It's great to know that at time when #Ukraine🇺🇦 is fighting back, good #US🇺🇸 friends like @LindseyGrahamSC, @SenatorMenendez, @SenatorBurr, @SenRobPortman, @SenSasse & @RepRonnyJackson are conveying a clear message: #Taiwan🇹🇼 is not alone. (2/2) pic.twitter.com/EuUDkh2DCt— 外交部 Ministry of Foreign Affairs, ROC (Taiwan) 🇹🇼 (@MOFA_Taiwan) April 15, 2022China released a statement condemning the trip and US-Taiwanese interactions soon after their arrival. The US has previously promised to support Taiwan engaging in arms deals in the past. However, new documents show pandemic-related acquisition issues have sparked a backlog in the US delivering over $14 billion worth of military equipment to Taiwan that they have purchased since 2019.","In this photo released by the Taiwan Presidential Office, Sen. Lindsey Graham, R-S.C., left, speaks as Taiwan’s President Tsai Ing-wen, right, listens during a meeting at the Presidential Office in Taipei, Taiwan, Friday, April 15, 2022. U.S. lawmakers visiting Taiwan have made a pointed and public declaration of their support for the self-governing island democracy while also issuing a warning to China. (Taiwan Presidential Office via AP)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/AP22105247263438.jpg," CDC Extends Airplane, Public Transit Mask MandateTOPICS:arms dealsCCPChinaLindsey Grahammilitary equipmentnewsOANOANNpandemicpoliticssemiconductorTaiwanTrade TWEETPIN ",https://www.oann.com/us-lawmakers-pledge-support-for-taiwan-during-meeting/
2022-04-15,8:11 AM PT,State Dept. says helping Americans detained abroad a top priority,"State Dept. says helping Americans detained abroad a top priorityFILE – Phoenix Mercury center Brittney Griner is shown during the first half of Game 2 of basketball’s WNBA Finals against the Chicago Sky, Wednesday, Oct. 13, 2021, in Phoenix. A Moscow court announced it has extended the arrest of WNBA star Brittney Griner until May 19, according to the Russian state news agency Tass. Griner was detained at a Moscow airport in February after Russian authorities said a search of her luggage revealed vape cartridges. (AP Photo/Rick Scuteri, File)OAN NewsroomUPDATED 8:11 AM PT – Friday, April 15, 2022The State Department responded to a letter by two GOP congressmen who called on Joe Biden to do more to secure the release of WNBA star Brittney Griner. The letter, written by Rep. Byron Donalds (R-Fla.) and Rep. Burgess Owens (R-Utah), was sent to the President in March.The congressmen called on Biden to send a message to the Kremlin that America will not tolerate Vladimir Putin using citizens as “political pawns” amid its invasion of Ukraine. In response, the State Department said one of its top priorities is to help Americans who are incarcerated or detained abroad.The letter read in part:Today, we write to you regarding the unfortunate case of Women’s National Basketball Association (W.N.B.A) star Center Brittney Griner who remains in a Russian prison for violating the country’s illegal substance laws. Every American––regardless of their race, gender, or socioeconomic status––must adhere to the rules of every sovereign nation. While we are not here to call balls and strikes on Russian law, we are very concerned about Mrs. Griner’s detention under the current and rapidly deteriorating circumstances in Russia and Eastern Europe.In March, spokesman Ned Price said they are working closely with Griner’s legal team. The WNBA player was arrested in February at a Moscow airport for allegedly having cannabis oil in her luggage.“The consular officer who visited with Brittney Griner was able to verify that she is doing as well as can be expected under these very difficult circumstances,” stated Price. “We’ll continue to work very closely with her legal team, with her broader network, to see to it that she is treated fairly and that her rights are respected.”Congressmen Donalds and Owens said the State Department has been sluggish, adding they must do more to facilitate the release of every American detained in Russia.","FILE – Phoenix Mercury center Brittney Griner is shown during the first half of Game 2 of basketball’s WNBA Finals against the Chicago Sky, Wednesday, Oct. 13, 2021, in Phoenix. A Moscow court announced it has extended the arrest of WNBA star Brittney Griner until May 19, according to the Russian state news agency Tass. Griner was detained at a Moscow airport in February after Russian authorities said a search of her luggage revealed vape cartridges. (AP Photo/Rick Scuteri, File)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/966e808803bc02733e54680ecb1c0f50.jpg, China Reaffirms Ties With Russia As Mutual Trade SurgesTOPICS:Brittney GrinerBurgess OwensByron DonaldscannabisGOPJoe BidenKremlinMoscowNed PriceOANOANNRussiaState DepartmentUkraineWNBA TWEETPIN ,https://www.oann.com/state-dept-says-helping-americans-detained-abroad-a-top-priority/
2022-04-15,9:54 AM PT,Hollywood Democrat donor Ed Buck sentenced to 30 years in federal prison,"Hollywood Democrat donor Ed Buck sentenced to 30 years in federal prisonFILE – In this Sept. 19, 2019 photo, Ed Buck appears in Los Angeles Superior Court in Los Angeles. A wealthy California Democratic donor convicted of injecting two men with lethal doses of drugs faces a sentence of life in prison. Ed Buck will learn his fate Thursday, April 14, 2022, in a Los Angeles courtroom where a jury concluded his fetish turned fatal. (AP Photo/Damian Dovarganes, File)OAN NewsroomUPDATED 9:54 AM PT – Friday, April 15, 2022Disgraced Democrat donor Ed Buck was sentenced to 30 years in prison in connection with methamphetamine overdose deaths. In a Los Angeles courthouse Thursday, Buck was sentenced by U.S. District Judge Christina Snyder for the overdose deaths of two men in his Hollywood apartment.This came after prosecutors said the 67-year-old engaged in “party-and-play,” where he would pay male prostitutes to use drugs. The family of Gemmel Moore, who died of a lethal dose of methamphetamine at Buck’s apartment in 2017, said the sentencing is long overdue.Creepy former #WeHo resident and political donor Ed Buck sentenced to 30 years for fatally drugging two men. It's not nearly enough for what he did, but better than nothing. Hopefully, this fetish freak will die in prison and never be able to harm anyone else. pic.twitter.com/KGLu3lx47u— Eye On WeHo (@EyeOnWeHo) April 15, 2022The political activist has donated over half a million dollars to mostly Democrat causes, including Hillary Clinton’s presidential campaign. Meanwhile, a restitution hearing in the case is slated for May 16.","FILE – In this Sept. 19, 2019 photo, Ed Buck appears in Los Angeles Superior Court in Los Angeles. A wealthy California Democratic donor convicted of injecting two men with lethal doses of drugs faces a sentence of life in prison. Ed Buck will learn his fate Thursday, April 14, 2022, in a Los Angeles courtroom where a jury concluded his fetish turned fatal. (AP Photo/Damian Dovarganes, File)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/AP22104593797988.jpg," One-On-One Director Of Policy And Government Affairs For American Principles Project, Jon SchweppeTOPICS:Christina SnydercrimedemocratDemocrat donorGemmel MooreHillary ClintonHOLLYWOODLos AngelesnewsOANOANNpolitics TWEETPIN ",https://www.oann.com/hollywood-democrat-donor-ed-buck-sentenced-to-30-years-in-federal-prison/
2022-04-14,1:48 PM PT,"Think tank finds lockdowns failed to prevent COVID cases, deaths","Think tank finds lockdowns failed to prevent COVID cases, deathsA man walks across an empty Midtown Manhattan street, March 17, 2020 in New York. (Spencer Platt/Getty Images)OAN NewsroomUPDATED 1:48 PM PT – Thursday, April 14, 2022A think tank ranked different state’s COVID measures based on a variety of factors. A new report by the National Bureau of Economic Research revealed states such as California and New York did not effectively handle the COVID-19 pandemic.The report factored the effect’s on each state’s health system, education system and economy when grading their response to the virus. The findings show lockdowns failed to prevent excess deaths and surging infections in many Democrat-led states.Meanwhile, Florida and other red states succeeded in reducing deaths by using therapeutics without hurting their economies or students. On an episode of his Liberty Report, Dr. Ron Paul said it’s now obvious the lockdowns were a political ploy by Democrats.The former congressman argued many Democrat governors bought into a COVID narrative that favored strict measures and had not built an off-ramp for their policies when data contradicted their justification. Dr. Paul warned that COVID measures will not disappear as long as they benefit special interest groups, even if its at the expense of the American people.Covid Report Card — Tyranny Is Still A Guaranteed FailureWatch the whole show here: https://t.co/rc0Sh7H9uX pic.twitter.com/lp7AbF1x2E— Ron Paul (@RonPaul) April 11, 2022However, Dr. Paul said there’s a reason to be optimistic looking forward. He claimed this year’s gubernatorial elections will be a referendum on how many governors treated their constituents throughout the COVID-era.A recent figures show more than 1 million Americans fled to Republican governed states last year with Texas, Florida and Arizona gaining the most population respectively.","A man walks across an empty Midtown Manhattan street, March 17, 2020 in New York. (Spencer Platt/Getty Images)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/coronavirus-nyc-gty-aa-200317_hpEmbed_3x2_992.jpg," Texas Gov. Abbott Signs Agreement With Nuevo Leon, Mexico To Secure BorderTOPICS:CaliforniacoronavirusCOVIDCOVID-19dataDr. Ron PaulFloridahealhtLiberty ReportlockdownsNew YorknewsOANOANNpandemicpoliticsRon Paul TWEETPIN ",https://www.oann.com/think-tank-finds-lockdowns-failed-to-prevent-covid-cases-deaths/
2022-04-14,9:39 AM PT,"Texas Gov. Abbott signs agreement with Nuevo Leon, Mexico to secure border","Texas Gov. Abbott signs agreement with Nuevo Leon, Mexico to secure borderFILE – A line of Texas Department of Safety vehicles line up on the Texas side of the Rio Grande with Mexico visible, right, near an encampment of migrants, many from Haiti, on Sept. 22, 2021, in Del Rio, Texas. Former Trump administration officials are pressing Republican border governors to declare an “invasion” along the U.S.-Mexico border. It comes as Texas Gov. Greg Abbott says he’ll announce “unprecedented actions” on Wednesday to deter migrants coming to Texas. (AP Photo/Julio Cortez, File)OAN NewsroomUPDATED 9:39 AM PT – Thursday, April 14, 2022Texas Governor Greg Abbott (R) signed a historic agreement with the Mexican state of Nuevo Leon to increase border security. During a press conference on Wednesday, the Republican said under this deal law enforcement from Nueva Leon will patrol the border and Texas will stop inspections of their commercial vehicles.This move came after Abbott ordered extra inspections of commercial trucks as part of his efforts to curb human trafficking and the flow of drugs into the country. Additionally, this deal includes the setup of security checkpoints and highways connecting both states.Until Biden enforces immigration laws, Texas will continue to use its own strategies to secure the border.This historic agreement between Texas & Nuevo León is a major step in the Lone Star State's efforts to secure the border in the federal government's absence. pic.twitter.com/2ycOWgRpRp— Greg Abbott (@GregAbbott_TX) April 13, 2022Abbott stressed, Texans deserve an aggressive border security strategy that will protect their communities from dangerous consequences related to illegal immigrationToday, I reached an historic agreement with Nuevo León's Gov. García.Together, we will enhance border security measures.As Biden does NOTHING, Texas will continue to secure the border & work with Mexico to seek solutions. pic.twitter.com/BuDbTgezSO— Greg Abbott (@GregAbbott_TX) April 13, 2022Abbott recently made good on his promise to transport migrants in the US illegally to the nation’s capitol, which he asserted will let the Biden administration immediately address the needs of the people they are allowing to come across the border.The Republican lawmaker stressed, the ultimate way to end the clogged border is for Joe Biden to do his job and enforce immigration laws. Abbott called on Texans to contact their federal elected officials to maintain Title 42 expulsions.﻿","FILE – A line of Texas Department of Safety vehicles line up on the Texas side of the Rio Grande with Mexico visible, right, near an encampment of migrants, many from Haiti, on Sept. 22, 2021, in Del Rio, Texas. Former Trump administration officials are pressing Republican border governors to declare an “invasion” along the U.S.-Mexico border. It comes as Texas Gov. Greg Abbott says he’ll announce “unprecedented actions” on Wednesday to deter migrants coming to Texas. (AP Photo/Julio Cortez, File)",https://dzm0ugdauank9.cloudfront.net/wp-content/uploads/2022/04/AP22096613260252.jpg, Secy. Of State Blinken: We Have Seen An Alarming Recession Of DemocracyTOPICS:Biden AdministrationBorder CrisisBorder Securityborder wallGreg AbbottimmigrationJoe BidenMexicoNational SecuritynewsNueva LeonOANOANNpoliticsTexasTitle 42 TWEETPIN ,https://www.oann.com/texas-gov-abbott-signs-agreement-with-nuevo-leon-mexico-to-secure-border/
2022-04-14,6:30 AM PT,"CDC extends airplane, public transit mask mandate","CDC extends airplane, public transit mask mandateOAN NewsroomUPDATED 6:30 AM PT – Thursday, April 14, 2022The CDC announced the public transportation mask mandate will, once again, be extended. This time it will be for two weeks through the beginning of May. One America’s Sam Valk has more.",SHARE,https://hnwebcontent.s3-us-west-1.amazonaws.com/oann/wp-content/uploads/2020/11/parler_white.png, Biden Blames Russia For Intensifying InflationTOPICS:CDCcoronavirusCOVID-19mask mandatesnewsOANOANNplanespoliticsSam Valktravelvaccine mandateVaccines TWEETPIN ,https://www.oann.com/cdc-extends-airplane-public-transit-mask-mandate/
