id,lat,long,phone,instagram,addressnumber,streetname,streetnameposttype,placename,statename,zipcode
27789897,42.51305,-83.285384,,,30574,Telegraph,Road,Farms,MI,48025
20425865,37.219026,-80.403253,540 739 3133,blacksburgkft,1200,Main,St,Blacksburg,VA,24060
20425892,29.785705,-95.521462,713 972 2622,,1005,Blalock,Rd,Houston,TX,77055
34954676,39.162557,-86.580404,812-822-1290,kungfutea_bloomington,3287,3rd,St,Bloomington,IN,47404
27916185,26.367894,-80.079778,561-245-8647,kftboca,481,20th,St.,Raton,FL,33431
39611150,32.623888,-93.714235,,,5511,Airline,Drive,City,LA,71111
20425721,42.350559,-71.060675,617-542-8838,,66,Kneeland,St,Boston,MA,02111
20425841,40.007754,-105.27538,720 638 3470,kungfuteaboulder,1121,Broadway,,Boulder,CO,80302
29156888,40.880799,-73.908646,,,302,231,,Bronx,NY,10963
20425714,40.620815,-74.02651,347-909-7261,,8625,5th,Ave,Brooklyn,NY,11209
20425715,40.601986,-73.994367,718-373-2695,,2174,86th,Street,Brooklyn,NY,11214
20425716,40.638046,-74.006429,929-969-5655,,806,55th,St,Brooklyn,NY,11220
20425720,40.598584,-73.956552,718-819-9079,,1422,"U,",,Brooklyn,NY,11229
20425757,40.689532,-73.985954,347-294-0232,,40,Hoyt,Street,Brooklyn,NY,11201
20425933,40.608507,-73.920833,929 203 8878,,5100,Kings,Plaza,Brooklyn,NY,11234
20425918,40.680625,-73.977638,518 218 6655,kungfuteaps,76,5th,Ave,Brooklyn,NY,11217
20425722,43.001883,-78.784898,716-276-8402,,520,Lee,Rd.,Buffalo,NY,14228
20425898,34.068262,-83.988116,678 765 7357,kungfuteabuford,,,,Buford,GA,30519
20425869,38.776829,-77.274096,703-372-5289,kftburke,9530B,Mill,Road,Burke,VA,22015
20911645,42.32198,-83.488902,734 667 2868,kungfutea_cantonmi,45470,Ford,Rd,Canton,MI,48187
20425723,32.981539,-96.908635,972-446-9294,,2540,Denton,Rd,Carrollton,TX,75006
20425810,35.788073,-78.827934,919-650-1020,kfteacary,966,House,Rd,Cary,NC,27513
40626834,40.822439,-74.449624,,,86,Ridgedale,Ave,Knolls,NJ,07927
20425916,30.5243,-97.819782,512 986 7270,kungfutea_cedarpark,905,Whitestone,Blvd,Park,TX,78613
33540730,39.611043,-104.752576,,kungfuteaco,20209,Hill,Road,Centennial,CO,80015
20425725,38.839722,-77.426207,,,13830,Lee,Highway,Centreville,VA,20120
20425812,33.865088,-118.090201,562 403 8848,kungfuteacerritos,18300,Gridley,Rd,Artesia,CA,90701
20425849,40.109701,-88.230737,217 552 1668,kfteauiuc,707,6th,St,Champaign,IL,61820
20425844,35.207224,-80.824716,704 544 1002,,8200,Providence,Rd,Charlotte,NC,28227
20557992,35.186274,-80.875745,980 938 0850,,4200,South,Blvd,Charlotte,NC,28209
26579402,35.227087,-80.843127,980 833 1448,kungfutea_charlotte,9605,Tryon,Street,Charlotte,NC,28262
20425827,38.032912,-78.494939,434 202 8844,kftcville,1001,Main,Street,Charlottesville,VA,22903
20425896,35.062412,-85.306817,423 591 9632,kfteacha,50,Frazier,Ave,Chattanooga,TN,37405
20425926,39.890633,-75.018292,856.433.8395,cherryhilltkk,1469,Brace,Rd,Hill,NJ,08034
20425726,39.926658,-75.032042,856 532 0044,,826,Haddonfield,Rd,Hill,NJ,08002
27974491,41.164066,-104.791142,,kftcheyenne,2032,Range,Boulevard,Cheyenne,WY,82009
20425727,41.853883,-87.632758,312-255-7331,,2126B,Archer,Ave,Chicago,IL,60616
20425728,41.972284,-87.659717,872-208-5955,,4925-D,"Broadway,",,Chicago,IL,60640
32936063,39.990695,-75.008277,,kftcinnaminson,195,130,,Cinnaminson,NJ,08077
20425825,39.229558,-77.286346,240 307 3240,kftclarksburg,22705,Clarskburg,Road,Clarksburg,MD,20871
20425853,29.547842,-95.130978,281 724 0918,kungfuteaclearlake,304,Area,Blvd,Webster,TX,77598
20425729,41.508768,-81.605443,216-862-7690,,11312,Euclid,Ave,Cleveland,OH,44106
20425730,42.336653,-71.149077,671-232-1323,,1916,Beacon,St,Brighton,MA,02135
38018240,36.85137,-119.728041,,kungfuteaclovis,1177,Willow,Ave,Clovis,CA,93611
40597121,28.37002,-80.60561,,kftcocoabeach,5645,Atlantic,Avenue,Beach,FL,32931
20425775,33.028619,-96.771234,214 501 3458,,2001,Coit,Road,Plano,TX,75075
20425731,38.979919,-76.937608,240-714-3156,,7313,Baltimore,Ave,Park,MD,20740
20425820,30.625995,-96.330168,979 485 0001,kftcollegestation,723,Texas,Ave,Station,TX,77840
20425881,38.939392,-104.797618,719 999 5699,kftcoloradosprinngs,7489,Academy,Blvd,Springs,CO,80920
41891758,38.804859,-104.819935,,kungfuteaxtkk_coloradosprings#,1904,Southgate,Road,Springs,CO,80906
20425732,39.213839,-76.865884,443 864 4241,,10100,Rivers,Road,Columbia,MD,21044
40845897,32.546339,-84.946323,,,5555,Whittlesey,Blvd,Columbus,GA,31909
20630567,32.519874,-84.957631,706 221 7855,,,,,Columbus,GA,31904
20425733,40.051098,-83.049901,614-641-7595,,1161,Centre,Mall,Columbus,OH,43220
20425959,40.007133,-83.009214,614 929 5286,kftcolumbus,2202,High,St,Columbus,OH,43201
20425815,40.115848,-83.089661,614 726 9365,kungfuteasawmill,7370,Sawmill,Rd,Columbus,OH,43235
44548580,26.258561,-80.25036,,,2236,University,Drive,Springs,FL,33071
42273669,35.481053,-80.856436,,,21714,Catawba,Ave,Cornelius,NC,28031
20425866,29.70883,-95.552073,713 714 8196 ,,6348,Corporate,Dr,Houston,TX,77036
20425735,40.048494,-75.06186,267-344-8073,,2222,Cottman,Avenue,Philadelphia,PA,19149
38177834,30.458576,-90.125597,,kungfutea_covington,71178,"21,",,Covington,LA,70433
20425736,30.373454,-97.728345,512-827-9193,,9070,Research,Blvd,Austin,TX,78758
47482528,34.181848,-84.133922,,,911,Place,Blvd,Cumming,GA,30041
20425737,29.96993,-95.690542,281 304 2292,,25704,Northwest,Fwy,Cypress,TX,77429
46631393,30.459021,-88.892256,,,3516,Sangani,Blvd,D'Iberville,MS,39540
20425882,26.045957,-80.235976,954 909 4238,kftdavie,6819,Stirling,Rd,Davie,FL,33314
20425738,42.395024,-71.121631,617-616-5428,,237,Elm,St,Somerville,MA,02144
27922615,34.503735,-84.1965,,,145,Forest,Boulevard,Dawsonville,GA,30543
41382617,42.305847,-83.244183,,,22001,Michigan,Ave,Dearborn,MI,48124
40826866,29.664034,-95.112776,,kungfutea_deerpark,9001,Spencer,Highway,Park,TX,77536
20425739,33.229376,-97.168664,940 243 5606,,2735,W.University,Dr,Denton,TX,76201
20425811,39.654028,-104.915836,720 370 8888,,6365,Hampden,Ave,Denver,CO,80222
20425936,39.785154,-104.891776,,,8302,Northfield,Blvd,Denver,CO,80238
20425790,43.068626,-76.171425,315-422-2250,,306,Hiawatha,Boulevard,Syracuse,NY,13204
20425817,44.98174,-93.234796,612 353 5088,,507,14th,Ave,Minneapolis,MN,55414
42450135,41.903619,-87.668282,,,1624,Division,Street,Chicago,IL,60622
20425740,33.897043,-84.281339,770-455-8585,,5280-A,Buford,Highway,Doraville,GA,30340
45627545,40.017356,-75.677686,,,1088,Lancaster,Ave,Downingtown,PA,19335
45130321,34.853403,-82.398339,,kungfuteagreenville,233,Main,Street,Greenville,SC,29601
20425801,38.997068,-77.026964,240 308 8868,kftsilverspring,8661,Colesville,Rd,Spring,MD,20910
20425949,40.309814,-75.130799,215 348 8000,kungfutea_doylestown,6,State,St,Doylestown,PA,18901
23656177,40.527047,-111.885395,801-274-4988,kungfuteadraper,191,12300,,Draper,UT,84020
20425904,39.95591,-75.187026,267 703 2888,,3175,Kennedy,Boulevard,Philadelphia,PA,19104
20425834,39.03252,-77.423682,703 430 5818,kungfutea.dullestowncenter,21100,Town,Circle,Sterling,VA,20166
20425741,33.965722,-84.133006,470-395-0583,,3473,Norcross,Rd.,Duluth,GA,30096
33540733,42.7189,-84.4558,,kftxtkk_eastlansingmi,2929,Hannah,Boulevard,Lansing,MI,48823
27172056,40.724667,-73.55129,,kungfutea.eastmeadow,2298,Hempstead,Turnpike,Meadow,NY,11554
41514487,40.670602,-89.584537,,,378,Washington,Street,Peoria,IL,61611
41557001,40.808554,-74.070793,,,1,Dream,Way,Rutherford,NJ,07073
20425742,40.728805,-73.988608,917-285-4285,,28,Marks,Pl.,New,NY,10003
20425743,40.511943,-74.407128,732 248 0400,,1731,27,,Edison,NJ,08817
31961384,32.739753,-116.937234,,,2891,Jamacha,Road,Cajon,CA,92019
31984991,31.76904,-106.37131,,kungfutea_ep,8889,Gateway,Boulevard,Paso,TX,79925
41182738,29.763498,-95.62471,,kungfuteausa?hl=en,1275,Eldridge,Pkwy,Houston,TX,77077
31689468,38.42541,-121.39861,,kungfuteaelkgrove,9135,Stockton,Boulevard,Grove,CA,95758
22702420,39.279555,-76.831254,,kungfuteausa,9210,National,Pike,City,MD,21042
38894251,40.626631,-74.131469,718-603-8999,kungfu_tea_forest_avenue,1267,Forest,Ave,Island,NY,10302
20425745,40.737914,-73.876895,718-899-1189,,86-12,Justice,Ave,Elmhurst,NY,11373
20425746,42.049646,-87.681246,224-307-2314,,726,Clark,Street,Evanston,IL,60201
35514970,40.750648,-73.421031,,kungfuteausa,56,Pk,Ctr,Farmingdale,NY,11735
31482856,35.029654,-79.05954,,kungfutea_fayetteville,7821,Middling,Drive,Fayetteville,NC,28304
40093080,40.151266,-75.000279,,kungfutea_feasterville,1045-2,Bustleton,Pike,Feasterville,PA,19053
31153037,39.956363,-86.020379,,kungfu_tea_fishers,8395,116th,Street,Fishers,IN,46038
20425901,40.739888,-73.98562,646 476 2013,,115,23rd,St,York,NY,10010
20425748,40.718106,-73.844847,718-263-3631,,70-10,Austin,St,Hills,NY,11375
20425907,40.55162,-105.038888,970 657 2895,kungfuteafortcollins,2608,Timberline,Rd,Collins,CO,80525
28918348,26.13184,-80.137828,,kungfutea_ftl,721,"6,",Highway,Lauderdale,FL,33304
20425749,40.856126,-73.96785,201 461 0398,,2151,Lemoine,Ave,Lee,NJ,07024
21262556,35.041185,-80.982662,,kungfuteausa,1852,SC-160,,Mill,SC,29708
28930586,26.605925,-81.811891,239-362-3207,kungfuteafortmyers,9390,Cypress,Parkway,Myers,FL,33966
40598410,41.071463,-85.19651,,kftfortwaynein,4206,Jefferson,Boulevard,Wayne,IN,46814
20425818,32.677172,-97.401791,682-250-3113,kungfuteafortworthtx,4946,Ridge,Blvd,Worth,TX,76132
40945076,40.707379,-73.673495,516-283-2251,kungfuteausa,902,Hempstead,Turnpike,Square,NY,11010
33540376,39.96226,-75.17126,,kungfuteausa,2000,Hamilton,Street,Philadelphia,PA,19130
40610563,39.381394,-77.404006,,,5500,Buckeystown,Pike,Frederick,MD,21703
20425850,33.109221,-96.801711,469 388 1008,,9292,Warren,Pkwy,Frisco,TX,75035
20425750,29.625046,-82.373096,352-792-6375,,3102,34th,St,Gainesville,FL,32608
20425940,39.11826,-77.201457,240 862 8666,,6,Corner,Ave,Gaithersburg,MD,20878
42188001,36.382478,-86.550693,,,1915,Hollow,Pike,Gallatin,TN,37066
20425819,39.03977,-76.680622,410 721 6184,,2638,Lake,Dr,Gambrills,MD,21054
20425751,40.918194,-74.075838,201 845 3500,,,,,Paramus,NJ,07652
50118574,39.178625,-77.237273,,,19717,Frederick,Road,Germantown,MD,20876
20425924,39.704941,-75.113274,856 863 5888,,224,Rowan,Blvd,Glassboro,NJ,08028
28771562,42.067307,-87.849721,,,610,Milwaukee,Ave,Glenview,IL,60025
20425752,32.645551,-97.061835,972-522-7792,,5220,"360,",,Prairie,TX,75052-0949
20425937,42.935579,-85.66703,616 805 4755,,5301,Division,Ave,Rapids,MI,49548
28918350,40.079981,-75.025552,,,2453,Grant,Avenue,Philadelphia,PA,19114
42201955,40.788293,-73.728041,,,10,Grace,Avenue,Neck,NY,11201
25485233,34.848813,-82.340573,864-631-1275,kungfuteagreenville,581,Haywood,Road,Greenville,SC,29607
29928983,39.639628,-86.1297,,,8721A,31,,Indianapolis,IN,46227
37334478,37.045295,-76.389359,,,2040,Coliseum,Dr.,Hampton,VA,23666
41250034,45.42716,-122.501313,,,15640,Center,Dr,Valley,OR,97086
20425870,29.65239,-95.714614,281 491 5270,,11020,Harlem,Rd,Richmond,TX,77406
20425753,38.431071,-78.855526,540-217-5182,,1645,Reservoir,Street,Harrisonburg,VA,22801
27472921,41.759286,-72.742266,860-216-2023,,5,Main,Street,Hartford,CT,06107
20425920,42.371325,-71.11456,617 714 5055,,1160,Massachusetts,Ave,Cambridge,MA,02138
44907359,34.856519,-76.895012,,,1419,Main,Street,Havelock,NC,28532
34780383,36.871778,-76.134758,,,1045,Independence,Boulevard,Beach,VA,23455
41441975,38.815574,-77.638958,,,6616,Watts,Rd.,Haymarket,VA,20169
47081136,40.417579,-74.180673,,,3010,"NJ-35,",,Hazlet,NJ,07730
20425805,40.773218,-73.529509,516 336 9812,,358,"Broadway,",,Hicksville,NY,11801
46463276,35.78905,-78.848688,,,1961,House,Rd,Cary,NC,27519
20425943,36.033292,-79.960091,,,5815,Samet,Drive,Point,NC,27265
26536640,39.54227,-104.945941,,,9559,University,Blvd,Ranch,CO,80126
44448897,40.001619,-83.155918,,,2483,Rome,Rd,Hilliard,OH,43026
20425863,45.537056,-122.87861,503 690 1858,,2185,Allie,Ave,Hillsboro,OR,97124
30743872,32.211392,-80.701409,,,95,Mathew,Drive,Head,SC,29926
20425754,40.743392,-74.029509,201-222-9091,,536,WASHINGTON,Street,Hoboken,NJ,07030
37443410,42.82616,-86.097018,,,12760,Riley,Street,Holland,MI,49424
20425755,29.703397,-95.553476,832-831-9288,,9889,Bellaire,Blvd,Houston,TX,77036
48408968,40.655508,-73.839265,,,16108,Bay,Blvd,Beach,NY,11414
29176106,29.993174,-95.177055,832-644-5022 ,,6730,Atascocita,Road,Humble,TX,77346
20575178,34.75563,-86.680592,,,1022,Midcity,Drive,Huntsville,AL,35806
40626836,38.955541,-76.939881,,,5501,Baltimore,Ave,Hyattsville,MD,20781
20425758,42.441588,-76.485992,607-319-0304,,143,Dryden,Road,Ithaca,NY,14850
20425759,40.747457,-73.883727,718 685 2886,,82-02,Rooselvelt,Ave,Heights,NY,11372
20425802,30.286755,-81.486073,904 337 0627,,12630,Beach,Blvd,Jacksonville,FL,32246
39694017,40.708642,-73.804079,,,87-52A,Parsons,Blvd,Jamaica,NY,11432
28193061,40.72724,-73.710947,,,251-73,Jericho,Turnpike,Jamaica,NY,114226
42220691,34.121424,-83.605496,,,1681,Pendergrass,Road,Jefferson,GA,30549
26369460,34.017964,-84.193164,,,9700,Bridge,Road,Creek,GA,30097
26575728,39.326337,-76.61555,,,3113,Paul,Street,Baltimore,MD,21218
28825623,42.296122,-85.649175,,,5043,Main,Street,Kalamazoo,MI,49009
20425785,29.777913,-95.751191,281-206-7339,,501,Mason,Road,Katy,TX,77450
20425872,34.015173,-84.554555,678 903 2110,,2505,Meadows,Parkway,Marietta,GA,30066
20425840,41.15195,-81.35665,330 474 3236,,220,Depeyster,St,Kent,OH,44240
37163388,39.122261,-77.234847,,,130,Market,Street,Gaithersburg,MD,20878
20425928,40.085425,-75.393156,610 992 9888,,160,Gulph,Rd,Prussia,PA,19406
20425886,32.82229,-96.786616,972 598 1732,,3001,Knox,St,Dallas,TX,75205
20630565,35.916409,-84.084332,(865) 240-3434,,8851,Country,Circle,Knoxville,TN,37923
20425931,30.206038,-92.040317,,,2829,Johnston,St,Lafayette,LA,70506
45652864,42.250891,-87.841707,,,225,Deerpath,Rd,Forest,IL,60045
37431810,39.710592,-105.082765,,,7740,Alameda,Ave,Lakewood,CO,80226
26357122,40.072448,-76.320196,,,1846,Fruitville,Pike,Lancaster,PA,17601
20425873,27.894923,-82.744561,,,7717,Ulmerton,Rd,Largo,FL,33771
20425763,36.126221,-115.209952,702-776-7077,,5030,Mountain,Rd,Vegas,NV,89146
22701836,39.093975,-76.857764,401-616-3560,,14708,Baltimore,Ave,Laurel,MD,20707
24037222,39.29215,-94.90856,,,2500,4th,Street,Leavenworth,KS,66048
31689469,39.08171,-77.49312,,,19337,Lake,Drive,Leesburg,VA,20176
28918351,40.132559,-74.884087,,,4034,Veteran,Hwy,Levittown,PA,19056
28407917,38.035255,-84.508441,,,685,Limestone,St,Lexington,KY,40508
35265893,42.283442,-87.952983,,kungfutea_libertyville,114,Milwaukee,Ave,Libertyville,IL,60048
41617343,40.728358,-96.680654,,,2755,Jamie,Lane,Lincoln,NE,68516
20425821,40.85596,-96.683594,402 975 2400,,4451,26th,St,Lincoln,NE,68521
23624956,39.542264,-104.945933,,,9559,University,Blvd,Littleton,CO,80126
20425957,39.624214,-105.093695,720 787 9876,,8555,Belleview,Ave,Littleton,CO,80123
35073595,42.368694,-83.333212,,,11516,Middlebelt,Rd,Livonia,MI,48150
38872412,40.14689,-105.128283,,,1232,Hover,Street,Longmont,CO,80501
28407916,38.702411,-77.220074,(703) 337-2999,,9423,Market,Street,Lorton,VA,22079
20425890,38.24817,-85.621865,502 202 2981,,5000,Shelbyville,Rd,Louisville,KY,40207
20425955,42.645591,-71.308289,,,43,Merrimack,St,Lowell,MA,01852
38230345,33.519158,-101.941399,,,5815,82nd,Street,Lubbock,TX,79424
45098102,38.900032,-77.021066,,,625,H,Street,Washington,DC,20001
34717517,40.654592,-73.672012,,,71,Atlantic,Avenue,Lynbrook,NY,11563
20425764,43.074513,-89.393366,608-819-8809,,449,State,St,Madison,WI,53703
20425765,42.426701,-71.067377,781-321-1898,,3,Pleasant,Street,Malden,MA,02148
26833509,40.049222,-75.517795,,,650,Carnegie,Boulevard,Malvern,PA,19355
20425923,38.785473,-77.51651,703 393 7770,,10689,Manor,Drive,Manassas,VA,20109
20425891,42.964624,-71.449417,603 232 7159,,655,Willow,St,Manchester,NH,03103
37602004,36.08995,-115.176572,,,3930,Vegas,Blvd,Vegas,NV,89119
20425724,40.717725,-73.999883,212 966 2786,,234,Canal,Street,York,NY,
20425762,40.717145,-73.994587,646 288 4936,,73,Chrystie,St,York,NY,10002
20425761,40.747704,-73.98623,212-695-5888,,11,32nd,St,York,NY,10001
20425796,40.76387,-73.958926,917-675-6987,,1219,1st,Ave,York,NY,10065
25504625,37.79654,-121.192352,,,1448,Hulsey,Way,Manteca,CA,95336
23391580,45.09217,-93.43868,763-432-6158,,12483,Creek,Blvd,Grove,MN,55369
20425939,39.324614,-84.312249,,,7892,Mason-Montgomery,Rd,Mason,OH,45040
47101249,40.666694,-73.454388,,,4907B,Merrick,Road,Park,NY,11762
38401492,40.247647,-77.006841,,,6416,Carlisle,Pike,Mechanicsburg,PA,17050
42434146,42.332377,-122.867462,,,551,Medford,Center,Medford,OR,97504
20425903,39.917788,-75.388786,610 756 9888,,8,State,St,Media,PA,19063
44810401,35.149247,-89.927131,,,4000,Summer,Ave.,Memphis,TN,38122
46414103,37.33155,-120.443011,,,3492,McKee,Rd,Merced,CA,95340
20425766,41.429916,-74.423145,845-467-4811,,125,Dolson,Avenue,Middletown,NY,10940
31315736,32.002217,-102.118868,432-218-7747,,1220,Midkiff,Rd,Midland,TX,79701
20425912,29.742903,-95.379838,832 573 8811,,3201,Louisiana,St,Houston,TX,77006
20425756,29.744118,-95.392961,281-888-3818,,3224,Yoakum,Blvd,Houston,TX,77006
37759105,40.751692,-73.98471,917-388-3021,,42,38th,Street,York,NY,10018
26812455,29.351331,-98.456969,,,2314,Military,Dr.,Antonio,TX,78213
20425829,40.72368,-74.30688,973 467 8833,,315C,Millburn,Ave,Millburn,NJ,07041.
23391578,44.956194,-93.278398,612 870 4700,,2532,Nicollet,Ave.,Minneapolis,MN,55404
37398311,41.694938,-86.189655,,,620,Edison,Road,Mishawaka,IN,46545
48429887,29.533922,-95.538016,,,5822,Sienna,Pkwy,City,TX,77459
20425884,37.688314,-120.993123,209-408-0594,,3440,Mchenry,Ave,Modesto,,95350
20425883,40.812376,-74.215573,973 744 1647,,375,Bloomfield,Ave,Montclair,NJ,07042
37557800,32.339886,-86.193263,,,2775,Bell,Road,Montgomery,AL,36117
20425910,40.361021,-74.304955,,,12,9,,Morganville,NJ,07751
32798079,35.8432,-86.44095,,,2441,Fort,Parkway,Murfreesboro,TN,37128
20425824,33.011393,-96.610468,972 422 1780,,160,544,,Murphy,TX,75094
40821850,33.759844,-78.855732,,,201-A,Fresh,Drive,Beach,SC,29579
42584097,28.564371,-81.365336,407-286-2000,,1430,Mills,Ave,Orlando,FL,32803
40622250,41.708964,-88.204093,,,3108,59,,Naperville,IL,60564
20425945,42.792604,-71.522314,603 521 8268,,493,Amherst,St,Nashua,NH,03063
20425851,42.299273,-71.385049,508 433 6898,,1245,Worcester,St,Natick,MA,01760
26121152,32.676961,-117.088724,,,1615,Plaza,Blvd,City,CA,91950
20425934,29.953224,-93.987542,409 519 8044,,2828,Suite,,Nederland,TX,77627
20425919,30.131162,-95.235109,832 432 5030,,22118,Place,Dr,Caney,TX,77357
46551931,41.304545,-72.926773,,,37,Church,St,Haven,CT,06510
20425861,40.753435,-73.65711,516 780 0555,,434,Hillside,Ave,Park,NY,11596
20425800,30.013636,-90.157352,504 900 1717 ,,3348,Esplanade,Ave,Metairie,LA,70002
42836149,40.92167,-73.78768,914-740-3768,,579,North,Avenue,Rochelle,NY,10801
20425767,40.759362,-73.829094,718-321-2886,,136-20,Roosevelt,Ave,Flushing,NY,11354
20547684,39.934692,-75.155234,215 271 9888,,600,Washington,Ave,Philadelphia,PA,19147
33208356,40.74004,-74.17159,,,73,Halsey,Street,Newark,NJ,07102
26587950,39.683218,-75.749547,,,93,Main,St,Newark,DE,19711
20425879,37.069848,-76.494916,757 223 1968,,21,Shopping,Center,News,VA,23606
20425880,36.869692,-76.293339,757 226 8797,,520-H,21st,St,Norfolk,VA,23517
20425951,40.145724,-75.318202,,,2907,Swede,Rd,Norristown,PA,19401
20425852,39.049838,-77.115372,240 669 7099,,11802,Rockville,Pike,Bethesda,MD,20852
46214737,41.462308,-74.370491,,,400-600,Galleria,Dr,Middletown,NY,10941
47655765,25.9118,-80.15701,,,14701,Biscayne,Blvd,Miami,FL,33181
23486592,40.225357,-75.254331,267 421 5820,,1222,Welsh,Rd,Wales,PA,19454
40868347,41.011647,-73.945946,,,244,Livingston,Street,Northvale,NJ,07647
20425768,29.995286,-95.481771,832 666 7181,,3645,1960,,Houston,TX,77068.
42335654,29.607879,-98.468843,,,18130,Pedro,Ave,Antonio,TX,78232
20425911,42.491918,-83.484656,248 344 7885,,44325,Mile,,Novi,MI,48377
20425769,40.730587,-73.995178,212-677-4517,,31,Waverly,Place,York,NY,10003
43652810,37.654323,-120.958505,,,801,Oakdale,Road,Modesto,CA,95355
38333724,39.151118,-77.064225,,,3128,Spring,Road,Olney,MD,20832
20425871,41.229752,-96.022622,402 208 7308,,1110,71st,St,Omaha,NE,68106
29156890,34.032917,-117.668319,909-295-9808,,2211,Mountain,Avenue,Ontario,CA,91762
20425771,28.596561,-81.210851,407-286-2055,,12098,Collegiate,Way,Orlando,FL,32817
45402888,28.55333,-81.48566,,,7501,COLONIAL,Dr.,Fl.,US,32818
20425922,39.406101,-76.781169,410 413 1340,,10209,Central,Ave,Mills,MD,21117
20425868,42.352214,-71.125368,617 987 0213,,1,Brighton,Ave,Allston,MA,02134
20425772,41.099744,-73.957817,914-263-0228 ,,1000,Center,Drive,Nyack,NY,10994
44449221,38.929964,-77.106493,,,5439,MacArthur,Blvd,Washington,DC,20016
37336135,34.574106,-118.043036,,,38050,47th,Street,Palmdale,CA,93552
20425954,37.446279,-122.161202,650-391-9299,,318,University,Ave,Alto,CA,94301
48325557,39.526574,-104.766392,,,11153,Parker,Rd,Parker,CO,80134
41884804,39.123782,-76.583944,,,8155,Ritchie,Highway,Pasadena,MD,21122
20425773,29.555664,-95.393496,346-207-7877/346-207-7872,,11200,Broadway,Street,Pearland,TX,77584
20425927,40.003293,-75.221961,215 921 9082,,4500,City,Ave,Philadelphia,PA,19131
20425774,39.953593,-75.156834,267-758-2871,,1006,Arch,St,Philadelphia,PA,19107
47415887,40.133617,-75.517616,,,238,Bridge,Street,Phoenixville,PA,19460
20425875,27.841949,-82.700802,727 498 7004,,7688,49th,St.,Park,FL,33781
20589691,40.433464,-79.922966,412 904 4332,,2109,Murray,Ave,Pittsburgh,PA,15217
20425921,40.43851,-79.99734,,,,,,Pittsburgh,PA,
23264522,39.716411,-86.353824,(317) 707-7020,,2683,Main,St,Plainfield,IN,46168
26833510,40.336689,-74.594331,,,10,Crossing,Rd,Township,NJ,08536
34270172,39.393227,-74.536632,,,700,Horse,Pike,Pleasantville,NJ,08232
32148787,27.01742,-82.05547,(941) 249-4803,,24123,Peachland,Boulevard,Charlotte,FL,33954
