index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
3880653,2015,COUNTY,2347828.0,RIVERSIDE,WASTE MANAGEMENT,ASSOCIATE ENGINEER,52.0,103935.0,18119.0,RIVERSIDE,55.091255057654095,110113.64604648613,19196.12404595451,RIVERSIDE_COUNTY,True
5182913,2012,COUNTY,2255059.0,RIVERSIDE,FIRE PROTECTION,DEPUTY FIRE MARSHALL,1916.0,62433.0,12856.0,RIVERSIDE,2095.5295521659973,68282.98357535475,14060.609562967675,RIVERSIDE_COUNTY,True
5182914,2012,COUNTY,2255059.0,RIVERSIDE,FIRE PROTECTION,DEPUTY FIRE MARSHALL,126.0,94043.0,13677.0,RIVERSIDE,137.80622315914178,102854.8463853585,14958.5374138697,RIVERSIDE_COUNTY,True
5192161,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,13513.0,59159.0,11083.0,RIVERSIDE,14779.170583726056,64702.20917358468,12121.479137085464,RIVERSIDE_COUNTY,True
5192162,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,22326.0,73786.0,11479.0,RIVERSIDE,24417.950303579364,80699.76176206695,12554.584409871339,RIVERSIDE_COUNTY,True
5192163,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,3774.0,61578.0,11923.0,RIVERSIDE,4127.624493671437,67347.86991820345,13040.187291479742,RIVERSIDE_COUNTY,True
5192164,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,4778.0,64814.0,14499.0,RIVERSIDE,5225.699478209362,70887.08371298901,15857.558964955531,RIVERSIDE_COUNTY,True
5192165,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,7637.0,69226.0,6430.0,RIVERSIDE,8352.588303701317,75712.48892392659,7032.492181851442,RIVERSIDE_COUNTY,True
5192166,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,2483.0,63656.0,14701.0,RIVERSIDE,2715.657556382135,69620.57890014547,16078.48640208368,RIVERSIDE_COUNTY,True
5192167,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,4658.0,66455.0,11931.0,RIVERSIDE,5094.455456153035,72681.84571460927,13048.936892950165,RIVERSIDE_COUNTY,True
5192168,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,22.0,61733.0,14757.0,RIVERSIDE,24.061404043659678,67517.39344669286,16139.733612376629,RIVERSIDE_COUNTY,True
5192169,2012,COUNTY,2255059.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,6269.0,69253.0,14870.0,RIVERSIDE,6856.406452259206,75742.01882888925,16263.321733146337,RIVERSIDE_COUNTY,True
5196756,2012,COUNTY,2255059.0,RIVERSIDE,WASTE MANAGEMENT,ASSOCIATE ENGINEER,121.0,91001.0,13853.0,RIVERSIDE,132.33772224012824,99527.81042623066,15151.02864621898,RIVERSIDE_COUNTY,True
6424088,2017,COUNTY,2415955.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,950.0,109696.0,27714.0,RIVERSIDE,973.2035329634464,112375.29973890338,28390.908118472584,RIVERSIDE_COUNTY,True
6434323,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,30845.0,99396.0,15006.0,RIVERSIDE,31598.382078165796,101823.72459203655,15372.518121736292,RIVERSIDE_COUNTY,True
6434324,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,4469.0,69319.0,14638.0,RIVERSIDE,4578.15430401436,71012.10073841384,14995.529805809398,RIVERSIDE_COUNTY,True
6434325,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,19968.0,100818.0,15902.0,RIVERSIDE,20455.713838120104,103280.4566171671,16290.402717036553,RIVERSIDE_COUNTY,True
6434326,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,10409.0,88954.0,15714.0,RIVERSIDE,10663.237446964751,91126.68112761097,16097.810859986945,RIVERSIDE_COUNTY,True
6434327,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,5449.0,13311.0,801.0,RIVERSIDE,5582.0905801240215,13636.118133975195,820.5642420039164,RIVERSIDE_COUNTY,True
6434328,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,12010.0,89507.0,15640.0,RIVERSIDE,12303.341506201043,91693.18802627285,16022.00342689295,RIVERSIDE_COUNTY,True
6434329,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,34236.0,116077.0,6127.0,RIVERSIDE,35072.20647845953,118912.15420610314,6276.650575228459,RIVERSIDE_COUNTY,True
6434330,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,37389.0,108992.0,15259.0,RIVERSIDE,38302.21778312663,111654.1046997389,15631.697588936031,RIVERSIDE_COUNTY,True
6434331,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,26998.0,93054.0,14820.0,RIVERSIDE,27657.41998204961,95326.8226909269,15181.975114229765,RIVERSIDE_COUNTY,True
6434332,2017,COUNTY,2415955.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,783.0,35075.0,5591.0,RIVERSIDE,802.124596116188,35931.69886178199,5727.558897682768,RIVERSIDE_COUNTY,True
6434471,2017,COUNTY,2415955.0,RIVERSIDE,TRANSPORTATION,ASSOCIATE ENGINEER,317.0,110119.0,18065.0,RIVERSIDE,324.74265257832894,112808.631417265,18506.23349787859,RIVERSIDE_COUNTY,True
6435013,2017,COUNTY,2415955.0,RIVERSIDE,WASTE MANAGEMENT,ASSOCIATE ENGINEER,132.0,109458.0,18016.0,RIVERSIDE,135.22406984334205,112131.48664327676,18456.036684073108,RIVERSIDE_COUNTY,True
6787941,2014,COUNTY,2308441.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,523.0,92698.0,25265.0,RIVERSIDE,554.7485849216005,98325.20903453637,26798.70554119357,RIVERSIDE_COUNTY,True
6787942,2014,COUNTY,2308441.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,51.0,79966.0,22579.0,RIVERSIDE,54.095942315490674,84820.3161411868,23949.65257924439,RIVERSIDE_COUNTY,True
6797537,2014,COUNTY,2308441.0,RIVERSIDE,RCRMC,STATIONARY ENGINEER,19573.0,89575.0,15202.0,RIVERSIDE,20761.174096884293,95012.62809627602,16124.833629021357,RIVERSIDE_COUNTY,True
6797538,2014,COUNTY,2308441.0,RIVERSIDE,RCRMC,STATIONARY ENGINEER,37048.0,104734.0,5769.0,RIVERSIDE,39296.98962557448,111091.85142099216,6119.205710158151,RIVERSIDE_COUNTY,True
6797539,2014,COUNTY,2308441.0,RIVERSIDE,RCRMC,STATIONARY ENGINEER,575.0,68589.0,15016.0,RIVERSIDE,609.9052319883752,72752.67818582724,15927.54254528251,RIVERSIDE_COUNTY,True
6797540,2014,COUNTY,2308441.0,RIVERSIDE,RCRMC,STATIONARY ENGINEER,11514.0,80356.0,15081.0,RIVERSIDE,12212.954506285483,85233.99099418762,15996.488354115978,RIVERSIDE_COUNTY,True
6797541,2014,COUNTY,2308441.0,RIVERSIDE,RCRMC,STATIONARY ENGINEER,8437.0,76805.0,10923.0,RIVERSIDE,8949.165986584212,81467.42842237768,11586.077998276562,RIVERSIDE_COUNTY,True
6797542,2014,COUNTY,2308441.0,RIVERSIDE,RCRMC,STATIONARY ENGINEER,6761.0,35632.0,8382.0,RIVERSIDE,7171.424823432008,37795.03169775615,8890.827225263585,RIVERSIDE_COUNTY,True
6797543,2014,COUNTY,2308441.0,RIVERSIDE,RCRMC,STATIONARY ENGINEER,10027.0,73031.0,14612.0,RIVERSIDE,10635.68654112598,77464.32869103138,15499.017825763722,RIVERSIDE_COUNTY,True
6797544,2014,COUNTY,2308441.0,RIVERSIDE,RCRMC,STATIONARY ENGINEER,10542.0,61431.0,13581.0,RIVERSIDE,11181.949488037308,65160.153576135446,14405.431227189782,RIVERSIDE_COUNTY,True
6801989,2014,COUNTY,2308441.0,RIVERSIDE,TRANSPORTATION,ASSOCIATE ENGINEER,36.0,96321.0,17217.0,RIVERSIDE,38.18537104622872,102168.14234843876,18262.15370285888,RIVERSIDE_COUNTY,True
6801990,2014,COUNTY,2308441.0,RIVERSIDE,TRANSPORTATION,ASSOCIATE ENGINEER,1100.0,96935.0,13740.0,RIVERSIDE,1166.775226412544,102819.41506572724,14574.08328264396,RIVERSIDE_COUNTY,True
7155369,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,12854.0,70329.0,20134.0,RIVERSIDE,14349.354171575405,78510.63711939682,22476.26395600585,RIVERSIDE_COUNTY,True
7155370,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,16194.0,74762.0,7401.0,RIVERSIDE,18077.908935311352,83459.34468455892,8261.986169583754,RIVERSIDE_COUNTY,True
7155371,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,9270.0,61558.0,19588.0,RIVERSIDE,10348.413970009648,68719.27369642437,21866.745722173568,RIVERSIDE_COUNTY,True
7155372,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,3738.0,66717.0,20154.0,RIVERSIDE,4172.855600851787,74478.43957250632,22498.590631237803,RIVERSIDE_COUNTY,True
7155373,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,10977.0,73775.0,17080.0,RIVERSIDE,12253.99570105673,82357.52326186211,19066.980648086814,RIVERSIDE_COUNTY,True
7155374,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,18133.0,69435.0,14144.0,RIVERSIDE,20242.480099049073,77512.63473652858,15789.424724036295,RIVERSIDE_COUNTY,True
7155376,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,1538.0,5192.0,186.0,RIVERSIDE,1716.9213253370915,5796.004890214681,207.6380796571515,RIVERSIDE_COUNTY,True
7155377,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,4724.0,36180.0,8055.0,RIVERSIDE,5273.560689787009,40388.955494600756,8992.068449668577,RIVERSIDE_COUNTY,True
7155378,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,5374.0,43226.0,10625.0,RIVERSIDE,5999.177634825442,48254.64317881737,11861.04621697438,RIVERSIDE_COUNTY,True
7155379,2011,COUNTY,2234193.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,491.0,60578.0,19854.0,RIVERSIDE,548.1198769444161,67625.26661005874,22163.690502758524,RIVERSIDE_COUNTY,True
7159449,2011,COUNTY,2234193.0,RIVERSIDE,TRANSPORTATION,ASSOCIATE ENGINEER,345.0,80436.0,24836.0,RIVERSIDE,385.13514775116806,89793.42244786365,27725.26530303771,RIVERSIDE_COUNTY,True
7159450,2011,COUNTY,2234193.0,RIVERSIDE,TRANSPORTATION,ASSOCIATE ENGINEER,259.0,74780.0,18811.0,RIVERSIDE,289.13044425377547,83479.4386922677,20999.35438941224,RIVERSIDE_COUNTY,True
9416587,2016,COUNTY,2384783.0,RIVERSIDE,FIRE,FIRE PROTECTION ENGINEER,1017.0,31481.0,1541.0,RIVERSIDE,1064.0348781493872,32936.95378468128,1612.2691713158365,RIVERSIDE_COUNTY,True
9416813,2016,COUNTY,2384783.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,290.0,110009.0,32411.0,RIVERSIDE,303.4121088134929,115096.76785677084,33909.96503018662,RIVERSIDE_COUNTY,True
9416814,2016,COUNTY,2384783.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,803.0,110522.0,32411.0,RIVERSIDE,840.1376668180511,115633.4934147754,33909.96503018662,RIVERSIDE_COUNTY,True
9428087,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,2904.0,72907.0,5536.0,RIVERSIDE,3038.3060827392533,76278.8504043632,5792.032532384472,RIVERSIDE_COUNTY,True
9428089,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,6099.0,84834.0,15008.0,RIVERSIDE,6381.070522943081,88757.45806580642,15702.0997554238,RIVERSIDE_COUNTY,True
9428090,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,2113.0,80132.0,14952.0,RIVERSIDE,2210.7233997341746,83837.9969084235,15643.509830963263,RIVERSIDE_COUNTY,True
9428091,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,15076.0,96025.0,5886.0,RIVERSIDE,15773.244663697309,100466.026720054,6158.219560262825,RIVERSIDE_COUNTY,True
9428092,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,20454.0,88167.0,14158.0,RIVERSIDE,21399.96990921098,92244.60481985942,14812.78840200494,RIVERSIDE_COUNTY,True
9428093,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,8959.0,74060.0,14004.0,RIVERSIDE,9373.34166503477,77485.17509905962,14651.666109738466,RIVERSIDE_COUNTY,True
9428094,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,4349.0,80012.0,14746.0,RIVERSIDE,4550.135383551314,83712.44707029377,15427.982608840575,RIVERSIDE_COUNTY,True
9428095,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,12696.0,75068.0,9297.0,RIVERSIDE,13283.172874124504,78539.79373934928,9726.973709100152,RIVERSIDE_COUNTY,True
9428096,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,6532.0,73549.0,9682.0,RIVERSIDE,6834.096188861157,76950.54203835722,10129.77943976634,RIVERSIDE_COUNTY,True
9428097,2016,COUNTY,2384783.0,RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEMS CLINICS,STATIONARY ENGINEER,1578.0,24689.0,3904.0,RIVERSIDE,1650.9803714058341,25830.83294653906,4084.5547338202637,RIVERSIDE_COUNTY,True
10069790,2013,COUNTY,2279967.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,34.0,93728.0,23620.0,RIVERSIDE,36.648986722871605,101030.477281215,25460.26665865374,RIVERSIDE_COUNTY,True
10069791,2013,COUNTY,2279967.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,650.0,88953.0,23012.0,RIVERSIDE,700.6423932313688,95883.45046939993,24804.896543138864,RIVERSIDE_COUNTY,True
10069792,2013,COUNTY,2279967.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,362.0,88823.0,22240.0,RIVERSIDE,390.20391746116235,95743.32199075367,23972.748962254835,RIVERSIDE_COUNTY,True
10069793,2013,COUNTY,2279967.0,RIVERSIDE,FLOOD CONTROL,ASSOCIATE ENGINEER,1251.0,87185.0,22214.0,RIVERSIDE,1348.4671291268346,93977.70315981063,23944.723266525583,RIVERSIDE_COUNTY,True
10079017,2013,COUNTY,2279967.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,18411.0,82715.0,13655.0,RIVERSIDE,19845.426310434974,89159.4393171272,14718.879814729757,RIVERSIDE_COUNTY,True
10079018,2013,COUNTY,2279967.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,12049.0,75787.0,10252.0,RIVERSIDE,12987.754147761174,81691.669316655,11050.747408319992,RIVERSIDE_COUNTY,True
10079019,2013,COUNTY,2279967.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,6136.0,70050.0,13632.0,RIVERSIDE,6614.064192104122,75507.69176285753,14694.087853123108,RIVERSIDE_COUNTY,True
10079021,2013,COUNTY,2279967.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,4316.0,68139.0,13601.0,RIVERSIDE,4652.265491056289,73447.8031267573,14660.672600522843,RIVERSIDE_COUNTY,True
10079022,2013,COUNTY,2279967.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,13690.0,78054.0,5188.0,RIVERSIDE,14756.606712826831,84135.29440197119,5592.204209360526,RIVERSIDE_COUNTY,True
10079023,2013,COUNTY,2279967.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,11814.0,65242.0,12773.0,RIVERSIDE,12734.444974823678,70325.0938756938,13768.161982683501,RIVERSIDE_COUNTY,True
10079024,2013,COUNTY,2279967.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,9311.0,53985.0,12022.0,RIVERSIDE,10036.432805195807,58191.04553630069,12958.650540657718,RIVERSIDE_COUNTY,True
10079025,2013,COUNTY,2279967.0,RIVERSIDE,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,STATIONARY ENGINEER,6921.0,67819.0,13361.0,RIVERSIDE,7460.224620852776,73102.87148701263,14401.973870714337,RIVERSIDE_COUNTY,True
10083241,2013,COUNTY,2279967.0,RIVERSIDE,TRANSPORTATION,ASSOCIATE ENGINEER,454.0,91853.0,15474.0,RIVERSIDE,489.3717638877561,99009.39345458605,16679.60060440339,RIVERSIDE_COUNTY,True
