shopid,shopname,street_address,city,state,zipcode,latitude,longitude,type
907,KING SOOPERS #001  ,1331 Speer Blvd,Denver,CO,80204,39.73760223388672,-104.99794006347656,grocery
960,KING SOOPERS #124  ,4600 Leetsdale Dr,Denver,CO,80246,39.7080078125,-104.93258666992188,grocery
2933,TARGET #1806  ,4301 E Virginia Ave,Glendale,CO,80246,39.708518981933594,-104.93714141845703,grocery
2925,TARGET #1500  ,14500 W Colfax Ave B1,Lakewood,CO,80401,39.73334503173828,-105.1572036743164,grocery
963,KING SOOPERS #127  ,7984 W Alameda Aveb,Lakewood,CO,80226,39.70944595336914,-105.08527374267578,grocery
924,KING SOOPERS #049  ,17000 E Iliff Ave,Aurora,CO,80013,39.671791076660156,-104.79019165039062,grocery
964,KING SOOPERS #128  ,18211 E Hampden Ave,Aurora,CO,80013,39.65506362915039,-104.7761459350586,grocery
970,KING SOOPERS #139  ,3050 South Peoria St,Aurora,CO,80014,39.66106414794922,-104.84428405761719,grocery
928,KING SOOPERS #059  ,1545 S Kipling Pkwy,Lakewood,CO,80232,39.690452575683594,-105.11955261230469,grocery
934,KING SOOPERS #072  ,2750 S Colorado Blvd,Denver,CO,80222,39.66672134399414,-104.93689727783203,grocery
918,KING SOOPERS #031  ,1927 S Wadsworth Blvd,Denver,CO,80227,39.681602478027344,-105.08194732666016,grocery
933,KING SOOPERS #069  ,4271 S Buckley Rd,Aurora,CO,80013,39.63933563232422,-104.79341888427734,grocery
953,KING SOOPERS #111  ,3495 S University Blvd,Englewood,CO,80113,39.65372848510742,-104.96063995361328,grocery
931,KING SOOPERS #065  ,101 Englewood Pkwy,Englewood,CO,80110,39.65571975708008,-104.98886108398438,grocery
3573,WALMART #2293  ,952 Swede Gulch Rd,Evergreen,CO,80439,39.701080322265625,-105.32719421386719,grocery
2949,TARGET #2261  ,3650 Riverpoint Pkwy,Sheridan,CO,80110,39.650360107421875,-105.00532531738281,grocery
913,KING SOOPERS #019  ,3100 S Sheridan Blvd,Denver,CO,80227,39.65461730957031,-105.05265808105469,grocery
912,KING SOOPERS #016  ,19711 E Smoky Hill Rd,Centennial,CO,80015,39.61526870727539,-104.75848388671875,grocery
4065,WALMART #5137  ,6101 S Aurora Pkwy,Aurora,CO,80016,39.60635757446289,-104.7047119140625,grocery
940,KING SOOPERS #084  ,6412 S Parker Rd,Aurora,CO,80016,39.60026168823242,-104.80294799804688,grocery
951,KING SOOPERS #109  ,5050 S Federal Blvd,Englewood,CO,80110,39.62512969970703,-105.02375030517578,grocery
950,KING SOOPERS #107  ,25701 E. Smoky Hill Road,Aurora,CO,80016,39.587615966796875,-104.68721008300781,grocery
946,KING SOOPERS #096  ,6000 S Holly St,Greenwood Village,CO,80111,39.60767364501953,-104.92076873779297,grocery
966,KING SOOPERS #131  ,100 West Littleton Blvd.,Littleton,CO,80120,39.6123046875,-104.98974609375,grocery
2940,TARGET #1976  ,7400 S Gartrell Rd,Aurora,CO,80016,39.58116149902344,-104.72158813476562,grocery
3788,WALMART #3313  ,10900 E Briarwood Ave,Centennial,CO,80112,39.59056091308594,-104.86180877685547,grocery
2932,TARGET #1776  ,9390 W Cross Dr,Littleton,CO,80123,39.61075973510742,-105.101806640625,grocery
4040,WALMART #5049  ,13420 W Coal Mine Ave,Littleton,CO,80127,39.608131408691406,-105.15096282958984,grocery
962,KING SOOPERS #126  ,17761 Cottonwood Dr,Parker,CO,80134,39.56021499633789,-104.78294372558594,grocery
923,KING SOOPERS #047  ,7575 S University Blvd,Centennial,CO,80122,39.578529357910156,-104.96131134033203,grocery
952,KING SOOPERS #110  ,8673 S Quebec St,Highlands Ranch,CO,80130,39.55891418457031,-104.90779876708984,grocery
916,KING SOOPERS #025  ,11747 W Ken Caryl Ave,Littleton,CO,80127,39.58213806152344,-105.13082885742188,grocery
943,KING SOOPERS #088  ,17031 Lincoln Ave,Parker,CO,80134,39.536014556884766,-104.79065704345703,grocery
938,KING SOOPERS #078  ,8126 S Wadsworth Blvd,Littleton,CO,80128,39.56843948364258,-105.08147430419922,grocery
917,KING SOOPERS #027  ,9551 S University Blvd,Highlands Ranch,CO,80126,39.542266845703125,-104.9441909790039,grocery
2953,TARGET #2716  ,1265 Sgt Jon Stiles Dr,Highlands Ranch,CO,80129,39.54934310913086,-105.00556945800781,grocery
3700,WALMART #2892  ,11101 S Parker Rd,Parker,CO,80134,39.51386642456055,-104.7684097290039,grocery
2947,TARGET #2219  ,11150 S Twenty Mile Rd,Parker,CO,80134,39.513431549072266,-104.77433013916016,grocery
909,KING SOOPERS #008  ,2205 W Wildcat Reserve Pk,Highlands Ranch,CO,80129,39.536537170410156,-105.01374053955078,grocery
945,KING SOOPERS #091  ,7284 Lagae Rd,Castle Pines North,CO,80108,39.468509674072266,-104.87944793701172,grocery
961,KING SOOPERS #125  ,5544 Promenade Parkway,Castle Rock,CO,80108,39.41539001464844,-104.87914276123047,grocery
3230,WALMART #0984  ,133 Sam Walton Lane,Castle Rock,CO,80104,39.406246185302734,-104.86088562011719,grocery
3762,WALMART #3227  ,16218 Jackson Creeek Pkwy,Monument,CO,80132,39.06707763671875,-104.85382843017578,grocery
937,KING SOOPERS #077  ,1070 W Baptist Rd,Colorado Springs,CO,80921,39.058006286621094,-104.84288787841797,grocery
957,KING SOOPERS #119  ,9225 N Union Blvd,Colorado Springs,CO,80920,38.964576721191406,-104.75508880615234,grocery
3959,WALMART #4335  ,11550 Meridian Market Vw,Falcon,CO,80831,38.93928909301758,-104.6130142211914,grocery
3504,WALMART #1896  ,8250 Razorback Rd,Colorado Springs,CO,80920,38.949806213378906,-104.79971313476562,grocery
4059,WALMART #5123  ,5550 E Woodmen Rd,Colorado Springs,CO,80920,38.94265365600586,-104.72539520263672,grocery
936,KING SOOPERS #076  ,3570 Hartsel Dr,Colorado Springs,CO,80920,38.939964294433594,-104.76041412353516,grocery
925,KING SOOPERS #053  ,6930 N Academy Blvd,Colorado Springs,CO,80918,38.93146896362305,-104.7977294921875,grocery
947,KING SOOPERS #098  ,6030 Stetson Hills Blvd,Colorado Springs,CO,80923,38.9122314453125,-104.71591186523438,grocery
3849,WALMART #3582  ,1575 Space Center Dr,Colorado Springs,CO,80915,38.854488372802734,-104.72190856933594,grocery
3295,WALMART #1200  ,3201 E Platte Ave,Colorado Springs,CO,80909,38.83753204345703,-104.77041625976562,grocery
3380,WALMART #1434  ,707 S 8Th St,Colorado Springs,CO,80905,38.8237419128418,-104.83767700195312,grocery
927,KING SOOPERS #058  ,815 Cheyenne Meadows Rd,Colorado Springs,CO,80906,38.77595901489258,-104.81201171875,grocery
3728,WALMART #3018  ,4425 Venetucci Blvd,Colorado Springs,CO,80906,38.7686653137207,-104.78112030029297,grocery
3322,WALMART #1273  ,6310 S Us Highway 85-87,Fountain,CO,80817,38.74043273925781,-104.73680114746094,grocery
3804,WALMART #3382  ,78 N Mcculloch Blvd,Pueblo,CO,81007,38.33640670776367,-104.74012756347656,grocery
2029,SMITH'S #477 WKS  ,750 N Main St,Logan,UT,84321,41.74560546875,-111.832763671875,grocery
1950,SMITH'S #087 WKS  ,175 E 442 N,Logan,UT,84321,41.73973083496094,-111.83016967773438,grocery
3192,WALMART #0842  ,4200 Dillon Dr,Pueblo,CO,81008,38.31397247314453,-104.60968017578125,grocery
922,KING SOOPERS #043  ,102 W 29Th St,Pueblo,CO,81008,38.29740524291992,-104.6077880859375,grocery
910,KING SOOPERS #012  ,3050 W Northern Ave,Pueblo,CO,81005,38.24281311035156,-104.64595794677734,grocery
3238,WALMART #1001  ,4080 W Northern Ave,Pueblo,CO,81005,38.2322998046875,-104.66496276855469,grocery
4198,WALMART #5828  ,2730 S Prairie Ave,Pueblo,CO,81005,38.21990966796875,-104.6416015625,grocery
1967,SMITH'S #178 WKS  ,156 S Main Street,Brigham,UT,84302,41.506587982177734,-112.01663208007812,grocery
1975,SMITH'S #279 WKS  ,2434 North 400 East,North Ogden,UT,84414,41.302860260009766,-111.9662857055664,grocery
1946,SMITH'S #072 WKS  ,1725 Uinta Way,Park City,UT,84098,40.723758697509766,-111.54292297363281,grocery
730,FRESH MARKET #2365,1760 Park Avenue,Park City,UT,84060,40.65949630737305,-111.50664520263672,grocery
1964,SMITH'S #149 WKS  ,1170 E Gentile St,Layton,UT,84040,41.060359954833984,-111.94353485107422,grocery
1957,SMITH'S #135 WKS  ,1316 North Highway 89,Farmington,UT,84025,41.00235366821289,-111.90667724609375,grocery
3459,WALMART #1699  ,745 W Hill Field Rd,Layton,UT,84041,41.068359375,-111.97964477539062,grocery
1973,SMITH'S #277 WKS  ,1370 West 200 North,Kaysville,UT,84037,41.040348052978516,-111.96662139892578,grocery
1961,SMITH'S #142 WKS  ,951 W 1700 S,Syracuse,UT,84075,41.08781433105469,-112.04412078857422,grocery
2022,SMITH'S #444 WKS  ,555 S 200 W,Bountiful,UT,84010,40.88179397583008,-111.88385009765625,grocery
1951,SMITH'S #093 WKS  ,614 W 2600 South,Woods Cross,UT,84010,40.86302947998047,-111.89823150634766,grocery
3934,WALMART #4208  ,2705 E Parleys Way,Salt Lake City,UT,84109,40.71941375732422,-111.81304168701172,grocery
2028,SMITH'S #475 WKS  ,3215 S Valley St,Salt Lake City,UT,84109,40.70088195800781,-111.79896545410156,grocery
1952,SMITH'S #094 WKS  ,455 South 500 East,Salt Lake City,UT,84102,40.759361267089844,-111.87527465820312,grocery
1945,SMITH'S #069 WKS  ,1174 West 600 North,Salt Lake City,UT,84116,40.78351974487305,-111.92476654052734,grocery
3854,WALMART #3589  ,350 W Hope Ave,Salt Lake City,UT,84115,40.740848541259766,-111.901123046875,grocery
1956,SMITH'S #133 WKS  ,845 E 4500 S,Salt Lake City,UT,84107,40.675514221191406,-111.86722564697266,grocery
4129,WALMART #5350  ,4627 S 900 E,Salt Lake City,UT,84117,40.6697883605957,-111.8635025024414,grocery
3557,WALMART #2207  ,7250 S Union Park Ave,Midvale,UT,84047,40.619422912597656,-111.85850524902344,grocery
1949,SMITH'S #085 WKS  ,980 Fort Union Blvd,Midvale,UT,84047,40.62147903442383,-111.86318969726562,grocery
1944,SMITH'S #066 WKS  ,4065 S Redwood Rd,Salt Lake City,UT,84123,40.68333435058594,-111.93756103515625,grocery
1948,SMITH'S #083 WKS  ,7Th West 5300 South,Salt Lake City,UT,84123,40.65608215332031,-111.90998840332031,grocery
1943,SMITH'S #047 WKS  ,2039 E 9400 S,Sandy,UT,84093,40.582000732421875,-111.83275604248047,grocery
4093,WALMART #5235  ,9151 S Quarry Bend Dr,Sandy,UT,84094,40.585330963134766,-111.85964965820312,grocery
1965,SMITH'S #153 WKS  ,10305 S 1300 East,Sandy,UT,84094,40.56397247314453,-111.85132598876953,grocery
1960,SMITH'S #139 WKS  ,7061 S Redwood Rd,West Jordan,UT,84084,40.62297439575195,-111.93682861328125,grocery
1959,SMITH'S #137 WKS  ,4643 South 4000 West,West Valley City,UT,84120,40.66870880126953,-111.98489379882812,grocery
1963,SMITH'S #147 WKS  ,5620 West 4100 South,West Valley City,UT,84128,40.683963775634766,-112.0258560180664,grocery
2031,SMITH'S #495 WKS  ,1820 W 9000 S,West Jordan,UT,84088,40.58953857421875,-111.94094848632812,grocery
3576,WALMART #2307  ,11328 S Jordan Gtwy,South Jordan,UT,84095,40.5456428527832,-111.90142822265625,grocery
1955,SMITH'S #132 WKS  ,212 E 12300 South,Draper,UT,84020,40.5254020690918,-111.88546752929688,grocery
3763,WALMART #3232  ,7671 S 3800 W,West Jordan,UT,84084,40.61138916015625,-111.97792053222656,grocery
4024,WALMART #4689  ,4689 W Cedar Hills Dr,Cedar Hills,UT,84062,40.41655731201172,-111.77037048339844,grocery
1966,SMITH'S #158 WKS  ,4080 W 9000 S,West Jordan,UT,84088,40.58892822265625,-111.98775482177734,grocery
1954,SMITH'S #119 WKS  ,1550 E 3500 N,Lehi,UT,84043,40.42964553833008,-111.82474517822266,grocery
1971,SMITH'S #274 WKS  ,5710 West 7800 South,West Jordan,UT,84081,40.61125946044922,-112.02690887451172,grocery
1962,SMITH'S #144 WKS  ,45 S State St,Orem,UT,84058,40.296443939208984,-111.6915054321289,grocery
3602,WALMART #2511  ,949 W Grassland Dr,American Fork,UT,84003,40.384788513183594,-111.82513427734375,grocery
1958,SMITH'S #136 WKS  ,350 N Freedom Blvd,Provo,UT,84601,40.23876190185547,-111.66144561767578,grocery
3862,WALMART #3620  ,13502 Hamilton View Rd,Riverton,UT,84065,40.505149841308594,-111.97752380371094,grocery
1972,SMITH'S #276 WKS  ,5448 West Daybreak Pkwy,South Jordan,UT,84095,40.53915786743164,-112.02116394042969,grocery
1953,SMITH'S #108 WKS  ,5560 W 13400 S,Herriman,UT,84096,40.50957489013672,-112.02364349365234,grocery
1970,SMITH'S #271 WKS  ,1117 West 400 South,Springville,UT,84663,40.159786224365234,-111.63069152832031,grocery
3755,WALMART #3208  ,660 S 1750 W,Springville,UT,84663,40.15732955932617,-111.64437103271484,grocery
1969,SMITH'S #207 WKS  ,689 N Redwood Rd,Saratoga Springs,UT,84045,40.374656677246094,-111.91941833496094,grocery
3913,WALMART #4068  ,1206 N Canyon Creek Pkwy,Spanish Fork,UT,84660,40.123817443847656,-111.63886260986328,grocery
1947,SMITH'S #075 WKS  ,632 S 100 West,Payson,UT,84651,40.0342903137207,-111.73501586914062,grocery
855,DILLONS #84  ,1216 N Main St,Newton,KS,67114,38.05636978149414,-97.34285736083984,grocery
3586,WALMART #2428  ,1701 S Kansas Rd,Newton,KS,67114,38.02322769165039,-97.33919525146484,grocery
3956,WALMART #4321  ,5475 N Meridian Ave,Wichita,KS,67204,37.784423828125,-97.3734359741211,grocery
3777,WALMART #3283  ,10600 W 21St St N,Wichita,KS,67205,37.724727630615234,-97.46583557128906,grocery
848,DILLONS #49  ,10222 W 21St St N,Wichita,KS,67205,37.72400665283203,-97.46112060546875,grocery
3740,WALMART #3103  ,18631 W Kellogg Dr,Goddard,KS,67052,37.66066360473633,-97.55460357666016,grocery
843,DILLONS #16  ,8828 W 13Th St N,Wichita,KS,67212,37.70999526977539,-97.44574737548828,grocery
852,DILLONS #72  ,10515 W Central Ave,Wichita,KS,67212,37.69272232055664,-97.4646224975586,grocery
853,DILLONS #81  ,13415 W Maple St,Wichita,KS,67235,37.67705535888672,-97.4969482421875,grocery
857,DILLONS #89  ,1910 W 21St St N,Wichita,KS,67203,37.72358322143555,-97.36106872558594,grocery
847,DILLONS #34  ,3932 W 13Th St N,Wichita,KS,67203,37.709716796875,-97.38836669921875,grocery
859,DILLONS #92  ,640 N West St,Wichita,KS,67203,37.6941032409668,-97.3881607055664,grocery
849,DILLONS #56  ,3707 N Woodlawn Blvd,Wichita,KS,67220,37.750755310058594,-97.26404571533203,grocery
3302,WALMART #1221  ,6110 W Kellogg Dr,Wichita,KS,67209,37.67536926269531,-97.41349029541016,grocery
3397,WALMART #1507  ,3030 N Rock Rd,Wichita,KS,67226,37.738792419433594,-97.24185180664062,grocery
851,DILLONS #66  ,2244 N Rock Rd,Wichita,KS,67226,37.72462844848633,-97.24241638183594,grocery
858,DILLONS #91  ,3020 E Douglas Ave,Wichita,KS,67214,37.687286376953125,-97.30036926269531,grocery
844,DILLONS #20  ,7707 E Central Ave,Wichita,KS,67206,37.692176818847656,-97.24591827392578,grocery
3266,WALMART #1099  ,501 E Pawnee St,Wichita,KS,67211,37.64797592163086,-97.33216857910156,grocery
850,DILLONS #65  ,3211 S Seneca St,Wichita,KS,67217,37.63602828979492,-97.35415649414062,grocery
860,DILLONS #96  ,5500 E Harry St,Wichita,KS,67218,37.66594696044922,-97.27250671386719,grocery
842,DILLONS #12  ,9450 E Harry St,Wichita,KS,67207,37.665889739990234,-97.22737121582031,grocery
3835,WALMART #3492  ,11411 E Kellogg Dr,Wichita,KS,67207,37.67639923095703,-97.20433807373047,grocery
846,DILLONS #33  ,4747 S Broadway Ave,Wichita,KS,67216,37.609195709228516,-97.33553314208984,grocery
3047,WALMART #0186  ,301 S Village Rd,El Dorado,KS,67042,37.814640045166016,-96.89241027832031,grocery
856,DILLONS #85  ,225 E Cloud Ave,Andover,KS,67002,37.67688751220703,-97.13304901123047,grocery
3278,WALMART #1151  ,10824 Parallel Pkwy,Kansas City,KS,66109,39.132171630859375,-94.83006286621094,grocery
845,DILLONS #29  ,700 S Main St,El Dorado,KS,67042,37.81178665161133,-96.8495864868164,grocery
3129,WALMART #0592  ,2020 N Nelson Dr,Derby,KS,67037,37.56890869140625,-97.27503967285156,grocery
854,DILLONS #83  ,1624 N Rock Rd,Derby,KS,67037,37.56361389160156,-97.24126434326172,grocery
3071,WALMART #0346  ,719 W 7Th Ave,Augusta,KS,67010,37.67798614501953,-96.98771667480469,grocery
868,FRED MEYER #613  ,3527 S Federal Way,Boise,ID,83705,43.568599700927734,-116.18710327148438,grocery
3979,WALMART #4475  ,395 N K-7 Hwy,Olathe,KS,66061,38.8862190246582,-94.83792877197266,grocery
3599,WALMART #2490  ,5150 Roe Blvd,Roeland Park,KS,66205,39.035579681396484,-94.64122772216797,grocery
3235,WALMART #0998 ,4701 Mission Rd,Westwood,KS,66205,39.04360580444336,-94.6194076538086,grocery
872,FRED MEYER #662  ,5230 W Franklin Rd,Boise,ID,83705,43.603904724121094,-116.24604797363281,grocery
4116,WALMART #5307  ,1725 E Santa Fe St,Gardner,KS,66030,38.808895111083984,-94.89309692382812,grocery
3691,WALMART #2861  ,7319 W State St,Garden City,ID,83714,43.669891357421875,-116.28349304199219,grocery
867,FRED MEYER #449  ,5425 W Chinden Blvd,Garden City,ID,83714,43.64552307128906,-116.27637481689453,grocery
3931,WALMART #4198 ,18555 W 151St St,Olathe,KS,66062,38.852909088134766,-94.79969787597656,grocery
3601,WALMART #2508  ,8300 W Overland Rd,Boise,ID,83709,43.59280776977539,-116.28479766845703,grocery
3120,WALMART #0577  ,13600 S Alden St,Olathe,KS,66062,38.88085174560547,-94.75822448730469,grocery
866,FRED MEYER #439  ,10751 W Overland Rd,Boise,ID,83709,43.58918762207031,-116.31645202636719,grocery
3076,WALMART #0370  ,2022 E 16Th St,Wellington,KS,67152,37.27341842651367,-97.37322235107422,grocery
3692,WALMART #2862  ,4051 E Fairview Ave,Meridian,ID,83642,43.618099212646484,-116.34419250488281,grocery
864,FRED MEYER #198  ,1850 E Fairview Ave,Meridian,ID,83642,43.62075424194336,-116.37232208251953,grocery
874,FRED MEYER #685  ,1400 W Chinden Blvd,Meridian,ID,83646,43.66587448120117,-116.41109466552734,grocery
3718,WALMART #2955  ,1701 W 133Rd St,Kansas City,MO,64145,38.88496780395508,-94.60493469238281,grocery
3739,WALMART #3093  ,795 W Overland Rd,Meridian,ID,83642,43.589515686035156,-116.40308380126953,grocery
4200,WALMART #5841  ,5001 N Ten Mile Rd,Meridian,ID,83646,43.65021514892578,-116.43489074707031,grocery
3883,WALMART #3739  ,5875 E Franklin Rd,Nampa,ID,83687,43.60338592529297,-116.51105499267578,grocery
3046,WALMART #0184  ,600 Ne Coronado Dr,Blue Springs,MO,64014,39.02419662475586,-94.25505828857422,grocery
865,FRED MEYER #226  ,50 2Nd St South,Nampa,ID,83651,43.58818817138672,-116.5745620727539,grocery
3666,WALMART #2780  ,5108 Cleveland Blvd,Caldwell,ID,83607,43.63117980957031,-116.6456069946289,grocery
3880,WALMART #3731  ,460 Nm Hwy 528,Bernalillo,NM,87004,35.31999588012695,-106.57208251953125,grocery
2015,SMITH'S #413 WKS  ,1000 Rio Rancho Dr Se,Rio Rancho,NM,87124,35.23967742919922,-106.65465545654297,grocery
3881,WALMART #3732  ,901 Unser Blvd Se,Rio Rancho,NM,87124,35.24295425415039,-106.69965362548828,grocery
3368,WALMART #1397  ,10224 Coors Byp Nw,Albuquerque,NM,87114,35.204341888427734,-106.65673065185547,grocery
2027,SMITH'S #463 WKS  ,4800 Mcmahon Blvd Nw,Albuquerque,NM,87114,35.205074310302734,-106.67731475830078,grocery
2026,SMITH'S #459 WKS  ,8100 Wyoming Blvd Ne,Albuquerque,NM,87113,35.17475891113281,-106.55903625488281,grocery
2024,SMITH'S #448 WKS  ,8301 Golg Course Rd Se,Albuquerque,NM,87120,35.17884826660156,-106.68990325927734,grocery
2030,SMITH'S #494 WKS  ,5850 Eubank Blvd Ne,Albuquerque,NM,87111,35.146705627441406,-106.52764892578125,grocery
2025,SMITH'S #450 WKS  ,8040 Academy Rd Ne,Albuquerque,NM,87111,35.14625930786133,-106.54965209960938,grocery
3187,WALMART #0824  ,8000 Academy Rd Ne,Albuquerque,NM,87111,35.14493179321289,-106.55075073242188,grocery
2020,SMITH'S #439 WKS  ,4700 Tramway Blvd Ne,Albuquerque,NM,87111,35.13298034667969,-106.49678802490234,grocery
2017,SMITH'S #423 WKS  ,6125 4Th St Nw,Albuquerque,NM,87107,35.1467399597168,-106.64048767089844,grocery
3932,WALMART #4201  ,66 State Rd 344,Edgewood,NM,87015,35.07082748413086,-106.1881103515625,grocery
2018,SMITH'S #424 WKS  ,2B State Rd 344,Edgewood,NM,87015,35.061553955078125,-106.18954467773438,grocery
4166,WALMART #5491  ,2266 Wyoming Blvd Ne,Albuquerque,NM,87112,35.1061897277832,-106.5488052368164,grocery
3194,WALMART #0850  ,2701 Carlisle Blvd Ne,Albuquerque,NM,87110,35.11197280883789,-106.608154296875,grocery
2032,SMITH'S #496 WKS  ,3701 Constitution Ave Ne,Albuquerque,NM,87110,35.095672607421875,-106.60295867919922,grocery
3711,WALMART #2924  ,2550 Coors Blvd Nw,Albuquerque,NM,87120,35.11021423339844,-106.7008056640625,grocery
2023,SMITH'S #446 WKS  ,6001 Lomas Blvd Ne,Albuquerque,NM,87110,35.08837890625,-106.57860565185547,grocery
3189,WALMART #0835  ,400 Eubank Blvd Ne,Albuquerque,NM,87123,35.079681396484375,-106.52948760986328,grocery
2019,SMITH'S #427 WKS  ,200 Tramway Blvd Se,Albuquerque,NM,87123,35.06690216064453,-106.49665069580078,grocery
2021,SMITH'S #443 WKS  ,320 Yale Blvd Se,Albuquerque,NM,87106,35.07612228393555,-106.6217269897461,grocery
2033,SMITH'S #498 WKS  ,111 Coors Blvd Nw,Albuquerque,NM,87121,35.08191680908203,-106.71261596679688,grocery
4148,WALMART #5430  ,3500 Coors Blvd Sw,Albuquerque,NM,87121,35.02610397338867,-106.71167755126953,grocery
3039,WALMART #0108  ,1608 S Division St,Guthrie,OK,73044,35.862884521484375,-97.42272186279297,grocery
2016,SMITH'S #414 WKS  ,2580 Main St Ne,Los Lunas,NM,87031,34.80893325805664,-106.70240783691406,grocery
3856,WALMART #3596  ,2250 Main St Nw,Los Lunas,NM,87031,34.81726837158203,-106.76313018798828,grocery
