"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2288525,"April 26, 2022",Colorado,Denver,"5959 N Dunkirk St",3,0,N/A
2288433,"April 26, 2022",Louisiana,"New Orleans","400 block of Burgundy St",1,0,N/A
2286385,"April 24, 2022","South Carolina",Scranton,"396 S Glendale School Rd",1,0,N/A
2285738,"April 23, 2022",Louisiana,Lafayette,"1300 block of NE Evangeline Thwy",1,0,N/A
2283535,"April 20, 2022",Minnesota,Duluth,"715 E 12th St",5,0,N/A
2283481,"April 18, 2022","North Carolina",Mocksville,"1943 Junction Rd",4,0,N/A
2282234,"April 18, 2022",Minnesota,Lynd,N/A,1,0,N/A
2281849,"April 17, 2022",Colorado,Denver,"1700 block of S Pecos St",1,0,N/A
2280526,"April 15, 2022",Minnesota,Minneapolis,"341 Hennepin Ave",1,0,N/A
2280916,"April 15, 2022",Ohio,"Cleveland (South Euclid)","Wrenford Rd and Bexley Blvd",1,0,N/A
2279355,"April 14, 2022",Pennsylvania,Erie,"2100 block of Downing Ave",1,0,N/A
2278104,"April 13, 2022",Nevada,Henderson,"103 Sicily Hills Ct",1,0,N/A
2278012,"April 12, 2022",Louisiana,"Baton Rouge","5100 block of Fairfields Ave",1,0,N/A
2275895,"April 10, 2022",Arkansas,Marion,"Sherwood Cove and Hickory St",1,0,N/A
2276006,"April 10, 2022",Colorado,"Fort Collins","1200 block of E Lincoln Ave",1,0,N/A
2273835,"April 8, 2022",Georgia,"Stone Mountain","3800 block of Wood Path Dr",1,0,N/A
2274050,"April 8, 2022",Ohio,Vinton,"26000 block of Price Strong Rd",1,0,N/A
2273197,"April 7, 2022",Florida,"West Palm Beach","916 4th St",1,1,N/A
2271185,"April 5, 2022",Pennsylvania,Chester,"916 Kerlin St",1,0,N/A
2270357,"April 3, 2022",Florida,"Saint Petersburg","11401 Dr MLK Jr St N",2,0,N/A
2270300,"April 3, 2022",Florida,Jacksonville,"Crimson Leaf Ln",1,0,N/A
2268578,"April 1, 2022",Louisiana,Shreveport,"2800 block of Morningside Dr",1,1,N/A
2265633,"March 28, 2022",Georgia,Atlanta,"1496 Bouldercrest Rd",1,0,N/A
2264686,"March 28, 2022",Texas,Dallas,"9500 block of Timberleaf Dr",1,0,N/A
2264650,"March 27, 2022","North Carolina",Sylva,"110 Ferguson Road",2,0,N/A
2265089,"March 27, 2022",Tennessee,Memphis,"1265 Wesley Dr",1,0,N/A
2264300,"March 26, 2022",Kansas,"Baxter Springs","340 Wyandotte Ave",3,0,N/A
2263826,"March 25, 2022",Georgia,"Warner Robins","200 block of Virginia Dare Dr",1,0,N/A
2263793,"March 25, 2022","New Jersey",Trenton,"1 Kingsbury Sq",1,0,N/A
2262573,"March 24, 2022",Ohio,Akron,"Dayton Pl and Dayton St",1,0,N/A
2261209,"March 23, 2022",Tennessee,Talbott,"414 English Dr",1,0,N/A
2260829,"March 22, 2022",Ohio,Cleveland,"4000 block of W 49th St",1,0,N/A
2259312,"March 20, 2022",Louisiana,"Lake Charles","1400 block of Mill St",1,0,N/A
2257091,"March 18, 2022",Michigan,Pontiac,"Edmund Ct and E Wilson Ave",1,1,N/A
2261059,"March 18, 2022",Ohio,Euclid,"Shoreview Ave",1,0,N/A
2254521,"March 15, 2022",Texas,Lubbock,"3600 block of Lehigh St",1,0,N/A
2254381,"March 14, 2022",Tennessee,Ripley,"College St and Maple Ave",1,0,N/A
2252804,"March 13, 2022",Alabama,Tuscaloosa,"3028 19th St",2,0,N/A
2252114,"March 12, 2022",Texas,Killeen,"400 block of W Vega Ln",2,1,N/A
2253591,"March 12, 2022",Illinois,Springfield,"700 block of W Monroe St",1,0,N/A
2251075,"March 10, 2022",Tennessee,Elkton,"Old Elkton Hwy",1,0,N/A
2250213,"March 8, 2022",Illinois,Bloomington,"1005 Four Seasons Rd",3,0,N/A
2246321,"March 2, 2022","North Carolina",Lexington,"516 Burgess St",3,0,N/A
2244283,"March 1, 2022",Michigan,Troy,"1750 Brentwood Dr",2,1,N/A
2243847,"February 28, 2022",Hawaii,Waialua,"67-174 Kuhi St",2,0,N/A
2243861,"February 28, 2022",California,Sacramento,"2041 Wyda Way",5,0,N/A
2243899,"February 28, 2022",Pennsylvania,Coatesville,"367 E Chestnut St",1,0,N/A
2243381,"February 27, 2022",Georgia,Lithonia,"3045 Panola Rd",1,0,N/A
2244017,"February 27, 2022",Mississippi,Hattiesburg,"Willis Ave",1,2,N/A
2241851,"February 24, 2022",Georgia,Milledgeville,N/A,1,0,N/A
2241752,"February 24, 2022",Texas,Granbury,"306 Kathy Lane",4,0,N/A
2241007,"February 23, 2022",Georgia,Atlanta,"1754 Richmond Cir SE",1,0,N/A
2237994,"February 20, 2022",Michigan,Detroit,"15319 Evergreen Rd",3,0,N/A
2238312,"February 20, 2022",Mississippi,Mccomb,"Minnesota Ave and 6th St",1,3,N/A
2239050,"February 19, 2022",Ohio,Lima,"1300 block of W Wayne St",1,0,N/A
2237226,"February 18, 2022",Texas,"San Antonio","100 block of Dublin Ave",1,0,N/A
2235843,"February 17, 2022",Arizona,Glendale,"65th Ave and Bethany Home Rd",1,0,N/A
2234293,"February 14, 2022",Texas,Houston,"2900 Woodridge Dr",1,0,N/A
2232980,"February 12, 2022",Ohio,Toledo,"1900 block of Collingwood Blvd",1,1,N/A
2233300,"February 12, 2022",Louisiana,"Morgan City","2200 block of Maple St",1,0,N/A
2232093,"February 11, 2022",Alabama,Montgomery,"N Decatur St and Graves St",1,0,N/A
2230700,"February 9, 2022",Michigan,Wyoming,"2400 block of Meyer Ave SW",1,1,N/A
2229918,"February 8, 2022",Florida,"Hialeah (Miami Lakes)","6400 block of Miami Lakes Dr",3,0,N/A
2227864,"February 6, 2022",Kentucky,Lexington,"572 N Upper St",2,0,N/A
2227058,"February 5, 2022",Texas,Corsicana,"2919 W 2nd Ave",6,2,N/A
2226920,"February 4, 2022",Florida,"Belle Glade","500 block of Southeast First St",1,0,N/A
2229068,"February 4, 2022",Arizona,"El Mirage","12950 W Laurel Ln",3,0,N/A
2226010,"February 3, 2022",Georgia,Griffin,"1110 W Poplar St",1,0,N/A
2226545,"February 3, 2022",Texas,Houston,"12212 Tidwell Rd",1,0,N/A
2224250,"February 1, 2022",Georgia,Columbus,"4200 block of Green Ridge Dr",1,0,N/A
2226217,"February 1, 2022",Colorado,"Colorado Springs","3200 block of Heather Glen Dr",2,0,N/A
2222806,"January 29, 2022",Nevada,"Las Vegas","NV-159 and Calico Canyon Rd",2,0,N/A
2222923,"January 29, 2022",Texas,Eustace,"Co Rd 2911",1,0,N/A
2222988,"January 29, 2022",Louisiana,"Westwego (Bridge City)","900 block of Stillwell Ln",1,0,N/A
2221916,"January 28, 2022",Tennessee,Goodlettsville,"2844 Greer Rd",4,0,N/A
2219689,"January 24, 2022",Ohio,Somerville,"9290 Greenbush Rd",3,0,N/A
2218867,"January 24, 2022",Georgia,Atlanta,"202 Anderson Ave",1,0,N/A
2217486,"January 22, 2022",Illinois,Chicago,"3900 block of W 26th St",1,1,N/A
2218524,"January 22, 2022",Florida,"Port Saint Lucie","10460 Southwest Village Pkwy",2,0,N/A
2215351,"January 16, 2022",Texas,"Del Rio","400 block of San Juan St",1,0,N/A
2212218,"January 15, 2022",Wisconsin,Milwaukee,"1803 W Highland Ave",1,0,N/A
2210429,"January 12, 2022",Florida,"Land O Lakes (Land O' Lakes)","22000 block of Laver Ln",3,0,N/A
2210266,"January 12, 2022",Florida,"Panama City (Callaway)","5000 block of E Seventh St",1,0,N/A
2210478,"January 12, 2022",Georgia,Atlanta,"833 Harwell Rd NW",1,0,N/A
2209838,"January 12, 2022",Arizona,Phoenix,"19th Ave and Thunderbird Rd",1,0,N/A
2210511,"January 12, 2022",Tennessee,Memphis,"2115 Clayton Ave",1,0,N/A
2209185,"January 11, 2022",Alabama,"Bessemer (Hueytown)","1400 block of 26th Ave",1,0,N/A
2207445,"January 8, 2022",Georgia,Augusta,"2000 block of 3rd Ave",1,0,N/A
2207308,"January 8, 2022",Ohio,"Brookpark (Brook Park)","5354 W 150th St",2,1,N/A
2205638,"January 6, 2022",Maryland,Clinton,"8500 block of Wendy St",2,1,N/A
2205490,"January 6, 2022",Alabama,Tuscaloosa,"8700 block of Charolais Dr",3,0,N/A
2210967,"January 5, 2022",Oklahoma,Lawton,"8802 NW Cache Rd",2,0,N/A
2205965,"January 5, 2022",Mississippi,Starkville,"Santa Anita Dr",1,0,N/A
2204367,"January 4, 2022",Washington,Auburn,"2100 block of 66th St SE",3,0,N/A
2201052,"December 30, 2021",Missouri,Kirksville,"700 block of E Dodson St",3,1,N/A
2200989,"December 29, 2021",Illinois,Rockford,"3300 block of Searles Ave",1,0,N/A
2199601,"December 28, 2021","South Carolina",Ridgeland,"2359 Wagon Branch Loop",1,0,N/A
2197602,"December 26, 2021",Louisiana,"New Orleans","General De Gaulle Dr and Hendee St",1,0,N/A
2196844,"December 25, 2021","North Carolina",Hendersonville,"Spicer Cove Rd",1,0,N/A
2196475,"December 24, 2021",Missouri,Independence,"500 block of S Glenwood Ave",1,0,N/A
2194783,"December 22, 2021",Ohio,Lithopolis,"390 Westview Terr",4,0,N/A
2195175,"December 22, 2021",Louisiana,Jeanerette,"1400 block of Main St",1,0,N/A
2193960,"December 20, 2021",Washington,Puyallup,"10800 block of 58th Avenue Ct E",1,0,N/A
2193522,"December 19, 2021",Illinois,Belvidere,"628 Union Ave",3,0,N/A
2192261,"December 17, 2021",Texas,Lubbock,"700 block of E Ursuline St",1,0,N/A
2190902,"December 16, 2021",Ohio,Dayton,"217 Out Belle Dr",2,0,N/A
2187270,"December 11, 2021",Kentucky,Louisville,"4400 block of Newport Rd",1,0,N/A
2190929,"December 11, 2021",Georgia,Monticello,N/A,1,0,N/A
2186925,"December 10, 2021",Louisiana,"Baton Rouge","River Rd and Brightside Dr",2,0,N/A
2185903,"December 9, 2021",Georgia,Riverdale,"6000 block of Westbury Rd",1,0,N/A
2186328,"December 8, 2021","New Mexico","Rio Rancho","5748 Sandoval Dr NE",1,0,N/A
2184591,"December 7, 2021",Ohio,Columbus,"6652 Kodiak Dr",3,0,N/A
2184845,"December 6, 2021",Wisconsin,Milwaukee,"3150 S 49th St",4,0,N/A
2182488,"December 4, 2021",Washington,"Granite Falls","8600 block of WA-92",1,0,N/A
2183429,"December 3, 2021","South Carolina","Port Royal","1650 Ribaut Rd",1,0,N/A
2181096,"December 2, 2021","North Carolina","Elizabeth City","Perry St and Jordan St",3,3,N/A
2180973,"December 2, 2021",Kentucky,Louisville,"8200 block of Sandidge Dr",1,0,N/A
2180041,"December 1, 2021",Kansas,"Kansas City","N 55th St and Georgia Ave",2,2,N/A
2178901,"November 30, 2021",Virginia,Covington,"1600 block of E Dolly Ann Dr",1,0,N/A
2177651,"November 28, 2021",Texas,"Fort Worth","100 block of N Lamar St",1,0,N/A
2177416,"November 28, 2021",California,Lancaster,"3500 block of Garnet Lane",5,0,N/A
2176729,"November 27, 2021",Texas,Hallsville,"2100 block of Young Rd",1,0,N/A
2176259,"November 25, 2021","South Carolina",Blackstock,"7134 Old Douglass Rd",1,0,N/A
2175762,"November 25, 2021",Minnesota,"Minneapolis (Brooklyn Park)","8000 block of Florida Ave",1,0,N/A
2176170,"November 25, 2021",Georgia,Atlanta,"4555 Washington Rd",1,0,N/A
2175125,"November 25, 2021",Pennsylvania,Bally,"8500 block of Chestnut St",1,0,N/A
2174401,"November 24, 2021","District of Columbia",Washington,"2300 block of Chester St",1,0,N/A
2173864,"November 23, 2021",California,Pasadena,"600 block of Sunnyslope Ave",2,0,N/A
2173281,"November 22, 2021",Pennsylvania,Pittsburgh,"100 block of Prescott Dr",1,0,N/A
2173053,"November 22, 2021",Pennsylvania,Pittsburgh,"500 block of N Negley Ave",1,0,N/A
2172398,"November 21, 2021",Kentucky,Shelbyville,"72 Zelkova Dr",1,0,N/A
2170247,"November 18, 2021",Maryland,Smithsburg,"MD-418 and Midvale St",4,0,N/A
2169620,"November 16, 2021",California,Sacramento,"Seavey Cir",2,0,N/A
2166371,"November 13, 2021",Georgia,Atlanta,"2060 Alison Court SW",1,0,N/A
2165859,"November 13, 2021",Alabama,Mobile,"1200 block of Alba St",1,0,N/A
2167270,"November 13, 2021",Georgia,Nashville,"300 block of JD Nichols Rd",1,1,N/A
2165600,"November 12, 2021",Virginia,Richmond,"3050 Nine Mile Rd",2,2,N/A
2161546,"November 7, 2021","South Carolina",Greenville,"Staunton Bridge Rd",1,1,N/A
2160866,"November 6, 2021",California,Oakland,"I-880 and Filbert St",1,0,N/A
2159430,"November 4, 2021",Illinois,Harvey,"15300 block of Lexington Ave",1,0,N/A
2156847,"November 1, 2021",Tennessee,Nashville,"2071 Oakwood Ave",1,0,N/A
2170476,"October 30, 2021",Florida,"Fort Pierce","100 block of Lilac Ter",1,0,N/A
2155944,"October 30, 2021",Colorado,"Colorado Springs","1350 Pleier Dr",4,0,N/A
2241941,"October 29, 2021",Virginia,"Newport News",N/A,1,0,N/A
2154648,"October 29, 2021","South Carolina",Columbia,"2400 block of Blue Ridge Terrace",1,0,N/A
2153114,"October 28, 2021",Texas,Houston,"8301 Willow Pl Dr N",1,0,N/A
2152151,"October 26, 2021",Alabama,Greensboro,"Balsa Ave",1,0,N/A
2151242,"October 25, 2021",Ohio,Canton,"1600 block of Royal Ave NE",1,0,N/A
2150576,"October 25, 2021",Tennessee,Cleveland,"Hancock Rd NE",1,0,N/A
2145183,"October 18, 2021",Texas,Elsa,"200 block of Begonia St",1,0,N/A
2145544,"October 18, 2021",Texas,Austin,"5828 Abby Ann Ln",3,0,N/A
2146784,"October 17, 2021","North Carolina","Elizabeth City","Hickory Rd",1,0,N/A
2142565,"October 16, 2021","South Carolina",Greenville,"3125 White Horse Rd",1,0,N/A
2146135,"October 14, 2021",Wisconsin,Milwaukee,"2600 block of North 37th St",2,0,N/A
2141201,"October 14, 2021",Illinois,Chatham,"300 block of Wintergreen Dr",1,0,N/A
2139614,"October 12, 2021",Arkansas,Marion,"835 Blvd. Saint Germaine St",3,0,N/A
2142113,"October 12, 2021","South Carolina",Orangeburg,"Russell St",1,0,N/A
2138796,"October 12, 2021",Mississippi,Clarksdale,"State St and DeSoto Ave",1,1,N/A
2146805,"October 11, 2021","South Carolina",Orangeburg,N/A,1,0,N/A
2136751,"October 9, 2021",Missouri,Independence,"1200 block of N Liberty St",1,0,N/A
2135002,"October 7, 2021",Florida,Jacksonville,"7000 block of Linda Dr",1,0,N/A
2133237,"October 4, 2021",Arizona,Phoenix,"N 83rd Ave and W Thomas Rd",2,0,N/A
2131147,"October 2, 2021",Wisconsin,Milwaukee,"N Sherman Blvd and Burleigh St",1,1,N/A
2131435,"October 2, 2021",Alabama,Auburn,"1330 Shug Jordan Pkwy",1,0,N/A
2130050,"October 1, 2021",Tennessee,Columbia,"1200 block of Double Branch Rd",3,0,N/A
2128369,"September 28, 2021",Wisconsin,"Madison (Fitchburg)","5100 block of Curry Ct",1,0,N/A
2127071,"September 27, 2021",Illinois,Markham,"W 157th St and Homan Ave",1,0,N/A
2126825,"September 27, 2021",Arizona,Phoenix,"4437 S 8th Place",1,1,N/A
2126212,"September 26, 2021",Virginia,Norfolk,"200 block of W Balview Ave",3,0,N/A
2123099,"September 22, 2021",Texas,Waco,"1725 N Martin Luther King Blvd",1,0,N/A
2122606,"September 20, 2021","South Dakota","Rapid City","840 N Spruce St",2,0,N/A
2118593,"September 17, 2021",Kansas,Lawrence,"1500 block of Wedgewood Dr",1,0,N/A
2117926,"September 15, 2021",Arkansas,"Little Rock","1800 block of Nichols Rd",2,0,N/A
2113166,"September 10, 2021",Georgia,Macon,"3401 Houston Ave",1,0,N/A
2117048,"September 9, 2021",Illinois,Polo,"300 block of Franklin Rd",1,0,N/A
2110143,"September 7, 2021",Ohio,"Avon Lake","32558 English Turn",4,0,N/A
2110670,"September 7, 2021","North Carolina",Charlotte,"2419 Richard Rozzelle Dr",1,1,N/A
2108414,"September 5, 2021",Texas,Houston,"7518 Imogene St",4,0,N/A
2108302,"September 5, 2021",Florida,Lakeland,"N Socrum Loop Rd and Fulton Green Rd",4,2,N/A
2110599,"September 5, 2021",Illinois,"East Saint Louis","1328 N 44th St",1,0,N/A
2107489,"September 3, 2021",Illinois,Chicago,"6500 block of S Ellis Ave",1,0,N/A
2107882,"September 3, 2021","North Carolina","Winston Salem (Winston-salem)","100 Block of Martindale Rd",1,0,N/A
2106351,"September 1, 2021",Michigan,Lowell,"11000 block of Barnsley Rd",2,0,N/A
2105787,"September 1, 2021",Kentucky,Louisville,"5504 Ailanthus Trail",1,0,N/A
2107176,"September 1, 2021",Michigan,Roseville,"20000 block of Twelve Mile Rd",1,0,N/A
2104404,"August 29, 2021","New Jersey",Newark,"100 block Schuyler Ave",1,0,N/A
2101258,"August 27, 2021",Indiana,Elkhart,"500 block of W High St",2,0,N/A
2101870,"August 27, 2021",Tennessee,Memphis,"3513 Boxtown Rd",1,0,N/A
2101524,"August 27, 2021",Tennessee,Memphis,"1300 block of Timothy Dr",1,0,N/A
2102082,"August 27, 2021",Pennsylvania,"Sharon Hill","300 Calcon Hook Rd",1,4,N/A
2101044,"August 26, 2021",Mississippi,Canton,"Franklin St and Canal St",2,1,N/A
2099265,"August 24, 2021",Maryland,"Hyattsville (Landover)","1600 block of Brightseat Rd",1,0,N/A
2099712,"August 24, 2021","New Mexico",Clovis,"1051 NM-311",1,0,N/A
2100249,"August 24, 2021",Louisiana,Arcadia,N/A,1,0,N/A
2098065,"August 23, 2021","West Virginia",Charleston,"3006 Elkdale Dr",3,1,N/A
2098732,"August 23, 2021",Georgia,Albany,"2500 block of Hilltop Dr",1,0,N/A
2097864,"August 22, 2021",Florida,Tampa,"Hillsborough Ave and N 43rd St",1,0,N/A
2096154,"August 20, 2021",Ohio,Toledo,"300 block of Austin St",1,1,N/A
2094071,"August 18, 2021",Ohio,Youngstown,"619 Samuel Ave",2,4,N/A
2091746,"August 15, 2021",Illinois,Chicago,"6200 block of W Grand Ave",1,1,N/A
2091828,"August 15, 2021",Kentucky,Louisville,"13000 block of Lyons Ave",2,0,N/A
2091125,"August 14, 2021",Texas,Portland,"2111 Escondido St",3,0,N/A
2089933,"August 13, 2021",Minnesota,Bena,N/A,1,0,N/A
2089279,"August 12, 2021",Michigan,Interlochen,"394 Bendon Rd",1,0,N/A
2089411,"August 11, 2021",Missouri,"Saint Louis","4246 Pleasant St",2,0,N/A
2086329,"August 8, 2021",Georgia,Albany,"1500 block of W Gordon Ave",1,0,N/A
2086012,"August 7, 2021",Mississippi,Meridian,"19th St and Old Marion Rd",1,0,N/A
2084089,"August 6, 2021",Alabama,Harvest,"281 Blue Creek Dr",2,0,N/A
2083541,"August 5, 2021",Illinois,Chicago,"6400 block of S Carpenter Ave",1,0,N/A
2082997,"August 4, 2021",Ohio,Dayton,"1000 block of Randolph St",1,0,N/A
2081842,"August 3, 2021",Texas,Groveton,N/A,1,0,N/A
2081603,"August 2, 2021",Michigan,Mancelona,N/A,1,0,N/A
2081610,"August 2, 2021",Louisiana,"Baton Rouge","7500 block of Glenetta Ct",1,0,N/A
2081118,"August 2, 2021",Virginia,Roanoke,"1644 Queen Ann Dr SE",1,0,N/A
2081131,"August 2, 2021","South Carolina",Greenwood,"101 Heddy Rd",3,1,N/A
2081354,"August 1, 2021",Missouri,Independence,"200 block of E Walnut St",1,0,N/A
2081494,"August 1, 2021",Utah,Smithfield,N/A,1,0,N/A
2080140,"August 1, 2021",Wisconsin,Milwaukee,"1307 S 9th St",1,0,N/A
2079064,"July 31, 2021",Ohio,Columbus,"2119 Via Da Vinci Ct",1,0,N/A
2082874,"July 30, 2021",Oklahoma,Calera,"5251 Choctaw Rd",3,0,N/A
2077517,"July 28, 2021",Louisiana,Minden,"700 block of Plum St",1,0,N/A
2075277,"July 25, 2021","North Carolina","High Point","800 Block of Worth St",1,0,N/A
2074453,"July 24, 2021",Mississippi,Amory,N/A,1,0,N/A
2068988,"July 20, 2021",Alabama,Birmingham,"1800 block of Carson Rd",1,0,N/A
2069325,"July 20, 2021",Ohio,Columbus,"1545 Sarin St",1,1,N/A
2067698,"July 18, 2021",Tennessee,Westmoreland,"Fairfield Rd",1,0,N/A
2067771,"July 17, 2021",Mississippi,Hickory,MS-503,1,0,N/A
2066927,"July 17, 2021",California,Arvin,"North Hill St",1,2,N/A
2066102,"July 17, 2021",Alabama,Montgomery,N/A,1,0,N/A
2159198,"July 16, 2021",Tennessee,Memphis,"Ridgeway Rd",1,0,N/A
2064992,"July 16, 2021","District of Columbia",Washington,"2900 block of MLK Ave SE",1,5,N/A
2062831,"July 13, 2021",Ohio,"Maple Heights","19700 block of Maple Heights Blvd",1,0,N/A
2061324,"July 12, 2021",Tennessee,Memphis,"5587 Berryman Dr",1,0,N/A
2059286,"July 9, 2021",Utah,"Heber City","2790 N Commons Blvd",1,0,N/A
2058232,"July 9, 2021",Oklahoma,Sayre,"100 block of W Main St",1,0,N/A
2057472,"July 8, 2021",Mississippi,Jackson,"Coronet Pl and Cummins St",1,0,N/A
2209052,"July 7, 2021",Tennessee,Memphis,"7600 block of Nash Dr",1,0,N/A
2055773,"July 7, 2021",Illinois,Chicago,"S Corliss Ave and E 32nd St",1,0,N/A
2055926,"July 7, 2021",Tennessee,Goodlettsville,"100 block of Elizabeth Ct",1,0,N/A
2055374,"July 6, 2021",Colorado,"Manitou Springs","141 Manitou Ave",1,0,N/A
2055057,"July 6, 2021",Virginia,Halifax,"5100 block of Halifax Rd",1,0,N/A
2055388,"July 5, 2021",Indiana,Lafayette,"3055 Mount Ct",2,0,N/A
2055252,"July 5, 2021","New York",Buffalo,"50 block of Donovan Dr",1,3,N/A
2055317,"July 5, 2021",Iowa,Algona,"418 S Harlan St",3,0,N/A
2053723,"July 4, 2021",Louisiana,Bastrop,"9000 block of Carbon Plant Rd",1,0,N/A
2053255,"July 4, 2021",Tennessee,Knoxville,"3900 block of Alma Ave",1,0,N/A
2054024,"July 4, 2021","New Jersey",Vineland,"700 block of W Earl Dr",1,0,N/A
2053324,"July 4, 2021",Tennessee,Memphis,"736 N Montgomery St",1,2,N/A
2050397,"July 1, 2021",Pennsylvania,Philadelphia,"5500 block of Whitby Ave",1,0,N/A
2050257,"July 1, 2021",Ohio,Columbus,"462 S Eureka Ave",1,0,N/A
2051370,"July 1, 2021",Missouri,"West Plains","Co Rd 3010",1,0,N/A
2049845,"June 30, 2021",Texas,Houston,"12101 Fondren Rd",3,1,N/A
2050433,"June 30, 2021",Missouri,"Saint Louis (Jennings)","5400 block of Hamilton Ave",1,0,N/A
2048499,"June 29, 2021",Pennsylvania,Erie,"9656 Sampson Rd",3,0,N/A
2047696,"June 28, 2021","North Carolina",Statesville,"1309 Wilson Lee Blvd",1,1,N/A
2045816,"June 26, 2021",California,Fresno,"Clinton Ave and Crystal Ave",1,0,N/A
2045972,"June 26, 2021",Pennsylvania,Philadelphia,"1400 block of W Pacific St",1,0,N/A
2045604,"June 25, 2021",Illinois,Burbank,"8300 block of Laramie Ave",1,0,N/A
2044225,"June 24, 2021",Michigan,Kalamazoo,"1100 block of Lake St",1,0,N/A
2044288,"June 23, 2021",Mississippi,Columbus,"1500 block of 26th St N",2,0,N/A
2040793,"June 20, 2021",Ohio,Canton,"6817 Salerno St NW",4,0,N/A
2037930,"June 17, 2021",Michigan,Detroit,"I-75 and E McNichols Rd",1,1,N/A
2037995,"June 17, 2021",Maine,Temple,"15 Forest Hill Rd",1,0,N/A
2037226,"June 16, 2021","North Carolina",Whitsett,"700 block of Nellie Gray Pl",1,0,N/A
2035964,"June 15, 2021",Florida,Jacksonville,"10300 block of Allene Rd",1,0,N/A
2030484,"June 10, 2021",Florida,"Royal Palm Beach","1180 Royal Palm Beach Blvd",3,0,N/A
2030878,"June 9, 2021","South Carolina","Leesville (Batesburg-leesville)","700 block of Madera Rd",1,1,N/A
2029170,"June 8, 2021",Mississippi,Vicksburg,"Elizabeth Cir",1,0,N/A
2026297,"June 6, 2021",Mississippi,Biloxi,"2490 S Shore Dr",3,0,N/A
2025887,"June 5, 2021","New York","Corona (Queens)","342 Beach 45th St",1,1,N/A
2025297,"June 4, 2021",Texas,Dallas,"1400 block of Stardale Ln",1,0,N/A
2022551,"June 2, 2021",Illinois,Joliet,"201 S Eastern Ave",1,0,N/A
2023091,"June 2, 2021",Mississippi,Canton,"117 S Hargon St",1,0,N/A
2021247,"May 31, 2021",Louisiana,"Baton Rouge","2225 College Dr",3,0,N/A
2016491,"May 25, 2021",Mississippi,"Sidon (Rising Sun)","Champagne St",1,1,N/A
2012104,"May 22, 2021",Tennessee,Memphis,"3327 N Watkins St",1,0,N/A
2010753,"May 21, 2021",California,Orange,SR-55,1,0,N/A
2013913,"May 21, 2021",Florida,"Fort Lauderdale","520 SE 5th Ave",2,0,N/A
2009257,"May 18, 2021",Ohio,Galion,N/A,1,0,N/A
2007416,"May 17, 2021",Minnesota,Minneapolis,"N 35th Ave and Penn Ave N",1,1,N/A
2007418,"May 17, 2021",Maryland,Bowie,"16501 Governor Bridge Rd",1,0,N/A
2006594,"May 17, 2021",Alabama,Maylene,"308 Goldilocks Ln",1,0,N/A
2012739,"May 16, 2021",Indiana,Peru,"2934 S 300 W",3,0,N/A
2006294,"May 16, 2021",Arizona,Tempe,"S Rural Rd and E Baseline Rd",1,0,N/A
2005217,"May 15, 2021",Minnesota,Minneapolis,"2200 block of Ilion Ave N",1,0,N/A
2003588,"May 13, 2021",Missouri,Union,"700 block of Star Circle",1,0,N/A
2000363,"May 9, 2021",Texas,"San Antonio","4000 block of W Commerce St",1,1,N/A
1999088,"May 8, 2021",Wisconsin,Milwaukee,"3214 W Michigan St",1,0,N/A
