measure_id,measure_name,location_id,location_name,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,157,Yemen,Physical violence by firearm,1,Number,2019,242.85,400.59,136.94
1,Deaths,157,Yemen,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,97,Argentina,Physical violence by firearm,3,Rate,2019,3.79,4.07,3.50
1,Deaths,15,Myanmar,Physical violence by firearm,1,Number,2019,211.15,318.30,139.77
1,Deaths,15,Myanmar,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,33,Armenia,Physical violence by firearm,3,Rate,2019,0.68,0.82,0.57
1,Deaths,110,Dominica,Physical violence by firearm,1,Number,2019,2.47,3.28,1.72
1,Deaths,110,Dominica,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,71,Australia,Physical violence by firearm,3,Rate,2019,0.18,0.20,0.17
1,Deaths,78,Denmark,Physical violence by firearm,1,Number,2019,8.20,9.16,7.43
1,Deaths,78,Denmark,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,75,Austria,Physical violence by firearm,3,Rate,2019,0.15,0.16,0.14
1,Deaths,142,Iran (Islamic Republic of),Physical violence by firearm,1,Number,2019,524.86,683.91,448.96
1,Deaths,142,Iran (Islamic Republic of),Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,34,Azerbaijan,Physical violence by firearm,3,Rate,2019,0.28,0.49,0.18
1,Deaths,393,Saint Kitts and Nevis,Physical violence by firearm,1,Number,2019,7.19,10.21,3.84
1,Deaths,393,Saint Kitts and Nevis,Physical violence by firearm,2,Percent,2019,0.01,0.02,0.01
1,Deaths,106,Bahamas,Physical violence by firearm,3,Rate,2019,21.52,26.60,17.49
1,Deaths,47,Czechia,Physical violence by firearm,1,Number,2019,16.83,20.86,13.50
1,Deaths,47,Czechia,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,140,Bahrain,Physical violence by firearm,3,Rate,2019,0.43,0.67,0.28
1,Deaths,173,Gabon,Physical violence by firearm,1,Number,2019,13.61,27.70,6.81
1,Deaths,173,Gabon,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,161,Bangladesh,Physical violence by firearm,3,Rate,2019,0.78,1.15,0.57
1,Deaths,111,Dominican Republic,Physical violence by firearm,1,Number,2019,1288.08,1754.10,903.15
1,Deaths,111,Dominican Republic,Physical violence by firearm,2,Percent,2019,0.02,0.02,0.01
1,Deaths,107,Barbados,Physical violence by firearm,3,Rate,2019,4.19,5.10,3.46
1,Deaths,126,Costa Rica,Physical violence by firearm,1,Number,2019,354.88,449.54,268.14
1,Deaths,126,Costa Rica,Physical violence by firearm,2,Percent,2019,0.01,0.02,0.01
1,Deaths,57,Belarus,Physical violence by firearm,3,Rate,2019,0.48,0.63,0.35
1,Deaths,79,Finland,Physical violence by firearm,1,Number,2019,12.01,13.15,11.05
1,Deaths,79,Finland,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,76,Belgium,Physical violence by firearm,3,Rate,2019,0.36,0.39,0.33
1,Deaths,191,Zambia,Physical violence by firearm,1,Number,2019,537.39,737.59,364.26
1,Deaths,191,Zambia,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,108,Belize,Physical violence by firearm,3,Rate,2019,16.22,18.46,14.17
1,Deaths,34,Azerbaijan,Physical violence by firearm,1,Number,2019,28.52,50.29,18.92
1,Deaths,34,Azerbaijan,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,200,Benin,Physical violence by firearm,3,Rate,2019,2.17,3.14,1.45
1,Deaths,95,United Kingdom,Physical violence by firearm,1,Number,2019,27.26,28.20,26.09
1,Deaths,95,United Kingdom,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,305,Bermuda,Physical violence by firearm,3,Rate,2019,1.42,1.72,1.16
1,Deaths,143,Iraq,Physical violence by firearm,1,Number,2019,2648.71,3615.18,1873.64
1,Deaths,143,Iraq,Physical violence by firearm,2,Percent,2019,0.01,0.02,0.01
1,Deaths,162,Bhutan,Physical violence by firearm,3,Rate,2019,0.11,0.22,0.05
1,Deaths,206,Gambia,Physical violence by firearm,1,Number,2019,5.02,6.87,3.12
1,Deaths,206,Gambia,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,121,Bolivia (Plurinational State of),Physical violence by firearm,3,Rate,2019,2.54,3.50,1.64
1,Deaths,16,Philippines,Physical violence by firearm,1,Number,2019,9028.12,11515.99,7005.27
1,Deaths,16,Philippines,Physical violence by firearm,2,Percent,2019,0.01,0.02,0.01
1,Deaths,44,Bosnia and Herzegovina,Physical violence by firearm,3,Rate,2019,0.27,0.39,0.20
1,Deaths,33,Armenia,Physical violence by firearm,1,Number,2019,20.64,24.83,17.12
1,Deaths,33,Armenia,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,193,Botswana,Physical violence by firearm,3,Rate,2019,3.76,6.29,2.02
1,Deaths,135,Brazil,Physical violence by firearm,3,Rate,2019,21.93,22.91,21.06
1,Deaths,63,Ukraine,Physical violence by firearm,1,Number,2019,289.43,357.05,222.33
1,Deaths,63,Ukraine,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,66,Brunei Darussalam,Physical violence by firearm,3,Rate,2019,0.08,0.11,0.06
1,Deaths,175,Burundi,Physical violence by firearm,1,Number,2019,31.45,51.31,16.89
1,Deaths,175,Burundi,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,45,Bulgaria,Physical violence by firearm,3,Rate,2019,0.57,0.72,0.45
1,Deaths,127,El Salvador,Physical violence by firearm,1,Number,2019,2300.71,3007.32,1728.63
1,Deaths,127,El Salvador,Physical violence by firearm,2,Percent,2019,0.06,0.06,0.05
1,Deaths,201,Burkina Faso,Physical violence by firearm,3,Rate,2019,3.01,4.01,2.15
1,Deaths,48,Hungary,Physical violence by firearm,1,Number,2019,7.19,8.77,5.85
1,Deaths,48,Hungary,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,190,Uganda,Physical violence by firearm,1,Number,2019,798.84,1149.42,530.62
1,Deaths,190,Uganda,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,175,Burundi,Physical violence by firearm,3,Rate,2019,0.26,0.43,0.14
1,Deaths,144,Jordan,Physical violence by firearm,1,Number,2019,177.05,224.92,136.31
1,Deaths,144,Jordan,Physical violence by firearm,2,Percent,2019,0.01,0.01,0.00
1,Deaths,205,Côte d'Ivoire,Physical violence by firearm,3,Rate,2019,2.70,3.85,1.79
1,Deaths,207,Ghana,Physical violence by firearm,1,Number,2019,228.94,312.81,152.72
1,Deaths,207,Ghana,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,203,Cabo Verde,Physical violence by firearm,3,Rate,2019,6.11,8.52,4.41
1,Deaths,298,American Samoa,Physical violence by firearm,1,Number,2019,0.23,0.34,0.15
1,Deaths,298,American Samoa,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,10,Cambodia,Physical violence by firearm,3,Rate,2019,0.98,1.55,0.65
1,Deaths,97,Argentina,Physical violence by firearm,1,Number,2019,1708.69,1837.57,1579.10
1,Deaths,97,Argentina,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,202,Cameroon,Physical violence by firearm,3,Rate,2019,0.99,1.45,0.62
1,Deaths,17,Sri Lanka,Physical violence by firearm,1,Number,2019,222.82,314.71,154.54
1,Deaths,17,Sri Lanka,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,101,Canada,Physical violence by firearm,3,Rate,2019,0.47,0.51,0.42
1,Deaths,396,San Marino,Physical violence by firearm,1,Number,2019,0.03,0.04,0.02
1,Deaths,396,San Marino,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,169,Central African Republic,Physical violence by firearm,3,Rate,2019,1.12,2.43,0.67
1,Deaths,80,France,Physical violence by firearm,1,Number,2019,222.19,242.14,206.19
1,Deaths,80,France,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,204,Chad,Physical violence by firearm,3,Rate,2019,2.32,3.18,1.60
1,Deaths,349,Greenland,Physical violence by firearm,1,Number,2019,1.22,1.62,0.90
1,Deaths,349,Greenland,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,98,Chile,Physical violence by firearm,3,Rate,2019,1.90,2.07,1.73
1,Deaths,160,Afghanistan,Physical violence by firearm,1,Number,2019,433.67,904.67,210.39
1,Deaths,160,Afghanistan,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,6,China,Physical violence by firearm,3,Rate,2019,0.02,0.03,0.02
1,Deaths,49,North Macedonia,Physical violence by firearm,1,Number,2019,24.41,31.19,18.66
1,Deaths,49,North Macedonia,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,125,Colombia,Physical violence by firearm,3,Rate,2019,26.36,33.96,20.64
1,Deaths,128,Guatemala,Physical violence by firearm,1,Number,2019,5165.44,6420.49,4050.68
1,Deaths,128,Guatemala,Physical violence by firearm,2,Percent,2019,0.05,0.06,0.05
1,Deaths,176,Comoros,Physical violence by firearm,3,Rate,2019,2.99,4.56,1.63
1,Deaths,161,Bangladesh,Physical violence by firearm,1,Number,2019,1234.60,1833.38,915.12
1,Deaths,161,Bangladesh,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,170,Congo,Physical violence by firearm,3,Rate,2019,0.82,1.60,0.47
1,Deaths,112,Grenada,Physical violence by firearm,1,Number,2019,0.74,0.88,0.60
1,Deaths,112,Grenada,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,320,Cook Islands,Physical violence by firearm,3,Rate,2019,0.17,0.26,0.10
1,Deaths,81,Germany,Physical violence by firearm,1,Number,2019,83.82,89.49,78.63
1,Deaths,81,Germany,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,126,Costa Rica,Physical violence by firearm,3,Rate,2019,7.52,9.53,5.68
1,Deaths,37,Kyrgyzstan,Physical violence by firearm,1,Number,2019,26.45,31.02,22.52
1,Deaths,37,Kyrgyzstan,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,46,Croatia,Physical violence by firearm,3,Rate,2019,0.37,0.47,0.29
1,Deaths,413,Tokelau,Physical violence by firearm,1,Number,2019,0.01,0.01,0.00
1,Deaths,413,Tokelau,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,109,Cuba,Physical violence by firearm,3,Rate,2019,0.28,0.35,0.22
1,Deaths,131,Nicaragua,Physical violence by firearm,1,Number,2019,187.06,257.93,138.62
1,Deaths,131,Nicaragua,Physical violence by firearm,2,Percent,2019,0.01,0.01,0.01
1,Deaths,77,Cyprus,Physical violence by firearm,3,Rate,2019,0.63,0.79,0.50
1,Deaths,522,Sudan,Physical violence by firearm,1,Number,2019,206.89,319.59,110.42
1,Deaths,522,Sudan,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,47,Czechia,Physical violence by firearm,3,Rate,2019,0.16,0.20,0.13
1,Deaths,208,Guinea,Physical violence by firearm,1,Number,2019,282.69,402.05,194.07
1,Deaths,208,Guinea,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,7,Democratic People's Republic of Korea,Physical violence by firearm,3,Rate,2019,0.14,0.21,0.08
1,Deaths,66,Brunei Darussalam,Physical violence by firearm,1,Number,2019,0.36,0.46,0.26
1,Deaths,66,Brunei Darussalam,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,171,Democratic Republic of the Congo,Physical violence by firearm,3,Rate,2019,0.44,0.79,0.25
1,Deaths,176,Comoros,Physical violence by firearm,1,Number,2019,21.37,32.55,11.66
1,Deaths,176,Comoros,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,78,Denmark,Physical violence by firearm,3,Rate,2019,0.14,0.16,0.13
1,Deaths,113,Guyana,Physical violence by firearm,1,Number,2019,84.31,107.07,64.68
1,Deaths,113,Guyana,Physical violence by firearm,2,Percent,2019,0.01,0.01,0.01
1,Deaths,177,Djibouti,Physical violence by firearm,3,Rate,2019,3.16,4.90,1.81
1,Deaths,305,Bermuda,Physical violence by firearm,1,Number,2019,0.91,1.10,0.74
1,Deaths,305,Bermuda,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,110,Dominica,Physical violence by firearm,3,Rate,2019,3.59,4.78,2.50
1,Deaths,320,Cook Islands,Physical violence by firearm,1,Number,2019,0.03,0.05,0.02
1,Deaths,320,Cook Islands,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,111,Dominican Republic,Physical violence by firearm,3,Rate,2019,11.84,16.12,8.30
1,Deaths,18,Thailand,Physical violence by firearm,1,Number,2019,2351.31,3280.42,1597.56
1,Deaths,18,Thailand,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,122,Ecuador,Physical violence by firearm,3,Rate,2019,5.62,7.37,4.22
1,Deaths,145,Kuwait,Physical violence by firearm,1,Number,2019,14.85,18.72,11.53
1,Deaths,145,Kuwait,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,141,Egypt,Physical violence by firearm,3,Rate,2019,0.37,0.53,0.25
1,Deaths,35,Georgia,Physical violence by firearm,1,Number,2019,45.73,55.37,35.94
1,Deaths,35,Georgia,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,127,El Salvador,Physical violence by firearm,3,Rate,2019,36.78,48.07,27.63
1,Deaths,50,Montenegro,Physical violence by firearm,1,Number,2019,6.67,8.43,5.25
1,Deaths,50,Montenegro,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,172,Equatorial Guinea,Physical violence by firearm,3,Rate,2019,0.62,1.29,0.28
1,Deaths,194,Lesotho,Physical violence by firearm,1,Number,2019,115.93,179.79,71.87
1,Deaths,194,Lesotho,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,178,Eritrea,Physical violence by firearm,3,Rate,2019,3.60,5.59,2.20
1,Deaths,6,China,Physical violence by firearm,1,Number,2019,333.97,406.01,275.54
1,Deaths,6,China,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,58,Estonia,Physical violence by firearm,3,Rate,2019,0.28,0.35,0.21
1,Deaths,177,Djibouti,Physical violence by firearm,1,Number,2019,37.96,58.91,21.79
1,Deaths,177,Djibouti,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,197,Eswatini,Physical violence by firearm,3,Rate,2019,3.76,5.94,2.18
1,Deaths,67,Japan,Physical violence by firearm,1,Number,2019,27.291,29.311,25.286
1,Deaths,67,Japan,Physical violence by firearm,2,Percent,2019,0.000,0.000,0.000
1,Deaths,179,Ethiopia,Physical violence by firearm,3,Rate,2019,2.13,2.72,1.60
1,Deaths,129,Honduras,Physical violence by firearm,1,Number,2019,1977.52,2850.04,1299.30
1,Deaths,129,Honduras,Physical violence by firearm,2,Percent,2019,0.04,0.05,0.03
1,Deaths,22,Fiji,Physical violence by firearm,3,Rate,2019,0.15,0.21,0.11
1,Deaths,146,Lebanon,Physical violence by firearm,1,Number,2019,69.71,128.78,41.16
1,Deaths,146,Lebanon,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,79,Finland,Physical violence by firearm,3,Rate,2019,0.22,0.24,0.20
1,Deaths,162,Bhutan,Physical violence by firearm,1,Number,2019,0.83,1.66,0.35
1,Deaths,162,Bhutan,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,80,France,Physical violence by firearm,3,Rate,2019,0.34,0.37,0.31
1,Deaths,193,Botswana,Physical violence by firearm,1,Number,2019,87.92,147.00,47.21
1,Deaths,193,Botswana,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,173,Gabon,Physical violence by firearm,3,Rate,2019,0.78,1.58,0.39
1,Deaths,98,Chile,Physical violence by firearm,1,Number,2019,345.35,376.63,314.71
1,Deaths,98,Chile,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,206,Gambia,Physical violence by firearm,3,Rate,2019,0.22,0.31,0.14
1,Deaths,82,Greece,Physical violence by firearm,1,Number,2019,40.69,44.23,37.71
1,Deaths,82,Greece,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,35,Georgia,Physical violence by firearm,3,Rate,2019,1.25,1.51,0.98
1,Deaths,416,Tuvalu,Physical violence by firearm,1,Number,2019,0.13,0.20,0.08
1,Deaths,416,Tuvalu,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,81,Germany,Physical violence by firearm,3,Rate,2019,0.10,0.11,0.09
1,Deaths,99,Uruguay,Physical violence by firearm,1,Number,2019,139.79,152.68,127.08
1,Deaths,99,Uruguay,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,207,Ghana,Physical violence by firearm,3,Rate,2019,0.73,0.99,0.48
1,Deaths,209,Guinea-Bissau,Physical violence by firearm,1,Number,2019,54.92,75.48,38.29
1,Deaths,209,Guinea-Bissau,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,82,Greece,Physical violence by firearm,3,Rate,2019,0.39,0.43,0.36
1,Deaths,36,Kazakhstan,Physical violence by firearm,1,Number,2019,106.79,127.39,89.27
1,Deaths,36,Kazakhstan,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,349,Greenland,Physical violence by firearm,3,Rate,2019,2.18,2.89,1.61
1,Deaths,114,Haiti,Physical violence by firearm,1,Number,2019,1267.72,2036.41,238.24
1,Deaths,114,Haiti,Physical violence by firearm,2,Percent,2019,0.01,0.02,0.00
1,Deaths,112,Grenada,Physical violence by firearm,3,Rate,2019,0.72,0.85,0.58
1,Deaths,19,Timor-Leste,Physical violence by firearm,1,Number,2019,11.07,18.59,4.54
1,Deaths,19,Timor-Leste,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,351,Guam,Physical violence by firearm,3,Rate,2019,0.57,0.77,0.41
1,Deaths,68,Republic of Korea,Physical violence by firearm,1,Number,2019,13.10,15.84,10.34
1,Deaths,68,Republic of Korea,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,128,Guatemala,Physical violence by firearm,3,Rate,2019,29.06,36.12,22.79
1,Deaths,178,Eritrea,Physical violence by firearm,1,Number,2019,241.49,375.25,147.79
1,Deaths,178,Eritrea,Physical violence by firearm,2,Percent,2019,0.01,0.01,0.00
1,Deaths,208,Guinea,Physical violence by firearm,3,Rate,2019,2.24,3.18,1.53
1,Deaths,130,Mexico,Physical violence by firearm,1,Number,2019,20508.73,24129.12,17340.34
1,Deaths,130,Mexico,Physical violence by firearm,2,Percent,2019,0.03,0.03,0.03
1,Deaths,209,Guinea-Bissau,Physical violence by firearm,3,Rate,2019,2.89,3.97,2.01
1,Deaths,40,Turkmenistan,Physical violence by firearm,1,Number,2019,32.56,44.35,18.98
1,Deaths,40,Turkmenistan,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,113,Guyana,Physical violence by firearm,3,Rate,2019,10.94,13.89,8.39
1,Deaths,51,Poland,Physical violence by firearm,1,Number,2019,35.38,42.56,28.86
1,Deaths,51,Poland,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,114,Haiti,Physical violence by firearm,3,Rate,2019,10.22,16.42,1.92
1,Deaths,211,Mali,Physical violence by firearm,1,Number,2019,840.51,1150.36,573.26
1,Deaths,211,Mali,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,129,Honduras,Physical violence by firearm,3,Rate,2019,20.15,29.04,13.24
1,Deaths,210,Liberia,Physical violence by firearm,1,Number,2019,39.57,56.65,24.98
1,Deaths,210,Liberia,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,48,Hungary,Physical violence by firearm,3,Rate,2019,0.07,0.09,0.06
1,Deaths,195,Namibia,Physical violence by firearm,1,Number,2019,80.63,125.82,46.16
1,Deaths,195,Namibia,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,83,Iceland,Physical violence by firearm,3,Rate,2019,0.06,0.07,0.05
1,Deaths,147,Libya,Physical violence by firearm,1,Number,2019,46.12,71.30,31.31
1,Deaths,147,Libya,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,163,India,Physical violence by firearm,3,Rate,2019,0.57,0.73,0.45
1,Deaths,20,Viet Nam,Physical violence by firearm,1,Number,2019,128.41,375.66,47.84
1,Deaths,20,Viet Nam,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,11,Indonesia,Physical violence by firearm,3,Rate,2019,0.06,0.08,0.05
1,Deaths,422,United States Virgin Islands,Physical violence by firearm,1,Number,2019,20.18,26.81,15.21
1,Deaths,422,United States Virgin Islands,Physical violence by firearm,2,Percent,2019,0.02,0.02,0.01
1,Deaths,142,Iran (Islamic Republic of),Physical violence by firearm,3,Rate,2019,0.62,0.81,0.53
1,Deaths,7,Democratic People's Republic of Korea,Physical violence by firearm,1,Number,2019,35.93,55.56,21.88
1,Deaths,7,Democratic People's Republic of Korea,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,143,Iraq,Physical violence by firearm,3,Rate,2019,6.29,8.58,4.45
1,Deaths,83,Iceland,Physical violence by firearm,1,Number,2019,0.21,0.23,0.19
1,Deaths,83,Iceland,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,84,Ireland,Physical violence by firearm,3,Rate,2019,0.18,0.20,0.16
1,Deaths,374,Niue,Physical violence by firearm,1,Number,2019,0.01,0.02,0.01
1,Deaths,374,Niue,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,85,Israel,Physical violence by firearm,3,Rate,2019,1.02,1.11,0.93
1,Deaths,163,India,Physical violence by firearm,1,Number,2019,7977.15,10100.76,6309.79
1,Deaths,163,India,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,86,Italy,Physical violence by firearm,3,Rate,2019,0.37,0.40,0.35
1,Deaths,84,Ireland,Physical violence by firearm,1,Number,2019,8.96,9.96,8.04
1,Deaths,84,Ireland,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,115,Jamaica,Physical violence by firearm,3,Rate,2019,10.97,13.95,8.46
1,Deaths,52,Romania,Physical violence by firearm,1,Number,2019,12.67,15.39,10.34
1,Deaths,52,Romania,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,67,Japan,Physical violence by firearm,3,Rate,2019,0.021,0.023,0.020
1,Deaths,116,Saint Lucia,Physical violence by firearm,1,Number,2019,17.39,20.33,14.53
1,Deaths,116,Saint Lucia,Physical violence by firearm,2,Percent,2019,0.01,0.01,0.01
1,Deaths,144,Jordan,Physical violence by firearm,3,Rate,2019,1.52,1.93,1.17
1,Deaths,164,Nepal,Physical violence by firearm,1,Number,2019,30.36,43.01,19.58
1,Deaths,164,Nepal,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,36,Kazakhstan,Physical violence by firearm,3,Rate,2019,0.58,0.69,0.49
1,Deaths,115,Jamaica,Physical violence by firearm,1,Number,2019,308.20,392.08,237.83
1,Deaths,115,Jamaica,Physical violence by firearm,2,Percent,2019,0.02,0.02,0.01
1,Deaths,180,Kenya,Physical violence by firearm,3,Rate,2019,3.05,4.11,2.11
1,Deaths,8,Taiwan (Province of China),Physical violence by firearm,1,Number,2019,30.48,39.05,23.65
1,Deaths,8,Taiwan (Province of China),Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,23,Kiribati,Physical violence by firearm,3,Rate,2019,0.38,0.58,0.16
1,Deaths,351,Guam,Physical violence by firearm,1,Number,2019,0.98,1.31,0.70
1,Deaths,351,Guam,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,145,Kuwait,Physical violence by firearm,3,Rate,2019,0.34,0.42,0.26
1,Deaths,69,Singapore,Physical violence by firearm,1,Number,2019,0.84,0.92,0.77
1,Deaths,69,Singapore,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,37,Kyrgyzstan,Physical violence by firearm,3,Rate,2019,0.40,0.47,0.34
1,Deaths,179,Ethiopia,Physical violence by firearm,1,Number,2019,2293.33,2929.58,1718.84
1,Deaths,179,Ethiopia,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,12,Lao People's Democratic Republic,Physical violence by firearm,3,Rate,2019,2.45,3.89,1.40
1,Deaths,197,Eswatini,Physical violence by firearm,1,Number,2019,42.93,67.87,24.90
1,Deaths,197,Eswatini,Physical violence by firearm,2,Percent,2019,0.00,0.01,0.00
1,Deaths,59,Latvia,Physical violence by firearm,3,Rate,2019,0.43,0.54,0.35
1,Deaths,38,Mongolia,Physical violence by firearm,1,Number,2019,7.63,15.54,4.23
1,Deaths,38,Mongolia,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,146,Lebanon,Physical violence by firearm,3,Rate,2019,1.35,2.49,0.79
1,Deaths,53,Serbia,Physical violence by firearm,1,Number,2019,78.80,101.93,60.49
1,Deaths,53,Serbia,Physical violence by firearm,2,Percent,2019,0.00,0.00,0.00
1,Deaths,194,Lesotho,Physical violence by firearm,3,Rate,2019,5.54,8.60,3.44
