"Notes"	"Year"	"Year Code"	"Occurrence State"	"Occurrence State Code"	Deaths
	"2021 (provisional)"	"2021"	"Washington"	"53"	892
	"2021 (provisional)"	"2021"	"West Virginia"	"54"	319
	"2021 (provisional)"	"2021"	"Wisconsin"	"55"	796
	"2021 (provisional)"	"2021"	"Wyoming"	"56"	150
"Total"	"2021 (provisional)"	"2021"			48832
	"2022 (provisional and partial)"	"2022"	"Alabama"	"01"	213
	"2022 (provisional and partial)"	"2022"	"Alaska"	"02"	32
	"2022 (provisional and partial)"	"2022"	"Arizona"	"04"	261
	"2022 (provisional and partial)"	"2022"	"Arkansas"	"05"	100
	"2022 (provisional and partial)"	"2022"	"California"	"06"	584
	"2022 (provisional and partial)"	"2022"	"Colorado"	"08"	170
	"2022 (provisional and partial)"	"2022"	"Connecticut"	"09"	50
	"2022 (provisional and partial)"	"2022"	"Delaware"	"10"	24
	"2022 (provisional and partial)"	"2022"	"District of Columbia"	"11"	32
	"2022 (provisional and partial)"	"2022"	"Florida"	"12"	539
	"2022 (provisional and partial)"	"2022"	"Georgia"	"13"	395
	"2022 (provisional and partial)"	"2022"	"Hawaii"	"15"	16
	"2022 (provisional and partial)"	"2022"	"Idaho"	"16"	55
	"2022 (provisional and partial)"	"2022"	"Illinois"	"17"	262
	"2022 (provisional and partial)"	"2022"	"Indiana"	"18"	189
	"2022 (provisional and partial)"	"2022"	"Iowa"	"19"	52
	"2022 (provisional and partial)"	"2022"	"Kansas"	"20"	107
	"2022 (provisional and partial)"	"2022"	"Kentucky"	"21"	145
	"2022 (provisional and partial)"	"2022"	"Louisiana"	"22"	230
	"2022 (provisional and partial)"	"2022"	"Maine"	"23"	32
	"2022 (provisional and partial)"	"2022"	"Maryland"	"24"	135
	"2022 (provisional and partial)"	"2022"	"Massachusetts"	"25"	44
	"2022 (provisional and partial)"	"2022"	"Michigan"	"26"	250
	"2022 (provisional and partial)"	"2022"	"Minnesota"	"27"	91
	"2022 (provisional and partial)"	"2022"	"Mississippi"	"28"	151
	"2022 (provisional and partial)"	"2022"	"Missouri"	"29"	258
	"2022 (provisional and partial)"	"2022"	"Montana"	"30"	49
	"2022 (provisional and partial)"	"2022"	"Nebraska"	"31"	39
	"2022 (provisional and partial)"	"2022"	"Nevada"	"32"	104
	"2022 (provisional and partial)"	"2022"	"New Hampshire"	"33"	23
	"2022 (provisional and partial)"	"2022"	"New Jersey"	"34"	76
	"2022 (provisional and partial)"	"2022"	"New Mexico"	"35"	88
	"2022 (provisional and partial)"	"2022"	"New York"	"36"	172
	"2022 (provisional and partial)"	"2022"	"North Carolina"	"37"	294
	"2022 (provisional and partial)"	"2022"	"North Dakota"	"38"	24
	"2022 (provisional and partial)"	"2022"	"Ohio"	"39"	311
	"2022 (provisional and partial)"	"2022"	"Oklahoma"	"40"	128
	"2022 (provisional and partial)"	"2022"	"Oregon"	"41"	125
	"2022 (provisional and partial)"	"2022"	"Pennsylvania"	"42"	334
	"2022 (provisional and partial)"	"2022"	"Rhode Island"	"44"	11
	"2022 (provisional and partial)"	"2022"	"South Carolina"	"45"	177
	"2022 (provisional and partial)"	"2022"	"South Dakota"	"46"	25
	"2022 (provisional and partial)"	"2022"	"Tennessee"	"47"	259
	"2022 (provisional and partial)"	"2022"	"Texas"	"48"	853
	"2022 (provisional and partial)"	"2022"	"Utah"	"49"	61
	"2022 (provisional and partial)"	"2022"	"Vermont"	"50"	11
	"2022 (provisional and partial)"	"2022"	"Virginia"	"51"	213
	"2022 (provisional and partial)"	"2022"	"Washington"	"53"	172
	"2022 (provisional and partial)"	"2022"	"West Virginia"	"54"	46
	"2022 (provisional and partial)"	"2022"	"Wisconsin"	"55"	148
	"2022 (provisional and partial)"	"2022"	"Wyoming"	"56"	24
"Total"	"2022 (provisional and partial)"	"2022"			8184
"Total"					181685
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Month"
"Query Parameters:"
"UCD - Injury Mechanism & All Other Leading Causes: Firearm"
"Group By: Year; Occurrence State"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Sep 8, 2022 11:34:25 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2020,"
"and from provisional data for years 2021-2022, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Sep 8, 2022 11:34:25"
"AM"
"---"
Messages:
"1. Population and Rates are not available when values are selected for both Occurrence and Residence locations in section 2, or"
"if these variables appear in Group Results By list in section 1. Population, Rates and related measures have been removed from"
"the results. #Constraints-Rates#"
"---"
Caveats:
"1. The population figures for years 2021 and 2020 are single-race estimates of the July 1 resident population, from the Vintage"
"2020 postcensal series released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series released by the Census Bureau on June 25,"
"2020. The population figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by the Census Bureau on June 20, 2019."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Age"
"Group."
"3. Deaths occurring through August 20, 2022 as of September 04, 2022."
