street_url,street_name,neighborhood,description,map_url
https://lastreetnames.com/street/adobe-avenue/,Adobe Avenue,Montebello,"Named for an 1845 adobe first built by CasildaSotode Lobo (1799 – c. 1853) when she owned the Ranchola Merced, located here. The adobe was expanded by Juan MatiasSánchez(1808-1885) after he took part ownership of the ranch in 1851. It eventually wound up in the hands of theScottfamily, who donated it to the City of Montebello in 1972. It is the oldest structure in the city.",https://lastreetnames.com/wp-content/uploads/2022/05/adobe-avenue-map.png
https://lastreetnames.com/street/adobe-street/,Adobe Street,Chinatown,"Adobe Street was laid out and named during the 1849Ord/Hutton survey of Los Angeles. Back then, many of the dwellings in the young city were partly constructed of adobe clay and were thus known as adobes, so Edward O.C. Ord and William Rich Hutton, East Coasters both, must have thought the word had a distinctly “Californian” ring to it. (In fact Hutton was quite fond of sketching L.A.’s adobes.) Along withCollegeandMain, Adobe is one of only three streets in this neighborhood that were never renamed after 1849.",https://lastreetnames.com/wp-content/uploads/2022/05/adobe-street-map.png
https://lastreetnames.com/street/agnes-avenue/,Agnes Avenue,Temple City,"Named in 1923 for Agnes Evelyn Temple (1907-1961) by her father Walter, founder and namesake ofTemple City. Agnes was born on old family property on Ranchola Merced; after her nine-year-old brother Thomas found oil there in 1914, the Temples became fabulously rich, and Agnes was sent to the Southland’s finest Catholic girl schools. Tragedy struck in December 1922 when her mother Laura (née Gonzalez) passed away suddenly, but Agnes focused on her studies and her music – she was a gifted pianist – and in 1925 enrolled at Dominican College in San Rafael. She received a Bachelor of Music degree there in 1929. Later that year, and shortly after the stock market crash that would wipe out her own family’s net worth, Agnes Temple married Luis Paul Fatjó (1904-1946), a wealthy Spanish American from Santa Clara, CA. They had homes in San Francisco and Atherton and raised two children. Seven months after Luis’s untimely death, Agnes married one Ralph Tally, but like her mother and first husband, she met an early end and died of cancer at 54.",https://lastreetnames.com/wp-content/uploads/2024/03/agnes-avenue-map.png
https://lastreetnames.com/street/agoura-road/,Agoura Road,Agoura Hills,"Pierre Agoure (1853-1912) was a French Basque rancher who immigrated to Los Angeles c. 1870. Although he and his wife Kate lived in town, acquiring 80 acres at the northwest corner of present-dayWestern Ave.andMartin Luther King Jr. Blvd.(subdivided by J.HarveyMcCarthy in 1921 as “Agoure Park”), Agoure also owned some 16,000 acres here on the border between L.A. and Ventura counties, where he raised sheep and cattle. Agoure died after accidentally drinking formaldehyde and the ranch was inherited by his son Lester Pierre Agoure (1892-1953). With his wife Frances Lea Agoure (1891-1972), Lester petitioned the City of L.A. to annex this land in 1923 so they could access the City’s water supply. In 1927, during the hard-drinking Agoures’ lengthy but unsuccessful divorce attempt, “Agoura” was chosen for a post office here. The misspelling may have been accidental, but the name stuck. The City of Agoura Hills was finally incorporated in 1982.",https://lastreetnames.com/wp-content/uploads/2022/05/agoura-road-map.png
https://lastreetnames.com/street/aiken-avenue/,Aiken Avenue,West L.A.,"(Mis)named, in 1923, for Aikin Brooks Sheldon (1891-1982), youngest sibling of local developer Benjamin Cushing Sheldon (seeCushdon Avenue). It may be that a surveyor misspelled the name and the street was recorded before Ben Sheldon could fix it. Little matter – his brother went by his middle name anyway. Brooks Sheldon was born and raised in Minneapolis. His World War I draft card indicated that he was deaf, thus exempting him from service, but it’s unknown whether he was born deaf or lost his hearing in his youth. He married Clara Louise Allen (1892-1975) in 1939. They apparently met at the Minneapolis League for the Hard of Hearing, where Clara had been active since 1925, suggesting that she too was deaf. Clara was a bookkeper; Brooks held various odd jobs. The couple moved to Colorado Springs c. 1952 and to my knowledge never stepped foot in Los Angeles.",https://lastreetnames.com/wp-content/uploads/2023/07/aiken-avenue-map.png
https://lastreetnames.com/street/air-way/,Air Way,Glendale,"You could call Air Way and Grand Central Avenue the “alpha and omega” streets of Glendale’s Grand Central Air Terminal, opened in 1929 – when Air Way was laid out as the airport’s entry road – and shut down in 1959, a year before its old runway was transformed into Grand Central Avenue. Although Glendale had established a municipal airfield in 1923, Grand Central, the brainchild of oilman Charles Clyde “C.C.” Spicer (1878-1959), would become the commercial airport for the entire Los Angeles region, beating out two other newcomers: one inVan Nuysand one nearEl Segundocalled Mines Field. After World War II, which put a hold on civilian flights, Grand Central couldn’t grow to meet the needs of larger aircraft. That honor went to Mines Field, a.k.a. Los Angeles Municipal Airport, which began commercial service in December 1946. You know it now as LAX. After Grand Central’s closure, the property was converted into an industrial center. It is currently owned by the Walt Disney Company.",https://lastreetnames.com/wp-content/uploads/2023/02/air-way-map.png
https://lastreetnames.com/street/bacon-road/,Bacon Road,Whittier,"Named for East Whittier pioneers Edmund Warren “E.W.” Bacon (1864-1949) and Ann Bacon (1868-1962). E.W. came from Ontario, Canada; Ann (née Irvine) from Scotland. They met in Saginaw, MI and married there in 1890. Months later, E.W. was hired by the East Whittier Land and Development Co. as a civil engineer; Ann joined him here in 1891 and they gradually amassed a great deal of land in these hills, from present-day Bacon Road (named in 1948) out to Penn Park. Their house, now gone, was located atMichigan AvenueandMar Vista Street. E.W. Bacon was a friend and associate of developer/oilman Simon J. Murphy, namesake of Murphy Ranch Park. The Bacons had two daughters: Elsie Bacon Reese (1893-1961) was a homemaker and Dr. Elizabeth E. Bacon (1904-1972) a noted anthropologist.",https://lastreetnames.com/wp-content/uploads/2022/11/bacon-road-map.png
https://lastreetnames.com/street/badillo-street/,Badillo Street,Baldwin Park,"In 1876, three brothers from Costa Rica came here with their families, purchased 5,563 acres of RanchoLa Puentefrom JohnRowland‘s widow Charlotte, and attempted to grow coffee. That’s right: a coffee plantation in the SGV. As you might guess, it didn’t work out. The surname of the brothers was in fact Badilla, so this really should be “Badilla Street”. The brothers – José Julián, Pedro María (a priest), and Pedro Antonio – were inspired to come here by J.E.Hollenbeck, who had met them during his long sojourn in Central America. After the Badillas purchased the rancho, Hollenbeck floated them a loan that they couldn’t repay after their coffee plants failed, so he took possession of the land in 1879. Three years later, he sold 2,000 acres of it to Joseph SwiftPhillips, who establishedCovinahere in 1884, laying out the misspelled Badillo Street that November. Epilogue: While Pedro Antonio eventually returned to Costa Rica, José Julián and Pedro María both moved to Arizona. Pedro Antonio’s daughter Francisca remained in Covina to work for J.S. Phillips; in February 1886, she sued him for “seduction”, claiming that he had impregnated her eight months earlier and demanding $25,000. (The family’s descendants contend that she was raped.) The case was dismissed.",https://lastreetnames.com/wp-content/uploads/2022/07/badillo-street-map.png
https://lastreetnames.com/street/bagley-avenue/,Bagley Avenue,Beverlywood,"This street was established in 1911 as Lenkill Avenue and renamed Bagley in 1921. I haven’t been able to suss out who or what inspired the new moniker: there are simply too many Bagleys to choose from. And since the change was a city ordinance, I couldn’t trace the name back to any tract or developers. But if I had to pick a potential namesake, I’d lean toward Howard King Bagley (1888-1966). A bookkeeper for theSanta FeRailroad who later made it big in oil and real estate, he was exactly the sort of well-connected capitalist that Los Angeles named streets after. Note that Culver City’sMain Streetwas originally several blocks longer; when city boundaries changed, all but 320 feet of it became Lenkill/Bagley within the City of L.A.",https://lastreetnames.com/wp-content/uploads/2022/04/bagley-avenue-map.png
https://lastreetnames.com/street/bahia-drive/,Bahia Drive,Cerritos,"Rancho la Cuesta, a residential development opened in 1968 by Frank H.Ayres& Son, has a number of streets that honor Cerritos’ sister city Itapetinga, in Brazil’s Bahia state. (The two cities were paired up as they were both transitioning from semi-rural to suburban settings at the time.) And so here you will find Brazil Street, Bahia Drive, Itapetinga Lane, and even Espinheira Drive, for Itapetinga mayor José Vaz Sampaio Espinheira (1914-1983), who was touring the U.S. with other Bahia politicians in late 1968 as part of the State Department’s International Visitor Program. Espinheira officiated at the dedication of his namesake street.",https://lastreetnames.com/wp-content/uploads/2022/05/bahia-drive-map.png
https://lastreetnames.com/street/bailey-street/,Bailey Street,Boyle Heights,"Named for misguided entrepreneur Frank Lawson Bailey (1848-1890), a New Jersey native who in 1876 bought a share in theBrooklynHeights tract (Cesar Chavez Ave.was called Brooklyn Ave. back then), which gave us his namesake street. Bailey also took over a cigar store and a sewing machine shop that autumn. The following year, Bailey “ran away and smashed things badly” at the sewing machine shop and eventually headed to Northern California, where he married Mary E. Yontz in 1881 and set up a dry goods store in Chico. Sadly, Mary died in an insane asylum in 1885, which set Frank on a path of self-destruction, drinking heavily and racking up debts. (By this point he was working as a stockbroker in San Francisco.) In July 1889, Bailey forged his friend Anthony Sweeney’s signature on a $2,000 stock sale, left a phony suicide note, then absconded to L.A. with Sweeney’s money. The law caught up with him and in November he was sentenced to two years at San Francisco’s House of Correction. Those suicide threats may have been real: Bailey died in prison just two months later.",https://lastreetnames.com/wp-content/uploads/2022/05/bailey-street-map.png
https://lastreetnames.com/street/bailey-street-whittier/,Bailey Street,Whittier,"One of Whittier’s first streets, Bailey honors “Uncle Jonathan” and “Aunt Rebecca” Bailey, who cofounded this city. Jonathan Bailey (1819-1904) was born in Virginia but spent most of his life on a farm outside of Wilmington, Ohio. In 1842, he married Rebecca Frazier (1821-1898), an Ohio native, and they raised a small family. Devout Quakers, the Baileys lived modestly under rugged conditions and were active in local affairs, with Jonathan helping to raise funds to open, in 1871, Wilmington College – a Quaker university that continues to operate today. The Baileys visited Los Angeles three times during the 1870s and 1880s to see their son Ed, who lived there intermittently. (During a visit in February 1886, Jonathan was struck in the head by a rock hurled at a Chinese man by a racist mob; it nearly killed him.) The couple settled here for good in 1887 when they established Whittier with A.H.Pickering, T. ElwoodNewlin, John H.Painter, and HerveyLindley. In fact the Baileys are considered Whittier’s first residents, as they moved into the region’s only house at the time: the former home of farmer Jacob Gerkens. Nicknamed “The Old Ranch House”, it was the site of Whittier’s first religious service and still stands onCamillanear Painter.",https://lastreetnames.com/wp-content/uploads/2023/04/bailey-street-map.png
https://lastreetnames.com/street/bainbridge-avenue/,Bainbridge Avenue,Holmby Hills,"Sherman Jewitt Bainbridge (1890-1950) led a storied life. A Brooklyn boy who came to Los Angeles with his widowed mother and brother in 1894, he married Cleora Oder (1886-1966) in 1910 and they had one daughter, Marjorie. He then entered the new field of motion picture acting and racked up over ninety silent film credits until 1917, when he switched to live theatre. In the 1920s, Bainbridge got into the real estate boom and worked first as salesman, then as publicist, for the Janss Investment Co., developers ofWestwoodandHolmbyHills. They named this street for him in 1926. Then came the third act of Bainbridge’s life, when the Great Depression alerted him to the plight of impoverished seniors and he took on the cause of pension reform. Through his own radio show and public lectures, he spoke for a group promoting the California Pension Plan, nicknamed the “Ham and Eggs Movement”, in which every CA resident over 50 would receive $30 every Thursday in scrip. Alas, the group was crippled by internal drama – Bainbridge was the only key player with no personal agenda – and voters rejected the proposition in 1938. Bainbridge later fought for the Townsend Plan, another pension scheme based in Chicago, but spent his final years back in SoCal.",https://lastreetnames.com/wp-content/uploads/2023/08/bainbridge-avenue-map.png
https://lastreetnames.com/street/bakman-avenue/,Bakman Avenue,North Hollywood,"The Bakmans – German-born widow Dollie (1842-1913) and her six kids – were a farming clan from Ohio who came toTolucain the 1880s. They apparently followed eldest child Christine (later Hartman, 1867-1915), who got married here in the spring of 1888. To give you a sense of how rural this area was back then, in 1904 two of the Bakman boys were arrested for letting their cows poop in the L.A. River. One of those boys, Dan (1877-1932), would become the most prominent member of the family, as a partner at the Bank ofLankershimand as a driving force behind the creation ofRiverside Drive. Bakman Avenue, christened in 1924, is named for him if not for the Bakmans in general. And since every family has a black sheep, I must mention Dan’s nephew Daniel Frederick Bakman (1898-1939), who made headlines in 1930 when he killed his wife’s lover with a shotgun blast to the abdomen in Dark Canyon (nowBarham Boulevard). He was convicted of manslaughter and sent to San Quentin. In 1936, after his release, he kidnapped and sexually assaulted a NoHo woman. For that he was sent to Folsom, where he had a heart attack (allegedly) and plunged 15 feet into a prison quarry.",https://lastreetnames.com/wp-content/uploads/2022/04/bakman-avenue-map.png
