version,version_season,season_name,season,item,item_description,category,castaway,castaway_id,cost,covered,money_remaining,auction_num,participated,notes,alternative_offered,alternative_accepted,other_item,other_item_category
US,US05,Survivor: Thailand,5.0,2.0,Pitcher Of Limeade,Food and drink,Chuay Ghan,,20.0,False,980.0,1.0,"Ted, Helen, Jan, Clay, Brian",,False,,,
US,US05,Survivor: Thailand,5.0,3.0,Backed Grubs,Bad item,Sook Jai,,80.0,True,800.0,1.0,"Stephanie, Robb, Shii Ann, Erin, Ken, Penny, Jake",,False,,,
US,US05,Survivor: Thailand,5.0,4.0,Spaghetti And Meatballs With Garlic Bread,Food and drink,Chuay Ghan,,400.0,False,580.0,1.0,"Ted, Helen, Jan, Clay, Brian",,False,,,
US,US05,Survivor: Thailand,5.0,5.0,Hot Fudge Sundae,Food and drink,Sook Jai,,200.0,True,600.0,1.0,"Stephanie, Robb, Shii Ann, Erin, Ken, Penny, Jake",,False,,,
US,US05,Survivor: Thailand,5.0,6.0,Nachos And A Margaritas,Food and drink,Chuay Ghan,,320.0,False,260.0,1.0,"Ted, Helen, Jan, Clay, Brian","After making the winning bid, Chuay Gahn received a previously unrevealed item, margaritas.",False,,,
US,US06,Survivor: The Amazon,6.0,1.0,Piece Of Cheesecake,Food and drink,Heidi,US0092,120.0,False,380.0,1.0,,,False,,,
US,US06,Survivor: The Amazon,6.0,2.0,Manioc,Bad item,Alex,US0090,240.0,True,260.0,1.0,,"Alex was offered to trade for another covered item (lasagna), which he refused.",True,False,Lasagne,Food and drink
US,US06,Survivor: The Amazon,6.0,3.0,Cheeseburger And Fries,Food and drink,Matthew,US0095,400.0,True,100.0,1.0,,,False,,,
US,US06,Survivor: The Amazon,6.0,4.0,Peanut Butter And Chocolate,Food and drink,Jenna,US0096,320.0,False,180.0,1.0,,,False,,,
US,US06,Survivor: The Amazon,6.0,5.0,"Pancakes, Scrambled Eggs, Bacon, And A Bed And Pillow (Mystery Item)",Food and drink,Butch,US0093,400.0,False,100.0,1.0,,"After being revealed, Butch recieved a mystery item (a bed and pillow.",False,,,
US,US06,Survivor: The Amazon,6.0,6.0,32 Gram Protein Bar,Food and drink,Rob,US0094,,False,,1.0,,,False,,,
US,US06,Survivor: The Amazon,6.0,7.0,Protein Shake,Food and drink,Matthew,US0095,,False,,1.0,,,False,,,
US,US06,Survivor: The Amazon,6.0,8.0,Slice Of Chocolate Cake With Milk,Food and drink,Heidi,US0092,,False,,1.0,,,False,,,
US,US06,Survivor: The Amazon,6.0,9.0,Steak And Baked Potato,Food and drink,Alex,US0090,240.0,True,20.0,1.0,,,False,,,
US,US06,Survivor: The Amazon,6.0,10.0,Letters From Home,Letter or message from home,Christy,US0091,340.0,False,160.0,1.0,,Another bid for another letter was held after Christy's,False,,,
US,US06,Survivor: The Amazon,6.0,11.0,Letters From Home,Letter or message from home,Jenna,US0096,120.0,False,60.0,1.0,,,False,,,
US,US10,Survivor: Palau,10.0,1.0,Hot Fudge Sundae,Food and drink,Jenn,US0147,120.0,True,380.0,1.0,,,False,,,
US,US10,Survivor: Palau,10.0,2.0,Crackers And Cheese,Food and drink,Stephenie,US0144,130.0,True,370.0,1.0,,"Stephenie and Caryn split payment, paying $130 each. In addition, they were offered to trade for another covered item (cheeseburger, fries, and a soda), which they accepted.",False,,,
US,US10,Survivor: Palau,10.0,2.0,Crackers And Cheese,Food and drink,Caryn,US0146,130.0,True,370.0,2.0,,,False,,,
US,US10,Survivor: Palau,10.0,3.0,Spaghetti And Garlic Bread,Food and drink,Ian,US0148,280.0,True,220.0,1.0,,"Gregg chipped in $20 in addition to Ian's bid of $280. In addition, they were offered to trade for a mystery item (live crabs), which they refused.",True,False,Live crabs,Food and drink
US,US10,Survivor: Palau,10.0,3.0,Spaghetti And Garlic Bread,Food and drink,Gregg,US0145,20.0,True,480.0,2.0,,,False,,,
US,US10,Survivor: Palau,10.0,4.0,One Beer,Food and drink,Ian,US0148,40.0,False,260.0,1.0,,,False,,,
US,US10,Survivor: Palau,10.0,5.0,Letters From Home,Letter or message from home,Tom,US0150,220.0,False,280.0,1.0,,"Jeff offered the letter to anyone who matched Tom's bid, denoted in brackets.",False,,,
US,US10,Survivor: Palau,10.0,5.0,Letters From Home,Letter or message from home,Caryn,US0146,220.0,False,150.0,2.0,,"Jeff offered the letter to anyone who matched Tom's bid, denoted in brackets.",False,,,
US,US10,Survivor: Palau,10.0,5.0,Letters From Home,Letter or message from home,Gregg,US0145,220.0,False,260.0,3.0,,"Jeff offered the letter to anyone who matched Tom's bid, denoted in brackets.",False,,,
US,US10,Survivor: Palau,10.0,5.0,Letters From Home,Letter or message from home,Katie,US0149,220.0,False,280.0,4.0,,"Jeff offered the letter to anyone who matched Tom's bid, denoted in brackets.",False,,,
US,US10,Survivor: Palau,10.0,5.0,Letters From Home,Letter or message from home,Stephenie,US0144,220.0,False,150.0,5.0,,"Jeff offered the letter to anyone who matched Tom's bid, denoted in brackets.",False,,,
US,US11,Survivor: Guatemala,11.0,1.0,Beef Jerky,Food and drink,Danni,US0166,20.0,False,480.0,1.0,,"Danni was offered to trade for another covered item (uncooked corn), which she refused.",True,False,Uncooked corn,Bad item
US,US11,Survivor: Guatemala,11.0,2.0,Three Chocolate Chip Cookies And A Glass Of Milk,Food and drink,Cindy,US0163,40.0,False,460.0,1.0,,,False,,,
US,US11,Survivor: Guatemala,11.0,3.0,Individual Mosquito Net,Comfort,Lydia,US0164,140.0,False,360.0,1.0,,,False,,,
US,US11,Survivor: Guatemala,11.0,4.0,Phily Cheesesteak And Fries,Food and drink,Danni,US0166,90.0,True,390.0,1.0,,Danni and Rafe split paying.,False,,,
US,US11,Survivor: Guatemala,11.0,4.0,Phily Cheesesteak And Fries,Food and drink,Rafe,US0165,90.0,True,410.0,2.0,,,False,,,
US,US11,Survivor: Guatemala,11.0,5.0,Advantage For Upcoming Immunity Challenge,Advantage,Danni,US0166,200.0,False,190.0,1.0,,,False,,,
US,US11,Survivor: Guatemala,11.0,6.0,Overnight Stay With Loved One,Comfort,Judd,US0162,880.0,False,0.0,1.0,"Stephenie, Cindy","Judd pooled Cindy's money together to pay for this item. Judd was allowed to invite two other loved ones to stay overnight as well, with the three not picked staying the night at the old Yaxhá camp. He chose Cindy and Stephenie.",False,,,
US,US13,Survivor: Cook Islands,13.0,1.0,"Hotdog, Fries, And Cold Beer",Food and drink,Jonathan,US0196,100.0,True,400.0,1.0,,,False,,,
US,US13,Survivor: Cook Islands,13.0,2.0,Bubble Bath And Slice Of Chocolate Cake,Comfort,Parvati,US0197,360.0,False,140.0,1.0,,,False,,,
US,US13,Survivor: Cook Islands,13.0,3.0,Power In The Game (Chose To Send Candice To Exile Island And Take Her Money),Advantage,Becky,US0200,640.0,False,500.0,1.0,,Becky borrowed $140 from Yul. She chose to send Candice.,False,,,
US,US13,Survivor: Cook Islands,13.0,4.0,Bottom-Less Soft-Serve Ice Cream That Can Be Eaten Until The End Of The Auction,Food and drink,Ozzy,US0201,420.0,False,80.0,1.0,,,False,,,
US,US13,Survivor: Cook Islands,13.0,5.0,Pepperoni Pizza,Food and drink,Jonathan,US0196,240.0,True,160.0,1.0,,,False,,,
US,US13,Survivor: Cook Islands,13.0,6.0,Sea Cucumber,Bad item,Sundra,US0199,140.0,True,360.0,1.0,,,False,,,
US,US13,Survivor: Cook Islands,13.0,7.0,"Tothbrush, Toothpaste, And Mouthwash",Comfort,Jonathan,US0196,100.0,False,60.0,1.0,,,False,,,
US,US16,Survivor: Micronesia,16.0,1.0,Hotdog And Fries,Food and drink,Cirie,US0179,120.0,True,380.0,1.0,,,False,,,
US,US16,Survivor: Micronesia,16.0,2.0,Nachos,Food and drink,Erik,US0246,80.0,True,420.0,1.0,,Offered chance to trade original covered item (jarred octopus) with another covered item. Erik chose to trade his original item.,True,True,Jarred octopus,Bad item
US,US16,Survivor: Micronesia,16.0,3.0,Fruit Bat Soup,Bad item,Natalie,US0247,240.0,True,260.0,1.0,,"After Natalie refused to take it, James decided to take the soup himself for free.",False,,,
US,US16,Survivor: Micronesia,16.0,3.0,Fruit Bat Soup,Bad item,James,US0231,0.0,False,500.0,2.0,,,False,,,
US,US16,Survivor: Micronesia,16.0,4.0,Peanut Butter And Jelly Sandwich,Food and drink,Amanda,US0235,280.0,False,220.0,1.0,,,False,,,
US,US16,Survivor: Micronesia,16.0,5.0,Power In The Game (Chose To Send Jason To Exile Island And Take His Money),Advantage,Natalie,US0247,240.0,True,520.0,1.0,,Natalie chose to send Jason.,False,,,
US,US16,Survivor: Micronesia,16.0,6.0,Chocolate Cake,Food and drink,Natalie,US0247,380.0,True,140.0,1.0,"Alexis, Cirie, Cirie","After purchasing, Natalie was asked to share this with three people. She chose to share it with Alexis, Cirie, and Parvati. In addition, Erik offered each of the women $40 to lick whatever remained on their fingers. Only Cirie accepted.",False,,,
US,US17,Survivor: Gabon,17.0,1.0,Three Beers And Peanuts,Food and drink,Randy,US0258,180.0,False,320.0,1.0,,,False,,,
US,US17,Survivor: Gabon,17.0,2.0,Power In The Game,Advantage,Ken,US0261,340.0,True,160.0,1.0,,Send yourself or someone else to Exile Island and take their money. Ken Chose to send Bob,False,,,
US,US17,Survivor: Gabon,17.0,3.0,Peanut Butter And Chocolate,Food and drink,Sugar,US0263,340.0,True,160.0,1.0,,,False,,,
US,US17,Survivor: Gabon,17.0,4.0,Bubble Bath And A Change Of Clothes,Comfort,Susie,US0264,340.0,False,160.0,1.0,,,False,,,
US,US17,Survivor: Gabon,17.0,5.0,Hamburger And Fries,Food and drink,Matty,US0262,400.0,False,100.0,1.0,,,False,,,
US,US17,Survivor: Gabon,17.0,6.0,"Spaghetti, Garlic Bread, And A Glass Of Wine",Food and drink,Randy,US0258,280.0,True,40.0,1.0,,,False,,,
US,US17,Survivor: Gabon,17.0,7.0,Advantage In The Game,Advantage,Corinne,US0259,500.0,False,0.0,1.0,,Advantage in the upcoming immunity challenge,False,,,
US,US17,Survivor: Gabon,17.0,8.0,Chocolate Chip Cookies For The Tribe,Food and drink,Randy,US0258,20.0,True,20.0,1.0,"Corinne, Crystal, Ken, Matty, Sugar, Susie, Bob","This item was said to be for the entire tribe. Randy shared a cookie with everyone, although Sugar initially refused it, then accepted Randy's cookie and gave it to Matty.",False,,,
US,US18,Survivor: Tocantins,18.0,1.0,Bowl Of French Fries,Food and drink,Debbie,US0276,120.0,False,380.0,1.0,,,False,,,
US,US18,Survivor: Tocantins,18.0,2.0,Chicken Parmesan And Garlic Bread With A Glass Of Red Wine,Food and drink,Coach,US0277,320.0,False,180.0,1.0,,,False,,,
US,US18,Survivor: Tocantins,18.0,3.0,Bowl Of Nachos And Guacamole And Salsa,Food and drink,J.T.,US0281,160.0,True,340.0,1.0,,,False,,,
US,US18,Survivor: Tocantins,18.0,4.0,A Skewer Of Barbequed Chicken Hearts,Food and drink,Stephen,US0280,100.0,True,400.0,1.0,,,False,,,
US,US18,Survivor: Tocantins,18.0,5.0,A Video Message From Home,Letter or message from home,Taj,US0278,20.0,False,480.0,1.0,,Money is allowed to be pooled amongst bidders for this Item.,False,,,
US,US19,Survivor: Samoa,19.0,1.0,Peanut Butter And Jelly Sandwich,Food and drink,Natalie,US0301,200.0,False,300.0,1.0,,,False,,,
US,US19,Survivor: Samoa,19.0,2.0,Sea Noodles And Slug Guts With Parmesan Cheese,Bad item,Shambo,US0296,240.0,True,260.0,1.0,,,False,,,
US,US19,Survivor: Samoa,19.0,3.0,Roast Chicken,Food and drink,Monica,US0295,340.0,True,160.0,1.0,,,False,,,
US,US19,Survivor: Samoa,19.0,4.0,Challenge Advantage,Advantage,Jaison,US0297,500.0,False,0.0,1.0,,,False,,,
US,US19,Survivor: Samoa,19.0,5.0,"Cheeseburger, Fries, Condiments, And Beer",Food and drink,Mick,US0299,500.0,False,0.0,1.0,,,False,,,
US,US19,Survivor: Samoa,19.0,6.0,Clue To A Hidden Immunity Idol,Advantage,John,US0293,200.0,False,300.0,1.0,,,False,,,
US,US19,Survivor: Samoa,19.0,7.0,Shower,Comfort,Natalie,US0301,120.0,False,180.0,1.0,,,False,,,
US,US19,Survivor: Samoa,19.0,8.0,A Slice Of Apple Pie,Food and drink,John,US0293,200.0,False,300.0,1.0,,John had the choice of either keeping his piece of pie or giving it up so four people could enjoy an entire pie. John chose to keep his piece of pie.,False,,,
US,US24,Survivor: One World,24.0,1.0,Three Donuts And Iced Coffee,Food and drink,Chelsea,US0369,160.0,False,340.0,1.0,,,False,,,
US,US24,Survivor: One World,24.0,2.0,"Chips, Guacamole, Margarita",Food and drink,Sabrina,US0370,400.0,False,100.0,1.0,,,False,,,
US,US24,Survivor: One World,24.0,3.0,Protein Shake And Bananas,Food and drink,Leif,US0363,100.0,False,400.0,1.0,,,False,,,
US,US24,Survivor: One World,24.0,4.0,Shower,Comfort,Kim,US0371,40.0,False,460.0,1.0,,,False,,,
US,US24,Survivor: One World,24.0,5.0,"Blt, Chips, Iced Tea",Food and drink,Kat,US0365,180.0,False,320.0,1.0,,,False,,,
US,US24,Survivor: One World,24.0,6.0,Peanut Butter And Chocolate,Food and drink,Kim,US0371,240.0,False,220.0,1.0,,,False,,,
US,US24,Survivor: One World,24.0,7.0,Letters From Home,Letter or message from home,Alicia,US0367,500.0,False,0.0,1.0,,,False,,,
US,US24,Survivor: One World,24.0,8.0,Challenge Advantage,Advantage,Troyzan,US0364,420.0,False,80.0,1.0,,,False,,,
US,US24,Survivor: One World,24.0,9.0,Cake,Food and drink,Kat,US0365,160.0,True,160.0,1.0,,This item was to be shared with the entire tribe. They had 60 seconds to eat it.,False,,,
US,US25,Survivor: Philippines,25.0,1.0,"Pancakes, Bacon, Maple Syrup, Butter, And Orange Juice",Food and drink,Denise,US0386,500.0,False,0.0,1.0,,,,,,
US,US25,Survivor: Philippines,25.0,2.0,Cheese And Crackers,Food and drink,Michael,US0022,500.0,False,0.0,1.0,,,,,,
US,US25,Survivor: Philippines,25.0,3.0,5 Donuts And Iced Coffee,Food and drink,Malcolm,US0384,200.0,False,300.0,1.0,,,,,,
US,US25,Survivor: Philippines,25.0,4.0,Fried Chicken And Fries,Food and drink,Jonathan,US0196,100.0,True,400.0,1.0,,,,,,
US,US25,Survivor: Philippines,25.0,5.0,Baked Potato (Swapped For Rice And Beans For The Tribe),Food and drink,Carter,US0382,200.0,True,300.0,1.0,,,,,,
US,US25,Survivor: Philippines,25.0,6.0,Giant Sandwich,Food and drink,Lisa,US0385,320.0,True,180.0,1.0,,,,,,
US,US25,Survivor: Philippines,25.0,7.0,Advantage In The Game,Advantage,Abi-Maria,US0383,500.0,False,0.0,1.0,,,,,,
US,US25,Survivor: Philippines,25.0,8.0,Veal Shanks For The Tribe,Food and drink,Carter,US0382,200.0,True,100.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,1.0,Beer And Peanuts,Food and drink,Malcolm,US0384,20.0,False,480.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,2.0,One Slice Of Pizza,Food and drink,Reynold,US0394,180.0,True,320.0,1.0,,Reynold was offered another covered item but stuck with the slice of pizza. The other item was the rest of the pizza which Sherri offered $500 for.,,,,
US,US26,Survivor: Caramoan,26.0,3.0,Rest Of The Pizza,Food and drink,Sherri,US0396,500.0,False,0.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,4.0,Roasted Chicken,Food and drink,Dawn,US0346,500.0,False,0.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,5.0,Advantage In The Game,Advantage,Malcolm,US0384,480.0,False,0.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,6.0,"Spaghetti, Meatballs, Garlic Bread, And Wine",Food and drink,Andrea,US0333,280.0,True,220.0,1.0,,Switched for rice and beans for the tribe,,,,
US,US26,Survivor: Caramoan,26.0,7.0,Advantage In The Game (Next Immunity Challenge Advantage),Advantage,Cochran,US0348,340.0,True,160.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,8.0,Pig Brain,Bad item,Brenda,US0312,300.0,True,200.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,9.0,Letters From Home,Letter or message from home,Andrea,US0333,20.0,False,200.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,9.0,Letters From Home,Letter or message from home,Brenda,US0312,20.0,False,180.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,9.0,Letters From Home,Letter or message from home,Eddie,US0395,20.0,False,480.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,9.0,Letters From Home,Letter or message from home,Erik,US0246,20.0,False,480.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,9.0,Letters From Home,Letter or message from home,Reynold,US0394,20.0,False,300.0,1.0,,,,,,
US,US26,Survivor: Caramoan,26.0,10.0,Peanut Butter For The Tribe,Food and drink,Eddie,US0395,290.0,True,190.0,1.0,"Erik, Brenda, Andrea, Dawn, Cochran, Malcolm, Reynold, Sherri",,,,,
US,US28,Survivor: Cagayan,28.0,1.0,"Popcorn, Candy, And Soft Drink",Food and drink,Trish,US0420,80.0,False,420.0,1.0,,,False,,,
US,US28,Survivor: Cagayan,28.0,2.0,"Quesadilla, Guacamole, Salsa, And Margarita",Food and drink,Jefra,US0418,100.0,True,400.0,1.0,,,False,,,
US,US28,Survivor: Cagayan,28.0,3.0,Steak Sandwich And Iced Tea,Food and drink,Kass,US0422,20.0,True,480.0,1.0,,,False,,,
US,US28,Survivor: Cagayan,28.0,4.0,Rice And Water,Bad item,Trish,US0420,60.0,True,360.0,1.0,,,False,,,
US,US28,Survivor: Cagayan,28.0,5.0,Ribs And Beer,Food and drink,Woo,US0423,40.0,False,460.0,1.0,,,False,,,
US,US28,Survivor: Cagayan,28.0,6.0,Clue To A Hidden Immunity Idol,Advantage,Tony,US0424,500.0,False,0.0,1.0,,,False,,,
US,US30,Survivor: Worlds Apart,30.0,1.0,"Banishment From The Survivor Auction, But With A Large Box Of Hidden Rations To Last For The Rest Of The Game Waiting At Camp.",Food and drink,Will,US0458,100.0,True,400.0,1.0,,,False,,,
US,US30,Survivor: Worlds Apart,30.0,2.0,Fried Chicken And Waffles,Food and drink,Shirin,US0453,300.0,False,200.0,1.0,,,False,,,
US,US30,Survivor: Worlds Apart,30.0,3.0,A Large Margarita,Food and drink,Jenn,US0452,100.0,False,400.0,1.0,,,False,,,
US,US30,Survivor: Worlds Apart,30.0,4.0,Souvlaki,Food and drink,Sierra,US0456,100.0,False,400.0,1.0,,,False,,,
US,US30,Survivor: Worlds Apart,30.0,5.0,"Steak, Wine And Cheese Dipping Sauce",Food and drink,Rodney,US0457,,False,,1.0,,,False,,,
US,US30,Survivor: Worlds Apart,30.0,6.0,Letters From Home,Letter or message from home,Sierra,US0456,20.0,False,380.0,1.0,,,False,,,
US,US30,Survivor: Worlds Apart,30.0,7.0,Advantage In The Game (Extra Vote),Advantage,Dan,US0455,480.0,False,20.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,1.0,Salty Pretzels And Beer,Food and drink,Kendra,US0676,360.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,2.0,"French Fries, Ketchup, And Soft Drink",Food and drink,Kellie,US0675,500.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,3.0,"Cheese Platter, Deli Meats, And White Wine",Food and drink,Emily,US0668,440.0,True,60.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,4.0,Chocolate Milkshake,Food and drink,Dee,US0666,900.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,5.0,Two Giant Fish Eyes,Bad item,Katurah,US0674,480.0,True,0.0,1.0,,"Katurah was offered to trade for another covered item, which she refused. Katurah refused the item, and it was put back up for bid.",False,,,
US,US45,Survivor: 45,45.0,5.0,Two Giant Fish Eyes,Bad item,Austin,US0663,100.0,False,600.0,2.0,,,False,,,
US,US45,Survivor: 45,45.0,6.0,Bowl Of Lollies And Chocolate,Food and drink,Drew,US0667,520.0,True,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,7.0,Slice Of Pepperoni Pizza,Food and drink,Austin,US0663,600.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,8.0,Toothbrush And Toothpaste,Comfort,Julie,US0672,420.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,9.0,Chocolate Cake,Food and drink,Jake,US0671,340.0,True,0.0,1.0,"Julie, Bruce","Before purchasing, the players were told the buyer has to share this with two people. Jake chose to share it with Julie and Bruce.",False,,,
US,US45,Survivor: 45,45.0,10.0,"Pbandj Sandwich, Chips, And A Margarita",Food and drink,Kellie,US0675,200.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,1.0,Salty Pretzels And Beer,Food and drink,Kendra,,360.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,2.0,"French Fries, Ketchup, And Soft Drink",Food and drink,Kellie,,500.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,3.0,"Cheese Platter, Deli Meats, And White Wine",Food and drink,Emily,,440.0,True,60.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,4.0,Chocolate Milkshake,Food and drink,Dee,,900.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,5.0,Two Giant Fish Eyes,Bad item,Katurah,,480.0,True,0.0,1.0,,"Katurah was offered to trade for another covered item, which she refused. Katurah refused the item, and it was put back up for bid.",False,,,
US,US45,Survivor: 45,45.0,5.0,Two Giant Fish Eyes,Bad item,Austin,,100.0,False,600.0,2.0,,,False,,,
US,US45,Survivor: 45,45.0,6.0,Bowl Of Lollies And Chocolate,Food and drink,Drew,,520.0,True,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,7.0,Slice Of Pepperoni Pizza,Food and drink,Austin,,600.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,8.0,Toothbrush And Toothpaste,Comfort,Julie,,420.0,False,0.0,1.0,,,False,,,
US,US45,Survivor: 45,45.0,9.0,Chocolate Cake,Food and drink,Jake,,340.0,True,0.0,1.0,"Julie, Bruce","Before purchasing, the players were told the buyer has to share this with two people. Jake chose to share it with Julie and Bruce.",False,,,
US,US45,Survivor: 45,45.0,10.0,"Pbandj Sandwich, Chips, And A Margarita",Food and drink,Kellie,,200.0,False,0.0,1.0,,,False,,,
AU,AU01,Survivor Australia: 2016,1.0,1.0,Salt And Vinegar Chips And Soft Drinks,Food and drink,Conner,AU0012,60.0,False,440.0,1.0,"Kate, Kristie, Sue",,,,,
AU,AU01,Survivor Australia: 2016,1.0,2.0,Chocolate Cake And Chocolate Milk,Food and drink,Conner,AU0012,440.0,False,0.0,1.0,,,,,,
AU,AU01,Survivor Australia: 2016,1.0,3.0,Nachos With A Margarita,Food and drink,Sam,AU0019,240.0,True,260.0,1.0,,Sam was offered a second hidden item. However he decided to stick with the first item,,,,
AU,AU01,Survivor Australia: 2016,1.0,4.0,Steak And Chips,Food and drink,Sue,AU0016,220.0,True,280.0,1.0,,,,,,
AU,AU01,Survivor Australia: 2016,1.0,5.0,"A Bath With Hot Water, Bubble Bath And A Toothbrush To Use For The Remainder Of The Auction",Comfort,Brooke,AU0018,20.0,False,480.0,1.0,,,,,,
AU,AU01,Survivor Australia: 2016,1.0,6.0,Vote Blocker,Advantage,Lee,AU0023,80.0,False,420.0,1.0,,,,,,
AU,AU01,Survivor Australia: 2016,1.0,7.0,Pasta And Garlic Bread With Wine,Food and drink,Kate,AU0013,500.0,False,0.0,1.0,,,,,,
AU,AU01,Survivor Australia: 2016,1.0,8.0,A Clue To A Hidden Immunity Idol,Advantage,Nick,AU0014,440.0,True,60.0,1.0,,,,,,
AU,AU02,Survivor Australia: 2017,2.0,1.0,Auction Advantage,Advantage,Luke,AU0042,320.0,True,180.0,1.0,,"This item forces the winner to exit the auction. In return, they will receive all items sold at the auction.",,,,
AU,AU02,Survivor Australia: 2017,2.0,2.0,Smashed Avocado On Toast And Orange Juice,Food and drink,Ziggy,AU0043,500.0,False,0.0,1.0,,,,,,
