castaway_id,full_name,full_name_detailed,castaway,date_of_birth,date_of_death,gender,african,asian,latin_american,native_american,bipoc,lgbt,personality_type,occupation,three_words,hobbies,pet_peeves,race,ethnicity
US0054,Gina Crews,Gina Crews,Gina,1973-02-07,,Female,False,False,False,False,False,False,ISFJ,Nature Guide,,,,,
US0055,Rob Mariano,'Boston' Rob Mariano,Boston Rob,1975-12-25,,Male,False,False,False,False,False,False,ESTJ,Construction Worker,"Competitive, adventurous, and consistent.","Fishing, poker, ice hockey, and golf.",Cry babies.,,
US0056,John Carroll,John Carroll,John,1965-06-14,,Male,False,False,False,False,False,True,ENTJ,Registered Nurse,,,,,
US0057,Zoe Zanidakis,Zoe Zanidakis,Zoe,1966-03-17,,Female,False,False,False,False,False,False,ISTJ,Fishing Boat Captain,,,,,
US0058,Tammy Leitner,Tammy Leitner,Tammy,1972-07-03,,Female,False,False,False,False,False,False,ENFJ,Crime Reporter,,,,,
US0059,Robert DeCanio,Robert DeCanio,Robert,1963-06-19,,Male,False,False,False,False,False,False,ISTJ,Limousine Driver,,,,,
US0060,Sean Rector,Sean Rector,Sean,1971-08-20,,Male,True,False,False,False,True,False,ENTP,Teacher,,,,Black,
US0061,Paschal English,Paschal English,Paschal,1945-03-05,,Male,False,False,False,False,False,False,ISFJ,Judge,,,,,
US0062,Kathy Vavrick-O'Brien,Kathy Vavrick-O'Brien,Kathy,1955-01-06,,Female,False,False,False,False,False,False,ESFJ,Real Estate Agent,,,,,
US0063,Neleh Dennis,Neleh Dennis,Neleh,1980-02-19,,Female,False,False,False,False,False,False,ENFP,Student,,,,,
US0064,Vecepia Towery,Vecepia Towery,Vecepia,1965-12-09,,Female,True,False,False,False,True,False,ISTJ,Office Manager,,,,Black,
US0065,John Raymond,John Raymond,John,1962-02-21,,Male,False,False,False,False,False,False,ENFP,Pastor,,,,,
US0066,Tanya Vance,Tanya Vance,Tanya,1974-11-29,,Female,False,False,False,False,False,False,ESTJ,Social Worker,,,,,
US0067,Jed Hildebrand,Jed Hildebrand,Jed,1976-12-05,,Male,False,False,False,False,False,False,ISFP,Dental Student,,,,,
US0068,Ghandia Johnson,Ghandia Johnson,Ghandia,1969-01-03,,Female,True,False,False,False,True,False,ESFP,Legal Secretary,,,,Black,
US0069,Stephanie Dill,Stephanie Dill,Stephanie,1972-11-15,,Female,False,False,False,False,False,False,ISTJ,Firefighter,,,,,
US0070,Robert Zbacnik,Robert Zbacnik,Robb,1978-09-12,,Male,False,False,False,False,False,False,ESFP,Bartender,,,,,
US0071,Shii Ann Huang,Shii Ann Huang,Shii Ann,1974-01-24,,Female,False,True,False,False,True,False,INTJ,Executive Recruiter,,,,Asian,Taiwanese American
US0072,Erin Collins,Erin Collins,Erin,1976-01-07,,Female,False,False,False,False,False,False,ESFP,Real Estate Agent,,,,,
US0073,Ken Stafford,Ken Stafford,Ken,1972-06-20,,Male,False,False,False,False,False,False,ESTJ,Police Officer,,,,,
US0074,Penny Ramsey,Penny Ramsey,Penny,1975-04-24,,Female,False,False,False,False,False,False,ESFJ,Pharmaceutical Sales,,,,,
US0075,Jake Billingsley,Jake Billingsley,Jake,1941-08-21,,Male,False,False,False,False,False,False,ISFJ,Land Broker,,,,,
US0076,Ted Rogers Jr.,Ted Rogers Jr.,Ted,1964-12-28,,Male,True,False,False,False,True,False,ESTP,Software Development Manager,,,,Black,
US0077,Helen Glover,Helen Glover,Helen,1955-04-28,,Female,False,False,False,False,False,False,ISTJ,Navy Swim Instructor,,,,,
US0078,Jan Gentry,Jan Gentry,Jan,1948-10-31,,Female,False,False,False,False,False,False,ENFP,Teacher,,,,,
US0079,Clay Jordan,Clay Jordan,Clay,1955-12-30,2022-05-19,Male,False,False,False,False,False,False,ESTP,Restaurant Owner,,,,,
US0080,Brian Heidik,Brian Heidik,Brian,1968-03-09,,Male,False,False,False,False,False,False,ISTP,Used Car Salesman,,,,,
US0081,Ryan Aiken,Ryan Aiken,Ryan,1979-02-13,,Male,False,False,False,False,False,False,ESFP,Model,,,,,
US0082,Janet Koth,Janet Koth,Janet,1955-11-18,,Female,False,False,False,False,False,False,ISFJ,Homemaker,,,,,
US0083,Daniel Lue,Daniel Lue,Daniel,1975-11-29,,Male,False,True,False,False,True,False,INFP,Tax Accountant,,,,Asian,Chinese American
US0084,JoAnna Ward,JoAnna Ward,JoAnna,1971-04-29,,Female,True,False,False,False,True,False,ISTJ,Guidance Counselor,,,,Black,
US0085,Jeanne Hebert,Jeanne Hebert,Jeanne,1962-01-06,,Female,False,False,False,False,False,False,ISTJ,Marketing Director,,,,,
US0086,Shawna Mitchell,Shawna Mitchell,Shawna,1979-07-28,,Female,False,False,False,False,False,False,ENFP,Retail Saleswoman,,,,,
US0087,Roger Sexton,Roger Sexton,Roger,1946-09-26,2022-10-26,Male,False,False,False,False,False,False,ISTJ,Construction Company V.P.,,,,,
US0088,Dave Johnson,Dave Johnson,Dave,1979-01-16,,Male,False,False,False,False,False,False,ISTJ,Rocket Scientist,,,,,
US0089,Deena Bennett,Deena Bennett,Deena,1967-02-12,,Female,False,False,True,False,True,False,ENTJ,Deputy District Attorney,,,,,Hispanic or Latino
US0090,Alex Bell,Alex Bell,Alex,1970-05-16,,Male,False,False,False,False,False,False,ENFJ,Triathlon Coach,,,,,
US0091,Christy Smith,Christy Smith,Christy,1978-09-13,,Female,False,False,False,False,False,False,INFP,Children's Adventure Guide,,,,,
US0092,Heidi Strobel,Heidi Strobel,Heidi,1978-10-29,,Female,False,False,False,False,False,False,ENTJ,Gym Teacher,,,,,
US0093,Butch Lockley,Butch Lockley,Butch,1952-08-28,,Male,False,False,False,False,False,False,ISFJ,Principal,,,,,
US0094,Rob Cesternino,Rob Cesternino,Rob C.,1978-10-20,,Male,False,False,False,False,False,False,ENTP,Computer Projects Coordinator,,,,,
US0095,Matthew von Ertfelda,Matthew von Ertfelda,Matthew,1969-07-24,,Male,False,False,False,False,False,False,INTP,Restaurant Designer,,,,,
US0096,Jenna Morasca,Jenna Morasca,Jenna M.,1981-02-15,,Female,False,False,False,False,False,False,ISTP,Swimsuit Model,,,,,
US0097,Nicole Delma,Nicole Delma,Nicole,1978-09-19,,Female,False,False,False,False,False,False,INTP,Massage Therapist,,,,,
US0098,Ryan Shoulders,Ryan Shoulders,Ryan S.,1980-03-28,,Male,False,False,False,False,False,False,INFP,Produce Clerk,,,,,
US0099,Lillian Morris,Lillian Morris,Lillian,1952-04-03,,Female,False,False,False,False,False,False,INFP,Scout Troop Leader,,,,,
US0100,Burton Roberts,Burton Roberts,Burton,1972-04-10,,Male,False,False,False,False,False,False,ISTJ,Marketing Executive,,,,,
US0101,Michelle Tesauro,Michelle Tesauro,Michelle,1981-01-16,,Female,False,False,False,False,False,False,ENFP,Student,,,,,
US0102,Trish Dunn,Trish Dunn,Trish,1960-10-29,,Female,False,False,False,False,False,False,ENFJ,Sales Executive,,,,,
US0103,Shawn Cohen,Shawn Cohen,Shawn,1974-09-20,,Male,False,False,False,False,False,False,ESTP,Advertising Sales,,,,,Jewish
US0104,Osten Taylor,Osten Taylor,Osten,1975-12-10,,Male,True,False,False,False,True,False,ESFP,Equity Trade Manager,,,,Black,
US0105,Andrew Savage,Andrew Savage,Andrew,1963-07-29,,Male,False,False,False,False,False,False,ESTJ,Attorney,,,,,
US0106,Ryan Opray,Ryan Opray,Ryan O.,1972-08-06,,Male,False,False,False,False,False,False,ISFJ,Electrician,,,,,
US0107,Rupert Boneham,Rupert Boneham,Rupert,1964-01-27,,Male,False,False,False,False,False,False,ESFJ,Troubled Teens Mentor,,,,,
US0108,Tijuana Bradley,Tijuana Bradley,Tijuana,1976-07-23,,Female,True,False,False,False,True,False,ESFP,Pharmaceutical Sales,,,,Black,
US0109,Christa Hastie,Christa Hastie,Christa,1978-11-06,,Female,False,False,False,False,False,False,ESFP,Computer Programmer,,,,,
US0110,Darrah Johnson,Darrah Johnson,Darrah,1981-05-19,,Female,False,False,False,False,False,False,ISTP,Mortician,,,,,
US0111,Jon Dalton,'Jonny Fairplay' Dalton,Jonny Fairplay,1974-03-11,,Male,False,False,False,False,False,False,ENTP,Art Consultant,,,,,
US0112,Sandra Diaz-Twine,Sandra Diaz-Twine,Sandra,1974-07-30,,Female,False,False,True,False,True,False,ESTP,Office Assistant;Case Manager,"Sassy, unapologetic, and loyal.",Couponing.,People who can't park inside the lines.,,Hispanic or Latino
US0113,Brook Geraghty,Brook Geraghty,Brook,1976-11-20,,Male,False,False,False,False,False,False,INTP,Document Manager,,,,,
US0114,Dolly Neely,Dolly Neely,Dolly,1978-11-18,,Female,False,False,False,False,False,False,ISFP,Sheep Farmer,,,,,
US0115,John Palyok,John Palyok,John P.,1973-05-13,,Male,False,False,False,False,False,False,ESTP,Sales Manager,,,,,
US0116,Mia Galeotalanza,Mia Galeotalanza,Mia,1974-08-17,,Female,False,False,False,False,False,False,ESFP,Bookkeeper,,,,,
US0117,Brady Finta,Brady Finta,Brady,1970-12-17,,Male,False,False,False,False,False,False,ISTJ,FBI Agent,,,,,
US0118,Travis Sampson,Travis Sampson,Travis,1971-02-19,,Male,False,False,False,False,False,False,ISFP,Security Officer,,,,,
US0119,Lisa Keiffer,Lisa Keiffer,Lisa,1960-05-03,,Female,False,False,False,False,False,False,ESFJ,Real Estate Agent,,,,,
US0120,John Kenney,John Kenney,John K.,1981-09-26,,Male,False,False,False,False,False,False,ESFP,Mechanical Bull Operator;Model,,,,,
US0121,Rory Freeman,Rory Freeman,Rory,1968-10-30,,Male,True,False,False,False,True,False,INTP,Housing Case Manager,,,,Black,
US0122,Lea Masters,Lea Masters,Lea,1964-03-28,,Male,False,False,False,False,False,False,ESFJ,Drill Sergeant,,,,,
US0123,James Crittenden,James 'Chad' Crittenden,Chad,1969-08-08,,Male,False,False,False,False,False,False,ESTP,Teacher,,,,,
US0124,Leann Slaby,Leann Slaby,Leann,1969-07-08,,Female,False,False,False,False,False,False,INFJ,Equity Research Assistant,,,,,
US0125,Ami Cusack,Ami Cusack,Ami,1973-01-25,,Female,False,False,False,False,False,True,ENTJ,Coffee Barista;Nanny,,,,,
US0126,Julie Berry,Julie Berry,Julie,1980-12-15,,Female,False,False,False,True,True,False,INFP,Youth Mentor,,,,,Native American
US0127,Eliza Orlins,Eliza Orlins,Eliza,1982-12-25,,Female,False,False,False,False,False,False,ENTJ,Pre-Law Student;Law School Student,,,,,Jewish
US0128,Scout Cloud Lee,Scout Cloud Lee,Scout,1944-11-08,,Female,False,False,False,False,False,True,INFJ,Rancher,,,,,
US0129,Twila Tanner,Twila Tanner,Twila,1962-10-12,,Female,False,False,False,False,False,False,ISTJ,Highway Repair Worker,,,,,
US0130,Chris Daugherty,Chris Daugherty,Chris,1970-08-29,,Male,False,False,False,False,False,False,ENTP,Highway Construction Worker,,,,,
US0131,Jonathan Libby,Jonathan Libby,Jonathan,1981-09-05,,Male,False,False,False,False,False,False,ISTP,Sales & Marketing Associate,,,,,
US0132,Wanda Shirk,Wanda Shirk,Wanda,1949-08-24,,Female,False,False,False,False,False,False,ENFP,English Teacher,,,,,
US0133,Jolanda Jones,Jolanda Jones,Jolanda,1965-11-06,,Female,True,False,False,False,True,True,ESTJ,Lawyer,,,,Black,
US0134,Ashlee Ashby,Ashlee Ashby,Ashlee,1982-05-02,,Female,False,False,False,False,False,False,ISFJ,Student,,,,,
US0135,Jeff Wilson,Jeff Wilson,Jeff,1983-02-09,,Male,False,False,False,False,False,False,ESFP,Personal Trainer,,,,,
US0136,Kimberly Mullen,Kimberly Mullen,Kim,1979-03-13,,Female,False,False,False,False,False,False,INTJ,Graduate Student,,,,,
US0137,Willard Smith,Willard Smith,Willard,1947-11-30,,Male,False,False,False,False,False,False,INTP,Lawyer,,,,,
US0138,Angie Jakusz,Angie Jakusz,Angie,1980-03-27,2021-01-08,Female,False,False,False,False,False,False,INFP,Bartender,,,,,
US0139,James Miller,James Miller,James,1971-07-08,,Male,False,False,False,False,False,False,ESTP,Steelworker,,,,,
US0140,Ibrehem Rahman,Ibrehem Rahman,Ibrehem,1977-03-04,,Male,True,False,False,False,True,False,ISTJ,Waiter,,,,Black,
US0141,Bobby Jon Drinkard,Bobby Jon Drinkard,Bobby Jon,1977-05-10,,Male,False,False,False,False,False,False,ISTP,Waiter,,,,,
US0142,Coby Archa,Coby Archa,Coby,1972-09-08,,Male,False,False,False,False,False,True,ENFP,Hairstylist,,,,,
US0143,Janu Tornell,Janu Tornell,Janu,1965-05-09,,Female,False,False,True,False,True,False,INFP,Vegas Showgirl,,,,Cuban American,Hispanic or Latino
US0144,Stephenie LaGrossa,Stephenie LaGrossa,Stephenie,1979-12-06,,Female,False,False,False,False,False,False,ESTJ,Pharmaceutical Sales Representative,,,,,
US0145,Gregg Carey,Gregg Carey,Gregg,1977-01-09,,Male,False,False,False,False,False,False,INTP,Business Consultant,,,,,
US0146,Caryn Groedel,Caryn Groedel,Caryn,1958-08-13,,Female,False,False,False,False,False,False,ISTJ,Civil Rights Lawyer,,,,,Jewish
US0147,Jennifer Lyon,Jennifer Lyon,Jenn,1972-02-27,2010-01-19,Female,False,False,False,False,False,False,ISFP,Nanny,,,,,
US0148,Ian Rosenberger,Ian Rosenberger,Ian,1981-08-24,,Male,False,False,False,False,False,False,ESFP,Dolphin Trainer,,,,,
US0149,Katie Gallagher,Katie Gallagher,Katie,1975-05-28,,Female,False,False,False,False,False,False,ESFP,Advertising Executive,,,,,
US0150,Tom Westman,Tom Westman,Tom,1964-01-04,,Male,False,False,False,False,False,False,ESTJ,Firefighter;Motivational Speaker,,,,,
US0151,Jim Lynch,Jim Lynch,Jim,1942-01-07,,Male,False,False,False,False,False,False,ISTJ,Retired Fire Captain,,,,,
US0152,Morgan McDevitt,Morgan McDevitt,Morgan,1983-11-24,,Female,False,False,False,False,False,False,INFP,Magician's Assistant,,,,,
US0153,Brianna Varela,Brianna Varela,Brianna,1983-10-29,,Female,False,False,True,False,True,False,ENFP,Retail Salesperson,,,,,Hispanic or Latino
US0154,Brooke Struck,Brooke Struck,Brooke,1979-07-30,,Female,False,False,False,False,False,False,ISTJ,Law Student,,,,,
US0155,Blake Towsley,Blake Towsley,Blake,1981-05-05,,Male,False,False,False,False,False,False,ESTP,Real Estate Broker,,,,,
US0156,Margaret Bobonich,Margaret Bobonich,Margaret,1962-06-05,,Female,False,False,False,False,False,False,ESFJ,Nurse Practitioner,,,,,
US0157,Brian Corridan,Brian Corridan,Brian,1983-02-10,,Male,False,False,False,False,False,True,ENTP,Ivy League Student,,,,,
US0158,Amy O'Hara,Amy O'Hara,Amy,1965-11-02,,Female,False,False,False,False,False,False,ESTP,Police Sergeant,,,,,
US0159,Brandon Bellinger,Brandon Bellinger,Brandon,1983-01-22,,Male,False,False,False,False,False,False,ISTP,Farmer,,,,,
US0160,Jamie Newton,Jamie Newton,Jamie,1981-01-26,,Male,False,False,False,False,False,False,ISTP,Water Skiing Instructor,,,,,
US0161,Gary Hogeboom,Gary Hogeboom,Gary,1958-08-21,,Male,False,False,False,False,False,False,INFJ,Ex-NFL Quarterback,,,,,
US0162,Judd Sergeant,Judd Sergeant,Judd,1970-09-13,,Male,False,False,False,False,False,False,ESTP,Hotel Doorman,,,,,
US0163,Cindy Hall,Cindy Hall,Cindy,1974-06-28,,Female,False,False,False,False,False,False,ISFP,Zookeeper,,,,,
US0164,Lydia Morales,Lydia Morales,Lydia,1963-01-19,,Female,False,False,True,False,True,False,ISFJ,Fishmonger,,,,Puerto Rican American,Hispanic or Latino
US0165,Rafe Judkins,Rafe Judkins,Rafe,1983-01-08,,Male,False,False,False,False,False,True,INFP,Wilderness Guide,,,,,
US0166,Danni Boatwright,Danni Boatwright,Danni,1975-07-13,,Female,False,False,False,False,False,False,ENFJ,Sports Radio Host;Entrepreneur,Velvet... steam...roller.,"Coaching youth sports, hosting benefit auctions in kc, running races, and participating in any outdoor activities.","Parents of young kids who think their kids are going pro, negative people, takers, and slow drivers.",,
US0167,Tina Scheer,Tina Scheer,Tina,1960-11-17,,Female,False,False,False,False,False,False,ESTP,Lumberjill,,,,,
US0168,Melinda Hyder,Melinda Hyder,Melinda,1973-05-23,,Female,False,False,False,False,False,False,ESFJ,Singer/Entertainer,,,,,
US0169,Misty Giles,Misty Giles,Misty,1981-02-25,,Female,False,False,False,False,False,False,INTP,Missile Engineer,,,,,
US0170,Ruth Marie Milliman,Ruth Marie Milliman,Ruth Marie,1957-04-11,,Female,False,False,False,False,False,False,ISFJ,Real Estate,,,,,
US0171,Bobby Mason,Bobby Mason,Bobby,1973-08-20,,Male,True,False,False,False,True,False,ISTP,Attorney,,,,Black,
US0172,Dan Barry,Dan Barry,Dan,1953-12-30,,Male,False,False,False,False,False,False,ISFJ,Astronaut,,,,,
US0173,Nick Stanbury,Nick Stanbury,Nick,1980-07-21,,Male,False,False,False,False,False,False,ISFP,Financial Sales,,,,,
US0174,Austin Carty,Austin Carty,Austin,1981-04-29,,Male,False,False,False,False,False,False,INFP,Writer,,,,,
US0175,Sally Schumann,Sally Schumann,Sally,1978-12-10,,Female,False,False,False,False,False,False,INFP,Social Worker,,,,,
US0176,Bruce Kanegai,Bruce Kanegai,Bruce,1947-12-17,,Male,False,True,False,False,True,False,INFP,Art Teacher,,,,Asian,Japanese American
US0177,Courtney Marit,Courtney Marit,Courtney,1974-05-24,,Female,False,False,False,False,False,False,ENFP,Fire Dancer,,,,,
US0178,Shane Powers,Shane Powers,Shane,1970-11-28,,Male,False,False,False,False,False,False,ESFP,Marketing Executive,,,,,
US0179,Cirie Fields,Cirie Fields,Cirie,1970-07-18,,Female,True,False,False,False,True,False,ENFJ,Nurse,,,,Black,
US0180,Terry Deitz,Terry Deitz,Terry,1959-10-10,,Male,False,False,False,False,False,False,ESTJ,Pilot,,,,,
US0181,Danielle DiLorenzo,Danielle DiLorenzo,Danielle,1981-06-03,,Female,False,False,False,False,False,False,ESFP,Medical Sales Rep.,,,,,
US0182,Aras Baskauskas,Aras Baskauskas,Aras,1981-09-26,,Male,False,False,False,False,False,False,INFP,Yoga Instructor;Musician,,,,,
US0183,Sekou Bunch,Sekou Bunch,Sekou,1960-09-09,,Male,True,False,False,False,True,False,ESFJ,Jazz Musician,,,,Black,
US0184,Virgilio Garcia,Virgilio 'Billy' Garcia,Billy,1970-04-22,,Male,False,False,True,False,True,False,INFJ,Heavy Metal Musician,,,,,Hispanic or Latino
US0185,Cecilia Mansilla,Cecilia Mansilla,Cecilia,1977-01-13,,Female,False,False,True,False,True,False,ISTJ,Risk Consultant,,,,Peruvian American,Hispanic or Latino
US0186,John Calderon,John 'JP' Calderon,J.P.,1975-09-05,,Male,False,False,True,False,True,True,ESFP,Volleyball Pro,,,,,Hispanic or Latino
US0187,Stephannie Favor,Stephannie Favor,Stephannie,1970-07-12,,Female,True,False,False,False,True,False,ISFJ,Nursing Student,,,,Black,
US0188,Anh-Tuan Bui,Anh-Tuan 'Cao Boi' Bui,Cao Boi,1964-04-10,,Male,False,True,False,False,True,False,ENFP,Nail Salon Manager,,,,Asian,Vietnamese American
US0189,Cristina Coria,Cristina Coria,Cristina,1971-04-18,,Female,False,False,True,False,True,False,ISFJ,Police Officer,,,,,Hispanic or Latino
US0190,Jessica Smith,Jessica Smith,Jessica,1979-01-22,,Female,False,False,False,False,False,False,ENFP,Roller Girl,,,,,
US0191,Brad Virata,Brad Virata,Brad,1976-11-23,,Male,False,True,False,False,True,True,INFJ,Fashion Director,,,,Asian,Asian American
US0192,Rebecca Borman,Rebecca Borman,Rebecca,1971-08-31,,Female,True,False,False,False,True,False,ISFJ,Make-Up Artist,,,,Black,
