date,value,indicator
2021-08-07,416250,"initial unemployment claims, 4-week avg"
2021-08-14,411500,"initial unemployment claims, 4-week avg"
2021-08-21,407500,"initial unemployment claims, 4-week avg"
2021-08-28,399250,"initial unemployment claims, 4-week avg"
2021-09-04,385500,"initial unemployment claims, 4-week avg"
2021-09-11,375000,"initial unemployment claims, 4-week avg"
2021-09-18,371250,"initial unemployment claims, 4-week avg"
2021-09-25,370000,"initial unemployment claims, 4-week avg"
2021-10-02,364750,"initial unemployment claims, 4-week avg"
2021-10-09,353250,"initial unemployment claims, 4-week avg"
2021-10-16,335750,"initial unemployment claims, 4-week avg"
2021-10-23,315250,"initial unemployment claims, 4-week avg"
2021-10-30,300250,"initial unemployment claims, 4-week avg"
2021-11-06,290750,"initial unemployment claims, 4-week avg"
2021-11-13,279500,"initial unemployment claims, 4-week avg"
2021-11-20,267000,"initial unemployment claims, 4-week avg"
2021-11-27,257000,"initial unemployment claims, 4-week avg"
2021-12-04,244250,"initial unemployment claims, 4-week avg"
2021-12-11,235000,"initial unemployment claims, 4-week avg"
2021-12-18,229000,"initial unemployment claims, 4-week avg"
2021-12-25,221750,"initial unemployment claims, 4-week avg"
2022-01-01,220750,"initial unemployment claims, 4-week avg"
2022-01-08,223250,"initial unemployment claims, 4-week avg"
2022-01-15,228250,"initial unemployment claims, 4-week avg"
2022-01-22,231000,"initial unemployment claims, 4-week avg"
2022-01-29,228500,"initial unemployment claims, 4-week avg"
2022-02-05,216750,"initial unemployment claims, 4-week avg"
2022-02-12,209000,"initial unemployment claims, 4-week avg"
2022-02-19,203000,"initial unemployment claims, 4-week avg"
2022-02-26,195000,"initial unemployment claims, 4-week avg"
2022-03-05,196750,"initial unemployment claims, 4-week avg"
2022-03-12,188750,"initial unemployment claims, 4-week avg"
2022-03-19,180750,"initial unemployment claims, 4-week avg"
2022-03-26,178000,"initial unemployment claims, 4-week avg"
2022-04-02,170500,"initial unemployment claims, 4-week avg"
2022-04-09,172750,"initial unemployment claims, 4-week avg"
2022-04-16,177500,"initial unemployment claims, 4-week avg"
2022-04-23,180000,"initial unemployment claims, 4-week avg"
2022-04-30,188500,"initial unemployment claims, 4-week avg"
2022-05-07,191250,"initial unemployment claims, 4-week avg"
2022-05-14,199500,"initial unemployment claims, 4-week avg"
2022-05-21,207000,"initial unemployment claims, 4-week avg"
2022-05-28,207000,"initial unemployment claims, 4-week avg"
2022-06-04,215750,"initial unemployment claims, 4-week avg"
2022-06-11,219000,"initial unemployment claims, 4-week avg"
2022-06-18,224500,"initial unemployment claims, 4-week avg"
2022-06-25,231750,"initial unemployment claims, 4-week avg"
2022-07-02,232500,"initial unemployment claims, 4-week avg"
2022-07-09,235750,"initial unemployment claims, 4-week avg"
