date,value,indicator
2009-10-01,2.9,University of Michigan: inflation expectation
2009-09-01,2.2,University of Michigan: inflation expectation
2009-08-01,2.8,University of Michigan: inflation expectation
2009-07-01,2.9,University of Michigan: inflation expectation
2009-06-01,3.1,University of Michigan: inflation expectation
2009-05-01,2.8,University of Michigan: inflation expectation
2009-04-01,2.8,University of Michigan: inflation expectation
2009-03-01,2.0,University of Michigan: inflation expectation
2009-02-01,1.9,University of Michigan: inflation expectation
2009-01-01,2.2,University of Michigan: inflation expectation
2008-12-01,1.7,University of Michigan: inflation expectation
2008-11-01,2.9,University of Michigan: inflation expectation
2008-10-01,3.9,University of Michigan: inflation expectation
2008-09-01,4.3,University of Michigan: inflation expectation
2008-08-01,4.8,University of Michigan: inflation expectation
2008-07-01,5.1,University of Michigan: inflation expectation
2008-06-01,5.1,University of Michigan: inflation expectation
2008-05-01,5.2,University of Michigan: inflation expectation
2008-04-01,4.8,University of Michigan: inflation expectation
2008-03-01,4.3,University of Michigan: inflation expectation
2008-02-01,3.6,University of Michigan: inflation expectation
2008-01-01,3.4,University of Michigan: inflation expectation
2007-12-01,3.4,University of Michigan: inflation expectation
2007-11-01,3.4,University of Michigan: inflation expectation
2007-10-01,3.1,University of Michigan: inflation expectation
2007-09-01,3.1,University of Michigan: inflation expectation
2007-08-01,3.2,University of Michigan: inflation expectation
2007-07-01,3.4,University of Michigan: inflation expectation
2007-06-01,3.4,University of Michigan: inflation expectation
2007-05-01,3.3,University of Michigan: inflation expectation
2007-04-01,3.3,University of Michigan: inflation expectation
2007-03-01,3.0,University of Michigan: inflation expectation
2007-02-01,3.0,University of Michigan: inflation expectation
2007-01-01,3.0,University of Michigan: inflation expectation
2006-12-01,2.9,University of Michigan: inflation expectation
2006-11-01,3.0,University of Michigan: inflation expectation
2006-10-01,3.1,University of Michigan: inflation expectation
2006-09-01,3.1,University of Michigan: inflation expectation
2006-08-01,3.8,University of Michigan: inflation expectation
2006-07-01,3.2,University of Michigan: inflation expectation
2006-06-01,3.3,University of Michigan: inflation expectation
2006-05-01,4.0,University of Michigan: inflation expectation
2006-04-01,3.3,University of Michigan: inflation expectation
2006-03-01,3.0,University of Michigan: inflation expectation
2006-02-01,3.0,University of Michigan: inflation expectation
2006-01-01,3.0,University of Michigan: inflation expectation
2005-12-01,3.1,University of Michigan: inflation expectation
2005-11-01,3.3,University of Michigan: inflation expectation
2005-10-01,4.6,University of Michigan: inflation expectation
2005-09-01,4.3,University of Michigan: inflation expectation
2005-08-01,3.1,University of Michigan: inflation expectation
2005-07-01,3.0,University of Michigan: inflation expectation
2005-06-01,3.2,University of Michigan: inflation expectation
2005-05-01,3.2,University of Michigan: inflation expectation
2005-04-01,3.3,University of Michigan: inflation expectation
2005-03-01,3.2,University of Michigan: inflation expectation
2005-02-01,2.9,University of Michigan: inflation expectation
2005-01-01,2.9,University of Michigan: inflation expectation
2004-12-01,3.0,University of Michigan: inflation expectation
2004-11-01,2.8,University of Michigan: inflation expectation
2004-10-01,3.1,University of Michigan: inflation expectation
2004-09-01,2.8,University of Michigan: inflation expectation
2004-08-01,2.8,University of Michigan: inflation expectation
2004-07-01,3.0,University of Michigan: inflation expectation
2004-06-01,3.3,University of Michigan: inflation expectation
2004-05-01,3.3,University of Michigan: inflation expectation
2004-04-01,3.2,University of Michigan: inflation expectation
2004-03-01,2.9,University of Michigan: inflation expectation
2004-02-01,2.6,University of Michigan: inflation expectation
2004-01-01,2.7,University of Michigan: inflation expectation
2003-12-01,2.6,University of Michigan: inflation expectation
2003-11-01,2.7,University of Michigan: inflation expectation
2003-10-01,2.6,University of Michigan: inflation expectation
2003-09-01,2.8,University of Michigan: inflation expectation
2003-08-01,2.5,University of Michigan: inflation expectation
2003-07-01,1.7,University of Michigan: inflation expectation
2003-06-01,2.1,University of Michigan: inflation expectation
2003-05-01,2.0,University of Michigan: inflation expectation
2003-04-01,2.4,University of Michigan: inflation expectation
2003-03-01,3.1,University of Michigan: inflation expectation
2003-02-01,2.7,University of Michigan: inflation expectation
2003-01-01,2.5,University of Michigan: inflation expectation
2002-12-01,2.5,University of Michigan: inflation expectation
2002-11-01,2.4,University of Michigan: inflation expectation
2002-10-01,2.5,University of Michigan: inflation expectation
2002-09-01,2.5,University of Michigan: inflation expectation
2002-08-01,2.6,University of Michigan: inflation expectation
2002-07-01,2.6,University of Michigan: inflation expectation
2002-06-01,2.7,University of Michigan: inflation expectation
2002-05-01,2.7,University of Michigan: inflation expectation
2002-04-01,2.8,University of Michigan: inflation expectation
2002-03-01,2.7,University of Michigan: inflation expectation
2002-02-01,2.1,University of Michigan: inflation expectation
2002-01-01,1.9,University of Michigan: inflation expectation
2001-12-01,1.8,University of Michigan: inflation expectation
2001-11-01,0.4,University of Michigan: inflation expectation
2001-10-01,1.0,University of Michigan: inflation expectation
2001-09-01,2.8,University of Michigan: inflation expectation
2001-08-01,2.7,University of Michigan: inflation expectation
2001-07-01,2.6,University of Michigan: inflation expectation
2001-06-01,3.0,University of Michigan: inflation expectation
2001-05-01,3.2,University of Michigan: inflation expectation
2001-04-01,3.1,University of Michigan: inflation expectation
2001-03-01,2.8,University of Michigan: inflation expectation
2001-02-01,2.8,University of Michigan: inflation expectation
2001-01-01,3.0,University of Michigan: inflation expectation
2000-12-01,2.8,University of Michigan: inflation expectation
2000-11-01,2.9,University of Michigan: inflation expectation
2000-10-01,3.2,University of Michigan: inflation expectation
2000-09-01,2.9,University of Michigan: inflation expectation
2000-08-01,2.7,University of Michigan: inflation expectation
2000-07-01,3.0,University of Michigan: inflation expectation
2000-06-01,2.9,University of Michigan: inflation expectation
2000-05-01,3.0,University of Michigan: inflation expectation
2000-04-01,3.2,University of Michigan: inflation expectation
2000-03-01,3.2,University of Michigan: inflation expectation
2000-02-01,2.9,University of Michigan: inflation expectation
2000-01-01,3.0,University of Michigan: inflation expectation
1999-12-01,3.0,University of Michigan: inflation expectation
1999-11-01,2.9,University of Michigan: inflation expectation
1999-10-01,2.9,University of Michigan: inflation expectation
1999-09-01,2.7,University of Michigan: inflation expectation
1999-08-01,2.8,University of Michigan: inflation expectation
1999-07-01,2.7,University of Michigan: inflation expectation
1999-06-01,2.5,University of Michigan: inflation expectation
1999-05-01,2.8,University of Michigan: inflation expectation
1999-04-01,2.7,University of Michigan: inflation expectation
1999-03-01,2.7,University of Michigan: inflation expectation
1999-02-01,2.5,University of Michigan: inflation expectation
1999-01-01,2.7,University of Michigan: inflation expectation
1998-12-01,2.5,University of Michigan: inflation expectation
1998-11-01,2.3,University of Michigan: inflation expectation
1998-10-01,2.5,University of Michigan: inflation expectation
1998-09-01,2.3,University of Michigan: inflation expectation
1998-08-01,2.4,University of Michigan: inflation expectation
1998-07-01,2.6,University of Michigan: inflation expectation
1998-06-01,2.7,University of Michigan: inflation expectation
1998-05-01,2.6,University of Michigan: inflation expectation
1998-04-01,2.4,University of Michigan: inflation expectation
1998-03-01,2.5,University of Michigan: inflation expectation
1998-02-01,2.4,University of Michigan: inflation expectation
1998-01-01,2.3,University of Michigan: inflation expectation
1997-12-01,2.8,University of Michigan: inflation expectation
1997-11-01,2.9,University of Michigan: inflation expectation
1997-10-01,2.8,University of Michigan: inflation expectation
1997-09-01,2.8,University of Michigan: inflation expectation
1997-08-01,2.7,University of Michigan: inflation expectation
1997-07-01,2.7,University of Michigan: inflation expectation
1997-06-01,2.8,University of Michigan: inflation expectation
1997-05-01,2.9,University of Michigan: inflation expectation
1997-04-01,3.0,University of Michigan: inflation expectation
1997-03-01,2.8,University of Michigan: inflation expectation
1997-02-01,3.0,University of Michigan: inflation expectation
1997-01-01,3.0,University of Michigan: inflation expectation
1996-12-01,3.0,University of Michigan: inflation expectation
1996-11-01,3.0,University of Michigan: inflation expectation
1996-10-01,3.0,University of Michigan: inflation expectation
1996-09-01,3.2,University of Michigan: inflation expectation
1996-08-01,3.1,University of Michigan: inflation expectation
1996-07-01,3.0,University of Michigan: inflation expectation
1996-06-01,2.9,University of Michigan: inflation expectation
1996-05-01,3.1,University of Michigan: inflation expectation
1996-04-01,3.0,University of Michigan: inflation expectation
1996-03-01,2.9,University of Michigan: inflation expectation
1996-02-01,2.8,University of Michigan: inflation expectation
1996-01-01,2.8,University of Michigan: inflation expectation
1995-12-01,2.7,University of Michigan: inflation expectation
1995-11-01,2.8,University of Michigan: inflation expectation
1995-10-01,2.9,University of Michigan: inflation expectation
1995-09-01,2.8,University of Michigan: inflation expectation
1995-08-01,2.9,University of Michigan: inflation expectation
1995-07-01,2.9,University of Michigan: inflation expectation
1995-06-01,2.9,University of Michigan: inflation expectation
1995-05-01,3.0,University of Michigan: inflation expectation
1995-04-01,3.3,University of Michigan: inflation expectation
1995-03-01,3.2,University of Michigan: inflation expectation
1995-02-01,3.0,University of Michigan: inflation expectation
1995-01-01,3.0,University of Michigan: inflation expectation
1994-12-01,3.0,University of Michigan: inflation expectation
1994-11-01,3.2,University of Michigan: inflation expectation
1994-10-01,3.0,University of Michigan: inflation expectation
1994-09-01,3.4,University of Michigan: inflation expectation
1994-08-01,3.1,University of Michigan: inflation expectation
1994-07-01,2.9,University of Michigan: inflation expectation
1994-06-01,2.7,University of Michigan: inflation expectation
1994-05-01,3.1,University of Michigan: inflation expectation
1994-04-01,3.0,University of Michigan: inflation expectation
1994-03-01,3.0,University of Michigan: inflation expectation
1994-02-01,2.8,University of Michigan: inflation expectation
1994-01-01,2.8,University of Michigan: inflation expectation
1993-12-01,3.0,University of Michigan: inflation expectation
1993-11-01,2.8,University of Michigan: inflation expectation
1993-10-01,3.3,University of Michigan: inflation expectation
1993-09-01,3.0,University of Michigan: inflation expectation
1993-08-01,3.2,University of Michigan: inflation expectation
1993-07-01,3.0,University of Michigan: inflation expectation
1993-06-01,3.5,University of Michigan: inflation expectation
1993-05-01,2.9,University of Michigan: inflation expectation
1993-04-01,3.0,University of Michigan: inflation expectation
1993-03-01,3.1,University of Michigan: inflation expectation
1993-02-01,3.2,University of Michigan: inflation expectation
1993-01-01,2.9,University of Michigan: inflation expectation
1992-12-01,2.8,University of Michigan: inflation expectation
1992-11-01,2.9,University of Michigan: inflation expectation
1992-10-01,2.8,University of Michigan: inflation expectation
1992-09-01,3.0,University of Michigan: inflation expectation
1992-08-01,2.8,University of Michigan: inflation expectation
1992-07-01,2.7,University of Michigan: inflation expectation
1992-06-01,3.1,University of Michigan: inflation expectation
1992-05-01,2.9,University of Michigan: inflation expectation
1992-04-01,3.0,University of Michigan: inflation expectation
1992-03-01,2.6,University of Michigan: inflation expectation
1992-02-01,2.6,University of Michigan: inflation expectation
1992-01-01,2.7,University of Michigan: inflation expectation
1991-12-01,2.7,University of Michigan: inflation expectation
1991-11-01,2.9,University of Michigan: inflation expectation
1991-10-01,3.2,University of Michigan: inflation expectation
1991-09-01,3.0,University of Michigan: inflation expectation
1991-08-01,3.2,University of Michigan: inflation expectation
1991-07-01,3.1,University of Michigan: inflation expectation
1991-06-01,3.3,University of Michigan: inflation expectation
1991-05-01,3.1,University of Michigan: inflation expectation
1991-04-01,3.2,University of Michigan: inflation expectation
1991-03-01,3.3,University of Michigan: inflation expectation
1991-02-01,3.4,University of Michigan: inflation expectation
1991-01-01,3.9,University of Michigan: inflation expectation
1990-12-01,4.7,University of Michigan: inflation expectation
1990-11-01,4.7,University of Michigan: inflation expectation
1990-10-01,4.8,University of Michigan: inflation expectation
1990-09-01,4.7,University of Michigan: inflation expectation
1990-08-01,4.6,University of Michigan: inflation expectation
1990-07-01,3.4,University of Michigan: inflation expectation
1990-06-01,3.8,University of Michigan: inflation expectation
1990-05-01,3.4,University of Michigan: inflation expectation
1990-04-01,3.6,University of Michigan: inflation expectation
1990-03-01,3.7,University of Michigan: inflation expectation
1990-02-01,4.1,University of Michigan: inflation expectation
1990-01-01,4.1,University of Michigan: inflation expectation
1989-12-01,3.5,University of Michigan: inflation expectation
1989-11-01,3.5,University of Michigan: inflation expectation
1989-10-01,3.6,University of Michigan: inflation expectation
1989-09-01,3.4,University of Michigan: inflation expectation
1989-08-01,3.5,University of Michigan: inflation expectation
1989-07-01,4.1,University of Michigan: inflation expectation
1989-06-01,3.8,University of Michigan: inflation expectation
1989-05-01,4.6,University of Michigan: inflation expectation
1989-04-01,4.3,University of Michigan: inflation expectation
1989-03-01,3.7,University of Michigan: inflation expectation
1989-02-01,4.1,University of Michigan: inflation expectation
1989-01-01,3.5,University of Michigan: inflation expectation
1988-12-01,3.9,University of Michigan: inflation expectation
1988-11-01,3.7,University of Michigan: inflation expectation
1988-10-01,3.9,University of Michigan: inflation expectation
1988-09-01,3.9,University of Michigan: inflation expectation
1988-08-01,4.4,University of Michigan: inflation expectation
1988-07-01,4.6,University of Michigan: inflation expectation
1988-06-01,3.7,University of Michigan: inflation expectation
1988-05-01,3.3,University of Michigan: inflation expectation
1988-04-01,3.3,University of Michigan: inflation expectation
1988-03-01,3.2,University of Michigan: inflation expectation
1988-02-01,3.1,University of Michigan: inflation expectation
1988-01-01,3.2,University of Michigan: inflation expectation
1987-12-01,3.1,University of Michigan: inflation expectation
1987-11-01,3.2,University of Michigan: inflation expectation
1987-10-01,3.3,University of Michigan: inflation expectation
1987-09-01,3.0,University of Michigan: inflation expectation
1987-08-01,3.2,University of Michigan: inflation expectation
1987-07-01,3.1,University of Michigan: inflation expectation
1987-06-01,3.3,University of Michigan: inflation expectation
1987-05-01,3.4,University of Michigan: inflation expectation
1987-04-01,3.0,University of Michigan: inflation expectation
1987-03-01,3.0,University of Michigan: inflation expectation
1987-02-01,3.1,University of Michigan: inflation expectation
1987-01-01,2.9,University of Michigan: inflation expectation
1986-12-01,3.0,University of Michigan: inflation expectation
1986-11-01,2.8,University of Michigan: inflation expectation
1986-10-01,3.2,University of Michigan: inflation expectation
1986-09-01,2.9,University of Michigan: inflation expectation
1986-08-01,3.0,University of Michigan: inflation expectation
1986-07-01,2.8,University of Michigan: inflation expectation
1986-06-01,2.9,University of Michigan: inflation expectation
1986-05-01,2.7,University of Michigan: inflation expectation
1986-04-01,2.4,University of Michigan: inflation expectation
1986-03-01,2.3,University of Michigan: inflation expectation
1986-02-01,2.8,University of Michigan: inflation expectation
1986-01-01,2.9,University of Michigan: inflation expectation
1985-12-01,3.5,University of Michigan: inflation expectation
1985-11-01,3.1,University of Michigan: inflation expectation
1985-10-01,3.3,University of Michigan: inflation expectation
1985-09-01,2.9,University of Michigan: inflation expectation
1985-08-01,2.8,University of Michigan: inflation expectation
1985-07-01,2.8,University of Michigan: inflation expectation
1985-06-01,3.4,University of Michigan: inflation expectation
1985-05-01,3.2,University of Michigan: inflation expectation
1985-04-01,3.3,University of Michigan: inflation expectation
1985-03-01,3.0,University of Michigan: inflation expectation
1985-02-01,3.1,University of Michigan: inflation expectation
1985-01-01,2.9,University of Michigan: inflation expectation
1984-12-01,3.3,University of Michigan: inflation expectation
1984-11-01,3.4,University of Michigan: inflation expectation
1984-10-01,3.5,University of Michigan: inflation expectation
1984-09-01,3.0,University of Michigan: inflation expectation
1984-08-01,3.0,University of Michigan: inflation expectation
1984-07-01,3.4,University of Michigan: inflation expectation
1984-06-01,4.2,University of Michigan: inflation expectation
1984-05-01,4.2,University of Michigan: inflation expectation
1984-04-01,3.9,University of Michigan: inflation expectation
1984-03-01,3.4,University of Michigan: inflation expectation
1984-02-01,3.3,University of Michigan: inflation expectation
1984-01-01,3.2,University of Michigan: inflation expectation
1983-12-01,3.5,University of Michigan: inflation expectation
1983-11-01,3.5,University of Michigan: inflation expectation
1983-10-01,3.7,University of Michigan: inflation expectation
1983-09-01,3.3,University of Michigan: inflation expectation
1983-08-01,3.3,University of Michigan: inflation expectation
1983-07-01,3.2,University of Michigan: inflation expectation
1983-06-01,3.2,University of Michigan: inflation expectation
1983-05-01,3.2,University of Michigan: inflation expectation
1983-04-01,3.4,University of Michigan: inflation expectation
1983-03-01,1.8,University of Michigan: inflation expectation
1983-02-01,3.0,University of Michigan: inflation expectation
1983-01-01,2.8,University of Michigan: inflation expectation
1982-12-01,3.7,University of Michigan: inflation expectation
1982-11-01,4.5,University of Michigan: inflation expectation
1982-10-01,4.7,University of Michigan: inflation expectation
1982-09-01,4.5,University of Michigan: inflation expectation
1982-08-01,4.8,University of Michigan: inflation expectation
1982-07-01,5.0,University of Michigan: inflation expectation
1982-06-01,4.6,University of Michigan: inflation expectation
1982-05-01,3.5,University of Michigan: inflation expectation
1982-04-01,4.7,University of Michigan: inflation expectation
1982-03-01,4.2,University of Michigan: inflation expectation
1982-02-01,5.2,University of Michigan: inflation expectation
1982-01-01,5.1,University of Michigan: inflation expectation
1981-12-01,5.3,University of Michigan: inflation expectation
1981-11-01,7.3,University of Michigan: inflation expectation
1981-10-01,6.7,University of Michigan: inflation expectation
1981-09-01,6.9,University of Michigan: inflation expectation
1981-08-01,5.8,University of Michigan: inflation expectation
1981-07-01,6.8,University of Michigan: inflation expectation
1981-06-01,7.1,University of Michigan: inflation expectation
1981-05-01,7.3,University of Michigan: inflation expectation
1981-04-01,8.0,University of Michigan: inflation expectation
1981-03-01,7.2,University of Michigan: inflation expectation
1981-02-01,8.6,University of Michigan: inflation expectation
1981-01-01,9.5,University of Michigan: inflation expectation
1980-12-01,9.7,University of Michigan: inflation expectation
1980-11-01,8.6,University of Michigan: inflation expectation
1980-10-01,9.6,University of Michigan: inflation expectation
1980-09-01,9.1,University of Michigan: inflation expectation
1980-08-01,7.6,University of Michigan: inflation expectation
1980-07-01,9.6,University of Michigan: inflation expectation
1980-06-01,8.5,University of Michigan: inflation expectation
1980-05-01,8.6,University of Michigan: inflation expectation
1980-04-01,10.1,University of Michigan: inflation expectation
1980-03-01,10.2,University of Michigan: inflation expectation
1980-02-01,10.0,University of Michigan: inflation expectation
1980-01-01,10.4,University of Michigan: inflation expectation
1979-12-01,9.9,University of Michigan: inflation expectation
1979-11-01,10.0,University of Michigan: inflation expectation
1979-10-01,9.0,University of Michigan: inflation expectation
1979-09-01,9.6,University of Michigan: inflation expectation
1979-08-01,9.9,University of Michigan: inflation expectation
1979-07-01,9.9,University of Michigan: inflation expectation
1979-06-01,9.9,University of Michigan: inflation expectation
1979-05-01,9.8,University of Michigan: inflation expectation
1979-04-01,9.7,University of Michigan: inflation expectation
1979-03-01,8.8,University of Michigan: inflation expectation
1979-02-01,9.3,University of Michigan: inflation expectation
1979-01-01,7.8,University of Michigan: inflation expectation
1978-12-01,7.3,University of Michigan: inflation expectation
1978-11-01,7.5,University of Michigan: inflation expectation
1978-10-01,7.4,University of Michigan: inflation expectation
1978-09-01,6.9,University of Michigan: inflation expectation
1978-08-01,8.7,University of Michigan: inflation expectation
1978-07-01,6.6,University of Michigan: inflation expectation
1978-06-01,6.5,University of Michigan: inflation expectation
1978-05-01,6.9,University of Michigan: inflation expectation
1978-04-01,6.7,University of Michigan: inflation expectation
1978-03-01,6.3,University of Michigan: inflation expectation
1978-02-01,6.4,University of Michigan: inflation expectation
1978-01-01,5.2,University of Michigan: inflation expectation
