uid,name,address,city,state,zip,phone,latitude,longitude,beer,liquor,wineshop,regions,store_number
1429860783,Trader Joe's Tustin ,1198 Irvine Blvd.,Tustin,CA,92780,714-505-3289,33.746471,-117.8096194,Yes,Yes,,OC/IE,197
1429860783,Trader Joe's Chino Hills ,13911 Peyton Drive,Chino Hills,CA,91709,909-627-1404,34.0005411,-117.7321143,Yes,Yes,,OC/IE,216
1429860783,Trader Joe's Claremont ,475 W Foothill Blvd,Claremont,CA,91711,909-625-8784,34.1073921,-117.7220344,Yes,Yes,,OC/IE,214
1429860783,Trader Joe's Irvine - University Ctr ,4225 Campus Dr,Irvine,CA,92612,949-509-6138,33.6504666,-117.8375077,Yes,Yes,,OC/LongBeach,111
1429860783,Trader Joe's Irvine -  Walnut Village Ctr ,14443 Culver Dr,Irvine,CA,92604,949-857-8108,33.7061608,-117.7884205,Yes,Yes,,OC/LongBeach,37
1429860783,Trader Joe's Palmdale ,39507 10th St W,Palmdale,CA,93551,661-947-2890,34.6003122,-118.149297,Yes,Yes,,Pasadena/LasVegas,185
1429860783,Trader Joe's Irvine - Woodbury Town Center ,6222 Irvine Blvd,Irvine,CA,92620,949-551-6402,33.6998684,-117.7418594,Yes,Yes,,OC/LongBeach,210
1429860783,Trader Joe's Newport Beach ,8086 E Pacific Coast Hwy,Newport Beach,CA,92657,949-494-7404,33.5681793,-117.8324176,Yes,Yes,,OC/LongBeach,125
1429860783,Trader Joe's Ventura ,1795 S. Victoria Ave,Ventura,CA,93003,805-650-9977,34.2572008,-119.2118273,Yes,Yes,,Ventura/SB,45
1429860783,Trader Joe's Laguna Hills ,24231 Avenida De La Carlota,Laguna Hills,CA,92653,949-461-0927,33.6098584,-117.702995,Yes,Yes,,OC/LongBeach,39
1429860783,Trader Joe's Rancho Cucamonga ,6401 Haven Ave,Rancho Cucamonga,CA,91737,909-476-1410,34.1377362,-117.5741371,Yes,Yes,,OC/IE,217
1429860783,Trader Joe's Aliso Viejo ,26541 Aliso Creek Rd,Aliso Viejo,CA,92656,949-643-5531,33.5774874,-117.7247835,Yes,Yes,,OC/LongBeach,195
1429860783,Trader Joe's Ventura - Midtown ,103 S Mills Rd,Ventura,CA,93003,805-658-2664,34.2716707,-119.2491837,Yes,Yes,,Ventura/SB,218
1429860783,Trader Joe's Mission Viejo ,25410 Marguerite Pkwy,Mission Viejo,CA,92692,949-581-5638,33.5930519,-117.658427,Yes,Yes,,OC/LongBeach,126
1429860783,Trader Joe's Rancho Santa Margarita ,30652 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688,949-888-3640,33.6424952,-117.5953482,Yes,Yes,,OC/LongBeach,27
1429860783,Trader Joe's Corona ,2790 Cabot Dr,Corona,CA,92883,951-603-0299,33.8114911,-117.5065624,Yes,Yes,,OC/IE,213
1429860783,Trader Joe's Laguna Niguel - Ocean Ranch ,32351 Street of the Golden Lantern,Laguna Niguel,CA,92677,949-493-8599,33.4929684,-117.6966468,Yes,Yes,,OC/LongBeach,103
1429860783,Trader Joe's Ladera Ranch ,27542 Antonio Pkwy,Mission Viejo,CA,92694,,33.5628794,-117.6275522,Yes,Yes,,OC/Long Beach,257
1429860783,Trader Joe's San Juan Capistrano ,32151 Camino Capistrano,San Juan Capistrano,CA,92675,949-496-4150,33.4960493,-117.6636203,Yes,Yes,,OC/LongBeach,249
1429860783,Trader Joe's San Clemente ,638 Camino de Los Mares,San Clemente,CA,92673,949-240-9996,33.4574319,-117.651735,Yes,Yes,,OC/LongBeach,16
1429860783,Trader Joe's Riverside ,6225 Riverside Plaza,Riverside,CA,92506,951-781-2378,33.9559323,-117.3884753,Yes,Yes,,OC/IE,15
1429860783,Trader Joe's Redlands ,552 Orange St,Redlands,CA,92374,909-798-3888,34.060625,-117.18117,Yes,Yes,,OC/IE,99
1429860783,Trader Joe's Santa Barbara ,222 North Milpas Street,Santa Barbara,CA,93103,805-560-1182,34.4250274,-119.6815129,Yes,Yes,,Ventura/SB,59
1429860783,Trader Joe's Murrietta ,40388 Murrieta Hot Springs Rd,Murrietta,CA,92563,,33.5539326,-117.1760128,Yes,Yes,,OC/IE Stores,258
1429860783,Trader Joe's Santa Barbara ,3025 De La Vina St,Santa Barbara,CA,93105,805-563-7383,34.4389627,-119.728949,Yes,Yes,,Ventura/SB,183
1429860783,Trader Joe's Temecula ,40665 Winchester Rd,Temecula,CA,92591,951-296-9964,33.5288206,-117.1561498,Yes,Yes,,SanDiego,102
1429860783,Trader Joe's Oceanside ,2570 Vista Way,Oceanside,CA,92054,760-433-9994,33.1841133,-117.3319447,Yes,Yes,,SanDiego,22
1429860783,Trader Joe's Goleta ,5767 Calle Real,Goleta,CA,93117,805-692-2234,34.4406928,-119.825238,Yes,Yes,,Ventura/SB,110
1429860783,Trader Joe's Carlsbad ,2629 Gateway Rd,Carlsbad,CA,92009,760-603-8473,33.1265912,-117.2530686,Yes,Yes,,SanDiego,220
1429860783,Trader Joe's Encinitas ,115 N El Camino Real,Encinitas,CA,92024,760-634-2114,33.0471008,-117.2558081,Yes,Yes,,SanDiego,25
1429860783,Trader Joe's Escondido ,1885 S Centre City Pkwy,Escondido,CA,92025,760-233-4020,33.1000238,-117.074828,Yes,Yes,,SanDiego,105
1429860783,Trader Joe's Bakersfield ,8200 Stockdale Hwy,Bakersfield,CA,93311,661-837-8863,35.3556172,-119.0934994,Yes,Yes,,Pasadena/LasVegas,14
1429860783,Trader Joe's Del Mar ,13480 Highlands Place,San Diego,CA,92130,858-755-7130,32.9611431,-117.1914046,Yes,Yes,,SanDiego,23 
1429860783,Trader Joe's La Jolla ,8657 Villa la Jolla Dr,La Jolla,CA,92037,858-546-8629,32.8657504,-117.2317263,Yes,Yes,,SanDiego,20
1429860783,Trader Joe's San Diego - Carmel Mtn Ranch ,11955 Carmel Mountain Rd,San Diego,CA,92128,858-673-0526,32.9821123,-117.0750506,Yes,Yes,,SanDiego,23
1429860783,Trader Joe's Scripps Ranch ,9850 Hibert St,San Diego,CA,92131,858-549-9185,32.9144947,-117.1151691,Yes,Yes,,SanDiego,221
1429860783,Trader Joe's San Diego - Pacific Beach ,1640 Garnet Ave,San Diego,CA,92109,858-581-9101,32.8005438,-117.2406508,Yes,Yes,,SanDiego,21
1429860783,Trader Joe's San Diego - Point Loma ,2401 Truxtun Rd,San Diego,CA,92106,619-758-9272,32.7359623,-117.2172925,Yes,Yes,,SanDiego,188
1429860783,Trader Joe's Cathedral City ,67720 E Palm Canyon Dr,Cathedral City,CA,92234,760-202-0090,33.7892005,-116.4830524,Yes,Yes,,OC/IE,118
1429860783,Trader Joe's Mission Valley ,1072 Camino Del Rio North,San Diego,CA,92108,619-297-0749,32.7661619,-117.1551652,Yes,Yes,,SanDiego,222
1429860783,Trader Joe's San Diego - Hillcrest ,1090 University Avenue,San Diego,CA,92103,619-296-3122,32.7498752,-117.1538189,Yes,Yes,,SanDiego,26
1429860783,Trader Joe's San Diego - SDSU ,5140 College Ave,San Diego,CA,92115,619-229-9092,32.7720159,-117.0703521,yes,yes,,SanDiego,224
1429860783,Trader Joe's La Mesa ,5495 Grossmont Center Dr,La Mesa,CA,91942,619-466-0105,32.7792966,-117.0056147,Yes,Yes,,SanDiego,24
1429860783,Trader Joe's Palm Desert ,44250 Town Center Way,Palm Desert,CA,92260,760-340-2291,33.7274599,-116.3966112,Yes,Yes,,OC/IE,3
1429860783,Trader Joe's La Quinta ,46400 Washington St,La Quinta,CA,92253,760-777-1553,33.7119922,-116.2942688,Yes,Yes,,OC/IE,189
1429860783,Trader Joe's Chula Vista ,878 Eastlake Pkwy,Chula Vista,CA,91914,619-656-5370,32.6513234,-116.9703882,Yes,Yes,,SanDiego,120
1429860783,Trader Joe's Santa Maria ,1303 S Bradley Rd,Santa Maria,CA,93454,805-925-1657,34.9380236,-120.4213274,Yes,Yes,,Ventura/SB,239
1429860783,Trader Joe's Arroyo Grande ,955 Rancho Pkwy,Arroyo Grande,CA,93420,805-474-6114,35.125703,-120.5940538,Yes,Yes,,Ventura/SB,117
1429860783,Trader Joe's San Luis Obispo ,3977 Higuera Street,San Luis Obispo,CA,93401,805-783-2780,35.278912,-120.6645005,Yes,Yes,,Ventura/SB,41
1429860783,Trader Joe's Templeton ,1111 Rossi Road,Templeton,CA,93465,805-434-9562,35.5419292,-120.715191,Yes,Yes,,Ventura/SB,211
1429860783,Trader Joe's Clovis ,1077 N Willow Ave,Clovis,CA,93611,559-325-3120,36.8493342,-119.728035,Yes,Yes,,NoCal/SanJose,180
1429860783,Trader Joe's Fresno ,8478 N. Friant Road,Fresno,CA,93720,559-433-6478,36.8588031,-119.7826491,Yes,Yes,,NoCal/SanJose,8
1429860783,Trader Joe's Las Vegas - Downtown Summerlin ,2315 Summa Dr Ste 100,Las Vegas,NV,89135,702-242-0597,36.1461897,-115.3354281,Yes,Yes,,Pasadena/LasVegas,284
1429860783,Trader Joe's Anthem ,10345 S Eastern Ave,Henderson,NV,89052,702-407-8673,36.0008721,-115.1093337,Yes,Yes,,Pasadena/LasVegas,280
1429860783,Trader Joe's Las Vegas - Summerlin ,7575 W Washington,Las Vegas,NV,89128,702-242-8240,36.1806022,-115.2579003,Yes,Yes,,Pasadena/LasVegas,86
1429860783,Trader Joe's Henderson ,2716 N Green Valley Pkwy,Henderson,NV,89014,702-433-6773,36.0695804,-115.0811185,Yes,Yes,,Pasadena/LasVegas,97
1429860783,Trader Joe's Las Vegas - Centennial Hills ,5639 Centennial Ctr Blvd,Las Vegas,NV,89149,702-396-3372,36.2631138,-115.2567438,Yes,Yes,,Pasadena/LasVegas,98
1429860783,Trader Joe's Monterey ,570 Munras Ave,Monterey,CA,93940,831-372-2010,36.5965585,-121.8943519,Yes,Yes,,NoCal/SanJose,204
1429860783,Trader Joe's Pacific Grove ,1170 Forest Ave,Pacific Grove,CA,93950,831-656-0180,36.6055799,-121.9219308,Yes,Yes,,NoCal/SanJose,79
1429860783,Trader Joe's Morgan Hill ,17035 Laurel Rd,Morgan Hill,CA,95037,408-778-6409,37.1311381,-121.6382032,Yes,Yes,,NoCal/SanJose,202
1429860783,Trader Joe's Capitola ,3555 Clares St #D,Capitola,CA,95010,831-464-0115,36.9785429,-121.9701506,Yes,Yes,,NoCal/SanJose,64
1429860783,Trader Joe's Santa Cruz ,700 Front St,Santa Cruz,CA,95060,831-425-0140,36.974544,-122.0246976,Yes,Yes,,NoCal/SanJose,193
1429860783,Trader Joe's Modesto ,3250 Dale Road,Modesto,CA,95356,209-491-0445,37.6871676,-121.0494087,Yes,Yes,,NoCal/Sacramento,9
1429860783,Trader Joe's San Jose - Old Almaden ,5353 Almaden Expressway #J-38,San Jose,CA,95118,408-264-8120,37.2515568,-121.8792339,Yes,Yes,,NoCal/SanJose,63
1429860783,Trader Joe's Los Gatos ,15466 Los Gatos Blvd,Los Gatos,CA,95032,408-356-2324,37.2441186,-121.9579316,Yes,Yes,,NoCal/SanJose,181
1429860783,Trader Joe's Campbell ,1875 Bascom Ave,Campbell,CA,95008,408-369-7823,37.2879599,-121.9332823,Yes,Yes,,NoCal/SanJose,73
1429860783,Trader Joe's San Jose - Coleman Ave ,635 Coleman Ave,San Jose,CA,95110,408-298-9731,37.3408663,-121.9091788,Yes,Yes,,NoCal/SanJose,212
1429860783,Trader Joe's San Jose - Westgate West ,5269 Prospect,San Jose,CA,95129,408-446-5055,37.2929672,-121.9941504,Yes,Yes,,NoCal/SanJose,62
1429860783,Trader Joe's San Jose - Bollinger ,7250 Bollinger Rd,San Jose,CA,95129,408-873-7384,37.3117915,-122.0309145,Yes,Yes,,NoCal/SanJose,232
1429860783,Trader Joe's Milpitas ,1306 Great Mall Pkwy,Milpitas,CA,95035,408-942-6957,37.412414,-121.899693,Yes,Yes,,NoCal/SanJose,229
1429860783,Trader Joe's Los Altos ,2310 Homestead Rd,Los Altos,CA,94024,408-245-1917,37.3367053,-122.0670548,Yes,Yes,,NoCal/SF,127
1429860783,Trader Joe's Sunnyvale ,316 West El Camino Real,Sunnyvale,CA,94087,408-736-7573,37.3678921,-122.0358811,Yes,Yes,,NoCal/SF,68
1429860783,Trader Joe's Mountain View ,590 Showers Dr,Mountain View,CA,94040,650-917-1013,37.4020838,-122.1107579,Yes,Yes,,NoCal/SF,81
1429860783,Trader Joe's Fremont ,39324 Argonaut Way,Fremont,CA,94538,510-794-1386,37.5434679,-121.9861519,Yes,Yes,,NoCal/San Jose,77
1429860783,Trader Joe's Livermore ,1122 A East Stanley Blvd,Livermore,CA,94550,925-243-1947,37.6803533,-121.7816937,Yes,Yes,,NoCal/San Jose,208
1429860783,Trader Joe's Palo Alto ,855 El Camino Real,Palo Alto,CA,94301,650-327-7018,37.4384255,-122.1577459,Yes,Yes,,NoCal/SF,207
1429860783,Trader Joe's Menlo Park ,720 Menlo Ave,Menlo Park,CA,94025,650-323-2134,37.4512158,-122.1835183,Yes,Yes,,NoCal/SF,69
1429860783,Trader Joe's Pleasanton ,3903 Santa Rita Road,Pleasanton,CA,94588,925-468-0763,37.6967871,-121.8768923,Yes,Yes,,NoCal/San Jose,66
1429860783,Trader Joe's Stockton ,6535 Pacific Ave,Stockton,CA,95207,209-951-7597,38.00913,-121.3228167,Yes,Yes,,NoCal/Sacramento,76
1429860783,Trader Joe's San Carlos ,1482 El Camino Real,San Carlos,CA,94070,650-594-2138,37.4963881,-122.248571,Yes,Yes,,NoCal/SF,174
1429860783,Trader Joe's Castro Valley ,22224 Redwood Road,Castro Valley,CA,94546,510-538-2738,37.6853639,-122.073003,Yes,Yes,,NoCal/San Jose,84
1429860783,Trader Joe's San Ramon ,300 Market Place,San Ramon,CA,94583,925-275-8140,37.7641646,-121.9521083,Yes,Yes,,NoCal/East Bay,246
1429860783,Trader Joe's San Mateo - Hillsdale ,45 W Hillsdale Blvd,San Mateo,CA,94403,650-286-1509,37.535429,-122.298278,Yes,Yes,,NoCal/SF,245
1429860783,Trader Joe's San Mateo - Grant St ,1820-22 S Grant Street,San Mateo,CA,94402,650-570-6140,37.5545382,-122.3025133,Yes,Yes,,NoCal/SF,67
1429860783,Trader Joe's Brentwood ,5451 Lone Tree Way,Brentwood,CA,94513,925-516-3044,37.9611463,-121.7501075,Yes,Yes,,NoCal/Sacramento,201
1429860783,Trader Joe's Danville ,85 Railroad Ave,Danville,CA,94526,925-838-5757,37.8231031,-122.0032311,Yes,Yes,,NoCal/East Bay,65
1429860783,Trader Joe's Millbrae ,765 Broadway,Millbrae,CA,94030,650-259-9142,37.6036526,-122.3960311,Yes,Yes,,NoCal/SF,170
1429860783,Trader Joe's Alameda ,2217 South Shore Center,Alameda,CA,94501,510-769-5450,37.7577242,-122.2514556,Yes,Yes,,NoCal/EastBay,109
1429860783,Trader Joe's Walnut Creek ,1372 S California Blvd,Walnut Creek,CA,94596,925-945-1674,37.8931373,-122.0605735,Yes,Yes,,NoCal/EastBay,123
1429860783,Trader Joe's Concord ,785 Oak Grove Rd,Concord,CA,94518,925-521-1134,37.9368265,-122.024742,Yes,Yes,,NoCal/EastBay,83
1429860783,Trader Joe's South San Francisco ,301 MC Lellan Dr,South San Francisco,CA,94080,650-583-6401,37.664736,-122.4461046,Yes,Yes,,NoCal/SF,187
