"数据年月"	,"商品编码"	,"商品名称"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"注册地编码"	,"注册地名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"201711	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"311549	"	,"千克	"	,"0	"	,"?	"	,"278,479	"	,
"201712	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"382210	"	,"千克	"	,"0	"	,"?	"	,"342,125	"	,
"201703	"	,"20082010	"	,"菠萝罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"36348	"	,"千克	"	,"0	"	,"?	"	,"31,248	"	,
"201702	"	,"20097900	"	,"其他苹果汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"492016	"	,"千克	"	,"0	"	,"?	"	,"496,164	"	,
"201703	"	,"20097900	"	,"其他苹果汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"91680	"	,"千克	"	,"0	"	,"?	"	,"93,840	"	,
"201705	"	,"20097900	"	,"其他苹果汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"90750	"	,"千克	"	,"0	"	,"?	"	,"92,442	"	,
"201706	"	,"20097900	"	,"其他苹果汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"90750	"	,"千克	"	,"0	"	,"?	"	,"92,442	"	,
"201707	"	,"20097900	"	,"其他苹果汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"36672	"	,"千克	"	,"0	"	,"?	"	,"37,416	"	,
"201702	"	,"21032000	"	,"番茄沙司及其他番茄调味汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"19620	"	,"千克	"	,"0	"	,"?	"	,"11,788	"	,
"201712	"	,"21032000	"	,"番茄沙司及其他番茄调味汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"37818	"	,"千克	"	,"0	"	,"?	"	,"22,721	"	,
"201711	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"18000	"	,"千克	"	,"0	"	,"?	"	,"160,200	"	,
"201712	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"126000	"	,"千克	"	,"0	"	,"?	"	,"1,135,080	"	,
"201710	"	,"24012010	"	,"部分或全部去梗的烤烟	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"58658	"	,"千克	"	,"0	"	,"?	"	,"134,912	"	,
"201711	"	,"24012010	"	,"部分或全部去梗的烤烟	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"58658	"	,"千克	"	,"0	"	,"?	"	,"134,912	"	,
"201701	"	,"25111000	"	,"天然硫酸钡（重晶石）	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"20000	"	,"千克	"	,"0	"	,"?	"	,"3,960	"	,
"201701	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1781000	"	,"千克	"	,"0	"	,"?	"	,"235,627	"	,
"201702	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"285600	"	,"千克	"	,"0	"	,"?	"	,"39,128	"	,
"201703	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1643600	"	,"千克	"	,"0	"	,"?	"	,"225,730	"	,
"201704	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"163200	"	,"千克	"	,"0	"	,"?	"	,"28,234	"	,
"201705	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"240000	"	,"千克	"	,"0	"	,"?	"	,"41,760	"	,
"201706	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"657600	"	,"千克	"	,"0	"	,"?	"	,"105,814	"	,
"201707	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"719200	"	,"千克	"	,"0	"	,"?	"	,"105,444	"	,
"201708	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"4215070	"	,"千克	"	,"0	"	,"?	"	,"576,188	"	,
"201709	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1466700	"	,"千克	"	,"0	"	,"?	"	,"232,754	"	,
"201710	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"577200	"	,"千克	"	,"0	"	,"?	"	,"82,293	"	,
"201711	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"185600	"	,"千克	"	,"0	"	,"?	"	,"28,615	"	,
"201712	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"596600	"	,"千克	"	,"0	"	,"?	"	,"82,536	"	,
"201704	"	,"28051910	"	,"锂	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2530	"	,"千克	"	,"0	"	,"?	"	,"168,635	"	,
"201706	"	,"28151100	"	,"固体氢氧化钠	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"20000	"	,"千克	"	,"0	"	,"?	"	,"12,800	"	,
"201707	"	,"28151100	"	,"固体氢氧化钠	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"27000	"	,"千克	"	,"0	"	,"?	"	,"16,740	"	,
"201709	"	,"28151100	"	,"固体氢氧化钠	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"20000	"	,"千克	"	,"0	"	,"?	"	,"12,700	"	,
"201701	"	,"28332700	"	,"硫酸钡	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"60000	"	,"千克	"	,"0	"	,"?	"	,"45,000	"	,
"201701	"	,"28332990	"	,"未列名硫酸盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"20000	"	,"千克	"	,"0	"	,"?	"	,"30,400	"	,
"201702	"	,"29053990	"	,"未列名二元醇	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"16000	"	,"千克	"	,"0	"	,"?	"	,"23,680	"	,
"201703	"	,"29053990	"	,"未列名二元醇	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"32000	"	,"千克	"	,"0	"	,"?	"	,"47,360	"	,
"201705	"	,"29053990	"	,"未列名二元醇	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"48000	"	,"千克	"	,"0	"	,"?	"	,"84,000	"	,
"201706	"	,"29053990	"	,"未列名二元醇	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"32000	"	,"千克	"	,"0	"	,"?	"	,"56,000	"	,
"201709	"	,"29053990	"	,"未列名二元醇	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82000	"	,"千克	"	,"0	"	,"?	"	,"134,400	"	,
"201710	"	,"29053990	"	,"未列名二元醇	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"700000	"	,"千克	"	,"0	"	,"?	"	,"1,155,558	"	,
"201711	"	,"29053990	"	,"未列名二元醇	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"460000	"	,"千克	"	,"0	"	,"?	"	,"757,639	"	,
"201703	"	,"29224190	"	,"赖氨酸酯及盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"36000	"	,"千克	"	,"0	"	,"?	"	,"36,900	"	,
"201712	"	,"29224190	"	,"赖氨酸酯及盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"63000	"	,"千克	"	,"0	"	,"?	"	,"67,473	"	,
"201703	"	,"29224210	"	,"谷氨酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76000	"	,"千克	"	,"0	"	,"?	"	,"69,008	"	,
"201701	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"41750	"	,"千克	"	,"0	"	,"?	"	,"286,078	"	,
"201702	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"24000	"	,"千克	"	,"0	"	,"?	"	,"202,404	"	,
"201703	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"60000	"	,"千克	"	,"0	"	,"?	"	,"524,027	"	,
"201704	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"124750	"	,"千克	"	,"0	"	,"?	"	,"1,076,984	"	,
"201705	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"117000	"	,"千克	"	,"0	"	,"?	"	,"998,961	"	,
"201706	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"38200	"	,"千克	"	,"0	"	,"?	"	,"321,450	"	,
"201707	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"45000	"	,"千克	"	,"0	"	,"?	"	,"354,231	"	,
"201708	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"13000	"	,"千克	"	,"0	"	,"?	"	,"90,851	"	,
"201709	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"9000	"	,"千克	"	,"0	"	,"?	"	,"66,215	"	,
"201710	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"70250	"	,"千克	"	,"0	"	,"?	"	,"629,235	"	,
