"数据年月"	,"商品编码"	,"商品名称"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"注册地编码"	,"注册地名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"202004	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"113607	"	,"千克	"	,"0	"	,"?	"	,"97,702	"	,
"202005	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"294453	"	,"千克	"	,"0	"	,"?	"	,"249,184	"	,
"202006	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"425425	"	,"千克	"	,"0	"	,"?	"	,"361,882	"	,
"202007	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"402808	"	,"千克	"	,"0	"	,"?	"	,"341,096	"	,
"202008	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"400152	"	,"千克	"	,"0	"	,"?	"	,"340,793	"	,
"202009	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"185808	"	,"千克	"	,"0	"	,"?	"	,"155,808	"	,
"202010	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"534177	"	,"千克	"	,"0	"	,"?	"	,"449,178	"	,
"202011	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"715065	"	,"千克	"	,"0	"	,"?	"	,"595,939	"	,
"202012	"	,"20079910	"	,"非柑桔属水果制果酱、果冻、果泥及果膏罐头	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"287509	"	,"千克	"	,"0	"	,"?	"	,"240,069	"	,
"202001	"	,"21032000	"	,"番茄沙司及其他番茄调味汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"2890	"	,"千克	"	,"0	"	,"?	"	,"3,925	"	,
"202003	"	,"21032000	"	,"番茄沙司及其他番茄调味汁	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"5770	"	,"千克	"	,"0	"	,"?	"	,"5,655	"	,
"202001	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"52000	"	,"千克	"	,"0	"	,"?	"	,"382,339	"	,
"202002	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"87000	"	,"千克	"	,"0	"	,"?	"	,"650,291	"	,
"202003	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"91000	"	,"千克	"	,"0	"	,"?	"	,"676,738	"	,
"202004	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"108000	"	,"千克	"	,"0	"	,"?	"	,"909,180	"	,
"202005	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"106000	"	,"千克	"	,"0	"	,"?	"	,"951,576	"	,
"202006	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"40450	"	,"千克	"	,"0	"	,"?	"	,"297,903	"	,
"202008	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"14000	"	,"千克	"	,"0	"	,"?	"	,"94,290	"	,
"202009	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"126000	"	,"千克	"	,"0	"	,"?	"	,"820,690	"	,
"202010	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"247000	"	,"千克	"	,"0	"	,"?	"	,"1,585,026	"	,
"202011	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"162000	"	,"千克	"	,"0	"	,"?	"	,"1,046,699	"	,
"202012	"	,"21069090	"	,"未列名食品	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"149500	"	,"千克	"	,"0	"	,"?	"	,"1,026,387	"	,
"202001	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1099500	"	,"千克	"	,"0	"	,"?	"	,"172,236	"	,
"202002	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"446500	"	,"千克	"	,"0	"	,"?	"	,"80,366	"	,
"202003	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"261700	"	,"千克	"	,"0	"	,"?	"	,"57,966	"	,
"202004	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"561700	"	,"千克	"	,"0	"	,"?	"	,"88,035	"	,
"202005	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"395100	"	,"千克	"	,"0	"	,"?	"	,"75,429	"	,
"202006	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"187100	"	,"千克	"	,"0	"	,"?	"	,"43,484	"	,
"202007	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"145300	"	,"千克	"	,"0	"	,"?	"	,"32,867	"	,
"202009	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"115200	"	,"千克	"	,"0	"	,"?	"	,"11,535	"	,
"202010	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"377600	"	,"千克	"	,"0	"	,"?	"	,"38,137	"	,
"202011	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1250000	"	,"千克	"	,"0	"	,"?	"	,"199,050	"	,
"202012	"	,"25301020	"	,"未膨胀的蛭石、珍珠岩石	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"62200	"	,"千克	"	,"0	"	,"?	"	,"14,755	"	,
"202009	"	,"28112290	"	,"其他二氧化硅	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"4000	"	,"千克	"	,"0	"	,"?	"	,"6,219	"	,
"202010	"	,"28112290	"	,"其他二氧化硅	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"8000	"	,"千克	"	,"0	"	,"?	"	,"12,235	"	,
"202003	"	,"28151100	"	,"固体氢氧化钠	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"20000	"	,"千克	"	,"0	"	,"?	"	,"7,960	"	,
"202004	"	,"28151100	"	,"固体氢氧化钠	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"20000	"	,"千克	"	,"0	"	,"?	"	,"7,800	"	,
"202007	"	,"28151100	"	,"固体氢氧化钠	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"20000	"	,"千克	"	,"0	"	,"?	"	,"6,000	"	,
"202001	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"120000	"	,"千克	"	,"0	"	,"?	"	,"641,369	"	,
"202002	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"260000	"	,"千克	"	,"0	"	,"?	"	,"1,384,397	"	,
"202003	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"800000	"	,"千克	"	,"0	"	,"?	"	,"4,271,573	"	,
"202004	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1000000	"	,"千克	"	,"0	"	,"?	"	,"5,019,587	"	,
"202005	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"660000	"	,"千克	"	,"0	"	,"?	"	,"2,916,344	"	,
"202006	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"240000	"	,"千克	"	,"0	"	,"?	"	,"1,059,750	"	,
"202007	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"540000	"	,"千克	"	,"0	"	,"?	"	,"2,364,324	"	,
"202008	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"320000	"	,"千克	"	,"0	"	,"?	"	,"1,397,749	"	,
"202009	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"520000	"	,"千克	"	,"0	"	,"?	"	,"2,242,259	"	,
"202010	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"260000	"	,"千克	"	,"0	"	,"?	"	,"1,124,174	"	,
"202011	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"600000	"	,"千克	"	,"0	"	,"?	"	,"2,576,398	"	,
"202012	"	,"29171900	"	,"其他无环多元羧酸及其酸酐等及其衍生物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"660000	"	,"千克	"	,"0	"	,"?	"	,"2,840,323	"	,
"202001	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"68600	"	,"千克	"	,"0	"	,"?	"	,"322,445	"	,
"202002	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82000	"	,"千克	"	,"0	"	,"?	"	,"518,559	"	,
"202003	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"165000	"	,"千克	"	,"0	"	,"?	"	,"1,160,832	"	,
"202004	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"22200	"	,"千克	"	,"0	"	,"?	"	,"193,702	"	,
"202005	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"85015	"	,"千克	"	,"0	"	,"?	"	,"485,648	"	,
"202006	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"41500	"	,"千克	"	,"0	"	,"?	"	,"221,504	"	,
"202007	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"58030	"	,"千克	"	,"0	"	,"?	"	,"305,837	"	,
"202008	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39500	"	,"千克	"	,"0	"	,"?	"	,"179,273	"	,
"202009	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"135000	"	,"千克	"	,"0	"	,"?	"	,"434,053	"	,
"202010	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"114300	"	,"千克	"	,"0	"	,"?	"	,"469,185	"	,
"202011	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"109400	"	,"千克	"	,"0	"	,"?	"	,"687,933	"	,
"202012	"	,"29224919	"	,"未列名氨基酸	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"243500	"	,"千克	"	,"0	"	,"?	"	,"1,430,055	"	,
"202001	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"18000	"	,"千克	"	,"0	"	,"?	"	,"93,278	"	,
"202002	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"36000	"	,"千克	"	,"0	"	,"?	"	,"187,167	"	,
"202004	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"55100	"	,"千克	"	,"0	"	,"?	"	,"292,549	"	,
"202005	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"18000	"	,"千克	"	,"0	"	,"?	"	,"92,848	"	,
"202007	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"1200	"	,"千克	"	,"0	"	,"?	"	,"9,573	"	,
"202009	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"36000	"	,"千克	"	,"0	"	,"?	"	,"185,236	"	,
"202010	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"4000	"	,"千克	"	,"0	"	,"?	"	,"21,250	"	,
"202011	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"23000	"	,"千克	"	,"0	"	,"?	"	,"139,304	"	,
"202012	"	,"29241990	"	,"其他无环酰胺及其衍生物以及它们的盐	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"18000	"	,"千克	"	,"0	"	,"?	"	,"108,594	"	,
"202001	"	,"29339900	"	,"未列名仅含有氮杂原子的杂环化合物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"154000	"	,"千克	"	,"0	"	,"?	"	,"795,571	"	,
"202003	"	,"29339900	"	,"未列名仅含有氮杂原子的杂环化合物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"218600	"	,"千克	"	,"0	"	,"?	"	,"1,650,160	"	,
"202005	"	,"29339900	"	,"未列名仅含有氮杂原子的杂环化合物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"40000	"	,"千克	"	,"0	"	,"?	"	,"282,634	"	,
"202008	"	,"29339900	"	,"未列名仅含有氮杂原子的杂环化合物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"120000	"	,"千克	"	,"0	"	,"?	"	,"603,600	"	,
"202009	"	,"29339900	"	,"未列名仅含有氮杂原子的杂环化合物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"227000	"	,"千克	"	,"0	"	,"?	"	,"1,215,735	"	,
"202010	"	,"29339900	"	,"未列名仅含有氮杂原子的杂环化合物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"150000	"	,"千克	"	,"0	"	,"?	"	,"883,800	"	,
"202011	"	,"29339900	"	,"未列名仅含有氮杂原子的杂环化合物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"80000	"	,"千克	"	,"0	"	,"?	"	,"480,800	"	,
"202012	"	,"29339900	"	,"未列名仅含有氮杂原子的杂环化合物	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"115000	"	,"千克	"	,"0	"	,"?	"	,"707,842	"	,
"202002	"	,"29372311	"	,"孕马结合雌激素	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"250	"	,"千克	"	,"0	"	,"?	"	,"286,155	"	,
"202003	"	,"29372311	"	,"孕马结合雌激素	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"100	"	,"千克	"	,"0	"	,"?	"	,"114,148	"	,
"202004	"	,"29372311	"	,"孕马结合雌激素	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"350	"	,"千克	"	,"0	"	,"?	"	,"399,210	"	,
"202006	"	,"29372311	"	,"孕马结合雌激素	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"4	"	,"千克	"	,"0	"	,"?	"	,"300	"	,
"202007	"	,"29372311	"	,"孕马结合雌激素	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"400	"	,"千克	"	,"0	"	,"?	"	,"491,865	"	,
"202008	"	,"29372311	"	,"孕马结合雌激素	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"100	"	,"千克	"	,"0	"	,"?	"	,"114,049	"	,
