measure_name,datum,country_id,country_name,county_id,region_id,region,state_id,state_name,first_year,last_year,footnotes,sources
"Average annual no. of abortions per 1,000 women aged 15–49",32,BT,Bhutan,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",38,BO,Bolivia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",11,BA,"Bosnia and Herzegovina",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",31,BW,Botswana,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",32,BR,Brazil,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",10,BG,Bulgaria,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",30,BF,"Burkina Faso",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",26,BI,Burundi,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",49,CV,"Cabo Verde",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",45,KH,Cambodia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",34,CM,Cameroon,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",12,CA,Canada,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",27,CF,"Central African Republic",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",17,TD,Chad,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",36,CL,Chile,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",49,CN,China,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",27,CO,Colombia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",31,KM,Comoros,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",44,CG,Congo,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",21,CR,"Costa Rica",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",35,CI,"Côte d'Ivoire",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",16,HR,Croatia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",55,CU,Cuba,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",7,CZ,Czechia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",33,CD,"Democratic Republic of Congo",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",12,DK,Denmark,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",21,DJ,Djibouti,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",37,DO,"Dominican Republic",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",28,EC,Ecuador,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",24,SV,"El Salvador",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",21,ER,Eritrea,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",16,EE,Estonia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",24,ET,Ethiopia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",8,FI,Finland,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",14,FR,France,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",29,GF,"French Guiana",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",41,GA,Gabon,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",16,GM,Gambia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",80,GE,Georgia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",6,DE,Germany,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",37,GH,Ghana,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",15,GR,Greece,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",36,GP,Guadeloupe,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",19,GT,Guatemala,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",59,GW,Guinea-Bissau,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",26,GN,Guinea,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",36,GY,Guyana,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",38,HT,Haiti,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",21,HN,Honduras,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",13,HK,"Hong Kong (China)",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",14,HU,Hungary,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",13,IS,Iceland,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",48,IN,India,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",25,ID,Indonesia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",19,IT,Italy,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",38,JM,Jamaica,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",6,JP,Japan,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",47,KZ,Kazakhstan,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
