store_id,latitude,longitude,address,address2,city,zip_code,state,mall_name,phone,time_zone,url
0946,34.072,-118.359,189 The Grove Drive,Suite J1A,Los Angeles,90036,CA,The Grove,(323) 937-0347,PST8PDT,https://www.sephora.com/happening/stores/the-grove
2072,34.024,-118.284,835 W. Jefferson Blvd.,Ste #1730,Los Angeles,90089,CA,,,PST8PDT,https://www.sephora.com/happening/stores/usc-village
1274,37.22319,-121.98182,"Old Town Center, 50 University Ave B260",, Los Gatos,95030,CA,,(408) 353-0071,PST8PDT,https://www.sephora.com/happening/stores/old-town-los-gatos
0740,34.035,-118.684,3896 Cross Creek Rd.,,Malibu,90265,CA,,(310) 317-6767,PST8PDT,https://www.sephora.com/happening/stores/malibu
0062,33.899,-118.393,3200 Sepulveda Blvd.,,Manhattan Beach,90266,CA,Manhattan Village Shopping Center,(310) 546-8889,PST8PDT,https://www.sephora.com/happening/stores/manhattan-beach-manhattan-village-shopping-center
0922,33.978,-118.438,4766 Admiralty Way,Space #C1-3,Marina Del Rey,90292,CA,Waterside Marina Del Rey,(310) 305-4193,PST8PDT,https://www.sephora.com/happening/stores/marina-del-rey
1348,37.4,-121.9,250 Great Mall Drive,,Milpitas,95035,CA,,(408) 457-6000,PST8PDT,https://www.sephora.com/happening/stores/the-great-mall
0054,33.557,-117.67,498 The Shops at Mission Viejo,,Mission Viejo,92691,CA,,(949) 364-3449,PST8PDT,https://www.sephora.com/happening/stores/mission-viejo
0484,37.688,-121.053,3401 Dale Road,Suite 658,Modesto,95356,CA,Vintage Faire Mall,(209) 341-0100,PST8PDT,https://www.sephora.com/happening/stores/modesto-vintage-faire-mall
0182,34.087,-117.694,2061 Montclair Plaza Lane,,Montclair,91763,CA,,(909) 447-4174,PST8PDT,https://www.sephora.com/happening/stores/montclair
0934,36.584,-121.897,230 Del Monte Center,,Monterey,93940,CA,Del Monte Shopping Center,(831) 372-1340,PST8PDT,https://www.sephora.com/happening/stores/monterey
0730,34.239,-118.556,9301 Tampa Ave,,Northridge,91324,CA,Northridge Fashion Center,(818) 886-6500,PST8PDT,https://www.sephora.com/happening/stores/northridge-fashion-center
0206,38.089,-122.552,208 Vintage Oaks,,Novato,94945,CA,Vintage Oaks Shopping Center,(415) 878-2004,PST8PDT,https://www.sephora.com/happening/stores/novato-vintage-oaks-shopping-center
1246,34.073,-117.551,1 Mills Circle,#833A,Ontario,91764,CA,Ontatio Mills,(909) 315-5800,PST8PDT,https://www.sephora.com/happening/stores/ontario-mills
1166,34.048,-118.525,15265 Palisade Village Lane,Space 2-108,Pacific Palisades,90272,CA,Pacific Palisades,(310) 230-1350,PST8PDT,https://www.sephora.com/happening/stores/pacific-palisades
0674,33.719,-116.383,73505 El Paseo,Suite 1620,Palm Desert,92260,CA,,(760) 837-1970,PST8PDT,https://www.sephora.com/happening/stores/palm-desert
1218,33.824,-116.547,175 North Palm Canyon Drive Suite 125,Suite 125,Palm Springs,92262,CA,Palm Springs,(760) 565-5004,PST8PDT,https://www.sephora.com/happening/stores/palm-springs
1362,37.44,-122.161,200 Hamilton Avenue,,Palo Alto,94301,CA,,(650) 352-6900,PST8PDT,https://www.sephora.com/happening/stores/downtown-palo-alto
0048,37.442,-122.172,355 Stanford Shopping Center,,Palo Alto,94304,CA,,(650) 327-5180,PST8PDT,https://www.sephora.com/happening/stores/palo-alto-stanford-shopping-center
0034,34.146,-118.151,13 W Colorado Blvd,,Pasadena,91105,CA,,(626) 683-3100,PST8PDT,https://www.sephora.com/happening/stores/pasadena-old-town
0012,37.695,-121.929,2125 Stoneridge Mall Rd,,Pleasanton,94588,CA,Stoneridge Shopping Center,(925) 737-0616,PST8PDT,https://www.sephora.com/happening/stores/stoneridge-shopping-center
0082,34.112,-117.532,12506 N. Main Street,,Rancho Cucamonga,91739,CA,Victoria Gardens,(909) 646-7299,PST8PDT,https://www.sephora.com/happening/stores/rancho-cucamonga-victoria-gardens
1236,34.07,-117.16,27514 Lugonia Avenue,Suite #C,Redlands,92374,CA,Redlands,(909) 570-0290,PST8PDT,https://www.sephora.com/happening/stores/redlands-california
1960,33.942,-117.284,2640 Canyon Springs Parkway,Suite B,Riverside,92507,CA,,(951) 268-9186,PST8PDT,https://www.sephora.com/happening/stores/canyon-springs-marketplace
0178,33.911,-117.457,2061 Galleria at Tyler,,Riverside,92503,CA,,(951) 785-0717,PST8PDT,https://www.sephora.com/happening/stores/riverside
0638,38.773,-121.27,1151 Galleria Blvd,,Roseville,95678,CA,,(916) 786-6333,PST8PDT,https://www.sephora.com/happening/stores/roseville
1330,38.76715,-121.26591,"1013 Galleria Boulevard, Suite 140",,Roseville,95678,CA,,(916) 297-4380,PST8PDT,https://www.sephora.com/happening/stores/the-fountains
0050,38.601,-121.427,1689 Arden Way,Space# 1084,Sacramento,95815,CA,,(916) 649-1010,PST8PDT,https://www.sephora.com/happening/stores/sacramento-arden-fair
1956,32.979,-117.0818,11740 Carmel Mountain Plaza,,San Diego,92128,CA,,(858)201-6982,PST8PDT,https://www.sephora.com/happening/stores/carmel-mountain-plaza
0036,32.768,-117.167,7007 Friars Road,Suite 314,San Diego,92108,CA,Fashion Valley Mall,(619) 220-0771,PST8PDT,https://www.sephora.com/happening/stores/san-diego-fashion-valley
1906,32.737,-117.21,2445 Truxtun Road,,San Diego,92106,CA,,(858) 727-2913,PST8PDT,https://www.sephora.com/happening/stores/liberty-station
1222,32.952,-117.235,3715 Caminito Court Suite 0600,Suite 0600,San Diego,92130,CA,One Paseo,(619) 333-2840,PST8PDT,https://www.sephora.com/happening/stores/one-paseo
0038,32.871,-117.211,4545 La Jolla Village Dr.,,San Diego,92122,CA,,(858) 457-1983,PST8PDT,https://www.sephora.com/happening/stores/san-diego-university-towne-center
0382,37.794,-122.399,2 Embarcadero Center ,Street Level,San Francisco,94111,CA,Two Embarcadero Center,(415) 982-0150,PST8PDT,https://www.sephora.com/happening/stores/san-francisco-embarcadero
1168,37.787,-122.45,3407 California Street,,San Francisco,94118,CA,Laurel Village,(415) 968-6699,PST8PDT,https://www.sephora.com/happening/stores/laurel-village
0058,37.785,-122.408,33 Powell Street,,San Francisco,94102,CA,,(415) 362-9360,PST8PDT,https://www.sephora.com/happening/stores/san-francisco-powell-street
0632,37.728,-122.477,3251 20th Avenue,Space 262,San Francisco,94132,CA,Stonestown Galleria,(415) 242-3200,PST8PDT,https://www.sephora.com/happening/stores/san-francisco-stonestown-galleria
0196,37.797,-122.434,2083 Union St.,,San Francisco,94123,CA,,(415) 614-2704,PST8PDT,https://www.sephora.com/happening/stores/san-francisco-union-street
1202,37.785,-122.407,845 Market Street,Space 241,San Francisco,94103,CA,San Francisco Centre,(415)644-0329,PST8PDT,https://www.sephora.com/happening/stores/san-francisco-centre
0144,37.252,-121.863,925 Blossom Hill Road,,San Jose,95123,CA,Westfield Oakridge,(408) 224-7404,PST8PDT,https://www.sephora.com/happening/stores/san-jose-westfield-oakridge
0958,37.32,-121.949,377 Santana Row,Suite #1010,San Jose,95128,CA,Santana Row,(408) 247-0907,PST8PDT,https://www.sephora.com/happening/stores/santanarow
1368,37.29407,-121.98915,1546 Saratoga Ave,Suite P503,San Jose,95129,CA,,(408) 502-9815,PST8PDT,https://www.sephora.com/happening/stores/westgate
1282,37.71193,-122.16282,1233A Marina Blvd,Suite P503,San Leandro,94577,CA,,(510) 695-2925,PST8PDT,https://www.sephora.com/happening/stores/marina-square
0438,35.281,-120.661,1090 Court Street,,San Luis Obispo,93401,CA,,(805) 783-2200,PST8PDT,https://www.sephora.com/happening/stores/san-luis-obispo
0028,37.537,-122.3,115 Hillsdale Mall,Space #1016,San Mateo,94403,CA,Hillsdale Shopping Center,(650) 525-9710,PST8PDT,https://www.sephora.com/happening/stores/san-mateo-hillsdale
1240,37.75,-121.967,6000 Bollinger Canyon Road,Suite 1605,San Ramon,94583,CA,City Center Bishop Ranch,(925) 239-4580,PST8PDT,https://www.sephora.com/happening/stores/bishop-ranch
0090,34.419,-119.701,701 Paseo Nuevo,,Santa Barbara,93101,CA,,(805) 962-5410,PST8PDT,https://www.sephora.com/happening/stores/santa-barbara
1794,37.382,-121.975,3343 Coronado Place,,Santa Clara,95054,CA,,(669) 721-2655,PST8PDT,https://www.sephora.com/happening/stores/santa-clara-square
0018,37.326,-121.945,2855 Stevens Creek Blvd,,Santa Clara,95050,CA,Valley Fair Westfield Shopping Town,(408) 248-7095,PST8PDT,https://www.sephora.com/happening/stores/santa-clara-valley-fair-westfield-shopping-town
0026,34.017,-118.498,1244 Third Street,,Santa Monica,90401,CA,,(310) 395-3460,PST8PDT,https://www.sephora.com/happening/stores/santa-monica
0794,38.44,-122.716,1071 Santa Rosa Plaza,Space #1019A,Santa Rosa,95401,CA,,(707) 541-0120,PST8PDT,https://www.sephora.com/happening/stores/santa-rosa-plaza
1192,32.836,-117.006,9930 Mission Gorge Rd.,Space #9,Santee,92071,CA,Santee,(619) 449-0786,PST8PDT,https://www.sephora.com/happening/stores/santee
0022,34.157,-118.437,14006 Riverside Drive,,Sherman Oaks,91423,CA,Westfield Fashion Square,(818) 817-0900,PST8PDT,https://www.sephora.com/happening/stores/sherman-oaks-westfield-fashion-square
1744,38.00921,-121.322217,6521 Pacific Ave,,Stockton ,95207,CA,,(209) 740-4468,PST8PDT,https://www.sephora.com/happening/stores/lincoln-center
1144,34.143,-118.393,12036 Ventura Blvd,,Studio City,91604,CA,Studio City,(818)506-3166,PST8PDT,https://www.sephora.com/happening/stores/california-studio-city
0494,33.524,-117.154,40772 Winchester Road,,Temecula,92591,CA,The Promenade,(951) 296-1788,PST8PDT,https://www.sephora.com/happening/stores/temecula-the-promenade
0024,34.184,-118.888,338 W. Hillcrest Drive,,Thousand Oaks,91360,CA,The Oaks Mall,(805) 370-9833,PST8PDT,https://www.sephora.com/happening/stores/thousand-oaks-the-oaks-mall
0938,34.16,-118.822,4000 E Thousand Oaks Blvd,,Thousand Oaks,91362,CA,Thousand Oaks Promenade,(805) 496-1750,PST8PDT,https://www.sephora.com/happening/stores/westlake
0948,33.833,-118.35,21540 Hawthorn Blvd,Unit #406,Torrance,90503,CA,Del Amo,(310) 214-3457,PST8PDT,https://www.sephora.com/happening/stores/del-amo
1382,33.792,-118.331,2665 Pacific Coast Highway,,Torrance,90505,CA,,(424) 271-2600,PST8PDT,https://www.sephora.com/happening/stores/rolling-hills-plaza
1158,33.725,-117.793,2999 El Camino Real,,Tustin,92782,CA,Tustin Market Place,(714) 669-7746,PST8PDT,https://www.sephora.com/happening/stores/tustin-market-place
1138,34.136,-118.354,1000 Universal Studios Blvd,Space #144 & 146 Universal City,Universal City,91608,CA,Universal CityWalk,(818)769-5809,PST8PDT,https://www.sephora.com/happening/stores/universal-city-walk
1778,34.13284,-117.63334,1289 East 19th Street,Building #3,Upland,91784,CA,,909-297-1591,PST8PDT,https://www.sephora.com/happening/stores/colonies-crossroads
0646,34.415,-118.558,24201 West Valencia Blvd.,,Valencia,91355,CA,,(661) 253-0003,PST8PDT,https://www.sephora.com/happening/stores/valencia
0660,34.268,-119.248,3301-1242 E. Main Street,,Ventura,93003,CA,,(805) 658-1100,PST8PDT,https://www.sephora.com/happening/stores/ventura
0202,37.896,-122.059,1149 Broadway Plaza ,,Walnut Creek,94596,CA,,(925) 933-3433,PST8PDT,https://www.sephora.com/happening/stores/walnut-creek
1390,34.07,-117.933,1430 Plaza Drive,,West Covina,91790,CA,,(626) 722-4587,PST8PDT,https://www.sephora.com/happening/stores/plaza-west-covina
1342,39.6,-104.709,6240 S. Main Street Suite K-101,,Aurora,80016,CO,,(720) 398-5040,MST7MDT,https://www.sephora.com/happening/stores/southlands
0226,40.018,-105.256,1755 29th Street,Space #1086,Boulder,80301,CO,,(303) 443-7700,MST7MDT,https://www.sephora.com/happening/stores/boulder
0162,39.934,-105.134,1 W. Flatiron Crossing Dr. ,,Broomfield,80021,CO,,(720) 887-9655,MST7MDT,https://www.sephora.com/happening/stores/broomfield-flatiron-crossing
1152,39.587,-104.953,6853 S. York Street,Suite 124,Centennial,80122,CO,South Glenn,(303) 703-6000,MST7MDT,https://www.sephora.com/happening/stores/centennial-south-glenn
0746,38.963,-104.796,1645 Briargate Parkway,Suite 207,Colorado Springs,80920,CO,Outdoor Center,(719) 260-8686,MST7MDT,https://www.sephora.com/happening/stores/colorado-springs-outdoor-center
0602,39.717,-104.953,3000 E First Avenue,,Denver,80206,CO,,(303) 399-8800,MST7MDT,https://www.sephora.com/happening/stores/denver-cherry-creek
1116,39.744,-104.991,500 16th Street,Unit 156,Denver,80202,CO,,(303)825-1088,MST7MDT,https://www.sephora.com/happening/stores/downtown-denver
2020,39.784,-104.891,8370 Northfield Blvd.,Unit# 1760,Denver,80238,CO,,(303) 406-9228,MST7MDT,https://www.sephora.com/happening/stores/the-shops-at-northfield
0492,40.526,-105.026,2720 Council Tree Ave,,Fort Collins,80525,CO,Front Range Center,(970) 225-1151,MST7MDT,https://www.sephora.com/happening/stores/fort-collins-front-range-center
1262,39.71,-105.077,351 S. Teller St. ,,Lakewood,80226,CO,Belmar,(303) 547-1870,MST7MDT,https://www.sephora.com/happening/stores/happening-stores-lakewood-belmar
1890,39.613,-105.09,5746 S. Wadsworth Blvd.,Suite 2800,Littleton,80123,CO,,(303) 586-2890,MST7MDT,https://www.sephora.com/happening/stores/bowles-crossing
0172,39.563,-104.877,8505 Park Meadows Center Dr.,,Littleton,80124,CO,,(303) 799-4800,MST7MDT,https://www.sephora.com/happening/stores/littleton-park-meadows
1312,40.411,-104.99,5897 Sky Pond Dr. Suite K100,,Loveland,80538,CO,,(970) 674-7780,MST7MDT,https://www.sephora.com/happening/stores/centerra
1344,39.9609,-104.99263,14583 Orchard Parkway,Suite 600,Westminster,80023,CO,,(720) 259-0180,MST7MDT,https://www.sephora.com/happening/stores/the-orchard-town-center
1882,39.88,-105.07,10450 N Town Center Dr,Suite 100,Westminster,80021,CO,,(303)285-1688,MST7MDT,https://www.sephora.com/happening/stores/shops-at-walnut-creek
0478,41.823,-72.881,110 Albany Turnpike,,Canton,06019,CT,,(860) 693-8955,EST5EDT,https://www.sephora.com/happening/stores/canton-the-shoppes-at-farmington-valley
0372,41.381,-73.48,"7 Backus Ave., Suite 364",,Danbury,06810,CT,,(203) 778-3200,EST5EDT,https://www.sephora.com/happening/stores/danbury-fair-mall
0330,41.724,-72.762,307 Westfarms Mall,,Farmington,06032,CT,,(860) 521-7669,EST5EDT,https://www.sephora.com/happening/stores/farmington-westfarms-mall
0298,41.03,-73.626,75 Greenwich Ave,,Greenwich,06830,CT,,(203) 422-2191,EST5EDT,https://www.sephora.com/happening/stores/greenwich
1946,41.248,-73.026,1676 Boston Post Road,,Milford,06460,CT,,(203) 616-2318,EST5EDT,https://www.sephora.com/happening/stores/milford-marketplace
1234,41.1,-73.41,100 N Water Street,Suite 1450,Norwalk,06854,CT,SoNo Collection,(203) 842-5990,EST5EDT,https://www.sephora.com/happening/stores/the-sono-collection
0760,41.812,-72.556,200 Evergreen Way,Suite #264,South Windsor,06074,CT,Evergreen Walk,(860) 648-4000,EST5EDT,https://www.sephora.com/happening/stores/south-windsor-evergreen-walk
0668,41.229,-73.228,5065 Main Street,,Trumbull,06611,CT,Westfield Trumbull,(203) 373-7344,EST5EDT,https://www.sephora.com/happening/stores/westfield-trumbull
0694,41.492,-72.089,1 Mohegan Sun Boulevard,,Uncasville,06382,CT,,(860) 886-0433,EST5EDT,https://www.sephora.com/happening/stores/uncasville-mohegan-sun
0644,39.68,-75.653,118 Christiana Mall,,Newark,19702,DE,,(302) 738-9000,EST5EDT,https://www.sephora.com/happening/stores/newark
1216,38.904,-77.041,1050 Connecticut Ave. NW,,Washington DC,20036,DC,, (202) 839-3690,EST5EDT,https://www.sephora.com/happening/stores/happening-stores-connecticut-ave
1102,38.897,-77.026,1000 F Street NW ,,Washington DC,20004,DC,,(202)347-5115,EST5EDT,https://www.sephora.com/happening/stores/washington-dc-f-street
1208,38.913,-77.032,1711 14th Street NW ,,Washington,20009,DC,14th Street DC,(202) 844-4050,EST5EDT,https://www.sephora.com/happening/stores/14-street-dc
1132,38.885,-76.996,380 7th St SE,,Washington,20003,DC,Capitol Hill,202-544-0202,EST5EDT,https://www.sephora.com/happening/stores/stores-washington-dc-capitol-hill
0346,38.905,-77.061,3241 M St NW,,Washington,20007,DC,,(202) 338-5644,EST5EDT,https://www.sephora.com/happening/stores/georgetown
