index,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,year,month,day,hour,minute
1970,1390153840591245315,1390153840591245312,2021-05-05 20:57:58 PDT,2021-05-05,20:57:58,-0700,17768442,karenkho,Karen K. Ho,,"hi, are you doomscrolling?",en,[],[],[],14,3,108,[],[],https://twitter.com/karenkho/status/1390153840591245315,False,,0,,,,,,,,[],,,,,2021,5,5,20,57
2106,1389816559561056256,1389816559561056256,2021-05-04 22:37:43 PDT,2021-05-04,22:37:43,-0700,17768442,karenkho,Karen K. Ho,,creams are expensive but you only have one face so keep moisturizing daily and stop doomscrolling for the night,en,[],[],[],3,3,90,[],[],https://twitter.com/karenkho/status/1389816559561056256,False,,0,,,,,,,,[],,,,,2021,5,4,22,37
2118,1389794671149428737,1389794671149428736,2021-05-04 21:10:45 PDT,2021-05-04,21:10:45,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling? It's ""grab your favorite book and start winding down"" or ""settle into bed"" time. This website continues to be full of bad opinions and will still be here tomorrow. Give your eyes a break for the night. You deserve it.",en,[],[],[],14,33,368,[],[],https://twitter.com/karenkho/status/1389794671149428737,False,,0,,,,,,,,[],,,,,2021,5,4,21,10
2263,1389414114867429377,1389414114867429376,2021-05-03 19:58:33 PDT,2021-05-03,19:58:33,-0700,17768442,karenkho,Karen K. Ho,,"hi, are you doomscrolling?  A lot of heated debates and arguments on this website today. How about taking a hot shower and going to bed early tonight? Taking care of yourself always makes you feel better and helps give you more energy to tackle tomorrow's challenges.",en,[],[],[],8,17,262,[],[],https://twitter.com/karenkho/status/1389414114867429377,False,,0,,,,,,,,[],,,,,2021,5,3,19,58
2363,1389085803918266373,1389085803918266368,2021-05-02 22:13:58 PDT,2021-05-02,22:13:58,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?",en,[],[],[],20,3,159,[],[],https://twitter.com/karenkho/status/1389085803918266373,False,,0,,,,,,,,[],,,,,2021,5,2,22,13
2377,1389055959843184642,1389055959843184640,2021-05-02 20:15:22 PDT,2021-05-02,20:15:22,-0700,17768442,karenkho,Karen K. Ho,,"hi, are you doomscrolling?  This website doesn't need more of your attention tonight. Apply a sheet mask, take a hot shower, read a fun book, and try to go to sleep early. You still deserve time to reflect and rest.",en,[],[],[],13,30,505,[],[],https://twitter.com/karenkho/status/1389055959843184642,False,,0,,,,,,,,[],,,,,2021,5,2,20,15
2475,1388722865030246402,1388722865030246400,2021-05-01 22:11:46 PDT,2021-05-01,22:11:46,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?",en,[],[],[],11,8,146,[],[],https://twitter.com/karenkho/status/1388722865030246402,False,,0,,,,,,,,[],,,,,2021,5,1,22,11
2487,1388700351499542528,1388700351499542528,2021-05-01 20:42:19 PDT,2021-05-01,20:42:19,-0700,17768442,karenkho,Karen K. Ho,,"I don't know if I should keep writing the doomscrolling reminders the same way, but try to take care of yourself tonight. Do something that helps rest your eyes and mind, like a hot bath, a great book, or a few stretches before bed. You still deserve time to rest.",en,[],[],[],18,14,545,[],[],https://twitter.com/karenkho/status/1388700351499542528,False,,0,,,,,,,,[],,,,,2021,5,1,20,42
2532,1388562190165217294,1388562190165217280,2021-05-01 11:33:19 PDT,2021-05-01,11:33:19,-0700,17768442,karenkho,Karen K. Ho,,"hi! Are you doomscrolling? Lack of structure on weekends can be unmooring. Why not take a walk outside if you can, or do another activity that gives you joy? Don't forget to drink a big glass of water today.",en,[],[],[],29,115,1164,[],[],https://twitter.com/karenkho/status/1388562190165217294,False,,0,,,,,,,,[],,,,,2021,5,1,11,33
2592,1388357732084879362,1388357732084879360,2021-04-30 22:00:52 PDT,2021-04-30,22:00:52,-0700,17768442,karenkho,Karen K. Ho,,"If you're still doomscrolling, I get it. Try not to stay up too late. You still deserve time to rest.",en,[],[],[],1,5,154,[],[],https://twitter.com/karenkho/status/1388357732084879362,False,,0,,,,,,,,[],,,,,2021,4,30,22,0
2705,1387972040800485378,1387972040800485376,2021-04-29 20:28:16 PDT,2021-04-29,20:28:16,-0700,17768442,karenkho,Karen K. Ho,,"hi, are you doomscrolling? Time is weird right now so you should try to go to bed earlier rather than later. So often the period between 11pm and 1am feels like 10 minutes. You still deserve time to rest.",en,[],[],[],11,21,386,[],[],https://twitter.com/karenkho/status/1387972040800485378,False,,0,,,,,,,,[],,,,,2021,4,29,20,28
2858,1387638108754173956,1387638108754173952,2021-04-28 22:21:20 PDT,2021-04-28,22:21:20,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?",en,[],[],[],7,3,67,[],[],https://twitter.com/karenkho/status/1387638108754173956,False,,0,,,,,,,,[],,,,,2021,4,28,22,21
2872,1387603568249688068,1387603568249688064,2021-04-28 20:04:05 PDT,2021-04-28,20:04:05,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?  It's almost May, and a lot of people are burned out. Our bodies were not designed to be this anxious and stressed for so long. How about going to sleep early tonight?",en,[],[],[],12,46,514,[],[],https://twitter.com/karenkho/status/1387603568249688068,False,,0,,,,,,,,[],,,,,2021,4,28,20,4
3013,1387276650178662404,1387276650178662400,2021-04-27 22:25:02 PDT,2021-04-27,22:25:02,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?",en,[],[],[],16,4,89,[],[],https://twitter.com/karenkho/status/1387276650178662404,False,,0,,,,,,,,[],,,,,2021,4,27,22,25
3169,1386903803476250625,1386903803476250624,2021-04-26 21:43:28 PDT,2021-04-26,21:43:28,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?",en,[],[],[],11,4,104,[],[],https://twitter.com/karenkho/status/1386903803476250625,False,,0,,,,,,,,[],,,,,2021,4,26,21,43
3189,1386870444368830466,1386870444368830464,2021-04-26 19:30:55 PDT,2021-04-26,19:30:55,-0700,17768442,karenkho,Karen K. Ho,,"I'm literally going to be on the 📻 talking about doomscrolling tomorrow, so I'm giving you permission to log off for the night (unless there's an urgent issue, like family and friends in India with Covid-19). You still deserve time to rest.",en,[],[],[],1,5,52,[],[],https://twitter.com/karenkho/status/1386870444368830466,False,https://twitter.com/1a/status/1386802517141598210,0,,,,,,,,[],,,,,2021,4,26,19,30
3319,1386530330115559426,1386530330115559424,2021-04-25 20:59:25 PDT,2021-04-25,20:59:25,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],19,3,102,[],[],https://twitter.com/karenkho/status/1386530330115559426,False,,0,,,,,,,,[],,,,,2021,4,25,20,59
3382,1386359317507547139,1386358676047400960,2021-04-25 09:39:53 PDT,2021-04-25,09:39:53,-0700,17768442,karenkho,Karen K. Ho,,Sorry to everyone who followed me for doomscrolling reminders. Here is a nice set of trees I saw yesterday.  https://t.co/n16B98RK2M,en,[],[],['https://pbs.twimg.com/media/Ez1Wc5QWEAIb76s.jpg'],3,0,69,[],[],https://twitter.com/karenkho/status/1386359317507547139,False,,1,https://pbs.twimg.com/media/Ez1Wc5QWEAIb76s.jpg,,,,,,,[],,,,,2021,4,25,9,39
3437,1386167906837438465,1386167906837438464,2021-04-24 20:59:17 PDT,2021-04-24,20:59:17,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],1,6,94,[],[],https://twitter.com/karenkho/status/1386167906837438465,False,https://twitter.com/Sharon_Kuruvila/status/1386065567770157060,0,,,,,,,,[],,,,,2021,4,24,20,59
3535,1385829336620617728,1385829336620617728,2021-04-23 22:33:55 PDT,2021-04-23,22:33:55,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?  Try not to stay up too late. And I hope this makes you laugh.  https://t.co/KyIZVm0h8a",en,[],[],[],3,26,209,[],[],https://twitter.com/karenkho/status/1385829336620617728,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1385829298829996032/pu/img/Hes_tvXh_w7sCeHB.jpg,,,,,,,[],,,,,2021,4,23,22,33
3677,1385449104461991937,1385449104461991936,2021-04-22 21:23:01 PDT,2021-04-22,21:23:01,-0700,17768442,karenkho,Karen K. Ho,,"If you are doomscrolling, I get it. The situation in India is horrific. Anti-Asian hate crimes are ongoing. Many people are burned out and/or still unemployed. There are more updates about police violence.  You still deserve time to rest and recover. Try not to stay up too late.",en,[],[],[],9,20,325,[],[],https://twitter.com/karenkho/status/1385449104461991937,False,,0,,,,,,,,[],,,,,2021,4,22,21,23
3830,1385077810067382273,1385077810067382272,2021-04-21 20:47:38 PDT,2021-04-21,20:47:38,-0700,17768442,karenkho,Karen K. Ho,,It feels like a Friday already? Lots of doomscrolling and bad takes. I know you're trying hard and doing your best. You still deserve time to sleep and recover.,en,[],[],[],6,10,139,[],[],https://twitter.com/karenkho/status/1385077810067382273,False,,0,,,,,,,,[],,,,,2021,4,21,20,47
4005,1384740265714491392,1384740265714491392,2021-04-20 22:26:21 PDT,2021-04-20,22:26:21,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?",en,[],[],[],20,7,131,[],[],https://twitter.com/karenkho/status/1384740265714491392,False,,0,,,,,,,,[],,,,,2021,4,20,22,26
4244,1384358999676567552,1384358999676567552,2021-04-19 21:11:20 PDT,2021-04-19,21:11:20,-0700,17768442,karenkho,Karen K. Ho,,I don't know if I should keep doing the doomscrolling reminders but there is still a lot of stress and uncertainty in the world right now. Try not to stay up too late. You still deserve time to rest.,en,[],[],[],18,17,539,[],[],https://twitter.com/karenkho/status/1384358999676567552,False,,0,,,,,,,,[],,,,,2021,4,19,21,11
4393,1383991394415517702,1383991394415517696,2021-04-18 20:50:36 PDT,2021-04-18,20:50:36,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling? Maybe you are also very tired. Try not to stay up too late  https://t.co/Yr8dNnzaJd still deserve time to rest.",en,[],['http://tonight.you'],[],3,6,134,[],[],https://twitter.com/karenkho/status/1383991394415517702,False,,0,,,,,,,,[],,,,,2021,4,18,20,50
4549,1383642126014050308,1383642126014050304,2021-04-17 21:42:44 PDT,2021-04-17,21:42:44,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],9,2,120,[],[],https://twitter.com/karenkho/status/1383642126014050308,False,,0,,,,,,,,[],,,,,2021,4,17,21,42
4688,1383295500846125065,1383295500846125056,2021-04-16 22:45:22 PDT,2021-04-16,22:45:22,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?",en,[],[],[],11,2,97,[],[],https://twitter.com/karenkho/status/1383295500846125065,False,,0,,,,,,,,[],,,,,2021,4,16,22,45
4694,1383280408553418756,1383280408553418752,2021-04-16 21:45:24 PDT,2021-04-16,21:45:24,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?   Many of us did not join this website for that reason, but for connecting to and helping others. I recommend pre-ordering @jonnysun's GOODBYE AGAIN and taking several deep breaths. You still deserve time to rest and recover. Try not to stay up late.",en,"[{'screen_name': 'jonnysun', 'name': 'new york times bestselling author jonny sun', 'id': '26259576'}]",[],[],4,2,59,[],[],https://twitter.com/karenkho/status/1383280408553418756,False,,0,,,,,,,,[],,,,,2021,4,16,21,45
4714,1383252011135635462,1383245030165389312,2021-04-16 19:52:33 PDT,2021-04-16,19:52:33,-0700,17768442,karenkho,Karen K. Ho,,"@perreaux Hi! A reminder that we did not get into journalism for doomscrolling, but for actively reporting information and helping others. I recommend a funny show with subtitles to help distract you from your phone and news updates. Try not to stay up late tonight.",en,[],[],[],4,2,81,[],[],https://twitter.com/karenkho/status/1383252011135635462,False,,0,,,,,,,,"[{'screen_name': 'perreaux', 'name': 'Les Perreaux', 'id': '21156033'}]",,,,,2021,4,16,19,52
4919,1382894991656243205,1382894991656243200,2021-04-15 20:13:53 PDT,2021-04-15,20:13:53,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?  Things were really hard today. It's reasonable and understandable to feel grief, sadness, and anger at what happened. You might be tempted to stay up late as an act of agency. Try not to revenge procrastinate. You still deserve time to rest and recover",en,[],[],[],12,66,557,[],[],https://twitter.com/karenkho/status/1382894991656243205,False,,0,,,,,,,,[],,,,,2021,4,15,20,13
4926,1382881716470177794,1382881716470177792,2021-04-15 19:21:08 PDT,2021-04-15,19:21:08,-0700,17768442,karenkho,Karen K. Ho,,what if instead of a doomscrolling reminder everyone goes to bed early before 11pm and we try again tomorrow,en,[],[],[],19,23,474,[],[],https://twitter.com/karenkho/status/1382881716470177794,False,,0,,,,,,,,[],,,,,2021,4,15,19,21
5100,1382549545784127489,1382549545784127488,2021-04-14 21:21:12 PDT,2021-04-14,21:21:12,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],14,11,144,[],[],https://twitter.com/karenkho/status/1382549545784127489,False,,0,,,,,,,,[],,,,,2021,4,14,21,21
5242,1382179717881724932,1382179717881724928,2021-04-13 20:51:39 PDT,2021-04-13,20:51:39,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],14,4,90,[],[],https://twitter.com/karenkho/status/1382179717881724932,False,,0,,,,,,,,[],,,,,2021,4,13,20,51
5373,1381833515046699013,1381830992437129216,2021-04-12 21:55:57 PDT,2021-04-12,21:55:57,-0700,17768442,karenkho,Karen K. Ho,,Also it feels weird to point this out but I have been writing and sending the doomscrolling reminders for over a year now. I have no idea how much they have helped others but thousands of new people have followed me. I really try not to take that bigger platform for granted.,en,[],[],[],10,0,180,[],[],https://twitter.com/karenkho/status/1381833515046699013,False,,0,,,,,,,,[],,,,,2021,4,12,21,55
5374,1381830992437129217,1381830992437129216,2021-04-12 21:45:56 PDT,2021-04-12,21:45:56,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?When I can't sleep, I think of this dog and take deep breaths. She helps.",en,[],[],[],6,7,178,[],[],https://twitter.com/karenkho/status/1381830992437129217,False,https://twitter.com/karenkho/status/1381792765600743425,0,,,,,,,,[],,,,,2021,4,12,21,45
5385,1381812657657950209,1381812657657950208,2021-04-12 20:33:05 PDT,2021-04-12,20:33:05,-0700,17768442,karenkho,Karen K. Ho,,"With the news out of Minnesota and Ontario, I don't know how to write tonight's doomscrolling reminder. The news is really heavy and hard on top of everything else happening (the pandemic, another mass shooting). In spite of it all, you still deserve time to rest and recover.",en,[],[],[],7,16,255,[],[],https://twitter.com/karenkho/status/1381812657657950209,False,,0,,,,,,,,[],,,,,2021,4,12,20,33
5529,1381467742767874048,1381467742767874048,2021-04-11 21:42:30 PDT,2021-04-11,21:42:30,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],12,4,127,[],[],https://twitter.com/karenkho/status/1381467742767874048,False,,0,,,,,,,,[],,,,,2021,4,11,21,42
5546,1381427103468490758,1381427103468490752,2021-04-11 19:01:01 PDT,2021-04-11,19:01:01,-0700,17768442,karenkho,Karen K. Ho,,what if instead of subtweeting or a normal doomscrolling reminder I encourage people to go to bed at 10:45pm again,en,[],[],[],5,0,162,[],[],https://twitter.com/karenkho/status/1381427103468490758,False,,0,,,,,,,,[],,,,,2021,4,11,19,1
5644,1381102244477591555,1381102244477591552,2021-04-10 21:30:09 PDT,2021-04-10,21:30:09,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?   Watch this nice video of Mercury, a trans maintenance lady, who gives great practical advice and try not to stay up too late. You still deserve time to rest.  https://t.co/LLRwaMabkC",en,[],[],[],9,223,709,[],[],https://twitter.com/karenkho/status/1381102244477591555,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1381102208213716993/pu/img/K9AIFyMHzKTgRXiv.jpg,,,,,,,[],,,,,2021,4,10,21,30
5734,1380726127409369094,1380726127409369088,2021-04-09 20:35:36 PDT,2021-04-09,20:35:36,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],23,2,119,[],[],https://twitter.com/karenkho/status/1380726127409369094,False,,0,,,,,,,,[],,,,,2021,4,9,20,35
5849,1380359693621723137,1380359693621723136,2021-04-08 20:19:31 PDT,2021-04-08,20:19:31,-0700,17768442,karenkho,Karen K. Ho,,"Hi, a normal doomscrolling reminder doesn't work tonight. Avoid my mistake and wait for confirmation first from a **reputable source** on any news about DMX before retweeting. But also, try not to stay up late. You still deserve time to rest.",en,[],[],[],6,9,158,[],[],https://twitter.com/karenkho/status/1380359693621723137,False,,0,,,,,,,,[],,,,,2021,4,8,20,19
5973,1379998503305412608,1379998503305412608,2021-04-07 20:24:16 PDT,2021-04-07,20:24:16,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?  Noodle thinks you should do something small to help take care of yourself and go to bed early tonight. You still deserve time to rest.  https://t.co/J9hgCMlJcN",en,[],[],['https://pbs.twimg.com/media/Eya9U1oXMAMEoZG.jpg'],12,15,276,[],[],https://twitter.com/karenkho/status/1379998503305412608,False,,1,https://pbs.twimg.com/media/Eya9U1oXMAMEoZG.jpg,,,,,,,[],,,,,2021,4,7,20,24
5977,1379977208731742215,1379977208731742208,2021-04-07 18:59:39 PDT,2021-04-07,18:59:39,-0700,17768442,karenkho,Karen K. Ho,,"If you're looking for a thoughtful, beautiful alternative to doomscrolling, you should pre-order QUEER LOVE IN COLOR, an incredible photography collection by @lostblackboy:  https://t.co/3wP0IF4RDr",en,"[{'screen_name': 'lostblackboy', 'name': 'lil uzi hurt 🥺', 'id': '34485937'}]",['https://www.penguinrandomhouse.com/books/617853/queer-love-in-color-by-jamal-jordan/'],[],3,12,23,[],[],https://twitter.com/karenkho/status/1379977208731742215,False,,0,,,,,,,,[],,,,,2021,4,7,18,59
6093,1379647601121882112,1379647093833404416,2021-04-06 21:09:55 PDT,2021-04-06,21:09:55,-0700,17768442,karenkho,Karen K. Ho,,I know the reasons why. I am going to stop doomscrolling and go to bed now. You still deserve time to rest.,en,[],[],[],0,1,67,[],[],https://twitter.com/karenkho/status/1379647601121882112,False,,0,,,,,,,,[],,,,,2021,4,6,21,9
6098,1379622539153002498,1379618234001993728,2021-04-06 19:30:20 PDT,2021-04-06,19:30:20,-0700,17768442,karenkho,Karen K. Ho,,@timmarchman watching sports you enjoy is never doomscrolling,en,[],[],[],1,0,1,[],[],https://twitter.com/karenkho/status/1379622539153002498,False,,0,,,,,,,,"[{'screen_name': 'timmarchman', 'name': 'Tim Marchman', 'id': '561516199'}]",,,,,2021,4,6,19,30
6100,1379618234001993729,1379618234001993728,2021-04-06 19:13:13 PDT,2021-04-06,19:13:13,-0700,17768442,karenkho,Karen K. Ho,,what if instead of a doomscrolling reminder I encouraged people to go to bed at 10:45pm,en,[],[],[],29,5,441,[],[],https://twitter.com/karenkho/status/1379618234001993729,False,,0,,,,,,,,[],,,,,2021,4,6,19,13
6211,1379289286697222144,1379289286697222144,2021-04-05 21:26:06 PDT,2021-04-05,21:26:06,-0700,17768442,karenkho,Karen K. Ho,,"technically, nervously refreshing the various vaccinations websites for an appointment on the first day of people 16+ are eligible is not doomscrolling",en,[],[],[],6,16,223,[],[],https://twitter.com/karenkho/status/1379289286697222144,False,,0,,,,,,,,[],,,,,2021,4,5,21,26
6219,1379268265793445892,1379268265793445888,2021-04-05 20:02:34 PDT,2021-04-05,20:02:34,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?   How about trying to go to bed early tonight as a small way of taking care of yourself? I know you are still trying your best and extra sleep will help give you the energy you need for tomorrow. You still deserve time to recover.",en,[],[],[],8,14,207,[],[],https://twitter.com/karenkho/status/1379268265793445892,False,,0,,,,,,,,[],,,,,2021,4,5,20,2
6324,1378926549160890368,1378926549160890368,2021-04-04 21:24:43 PDT,2021-04-04,21:24:43,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],12,6,147,[],[],https://twitter.com/karenkho/status/1378926549160890368,False,,0,,,,,,,,[],,,,,2021,4,4,21,24
6391,1378743955886649346,1378743955886649344,2021-04-04 09:19:09 PDT,2021-04-04,09:19:09,-0700,17768442,karenkho,Karen K. Ho,,"Instead of being on this website, why not take a walk outside today or do something that makes you happy? Read a book, call a friend, buy some food, pet a cute dog or cat, even an afternoon nap. Give yourself a daytime screen break from doomscrolling.",en,[],[],[],8,7,139,[],[],https://twitter.com/karenkho/status/1378743955886649346,False,,0,,,,,,,,[],,,,,2021,4,4,9,19
6440,1378558253081231360,1378558253081231360,2021-04-03 21:01:14 PDT,2021-04-03,21:01:14,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],15,0,100,[],[],https://twitter.com/karenkho/status/1378558253081231360,False,,0,,,,,,,,[],,,,,2021,4,3,21,1
6555,1378194945450860545,1378194945450860544,2021-04-02 20:57:35 PDT,2021-04-02,20:57:35,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],9,4,117,[],[],https://twitter.com/karenkho/status/1378194945450860545,False,,0,,,,,,,,[],,,,,2021,4,2,20,57
6622,1378031114472800258,1378031114472800256,2021-04-02 10:06:34 PDT,2021-04-02,10:06:34,-0700,17768442,karenkho,Karen K. Ho,,"I was recently interviewed for The Kindness Factor, a @CBC Radio special, about the doomscrolling reminders. Canadians can listen online here:  https://t.co/OmZRj7DA9q",en,"[{'screen_name': 'cbc', 'name': 'cbc', 'id': '16034244'}]",['https://www.cbc.ca/player/play/1879561795868'],[],0,0,26,[],[],https://twitter.com/karenkho/status/1378031114472800258,False,,0,,,,,,,,[],,,,,2021,4,2,10,6
6676,1377825707825434624,1377825707825434624,2021-04-01 20:30:22 PDT,2021-04-01,20:30:22,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling?",en,[],[],[],22,8,164,[],[],https://twitter.com/karenkho/status/1377825707825434624,False,,0,,,,,,,,[],,,,,2021,4,1,20,30
6766,1377492142608777218,1377492142608777216,2021-03-31 22:24:54 PDT,2021-03-31,22:24:54,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you still doomscrolling?",en,[],[],[],16,3,157,[],[],https://twitter.com/karenkho/status/1377492142608777218,False,,0,,,,,,,,[],,,,,2021,3,31,22,24
6778,1377472795190423552,1377472795190423552,2021-03-31 21:08:01 PDT,2021-03-31,21:08:01,-0700,17768442,karenkho,Karen K. Ho,,"sometimes doomscrolling is also a way to distract us from much bigger questions like, ""do the people in power care if other people die from their lack of action?"" or ""what happens if the earth is inhospitable in 30 years?"" or ""why can't white people dance?""",en,[],[],[],4,9,152,[],[],https://twitter.com/karenkho/status/1377472795190423552,False,,0,,,,,,,,[],,,,,2021,3,31,21,8
6789,1377454200867725320,1377454200867725312,2021-03-31 19:54:08 PDT,2021-03-31,19:54:08,-0700,17768442,karenkho,Karen K. Ho,,"Hi, are you doomscrolling? Why not get some extra rest tonight and give yourself a screen break? Noodle is pretty tired too.  https://t.co/S6xwUsYPLE",en,[],[],['https://pbs.twimg.com/media/Ex2zS8NXIAIHkaB.jpg'],25,32,694,[],[],https://twitter.com/karenkho/status/1377454200867725320,False,,1,https://pbs.twimg.com/media/Ex2zS8NXIAIHkaB.jpg,,,,,,,[],,,,,2021,3,31,19,54
6898,1377085560754409476,1377085560754409472,2021-03-30 19:29:17 PDT,2021-03-30,19:29:17,-0700,17768442,karenkho,Karen K. Ho,,what if instead of a doomscrolling reminder I just told you going to bed early is a small act of compassion and kindness towards yourself that gives you sufficient time to rest and recover from the chaotic energy of 2021,en,[],[],[],16,48,586,[],[],https://twitter.com/karenkho/status/1377085560754409476,False,,0,,,,,,,,[],,,,,2021,3,30,19,29
